extractant,tanimoto_cluster,ecfp_cluster,nn_train_tanimoto,n_rows,n_pool,n_eval,failure_class,failure_class_central,k2_status,one_shot_harms,seeds_matching_pooled_class,seed_modal_count,mae_k0,mae_RANDOM_k1,mae_RANDOM_k2,mae_CENTRAL_k1,mae_CENTRAL_k2,mae_oracle_k1,mae_oracle_k2,ratio_RANDOM_k1,ratio_RANDOM_k2,ratio_CENTRAL_k1,ratio_CENTRAL_k2,offset_k0,shape_mae_k0,shape_frac_k0,spearman_k0,oof_mean_centred_mae,oof_median_centred_mae,mad_true,within_1_0_k0,within_1_0_RANDOM_k1,within_1_0_RANDOM_k2,n_series,n_doi_series_sum,n_distinct_doi,series_types,log_d_span_max,n_curves,n_curve_axes,curve_axes,median_curve_slope,median_curve_linear_r2,max_curve_yspan,true_span,pred_span,span_compression,true_sd,pred_sd,has_axis_acid,has_axis_extractant,has_axis_metal_series,has_axis_temperature,has_axis_contact_time,has_axis_metal_concentration,mech__n_amide_O,mech__n_ester_O,mech__n_ketone_O,mech__n_ether_O,mech__n_hydroxyl_O,mech__n_phosphoryl_O,mech__n_carboxyl_O,mech__n_oxide_O,mech__n_aromatic_N,mech__n_amine_N,mech__n_thioether_S,mech__n_thiophosphoryl_S,mech__n_thiocarbonyl_S,mech__n_O_donor,mech__n_N_donor,mech__n_S_donor,mech__n_P,mech__n_donor_total,mech__frac_O_donor,mech__frac_N_donor,mech__frac_S_donor,mech__softness_mean,mech__formal_charge,mech__n_acidic_H,mech__is_neutral_extractant,mech__denticity_proxy,mech__n_chelate_pairs,mech__donor_dist_min,mech__donor_dist_mean,mech__ring_count,mech__frac_rotatable,mech__heavy_atoms,mech__crippen_logp,mech__tpsa,mech__hbd,mech__hba
CCCCCCCCCCCCOCc1cc(-n2cccn2)nc(-n2cccn2)c1,tan007,96391d06162106b7,0.25396825396825395,6,3.0,3.0,ALREADY_GOOD,ALREADY_GOOD,,True,5,5,0.2653697654600812,0.35875941756454993,0.30882451799062255,0.38342290923454997,0.3449124029351987,0.26823809647806607,0.27221994003294914,1.3519227291871616,1.1637517086967397,1.444862825913102,1.2997426528120548,0.18695827449823182,0.21329338893724767,0.8037591945241132,0.017320508075688773,0.24397125502473122,0.23263895001183546,0.23239055345793166,1.0,1.0,1.0,2,2,2.0,unusable,0.0,0.0,,,,,,0.5228787452803461,0.29060792192483714,0.5557845380940568,0.270013423007548,0.12076783752703564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,0.25,0.75,0.0,0.475,0.0,0.0,1.0,4.0,3.0,3.0,4.833333333333333,3.0,0.46875,30.0,5.890500000000005,57.76,0.0,4.0
CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,tan081,7c4a84aa320ec0b1,0.5853658536585366,14,7.0,7.0,ALREADY_GOOD,ALREADY_GOOD,,True,5,5,0.26155580898943215,0.30096355439753636,0.2879039713018066,0.2547402629672759,0.22981230254361792,0.15074962239535963,0.15624869621847023,1.1506666801259857,1.100736291861287,0.9739422876957338,0.878635819374607,0.2533196885075195,0.15182647318901366,0.5804744837272875,0.49179858251708247,0.1813185160546155,0.17944685554220738,0.22272847071428564,1.0,1.0,1.0,1,1,2.0,metal_series,0.837272702,1.0,1.0,metal_series,0.013573878564861298,0.055959864026913775,0.837272702,0.8372727020000001,0.46282858331185484,0.5527811693923526,0.2616753912692675,0.14666244605084267,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,1.0,3.0,2.0,3.0,4.0,3.0,0.1875,30.0,5.031840000000004,53.510000000000005,0.0,3.0
Cc1ccn(-c2cccc(-n3ccc(C)n3)n2)n1,tan009,66bf0ebd963fd87d,0.46875,7,4.0,3.0,ALREADY_GOOD,ALREADY_GOOD,,False,5,5,0.2609413472133338,0.03969965791855291,0.039002634191579795,0.035039769044475734,0.036207174985007744,0.030036332867382252,0.03008123543687204,0.15214015847820495,0.14946896920744804,0.13428216501016535,0.13875599007851525,0.2609413472133338,0.02823153229726393,0.10819110347500088,,0.028909177610032664,0.02746235523579178,0.0,1.0,1.0,1.0,2,2,2.0,"acid_sweep,single_point",0.0,1.0,1.0,acid,0.0,,0.0,0.0,0.12370743054455816,,0.0,0.04079095895625984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.6,0.0,0.0,1.0,3.0,2.0,3.0,4.0,3.0,0.1,18.0,2.0698399999999992,48.53,0.0,3.0
CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC,tan049,1aa8e7bb5ad0f3d4,0.6923076923076923,9,5.0,4.0,ALREADY_GOOD,ALREADY_GOOD,,True,5,5,0.25516208054213607,0.3093209864769688,0.26206300521041137,0.3597275190109447,0.2928570789366216,0.20697858029995217,0.20269360086905125,1.2122529563160904,1.0270452594429904,1.4098000700050777,1.1477296246934339,0.137749536492321,0.19068403713775367,0.7473055429420091,0.24000000000000002,0.18578649638134442,0.18323973549147765,0.1944174025925926,1.0,0.9833333333333333,1.0,1,1,2.0,metal_series,0.843652799,1.0,1.0,metal_series,-0.04253090583000004,0.33595255135514845,0.843652799,0.843652799,0.4317224133643924,0.5117299603297972,0.2594302816645506,0.13831507833226264,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.2,0.0,0.0,1.0,2.0,1.0,4.0,4.0,0.0,0.7333333333333333,31.0,7.3549000000000095,40.620000000000005,0.0,2.0
CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C,tan057,bbeeed679cc5b5f3,0.6888888888888889,14,7.0,7.0,ALREADY_GOOD,ALREADY_GOOD,,False,5,5,0.2330207888330095,0.16712232206255065,0.17066727760398515,0.1648473362323436,0.15908332620000518,0.11858424714263119,0.12196928346341414,0.7171991945418917,0.7324122386620665,0.7074361779389509,0.6827001444665506,0.1645000452458019,0.12424679102833128,0.5332004567084815,0.9321428571428573,0.13778939625337885,0.13105334667437302,0.8628258163265305,0.9857142857142858,0.9761904761904762,0.9761904761904762,1,1,2.0,metal_series,3.03226,1.0,1.0,metal_series,0.21572765918097753,0.9035984185772994,3.03226,3.03226,2.5552349795918965,0.8426833383654094,1.0349404177958084,0.895709365657774,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,0.65,41.0,9.366000000000003,49.85,0.0,3.0
CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,tan022,17bd471af35fc8f5,0.6111111111111112,11,6.0,5.0,ALREADY_GOOD,ALREADY_GOOD,,True,5,5,0.2251767782094886,0.3391738701247805,0.33319782518325114,0.3909792622393646,0.3092519172097925,0.21206100116966725,0.20655728322561762,1.506255986171172,1.4797166378909081,1.7363214153265176,1.3733739316675289,0.11013504557880287,0.19653734503975417,0.8728135583186544,0.6095212773208378,0.22708470084434662,0.2241122112626989,0.344487293411672,1.0,0.9933333333333334,0.9966666666666666,2,2,2.0,acid_sweep,1.4471580313422285,2.0,1.0,acid,0.4446134840763162,0.4778640949044573,1.4471580313422285,1.4471580313422285,1.0501309989669758,0.7256505345121065,0.42988681623464925,0.35619471709237843,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,8.0,2.0,0.0,10.0,0.0,0.8,0.2,0.6599999999999999,0.0,0.0,1.0,10.0,17.0,1.0,6.644444444444445,6.0,0.06976744186046512,38.0,6.281600000000007,103.12,0.0,10.0
CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,tan055,342069ecd691bc09,0.5641025641025641,8,4.0,4.0,ALREADY_GOOD,ALREADY_GOOD,,False,5,5,0.22403539474750483,0.12377504076814366,0.11004747625973113,0.12641397638738186,0.11637716913189528,0.07625871952296692,0.0759672789085164,0.5524798476938975,0.49120575962453705,0.5642589490372917,0.5194588527542986,0.21860540565761177,0.07061916613092982,0.31521432678314026,0.9199999999999999,0.08659839976122101,0.08654673076893071,0.21813852175190687,1.0,1.0,1.0,1,1,2.0,metal_series,0.7322109374746979,1.0,1.0,metal_series,0.055980212730627664,0.874586388178975,0.7322109374746979,0.7322109374746979,0.7319477993054818,0.9996406251863382,0.2666221361061984,0.2580959735953826,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,0.6875,33.0,6.693200000000008,49.85,0.0,3.0
CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,tan055,f40e899a613d796b,0.55,8,4.0,4.0,ALREADY_GOOD,ALREADY_GOOD,,False,5,5,0.20774877568218483,0.13499215669396286,0.12274802071927124,0.14086057607556582,0.12663663467297026,0.09013834478377011,0.09522017698264715,0.6497855703394112,0.5908483470778755,0.6780332428579751,0.6095662140830117,0.19626758172062528,0.09000975163341662,0.4332624889742504,0.9299999999999999,0.10068192371662565,0.09685314943199926,0.24735262417146292,1.0,1.0,1.0,1,1,2.0,metal_series,0.8154755734074559,1.0,1.0,metal_series,0.06294504103879055,0.8895409285514438,0.8154755734074559,0.8154755734074559,0.646895989046022,0.7932745138434669,0.2972634880402459,0.22509115820972628,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,0.75,41.0,9.814000000000002,49.85,0.0,3.0
Cc1cc(C)n(-c2cncc(-n3nc(C)cc3C)n2)n1,tan012,7ef5dfb7d5f5ced6,0.6551724137931034,6,3.0,3.0,ALREADY_GOOD,ALREADY_GOOD,,False,5,5,0.2072314777504278,0.032436252461032836,0.030111507709039007,0.029027390932892198,0.030519665016124378,0.023264284383652804,0.02463267137003158,0.15652184124313553,0.14530373491474485,0.14007230584848868,0.14727330687126453,0.2072314777504278,0.02403270524170886,0.11597034148765678,,0.022236855091804696,0.019072229946835297,0.0,1.0,1.0,1.0,1,1,2.0,acid_sweep,0.0,1.0,1.0,acid,0.0,,0.0,0.0,0.08595275388358407,,0.0,0.031697050660544096,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.6,0.0,0.0,1.0,4.0,5.0,3.0,3.8333333333333335,3.0,0.09090909090909091,20.0,2.08168,61.42,0.0,4.0
CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,tan043,ce09dca4bb1ea769,0.42,6,3.0,3.0,ALREADY_GOOD,ALREADY_GOOD,,False,5,5,0.20311121654917347,0.11705597416241044,0.08350829002846066,0.060486340746821673,0.0827752777057215,0.05070745519264645,0.053349074735869494,0.5763146720854337,0.4111456346294061,0.29779911604329273,0.40753671368849054,0.19250426011689112,0.05737029159153196,0.2824575253215646,0.9441772515768495,0.05575680905920342,0.04492484977699916,0.11587411209025707,1.0,1.0,1.0,1,1,2.0,metal_series,0.40792422957863855,1.0,1.0,metal_series,0.05468449815722323,0.6452703915256564,0.40792422957863855,0.40792422957863855,0.21897388181293437,0.5368003808921117,0.1577050762311345,0.08763764701468031,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.175,0.0,0.0,1.0,2.0,1.0,4.0,4.0,1.0,0.4642857142857143,28.0,6.032000000000007,37.38,0.0,2.0
CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC,tan049,1aa8e7bb5ad0f3d4,0.6923076923076923,9,5.0,4.0,ALREADY_GOOD,ALREADY_GOOD,,True,5,5,0.18922182558475856,0.272762473667902,0.2164254369678815,0.34737855452239547,0.3267249393654567,0.15425718427205398,0.15442378059647338,1.441495836037809,1.1437657167668407,1.8358270957849596,1.7266768162486947,0.12388018700991123,0.14822641453583518,0.7833473441965065,0.24333333333333332,0.18896006295895434,0.1803329274014072,0.18757185585185188,1.0,0.9791666666666666,1.0,1,1,2.0,metal_series,0.8129133570000001,1.0,1.0,metal_series,-0.03894300930000002,0.2954243125700854,0.8129133570000001,0.812913357,0.4317224133643924,0.5310804769620637,0.2533152862867189,0.13831507833226264,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.2,0.0,0.0,1.0,2.0,1.0,4.0,4.0,0.0,0.7894736842105263,39.0,10.475699999999996,40.620000000000005,0.0,2.0
Cc1cc(C)n(-c2cccc(-n3nc(C)cc3C)n2)n1,tan011,450846fb02d5ae92,0.6551724137931034,6,3.0,3.0,ALREADY_GOOD,ALREADY_GOOD,,False,5,5,0.18521107970253112,0.04201842934096342,0.035781644313226016,0.039629035605587816,0.038268965525356774,0.02775975353690609,0.029959579995079918,0.22686779542805716,0.19319386491723486,0.213966873198063,0.2066235215885618,0.18521107970253112,0.023895155374795127,0.12901579869397292,,0.028799078874223998,0.026416649021320578,0.0,1.0,1.0,1.0,1,1,2.0,acid_sweep,0.0,1.0,1.0,acid,0.0,,0.0,0.0,0.09696615740758556,,0.0,0.036643190123107745,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.6,0.0,0.0,1.0,3.0,2.0,3.0,4.0,3.0,0.09090909090909091,20.0,2.68668,48.53,0.0,3.0
CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,tan083,29817709b44575a3,0.627906976744186,14,7.0,7.0,ALREADY_GOOD,ALREADY_GOOD,,True,5,5,0.18230021901783028,0.2362721829896597,0.23122018514284431,0.17897312834501275,0.17553692101995227,0.16686030555198278,0.16833772860847052,1.2960608838684422,1.2683483672624074,0.9817493874075263,0.9629002201186796,0.06036186566477523,0.17555854246117886,0.9630188236033219,0.680462199147901,0.1702359407384032,0.16418842531852731,0.25972386067346936,1.0,1.0,1.0,1,1,2.0,metal_series,1.204119982,1.0,1.0,metal_series,0.06629487360686923,0.8313960375914902,1.204119982,1.204119982,0.45322585707509255,0.37639592719182413,0.3315684657546758,0.1396820498231741,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,1.0,3.0,2.0,3.0,4.0,3.0,0.1875,30.0,5.031840000000005,53.510000000000005,0.0,3.0
CCCCCCCCN(CCCCCCCC)C(=S)c1ccc(C(=S)N(CCCCCCCC)CCCCCCCC)s1,tan076,a378af9df4d3a65a,0.6470588235294118,4,2.0,2.0,ALREADY_GOOD,ALREADY_GOOD,,False,5,5,0.17568449501687916,0.1738789511983603,0.12564879358932532,0.17500446221088756,0.12564879358932532,0.09828489420602339,0.12564879358932532,0.989722804972941,0.7151956897349047,0.9961292383489717,0.7151956897349047,0.1744020997134181,0.07994527867419965,0.4550502801429277,,0.08684117232634626,0.07715831555972186,0.11928031367991565,1.0,1.0,1.0,2,2,2.0,unusable,0.1249387366082999,0.0,,,,,,0.30102999566398125,0.25339690310255636,0.8417662915738324,0.1468741148954385,0.12144921322847768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.9333333333333332,0.0,0.0,1.0,3.0,2.0,3.0,4.0,1.0,0.6976744186046512,43.0,13.145099999999978,6.48,0.0,3.0
CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,tan046,218c4301997d59be,0.5483870967741935,9,5.0,4.0,ALREADY_GOOD,ALREADY_GOOD,,False,5,5,0.13923837304609185,0.12705239441519722,0.11292959111060587,0.12508415383643204,0.10691268211830927,0.09085230113675694,0.09287220371948231,0.9124811762425525,0.8110522167134413,0.8983454136958756,0.7678392082541653,0.09826438342566611,0.08932784553392441,0.6415461742313978,0.72,0.09000902030677052,0.08695830941059471,0.14831080585185186,1.0,1.0,1.0,1,1,2.0,metal_series,0.6569086599999999,1.0,1.0,metal_series,-0.04795462630000003,0.6808184220799602,0.6569086599999999,0.6569086599999999,0.35127289318844596,0.5347362800612889,0.20548014718478164,0.12529216460673234,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.2,0.0,0.0,1.0,2.0,1.0,4.0,4.0,0.0,0.7,31.0,7.21080000000001,40.620000000000005,0.0,2.0
CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC,tan053,247e5a274e303c6c,0.6785714285714286,9,5.0,4.0,ALREADY_GOOD,ALREADY_GOOD,,True,5,5,0.0629972538072118,0.07840552494465425,0.07107394532393067,0.08928429291871458,0.06993032657456538,0.057411373775488,0.055096559935474056,1.2445863939497397,1.1282070412376335,1.4172727781428067,1.1100535713599613,0.030766351860844924,0.05554355525757126,0.8816821670917462,0.6766666666666666,0.060696217694815126,0.05896406599441084,0.13874935770370367,1.0,1.0,1.0,1,1,2.0,metal_series,0.4771212549999999,1.0,1.0,metal_series,-0.027684266543333363,0.3266705583545063,0.4771212549999999,0.47712125499999997,0.41599842960392064,0.8718924701938099,0.17125096643029178,0.1632705692663717,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.2,0.0,0.0,1.0,2.0,1.0,4.0,4.0,0.0,0.6,21.0,3.4539000000000017,40.620000000000005,0.0,2.0
