extractant,tanimoto_cluster,ecfp_cluster,nn_train_tanimoto,n_rows,n_pool,n_eval,failure_class,failure_class_central,k2_status,one_shot_harms,seeds_matching_pooled_class,seed_modal_count,mae_k0,mae_RANDOM_k1,mae_RANDOM_k2,mae_CENTRAL_k1,mae_CENTRAL_k2,mae_oracle_k1,mae_oracle_k2,ratio_RANDOM_k1,ratio_RANDOM_k2,ratio_CENTRAL_k1,ratio_CENTRAL_k2,offset_k0,shape_mae_k0,shape_frac_k0,spearman_k0,oof_mean_centred_mae,oof_median_centred_mae,mad_true,within_1_0_k0,within_1_0_RANDOM_k1,within_1_0_RANDOM_k2,n_series,n_doi_series_sum,n_distinct_doi,series_types,log_d_span_max,n_curves,n_curve_axes,curve_axes,median_curve_slope,median_curve_linear_r2,max_curve_yspan,true_span,pred_span,span_compression,true_sd,pred_sd,has_axis_acid,has_axis_extractant,has_axis_metal_series,has_axis_temperature,has_axis_contact_time,has_axis_metal_concentration,mech__n_amide_O,mech__n_ester_O,mech__n_ketone_O,mech__n_ether_O,mech__n_hydroxyl_O,mech__n_phosphoryl_O,mech__n_carboxyl_O,mech__n_oxide_O,mech__n_aromatic_N,mech__n_amine_N,mech__n_thioether_S,mech__n_thiophosphoryl_S,mech__n_thiocarbonyl_S,mech__n_O_donor,mech__n_N_donor,mech__n_S_donor,mech__n_P,mech__n_donor_total,mech__frac_O_donor,mech__frac_N_donor,mech__frac_S_donor,mech__softness_mean,mech__formal_charge,mech__n_acidic_H,mech__is_neutral_extractant,mech__denticity_proxy,mech__n_chelate_pairs,mech__donor_dist_min,mech__donor_dist_mean,mech__ring_count,mech__frac_rotatable,mech__heavy_atoms,mech__crippen_logp,mech__tpsa,mech__hbd,mech__hba
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,tan055,d584949bb6ef77a4,0.6764705882352942,184,48.0,92.0,RESIDUAL_SHAPE,RESIDUAL_SHAPE,IRREDUCIBLE_AT_K2,True,5,5,1.2776869198452332,1.7703396369906488,1.436699985538117,1.317825303885507,1.2894700818164848,1.2252135149218204,1.22499799574821,1.385581717628518,1.12445385737544,1.0314148821724933,1.0092222607809735,0.26711241577943895,1.230455689467945,0.9630337998740651,0.3005032383274841,1.2255817953194592,1.2219397872633482,1.250832746398768,0.35778985507246375,0.353804347826087,0.41684782608695653,12,20,11.0,"acid_sweep,grid,metal_series,single_point,unusable",5.947784810126583,25.0,4.0,"acid,extractant,metal_concentration,metal_series",1.2793470741151132,0.9376029273333867,5.767405063291155,5.947784810126583,2.0388448910084818,0.34279062812379896,1.4720374480280964,0.3965244922004486,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,0.7,41.0,9.525800000000002,49.85,0.0,3.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,tan055,147b811837cb1d33,0.6785714285714286,425,48.0,212.0,RESIDUAL_SHAPE,RESIDUAL_SHAPE,IRREDUCIBLE_AT_K2,True,5,5,1.250724906716108,1.4469486529839937,1.134805267941836,1.0338587747170527,0.9235608872720688,0.8423572274251192,0.8419235214187331,1.156888013674477,0.9073180376021858,0.8266076490245509,0.7384204810448382,1.1691421528328831,0.8433855884970815,0.6743174170181572,0.6346538548601136,0.8575647228196093,0.8561864775692405,1.0779581206697277,0.4555031446540881,0.41643081761006295,0.5099842767295598,7,9,8.0,"grid,metal_series,single_point",5.837209937209932,122.0,3.0,"acid,extractant,metal_series",1.1177072608174003,0.9281752937204057,4.598205636192489,5.837794732531569,1.6930482542075282,0.29001503680368956,1.2679074658507743,0.4508659565964635,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,0.6923076923076923,27.0,4.640800000000004,49.85,0.0,3.0
CCCCN(CCCC)C(=O)COCC(=O)N(CCN(C(=O)COCC(=O)N(CCCC)CCCC)C(C)C)C(C)C,tan055,11da934950c2541a,0.5641025641025641,6,3.0,3.0,PARTIAL_LEVEL,PURE_LEVEL,,False,4,4,1.2307381306380676,0.6456629650619323,0.48195400912596625,0.5195101629390072,0.5224927121120728,0.35157423762197587,0.34136105849354786,0.5246144155192404,0.39159752763660666,0.4221126736925513,0.42453605613177037,1.2307381306380676,0.3199871182563044,0.25999610338749257,0.75,0.3388898237760311,0.31271600016615536,0.43665221534333665,0.39444444444444443,0.7444444444444444,0.9166666666666666,1,1,2.0,acid_sweep,1.3286343963366423,1.0,1.0,acid,1.5544086859209103,0.6858279183469032,1.3286343963366423,1.3286343963366423,0.33262770556805643,0.2503530741678744,0.5405439376700586,0.1306284031533347,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,6.0,4.0,3.0,7.8,0.0,0.6097560975609756,42.0,4.351200000000006,99.7,0.0,6.0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,tan055,c79e97649edc8fe4,0.6571428571428571,1488,48.0,744.0,RESIDUAL_SHAPE,RESIDUAL_SHAPE,IRREDUCIBLE_AT_K2,True,5,5,1.199454325559784,1.4233895023562146,1.263385716017638,1.318271908011489,1.2845828439512696,1.075245110718997,1.0752907863158303,1.186697544061897,1.0533003959346408,1.099059697330495,1.0709727053189426,0.681444333782699,1.0755661124147988,0.896712854749874,0.3496268790755022,1.077060626241027,1.0767434182839977,1.159705567678311,0.4693772401433692,0.41462813620071687,0.4561827956989247,41,83,31.0,"acid_sweep,extractant_sweep,grid,metal_series,single_point,unusable",6.406873868153783,339.0,6.0,"acid,contact_time,extractant,metal_concentration,metal_series,temperature",1.4718136105002368,0.9449081840697716,6.319662202779668,7.471200081932108,2.9897927678873115,0.4001757060579388,1.3801033515107932,0.5010069984455228,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,0.8,41.0,10.102199999999998,49.85,0.0,3.0
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COC1CCCN(CCCCCC)C1=O,tan087,87cd348db44d4653,0.46296296296296297,14,7.0,7.0,RESIDUAL_SHAPE,RESIDUAL_SHAPE,IRREDUCIBLE_AT_K2,True,4,4,1.1488357363550745,1.263389579164951,1.0406252176496913,0.9782335333170905,0.9866184934405692,0.9128175535401298,0.8806520139851794,1.0997129869700284,0.9058085370422894,0.8514999162724031,0.8587985751303542,0.850180648398534,0.9064220300387607,0.7889918474459866,0.7041666666666668,0.9155837825162887,0.9113364737062071,1.0484448979591836,0.4619047619047619,0.42142857142857143,0.5404761904761906,1,1,2.0,metal_series,3.33067,1.0,1.0,metal_series,0.26460640951122855,0.9532943799327088,3.33067,3.33067,0.5386736298919502,0.16173131228610166,1.2359021603901914,0.20104941414649313,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,1.0,0.7142857142857143,42.0,10.244699999999996,49.85,0.0,3.0
CCCCCCCCN(CCCCCCCC)C(=O)CNCP(=O)(CCCC)CCCC,tan051,f53d871a194c5e66,0.6428571428571429,6,3.0,3.0,RESIDUAL_SHAPE,PARTIAL_LEVEL,IRREDUCIBLE_AT_K2,False,3,3,1.147438801007039,1.0334527041862487,0.8978621674923222,0.6960402588489332,0.7103573741257814,0.5628697855175668,0.592355381535125,0.900660412807418,0.7824924228676263,0.6066033833247227,0.6190808376902914,0.724630597794036,0.6125380593734451,0.5338307008930295,0.35,0.7378385760044347,0.6383983995738884,0.7673813834756206,0.38333333333333336,0.6833333333333333,0.6166666666666667,1,1,2.0,acid_sweep,3.021983982698631,1.0,1.0,acid,-0.9970756254012489,0.7896759038377775,3.021983982698631,3.021983982698631,0.508389450291225,0.16823035899655342,1.1536463965926413,0.19441854127753136,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,0.6666666666666666,0.3333333333333333,0.0,0.2833333333333333,0.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,0.7741935483870968,32.0,8.046400000000009,49.410000000000004,1.0,3.0
CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,tan052,ff42edb0a7c83875,0.6571428571428571,17,9.0,8.0,PURE_LEVEL,PURE_LEVEL,,False,4,4,1.1323500360239656,0.5169981295502468,0.4874173365378702,0.44522606493370487,0.4534440605124313,0.41564845030303554,0.4070636920179746,0.4565709481191776,0.43044758337213873,0.39318766350468143,0.40044513276531957,1.0975835519462043,0.4115878732103002,0.3634811322614637,-0.05595238095238096,0.43462087919464193,0.42960320952491166,0.4296463116912202,0.44375,0.85,0.8833333333333333,1,1,2.0,grid,2.440023247079987,2.0,2.0,"acid,extractant",0.8358968058871499,0.728368590985054,1.363991933387571,2.440023247079987,0.4546656532709468,0.1863366071675965,0.5798927650898932,0.13860391420237225,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,0.0,0.3,0.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,0.7083333333333334,49.0,12.027599999999989,43.86000000000001,0.0,3.0
CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,tan016,9eea8a5fe2a08c27,0.4,14,7.0,7.0,RESIDUAL_SHAPE,RESIDUAL_SHAPE,IRREDUCIBLE_AT_K2,True,4,4,1.1308879680868276,1.5387781696416374,1.3755417865190804,1.2514656848950925,1.245978709402036,0.9674384673806641,0.9873081541556169,1.3606813522340815,1.2163378029798517,1.1066221590563488,1.101770241229034,0.4935112201209794,1.0093378724627764,0.8925180043875763,0.9241893595062223,1.1297451729264998,1.0826371370681582,1.2384345113061295,0.44285714285714284,0.5095238095238096,0.48333333333333334,1,1,2.0,metal_series,4.6989700039999995,1.0,1.0,metal_series,0.29861465549432126,0.8082534256604623,4.6989700039999995,4.6989700039999995,0.35706957783982907,0.0759889034268943,1.5147277760130768,0.13562521295875343,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,1.0,0.0,0.6,0.0,0.0,1.0,7.0,10.0,1.0,4.380952380952381,3.0,0.3125,30.0,4.595600000000004,90.23,0.0,7.0
CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,tan055,cd544bd74adb8879,0.6296296296296297,14,7.0,7.0,PURE_LEVEL,PURE_LEVEL,,False,4,4,1.1307705895997446,0.40943409523729357,0.38483120658480835,0.44009380368413104,0.40646880379088857,0.32124315085880994,0.32409820835045056,0.3620841389076273,0.3403265084220362,0.38919813420325133,0.35946177547363084,1.1246795631632123,0.35343689479737667,0.31256286469431577,0.9476190476190478,0.3242004549957357,0.297807397646672,0.7839722156421624,0.2785714285714285,0.8904761904761905,0.9452380952380952,1,1,2.0,metal_series,2.9340901138387667,1.0,1.0,metal_series,0.19223489890597714,0.8350266300213856,2.9340901138387667,2.9340901138387667,1.5280407473919166,0.5207886220620302,0.9593549453080177,0.5647468840794623,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,0.7142857142857143,29.0,5.421000000000006,49.85,0.0,3.0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCOCC1,tan054,1f9aa4765b18ecda,0.46938775510204084,12,6.0,6.0,RESIDUAL_SHAPE,RESIDUAL_SHAPE,IRREDUCIBLE_AT_K2,True,5,5,1.1184215585885682,1.3313460817526317,1.3025119817362436,1.2346535823733518,1.2067366657808343,1.1167066232592981,1.1077503948300358,1.190379487527736,1.164598421528994,1.1039250566051917,1.0789640601203347,0.6134169042693461,1.1194635474293808,1.0009316601891398,0.7876190476190477,1.1247001286058054,1.0205723334477668,1.3862775142111625,0.5666666666666667,0.4805555555555555,0.4611111111111111,2,2,2.0,"acid_sweep,extractant_sweep",4.492024539877305,2.0,2.0,"acid,extractant",2.6079340715539514,0.9055114797300983,4.492024539877305,4.492024539877305,1.11164394525869,0.2474705860108799,1.6314701317815463,0.3886372082409753,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.15,0.0,0.0,1.0,4.0,3.0,3.0,5.333333333333333,1.0,0.6,30.0,4.411400000000004,59.08,0.0,4.0
CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,tan046,87b1b413a752cff2,0.4594594594594595,52,26.0,26.0,RESIDUAL_SHAPE,RESIDUAL_SHAPE,IRREDUCIBLE_AT_K2,True,5,5,1.1145400261535146,1.3678255891809237,1.2334683601604473,1.1972663784765343,1.1806954629633482,1.037739925487883,1.0370461028201285,1.2272556903151741,1.106706202752876,1.0742246580488668,1.0593567169033384,0.6535651839781739,1.0498455651344818,0.9419541160470428,0.6246142154533724,1.0570161816164996,1.0455672574045183,1.1378114219024371,0.5967948717948718,0.5057692307692307,0.5205128205128206,2,2,3.0,"grid,metal_series",4.674861140737812,15.0,3.0,"acid,extractant,metal_series",2.4615191266500402,0.9978114390988573,4.487138375477187,4.674861140737812,0.6399203520657281,0.13688542457214728,1.3621135926422387,0.1746585793414861,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,3.0,4.0,4.666666666666667,0.0,0.7272727272727273,34.0,7.227400000000009,49.85,0.0,3.0
CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,tan078,d0b5d18d93408dd8,0.6,14,7.0,7.0,PURE_LEVEL,PURE_LEVEL,,False,4,4,1.113022730050909,0.36768953892361866,0.3003574422997468,0.30044809928921523,0.2701273642725988,0.22931659209286112,0.2266466296356802,0.33035222821262666,0.26985741997021806,0.2699388711275222,0.24269707794758455,1.113022730050909,0.23585772477812864,0.21190737476434163,0.0036541151464533376,0.23981388927427022,0.22816947494267895,0.26155594126530607,0.41904761904761906,1.0,1.0,1,1,2.0,metal_series,0.9777236049999998,1.0,1.0,metal_series,-0.017566153013474244,0.06377140266710168,0.9777236049999998,0.9777236049999998,0.23771249816084977,0.24312852522451867,0.31722026574866735,0.09051590150032834,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,0.0,0.4666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,4.0,0.2571428571428571,32.0,7.098720000000007,46.09,0.0,3.0
CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,tan050,2c57793c900b6e56,0.6923076923076923,26,13.0,13.0,RESIDUAL_SHAPE,RESIDUAL_SHAPE,IRREDUCIBLE_AT_K2,True,4,4,1.0750719546025864,1.305816215697262,1.1708428000356481,1.04785256895692,1.0063214014667712,0.9504024119044897,0.9484840668436366,1.2146314580217776,1.0890831958019633,0.9746813359523192,0.9360502775265589,0.23962578281906385,1.0181922819240905,0.9470922179348245,-0.2714285714285714,0.9915398629565626,0.90775349076655,0.7992384208654956,0.508974358974359,0.5166666666666667,0.5038461538461539,3,3,4.0,"acid_sweep,metal_series",2.4375624375624345,3.0,2.0,"acid,metal_series",-1.032423789597139,0.94758061229326,2.430851667515245,2.4985490736121787,1.5162219346443908,0.6068409664863508,0.9196073167983586,0.46675791531354205,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,0.75,0.25,0.0,0.27499999999999997,0.0,0.0,1.0,4.0,3.0,3.0,4.5,0.0,0.8,61.0,14.937199999999972,64.17,0.0,4.0
CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,tan055,8b1c9eb4b09e62f3,0.6521739130434783,61,31.0,30.0,RESIDUAL_SHAPE,RESIDUAL_SHAPE,IRREDUCIBLE_AT_K2,False,2,3,1.0533261411244106,0.9570067784164238,0.8639390153776288,0.9467059432407414,0.8555420300163853,0.7588096497782387,0.7585514050633921,0.9085569426719371,0.820200868133194,0.8987776019971805,0.8122289921553703,0.7057955259130853,0.7882750638108875,0.7483675122402403,0.7842486732058439,0.7592674562443925,0.7226776881608017,1.2876042247255381,0.47944444444444445,0.5805555555555556,0.6794444444444444,5,6,3.0,metal_series,2.0574401483548987,9.0,1.0,metal_series,0.0856338783168053,0.9285236302802035,1.5028142589118187,5.763602251407131,2.6885031845623226,0.4664623038319393,1.5635057229778784,0.9453118347800038,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,0.6,21.0,2.3002000000000002,49.85,0.0,3.0
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,tan095,aba308d7308edde9,0.28,7,4.0,3.0,RESIDUAL_SHAPE,RESIDUAL_SHAPE,IRREDUCIBLE_AT_K2,True,5,5,1.053044782866501,1.2885465456409009,1.3257620161577433,1.4389183569832664,1.4207240365101101,1.064062549264263,0.9947578024023176,1.2236388865944892,1.2589797107667886,1.366436053238283,1.3491582310894192,0.7384908782035247,0.8403659366968872,0.7980343764766783,-0.9666666666666667,1.019449206829428,0.9714651503010927,0.8955050373508013,0.6666666666666666,0.47777777777777775,0.3555555555555555,1,1,2.0,acid_sweep,2.854369913333206,1.0,1.0,acid,-3.6458656595587198,0.999054993643355,2.854369913333206,2.854369913333206,0.3723895980020351,0.13046297757783437,1.0923953978158119,0.1486576468422298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.6,0.0,0.0,1.0,3.0,2.0,3.0,4.0,3.0,0.14285714285714285,26.0,5.039000000000003,70.25,2.0,3.0
CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCCC1,tan054,a896e83733c18f7a,0.5555555555555556,8,4.0,4.0,RESIDUAL_SHAPE,RESIDUAL_SHAPE,IRREDUCIBLE_AT_K2,True,2,3,1.036412259926466,1.218614672385798,0.8816887217961629,0.9951367859590676,0.9718854192094408,0.6415580334398376,0.5940713471396977,1.1758010972122805,0.8507123621431486,0.9601746567815331,0.9377401800306729,1.029558382824482,0.5870217994133033,0.5663979693321582,0.8844614485917888,0.7194551536513126,0.7194551536513126,1.0479592464499783,0.675,0.43333333333333335,0.5833333333333334,1,1,2.0,grid,3.5510706101310867,2.0,2.0,"acid,extractant",2.079802445382405,0.9378218953192343,2.765432098765432,3.5510706101310867,1.0121253128071137,0.2850197655657856,1.2493923834071567,0.411148832340175,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,1.0,0.5384615384615384,26.0,4.004700000000003,49.85,0.0,3.0
CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,tan055,c79e97649edc8fe4,0.6571428571428571,13,7.0,6.0,RESIDUAL_SHAPE,PARTIAL_LEVEL,IRREDUCIBLE_AT_K2,True,3,3,1.0350164109262152,1.0527647480661442,0.8639169837818437,0.6908600602837175,0.7522460854323682,0.6483523694905782,0.6200683803758563,1.017147879929794,0.8346891649850671,0.6674870591331792,0.7267962879537324,0.9307802778871127,0.6178996686689291,0.5969950448572918,0.9447619047619048,0.7058630294390957,0.7028844028664261,1.1761734524604335,0.5138888888888888,0.5472222222222223,0.65,1,1,2.0,metal_series,4.615047401138958,1.0,1.0,metal_series,0.3082310705479953,0.9410190729340998,4.615047401138958,4.615047401138958,1.5786822207916615,0.34207280739999657,1.4377466303749478,0.589883934074581,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,0.8333333333333334,49.0,13.22299999999998,49.85,0.0,3.0
CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,tan055,7f0ccf2c5e30118a,0.6216216216216216,14,7.0,7.0,PARTIAL_LEVEL,PURE_LEVEL,,False,1,2,1.0218865388018892,0.5229756452782177,0.4609492498499879,0.42538176802982763,0.3844180619043609,0.3349090520718615,0.3347313009991453,0.5117746691245982,0.4510767412499903,0.4162710358515599,0.37618468128083166,0.9939549628801516,0.3409163502209647,0.3336146795912118,0.9273809523809524,0.36685240088897175,0.3394161079992977,0.8414553126785742,0.3952380952380952,0.8238095238095239,0.8785714285714286,1,1,2.0,metal_series,3.1420764610732848,1.0,1.0,metal_series,0.20788228819862017,0.8473229125055088,3.1420764610732848,3.1420764610732848,1.5786822207916615,0.5024327830177653,1.0298886246413006,0.5843495407604113,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,0.7333333333333333,31.0,6.201200000000008,49.85,0.0,3.0
CCCCN(CCCC)C(=O)COCC(=O)N(CC)CCN(CC)C(=O)COCC(=O)N(CCCC)CCCC,tan055,9a79125ee79cc456,0.6296296296296297,6,3.0,3.0,PARTIAL_LEVEL,PARTIAL_LEVEL,,False,1,2,1.0133134522824667,0.6521564220517424,0.5816805618632251,0.6021025895381951,0.5692119746791552,0.3668360609952772,0.4696348868518054,0.643588043347075,0.574038132576847,0.5941918447662685,0.5617333643375774,1.0133134522824667,0.2943584723204743,0.29049103380344765,0.8083333333333333,0.39301164312068176,0.34649481570929963,0.48313756801659136,0.6555555555555556,0.8055555555555556,0.888888888888889,1,1,2.0,acid_sweep,1.508529718971353,1.0,1.0,acid,2.0309455458318793,0.9700295846687064,1.508529718971353,1.508529718971353,0.3143048263426386,0.20835176290524726,0.5936091780205364,0.12268618526853617,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,6.0,4.0,3.0,7.8,0.0,0.6410256410256411,40.0,3.574200000000004,99.7,0.0,6.0
CCCCN(C)C(=O)CC(=O)N(C)CCCC,tan053,30e04c3968106549,0.625,9,5.0,4.0,ALREADY_GOOD,ALREADY_GOOD,,False,2,3,0.996117462242511,0.23453690856462334,0.18679707552354596,0.18090974995281486,0.1673367079567856,0.14610725425604104,0.14737888066097085,0.23545105618028397,0.1875251489949978,0.18161487656841344,0.16798893132549708,0.996117462242511,0.15132486946735205,0.15191468396375835,0.7066666666666667,0.13755390118076655,0.12873265285536273,0.16569982148148163,0.5291666666666667,1.0,1.0,1,2,3.0,grid,0.8239087410000006,6.0,2.0,"acid,metal_series",0.3648997622083312,0.6384410120282422,0.6368220970000006,0.8239087410000006,0.31743690366088706,0.3852816311617294,0.2455138946069023,0.10208644208274986,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.2,0.0,0.0,1.0,2.0,1.0,4.0,4.0,0.0,0.5,17.0,1.8935,40.620000000000005,0.0,2.0
CCCCCCCCCCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCCCCCCCCCC,tan055,556b2b279c5c95c8,0.6388888888888888,16,8.0,8.0,ALREADY_GOOD,ALREADY_GOOD,,True,2,3,0.9942554294724,1.1868099318457104,1.126378316511498,1.3015633026099918,1.2370824027923353,0.7980789775098793,0.8083247693079545,1.1936670363223354,1.1328862615406674,1.309083424669518,1.2442299696052865,0.366326027333553,0.8416673259770395,0.8465302788677442,0.3209727597263562,0.9124882947747455,0.8314507848684134,0.9556682365708052,0.46458333333333335,0.42916666666666664,0.4375,3,3,2.0,"acid_sweep,grid,single_point",2.5744857600077724,3.0,2.0,"acid,extractant",1.1154188093510353,0.9057553841583005,2.0297106913285923,2.5744857600077724,0.5237546832521403,0.2034405050469415,1.0509074726322123,0.1436724732916192,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,0.8,41.0,10.102199999999998,49.85,0.0,3.0
