context,candidate_index,inner_fold_count,inner_split_seed,max_features,min_samples_leaf,inner_macro_group_mae,inner_r2,inner_mae,selected,2d_ensemble_weight,delta3d_weight,simplicial_weight,inner_group_balanced_r2,raw_selected,selected_after_gate
outer_0:delta3d_weight,,,,,,0.1390427926739268,-0.02334365702808494,0.13091169212678888,False,,0.0,,,,
outer_0:delta3d_weight,,,,,,0.13641195629345967,0.02166752344152867,0.12827010434672673,False,,0.25,,,,
outer_0:delta3d_weight,,,,,,0.13493982063443083,0.05588365869416978,0.12677979639448644,False,,0.5,,,,
outer_0:delta3d_weight,,,,,,0.13482188018636834,0.07930474872983773,0.1261381588974022,True,,0.75,,,,
outer_0:delta3d_weight,,,,,,0.13527760789101242,0.09193079354853273,0.1262160041887509,False,,1.0,,,,
outer_0:simplicial_weight,,,,,,0.13482188018636834,0.07930474872983773,,,,,0.0,0.09654525891083088,True,True
outer_0:simplicial_weight,,,,,,0.13934460779600344,0.0869887747444551,,,,,0.25,0.06430233869050028,False,False
outer_0:simplicial_weight,,,,,,0.1483243603987877,0.030967906329641526,,,,,0.5,-0.025244399472137413,False,False
outer_0:simplicial_weight,,,,,,0.16099533183491746,-0.08875785651460344,,,,,0.75,-0.17209495557708165,False,False
outer_0:simplicial_weight,,,,,,0.17690243712164921,-0.27218851378827935,,,,,1.0,-0.3762493296243332,False,False
outer_1:baseline,0.0,3.0,285022.0,0.35,2.0,0.1327269575989098,0.034949025027974145,0.12164078476650589,True,,,,,,
outer_1:baseline,1.0,3.0,285022.0,0.7,2.0,0.14379268489129418,-0.11538820925567927,0.1347996744373269,False,,,,,,
outer_1:baseline,2.0,3.0,285022.0,1.0,4.0,0.14331285062857188,-0.17338363344941077,0.1388044551685706,False,,,,,,
outer_1:2d_second_unshrunk,0.0,3.0,285022.0,0.35,2.0,0.13112797601800877,0.04084352173226813,0.12051431179170267,True,,,,,,
outer_1:2d_second_unshrunk,1.0,3.0,285022.0,0.7,2.0,0.1433143174664093,-0.10243466146259483,0.1332433601896192,False,,,,,,
outer_1:2d_second_unshrunk,2.0,3.0,285022.0,1.0,4.0,0.1437989551339666,-0.16702635565009394,0.13809997401592627,False,,,,,,
outer_1:delta3d_unshrunk,0.0,3.0,285022.0,0.35,2.0,0.13694863852822625,0.07020627735890039,0.11902677670831319,True,,,,,,
outer_1:delta3d_unshrunk,1.0,3.0,285022.0,0.7,2.0,0.1462523040861124,0.012160656759777622,0.12321416360040421,False,,,,,,
outer_1:delta3d_unshrunk,2.0,3.0,285022.0,1.0,4.0,0.1502910824901801,-0.037684081783874834,0.12628713619958265,False,,,,,,
outer_1:2d_ensemble_weight,,,,,,0.1327269575989098,0.034949025027974145,0.12164078476650589,False,0.0,,,,,
outer_1:2d_ensemble_weight,,,,,,0.13226120189775054,0.03735100353554832,0.12124512676349428,False,0.25,,,,,
outer_1:2d_ensemble_weight,,,,,,0.13184509106531633,0.039134079155455304,0.12093408850051794,False,0.5,,,,,
outer_1:2d_ensemble_weight,,,,,,0.13146446073036208,0.0402982518876952,0.12068812190885479,False,0.75,,,,,
outer_1:2d_ensemble_weight,,,,,,0.13112797601800877,0.04084352173226813,0.12051431179170267,True,1.0,,,,,
outer_1:delta3d_weight,,,,,,0.1327269575989098,0.034949025027974145,0.12164078476650589,False,,0.0,,,,
outer_1:delta3d_weight,,,,,,0.13215583671059564,0.05806022182015236,0.11963887148844979,True,,0.25,,,,
outer_1:delta3d_weight,,,,,,0.13269881686745424,0.07164016280603303,0.1184352485878503,False,,0.5,,,,
outer_1:delta3d_weight,,,,,,0.13448497731819056,0.07568884798561559,0.11833582886826619,False,,0.75,,,,
outer_1:delta3d_weight,,,,,,0.13694863852822625,0.07020627735890039,0.11902677670831319,False,,1.0,,,,
outer_1:simplicial_weight,,,,,,0.13215583671059564,0.05806022182015236,,,,,0.0,0.07458896877495946,False,False
outer_1:simplicial_weight,,,,,,0.13059325785988862,0.12572372919299735,,,,,0.25,0.10447218783052548,True,True
outer_1:simplicial_weight,,,,,,0.1330619893125792,0.13263139215963293,,,,,0.5,0.10008895595354517,False,False
outer_1:simplicial_weight,,,,,,0.13891691702770745,0.07878321072005934,,,,,0.75,0.061439273144018314,False,False
outer_1:simplicial_weight,,,,,,0.14728033175025493,-0.035820815125723326,,,,,1.0,-0.011476860598054417,False,False
outer_2:baseline,0.0,3.0,295029.0,0.35,2.0,0.13847838654346176,0.0017032656872216778,0.1310609610458242,True,,,,,,
outer_2:baseline,1.0,3.0,295029.0,0.7,2.0,0.1436327930349948,-0.08562503474360073,0.13832821088025887,False,,,,,,
outer_2:baseline,2.0,3.0,295029.0,1.0,4.0,0.1388665596168561,0.006219710485853014,0.13213640400653323,False,,,,,,
outer_2:2d_second_unshrunk,0.0,3.0,295029.0,0.35,2.0,0.13899398372349397,-0.010783176635057234,0.13266856919827483,True,,,,,,
outer_2:2d_second_unshrunk,1.0,3.0,295029.0,0.7,2.0,0.14344111166811938,-0.10692645738110018,0.13934979110838736,False,,,,,,
outer_2:2d_second_unshrunk,2.0,3.0,295029.0,1.0,4.0,0.13900572429463265,-0.02385079086809916,0.13505463831193304,False,,,,,,
outer_2:delta3d_unshrunk,0.0,3.0,295029.0,0.35,2.0,0.14622271204655551,0.05037808972259583,0.12880694928665776,True,,,,,,
outer_2:delta3d_unshrunk,1.0,3.0,295029.0,0.7,2.0,0.14955219503528505,0.01690406229974828,0.13028952080932676,False,,,,,,
outer_2:delta3d_unshrunk,2.0,3.0,295029.0,1.0,4.0,0.14704664865228115,0.03627113442536534,0.12844269249367865,False,,,,,,
outer_2:2d_ensemble_weight,,,,,,0.13847838654346176,0.0017032656872216778,0.1310609610458242,True,0.0,,,,,
outer_2:2d_ensemble_weight,,,,,,0.13857235726503017,-0.0005796666247446236,0.1313765485058505,False,0.25,,,,,
outer_2:2d_ensemble_weight,,,,,,0.13868294527504169,-0.0034217177824462652,0.1317500170971088,False,0.5,,,,,
outer_2:2d_ensemble_weight,,,,,,0.1388203872634758,-0.006822887785884024,0.13217773323977822,False,0.75,,,,,
outer_2:2d_ensemble_weight,,,,,,0.13899398372349397,-0.010783176635057234,0.13266856919827483,False,1.0,,,,,
outer_2:delta3d_weight,,,,,,0.13847838654346176,0.0017032656872216778,0.1310609610458242,True,,0.0,,,,
outer_2:delta3d_weight,,,,,,0.13921478371780424,0.02868245302919703,0.129509737281786,False,,0.25,,,,
outer_2:delta3d_weight,,,,,,0.14104209709069576,0.04578798614908486,0.12864632740868567,False,,0.5,,,,
outer_2:delta3d_weight,,,,,,0.14332942455800776,0.05301986504688416,0.12837967621975727,False,,0.75,,,,
outer_2:delta3d_weight,,,,,,0.14622271204655551,0.05037808972259583,0.12880694928665776,False,,1.0,,,,
outer_2:simplicial_weight,,,,,,0.13847838654346176,0.0017032656872216778,,,,,0.0,0.04137941129778222,True,True
outer_2:simplicial_weight,,,,,,0.1392450393634501,0.06677685509222764,,,,,0.25,0.07200396439774315,False,False
outer_2:simplicial_weight,,,,,,0.14464338958844034,0.06220068038308668,,,,,0.5,0.05705067442611833,False,False
outer_2:simplicial_weight,,,,,,0.1536661765511325,-0.012025258440201192,,,,,0.75,-0.0034804586170922303,False,False
outer_2:simplicial_weight,,,,,,0.1646695415226476,-0.15590096137763587,,,,,1.0,-0.10958943473188865,False,False
outer_3:baseline,0.0,3.0,305036.0,0.35,2.0,0.1431887643447985,-0.012385493976140305,0.12970541957976134,True,,,,,,
outer_3:baseline,1.0,3.0,305036.0,0.7,2.0,0.14601957658347958,-0.1533382020538272,0.13809859428145663,False,,,,,,
outer_3:baseline,2.0,3.0,305036.0,1.0,4.0,0.14845430728180725,-0.0828454927458071,0.13448584681274947,False,,,,,,
outer_3:2d_second_unshrunk,0.0,3.0,305036.0,0.35,2.0,0.14520971901009663,-0.036189581133748705,0.13191698830280732,True,,,,,,
outer_3:2d_second_unshrunk,1.0,3.0,305036.0,0.7,2.0,0.14667451679715499,-0.14478092589577973,0.13724859916509344,False,,,,,,
outer_3:2d_second_unshrunk,2.0,3.0,305036.0,1.0,4.0,0.14927739020213981,-0.11211943385257617,0.136492990159865,False,,,,,,
outer_3:delta3d_unshrunk,0.0,3.0,305036.0,0.35,2.0,0.14002625971377766,0.05361353036287786,0.12745630416527212,True,,,,,,
outer_3:delta3d_unshrunk,1.0,3.0,305036.0,0.7,2.0,0.14309142187104723,-0.008074013830507099,0.1328702569767128,False,,,,,,
outer_3:delta3d_unshrunk,2.0,3.0,305036.0,1.0,4.0,0.1412563027149739,-0.006632139614809018,0.13323674800457633,False,,,,,,
outer_3:2d_ensemble_weight,,,,,,0.1431887643447985,-0.012385493976140305,0.12970541957976134,True,0.0,,,,,
outer_3:2d_ensemble_weight,,,,,,0.1436224329368924,-0.01760031200054879,0.13017212980334025,False,0.25,,,,,
outer_3:2d_ensemble_weight,,,,,,0.14407048206445722,-0.023305932534952944,0.13069771308546663,False,0.5,,,,,
outer_3:2d_ensemble_weight,,,,,,0.14457019392465778,-0.02950235557935299,0.13127804323619194,False,0.75,,,,,
outer_3:2d_ensemble_weight,,,,,,0.14520971901009663,-0.036189581133748705,0.13191698830280732,False,1.0,,,,,
outer_3:delta3d_weight,,,,,,0.1431887643447985,-0.012385493976140305,0.12970541957976134,False,,0.0,,,,
outer_3:delta3d_weight,,,,,,0.14097000381547176,0.01562021426544058,0.12781042436280102,False,,0.25,,,,
outer_3:delta3d_weight,,,,,,0.13948343792813128,0.03595528773580392,0.1266296143509193,False,,0.5,,,,
outer_3:delta3d_weight,,,,,,0.1391877016971918,0.04861972643494972,0.12660683943666715,True,,0.75,,,,
outer_3:delta3d_weight,,,,,,0.14002625971377766,0.05361353036287786,0.12745630416527212,False,,1.0,,,,
outer_3:simplicial_weight,,,,,,0.1391877016971918,0.04861972643494972,,,,,0.0,0.09776623758641045,True,True
outer_3:simplicial_weight,,,,,,0.14293136726469016,0.09276458341102178,,,,,0.25,0.08337301823462928,False,False
outer_3:simplicial_weight,,,,,,0.14873729256834264,0.08262335022399347,,,,,0.5,0.028325973275797556,False,False
outer_3:simplicial_weight,,,,,,0.15710715555479374,0.018196026873865012,,,,,0.75,-0.06737489729008472,False,False
outer_3:simplicial_weight,,,,,,0.16859680637477736,-0.10051738663936383,,,,,1.0,-0.2037295934630179,False,False
outer_4:baseline,0.0,3.0,315043.0,0.35,2.0,0.12387118143974316,-0.10523873564724262,0.13630946028380597,True,,,,,,
outer_4:baseline,1.0,3.0,315043.0,0.7,2.0,0.1271622255896918,-0.2634152892345214,0.14753873689227912,False,,,,,,
outer_4:baseline,2.0,3.0,315043.0,1.0,4.0,0.12575106460660043,-0.04627036157859332,0.13564109991827566,False,,,,,,
outer_4:2d_second_unshrunk,0.0,3.0,315043.0,0.35,2.0,0.12457583538590364,-0.10335737079204366,0.13609235243796508,True,,,,,,
outer_4:2d_second_unshrunk,1.0,3.0,315043.0,0.7,2.0,0.12640705027137275,-0.2502167233761976,0.14649039620436136,False,,,,,,
outer_4:2d_second_unshrunk,2.0,3.0,315043.0,1.0,4.0,0.1258118359108027,-0.04170749253264572,0.13532910706860535,False,,,,,,
outer_4:delta3d_unshrunk,0.0,3.0,315043.0,0.35,2.0,0.11946927360244665,0.07438394790698111,0.120654590001388,True,,,,,,
outer_4:delta3d_unshrunk,1.0,3.0,315043.0,0.7,2.0,0.12052440403188865,0.042719416362798635,0.12269007690346932,False,,,,,,
outer_4:delta3d_unshrunk,2.0,3.0,315043.0,1.0,4.0,0.12188844298371364,0.09721595301303765,0.11891791956040448,False,,,,,,
outer_4:2d_ensemble_weight,,,,,,0.12387118143974316,-0.10523873564724262,0.13630946028380597,True,0.0,,,,,
outer_4:2d_ensemble_weight,,,,,,0.1240117004286879,-0.10440079692330828,0.13623083425167595,False,0.25,,,,,
outer_4:2d_ensemble_weight,,,,,,0.12417999934730023,-0.10380792320612997,0.13616792648120965,False,0.5,,,,,
outer_4:2d_ensemble_weight,,,,,,0.12435993944550665,-0.10346011449570858,0.13612185410684013,False,0.75,,,,,
outer_4:2d_ensemble_weight,,,,,,0.12457583538590364,-0.10335737079204366,0.13609235243796508,False,1.0,,,,,
outer_4:delta3d_weight,,,,,,0.12387118143974316,-0.10523873564724262,0.13630946028380597,False,,0.0,,,,
outer_4:delta3d_weight,,,,,,0.11993028145152118,-0.037210531362521726,0.1306962512459206,False,,0.25,,,,
outer_4:delta3d_weight,,,,,,0.11810188233828413,0.015402650658089545,0.12620835807082273,False,,0.5,,,,
outer_4:delta3d_weight,,,,,,0.11802783773550256,0.052600810414590304,0.12270342315438036,True,,0.75,,,,
outer_4:delta3d_weight,,,,,,0.11946927360244665,0.07438394790698111,0.120654590001388,False,,1.0,,,,
outer_4:simplicial_weight,,,,,,0.11802783773550256,0.052600810414590304,,,,,0.0,0.215898880809114,True,True
outer_4:simplicial_weight,,,,,,0.11816534287482924,0.10260508101674659,,,,,0.25,0.2406898739766088,False,False
outer_4:simplicial_weight,,,,,,0.12260107820198671,0.11008493212062886,,,,,0.5,0.2285149860045409,False,False
outer_4:simplicial_weight,,,,,,0.12840485838493226,0.07504036372623768,,,,,0.75,0.17937421689291,False,False
outer_4:simplicial_weight,,,,,,0.13572497191730493,-0.0025286241664270737,,,,,1.0,0.09326756664171665,False,False
