feature_set,split_seed,endpoint,threshold,n_rows,n_ligands,n_ecfp_clusters,n_superclusters,n_rows_unknown_similarity,macro_mae_ligand,pooled_mae,offset_mae,shape_mae,shape_r2,median_ligand_mae,worst_quartile_ligand_mae,frac_within_1_log,frac_within_0_5_log,rank_spearman,sign_accuracy,macro_mae,n_eff_pooled_rows,n_macro_units,arm
MC_donors,155921,nn<0.4,0.4,539,38,38,34,0,1.553754315808757,1.4728488398484105,1.4667838839960647,0.45917459603780797,0.023392812005672226,1.3031613551210066,3.0703810114462935,0.38589981447124305,0.19294990723562153,-0.07350333475762774,0.6803991446899501,1.553754315808757,5.088022557312738,38,BASE
MC_donors,155921,nn<0.6,0.6,2195,88,86,58,0,1.3027346843310135,1.206973971056456,1.1735363100408958,0.5130407505271822,0.1654919308622731,1.113113559243144,2.4979297773858558,0.4970387243735763,0.26788154897494304,0.19755986386818347,0.6879458327580653,1.311304502813967,13.16914805511443,86,BASE
MC_donors,155921,all,,5248,152,131,79,0,1.1436035497894421,1.1490274478948006,1.002039831093956,0.49391808437795537,0.09223685718536068,0.9680074705401618,2.2435559163755094,0.5091463414634146,0.2844893292682927,0.3627740079519872,0.595956471540171,1.1593221885434468,6.256051615740402,131,BASE
MC_donors,155921,nn<0.4,0.4,539,38,38,34,0,0.9015036326242306,1.2654106066759905,0.7974256385844477,0.39618151449124456,0.042418383102641566,0.8343746530971172,1.814255687065271,0.4935064935064935,0.274582560296846,0.2910414827814867,0.6702066999287242,0.9015036326242308,5.088022557312738,38,EXPANDED
MC_donors,155921,nn<0.6,0.6,2195,88,86,58,0,0.9841074260387078,1.1522092842164078,0.8372474754202838,0.48576265404923596,0.14670414511187901,0.9254185757022897,1.9209957171807532,0.5248291571753987,0.303872437357631,0.379699125884802,0.6664825808826913,0.9945207002522354,13.16914805511443,86,EXPANDED
MC_donors,155921,all,,5248,152,131,79,0,0.965504361495171,1.1239878652977506,0.8180901719414424,0.48566664129400866,0.06280450023504336,0.9145481711051615,1.8523571939912962,0.5152439024390244,0.3020198170731707,0.46818926570453195,0.5713476718491745,0.9628479553725371,6.256051615740402,131,EXPANDED
MC_donors,155921,nn<0.4,0.4,539,38,38,34,0,0.8925123219037071,1.2798232484360317,0.7845336765182209,0.39338171930660154,0.05360313002383876,0.7982189947561762,1.7931437522702889,0.4935064935064935,0.26716141001855287,0.25513033945530966,0.6586421952957947,0.8925123219037071,5.088022557312738,38,EXPANDED_ROWMATCHED
MC_donors,155921,nn<0.6,0.6,2195,88,86,58,0,0.9791058929810997,1.162893203261594,0.833679511191978,0.48843957906431706,0.1448846222957415,0.9080050577087604,1.9070301607320033,0.5211845102505694,0.2933940774487471,0.36207206806263653,0.6648430668691611,0.9891977550154522,13.16914805511443,86,EXPANDED_ROWMATCHED
MC_donors,155921,all,,5248,152,131,79,0,0.9592698388535775,1.132434965456482,0.8097344397856634,0.4899586093734987,0.05934892401116365,0.8827560035219111,1.833955162145456,0.5144817073170732,0.2928734756097561,0.45799421320880945,0.5674186589122701,0.956780725503551,6.256051615740402,131,EXPANDED_ROWMATCHED
MC_donors,155921,nn<0.4,0.4,539,38,38,34,0,1.6304590156836074,1.5716450696106694,1.5236016892265543,0.5146505399726095,-0.06424753082556234,1.6212061264841617,2.839798737298412,0.36178107606679033,0.18552875695732837,-0.03225002820757529,0.6718104062722737,1.630459015683607,5.088022557312738,38,EXPANDED_SHUFFLED
MC_donors,155921,nn<0.6,0.6,2195,88,86,58,0,1.403302822930633,1.3049932822984112,1.2422433797600851,0.6017876953643649,0.03330062354588326,1.2672772802764283,2.44486672187908,0.4560364464692483,0.24464692482915718,0.17448649616659695,0.648462308435731,1.416068715484711,13.16914805511443,86,EXPANDED_SHUFFLED
MC_donors,155921,all,,5248,152,131,79,0,1.2437765523620279,1.2297166245498512,1.0759354691294185,0.5789785457838164,-0.023441928494860376,1.0860646580518907,2.2330218406378313,0.4729420731707317,0.2507621951219512,0.325173927270328,0.5810935290355469,1.261196108171369,6.256051615740402,131,EXPANDED_SHUFFLED
MC_donors,196613,nn<0.4,0.4,524,35,35,33,0,1.538422575938984,1.4493287779955075,1.4322398900016085,0.46032116841585785,-0.12857259539051658,0.9440966116612813,3.2811976868066526,0.41603053435114506,0.2099236641221374,0.012091261155677694,0.5814209983278187,1.538422575938984,4.809528814153092,35,BASE
MC_donors,196613,nn<0.6,0.6,1695,76,75,52,0,1.3683281793859792,1.2844793256584826,1.222055910262316,0.5316642753230103,0.1153996308732661,1.073230169554904,2.7538043097379337,0.4743362831858407,0.25899705014749264,0.17662690110990859,0.6625994771790843,1.377247459152092,9.799826722288357,75,BASE
MC_donors,196613,all,,5248,152,131,79,0,1.1974222318654097,1.2371293103695624,1.0291137798057095,0.5209646456773993,0.07828350690438701,0.9572302847146512,2.381437406422936,0.4876143292682927,0.25685975609756095,0.31883604271823435,0.6054877429660358,1.214472632275374,6.256051615740402,131,BASE
MC_donors,196613,nn<0.4,0.4,524,35,35,33,0,1.1498278474386845,1.4185661053837648,1.0406388944056615,0.408759330695569,-0.03273273489969131,1.080130979437793,2.1648964104415023,0.4122137404580153,0.22137404580152673,0.14963878708889677,0.5723663144412423,1.1498278474386847,4.809528814153092,35,EXPANDED
MC_donors,196613,nn<0.6,0.6,1695,76,75,52,0,1.1404706037406125,1.3081202188026004,1.0026491524995274,0.502656433628776,0.0907980736535855,1.0769527993289674,2.181876594150412,0.4690265486725664,0.26253687315634217,0.23448096392078863,0.6146983641932844,1.1454638985088668,9.799826722288357,75,EXPANDED
MC_donors,196613,all,,5248,152,131,79,0,1.0598955387324793,1.2120311546516602,0.8962952451692928,0.5064343489096,0.06120102166451402,0.952523082227813,2.0348072234312924,0.4961890243902439,0.2728658536585366,0.3671202996312662,0.5826233684939952,1.0626387066652443,6.256051615740402,131,EXPANDED
MC_donors,196613,nn<0.4,0.4,524,35,35,33,0,1.113470231357277,1.401088531643091,1.0119378173681322,0.410658355366255,-0.027027939293561953,1.0197825386783153,2.1231803256827027,0.42748091603053434,0.22519083969465647,0.07184557240989863,0.5751592130074359,1.113470231357277,4.809528814153092,35,EXPANDED_ROWMATCHED
MC_donors,196613,nn<0.6,0.6,1695,76,75,52,0,1.1236333949181534,1.30279255406161,0.9886387004796683,0.5081125417025651,0.07906937722599339,1.0206135762939252,2.170614761757976,0.4755162241887906,0.26843657817109146,0.18915303977497508,0.6111211684540576,1.1281801972242327,9.799826722288357,75,EXPANDED_ROWMATCHED
MC_donors,196613,all,,5248,152,131,79,0,1.0549081676886838,1.2152163062989552,0.8929068581393362,0.5146311613228504,0.05523662003895369,0.9454366941094917,2.024091207255235,0.49428353658536583,0.27915396341463417,0.3377195020231771,0.5767636070924258,1.0534002389594865,6.256051615740402,131,EXPANDED_ROWMATCHED
MC_donors,196613,nn<0.4,0.4,524,35,35,33,0,1.5371000633469707,1.5480558977943983,1.4615777117816258,0.4356890331136174,-0.15379578434807062,1.3107241467078574,2.9868164433885394,0.37595419847328243,0.1946564885496183,0.002908862166152393,0.49710036645675454,1.5371000633469705,4.809528814153092,35,EXPANDED_SHUFFLED
MC_donors,196613,nn<0.6,0.6,1695,76,75,52,0,1.4329042188632826,1.3916621399793356,1.3018257392877932,0.5634974181688112,0.06848394223407006,1.2618825471874184,2.574716497146633,0.4306784660766962,0.2247787610619469,0.06679320886190215,0.619108307928485,1.4425762104036388,9.799826722288357,75,EXPANDED_SHUFFLED
MC_donors,196613,all,,5248,152,131,79,0,1.2592717298369571,1.3252629587396707,1.0884496290592458,0.568460029339289,0.07622735552552606,1.1244764649467072,2.31076685839149,0.43921493902439024,0.2458079268292683,0.21874561863546865,0.6054982105641094,1.2685681817729277,6.256051615740402,131,EXPANDED_SHUFFLED
MC_donors,262147,nn<0.4,0.4,542,37,37,35,0,1.4911285916384387,1.4057249780962262,1.4374122694394937,0.4658252510704914,0.08610064735710865,1.2876609124283658,2.843874163101299,0.4151291512915129,0.21033210332103322,-0.010056711186451168,0.7019114616641796,1.491128591638439,5.129456958267854,37,BASE
MC_donors,262147,nn<0.6,0.6,1935,90,85,55,0,1.3271541893063084,1.221449091985748,1.2093335866670443,0.5455326313003093,0.18965219938640154,1.1387909418925164,2.453075857173718,0.49870801033591733,0.2682170542635659,0.2147980091966432,0.6950455240013238,1.323890718355069,12.302972053822268,85,BASE
MC_donors,262147,all,,5248,152,131,79,0,1.1786429331504902,1.1525302367030774,1.0429931503773542,0.5046677441726419,0.18028493633941267,1.0054542885405169,2.258346069036051,0.5057164634146342,0.2761051829268293,0.3375397809020768,0.6311171334692027,1.1741166219233938,6.256051615740402,131,BASE
MC_donors,262147,nn<0.4,0.4,542,37,37,35,0,0.9315145672698101,1.2847916702165796,0.834359555418457,0.38381138767506123,0.0915078453546938,0.8244351647693424,1.842962830688537,0.45940959409594095,0.2730627306273063,0.31694859169842043,0.6223264407020536,0.9315145672698101,5.129456958267854,37,EXPANDED
MC_donors,262147,nn<0.6,0.6,1935,90,85,55,0,1.0772263920661262,1.2214534974510511,0.9374522024404688,0.513980560843408,0.13628261418211252,1.0861069255159288,1.9996335671606011,0.4790697674418605,0.2837209302325581,0.33895422059196095,0.6478491405716378,1.0624946632274967,12.302972053822268,85,EXPANDED
MC_donors,262147,all,,5248,152,131,79,0,1.0051617900665912,1.1375934295779777,0.8444387985588309,0.4895285401495245,0.1067132386444497,0.8961131489468606,1.9448159684596926,0.506859756097561,0.29858993902439024,0.4260809837276217,0.5942251308188069,0.9914370313031616,6.256051615740402,131,EXPANDED
MC_donors,262147,nn<0.4,0.4,542,37,37,35,0,0.9256141244445951,1.2937921387977707,0.8239824645954034,0.39194069289829747,0.03086149805846128,0.839190979441199,1.8439882070597389,0.45387453874538747,0.28413284132841327,0.2283803353741522,0.5746820152064237,0.9256141244445949,5.129456958267854,37,EXPANDED_ROWMATCHED
MC_donors,262147,nn<0.6,0.6,1935,90,85,55,0,1.0721300161491851,1.218283438370441,0.9264815769157974,0.5208289178143052,0.11546201810235879,1.07236979929892,2.008857602275262,0.48992248062015503,0.2909560723514212,0.29520120816369155,0.6366142536246682,1.0609834316994156,12.302972053822268,85,EXPANDED_ROWMATCHED
MC_donors,262147,all,,5248,152,131,79,0,0.9992471211743446,1.1308038046759015,0.8343419452477007,0.49506284846315896,0.09393203752424928,0.9078882391673553,1.9428028012491618,0.514672256097561,0.3006859756097561,0.38932824838145136,0.5939937969013817,0.9883709309294197,6.256051615740402,131,EXPANDED_ROWMATCHED
MC_donors,262147,nn<0.4,0.4,542,37,37,35,0,1.6028533783060197,1.4337896846125877,1.5003096988408702,0.47684349037031787,0.04280750117798793,1.4662570293477657,2.7075679375407686,0.3800738007380074,0.16974169741697417,0.21369253931923252,0.6934555531869537,1.6028533783060197,5.129456958267854,37,EXPANDED_SHUFFLED
MC_donors,262147,nn<0.6,0.6,1935,90,85,55,0,1.4501068394826238,1.2905116929837388,1.3126828630027827,0.6040175946576869,0.10127474914282275,1.337632795163755,2.4119722735460054,0.4625322997416021,0.2330749354005168,0.274276542189118,0.6767338201432264,1.4511754151761558,12.302972053822268,85,EXPANDED_SHUFFLED
MC_donors,262147,all,,5248,152,131,79,0,1.2542890332991314,1.2188312178579346,1.0923215953545593,0.5675964994165659,0.05481118603619051,1.1887390723812528,2.235762409383392,0.47770579268292684,0.24866615853658536,0.3510663970186667,0.6061168456102557,1.2589897921403703,6.256051615740402,131,EXPANDED_SHUFFLED
