feature,importance
base__ecfp_319,0.0
base__ecfp_317,0.0
base__ecfp_332,0.0
base__ecfp_316,0.0
base__ecfp_315,0.0
base__ecfp_313,0.0
base__ecfp_312,0.0
base__ecfp_311,0.0
base__ecfp_309,0.0
base__ecfp_308,0.0
base__ecfp_307,0.0
base__ecfp_306,0.0
base__ecfp_305,0.0
base__ecfp_304,0.0
base__ecfp_303,0.0
base__ecfp_331,0.0
base__ecfp_333,0.0
base__ecfp_301,0.0
base__ecfp_349,0.0
base__ecfp_363,0.0
base__ecfp_362,0.0
base__ecfp_361,0.0
base__ecfp_360,0.0
base__ecfp_359,0.0
base__ecfp_91,0.0
base__ecfp_357,0.0
base__ecfp_356,0.0
base__ecfp_355,0.0
base__ecfp_354,0.0
base__ecfp_353,0.0
base__ecfp_350,0.0
base__ecfp_92,0.0
base__ecfp_335,0.0
base__ecfp_347,0.0
base__ecfp_346,0.0
base__ecfp_345,0.0
base__ecfp_344,0.0
base__ecfp_343,0.0
base__ecfp_342,0.0
base__ecfp_341,0.0
base__ecfp_340,0.0
base__ecfp_339,0.0
base__ecfp_338,0.0
base__ecfp_337,0.0
base__ecfp_336,0.0
base__ecfp_302,0.0
base__ecfp_300,0.0
base__ecfp_231,0.0
base__ecfp_249,0.0
base__ecfp_263,0.0
base__ecfp_262,0.0
base__ecfp_261,0.0
base__ecfp_260,0.0
base__ecfp_259,0.0
base__ecfp_258,0.0
base__ecfp_257,0.0
base__ecfp_256,0.0
base__ecfp_253,0.0
base__ecfp_252,0.0
base__ecfp_95,0.0
base__ecfp_250,0.0
base__ecfp_248,0.0
base__ecfp_265,0.0
base__ecfp_247,0.0
base__ecfp_246,0.0
base__ecfp_245,0.0
base__ecfp_242,0.0
base__ecfp_240,0.0
base__ecfp_239,0.0
base__ecfp_238,0.0
base__ecfp_237,0.0
base__ecfp_236,0.0
base__ecfp_234,0.0
base__ecfp_233,0.0
base__ecfp_232,0.0
base__ecfp_264,0.0
base__ecfp_266,0.0
base__ecfp_299,0.0
base__ecfp_94,0.0
base__ecfp_297,0.0
base__ecfp_296,0.0
base__ecfp_295,0.0
base__ecfp_93,0.0
base__ecfp_293,0.0
base__ecfp_292,0.0
base__ecfp_291,0.0
base__ecfp_290,0.0
base__ecfp_287,0.0
base__ecfp_286,0.0
base__ecfp_285,0.0
base__ecfp_284,0.0
base__ecfp_281,0.0
base__ecfp_267,0.0
base__ecfp_280,0.0
base__ecfp_279,0.0
base__ecfp_278,0.0
base__ecfp_277,0.0
base__ecfp_276,0.0
base__ecfp_275,0.0
base__ecfp_274,0.0
base__ecfp_272,0.0
base__ecfp_271,0.0
base__ecfp_270,0.0
base__ecfp_269,0.0
base__ecfp_268,0.0
base__ecfp_635,0.0
base__ecfp_637,0.0
base__ecfp_1195,0.0
base__ecfp_1000,0.0
base__ecfp_69,0.0
base__ecfp_1016,0.0
base__ecfp_1015,0.0
base__ecfp_1014,0.0
base__ecfp_1012,0.0
base__ecfp_1011,0.0
base__ecfp_1010,0.0
base__ecfp_1007,0.0
base__ecfp_1006,0.0
base__ecfp_1003,0.0
base__ecfp_1002,0.0
base__ecfp_1001,0.0
base__ecfp_999,0.0
base__ecfp_1022,0.0
base__ecfp_998,0.0
base__ecfp_997,0.0
base__ecfp_996,0.0
base__ecfp_995,0.0
base__ecfp_994,0.0
base__ecfp_993,0.0
base__ecfp_992,0.0
base__ecfp_991,0.0
base__ecfp_990,0.0
base__ecfp_989,0.0
base__ecfp_988,0.0
base__ecfp_987,0.0
base__ecfp_1020,0.0
base__ecfp_1023,0.0
base__ecfp_985,0.0
base__ecfp_1041,0.0
base__ecfp_1056,0.0
base__ecfp_1054,0.0
base__ecfp_1053,0.0
base__ecfp_1052,0.0
base__ecfp_1050,0.0
base__ecfp_1049,0.0
base__ecfp_1048,0.0
base__ecfp_1047,0.0
base__ecfp_1046,0.0
base__ecfp_1044,0.0
base__ecfp_1043,0.0
base__ecfp_1042,0.0
base__ecfp_1040,0.0
base__ecfp_1024,0.0
base__ecfp_67,0.0
base__ecfp_1038,0.0
base__ecfp_68,0.0
base__ecfp_1036,0.0
base__ecfp_1035,0.0
base__ecfp_1033,0.0
base__ecfp_1032,0.0
base__ecfp_1031,0.0
base__ecfp_1030,0.0
base__ecfp_1029,0.0
base__ecfp_1027,0.0
base__ecfp_1026,0.0
base__ecfp_986,0.0
base__ecfp_984,0.0
base__ecfp_1061,0.0
base__ecfp_929,0.0
base__ecfp_946,0.0
base__ecfp_945,0.0
base__ecfp_944,0.0
base__ecfp_941,0.0
base__ecfp_940,0.0
base__ecfp_939,0.0
base__ecfp_938,0.0
base__ecfp_937,0.0
base__ecfp_936,0.0
base__ecfp_934,0.0
base__ecfp_931,0.0
base__ecfp_930,0.0
base__ecfp_928,0.0
base__ecfp_948,0.0
base__ecfp_927,0.0
base__ecfp_925,0.0
base__ecfp_924,0.0
base__ecfp_923,0.0
base__ecfp_922,0.0
base__ecfp_921,0.0
base__ecfp_920,0.0
base__ecfp_919,0.0
base__ecfp_918,0.0
base__ecfp_917,0.0
base__ecfp_916,0.0
base__ecfp_915,0.0
base__ecfp_947,0.0
base__ecfp_949,0.0
base__ecfp_983,0.0
base__ecfp_967,0.0
base__ecfp_982,0.0
base__ecfp_981,0.0
base__ecfp_70,0.0
base__ecfp_979,0.0
base__ecfp_977,0.0
base__ecfp_976,0.0
base__ecfp_975,0.0
base__ecfp_974,0.0
base__ecfp_973,0.0
base__ecfp_972,0.0
base__ecfp_971,0.0
base__ecfp_968,0.0
base__ecfp_966,0.0
base__ecfp_71,0.0
base__ecfp_965,0.0
base__ecfp_964,0.0
base__ecfp_963,0.0
base__ecfp_962,0.0
base__ecfp_961,0.0
base__ecfp_959,0.0
base__ecfp_958,0.0
base__ecfp_957,0.0
base__ecfp_956,0.0
base__ecfp_955,0.0
base__ecfp_954,0.0
base__ecfp_952,0.0
base__ecfp_1058,0.0
base__ecfp_1062,0.0
base__ecfp_913,0.0
base__ecfp_1146,0.0
base__ecfp_1158,0.0
base__ecfp_1157,0.0
base__ecfp_1156,0.0
base__ecfp_1155,0.0
base__ecfp_1154,0.0
base__ecfp_1153,0.0
base__ecfp_61,0.0
base__ecfp_1151,0.0
base__ecfp_1150,0.0
base__ecfp_1149,0.0
base__ecfp_1148,0.0
base__ecfp_1147,0.0
base__ecfp_1144,0.0
base__ecfp_1161,0.0
base__ecfp_62,0.0
base__ecfp_1141,0.0
base__ecfp_1140,0.0
base__ecfp_1139,0.0
base__ecfp_1138,0.0
base__ecfp_1137,0.0
base__ecfp_1136,0.0
base__ecfp_63,0.0
base__ecfp_1134,0.0
base__ecfp_1133,0.0
base__ecfp_1132,0.0
base__ecfp_1131,0.0
base__ecfp_1159,0.0
base__ecfp_60,0.0
base__ecfp_1128,0.0
base__ecfp_1179,0.0
base__ecfp_1194,0.0
base__ecfp_1193,0.0
base__ecfp_1192,0.0
base__ecfp_1191,0.0
base__ecfp_1189,0.0
base__ecfp_1188,0.0
base__ecfp_1187,0.0
base__ecfp_1186,0.0
base__ecfp_1185,0.0
base__ecfp_1183,0.0
base__ecfp_1182,0.0
base__ecfp_1181,0.0
base__ecfp_1178,0.0
base__ecfp_1165,0.0
base__ecfp_1177,0.0
base__ecfp_1176,0.0
base__ecfp_1175,0.0
base__ecfp_1174,0.0
base__ecfp_1173,0.0
base__ecfp_1172,0.0
base__ecfp_1171,0.0
base__ecfp_1170,0.0
base__ecfp_1169,0.0
base__ecfp_1168,0.0
base__ecfp_1167,0.0
base__ecfp_1166,0.0
base__ecfp_1129,0.0
base__ecfp_99,0.0
base__ecfp_1063,0.0
base__ecfp_1078,0.0
base__ecfp_1093,0.0
base__ecfp_1092,0.0
base__ecfp_1091,0.0
base__ecfp_1090,0.0
base__ecfp_66,0.0
base__ecfp_1086,0.0
base__ecfp_1084,0.0
base__ecfp_1083,0.0
base__ecfp_1082,0.0
base__ecfp_1081,0.0
base__ecfp_1080,0.0
base__ecfp_1079,0.0
base__ecfp_1077,0.0
base__ecfp_1095,0.0
base__ecfp_1076,0.0
base__ecfp_1075,0.0
base__ecfp_1074,0.0
base__ecfp_1073,0.0
base__ecfp_1072,0.0
base__ecfp_1071,0.0
base__ecfp_1070,0.0
base__ecfp_1069,0.0
base__ecfp_1068,0.0
base__ecfp_1067,0.0
base__ecfp_1065,0.0
base__ecfp_1064,0.0
base__ecfp_1094,0.0
base__ecfp_65,0.0
base__ecfp_1126,0.0
base__ecfp_1113,0.0
base__ecfp_1125,0.0
base__ecfp_1124,0.0
base__ecfp_64,0.0
base__ecfp_1122,0.0
base__ecfp_1121,0.0
base__ecfp_1120,0.0
base__ecfp_1119,0.0
base__ecfp_1118,0.0
base__ecfp_1117,0.0
base__ecfp_1116,0.0
base__ecfp_1115,0.0
base__ecfp_1114,0.0
base__ecfp_1112,0.0
base__ecfp_1097,0.0
base__ecfp_1111,0.0
base__ecfp_1110,0.0
base__ecfp_1109,0.0
base__ecfp_1108,0.0
base__ecfp_1107,0.0
base__ecfp_1106,0.0
base__ecfp_1105,0.0
base__ecfp_1104,0.0
base__ecfp_1102,0.0
base__ecfp_1101,0.0
base__ecfp_1099,0.0
base__ecfp_1098,0.0
base__ecfp_914,0.0
base__ecfp_912,0.0
base__ecfp_638,0.0
base__ecfp_721,0.0
base__ecfp_734,0.0
base__ecfp_733,0.0
base__ecfp_732,0.0
base__ecfp_731,0.0
base__ecfp_730,0.0
base__ecfp_729,0.0
base__ecfp_728,0.0
base__ecfp_727,0.0
base__ecfp_726,0.0
base__ecfp_725,0.0
base__ecfp_724,0.0
base__ecfp_722,0.0
base__ecfp_720,0.0
base__ecfp_737,0.0
base__ecfp_719,0.0
base__ecfp_718,0.0
base__ecfp_717,0.0
base__ecfp_716,0.0
base__ecfp_714,0.0
base__ecfp_713,0.0
base__ecfp_712,0.0
base__ecfp_711,0.0
base__ecfp_710,0.0
base__ecfp_709,0.0
base__ecfp_708,0.0
base__ecfp_707,0.0
base__ecfp_735,0.0
base__ecfp_738,0.0
base__ecfp_705,0.0
base__ecfp_756,0.0
base__ecfp_770,0.0
base__ecfp_769,0.0
base__ecfp_768,0.0
base__ecfp_767,0.0
base__ecfp_766,0.0
base__ecfp_765,0.0
base__ecfp_764,0.0
base__ecfp_763,0.0
base__ecfp_762,0.0
base__ecfp_761,0.0
base__ecfp_758,0.0
base__ecfp_757,0.0
base__ecfp_754,0.0
base__ecfp_81,0.0
base__ecfp_753,0.0
base__ecfp_752,0.0
base__ecfp_751,0.0
base__ecfp_750,0.0
base__ecfp_749,0.0
base__ecfp_748,0.0
base__ecfp_746,0.0
base__ecfp_745,0.0
base__ecfp_744,0.0
base__ecfp_743,0.0
base__ecfp_742,0.0
base__ecfp_740,0.0
base__ecfp_706,0.0
base__ecfp_704,0.0
base__ecfp_772,0.0
base__ecfp_653,0.0
base__ecfp_667,0.0
base__ecfp_666,0.0
base__ecfp_665,0.0
base__ecfp_664,0.0
base__ecfp_662,0.0
base__ecfp_661,0.0
base__ecfp_660,0.0
base__ecfp_659,0.0
base__ecfp_658,0.0
base__ecfp_657,0.0
base__ecfp_655,0.0
base__ecfp_654,0.0
base__ecfp_652,0.0
base__ecfp_669,0.0
base__ecfp_651,0.0
base__ecfp_84,0.0
base__ecfp_85,0.0
base__ecfp_648,0.0
base__ecfp_647,0.0
base__ecfp_646,0.0
base__ecfp_645,0.0
base__ecfp_644,0.0
base__ecfp_643,0.0
base__ecfp_642,0.0
base__ecfp_641,0.0
base__ecfp_639,0.0
base__ecfp_668,0.0
base__ecfp_671,0.0
base__ecfp_703,0.0
base__ecfp_687,0.0
base__ecfp_702,0.0
base__ecfp_700,0.0
base__ecfp_698,0.0
base__ecfp_696,0.0
base__ecfp_82,0.0
base__ecfp_694,0.0
base__ecfp_693,0.0
base__ecfp_692,0.0
base__ecfp_691,0.0
base__ecfp_690,0.0
base__ecfp_689,0.0
base__ecfp_688,0.0
base__ecfp_686,0.0
base__ecfp_672,0.0
base__ecfp_685,0.0
base__ecfp_684,0.0
base__ecfp_683,0.0
base__ecfp_682,0.0
base__ecfp_681,0.0
base__ecfp_680,0.0
base__ecfp_679,0.0
base__ecfp_678,0.0
base__ecfp_676,0.0
base__ecfp_675,0.0
base__ecfp_674,0.0
base__ecfp_673,0.0
base__ecfp_771,0.0
base__ecfp_774,0.0
base__ecfp_911,0.0
base__ecfp_858,0.0
base__ecfp_75,0.0
base__ecfp_871,0.0
base__ecfp_870,0.0
base__ecfp_869,0.0
base__ecfp_867,0.0
base__ecfp_866,0.0
base__ecfp_865,0.0
base__ecfp_864,0.0
base__ecfp_863,0.0
base__ecfp_862,0.0
base__ecfp_861,0.0
base__ecfp_859,0.0
base__ecfp_857,0.0
base__ecfp_74,0.0
base__ecfp_856,0.0
base__ecfp_854,0.0
base__ecfp_853,0.0
base__ecfp_852,0.0
base__ecfp_851,0.0
base__ecfp_76,0.0
base__ecfp_849,0.0
base__ecfp_848,0.0
base__ecfp_847,0.0
base__ecfp_846,0.0
base__ecfp_845,0.0
base__ecfp_844,0.0
base__ecfp_873,0.0
base__ecfp_876,0.0
base__ecfp_840,0.0
base__ecfp_73,0.0
base__ecfp_910,0.0
base__ecfp_909,0.0
base__ecfp_72,0.0
base__ecfp_907,0.0
base__ecfp_906,0.0
base__ecfp_905,0.0
base__ecfp_903,0.0
base__ecfp_902,0.0
base__ecfp_901,0.0
base__ecfp_900,0.0
base__ecfp_899,0.0
base__ecfp_898,0.0
base__ecfp_895,0.0
base__ecfp_878,0.0
base__ecfp_894,0.0
base__ecfp_892,0.0
base__ecfp_891,0.0
base__ecfp_889,0.0
base__ecfp_887,0.0
base__ecfp_886,0.0
base__ecfp_885,0.0
base__ecfp_884,0.0
base__ecfp_883,0.0
base__ecfp_882,0.0
base__ecfp_880,0.0
base__ecfp_879,0.0
base__ecfp_842,0.0
base__ecfp_839,0.0
base__ecfp_775,0.0
base__ecfp_791,0.0
base__ecfp_805,0.0
base__ecfp_804,0.0
base__ecfp_803,0.0
base__ecfp_801,0.0
base__ecfp_800,0.0
base__ecfp_799,0.0
base__ecfp_797,0.0
base__ecfp_796,0.0
base__ecfp_795,0.0
base__ecfp_78,0.0
base__ecfp_793,0.0
base__ecfp_792,0.0
base__ecfp_790,0.0
base__ecfp_808,0.0
base__ecfp_789,0.0
base__ecfp_788,0.0
base__ecfp_787,0.0
base__ecfp_786,0.0
base__ecfp_785,0.0
base__ecfp_784,0.0
base__ecfp_782,0.0
base__ecfp_781,0.0
base__ecfp_79,0.0
base__ecfp_778,0.0
base__ecfp_777,0.0
base__ecfp_776,0.0
base__ecfp_77,0.0
base__ecfp_809,0.0
base__ecfp_838,0.0
base__ecfp_825,0.0
base__ecfp_837,0.0
base__ecfp_836,0.0
base__ecfp_835,0.0
base__ecfp_834,0.0
base__ecfp_833,0.0
base__ecfp_832,0.0
base__ecfp_831,0.0
base__ecfp_830,0.0
base__ecfp_829,0.0
base__ecfp_828,0.0
base__ecfp_827,0.0
base__ecfp_826,0.0
base__ecfp_824,0.0
base__ecfp_810,0.0
base__ecfp_822,0.0
base__ecfp_821,0.0
base__ecfp_820,0.0
base__ecfp_819,0.0
base__ecfp_818,0.0
base__ecfp_817,0.0
base__ecfp_816,0.0
base__ecfp_815,0.0
base__ecfp_814,0.0
base__ecfp_813,0.0
base__ecfp_812,0.0
base__ecfp_811,0.0
base__ecfp_1037,0.0
