publication_id,chemotype,extractant,n_metals,acid_name,diluent_name,diluent_class,log_acid_M,log_extr_M,log_metal_mM,temp_C,contact_min,log_contact_min,is_hno3,is_hcl,is_h2so4,complexant,modifier,dil_aliphatic,dil_aromatic,dil_chlorinated,dil_polar,max_logD,mean_logD,a,abs_a,b,abs_b
pub_bdb1564c49,sc018,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,2.0,hcl,kerosene_with_30_vol_1_octanol,aliphatic,0.0,-0.6996045376016781,0.6020599913279624,25.0,30.0,1.4771212547196624,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.74257425742574,0.96658415841584,-0.5532535279598967,0.5532535279598967,0.12459345089563624,0.12459345089563624
pub_bdb1564c49,sc018,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,5.0,hcl,kerosene_with_30_vol_1_octanol,aliphatic,0.0,-1.0,0.6020599913279624,25.0,30.0,1.4771212547196624,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.461633663366336,0.10320148766145612,-0.40204826450726294,0.40204826450726294,-0.027737136449480487,0.027737136449480487
pub_bdb1564c49,sc018,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,4.0,hcl,kerosene_with_30_vol_1_octanol,aliphatic,0.0,-0.6988136864580637,0.6020599913279624,25.0,30.0,1.4771212547196624,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.34158415841584,1.090965346534648,-0.2881370685768801,0.2881370685768801,0.08902903774999223,0.08902903774999223
pub_bdb1564c49,sc018,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,5.0,hcl,kerosene_with_30_vol_1_octanol,aliphatic,0.0,-0.5225300021063027,0.6020599913279624,25.0,30.0,1.4771212547196624,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.93935643564356,1.475990099009896,-0.570810603395907,0.570810603395907,-0.07115258363678326,0.07115258363678326
pub_bdb1564c49,sc018,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,2.0,hcl,kerosene_with_30_vol_1_octanol,aliphatic,0.0,-0.39841908247632374,0.6020599913279624,25.0,30.0,1.4771212547196624,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.42945544554455,2.321782178217815,-0.025711655096731293,0.025711655096731293,0.09619629996729788,0.09619629996729788
pub_bdb1564c49,sc018,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,4.0,hcl,kerosene_with_30_vol_1_octanol,aliphatic,0.0,-0.3976285141165853,0.6020599913279624,25.0,30.0,1.4771212547196624,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.20668316831683,1.6246905940594027,-0.5598924496975621,0.5598924496975621,-0.14251318093807816,0.14251318093807816
pub_bdb1564c49,sc018,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,3.0,hcl,kerosene_with_30_vol_1_octanol,aliphatic,0.0,-0.30118550092560553,0.6020599913279624,25.0,30.0,1.4771212547196624,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.61138613861386,2.4294554455445496,-0.08719072587111906,0.08719072587111906,0.10556928445633354,0.10556928445633354
pub_bdb1564c49,sc018,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,3.0,hcl,kerosene_with_30_vol_1_octanol,aliphatic,0.0,-0.3003955208196195,0.6020599913279624,25.0,30.0,1.4771212547196624,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.44430693069306,1.7574257425742499,-0.5703235150174898,0.5703235150174898,-0.17258718321192354,0.17258718321192354
pub_bdb1564c49,sc018,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,6.0,hcl,kerosene_with_30_vol_1_octanol,aliphatic,0.3010299956639812,-1.1249387366083,0.6020599913279624,25.0,30.0,1.4771212547196624,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.3529477949294797,0.5759943052300822,-0.20838191907695072,0.20838191907695072,0.4054757964988305,0.4054757964988305
pub_bdb1564c49,sc018,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,6.0,hcl,kerosene_with_30_vol_1_octanol,aliphatic,0.47712125471966244,-1.1249387366083,0.6020599913279624,25.0,30.0,1.4771212547196624,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.9425985282756175,1.418193772308796,-0.45600213612828866,0.45600213612828866,0.08798199838339023,0.08798199838339023
pub_bdb1564c49,sc018,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,6.0,hcl,kerosene_with_30_vol_1_octanol,aliphatic,0.6020599913279624,-1.1249387366083,0.6020599913279624,25.0,30.0,1.4771212547196624,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.81153245092647,2.0509754487831198,-0.4530438496997287,0.4530438496997287,0.11792375139434091,0.11792375139434091
pub_bdb1564c49,sc018,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,6.0,hcl,kerosene_with_30_vol_1_octanol,aliphatic,0.6989700043360189,-1.1249387366083,0.6020599913279624,25.0,30.0,1.4771212547196624,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0262153828367744,2.4459748741609535,-0.4291523688526365,0.4291523688526365,-0.03934182811513611,0.03934182811513611
pub_126bbe7976,sc009,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,14.0,hcl,isopar_l_with_30_vol_exxal_13,aliphatic,0.47712125471966244,-1.0,-0.3010299956639812,25.0,60.0,1.7781512503836436,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.7157527168228595,0.7454223598176922,-0.7847921858795874,0.7847921858795874,-0.10437334281597316,0.10437334281597316
pub_126bbe7976,sc019,CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,14.0,hcl,isopar_l_with_30_vol_exxal_13,aliphatic,0.47712125471966244,-1.0,-0.3010299956639812,25.0,60.0,1.7781512503836436,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.187012807018954,1.500603290875221,-0.569600970402105,0.569600970402105,-0.09861878784918293,0.09861878784918293
pub_cd72e4a7bb,sc020,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,7.0,hno3,kerosene_with_30_vol_1_octanol,aliphatic,0.47712125471966244,-1.6020599913279623,,22.0,60.0,1.7781512503836436,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3573273015721777,-0.268901630074876,0.015189631897156051,0.015189631897156051,-0.3889777973457475,0.3889777973457475
pub_cd72e4a7bb,sc020,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,7.0,hno3,kerosene_with_30_vol_1_octanol,aliphatic,0.47712125471966244,-1.3767507096020994,,22.0,60.0,1.7781512503836436,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8128746816629985,0.10047866135968762,0.022858938046858398,0.022858938046858398,-0.44700287506811204,0.44700287506811204
pub_cd72e4a7bb,sc020,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,7.0,hno3,kerosene_with_30_vol_1_octanol,aliphatic,0.47712125471966244,-1.0,,22.0,60.0,1.7781512503836436,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0253070457135403,1.194377508788152,0.04921280033889761,0.04921280033889761,-0.571128931424705,0.571128931424705
pub_126bbe7976,sc009,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,13.0,hcl,isopar_l_with_30_vol_exxal_13,aliphatic,0.47712125471966244,-1.0,-0.3010299956639812,25.0,60.0,1.7781512503836436,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.5181373881309015,1.460911844722791,-1.2616648349370063,1.2616648349370063,-0.10111352330586142,0.10111352330586142
pub_dfa96a5118,sc021,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COC1CCCN(CCCCCC)C1=O,14.0,hno3,other,other,0.0,-1.0,-0.3010299956639812,25.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58494,1.2636457142857143,-1.0989182138161144,1.0989182138161144,-0.09950622864584704,0.09950622864584704
pub_b9dfc468cd,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,2.0,hno3,toluene,aromatic,-1.012965082447891,-1.0,0.6989700043360189,25.0,15.0,1.1760912590556813,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0469973890339428,-1.133159268929504,-0.0716425930951473,0.0716425930951473,-0.031972444441125805,0.031972444441125805
pub_b9dfc468cd,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,3.0,hno3,toluene,aromatic,-0.9936580596181375,-1.0,0.6989700043360189,25.0,15.0,1.1760912590556813,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8224543080939974,-1.1131418624891223,-0.1582600665850129,0.1582600665850129,0.046744404576401166,0.046744404576401166
pub_b9dfc468cd,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,5.0,hno3,toluene,aromatic,0.0006379441142672593,-1.0,0.6989700043360189,25.0,15.0,1.1760912590556813,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.725848563968668,0.281462140992166,-0.2726047885943902,0.2726047885943902,-0.040280955139199756,0.040280955139199756
pub_b9dfc468cd,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,8.0,hno3,toluene,aromatic,0.17609125905568124,-1.0,0.6989700043360189,25.0,15.0,1.1760912590556813,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7930916001765802,0.3428828336854167,-0.3037287353869552,0.3037287353869552,0.045045909590600695,0.045045909590600695
pub_b9dfc468cd,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,4.0,hno3,toluene,aromatic,0.3007106718539012,-1.0,0.6989700043360189,25.0,15.0,1.1760912590556813,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7624020887728458,0.39425587467362766,-0.107137353259176,0.107137353259176,-0.06766691440768023,0.06766691440768023
pub_b9dfc468cd,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,3.0,hno3,toluene,aromatic,0.0,-1.0,0.6989700043360189,15.0,15.0,1.1760912590556813,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.69931662870162,0.4434320425209017,0.03945345515459345,0.03945345515459345,-0.16659110702354846,0.16659110702354846
pub_b9dfc468cd,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,3.0,hno3,toluene,aromatic,0.0,-1.0,0.6989700043360189,25.0,15.0,1.1760912590556813,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2801822323462591,0.03158201940010943,0.04052716481546224,0.04052716481546224,-0.16678337593496717,0.16678337593496717
pub_b9dfc468cd,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,3.0,hno3,toluene,aromatic,0.0,-1.0,0.6989700043360189,40.0,15.0,1.1760912590556813,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.09111617312071535,-0.31586940015185005,0.03338218035496608,0.03338218035496608,-0.1434676789462627,0.1434676789462627
pub_b9dfc468cd,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,3.0,hno3,toluene,aromatic,0.0,-1.0,0.6989700043360189,50.0,15.0,1.1760912590556813,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.30068337129839473,-0.5512528473804037,0.04390825289026303,0.04390825289026303,-0.1749782111320267,0.1749782111320267
pub_b9dfc468cd,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,2.0,hno3,toluene,aromatic,0.0,-1.0,0.6989700043360189,55.0,15.0,1.1760912590556813,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43052391799543593,-0.7255125284738001,0.06426180046313483,0.06426180046313483,-0.17457752470936472,0.17457752470936472
pub_b9dfc468cd,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,3.0,hno3,toluene,aromatic,0.6017406675178825,-1.0,0.6989700043360189,25.0,15.0,1.1760912590556813,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7676240208877281,0.5091383812010437,-0.20658332414861677,0.20658332414861677,-0.05408183572186916,0.05408183572186916
pub_b9dfc468cd,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,2.0,hno3,toluene,aromatic,0.602219565230153,-1.0,0.6989700043360189,25.0,15.0,1.1760912590556813,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9660574412532631,0.6135770234986934,-0.2091847052591456,0.2091847052591456,0.01673819074997614,0.01673819074997614
pub_b9dfc468cd,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,5.0,hno3,toluene,aromatic,0.6988423029853207,-1.0,0.6989700043360189,25.0,15.0,1.1760912590556813,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9503916449086158,0.5864229765013048,-0.21206266695898568,0.21206266695898568,0.034570595128305105,0.034570595128305105
pub_d68ed8c8cf,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,8.0,hno3,n_dodecane,aliphatic,-0.3010299956639812,-1.0,-1.2218487496163564,25.0,20.0,1.3010299956639813,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.29389312977099,1.9941157760814234,-0.13568720903087947,0.13568720903087947,0.2892399515815182,0.2892399515815182
pub_d68ed8c8cf,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,6.0,hno3,n_dodecane,aliphatic,-0.3010299956639812,-1.0,-1.154901959985743,25.0,20.0,1.3010299956639813,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2697201017811675,0.35050890585241556,0.08833299260504701,0.08833299260504701,-0.4310946713600204,0.4310946713600204
pub_d68ed8c8cf,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,8.0,hno3,n_dodecane,aliphatic,0.0,-1.0969100130080565,-1.2218487496163564,25.0,20.0,1.3010299956639813,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.8818791946308693,2.6515284751231585,-0.11126564396340873,0.11126564396340873,0.23201702065110563,0.23201702065110563
pub_d68ed8c8cf,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,6.0,hno3,n_dodecane,aliphatic,0.0,-1.0969100130080565,-1.154901959985743,25.0,20.0,1.3010299956639813,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8671140939597315,0.7289475749469646,0.10721789700170897,0.10721789700170897,-0.5316178185250606,0.5316178185250606
pub_d68ed8c8cf,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,8.0,hno3,n_dodecane,aliphatic,0.47712125471966244,-1.0,-1.2218487496163564,25.0,20.0,1.3010299956639813,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.389109223614942,1.2538647455220373,0.04569224857554562,0.04569224857554562,-0.13755416107977614,0.13755416107977614
pub_d68ed8c8cf,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,6.0,hno3,n_dodecane,aliphatic,0.47712125471966244,-1.0,-1.154901959985743,25.0,20.0,1.3010299956639813,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.28406875267852,0.4588702365335567,0.11632178579008991,0.11632178579008991,-0.48213805371983925,0.48213805371983925
pub_d68ed8c8cf,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,8.0,hno3,n_dodecane,aliphatic,0.6020599913279624,-1.0,-1.2218487496163564,25.0,20.0,1.3010299956639813,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.719029374201787,2.5593869731800756,-0.01591749291146083,0.01591749291146083,0.04382728153381071,0.04382728153381071
pub_d68ed8c8cf,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,6.0,hno3,n_dodecane,aliphatic,0.6020599913279624,-1.0,-1.154901959985743,25.0,20.0,1.3010299956639813,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.4891443167305227,2.1868880374627486,0.08005381673448954,0.08005381673448954,-0.2489351859835053,0.2489351859835053
