model,mode,policy,k,mae,n_ligands
TREE_MC_ecfp_massaction,K3,MIN_ENSEMBLE_SD,1,0.7315029376234997,143
TREE_MC_ecfp_massaction,K3,MIN_ENSEMBLE_SD,2,0.6367163252061315,143
TREE_MC_ecfp_massaction,K3,MIN_ENSEMBLE_SD,3,0.577383786927639,140
TREE_MC_ecfp_massaction,K3,MIN_ENSEMBLE_SD,5,0.5556109600750762,99
TREE_MC_ecfp_massaction,K3,ORACLE,1,0.4844114074833729,143
TREE_MC_ecfp_massaction,K3,ORACLE,2,0.4480591374457326,143
TREE_MC_ecfp_massaction,K3,ORACLE,3,0.4212721636019381,140
TREE_MC_ecfp_massaction,K3,ORACLE,5,0.4123207774402529,99
TREE_MC_ecfp_massaction,K3,RANDOM,1,0.7098409664511668,143
TREE_MC_ecfp_massaction,K3,RANDOM,2,0.5815627472544506,143
TREE_MC_ecfp_massaction,K3,RANDOM,3,0.5275005769419036,140
TREE_MC_ecfp_massaction,K3,RANDOM,5,0.5073362515180986,99
TREE_MC_ecfp_massaction,NO_MODEL,CENTRAL,1,0.748077714297665,143
TREE_MC_ecfp_massaction,NO_MODEL,CENTRAL,2,0.7207698728865392,143
TREE_MC_ecfp_massaction,NO_MODEL,CENTRAL,3,0.7080369372845595,140
TREE_MC_ecfp_massaction,NO_MODEL,CENTRAL,5,0.7577670019915078,99
TREE_MC_ecfp_massaction,NO_MODEL,D_OPTIMAL,1,1.0516037200749269,143
TREE_MC_ecfp_massaction,NO_MODEL,D_OPTIMAL,2,0.7616802751492108,143
TREE_MC_ecfp_massaction,NO_MODEL,D_OPTIMAL,3,0.7335125480478095,140
TREE_MC_ecfp_massaction,NO_MODEL,D_OPTIMAL,5,0.7675870916110833,99
TREE_MC_ecfp_massaction,NO_MODEL,FARTHEST_FROM_EXISTING,1,0.9411578075540595,143
TREE_MC_ecfp_massaction,NO_MODEL,FARTHEST_FROM_EXISTING,2,0.7477983656487949,143
TREE_MC_ecfp_massaction,NO_MODEL,FARTHEST_FROM_EXISTING,3,0.7120383913429823,140
TREE_MC_ecfp_massaction,NO_MODEL,FARTHEST_FROM_EXISTING,5,0.7549971811328459,99
TREE_MC_ecfp_massaction,NO_MODEL,MAX_CONDITION_COVERAGE,1,0.7706660019121038,143
TREE_MC_ecfp_massaction,NO_MODEL,MAX_CONDITION_COVERAGE,2,0.7235624414341191,143
TREE_MC_ecfp_massaction,NO_MODEL,MAX_CONDITION_COVERAGE,3,0.7097063508241674,140
TREE_MC_ecfp_massaction,NO_MODEL,MAX_CONDITION_COVERAGE,5,0.7548596217289801,99
TREE_MC_ecfp_massaction,NO_MODEL,MAX_ENSEMBLE_SD,1,0.8981815572958466,143
TREE_MC_ecfp_massaction,NO_MODEL,MAX_ENSEMBLE_SD,2,0.8047712622001146,143
TREE_MC_ecfp_massaction,NO_MODEL,MAX_ENSEMBLE_SD,3,0.7628707089887914,140
TREE_MC_ecfp_massaction,NO_MODEL,MAX_ENSEMBLE_SD,5,0.7930379052319734,99
TREE_MC_ecfp_massaction,NO_MODEL,MAX_EXPECTED_VARIANCE_REDUCTION,1,0.7815648757301698,143
TREE_MC_ecfp_massaction,NO_MODEL,MAX_EXPECTED_VARIANCE_REDUCTION,2,0.712892091448586,143
TREE_MC_ecfp_massaction,NO_MODEL,MAX_EXPECTED_VARIANCE_REDUCTION,3,0.7009655879458564,140
TREE_MC_ecfp_massaction,NO_MODEL,MAX_EXPECTED_VARIANCE_REDUCTION,5,0.752997135741236,99
TREE_MC_ecfp_massaction,NO_MODEL,MAX_MODEL_DISAGREEMENT,1,0.8890891003810366,143
TREE_MC_ecfp_massaction,NO_MODEL,MAX_MODEL_DISAGREEMENT,2,0.798708035369838,143
TREE_MC_ecfp_massaction,NO_MODEL,MAX_MODEL_DISAGREEMENT,3,0.7586839985320529,140
TREE_MC_ecfp_massaction,NO_MODEL,MAX_MODEL_DISAGREEMENT,5,0.7904718922155383,99
TREE_MC_ecfp_massaction,NO_MODEL,MAX_PREDICTIVE_VARIANCE,1,0.8847228815820247,143
TREE_MC_ecfp_massaction,NO_MODEL,MAX_PREDICTIVE_VARIANCE,2,0.7400807704294511,143
TREE_MC_ecfp_massaction,NO_MODEL,MAX_PREDICTIVE_VARIANCE,3,0.7110421693816235,140
TREE_MC_ecfp_massaction,NO_MODEL,MAX_PREDICTIVE_VARIANCE,5,0.7566459254697302,99
TREE_MC_ecfp_massaction,NO_MODEL,MIN_ENSEMBLE_SD,1,0.8557335668242939,143
TREE_MC_ecfp_massaction,NO_MODEL,MIN_ENSEMBLE_SD,2,0.7879254842876242,143
TREE_MC_ecfp_massaction,NO_MODEL,MIN_ENSEMBLE_SD,3,0.7592825979255738,140
TREE_MC_ecfp_massaction,NO_MODEL,MIN_ENSEMBLE_SD,5,0.7924911835065303,99
TREE_MC_ecfp_massaction,NO_MODEL,ORACLE,1,0.6246656566718031,143
TREE_MC_ecfp_massaction,NO_MODEL,ORACLE,2,0.6056070198390381,143
TREE_MC_ecfp_massaction,NO_MODEL,ORACLE,3,0.6277245950572586,140
TREE_MC_ecfp_massaction,NO_MODEL,ORACLE,5,0.6878844957864222,99
TREE_MC_ecfp_massaction,NO_MODEL,RANDOM,1,0.8343019991616243,143
TREE_MC_ecfp_massaction,NO_MODEL,RANDOM,2,0.7389004756339312,143
TREE_MC_ecfp_massaction,NO_MODEL,RANDOM,3,0.7191973349985583,140
TREE_MC_ecfp_massaction,NO_MODEL,RANDOM,5,0.7634999464770597,99
TREE_MC_ecfp_massaction,ORACLE_level,ORACLE,-1,0.4792262580658957,143
