design,comparison,point,ci95_low,ci95_high,p_two_sided,seeds_positive,n_seeds,loco_stable,loco_min,loco_max,passes_P1,family,lead,model,set,target,value,stage,n_units,partial_rho_n_metals,ci_excludes_zero,rho_chemotype_means,clears_familywise_bar,passes_L1_rule,p_bh_within_family,_src,reference,candidate,bca_low,bca_high,bootstrap_se,mde_80,block_macro,units_improved,loco_sign_stable,margin,passes_intervals,p_perm,p_registered,ci_task_low,ci_task_high,p_task_boot,ci_block_low,ci_block_high,p_block_boot,conservative_interval,n_extractants,n_blocks,passes_registered,rule,replicates,permutations,bootstrap_seed,endpoint,p_bh_within_lead_family,budget,p_bh_lead,praw,q_bh126
A,G14_saved_vs_0,2.4915092721446888,0.7708890886974877,4.544156307830471,0.004,5.0,5,True,1.7036497146645009,3.0549015635054664,True,registered,L3,,,,saved,,455,,,,,,,L3/l3a_contrasts.csv,random order,G14,,,,,,,True,0.02,,0.0,0.0,,,,0.7708890886974877,4.544156307830471,0.004,chemotype-blocked,90.0,45.0,True,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000.0,2000.0,8675309.0,,,,,0.004,0.02016
BP,G14_saved_vs_0,1.988219820835213,0.442490226935938,3.7807742090797767,0.009,5.0,5,True,1.4590597904568805,2.540609842834592,True,registered,L3,,,,saved,,455,,,,,,,L3/l3a_contrasts.csv,random order,G14,,,,,,,True,0.02,,0.0,0.0,,,,0.442490226935938,3.7807742090797767,0.009,chemotype-blocked,90.0,45.0,True,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000.0,2000.0,8675309.0,,,,,0.009,0.03910344827586207
B,G14k1_minus_NAIVE_regret,0.0031823470267847,-0.025230526902466,0.021973407137015,0.927,2.0,5,False,-0.0193948311921097,0.0110339893846418,False,registered,L3,,,,regret,,455,,,,,,,L3/l3c_contrasts.csv,NAIVE_LINE@k1,G14@k1,,,,,,,False,0.02,,0.0,0.927,-0.0139468009188419,0.0197782719611432,0.732,-0.025230526902466,0.021973407137015,0.927,chemotype-blocked,89.0,44.0,False,"conservative p (max of task bootstrap, blocked bootstrap, permutation) < 0.05 with gain > 0 in all five designs",2000.0,2000.0,8675309.0,,,,,0.927,0.965305785123967
B,G14k1_minus_NAIVE_spearman,-0.0229280510512138,-0.048806988053546,-0.0047139268079714,0.015,0.0,5,True,-0.0272194727794797,-0.0164754430396376,False,registered,L3,,,,spearman,,455,,,,,,,L3/l3c_contrasts.csv,NAIVE_LINE@k1,G14@k1,,,,,,,True,0.02,,0.0,0.015,-0.0295240415546305,-0.0172472238024602,0.0,-0.048806988053546,-0.0047139268079714,0.015,chemotype-blocked,89.0,44.0,False,"conservative p (max of task bootstrap, blocked bootstrap, permutation) < 0.05 with gain > 0 in all five designs",2000.0,2000.0,8675309.0,,,,,0.015,0.054
BR,G14k1_minus_NAIVE_regret,0.0018102920181843,-0.0248149686247218,0.0265974396553142,0.997,3.0,5,False,-0.0199169549571907,0.0121084834070529,False,registered,L3,,,,regret,,455,,,,,,,L3/l3c_contrasts.csv,NAIVE_LINE@k1,G14@k1,,,,,,,False,0.02,,0.0,0.997,-0.0144117621362695,0.0186160950525107,0.838,-0.0248149686247218,0.0265974396553142,0.997,chemotype-blocked,89.0,44.0,False,"conservative p (max of task bootstrap, blocked bootstrap, permutation) < 0.05 with gain > 0 in all five designs",2000.0,2000.0,8675309.0,,,,,0.997,0.997
BR,G14k1_minus_NAIVE_spearman,-0.0216663306500021,-0.0482509139317565,-0.0034066419913208,0.026,0.0,5,True,-0.026464286688584,-0.0153389383209363,False,registered,L3,,,,spearman,,455,,,,,,,L3/l3c_contrasts.csv,NAIVE_LINE@k1,G14@k1,,,,,,,True,0.02,,0.0,0.026,-0.0278851748794268,-0.016005834259362,0.0,-0.0482509139317565,-0.0034066419913208,0.026,chemotype-blocked,89.0,44.0,False,"conservative p (max of task bootstrap, blocked bootstrap, permutation) < 0.05 with gain > 0 in all five designs",2000.0,2000.0,8675309.0,,,,,0.026,0.0761860465116279
BQ,G14k1_minus_NAIVE_regret,-0.0029088389131337,-0.0252614722912908,0.0197398163267343,0.744,2.0,5,False,-0.02296781778016,0.0058084040678002,False,registered,L3,,,,regret,,455,,,,,,,L3/l3c_contrasts.csv,NAIVE_LINE@k1,G14@k1,,,,,,,False,0.02,,0.0,0.744,-0.019944159811683,0.0132325067276585,0.708,-0.0252614722912908,0.0197398163267343,0.744,chemotype-blocked,89.0,44.0,False,"conservative p (max of task bootstrap, blocked bootstrap, permutation) < 0.05 with gain > 0 in all five designs",2000.0,2000.0,8675309.0,,,,,0.744,0.889
BQ,G14k1_minus_NAIVE_spearman,-0.0230078326193264,-0.0516548681782278,-0.0052026994709863,0.013,0.0,5,True,-0.0279448337760172,-0.0166174843439801,False,registered,L3,,,,spearman,,455,,,,,,,L3/l3c_contrasts.csv,NAIVE_LINE@k1,G14@k1,,,,,,,True,0.02,,0.0,0.013,-0.0295745126379503,-0.0173975940600485,0.0,-0.0516548681782278,-0.0052026994709863,0.013,chemotype-blocked,89.0,44.0,False,"conservative p (max of task bootstrap, blocked bootstrap, permutation) < 0.05 with gain > 0 in all five designs",2000.0,2000.0,8675309.0,,,,,0.013,0.04817647058823529
A,G14k1_minus_NAIVE_regret,-0.0167952772600623,-0.0328807333338442,0.0132414454259923,0.335,2.0,5,True,-0.0274718324056117,-0.0081902223667667,False,registered,L3,,,,regret,,455,,,,,,,L3/l3c_contrasts.csv,NAIVE_LINE@k1,G14@k1,,,,,,,True,0.02,,0.0,0.335,-0.0361993207696963,0.0008664014121868,0.064,-0.0328807333338442,0.0132414454259923,0.335,chemotype-blocked,89.0,44.0,False,"conservative p (max of task bootstrap, blocked bootstrap, permutation) < 0.05 with gain > 0 in all five designs",2000.0,2000.0,8675309.0,,,,,0.335,0.5469692307692308
A,G14k1_minus_NAIVE_spearman,-0.0216827602196037,-0.0455282544763528,-0.0034279947782774,0.023,0.0,5,True,-0.0248797566964938,-0.0154437841116483,False,registered,L3,,,,spearman,,455,,,,,,,L3/l3c_contrasts.csv,NAIVE_LINE@k1,G14@k1,,,,,,,True,0.02,,0.0,0.023,-0.0280051138206634,-0.0160115798672985,0.0,-0.0455282544763528,-0.0034279947782774,0.023,chemotype-blocked,89.0,44.0,False,"conservative p (max of task bootstrap, blocked bootstrap, permutation) < 0.05 with gain > 0 in all five designs",2000.0,2000.0,8675309.0,,,,,0.023,0.069
BP,G14k1_minus_NAIVE_regret,-0.0210382205834268,-0.0418172457497953,0.0206460404170225,0.461,1.0,5,True,-0.0365126408425462,-0.0071402657823521,False,registered,L3,,,,regret,,455,,,,,,,L3/l3c_contrasts.csv,NAIVE_LINE@k1,G14@k1,,,,,,,True,0.02,,0.0,0.461,-0.041790350361266,-0.0019305145698582,0.03,-0.0418172457497953,0.0206460404170225,0.461,chemotype-blocked,89.0,44.0,False,"conservative p (max of task bootstrap, blocked bootstrap, permutation) < 0.05 with gain > 0 in all five designs",2000.0,2000.0,8675309.0,,,,,0.461,0.6600681818181818
BP,G14k1_minus_NAIVE_spearman,-0.0268296395328392,-0.0505270210466491,-0.0064574067038265,0.013,0.0,5,True,-0.0321226134573341,-0.0209563924281176,False,registered,L3,,,,spearman,,455,,,,,,,L3/l3c_contrasts.csv,NAIVE_LINE@k1,G14@k1,,,,,,,True,0.02,,0.0,0.013,-0.0338653048322436,-0.02050588007927,0.0,-0.0505270210466491,-0.0064574067038265,0.013,chemotype-blocked,89.0,44.0,False,"conservative p (max of task bootstrap, blocked bootstrap, permutation) < 0.05 with gain > 0 in all five designs",2000.0,2000.0,8675309.0,,,,,0.013,0.04817647058823529
B,AOPT_vs_RANDOM,-0.0119072716955267,-0.0552383170471835,0.0367435104663295,0.7826,2.0,5,False,-0.0170843056328692,0.0241434464909485,False,registered,L4,,,,mae_all,,90,,,,,,,L4/contrasts_abc.csv,RANDOM,AOPT,-0.0743304473486864,0.0296426830538107,0.0269606096945582,0.075489707144763,0.0190571023096052,45.0,False,0.02,False,,,,,,,,,,,,,,,,,ABC_mae_all,0.942888888888889,,,0.7826,0.9042218181818181
B,AOPT_vs_MAXMIN,-0.0038508153863838,-0.0407213934975922,0.045262812020316,0.9852,3.0,5,False,-0.0132742947549126,0.0247201513426865,False,registered,L4,,,,mae_all,,90,,,,,,,L4/contrasts_abc.csv,MAXMIN,AOPT,-0.0530974499747367,0.0343280294806189,0.0232976074412211,0.0652333008354193,0.0233125406608915,38.0,False,0.02,False,,,,,,,,,,,,,,,,,ABC_mae_all,0.9852,,,0.9852,0.9932832
B,UNCERT_vs_RANDOM,-0.0310417712613688,-0.0671844441347917,0.0189621445273578,0.2816,2.0,5,True,-0.0411254787569137,-0.0057240902191007,False,registered,L4,,,,mae_all,,90,,,,,,,L4/contrasts_abc.csv,RANDOM,UNCERT,-0.0758432524796289,0.0092837907270796,0.0229645045597206,0.0643006127672176,-0.0087319893774791,25.0,True,0.02,False,,,,,,,,,,,,,,,,,ABC_mae_all,0.7040000000000001,,,0.2816,0.48604931506849314
B,UNCERT_vs_MAXMIN,-0.0229853149522259,-0.0559426983150677,0.0222159611633916,0.3386,2.0,5,True,-0.0313980385473532,-0.0051473853673627,False,registered,L4,,,,mae_all,,90,,,,,,,L4/contrasts_abc.csv,MAXMIN,UNCERT,-0.0612662145477475,0.0155204778335118,0.0202599904419055,0.0567279732373354,-0.0044765510261928,29.0,True,0.02,False,,,,,,,,,,,,,,,,,ABC_mae_all,0.7204,,,0.3386,0.5469692307692308
BR,AOPT_vs_RANDOM,0.0234521579422703,0.0135497401462173,0.0359322916159785,0.0,5.0,5,True,0.0206381586146915,0.0255300781658329,True,registered,L4,,,,mae_all,,90,,,,,,,L4/contrasts_abc.csv,RANDOM,AOPT,0.0139496038290129,0.0365565319567722,0.005645814592945,0.015808280860246,0.0237646822504275,72.0,True,0.02,True,,,,,,,,,,,,,,,,,ABC_mae_all,0.0,,,0.0,0.0
BR,AOPT_vs_MAXMIN,0.0417216590642302,0.0148296614655136,0.0600755213841255,0.0014,5.0,5,True,0.0322159136845297,0.044871918941556,True,registered,L4,,,,mae_all,,90,,,,,,,L4/contrasts_abc.csv,MAXMIN,AOPT,0.0195567582218147,0.0636748737161799,0.0116049584467709,0.0324938836509585,0.0344623086240651,65.0,True,0.02,True,,,,,,,,,,,,,,,,,ABC_mae_all,0.0046666666666666,,,0.0014,0.007669565217391304
BR,UNCERT_vs_RANDOM,-0.0040808719101528,-0.0240360150799938,0.0224625711126687,0.711,3.0,5,False,-0.0113053983417183,0.0006682979490086,False,registered,L4,,,,mae_all,,90,,,,,,,L4/contrasts_abc.csv,RANDOM,UNCERT,-0.0225895345083324,0.0244256649901189,0.0117504264302671,0.032901194004748,0.0001439833521216,36.0,False,0.02,False,,,,,,,,,,,,,,,,,ABC_mae_all,0.942888888888889,,,0.711,0.8614038461538461
BR,UNCERT_vs_MAXMIN,0.0141886292118069,-0.01949629734542,0.0389241722265443,0.3602,3.0,5,True,0.0073541334677054,0.0184485896563172,False,registered,L4,,,,mae_all,,90,,,,,,,L4/contrasts_abc.csv,MAXMIN,UNCERT,-0.0177936556879167,0.0400649959954975,0.0147720207852798,0.0413616581987835,0.0108416097257592,45.0,True,0.02,False,,,,,,,,,,,,,,,,,ABC_mae_all,0.7204,,,0.3602,0.5603111111111112
BQ,AOPT_vs_RANDOM,-0.0033717201208693,-0.0374693531359781,0.0355452101732191,0.9738,3.0,5,False,-0.007057201866494,0.0241274712620722,False,registered,L4,,,,mae_all,,90,,,,,,,L4/contrasts_abc.csv,RANDOM,AOPT,-0.0520950751802193,0.0290848938053581,0.0209534047825484,0.0586695333911356,0.0184879696876077,48.0,False,0.02,False,,,,,,,,,,,,,,,,,ABC_mae_all,0.9852,,,0.9738,0.9932832
BQ,AOPT_vs_MAXMIN,0.0102729891478684,-0.0136473858038728,0.0439321703477767,0.4342,4.0,5,True,0.0031871800321865,0.0271545739589833,False,registered,L4,,,,mae_all,,90,,,,,,,L4/contrasts_abc.csv,MAXMIN,AOPT,-0.0201906021181893,0.0364714780965412,0.0151832072005554,0.0425129801615552,0.0246674981500246,43.0,True,0.02,False,,,,,,,,,,,,,,,,,ABC_mae_all,0.7636666666666666,,,0.4342,0.6513
BQ,UNCERT_vs_RANDOM,0.003460481622222,-0.0297813607059143,0.0275366836322493,0.8032,4.0,5,False,-0.0041080375241427,0.009377769031565,False,registered,L4,,,,mae_all,,90,,,,,,,L4/contrasts_abc.csv,RANDOM,UNCERT,-0.0286274164686736,0.0287295343295664,0.0146002556724533,0.0408807158828692,0.0006425237015836,41.0,False,0.02,False,,,,,,,,,,,,,,,,,ABC_mae_all,0.942888888888889,,,0.8032,0.9117405405405407
BQ,UNCERT_vs_MAXMIN,0.0171051908909598,-0.0316807541353728,0.0469683025057793,0.4582,4.0,5,False,-0.0010809348272316,0.0260962917818414,False,registered,L4,,,,mae_all,,90,,,,,,,L4/contrasts_abc.csv,MAXMIN,UNCERT,-0.0231802398276349,0.0515552314201313,0.0204463307127516,0.0572497259957044,0.0068220521640005,48.0,False,0.02,False,,,,,,,,,,,,,,,,,ABC_mae_all,0.7636666666666666,,,0.4582,0.6600681818181818
A,AOPT_vs_RANDOM,0.0367464942577537,0.020355966225097,0.0503655965693927,0.0,5.0,5,True,0.0341099834341064,0.0386428890206514,True,registered,L4,,,,mae_all,,90,,,,,,,L4/contrasts_abc.csv,RANDOM,AOPT,0.0212849635592327,0.0510854038200139,0.0074971586283339,0.0209920441593349,0.0351510448235346,73.0,True,0.02,True,,,,,,,,,,,,,,,,,ABC_mae_all,0.0,,,0.0,0.0
A,AOPT_vs_MAXMIN,0.0530262470701211,0.018826055618105,0.0769539507619964,0.0008,5.0,5,True,0.0359852155651009,0.0563134203537736,True,registered,L4,,,,mae_all,,90,,,,,,,L4/contrasts_abc.csv,MAXMIN,AOPT,0.0262869060294865,0.0843626797337854,0.0154502399824176,0.0432606719507693,0.0409730182360103,66.0,True,0.02,True,,,,,,,,,,,,,,,,,ABC_mae_all,0.0032,,,0.0008,0.004581818181818182
A,UNCERT_vs_RANDOM,-0.0180168616572235,-0.0367463579629918,-0.0013559279123193,0.0358,0.0,5,True,-0.0232836484470616,-0.0157641305866249,False,registered,L4,,,,mae_all,,90,,,,,,,L4/contrasts_abc.csv,RANDOM,UNCERT,-0.0347623957689704,0.0006179365946315,0.0088077739542461,0.0246617670718891,-0.0232799498344671,34.0,True,0.02,False,,,,,,,,,,,,,,,,,ABC_mae_all,0.1022857142857142,,,0.0358,0.08894117647058823
A,UNCERT_vs_MAXMIN,-0.0017371088448561,-0.038501884376995,0.0217253576202585,0.837,2.0,5,False,-0.0176643107992345,0.0016499195934072,False,registered,L4,,,,mae_all,,90,,,,,,,L4/contrasts_abc.csv,MAXMIN,UNCERT,-0.0294802714558282,0.0282628031682154,0.0156408630624348,0.0437944165748176,-0.0174579764219914,37.0,False,0.02,False,,,,,,,,,,,,,,,,,ABC_mae_all,0.942888888888889,,,0.837,0.9217551724137931
BP,AOPT_vs_RANDOM,0.0500653184175216,0.0271535949536361,0.0662252339898734,0.0,5.0,5,True,0.0380146279794162,0.0520666738022732,True,registered,L4,,,,mae_all,,90,,,,,,,L4/contrasts_abc.csv,RANDOM,AOPT,0.0325068500343376,0.0718239216345821,0.0104436054018553,0.029242095125195,0.0393214510644854,75.0,True,0.02,True,,,,,,,,,,,,,,,,,ABC_mae_all,0.0,,,0.0,0.0
BP,AOPT_vs_MAXMIN,0.0582086101520989,0.0151201422531502,0.0919924836408498,0.0002,5.0,5,True,0.0323615798765543,0.0644747395693817,True,registered,L4,,,,mae_all,,90,,,,,,,L4/contrasts_abc.csv,MAXMIN,AOPT,0.0234369436510123,0.1039856089677328,0.021121411425971,0.0591399519927189,0.0420791529591571,69.0,True,0.02,True,,,,,,,,,,,,,,,,,ABC_mae_all,0.001,,,0.0002,0.0012000000000000001
BP,UNCERT_vs_RANDOM,-0.0108938243736635,-0.0408059490681353,0.0318217812106469,0.6496,2.0,5,False,-0.020810017157195,0.0078390100367622,False,registered,L4,,,,mae_all,,90,,,,,,,L4/contrasts_abc.csv,RANDOM,UNCERT,-0.0466422206593633,0.0247855843527013,0.019193837867716,0.053742746029605,0.0042439266846895,42.0,False,0.02,False,,,,,,,,,,,,,,,,,ABC_mae_all,0.942888888888889,,,0.6496,0.8024470588235294
BP,UNCERT_vs_MAXMIN,-0.0027505326390862,-0.0279160051354693,0.0247548085332936,0.8486,3.0,5,False,-0.0068460244633207,0.0042088990309184,False,registered,L4,,,,mae_all,,90,,,,,,,L4/contrasts_abc.csv,MAXMIN,UNCERT,-0.0303844979778911,0.0223809913837336,0.0132471360724821,0.0370919810029501,0.0070016285793611,35.0,False,0.02,False,,,,,,,,,,,,,,,,,ABC_mae_all,0.942888888888889,,,0.8486,0.9217551724137931
B,PLATT_vs_CONST,0.0779028609658918,0.0089528551994403,0.1314656006769559,0.0294,5.0,5,,0.0641159123591534,0.0953118843932154,True,registered,L5,,,,brier,,82,,,,,,,L5/calibration_direction_contrasts.csv,CONST,PLATT,0.0032923245216812,0.1278935079929812,0.0308639623911479,0.0864190946952142,0.0662990720599735,62.0,True,0.02,True,,,,,,,,,,,,,,,,,,,,0.0827586206896551,0.0294,0.080325
BR,PLATT_vs_CONST,0.0153086239593912,-0.0317530943408576,0.0795608195203247,0.5418,4.0,5,,0.0066192053747415,0.0341336020717245,False,registered,L5,,,,brier,,82,,,,,,,L5/calibration_direction_contrasts.csv,CONST,PLATT,-0.0368173249749555,0.0731880220175767,0.0284365572345256,0.0796223602566717,0.0262975429445327,38.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.7339016393442623,0.5418,0.7420304347826086
BQ,PLATT_vs_CONST,0.0859877201090833,-0.0089459505845029,0.1435799644785303,0.0754,5.0,5,,0.054455125134631,0.1022832774459961,False,registered,L5,,,,brier,,82,,,,,,,L5/calibration_direction_contrasts.csv,CONST,PLATT,0.0007710297355641,0.1477463861454246,0.0397894791120584,0.1114105415137636,0.0591565891982185,60.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.1508,0.0754,0.15323225806451612
A,PLATT_vs_CONST,0.0745187547958833,0.0182774667459514,0.1338890331577671,0.0128,4.0,5,,0.0634541732279648,0.0862713849847672,True,registered,L5,,,,brier,,82,,,,,,,L5/calibration_direction_contrasts.csv,CONST,PLATT,0.0145262440072777,0.1299085039267466,0.0286163988334074,0.0801259167335408,0.0729603666698427,63.0,True,0.02,True,,,,,,,,,,,,,,,,,,,,0.0538947368421052,0.0128,0.04817647058823529
BP,PLATT_vs_CONST,0.057816098399788,-0.00178651134146,0.1065076522815477,0.0564,3.0,5,,0.0508566736323732,0.0684271907746526,False,registered,L5,,,,brier,,82,,,,,,,L5/calibration_direction_contrasts.csv,CONST,PLATT,-0.0075418031523019,0.102512425535178,0.0268635936730624,0.0752180622845749,0.0425953141612363,59.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.1253333333333333,0.0564,0.12689999999999999
B,LW_vs_POOLED@k1,-0.0030738118751043,-0.0165532548756384,0.006084375996868,0.5188,1.0,5,,-0.0103746133716644,-0.0012197863290389,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk1,G14_LW@doptk1,-0.0132135976216543,0.0094565515249918,0.0060732413847289,0.0170050758772409,-0.0110593439261722,41.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.7155862068965518,0.5188,0.7183384615384616
B,LOWRANK2_vs_POOLED@k1,0.0033933409256521,-0.0064372879869769,0.0101539574357785,0.5708,5.0,5,,-0.0016807520101757,0.0045411299409692,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk1,G14_LOWRANK2@doptk1,-0.0041953902202051,0.0120707114589823,0.004407448282007,0.0123408551896198,-0.0009426192641144,37.0,False,0.02,False,,,,,,,,,,,,,,,,,,,,0.736516129032258,0.5708,0.757061052631579
B,LOWRANK3_vs_POOLED@k1,0.0010305841049753,-0.0096242752506606,0.0084969711286961,0.9424,2.0,5,,-0.0051179601480219,0.0020941064872753,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk1,G14_LOWRANK3@doptk1,-0.0070998243834833,0.0114565496084384,0.0049139415726216,0.0137590364033406,-0.0055067080487033,39.0,False,0.02,False,,,,,,,,,,,,,,,,,,,,0.9543291139240506,0.9424,0.9732983606557377
B,HIER_vs_POOLED@k1,0.0017729524909751,-0.0075397307723593,0.0080725228143616,0.762,4.0,5,,-0.0028185594268632,0.0028947009474996,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk1,G14_HIER@doptk1,-0.0054252877640382,0.009851287622228,0.0041369459029597,0.0115834485282871,-0.0022858092148548,46.0,False,0.02,False,,,,,,,,,,,,,,,,,,,,0.8585915492957746,0.762,0.889
B,LW_vs_POOLED@k2,-0.7579524264377433,-1.4935844927098352,-0.302716196434604,0.0,0.0,5,,-1.0498119666825985,-0.5788476380935217,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk2,G14_LW@doptk2,-1.4035931994540294,-0.2604107965143469,0.3115449812884468,0.872325947607651,-0.7551368542200904,25.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
B,LOWRANK2_vs_POOLED@k2,0.0096816562713712,0.0008040772024186,0.0179961046345336,0.0328,5.0,5,,0.0074161090051481,0.0110788555007435,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk2,G14_LOWRANK2@doptk2,0.0017137598502894,0.0190991641069697,0.0043110896572318,0.0120710510402491,0.0094014202620294,48.0,True,0.02,True,,,,,,,,,,,,,,,,,,,,0.0874666666666666,0.0328,0.08434285714285715
B,LOWRANK3_vs_POOLED@k2,0.0078564403688628,-0.0020393379026049,0.014949747560917,0.1164,4.0,5,,0.0044148208958774,0.0092129931751133,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk2,G14_LOWRANK3@doptk2,-0.0005726623030273,0.0164266885052002,0.0044007571407966,0.0123221199942306,0.0062539205224222,44.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.2217142857142857,0.1164,0.2256369230769231
