design,comparison,point,ci95_low,ci95_high,p_two_sided,seeds_positive,n_seeds,loco_stable,loco_min,loco_max,passes_P1,family,lead,model,set,target,value,stage,n_units,partial_rho_n_metals,ci_excludes_zero,rho_chemotype_means,clears_familywise_bar,passes_L1_rule,p_bh_within_family,_src,reference,candidate,bca_low,bca_high,bootstrap_se,mde_80,block_macro,units_improved,loco_sign_stable,margin,passes_intervals,p_perm,p_registered,ci_task_low,ci_task_high,p_task_boot,ci_block_low,ci_block_high,p_block_boot,conservative_interval,n_extractants,n_blocks,passes_registered,rule,replicates,permutations,bootstrap_seed,endpoint,p_bh_within_lead_family,budget,p_bh_lead,praw,q_bh126
BR,MIX6meanPC_vs_POOLED@k1,0.0048517855477974,-0.0018677787978945,0.0091699627668532,0.1842,5.0,5,,0.0014803163136694,0.005683779258673,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_mix.csv,G14_POOLED@doptk1,MIX6meanPC_POOLED@doptk1,-0.0003451522794052,0.010440689176398,0.0029462217517349,0.0082494209048579,0.0019227965620875,51.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.3349090909090909,0.1842,0.3413117647058823
BR,MIX6meanPC_vs_POOLED@k2,0.0058796160312945,0.0011697845055544,0.0089882287613806,0.0168,5.0,5,,0.0048429815166848,0.006760495902582,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_mix.csv,G14_POOLED@doptk2,MIX6meanPC_POOLED@doptk2,0.0011853675880337,0.0090018181780318,0.0019818699675222,0.0055492359090622,0.0050246492021914,61.0,True,0.02,True,,,,,,,,,,,,,,,,,,,,0.0672,0.0168,0.0588
BR,MIX6meanPC_vs_POOLED@k3,0.0077091587216265,0.0049563133063084,0.011364375805496,0.0,5.0,5,,0.0071029657763785,0.008524802649955,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_mix.csv,G14_POOLED@doptk3,MIX6meanPC_POOLED@doptk3,0.0049067785169388,0.0112810834268393,0.0016076856613809,0.0045015198518667,0.0087725412248157,61.0,True,0.02,True,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
BQ,MIX6meanPC_vs_POOLED@k1,0.0032345334488317,-0.0032846268330153,0.0074848113657021,0.3874,4.0,5,,-7.956195670125938e-05,0.0040358759497696,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_mix.csv,G14_POOLED@doptk1,MIX6meanPC_POOLED@doptk1,-0.0017596119567604,0.008798323898569,0.0028606025073808,0.0080096870206663,0.0003931616238546,45.0,False,0.02,False,,,,,,,,,,,,,,,,,,,,0.573925925925926,0.3874,0.5952731707317074
BQ,MIX6meanPC_vs_POOLED@k2,0.0050796157200016,0.0002611554646837,0.008202979992924,0.0408,5.0,5,,0.0037490104565931,0.0059568216639307,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_mix.csv,G14_POOLED@doptk2,MIX6meanPC_POOLED@doptk2,0.0004980674186293,0.0083483118625494,0.0020348634756214,0.0056976177317399,0.0043798158133349,55.0,True,0.02,True,,,,,,,,,,,,,,,,,,,,0.0989090909090909,0.0408,0.09699622641509435
BQ,MIX6meanPC_vs_POOLED@k3,0.0076150463473202,0.0048926139244658,0.0109947428081982,0.0,5.0,5,,0.0071476697216972,0.0081225932901912,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_mix.csv,G14_POOLED@doptk3,MIX6meanPC_POOLED@doptk3,0.0049046886107555,0.0110306230229798,0.0015074022317273,0.0042207262488366,0.008875252479211,58.0,True,0.02,True,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
A,MIX6meanPC_vs_POOLED@k1,0.0055537104341107,-0.002204601986915,0.0108902503550403,0.2176,5.0,5,,0.0011837132526438,0.0063100763589946,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_mix.csv,G14_POOLED@doptk1,MIX6meanPC_POOLED@doptk1,-0.0004679894488861,0.0127905949058535,0.0035510284963694,0.0099428797898345,0.0016675087507839,51.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.3703829787234042,0.2176,0.3861633802816901
A,MIX6meanPC_vs_POOLED@k2,0.0064966884401092,0.0007541800007108,0.0097964462375714,0.0286,5.0,5,,0.00445502632381,0.0073235673845235,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_mix.csv,G14_POOLED@doptk2,MIX6meanPC_POOLED@doptk2,0.0017124225724691,0.0103307004560669,0.0023400424367292,0.0065521188228418,0.0042232707521639,60.0,True,0.02,True,,,,,,,,,,,,,,,,,,,,0.0827586206896551,0.0286,0.08008
A,MIX6meanPC_vs_POOLED@k3,0.007580920588481,0.0047773343515685,0.0110592349799128,0.0,5.0,5,,0.0068855825062119,0.0083206772620637,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_mix.csv,G14_POOLED@doptk3,MIX6meanPC_POOLED@doptk3,0.004690688463948,0.0109548757380407,0.0015851858107791,0.0044385202701816,0.0084096114191341,62.0,True,0.02,True,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
BP,MIX6meanPC_vs_POOLED@k1,0.0001627729138326,-0.0028914175639263,0.0031667930797498,0.8804,3.0,5,,-0.0003217230974867,0.0009823323894268,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_mix.csv,G14_POOLED@doptk1,MIX6meanPC_POOLED@doptk1,-0.0032442166262798,0.0028841337553977,0.0015022129160984,0.0042061961650755,0.000391187637073,45.0,False,0.02,False,,,,,,,,,,,,,,,,,,,,0.9267368421052632,0.8804,0.9400881355932202
BP,MIX6meanPC_vs_POOLED@k2,0.0035502336422701,0.0002051353271754,0.0062121684098509,0.0402,5.0,5,,0.003128527544171,0.004452036531902,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_mix.csv,G14_POOLED@doptk2,MIX6meanPC_POOLED@doptk2,-0.0003730399913555,0.0058835452455988,0.0015045591635474,0.0042127656579327,0.0035370513672108,56.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.0989090909090909,0.0402,0.09699622641509435
BP,MIX6meanPC_vs_POOLED@k3,0.0070419538906454,0.0044427102882722,0.01112008309628,0.0,5.0,5,,0.0064505270502531,0.0088861990560053,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_mix.csv,G14_POOLED@doptk3,MIX6meanPC_POOLED@doptk3,0.0038793151352173,0.0102310754093764,0.0017464398094481,0.0048900314664548,0.0092854949933409,57.0,True,0.02,True,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
BP,AOPT_vs_RANDOM,0.0584094969755539,0.0239163753154518,0.085900880915958,0.0,5.0,5,,0.0367282415411718,0.0611051285670772,True,registered,L4,,,,mae_all,,90,,,,,,,L4/_dry/contrasts_abc.csv,RANDOM,AOPT,0.0308559508118158,0.0978657588466453,0.0172303046722939,0.048244853082423,0.0413220128186598,72.0,True,0.02,True,,,,,,,,,,,,,,,,,ABC_mae_all,0.0,,,0.0,0.0
BP,AOPT_vs_MAXMIN,0.0670536953426334,0.0146336097593418,0.1113389614055605,0.0002,5.0,5,,0.0317618203166517,0.0734216461658676,True,registered,L4,,,,mae_all,,90,,,,,,,L4/_dry/contrasts_abc.csv,MAXMIN,AOPT,0.0236308098354581,0.1296746955718064,0.0274010207186752,0.0767228580122906,0.044509252946,70.0,True,0.02,True,,,,,,,,,,,,,,,,,ABC_mae_all,0.0004,,,0.0002,0.0012000000000000001
BP,UNCERT_vs_RANDOM,-0.0025496458156312,-0.0278684359309641,0.0317849529391645,0.8726,3.0,5,,-0.0112587880631539,0.0065526235985178,False,registered,L4,,,,mae_all,,90,,,,,,,L4/_dry/contrasts_abc.csv,RANDOM,UNCERT,-0.0284038229694983,0.0309661109729598,0.0151516663552022,0.0424246657945663,0.0062444884388639,42.0,False,0.02,False,,,,,,,,,,,,,,,,,ABC_mae_all,0.8726,,,0.8726,0.939723076923077
BP,UNCERT_vs_MAXMIN,0.0060945525514483,-0.0249964443509815,0.0288570748793301,0.6334,3.0,5,,0.0015862023739976,0.0131999234280674,False,registered,L4,,,,mae_all,,90,,,,,,,L4/_dry/contrasts_abc.csv,MAXMIN,UNCERT,-0.0278100489683875,0.0276985852684419,0.0136439186857681,0.0382029723201507,0.009431728566204,53.0,True,0.02,False,,,,,,,,,,,,,,,,,ABC_mae_all,0.8445333333333332,,,0.6334,0.7901821782178217
