cell_id,smiles,A,B,ZA,ZB,dZ,logSF_heavy_minus_light,pair
29,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,Nd,Sm,60,62,2,0.08432088570003593,Nd-Sm
29,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,Sm,Eu,62,63,1,0.0,Sm-Eu
31,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,La,Nd,57,60,3,0.22184874961635637,La-Nd
31,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,Nd,Sm,60,62,2,0.3260322646340369,Nd-Sm
31,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,Sm,Eu,62,63,1,0.12569732978266568,Sm-Eu
31,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,Eu,Gd,63,64,1,-0.04676924286893813,Eu-Gd
31,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,Gd,Dy,64,66,2,0.13028687097518254,Gd-Dy
31,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,Dy,Er,66,68,2,0.16243407320602377,Dy-Er
31,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,Er,Lu,68,71,3,-0.007157074784276962,Er-Lu
54,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,La,Ce,57,58,1,0.14612803600000301,La-Ce
54,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,Ce,Pr,58,59,1,0.15490196000000056,Ce-Pr
54,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,Pr,Nd,59,60,1,0.176091258999999,Pr-Nd
54,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,Nd,Sm,60,62,2,0.36797678500000064,Nd-Sm
54,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,Sm,Eu,62,63,1,0.13717319299999975,Sm-Eu
54,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,Eu,Gd,63,64,1,-0.018483404999999786,Eu-Gd
54,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,Gd,Tb,64,65,1,0.45118552000000045,Gd-Tb
54,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,Tb,Dy,65,66,1,0.09017663099999995,Tb-Dy
54,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,Dy,Ho,66,67,1,-0.12493873699999991,Dy-Ho
54,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,Ho,Er,67,68,1,-0.204119983,Ho-Er
54,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,Er,Tm,68,69,1,-0.27300127200000057,Er-Tm
54,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,Tm,Yb,69,70,1,-0.20411998200000014,Tm-Yb
54,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,Yb,Lu,70,71,1,-0.22184875000000037,Yb-Lu
86,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,La,Ce,57,58,1,0.6989700039999618,La-Ce
86,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,Ce,Pr,58,59,1,0.3010299960000382,Ce-Pr
86,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,Pr,Nd,59,60,1,0.3010299959999947,Pr-Nd
86,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,Nd,Sm,60,62,2,1.1760912590000048,Nd-Sm
86,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,Sm,Eu,62,63,1,0.47712125400000027,Sm-Eu
86,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,Eu,Gd,63,64,1,0.08715017600000041,Eu-Gd
86,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,Gd,Tb,64,65,1,0.8616973019999998,Gd-Tb
86,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,Tb,Dy,65,66,1,0.07463361800000003,Tb-Dy
86,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,Dy,Ho,66,67,1,0.043465694000000055,Dy-Ho
86,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,Ho,Er,67,68,1,-0.012589127000000198,Ho-Er
86,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,Er,Tm,68,69,1,-0.04481234499999994,Er-Tm
86,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,Tm,Yb,69,70,1,-0.08872656399999995,Tm-Yb
86,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,Yb,Lu,70,71,1,-0.17609125900000003,Yb-Lu
94,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,La,Ce,57,58,1,0.6911041712781423,La-Ce
94,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,Ce,Pr,58,59,1,0.08331920658625813,Ce-Pr
94,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,Pr,Nd,59,60,1,0.399807944807157,Pr-Nd
94,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,Nd,Sm,60,62,2,0.5452911851922981,Nd-Sm
94,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,Sm,Eu,62,63,1,0.07224009484601046,Sm-Eu
94,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,Eu,Gd,63,64,1,0.09602775779229766,Eu-Gd
94,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,Gd,Tb,64,65,1,0.10184197218377378,Gd-Tb
94,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,Tb,Dy,65,66,1,-0.0640293806133938,Tb-Dy
94,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,Dy,Ho,66,67,1,-0.027975860782102346,Dy-Ho
94,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,Ho,Er,67,68,1,0.10420643256168516,Ho-Er
94,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,Er,Tm,68,69,1,0.035541889634882695,Er-Tm
94,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,Tm,Yb,69,70,1,-0.03731973827612545,Tm-Yb
94,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,Yb,Lu,70,71,1,0.05464574937009625,Yb-Lu
102,CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Nd,Eu,60,63,3,-1.8249684352973585,Nd-Eu
183,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,La,Nd,57,60,3,0.3494933796005813,La-Nd
183,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Nd,Sm,60,62,2,0.07873143297592403,Nd-Sm
183,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Sm,Eu,62,63,1,0.11411641247326432,Sm-Eu
183,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Eu,Gd,63,64,1,0.03329556939336764,Eu-Gd
183,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Gd,Dy,64,66,2,0.25987762840282425,Gd-Dy
183,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Dy,Er,66,68,2,0.10094346541358867,Dy-Er
183,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Er,Lu,68,71,3,0.00898334060115702,Er-Lu
184,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,La,Nd,57,60,3,0.3494933796005813,La-Nd
184,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Nd,Sm,60,62,2,0.07873143297592403,Nd-Sm
184,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Sm,Eu,62,63,1,0.11411641247326432,Sm-Eu
184,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Eu,Gd,63,64,1,0.03329556939336764,Eu-Gd
184,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Gd,Dy,64,66,2,0.25987762840282425,Gd-Dy
184,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Dy,Er,66,68,2,0.10094346541358867,Dy-Er
184,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Er,Lu,68,71,3,0.00898334060115702,Er-Lu
194,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,La,Nd,57,60,3,0.43492357492520756,La-Nd
194,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Nd,Eu,60,63,3,0.1517887245616002,Nd-Eu
249,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Sm,Dy,62,66,4,0.028256759563426215,Sm-Dy
254,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,La,Ce,57,58,1,0.22000000000000064,La-Ce
254,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Ce,Pr,58,59,1,0.039999999999999813,Ce-Pr
254,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Pr,Nd,59,60,1,-0.08000000000000052,Pr-Nd
254,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Nd,Sm,60,62,2,0.3000000000000007,Nd-Sm
254,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Sm,Eu,62,63,1,0.10999999999999999,Sm-Eu
254,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Eu,Gd,63,64,1,0.029999999999999916,Eu-Gd
254,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Gd,Tb,64,65,1,0.13000000000000012,Gd-Tb
254,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Tb,Dy,65,66,1,0.07999999999999996,Tb-Dy
254,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Dy,Ho,66,67,1,0.06000000000000005,Dy-Ho
254,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Ho,Er,67,68,1,0.0,Ho-Er
254,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Er,Tm,68,69,1,-0.050000000000000044,Er-Tm
254,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Tm,Yb,69,70,1,-0.030000000000000138,Tm-Yb
254,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Yb,Lu,70,71,1,0.0,Yb-Lu
255,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,La,Ce,57,58,1,0.09691001300805624,La-Ce
255,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Ce,Pr,58,59,1,0.14612803567823818,Ce-Pr
255,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Pr,Nd,59,60,1,0.057991946977686615,Pr-Nd
255,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Nd,Sm,60,62,2,0.1383026981662815,Nd-Sm
255,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Sm,Eu,62,63,1,-0.04139268515822503,Sm-Eu
255,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Eu,Gd,63,64,1,0.07918124604762478,Eu-Gd
255,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Gd,Tb,64,65,1,0.1995723549052042,Gd-Tb
255,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Tb,Dy,65,66,1,0.10145764075877706,Tb-Dy
255,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Dy,Ho,66,67,1,0.017728766960431575,Dy-Ho
255,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Ho,Er,67,68,1,0.03342375548694976,Ho-Er
255,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Er,Tm,68,69,1,-0.08894108333678108,Er-Tm
255,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Tm,Yb,69,70,1,-0.04139268515822503,Tm-Yb
255,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Yb,Lu,70,71,1,0.0,Yb-Lu
266,CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,La,Ce,57,58,1,0.25302226959289537,La-Ce
266,CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,Ce,Pr,58,59,1,0.11350927482751812,Ce-Pr
266,CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,Pr,Nd,59,60,1,0.0,Pr-Nd
266,CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,Nd,Sm,60,62,2,0.04139268515822508,Nd-Sm
266,CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,Sm,Eu,62,63,1,0.0,Sm-Eu
280,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Nd,Sm,60,62,2,0.36641221374045385,Nd-Sm
280,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Sm,Gd,62,64,2,0.3206106870229002,Sm-Gd
280,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Gd,Dy,64,66,2,0.33008451472192,Gd-Dy
280,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Dy,Er,66,68,2,0.03174754634678001,Dy-Er
280,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Er,Yb,68,70,2,0.61832061068703,Er-Yb
281,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Nd,Sm,60,62,2,0.22900763358768272,Nd-Sm
281,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Sm,Gd,62,64,2,0.2507046868529935,Sm-Gd
281,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Gd,Dy,64,66,2,0.06472533864556373,Gd-Dy
281,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Dy,Er,66,68,2,0.30518792842389786,Dy-Er
281,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Er,Yb,68,70,2,0.1900763358778652,Er-Yb
282,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Nd,Sm,60,62,2,0.34351145038168,Nd-Sm
282,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Sm,Gd,62,64,2,0.22900763358778592,Sm-Gd
282,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Gd,Dy,64,66,2,0.45058615049072503,Gd-Dy
282,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Dy,Er,66,68,2,0.14025354416575997,Dy-Er
282,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Er,Yb,68,70,2,0.57251908396946,Er-Yb
283,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Nd,Sm,60,62,2,0.5587786259541976,Nd-Sm
283,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Sm,Gd,62,64,2,0.12366412213740437,Sm-Gd
283,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Gd,Dy,64,66,2,0.42932115594329345,Gd-Dy
283,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Dy,Er,66,68,2,0.14777808069792753,Dy-Er
283,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Er,Yb,68,70,2,0.650381679389307,Er-Yb
284,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Sm,Gd,62,64,2,0.2473282442748081,Sm-Gd
284,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Gd,Dy,64,66,2,0.40655670665212656,Gd-Dy
284,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Dy,Er,66,68,2,0.1568020719738274,Dy-Er
284,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Er,Yb,68,70,2,0.719083969465647,Er-Yb
286,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Nd,Sm,60,62,2,0.3712871287128715,Nd-Sm
286,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Sm,Gd,62,64,2,0.23762376237623636,Sm-Gd
286,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Gd,Dy,64,66,2,0.21278961652510528,Gd-Dy
286,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Dy,Er,66,68,2,0.07681434387093483,Dy-Er
287,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Nd,Yb,60,70,10,1.5519801980197998,Nd-Yb
289,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Sm,Gd,62,64,2,0.27475247524751667,Sm-Gd
289,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Gd,Dy,64,66,2,0.28589108910891037,Gd-Dy
289,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Dy,Er,66,68,2,0.0519801980198098,Dy-Er
292,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Nd,Sm,60,62,2,0.6089108910890999,Nd-Sm
292,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Sm,Gd,62,64,2,0.3675742574257501,Sm-Gd
292,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Gd,Dy,64,66,2,0.31188118811880994,Gd-Dy
292,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Dy,Er,66,68,2,-0.03712871287129005,Dy-Er
294,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Dy,Yb,66,70,4,0.2153465346534702,Dy-Yb
295,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Nd,Sm,60,62,2,0.74628712871287,Nd-Sm
295,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Sm,Gd,62,64,2,0.24504950495048994,Sm-Gd
295,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Gd,Er,64,68,4,0.3638613861386202,Gd-Er
296,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Gd,Dy,64,66,2,0.17450495049505,Gd-Dy
296,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Dy,Yb,66,70,4,0.18564356435644003,Dy-Yb
298,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,Nd,Sm,60,62,2,0.73886138613861,Nd-Sm
