feature_set,split_seed,arm,bin,n_rows,n_ligands,pooled_mae,macro_mae_ligand,offset_mae,shape_mae,shape_r2,mean_prediction_sd
MC_lig2d_ext_massaction,130363,BASE,"[0.0, 0.4)",622,37,1.259821974922493,1.430102662729353,1.3022288431083424,0.45699691132803827,0.1019216582512732,
MC_lig2d_ext_massaction,130363,BASE,"[0.4, 0.6)",1540,49,1.0203184284164748,1.203539472513616,1.0331127468258412,0.5667180160079358,0.3046025932990548,
MC_lig2d_ext_massaction,130363,BASE,"[0.6, 0.8)",3086,66,1.052117963248073,0.972142395336166,0.7282768814480238,0.5473936073751584,0.12452562003316625,
MC_lig2d_ext_massaction,130363,EXPANDED,"[0.0, 0.4)",622,37,1.1800728627900838,1.0857027106348682,0.9782163119745643,0.3805063701405789,0.13235722770430913,
MC_lig2d_ext_massaction,130363,EXPANDED,"[0.4, 0.6)",1540,49,1.0243823535801717,1.1351406651776919,0.9502164805090885,0.5511653546337422,0.29571977896366886,
MC_lig2d_ext_massaction,130363,EXPANDED,"[0.6, 0.8)",3086,66,1.0463156497343313,0.9284071955116909,0.6958775731518672,0.5472861745910769,0.10050634300063455,
MC_lig2d_ext_massaction,130363,EXPANDED_ROWMATCHED,"[0.0, 0.4)",622,37,1.1478441474580185,1.0939544660155378,0.9815275489909834,0.38587825752389576,0.10262176160520187,
MC_lig2d_ext_massaction,130363,EXPANDED_ROWMATCHED,"[0.4, 0.6)",1540,49,1.0382431408260073,1.1550622598901885,0.9725581117613388,0.556269652088566,0.3028827000391675,
MC_lig2d_ext_massaction,130363,EXPANDED_ROWMATCHED,"[0.6, 0.8)",3086,66,1.0348191729094574,0.9328954879868983,0.696597772292059,0.544518055957093,0.15543623594355427,
MC_lig2d_ext_massaction,130363,EXPANDED_SHUFFLED,"[0.0, 0.4)",622,37,1.3933226570694077,1.535070279819148,1.454079196518173,0.38639603707816156,0.1794216578005403,
MC_lig2d_ext_massaction,130363,EXPANDED_SHUFFLED,"[0.4, 0.6)",1540,49,1.0864366555050786,1.1325707534102,0.9400785526470066,0.5661029082142229,0.256808989110192,
MC_lig2d_ext_massaction,130363,EXPANDED_SHUFFLED,"[0.6, 0.8)",3086,66,1.0388616576097602,0.9463370580721503,0.7269495105768374,0.5695915096545552,0.15103454593359167,
MC_lig2d_ext_massaction,155921,BASE,"[0.0, 0.4)",539,38,1.458324967914456,1.5501564233271659,1.4796324381814074,0.4471389220305936,0.009991038733460855,
MC_lig2d_ext_massaction,155921,BASE,"[0.4, 0.6)",1656,50,1.1961774231295983,1.238049748178137,1.0837384567411954,0.5680273657916096,0.2887876915176605,
MC_lig2d_ext_massaction,155921,BASE,"[0.6, 0.8)",3053,64,1.1454903806956573,0.8947094512219995,0.6952751559065808,0.5097791745588026,0.13481911075090647,
MC_lig2d_ext_massaction,155921,EXPANDED,"[0.0, 0.4)",539,38,1.203693651899493,1.090738740345,0.9887308384585708,0.39858269014949,0.003087923908252077,
MC_lig2d_ext_massaction,155921,EXPANDED,"[0.4, 0.6)",1656,50,1.1631528606576327,1.1311562896361742,0.9765043172961905,0.5452440092238559,0.2785296509625155,
MC_lig2d_ext_massaction,155921,EXPANDED,"[0.6, 0.8)",3053,64,1.0936279960690036,0.9070478164898819,0.6962414388282218,0.5204862050535077,0.1754296204781418,
MC_lig2d_ext_massaction,155921,EXPANDED_ROWMATCHED,"[0.0, 0.4)",539,38,1.179992698667043,1.0706312047028508,0.9774991057763387,0.39202244521256113,0.030274545915646933,
MC_lig2d_ext_massaction,155921,EXPANDED_ROWMATCHED,"[0.4, 0.6)",1656,50,1.1592199036109556,1.135851055138599,0.9748864247448088,0.546252109102408,0.26269088929474815,
MC_lig2d_ext_massaction,155921,EXPANDED_ROWMATCHED,"[0.6, 0.8)",3053,64,1.0946491639309968,0.900354338134585,0.6799883356468326,0.5308502320355407,0.16027577882197708,
MC_lig2d_ext_massaction,155921,EXPANDED_SHUFFLED,"[0.0, 0.4)",539,38,1.5726027604905646,1.649072578925859,1.5889285423858226,0.4859008636992805,-0.022492480469952003,
MC_lig2d_ext_massaction,155921,EXPANDED_SHUFFLED,"[0.4, 0.6)",1656,50,1.2152199876106993,1.2485503987429825,1.1098894994458923,0.5820699927393345,0.23432769981098034,
MC_lig2d_ext_massaction,155921,EXPANDED_SHUFFLED,"[0.6, 0.8)",3053,64,1.092917504876624,0.9630313006065616,0.7622670315438569,0.5423051906302006,0.19537954895767862,
MC_lig2d_ext_massaction,196613,BASE,"[0.0, 0.4)",524,35,1.463182260178985,1.5739282235088339,1.4631539779591023,0.5026765709135047,-0.11278794780217494,
MC_lig2d_ext_massaction,196613,BASE,"[0.4, 0.6)",1171,41,1.2887162225754902,1.3736063761517685,1.2128493934463196,0.5890817742247662,0.21879885578650426,
MC_lig2d_ext_massaction,196613,BASE,"[0.6, 0.8)",3553,76,1.2788586382283158,1.0190440517895538,0.8441281921353369,0.5186983863700351,0.14315302836551969,
MC_lig2d_ext_massaction,196613,EXPANDED,"[0.0, 0.4)",524,35,1.3018525002018644,1.168435195399945,1.0443036418224274,0.40039581980782224,-0.04161092417495027,
MC_lig2d_ext_massaction,196613,EXPANDED,"[0.4, 0.6)",1171,41,1.2473285682286608,1.1685281632264408,1.004209909657603,0.5724469779560797,0.18335061094592608,
MC_lig2d_ext_massaction,196613,EXPANDED,"[0.6, 0.8)",3553,76,1.1512534120493283,1.0042926978455355,0.8240414682206721,0.527489269451131,0.16774089463911157,
MC_lig2d_ext_massaction,196613,EXPANDED_ROWMATCHED,"[0.0, 0.4)",524,35,1.284149715555177,1.1659618114261026,1.0599739064133233,0.39371418673753555,-0.043944607679003544,
MC_lig2d_ext_massaction,196613,EXPANDED_ROWMATCHED,"[0.4, 0.6)",1171,41,1.2524504467506272,1.1813486632892785,1.0181089272968407,0.58037484563213,0.16303631617591363,
MC_lig2d_ext_massaction,196613,EXPANDED_ROWMATCHED,"[0.6, 0.8)",3553,76,1.1255428112997632,0.9999210563148002,0.8127861611709566,0.5317854054330295,0.19104845021290484,
MC_lig2d_ext_massaction,196613,EXPANDED_SHUFFLED,"[0.0, 0.4)",524,35,1.491818907329902,1.6134124235885712,1.5522147171191334,0.42651343955192916,-0.005343412088191668,
MC_lig2d_ext_massaction,196613,EXPANDED_SHUFFLED,"[0.4, 0.6)",1171,41,1.3309702887157744,1.3566361775513147,1.1971308357383696,0.6197750476539764,0.20358513441542447,
MC_lig2d_ext_massaction,196613,EXPANDED_SHUFFLED,"[0.6, 0.8)",3553,76,1.3173603454331149,1.068151563117947,0.88476662485334,0.5510881036170727,0.15622648091592262,
MC_lig2d_ext_massaction,262147,BASE,"[0.0, 0.4)",542,37,1.3482421993345914,1.5001786376958082,1.4214233314355038,0.45032859301653816,0.08483010343471598,
MC_lig2d_ext_massaction,262147,BASE,"[0.4, 0.6)",1393,53,1.3138810506811816,1.3791929292961556,1.2517765782237162,0.6131892593583774,0.24163344469209114,
MC_lig2d_ext_massaction,262147,BASE,"[0.6, 0.8)",3313,62,1.1378942448344094,0.9512055465002667,0.7853647035491856,0.45969283668909083,0.17356585365919852,
MC_lig2d_ext_massaction,262147,EXPANDED,"[0.0, 0.4)",542,37,1.1482566677596548,1.0516488353156517,0.9445246718181214,0.3756974780645836,0.08982100192865139,
MC_lig2d_ext_massaction,262147,EXPANDED,"[0.4, 0.6)",1393,53,1.2609950072393419,1.221719661563566,1.0861470816359766,0.6008885339643735,0.19961805142604572,
MC_lig2d_ext_massaction,262147,EXPANDED,"[0.6, 0.8)",3313,62,1.096044657870979,0.9163287300509652,0.7338245651567049,0.4753810448183423,0.18970750142162962,
MC_lig2d_ext_massaction,262147,EXPANDED_ROWMATCHED,"[0.0, 0.4)",542,37,1.1633875533417386,1.0550849631151624,0.9448577743705858,0.38077439990073236,0.07393071712373434,
MC_lig2d_ext_massaction,262147,EXPANDED_ROWMATCHED,"[0.4, 0.6)",1393,53,1.3123302429317483,1.2673156557345608,1.1400769368005186,0.6025032069649516,0.1852676356304449,
MC_lig2d_ext_massaction,262147,EXPANDED_ROWMATCHED,"[0.6, 0.8)",3313,62,1.0861976353503047,0.9227403708939043,0.7404023339164628,0.4814314961347669,0.20426781738104827,
MC_lig2d_ext_massaction,262147,EXPANDED_SHUFFLED,"[0.0, 0.4)",542,37,1.513062097622202,1.6920298552284807,1.6111681848181674,0.42417597291217307,0.07463576576403341,
MC_lig2d_ext_massaction,262147,EXPANDED_SHUFFLED,"[0.4, 0.6)",1393,53,1.3627968906997483,1.3647776718888553,1.2344558229373515,0.6126021703959803,0.21368903041154852,
MC_lig2d_ext_massaction,262147,EXPANDED_SHUFFLED,"[0.6, 0.8)",3313,62,1.110727145537889,0.9785773470851428,0.7903332453984933,0.5030971119862705,0.21375589040533505,
