rank,smiles,name,aopt_reduction,aopt_reduction_cohort_plus_pool,own_variance,measured_lanthanide,n_rows_bundle,n_publications,chemotype_frozen,chemotype_in_cohort,nn_tanimoto_cohort,nn_cohort_extractant,nn_cohort_name,nn_cohort_chemotype,label,is_new_T_lt_0.7,p_heavy_G14_full_cohort,direction_G14,donor_census,donor_census_source,topo_census,dopt3_pairs_all,dopt3_pairs_with_measured,pool,lead
11,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1ccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc1,LL3,11.192851663508522,1.8030084074945267,81.4438408786914,Eu,9,1,sc009,True,0.631578947368421,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,DODDdDGA,sc009,sc009,True,0.9998811753242753,heavy,O(amide_carbonyl)=2 O(ether)=1 N(aromatic)=0 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=3 dentate=3 core_cn=9 n_ligands=3 n_fill=0,frozen chemistry map,topicity=2 estimated_denticity_per_pocket=3 n_donor_bearing_branches=2 n_amide_branches=4 n_donor_pairs_within_3=4 frac_donor_pairs_within_3=0.266667 donor_network_diameter=19,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
12,CCCCN(CCCC)C(=O)COCC(=O)NCCCCCCNC(=O)COCC(=O)N(CCCC)CCCC,L6a,11.192851663508522,1.8030084074945267,81.4438408786914,Eu,1,1,sc009,True,0.6875,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,TBDGA,sc009,sc009,True,0.9998811753242753,heavy,O(amide_carbonyl)=2 O(ether)=1 N(aromatic)=0 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=3 dentate=3 core_cn=9 n_ligands=3 n_fill=0,frozen chemistry map,topicity=2 estimated_denticity_per_pocket=3 n_donor_bearing_branches=2 n_amide_branches=4 n_donor_pairs_within_3=4 frac_donor_pairs_within_3=0.266667 donor_network_diameter=19,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
13,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,LL7,10.770793723744024,1.7330422703174848,107.46711969535349,Eu,11,1,sc009,True,0.7272727272727273,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,DODDdDGA,sc009,sc009,False,0.9998843201238443,heavy,O(amide_carbonyl)=2 O(ether)=1 N(aromatic)=0 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=3 dentate=3 core_cn=9 n_ligands=3 n_fill=0,frozen chemistry map,topicity=2 estimated_denticity_per_pocket=3 n_donor_bearing_branches=2 n_amide_branches=4 n_donor_pairs_within_3=4 frac_donor_pairs_within_3=0.266667 donor_network_diameter=20,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
14,CCCCN(CCCC)C(=O)COCC(=O)N(CCN(C(=O)COCC(=O)N(CCCC)CCCC)C(C)C)C(C)C,TBi-PE-BisDGA,10.487968279643441,1.683572045601054,36.014883702440216,Eu,6,1,sc009,True,0.7333333333333333,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,TBDGA,sc009,sc009,False,0.9998988548220874,heavy,O(amide_carbonyl)=2 O(ether)=1 N(aromatic)=0 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=3 dentate=3 core_cn=9 n_ligands=3 n_fill=0,frozen chemistry map,topicity=2 estimated_denticity_per_pocket=3 n_donor_bearing_branches=2 n_amide_branches=4 n_donor_pairs_within_3=4 frac_donor_pairs_within_3=0.266667 donor_network_diameter=15,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
15,CCCCN(CCCC)C(=O)COCC(=O)N(CC)CCN(CC)C(=O)COCC(=O)N(CCCC)CCCC,TBEE-BisDGA,10.487968279643441,1.683572045601054,36.014883702440216,Eu,6,1,sc009,True,0.8461538461538461,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,TBDGA,sc009,sc009,False,0.9998988548220874,heavy,O(amide_carbonyl)=2 O(ether)=1 N(aromatic)=0 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=3 dentate=3 core_cn=9 n_ligands=3 n_fill=0,frozen chemistry map,topicity=2 estimated_denticity_per_pocket=3 n_donor_bearing_branches=2 n_amide_branches=4 n_donor_pairs_within_3=4 frac_donor_pairs_within_3=0.266667 donor_network_diameter=15,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
16,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCOc1cc(OCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc(OCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1,HOOxyBenDGA,9.667419982066003,1.514236266700868,167.10879009313302,Eu,15,2,sc009,True,0.5714285714285714,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,DODDdDGA,sc009,sc009,True,0.999999994437401,heavy,O(amide_carbonyl)=2 O(ether)=1 N(aromatic)=0 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=3 dentate=3 core_cn=9 n_ligands=3 n_fill=0,frozen chemistry map,topicity=4 estimated_denticity_per_pocket=3 n_donor_bearing_branches=4 n_amide_branches=6 n_donor_pairs_within_3=6 frac_donor_pairs_within_3=0.0909091 donor_network_diameter=24,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
17,CCCCCC(C)Oc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,L2c,9.259637911061036,1.462965871720446,31.18432553768169,Eu,1,1,sc009,True,0.45454545454545453,CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,DODDbDGA,sc009,sc009,True,0.9999774496882509,heavy,O(amide_carbonyl)=2 O(ether)=1 N(aromatic)=0 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=3 dentate=3 core_cn=9 n_ligands=3 n_fill=0,frozen chemistry map,topicity=3 estimated_denticity_per_pocket=3 n_donor_bearing_branches=3 n_amide_branches=4 n_donor_pairs_within_3=4 frac_donor_pairs_within_3=0.190476 donor_network_diameter=18,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
18,CCCCCCOc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,L2a,9.259637911061036,1.462965871720446,31.18432553768169,Eu,1,1,sc009,True,0.5,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,DODDdDGA,sc009,sc009,True,0.9999774496882509,heavy,O(amide_carbonyl)=2 O(ether)=1 N(aromatic)=0 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=3 dentate=3 core_cn=9 n_ligands=3 n_fill=0,frozen chemistry map,topicity=3 estimated_denticity_per_pocket=3 n_donor_bearing_branches=3 n_amide_branches=4 n_donor_pairs_within_3=4 frac_donor_pairs_within_3=0.190476 donor_network_diameter=18,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
19,CCCCCCCCCCCCOc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,L2b,9.259637911061036,1.462965871720446,31.18432553768169,Eu,1,1,sc009,True,0.5,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,DODDdDGA,sc009,sc009,True,0.9999774496882509,heavy,O(amide_carbonyl)=2 O(ether)=1 N(aromatic)=0 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=3 dentate=3 core_cn=9 n_ligands=3 n_fill=0,frozen chemistry map,topicity=3 estimated_denticity_per_pocket=3 n_donor_bearing_branches=3 n_amide_branches=4 n_donor_pairs_within_3=4 frac_donor_pairs_within_3=0.190476 donor_network_diameter=18,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
20,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCNC(=O)c1cc(C(=O)NCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc(C(=O)NCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1,HOAmBenDGA,8.373154049756208,1.2965046297156493,158.03654004483414,Eu,15,2,sc009,True,0.5853658536585366,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,DODDdDGA,sc009,sc009,True,0.9999999995016446,heavy,O(amide_carbonyl)=2 O(ether)=1 N(aromatic)=0 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=3 dentate=3 core_cn=9 n_ligands=3 n_fill=0,frozen chemistry map,topicity=6 estimated_denticity_per_pocket=3 n_donor_bearing_branches=6 n_amide_branches=9 n_donor_pairs_within_3=6 frac_donor_pairs_within_3=0.0909091 donor_network_diameter=24,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
21,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCOCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,LL9,7.015659869825462,1.115155890400644,30.79068953492837,Eu,23,1,sc009,True,0.6666666666666666,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,DODDdDGA,sc009,sc009,True,0.9999938999585203,heavy,O(amide_carbonyl)=2 O(ether)=1 N(aromatic)=0 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=3 dentate=3 core_cn=9 n_ligands=3 n_fill=0,frozen chemistry map,topicity=3 estimated_denticity_per_pocket=3 n_donor_bearing_branches=3 n_amide_branches=4 n_donor_pairs_within_3=4 frac_donor_pairs_within_3=0.190476 donor_network_diameter=20,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
22,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCOCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,L8,5.8052805664158615,0.9165197744750698,36.20791952909316,Eu,1,1,sc009,True,0.6857142857142857,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,DODDdDGA,sc009,sc009,True,0.9999906048620144,heavy,O(amide_carbonyl)=4 O(ether)=3 N(aromatic)=0 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=7 dentate=7 core_cn=9 n_ligands=1 n_fill=2,frozen chemistry map,topicity=3 estimated_denticity_per_pocket=3 n_donor_bearing_branches=3 n_amide_branches=4 n_donor_pairs_within_3=4 frac_donor_pairs_within_3=0.190476 donor_network_diameter=18,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
23,CCCCCCCCN(CCCCCCCC)C(=S)c1ccc(C(=S)N(CCCCCCCC)CCCCCCCC)s1,T8-THP-TAM,4.975777684826543,0.7896756357439,8.825536353032327,Eu,4,1,sc049,False,0.4,CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC,N-N-N-N-tetraoctylpropanediamide,sc036,new,True,2.327888854552825e-06,light,O(amide_carbonyl)=0 O(ether)=0 N(aromatic)=0 N(amine)=2 S(donor)=3 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=5 dentate=5 core_cn=9 n_ligands=1 n_fill=4,frozen chemistry map,topicity=2 estimated_denticity_per_pocket=1 n_donor_bearing_branches=2 n_amide_branches=0 n_donor_pairs_within_3=0 frac_donor_pairs_within_3=0 donor_network_diameter=6,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
24,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1,TWE-9,4.787753781183598,0.7635749522262116,7.309633428243011,Eu,2,1,sc039,False,0.5714285714285714,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,NTAamide(C8),sc032,new,True,2.030568903510477e-05,light,O(amide_carbonyl)=2 O(ether)=0 N(aromatic)=0 N(amine)=1 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=3 dentate=3 core_cn=9 n_ligands=3 n_fill=0,frozen chemistry map,topicity=2 estimated_denticity_per_pocket=1 n_donor_bearing_branches=2 n_amide_branches=2 n_donor_pairs_within_3=0 frac_donor_pairs_within_3=0 donor_network_diameter=6,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
25,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc(C(=O)N(CCCCCCCC)CCCCCCCC)s1,T8-THP-CAM,4.747930759952893,0.7564576637344219,7.176707980699106,Eu,4,1,sc048,False,0.5384615384615384,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,2-N-2-N-9-N-9-N-tetraoctyl-1-10-phenanthroline-2-9-dicarboxamide,sc029,new,True,4.7210145391098944e-05,light,O(amide_carbonyl)=2 O(ether)=0 N(aromatic)=0 N(amine)=0 S(donor)=1 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=3 dentate=3 core_cn=9 n_ligands=3 n_fill=0,frozen chemistry map,topicity=2 estimated_denticity_per_pocket=1 n_donor_bearing_branches=2 n_amide_branches=2 n_donor_pairs_within_3=0 frac_donor_pairs_within_3=0 donor_network_diameter=6,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
26,CCCCCCCCCCCCNC(=O)c1cc(=O)cc(C(=O)NCCCCCCCCCCCC)o1,DO-PyranDGA,4.747930759952893,0.7564576637344219,7.176707980699106,Eu,3,1,sc022,False,0.3,CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC,N-N-N-N-tetraoctylpropanediamide,sc036,new,True,4.7210145391098944e-05,light,O(amide_carbonyl)=2 O(ether)=1 N(aromatic)=0 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=1 n_total=4 dentate=4 core_cn=9 n_ligands=2 n_fill=1,frozen chemistry map,topicity=2 estimated_denticity_per_pocket=1 n_donor_bearing_branches=2 n_amide_branches=2 n_donor_pairs_within_3=0 frac_donor_pairs_within_3=0 donor_network_diameter=6,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
27,CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,DPhen-PyranDGA,4.747930759952893,0.7564576637344219,7.176707980699106,Eu,3,1,sc004,False,0.17391304347826086,CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,N-N-dimethyl-N-N-diphenylpropanediamide,sc075,new,True,4.7210145391098944e-05,light,O(amide_carbonyl)=2 O(ether)=1 N(aromatic)=0 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=1 n_total=4 dentate=3 core_cn=9 n_ligands=3 n_fill=0,frozen chemistry map,topicity=2 estimated_denticity_per_pocket=1 n_donor_bearing_branches=2 n_amide_branches=2 n_donor_pairs_within_3=0 frac_donor_pairs_within_3=0 donor_network_diameter=6,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
