extractant,extractant_name,chemotype,split_seed,n_cells,sd_obs,sd_pred,range_obs,range_pred,corr,slope_pred_on_obs,acid_slope_obs,acid_slope_pred,rms_within_err,mean_abs_drz,arm
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,TDdDGA,sc009,155921,8,0.9351176584667671,0.13961219203296726,2.9078424473739286,0.3301362538353474,0.22721913575273464,0.03392360450800215,1.8250926102648148,-0.03573282666032932,0.8545653580813762,1.0844417373689088,C_DIRECT_ROW
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,TDdDGA,sc009,196613,8,0.9351176584667671,0.1790433405216118,2.9078424473739286,0.4521188447218816,0.09832486568978542,0.018825879556485424,1.8250926102648148,-0.09386813560036293,0.8742882901235004,1.0844417373689088,C_DIRECT_ROW
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,TDdDGA,sc009,262147,8,0.9351176584667671,0.18781041395327275,2.9078424473739286,0.39208048509997334,0.4625524461181714,0.09289971758526042,1.8250926102648148,0.07935430391647715,0.8086041021411245,1.0844417373689088,C_DIRECT_ROW
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,DOODA (C12),sc009,104729,6,0.4696530404470176,0.13850892544401977,1.2731636219282607,0.37901861156130495,-0.25253429734305605,-0.07447679701903948,0.03553380947054091,0.01777889669359069,0.47663227235723926,0.8288261266412142,C_DIRECT_ROW
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,DOODA (C12),sc009,130363,6,0.4696530404470176,0.20797254420514236,1.2731636219282607,0.5600536641344004,-0.17602808737127534,-0.07794905180923471,0.03553380947054091,0.08489070185530553,0.4985091293752845,0.8288261266412142,C_DIRECT_ROW
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,DOODA (C12),sc009,155921,6,0.4696530404470176,0.059499230437832645,1.2731636219282607,0.1752598731254742,-0.46022536562975147,-0.05830486066240955,0.03553380947054091,0.007325194660698342,0.4562850050285498,0.8288261266412142,C_DIRECT_ROW
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,DOODA (C12),sc009,196613,6,0.4696530404470176,0.17526936535826282,1.2731636219282607,0.5043659416268311,-0.3400704513848284,-0.12691056388048846,0.03553380947054091,0.007919231240026593,0.5060300261074071,0.8288261266412142,C_DIRECT_ROW
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,DOODA (C12),sc009,262147,6,0.4696530404470176,0.16371431220115193,1.2731636219282607,0.43106429883105307,-0.1758389185599408,-0.06129492440384323,0.03553380947054091,0.030225417844072174,0.4782053996312048,0.8288261266412142,C_DIRECT_ROW
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,mTDDGA,sc027,104729,5,0.06465310258226671,0.01783320458130978,0.16741408545839392,0.046037138144834344,-0.48373871459558604,-0.13342919545595067,-0.08640527566940233,0.04164488458307077,0.06701355833345556,0.8739942092493049,C_DIRECT_ROW
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,mTDDGA,sc027,130363,5,0.06465310258226671,0.012731951800631244,0.16741408545839392,0.03178295359769484,0.00045534578363039003,8.966995145296275e-05,-0.08640527566940233,-0.007320275506096798,0.058933023849973634,0.8739942092493049,C_DIRECT_ROW
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,mTDDGA,sc027,155921,5,0.06465310258226671,0.02891893377942635,0.16741408545839392,0.0796443744665401,-0.23092771322275144,-0.10329254095772925,-0.08640527566940233,-0.07901893636184297,0.06858489009951516,0.8739942092493049,C_DIRECT_ROW
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,mTDDGA,sc027,196613,5,0.06465310258226671,0.02658534461672355,0.16741408545839392,0.06797009743664778,-0.6285622550979857,-0.2584646907483179,-0.08640527566940233,0.10326990390954832,0.07508704961093346,0.8739942092493049,C_DIRECT_ROW
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,mTDDGA,sc027,262147,5,0.06465310258226671,0.04688069304393683,0.16741408545839392,0.1018504114478847,0.05485283415797399,0.03977440800273765,-0.08640527566940233,0.19919450310841302,0.06954312112460931,0.8739942092493049,C_DIRECT_ROW
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,DHD2DGA,sc009,104729,20,0.0961102067070656,0.019375930483860063,0.4436245241812457,0.09371646403959127,0.0008087059854259391,0.00016303607590013676,-0.10404262267836506,-0.01029086814736164,0.09554636154427508,0.8705748960844092,C_DIRECT_ROW
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,DHD2DGA,sc009,130363,20,0.0961102067070656,0.030659996361306993,0.4436245241812457,0.08210676426589747,0.5462359285152584,0.1742540376771638,-0.10404262267836506,-0.042388980409345786,0.08130239431392836,0.8705748960844092,C_DIRECT_ROW
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,DHD2DGA,sc009,155921,20,0.0961102067070656,0.03744954250064744,0.4436245241812457,0.1018108599089882,0.46778062794159064,0.18227169732837886,-0.10404262267836506,-0.05076416518302278,0.08311844311084171,0.8705748960844092,C_DIRECT_ROW
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,DHD2DGA,sc009,196613,20,0.0961102067070656,0.015380763543219484,0.4436245241812457,0.05656132438245762,0.5087721860473916,0.08142012132813883,-0.10404262267836506,-0.015491789639363089,0.08701194513844715,0.8705748960844092,C_DIRECT_ROW
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,DHD2DGA,sc009,262147,20,0.0961102067070656,0.014756002416814797,0.4436245241812457,0.06945302384036728,-0.13584003194217736,-0.020855806145005294,-0.10404262267836506,-0.0005419965571042174,0.09668608137796986,0.8705748960844092,C_DIRECT_ROW
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,DMDODGA,sc009,104729,23,0.2789781649404835,0.016892407128820473,1.0539838473523833,0.08004427490852122,0.7054425793324888,0.04271525428748833,-0.34783323137346117,-0.01653711489674149,0.2614536886602953,1.248266688360875,C_DIRECT_ROW
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,DMDODGA,sc009,130363,23,0.2789781649404835,0.023250436715017198,1.0539838473523833,0.10244860662587776,0.7495813707799132,0.06247117665209477,-0.34783323137346117,-0.02102904374129219,0.25624345118080316,1.248266688360875,C_DIRECT_ROW
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,DMDODGA,sc009,155921,23,0.2789781649404835,0.031614207531987064,1.0539838473523833,0.11111629499518288,0.47743219594227526,0.054103304207307475,-0.34783323137346117,-0.0811941103715669,0.259510158292482,1.248266688360875,C_DIRECT_ROW
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,DMDODGA,sc009,196613,23,0.2789781649404835,0.02294113320078234,1.0539838473523833,0.07274423198533611,0.27882294399977936,0.022928368960695607,-0.34783323137346117,-0.04363068412729753,0.2674594648051753,1.248266688360875,C_DIRECT_ROW
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,DMDODGA,sc009,262147,23,0.2789781649404835,0.01583751550491143,1.0539838473523833,0.07237888336047091,0.22070048468900066,0.012529107247333082,-0.34783323137346117,-0.0056305560925954574,0.26985073403184057,1.248266688360875,C_DIRECT_ROW
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,TODGA,sc009,104729,53,0.4542719300167422,0.12968681481386243,2.401049131971475,0.40851722304641686,0.34211097950167296,0.09766679451840098,-0.11003828744039575,-0.014600722422732807,0.4235818903495221,1.1071935802043962,C_DIRECT_ROW
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,TODGA,sc009,130363,53,0.4542719300167422,0.21675511468437192,2.401049131971475,0.7401073062732528,0.39076324268401447,0.18645204751983918,-0.11003828744039575,-0.020068081127497434,0.416009626597779,1.1071935802043962,C_DIRECT_ROW
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,TODGA,sc009,155921,53,0.4542719300167422,0.2275743505782425,2.401049131971475,0.648596677211708,0.34090928236101725,0.17078362851198842,-0.11003828744039575,-0.025714385411844287,0.42909831032035417,1.1071935802043962,C_DIRECT_ROW
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,TODGA,sc009,196613,53,0.4542719300167422,0.09398649230308227,2.401049131971475,0.3752506380535533,0.31568915204985454,0.0653144385527117,-0.11003828744039575,-0.008985457298709892,0.42975317754293685,1.1071935802043962,C_DIRECT_ROW
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,TODGA,sc009,262147,53,0.4542719300167422,0.035237926981341594,2.401049131971475,0.20909892148712497,0.3999647849366066,0.03102531535722386,-0.11003828744039575,0.002794942647751614,0.4371776270128715,1.1071935802043962,C_DIRECT_ROW
CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,C5BTBP,sc061,104729,16,0.15148132836038922,0.004595612468111185,0.572949504824444,0.015357272974772629,-0.20269723463937317,-0.006149391141752997,-0.38442512838403065,0.005170244522329867,0.1476374179111247,1.22530035407756,C_DIRECT_ROW
CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,C5BTBP,sc061,130363,16,0.15148132836038922,0.008040843813933015,0.572949504824444,0.028395323120705432,-0.45158498745647196,-0.023970771791858,-0.38442512838403065,0.017638215927346598,0.1503475445381438,1.22530035407756,C_DIRECT_ROW
CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,C5BTBP,sc061,155921,16,0.15148132836038922,0.010838748319584443,0.572949504824444,0.03165034790269741,-0.7347569447781682,-0.052573117008656044,-0.38442512838403065,0.029348527260079395,0.1545461676403593,1.22530035407756,C_DIRECT_ROW
CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,C5BTBP,sc061,196613,16,0.15148132836038922,0.008176302273193945,0.572949504824444,0.0357002711377499,-0.013979483226741756,-0.0007545516118854594,-0.38442512838403065,0.005475676367158173,0.14699513237452008,1.22530035407756,C_DIRECT_ROW
CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,C5BTBP,sc061,262147,16,0.15148132836038922,0.019528096837077832,0.572949504824444,0.06618526753736924,-0.668977452731105,-0.08624070451557213,-0.38442512838403065,0.05258926478730416,0.1599388557203057,1.22530035407756,C_DIRECT_ROW
CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,TBDGA,sc009,104729,6,0.3795970571334645,0.040096514268814,0.903197471211722,0.11537602604387312,-0.7484457707530371,-0.07905769015453994,0.8284465208889924,0.031235272350896164,0.3747055756596577,1.1386424128464625,C_DIRECT_ROW
CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,TBDGA,sc009,130363,6,0.3795970571334645,0.0474672081096269,0.903197471211722,0.13801047204309835,0.5118793148394859,0.06400861520893253,0.8284465208889924,-0.1234382930112111,0.32647173988360606,1.1386424128464625,C_DIRECT_ROW
CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,TBDGA,sc009,155921,6,0.3795970571334645,0.020081171453781462,0.903197471211722,0.05516754119311998,0.30218048585998086,0.01598573548584632,0.8284465208889924,-0.06147381440078454,0.34143116005271357,1.1386424128464625,C_DIRECT_ROW
CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,TBDGA,sc009,196613,6,0.3795970571334645,0.009863176493600979,0.903197471211722,0.025196021272815797,-0.8992055292963947,-0.023364308739500884,0.8284465208889924,-0.021900734807330912,0.35464127177327237,1.1386424128464625,C_DIRECT_ROW
CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,TBDGA,sc009,262147,6,0.3795970571334645,0.026118377658753657,0.903197471211722,0.07846508179673012,0.3759169755322886,0.02586516768447096,0.8284465208889924,-0.08194180605698614,0.33828251054709957,1.1386424128464625,C_DIRECT_ROW
CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,DMDPDGA,sc076,104729,6,0.7497341365983783,0.17326797555260423,2.0354623183673617,0.5049103177160789,-0.3358167434853457,-0.07760922767152001,-2.803773116153134,0.26746268609272167,0.7524247241834428,0.8508937923030334,C_DIRECT_ROW
CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,DMDPDGA,sc076,130363,6,0.7497341365983783,0.05342617799116166,2.0354623183673617,0.14643448677738727,0.10649850048336784,0.0075891006756494935,-2.803773116153134,0.011815476558920422,0.6809453880054491,0.8508937923030334,C_DIRECT_ROW
CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,DMDPDGA,sc076,155921,6,0.7497341365983783,0.016511329615576123,2.0354623183673617,0.04551079697254447,0.31109300413511193,0.006851174145117265,-2.803773116153134,-0.036291741524808484,0.6798724096807891,0.8508937923030334,C_DIRECT_ROW
CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,DMDPDGA,sc076,196613,6,0.7497341365983783,0.07270692242773226,2.0354623183673617,0.2027146333196297,-0.3984930005997113,-0.0386446318344952,-2.803773116153134,0.11971375985891901,0.7134610278114223,0.8508937923030334,C_DIRECT_ROW
CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,DMDPDGA,sc076,262147,6,0.7497341365983783,0.1817802923879466,2.0354623183673617,0.4995332541394947,-0.3805317252931093,-0.09226359706724445,-2.803773116153134,0.26021222760519247,0.7631449848510258,0.8508937923030334,C_DIRECT_ROW
CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,DMDPhPDA,sc077,104729,10,0.2720416037053897,0.009170429745970357,0.7979222450640269,0.02643612084065268,0.5005672074268183,0.01687394996323957,-0.7734658863948339,-0.017545479079703552,0.25383822840684567,1.2264927656690603,C_DIRECT_ROW
CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,DMDPhPDA,sc077,130363,10,0.2720416037053897,0.006191051789386321,0.7979222450640269,0.013758161613057113,0.8466425473910999,0.01926767004238337,-0.7734658863948339,-0.022220827385469627,0.2531279976773449,1.2264927656690603,C_DIRECT_ROW
CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,DMDPhPDA,sc077,155921,10,0.2720416037053897,0.01500099607412108,0.7979222450640269,0.04299838703762625,0.8798172326449533,0.04851513398349201,-0.7734658863948339,-0.04633371173505062,0.24565362288904521,1.2264927656690603,C_DIRECT_ROW
CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,DMDPhPDA,sc077,196613,10,0.2720416037053897,0.009805477007352901,0.7979222450640269,0.024186506423538017,0.31467653980946136,0.011342212124277051,-0.7734658863948339,-0.009910339545171,0.25530684533670017,1.2264927656690603,C_DIRECT_ROW
CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,DMDPhPDA,sc077,262147,10,0.2720416037053897,0.008450670564009435,0.7979222450640269,0.020323431797292818,0.9446262249743419,0.029343765529433505,-0.7734658863948339,-0.026497531194183025,0.25052206131514015,1.2264927656690603,C_DIRECT_ROW
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,T2EHDGA,sc009,104729,4,0.04082267461379379,0.01021215390957585,0.08196700658639061,0.020755944029204887,0.9149591085660916,0.22888513126692597,0.2252782134700044,0.05734743348669714,0.02749421215701673,1.2197602841934114,M_SELECTED
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,T2EHDGA,sc009,130363,4,0.04082267461379379,0.0032515311481276237,0.08196700658639061,0.006922155126719842,0.10602338095212697,0.008444775577717788,0.2252782134700044,0.0068666071167404075,0.035166570807147995,1.2197602841934114,M_SELECTED
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,T2EHDGA,sc009,155921,4,0.04082267461379379,0.001922331640075435,0.08196700658639061,0.004148665176801014,0.3505500356792903,0.016507331560000015,0.2252782134700044,0.0066249557685732876,0.03480482176118893,1.2197602841934114,M_SELECTED
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,T2EHDGA,sc009,196613,4,0.04082267461379379,0.011827096993698133,0.08196700658639061,0.02357921341686764,-0.934988629409016,-0.2708837995707609,0.2252782134700044,-0.06604359180674545,0.04507678187310113,1.2197602841934114,M_SELECTED
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,T2EHDGA,sc009,262147,4,0.04082267461379379,0.007531259547014267,0.08196700658639061,0.018107193408843425,-0.8253725054834194,-0.15227063441023728,0.2252782134700044,-0.03312808058438322,0.040902865220377865,1.2197602841934114,M_SELECTED
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,sc018,104729,12,0.1930890364679906,0.006453079890564238,0.7173987791384324,0.02326010992181908,-0.05685385951796006,-0.0019000690265350262,0.13458013192277798,0.007628679844853603,0.18532262463544116,0.9652971570555547,M_SELECTED
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,sc018,130363,12,0.1930890364679906,0.02309071775476435,0.7173987791384324,0.09278436297683557,-0.14531653436910466,-0.017377802186991764,0.13458013192277798,0.015156993458549707,0.18934888404820954,0.9652971570555547,M_SELECTED
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,sc018,155921,12,0.1930890364679906,0.02468598376027189,0.7173987791384324,0.07579870513778919,-0.3450172260029859,-0.04410964907132742,0.13458013192277798,-0.06285030794154918,0.19429375476325653,0.9652971570555547,M_SELECTED
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,sc018,196613,12,0.1930890364679906,0.00969695784155788,0.7173987791384324,0.03186212067370808,-0.265403802527799,-0.01332861529156725,0.13458013192277798,-0.0021613472612541334,0.18754645291508382,0.9652971570555547,M_SELECTED
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,sc018,262147,12,0.1930890364679906,0.007284984622760623,0.7173987791384324,0.02392939194106483,-0.024475971129041454,-0.0009234448343821694,0.13458013192277798,0.007736852527766699,0.1851707226132921,0.9652971570555547,M_SELECTED
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,TDdDGA,sc009,104729,8,0.9351176584667671,0.03725822500796724,2.9078424473739286,0.09547136704984038,-0.33635384090546816,-0.013401465551722658,1.8250926102648148,-0.0006650362447112612,0.8870524437547979,1.0844417373689088,M_SELECTED
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,TDdDGA,sc009,130363,8,0.9351176584667671,0.046099136504786274,2.9078424473739286,0.10361761590000768,-0.5468221055954766,-0.026957064345263345,1.8250926102648148,-0.025351832576921012,0.8990276521091433,1.0844417373689088,M_SELECTED
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,TDdDGA,sc009,155921,8,0.9351176584667671,0.1586192507251699,2.9078424473739286,0.3346408284991085,-0.457570296174309,-0.07761532131931435,1.8250926102648148,-0.0662772085009092,0.9518022619271418,1.0844417373689088,M_SELECTED
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,TDdDGA,sc009,196613,8,0.9351176584667671,0.10333364758329427,2.9078424473739286,0.20869869329421345,0.41831738862252055,0.04622547892503492,1.8250926102648148,0.03584239035764491,0.83889489640163,1.0844417373689088,M_SELECTED
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,TDdDGA,sc009,262147,8,0.9351176584667671,0.14365442476639803,2.9078424473739286,0.30746686127324235,-0.43294282400133316,-0.06650944057737708,1.8250926102648148,-0.058703267468164885,0.9407307866754954,1.0844417373689088,M_SELECTED
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,DOODA (C12),sc009,104729,6,0.4696530404470176,0.031239664538286072,1.2731636219282607,0.08232892112315715,-0.5972534511799714,-0.039727194018454905,0.03553380947054091,-0.00478693419983211,0.4463513801856119,0.8288261266412142,M_SELECTED
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,DOODA (C12),sc009,130363,6,0.4696530404470176,0.027319977683318796,1.2731636219282607,0.07480485335446019,0.07158218330803344,0.004163975279788215,0.03553380947054091,0.009407411639701964,0.42767143774445526,0.8288261266412142,M_SELECTED
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,DOODA (C12),sc009,155921,6,0.4696530404470176,0.1615002785262237,1.2731636219282607,0.44286561301876326,0.16834827792612506,0.057890168769271486,0.03553380947054091,-0.009336785213137662,0.4292611760277515,0.8288261266412142,M_SELECTED
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,DOODA (C12),sc009,196613,6,0.4696530404470176,0.08845915156569528,1.2731636219282607,0.1967184430639922,0.15168496316664112,0.02856986326379068,0.03553380947054091,0.026293225432788912,0.42406314692105856,0.8288261266412142,M_SELECTED
