design,comparison,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1,family,endpoint,lead,loco_stable,p_bh_within_lead_family
A,UNCERT_vs_MAXMIN_mae_far,mae_far,MAXMIN,UNCERT,-0.00035436139685720306,-0.05748342463208903,0.036800995410468766,-0.04337124078410211,0.048885644439782924,0.9034,0.024736407819199776,0.06926194189375937,-0.021894909764159507,88,38,3,5,-0.02618124802699328,0.00454394095796715,False,0.02,False,False,exploratory,ABC_mae_far,L4,False,0.9509473684210525
A,MAXMIN_vs_RANDOM_mae_far,mae_far,RANDOM,MAXMIN,-0.030519885398515724,-0.06205540924877991,0.012680070035723155,-0.07235076940220263,0.0038037594697114124,0.24,0.02027337130132048,0.05676543964369734,-0.015032155581897548,88,39,0,5,-0.03493352702178142,-0.006677230669269114,True,0.02,False,False,exploratory,ABC_mae_far,L4,True,0.4085106382978723
A,AOPT_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,AOPT,0.08164074072163291,0.03225970082564433,0.11864273973760346,0.0333022764715345,0.11972133701275618,0.0022,0.02160418951849646,0.06049173065179009,0.07320917726412808,84,66,5,5,0.07304323263786563,0.08890202282718941,True,0.02,True,True,exploratory,ABC_pair_spearman,L4,True,0.006285714285714286
A,AOPT_vs_MAXMIN_pair_spearman,pair_spearman,MAXMIN,AOPT,0.15797720304410262,0.06289557841908985,0.2217568206750883,0.08350094047284444,0.2402338871472467,0.0,0.04218818564397006,0.11812691980311617,0.11944860175424545,84,61,5,5,0.11068452220942177,0.16528616802572002,True,0.02,True,True,exploratory,ABC_pair_spearman,L4,True,0.0
A,UNCERT_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,UNCERT,-0.031058105345935023,-0.06786567595131147,0.018604434335737507,-0.07129712036097169,0.014094780089678436,0.2094,0.022226688628319967,0.062234728159295906,-0.02892969300535983,84,36,2,5,-0.03877090846140446,-0.016518393836499713,True,0.02,False,False,exploratory,ABC_pair_spearman,L4,True,0.36417391304347824
A,UNCERT_vs_MAXMIN_pair_spearman,pair_spearman,MAXMIN,UNCERT,0.04527835697653474,-0.02838581028644584,0.08894324042822645,-0.018092357863951303,0.0945064118770758,0.2048,0.030018966971975876,0.08405310752153244,0.01730973148475751,84,54,4,5,0.021122895735056383,0.05570795042067516,True,0.02,False,False,exploratory,ABC_pair_spearman,L4,True,0.3640888888888889
A,MAXMIN_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,MAXMIN,-0.07633646232246975,-0.12727571291574108,0.00017211705820169317,-0.1426970098326805,-0.015817186544388316,0.0504,0.03417217108011365,0.09568207902431822,-0.046239424490117365,84,32,0,5,-0.08351398874292189,-0.037641289571556096,True,0.02,False,False,exploratory,ABC_pair_spearman,L4,True,0.112
BP,AOPT_vs_RANDOM,mae_all,RANDOM,AOPT,0.05006531841752166,0.02715359495363618,0.06622523398987341,0.03250685003433763,0.07182392163458212,0.0,0.010443605401855391,0.029242095125195093,0.03932145106448544,90,75,5,5,0.038014627979416245,0.05206667380227326,True,0.02,True,True,registered,ABC_mae_all,L4,True,0.0
BP,AOPT_vs_MAXMIN,mae_all,MAXMIN,AOPT,0.058208610152098945,0.015120142253150228,0.09199248364084982,0.023436943651012346,0.10398560896773283,0.0002,0.021121411425971057,0.05913995199271895,0.042079152959157116,90,69,5,5,0.03236157987655435,0.06447473956938178,True,0.02,True,True,registered,ABC_mae_all,L4,True,0.001
BP,UNCERT_vs_RANDOM,mae_all,RANDOM,UNCERT,-0.010893824373663525,-0.0408059490681353,0.031821781210646924,-0.04664222065936339,0.024785584352701315,0.6496,0.019193837867716074,0.05374274602960501,0.0042439266846895,90,42,2,5,-0.02081001715719502,0.00783901003676222,False,0.02,False,False,registered,ABC_mae_all,L4,False,0.942888888888889
BP,UNCERT_vs_MAXMIN,mae_all,MAXMIN,UNCERT,-0.002750532639086241,-0.027916005135469393,0.024754808533293614,-0.03038449797789111,0.02238099138373364,0.8486,0.01324713607248219,0.03709198100295013,0.00700162857936119,90,35,3,5,-0.006846024463320792,0.004208899030918495,False,0.02,False,False,registered,ABC_mae_all,L4,False,0.942888888888889
BP,MAXMIN_vs_RANDOM,mae_all,RANDOM,MAXMIN,-0.008143291734577287,-0.02863328188738974,0.020527767707547048,-0.0332398382933055,0.015294035164098791,0.6362,0.012983038195661394,0.0363525069478519,-0.0027577018946716874,90,36,2,5,-0.01396399269387423,0.0056530481028618995,False,0.02,False,False,exploratory,ABC_mae_all,L4,False,0.7830153846153847
BP,AOPT_vs_RANDOM_sign_acc_strong,sign_acc_strong,RANDOM,AOPT,0.10189998194222456,0.05962302165287001,0.12731330679735417,0.06812451434538887,0.13246227025279114,0.0,0.017582376509183602,0.049230654225714085,0.08839933127692046,86,74,5,5,0.08469357275627702,0.10908779330366074,True,0.02,True,True,exploratory,ABC_sign_acc_strong,L4,True,0.0
BP,AOPT_vs_MAXMIN_sign_acc_strong,sign_acc_strong,MAXMIN,AOPT,0.16822444606192574,0.08934409641569216,0.22350434642822797,0.10402588098906797,0.23649026002744283,0.0,0.03589162124261958,0.10049653947933483,0.14048084342577608,86,72,5,5,0.1285587265229046,0.18037228762719967,True,0.02,True,True,exploratory,ABC_sign_acc_strong,L4,True,0.0
BP,UNCERT_vs_RANDOM_sign_acc_strong,sign_acc_strong,RANDOM,UNCERT,0.053880721112023924,0.004613971989738241,0.12194129349830213,-0.00964361294414112,0.10852562692578134,0.0312,0.031333792603846736,0.08773461929077085,0.08171399130428599,86,53,4,5,0.04248499339512114,0.08760994339782847,True,0.02,False,False,exploratory,ABC_sign_acc_strong,L4,True,0.07131428571428572
BP,UNCERT_vs_MAXMIN_sign_acc_strong,sign_acc_strong,MAXMIN,UNCERT,0.12020518523172512,0.07633737425788253,0.17549480205562973,0.0780976452018562,0.17846594952829262,0.0,0.02494129480102706,0.06983562544287576,0.1337955034531416,86,76,5,5,0.10407938099472096,0.13147509716445607,True,0.02,True,True,exploratory,ABC_sign_acc_strong,L4,True,0.0
BP,MAXMIN_vs_RANDOM_sign_acc_strong,sign_acc_strong,RANDOM,MAXMIN,-0.06632446411970118,-0.10203263955173873,-0.014148460339393078,-0.10845394063210938,-0.022012309952385123,0.006,0.023231029706476974,0.06504688317813552,-0.05208151214885561,86,20,0,5,-0.07704267078886695,-0.043865153766627564,True,0.02,False,False,exploratory,ABC_sign_acc_strong,L4,True,0.016551724137931035
BP,AOPT_vs_RANDOM_mae_far,mae_far,RANDOM,AOPT,0.08026061096647817,0.04340502832064193,0.10577474626542412,0.051810411422064134,0.11512505516797734,0.0,0.016666289951117276,0.04666561186312837,0.06353954757001114,88,74,5,5,0.06101876634410737,0.08357605709387708,True,0.02,True,True,exploratory,ABC_mae_far,L4,True,0.0
BP,AOPT_vs_MAXMIN_mae_far,mae_far,MAXMIN,AOPT,0.09569019259085212,0.02678159622192541,0.14923811651090488,0.03984535875553217,0.16852532186305053,0.0,0.03372302642190245,0.09442447398132685,0.06965821017410952,88,66,5,5,0.05403732387577619,0.10479249454647482,True,0.02,True,True,exploratory,ABC_mae_far,L4,True,0.0
BP,UNCERT_vs_RANDOM_mae_far,mae_far,RANDOM,UNCERT,-0.022740069399107707,-0.06763770255212838,0.03991558371448718,-0.07710233599333369,0.02943150983742718,0.5144,0.028305599636837674,0.07925567898314548,-0.0012700635155374373,88,42,2,5,-0.036212829635691085,0.005135649597117598,False,0.02,False,False,exploratory,ABC_mae_far,L4,False,0.6746229508196722
BP,UNCERT_vs_MAXMIN_mae_far,mae_far,MAXMIN,UNCERT,-0.007310487774733756,-0.04841349053941593,0.03452053109433035,-0.0517455252234726,0.03150828579831578,0.7128,0.020609448825263343,0.057706456710737354,0.004848599088560945,88,35,3,5,-0.014230484282267256,0.003807827149076862,False,0.02,False,False,exploratory,ABC_mae_far,L4,False,0.8511044776119403
BP,MAXMIN_vs_RANDOM_mae_far,mae_far,RANDOM,MAXMIN,-0.015429581624373951,-0.047721281528454694,0.029470043498610512,-0.055813809309234894,0.021221012114528988,0.5766,0.020584743094669577,0.057637280665074814,-0.006118662604098383,88,33,2,5,-0.023113289441789423,0.006981442468331179,False,0.02,False,False,exploratory,ABC_mae_far,L4,False,0.72075
BP,AOPT_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,AOPT,0.1039819345585408,0.04059946787432752,0.1459132221647366,0.05563070403047322,0.15865908265029,0.0002,0.027971836175898015,0.07832114129251444,0.08146640823347798,84,70,5,5,0.07188698676964249,0.11255600989685251,True,0.02,True,True,exploratory,ABC_pair_spearman,L4,True,0.0007272727272727273
BP,AOPT_vs_MAXMIN_pair_spearman,pair_spearman,MAXMIN,AOPT,0.13250190934982248,0.01759101278908087,0.21576605980137253,0.04017304833603738,0.24434288963275533,0.013,0.05447062493050563,0.15251774980541577,0.08659377080609786,84,60,5,5,0.06565964735152272,0.14752395235423252,True,0.02,True,True,exploratory,ABC_pair_spearman,L4,True,0.032
BP,UNCERT_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,UNCERT,-0.011039328795655758,-0.08598346492366414,0.09557333143872036,-0.10606257080276342,0.07447176042659485,0.8966,0.04809955371476011,0.1346787504013283,0.03237498476873243,84,42,2,5,-0.02860442409519941,0.04015210853501636,False,0.02,False,False,exploratory,ABC_pair_spearman,L4,False,0.9509473684210525
BP,UNCERT_vs_MAXMIN_pair_spearman,pair_spearman,MAXMIN,UNCERT,0.017480645995625887,-0.046449168108930565,0.09111723119798786,-0.053316323434272554,0.08412371718877402,0.5616,0.034569780465017345,0.09679538530204856,0.037502347341352306,84,45,4,5,0.004507607831687809,0.036355521274498724,True,0.02,False,False,exploratory,ABC_pair_spearman,L4,True,0.72075
BP,MAXMIN_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,MAXMIN,-0.028519974791281648,-0.07668893145933933,0.0432894873703922,-0.08881231144959428,0.030013923513544673,0.4994,0.032085161541587894,0.08983845231644609,-0.005127362572619877,84,34,2,5,-0.04094968253462761,0.006227339418119763,False,0.02,False,False,exploratory,ABC_pair_spearman,L4,False,0.6658666666666666
