comparison,reference,candidate,stratum,n_extractants,n_pairs,macro_delta_mae,median_delta_mae,extractants_improved,fraction_improved,ci95_low,ci95_high
A2_vs_A2+D4,A2,A2+D4,max_train_tanimoto_ge_0.7,19,5062,-0.006621282020990378,-0.007705270203138229,6,0.3157894736842105,-0.011938390488145826,-0.0009857657165216868
A2_vs_A2+D5,A2,A2+D5,all,34,6699,-0.0015706951466621002,-0.0022778557105373326,13,0.38235294117647056,-0.005658649709430283,0.00267323573902485
A2_vs_A2+D5,A2,A2+D5,max_train_tanimoto_lt_0.9,28,3274,-0.0007326535809205297,-0.0019826052069691763,12,0.42857142857142855,-0.005827658341883715,0.004772186722712454
A2_vs_A2+D5,A2,A2+D5,max_train_tanimoto_ge_0.9,6,3425,-0.005481555786789429,-0.005039078669950098,1,0.16666666666666666,-0.011037266882754134,0.0003555156021029793
A2_vs_A2+D5,A2,A2+D5,max_train_tanimoto_lt_0.8,20,2075,-0.0008327042291837443,-0.0019826052069691763,8,0.4,-0.007471524066696385,0.005697032522490452
A2_vs_A2+D5,A2,A2+D5,max_train_tanimoto_ge_0.8,14,4624,-0.0026249678859168943,-0.002701910382796935,5,0.35714285714285715,-0.006681139067735823,0.0015415872767481642
A2_vs_A2+D5,A2,A2+D5,max_train_tanimoto_lt_0.7,15,1637,-0.0009602633192978808,-0.000758439270311495,7,0.4666666666666667,-0.00900676178777879,0.006740235897519941
A2_vs_A2+D5,A2,A2+D5,max_train_tanimoto_ge_0.7,19,5062,-0.0020526150103706946,-0.003005374273343492,6,0.3157894736842105,-0.006193427044942222,0.0027413954612355326
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,all,34,6699,-0.015719181744446056,-0.010391522111751983,12,0.35294117647058826,-0.025421669749301365,-0.005892764588368521
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,max_train_tanimoto_lt_0.9,28,3274,-0.016415952859162277,-0.010391522111751983,10,0.35714285714285715,-0.027009318852882484,-0.006086958048133043
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,max_train_tanimoto_ge_0.9,6,3425,-0.01246758320910367,-0.02105434519618979,2,0.3333333333333333,-0.03497465791070927,0.011644685003745174
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,max_train_tanimoto_lt_0.8,20,2075,-0.015429558395160223,-0.006940182383576382,8,0.4,-0.02943763553040411,-0.0028086459269782995
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,max_train_tanimoto_ge_0.8,14,4624,-0.01613292938628295,-0.026181362896730634,4,0.2857142857142857,-0.03002837149365029,-0.002186181451279195
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,max_train_tanimoto_lt_0.7,15,1637,-0.018859080471072102,-0.009911367364656698,5,0.3333333333333333,-0.036734509909858805,-0.002276956244385273
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,max_train_tanimoto_ge_0.7,19,5062,-0.013240314328688645,-0.01884782103095471,7,0.3684210526315789,-0.02515897151557228,-0.0019403893748855773
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,all,34,6699,-0.010064196955136311,-0.0063700176633796485,13,0.38235294117647056,-0.018184923626151907,-0.0018377860407242897
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,max_train_tanimoto_lt_0.9,28,3274,-0.009167055504344485,-0.0063700176633796485,11,0.39285714285714285,-0.017921359066842505,-0.0002364420859589319
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,max_train_tanimoto_ge_0.9,6,3425,-0.014250857058831496,-0.01277512345114154,2,0.3333333333333333,-0.030740473660792796,0.0009178555679775491
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,max_train_tanimoto_lt_0.8,20,2075,-0.007323744518868094,-0.004035986326318186,8,0.4,-0.018462824002655823,0.0029964793764297357
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,max_train_tanimoto_ge_0.8,14,4624,-0.013979129006948046,-0.017846893063550126,5,0.35714285714285715,-0.024693811094500924,-0.0036372820675479598
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,max_train_tanimoto_lt_0.7,15,1637,-0.009578048648127195,-0.005426452704131779,6,0.4,-0.023148820515039092,0.0027832438350186817
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,max_train_tanimoto_ge_0.7,19,5062,-0.010447998250143507,-0.0091362719261021,7,0.3684210526315789,-0.020555558806057177,-0.0007320157429569556
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,all,34,6699,-0.011934568432877112,-0.006220570499117173,13,0.38235294117647056,-0.021598519486623356,-0.002461281723777137
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,max_train_tanimoto_lt_0.9,28,3274,-0.011967600956357165,-0.005171736711410635,11,0.39285714285714285,-0.023431733617375973,-0.0016317918076440186
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,max_train_tanimoto_ge_0.9,6,3425,-0.011780416656636863,-0.021822409246207264,2,0.3333333333333333,-0.03496918510745337,0.013693835711049929
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,max_train_tanimoto_lt_0.8,20,2075,-0.011448490389361477,-0.004058503967010033,9,0.45,-0.026073317637921197,0.0018765455490151641
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,max_train_tanimoto_ge_0.8,14,4624,-0.012628965637899447,-0.0072335566170824775,4,0.2857142857142857,-0.025299549536166307,0.000977431353695489
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,max_train_tanimoto_lt_0.7,15,1637,-0.015428514263805145,-0.004584104256548871,6,0.4,-0.0340395900605259,0.0008687591338675602
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,max_train_tanimoto_ge_0.7,19,5062,-0.009176190145302349,-0.006681771831961947,7,0.3684210526315789,-0.020012609849913633,0.003032245810632788
A2_vs_A5s,A2,A5s,all,34,6699,-0.018109571012838232,-0.026148770679045592,13,0.38235294117647056,-0.031390431076827305,-0.00479783859305017
A2_vs_A5s,A2,A5s,max_train_tanimoto_lt_0.9,28,3274,-0.018722987608067416,-0.018810048236381736,11,0.39285714285714285,-0.03313663350091242,-0.00361506353006388
A2_vs_A5s,A2,A5s,max_train_tanimoto_ge_0.9,6,3425,-0.015246960235102053,-0.03254674728668093,2,0.3333333333333333,-0.04597658295033678,0.021300242653747234
A2_vs_A5s,A2,A5s,max_train_tanimoto_lt_0.8,20,2075,-0.01109675700362909,-0.0005957055461151828,10,0.5,-0.029946288765633156,0.006822194717951456
A2_vs_A5s,A2,A5s,max_train_tanimoto_ge_0.8,14,4624,-0.02812787674027986,-0.03737892286292127,3,0.21428571428571427,-0.045008055557834555,-0.008130863982024842
A2_vs_A5s,A2,A5s,max_train_tanimoto_lt_0.7,15,1637,-0.015574658296042583,-0.0024469455376625593,7,0.4666666666666667,-0.03744099743252141,0.006012992752302008
A2_vs_A5s,A2,A5s,max_train_tanimoto_ge_0.7,19,5062,-0.020110817894519004,-0.034517015915287524,6,0.3157894736842105,-0.03830975372118695,-0.004379595919595311
A2_vs_A6s,A2,A6s,all,34,6699,-0.018896625968376556,-0.018540176977953363,14,0.4117647058823529,-0.03320201314077626,-0.004766322327268059
A2_vs_A6s,A2,A6s,max_train_tanimoto_lt_0.9,28,3274,-0.02111181902735076,-0.018540176977953363,12,0.42857142857142855,-0.0368446068281519,-0.0063556085759467335
A2_vs_A6s,A2,A6s,max_train_tanimoto_ge_0.9,6,3425,-0.008559058359830259,-0.020092248977854908,2,0.3333333333333333,-0.0401091077735558,0.02592650504369685
A2_vs_A6s,A2,A6s,max_train_tanimoto_lt_0.8,20,2075,-0.014640608484217563,-0.0017044764499498238,10,0.5,-0.0336264559792874,0.0030721387685772564
A2_vs_A6s,A2,A6s,max_train_tanimoto_ge_0.8,14,4624,-0.024976650945746536,-0.028086375261763906,4,0.2857142857142857,-0.04486185617517775,-0.0031029290127570254
A2_vs_A6s,A2,A6s,max_train_tanimoto_lt_0.7,15,1637,-0.01857788674954165,-0.0055085693441075945,7,0.4666666666666667,-0.04262452644003867,0.0027882986561686973
A2_vs_A6s,A2,A6s,max_train_tanimoto_ge_0.7,19,5062,-0.019148262193772525,-0.025651770113131356,7,0.3684210526315789,-0.036689005135172016,-0.002497969672841621
A2_vs_C1,A2,C1,all,34,6699,-0.020575710546223844,-0.017709152756334133,13,0.38235294117647056,-0.03543644670988905,-0.007092568404524913
A2_vs_C1,A2,C1,max_train_tanimoto_lt_0.9,28,3274,-0.021332362076960636,-0.010904392478622363,11,0.39285714285714285,-0.03793827870953382,-0.006433659375207369
A2_vs_C1,A2,C1,max_train_tanimoto_ge_0.9,6,3425,-0.017044670069452154,-0.027884378637044682,2,0.3333333333333333,-0.0511916404211368,0.020102258325140992
A2_vs_C1,A2,C1,max_train_tanimoto_lt_0.8,20,2075,-0.017695968621029283,-0.0030989936589420897,9,0.45,-0.04078450721284934,0.002331083314395702
A2_vs_C1,A2,C1,max_train_tanimoto_ge_0.8,14,4624,-0.024689627582216076,-0.027884378637044682,4,0.2857142857142857,-0.04440874919448202,-0.006244593927814114
A2_vs_C1,A2,C1,max_train_tanimoto_lt_0.7,15,1637,-0.02132326089744877,-0.005538794707822592,7,0.4666666666666667,-0.047643659253354786,0.002311358976490252
A2_vs_C1,A2,C1,max_train_tanimoto_ge_0.7,19,5062,-0.019985539216309432,-0.023840680059278294,6,0.3157894736842105,-0.035138229508703066,-0.004408029278002435
A2_vs_C2,A2,C2,all,34,6699,-0.003825609343628781,-0.003287501806655671,14,0.4117647058823529,-0.01351724282178801,0.006647068748855199
A2_vs_C2,A2,C2,max_train_tanimoto_lt_0.9,28,3274,-0.0025046709599884373,-0.002625545036266788,12,0.42857142857142855,-0.014517432062380063,0.010466169031085
A2_vs_C2,A2,C2,max_train_tanimoto_ge_0.9,6,3425,-0.009989988467283715,-0.016071821878302396,2,0.3333333333333333,-0.025597671907989273,0.007040878977022248
A2_vs_C2,A2,C2,max_train_tanimoto_lt_0.8,20,2075,0.003109316446861145,0.00028310819118367025,10,0.5,-0.011647485691639996,0.018908060073771955
A2_vs_C2,A2,C2,max_train_tanimoto_ge_0.8,14,4624,-0.013732646187185818,-0.015923952564420252,4,0.2857142857142857,-0.02436559288469496,-0.0012839001878000543
A2_vs_C2,A2,C2,max_train_tanimoto_lt_0.7,15,1637,0.002794570760481374,0.002763986851785416,8,0.5333333333333333,-0.013700480268649716,0.024059396233199904
A2_vs_C2,A2,C2,max_train_tanimoto_ge_0.7,19,5062,-0.00905206732055785,-0.013018873038505685,6,0.3157894736842105,-0.019558993667400514,0.002294154215155996
A2_vs_C3,A2,C3,all,34,6699,-0.01742006515407382,-0.014570397747447998,15,0.4411764705882353,-0.032385106536778875,-0.0007709045740412165
A2_vs_C3,A2,C3,max_train_tanimoto_lt_0.9,28,3274,-0.01689277121076258,-0.00725411990188482,13,0.4642857142857143,-0.03455064733160482,3.456171875174937e-05
A2_vs_C3,A2,C3,max_train_tanimoto_ge_0.9,6,3425,-0.01988077022285961,-0.036185921891877554,2,0.3333333333333333,-0.05648520872786495,0.01959271536003585
A2_vs_C3,A2,C3,max_train_tanimoto_lt_0.8,20,2075,-0.009313449975569696,0.0021945230442164815,11,0.55,-0.031276769586537745,0.01086163828411874
A2_vs_C3,A2,C3,max_train_tanimoto_ge_0.8,14,4624,-0.02900094398050828,-0.03296390125354534,4,0.2857142857142857,-0.050287361563231346,-0.007349235587808587
A2_vs_C3,A2,C3,max_train_tanimoto_lt_0.7,15,1637,-0.00925615596423246,0.00785405155269231,9,0.6,-0.036553514727801065,0.0172821836103805
A2_vs_C3,A2,C3,max_train_tanimoto_ge_0.7,19,5062,-0.02386525661973805,-0.026054944149950562,6,0.3157894736842105,-0.041560356908712515,-0.005236979153513822
A2_vs_E2,A2,E2,all,34,6699,-0.004721608324066932,-0.004147445141632344,14,0.4117647058823529,-0.009227789365009927,-0.00043039442485927695
A2_vs_E2,A2,E2,max_train_tanimoto_lt_0.9,28,3274,-0.0051539240577333,-0.0032726818758003484,12,0.42857142857142855,-0.009959251522988072,-0.0005283445346856516
A2_vs_E2,A2,E2,max_train_tanimoto_ge_0.9,6,3425,-0.0027041349002905495,-0.006305736640634961,2,0.3333333333333333,-0.010035813384411459,0.004929063016189324
A2_vs_E2,A2,E2,max_train_tanimoto_lt_0.8,20,2075,-0.0043476695241041734,-0.0010807081198439678,10,0.5,-0.010702436241879503,0.0007910608846421639
A2_vs_E2,A2,E2,max_train_tanimoto_ge_0.8,14,4624,-0.005255806609728015,-0.006305736640634961,4,0.2857142857142857,-0.011527112624451505,0.0008393936614048793
A2_vs_E2,A2,E2,max_train_tanimoto_lt_0.7,15,1637,-0.006288503534288348,-0.004522689250268441,7,0.4666666666666667,-0.01297313406062286,0.0008315460868619903
A2_vs_E2,A2,E2,max_train_tanimoto_ge_0.7,19,5062,-0.0034845857896816036,-0.0037722010329962474,7,0.3684210526315789,-0.008059177263680198,0.0013164131600751753
A2_vs_E3,A2,E3,all,34,6699,-0.00195347212132705,-0.005758440334117126,16,0.47058823529411764,-0.012038118244512239,0.008213451088560255
A2_vs_E3,A2,E3,max_train_tanimoto_lt_0.9,28,3274,-0.0016153585159298695,-0.001552214516289785,14,0.5,-0.01231925473758902,0.010580978911613484
A2_vs_E3,A2,E3,max_train_tanimoto_ge_0.9,6,3425,-0.0035313356131805584,-0.008173824533203533,2,0.3333333333333333,-0.02159552364778673,0.016353070082095307
A2_vs_E3,A2,E3,max_train_tanimoto_lt_0.8,20,2075,0.0027184745099689523,0.005307210486778041,11,0.55,-0.010532831037286064,0.016359187151792184
A2_vs_E3,A2,E3,max_train_tanimoto_ge_0.8,14,4624,-0.008627681594607053,-0.011084211729720246,5,0.35714285714285715,-0.021916264218237804,0.004936119910668086
A2_vs_E3,A2,E3,max_train_tanimoto_lt_0.7,15,1637,0.0027433299658329597,0.003297713462706242,8,0.5333333333333333,-0.014680295704796011,0.020653751696016822
A2_vs_E3,A2,E3,max_train_tanimoto_ge_0.7,19,5062,-0.005661473769084952,-0.010935512565981867,8,0.42105263157894735,-0.017358989286522474,0.004397416694916839
A2_vs_E4,A2,E4,all,34,6699,-0.003710394510950531,0.000126246946197818,20,0.5882352941176471,-0.009842937032413178,0.0011480851200744756
A2_vs_E4,A2,E4,max_train_tanimoto_lt_0.9,28,3274,-0.0042817302182236484,4.615127947873998e-05,15,0.5357142857142857,-0.010943500882437198,0.0013786412143816866
A2_vs_E4,A2,E4,max_train_tanimoto_ge_0.9,6,3425,-0.0010441612103426524,0.00046522044182021466,5,0.8333333333333334,-0.0051380038507942,0.0014293279684543688
A2_vs_E4,A2,E4,max_train_tanimoto_lt_0.8,20,2075,-0.0059064903879475685,-0.00027621814971523495,10,0.5,-0.01570407854354648,0.0023339909228977797
A2_vs_E4,A2,E4,max_train_tanimoto_ge_0.8,14,4624,-0.0005731146866690495,0.00046522044182021466,10,0.7142857142857143,-0.00353449250729119,0.002107665058627954
A2_vs_E4,A2,E4,max_train_tanimoto_lt_0.7,15,1637,-0.00929866900586031,-0.00346669084555401,6,0.4,-0.0204421747376741,0.0008914492805847787
A2_vs_E4,A2,E4,max_train_tanimoto_ge_0.7,19,5062,0.0007014011429256083,0.001326344271510238,14,0.7368421052631579,-0.002614368151066179,0.0041136040703515725
