arm,family,n_comparisons,n_ligands,n_curves,shift_median__median,shift_median__p90,shift_median__p95,shift_median__max,shift_p90__median,shift_p90__p90,shift_p90__p95,shift_p90__max,shift_p95__median,shift_p95__p90,shift_p95__p95,shift_p95__max,shift_max__median,shift_max__p90,shift_max__p95,shift_max__max,shape_shift_median__median,shape_shift_median__p90,shape_shift_median__p95,shape_shift_median__max,shape_shift_max__median,shape_shift_max__p90,shape_shift_max__p95,shape_shift_max__max,level_shift__median,level_shift__p90,level_shift__p95,level_shift__max,shape_fraction_of_shift
A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,EXTEND,534,19,69,0.061033410871468616,0.2347032388299232,0.29834562195053754,0.8691051686699819,0.15034154286270382,0.4298466715704337,0.512039539929891,0.8872370403909987,0.1763716293222539,0.4846027785947295,0.5986082739377507,0.8902185247656667,0.19461185290362545,0.5275083407584622,0.6857743973909242,1.0059902880152294,0.06078549109864956,0.2375451462147676,0.28453186610141806,0.7450179168451975,0.15964809037958905,0.47133275763880617,0.580660324366697,1.0189444139982422,0.039576551615258526,0.11958222712067725,0.14626700332758197,0.24536840546095873,0.9959379662830715
A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,NESTED,970,49,145,0.02976832831222173,0.12374385199133356,0.17869496604848817,0.5903778143753787,0.07426220537529721,0.2666629611359592,0.3605588695496471,0.7740641317521035,0.0876428180480389,0.28816663807800597,0.40015216443470514,0.8158124892618169,0.10215188945532121,0.3133959689542373,0.4277778947484858,0.8575608467715304,0.025313180386474676,0.11741545532552565,0.15465883700790634,0.4606237590250384,0.08001291438888564,0.237968794747761,0.3255270772175481,0.7222993575509049,0.020560533512967133,0.1096737957184334,0.1502466602132171,0.4484607134629503,0.8503393311502163
A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,PERMUTE,194,49,145,0.0,2.220446049250313e-16,2.220446049250313e-16,6.661338147750939e-16,5.551115123125783e-17,2.220446049250313e-16,3.7858605139717805e-16,8.881784197001252e-16,5.551115123125783e-17,2.997602166487922e-16,4.1522341120980827e-16,8.881784197001252e-16,5.551115123125783e-17,4.107825191113098e-16,4.440892098500626e-16,8.881784197001252e-16,0.0,1.887379141862785e-16,2.220446049250313e-16,4.440892098500626e-16,5.551115123125783e-17,2.220446049250313e-16,4.440892098500626e-16,8.881784197001252e-16,0.0,1.1102230246251565e-16,2.220446049250313e-16,8.881784197001252e-16,
A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,SPARSE,791,49,145,0.03445960155406802,0.24550748908989745,0.40464583738141546,0.8741757596535176,0.046297089182981366,0.33865703434438615,0.49439365000305646,0.9631709375035489,0.04723442726502171,0.35325789884842373,0.5034355019801597,0.9761420212314266,0.04989186610009744,0.370633381275451,0.5135848309752025,0.9891131049593043,0.00948062485070457,0.2434949938425166,0.38620396620965847,0.8741757596535176,0.017353383317250115,0.2941235942993543,0.42206855587888636,0.8967086842285198,0.026024893712745634,0.11091483119892065,0.1372930184171352,0.437817674217114,0.27512288079794595
C_LN_PLUS_ACTINIDES|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,CONTEXT,194,49,145,0.0,1.1102230246251565e-16,1.791969350684038e-16,4.440892098500626e-16,0.0,1.5376588891058428e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,1.854072451124013e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,2.220446049250313e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,1.0269562977782745e-16,1.1102230246251565e-16,4.440892098500626e-16,0.0,2.220446049250313e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,1.1102230246251565e-16,2.220446049250313e-16,6.661338147750939e-16,
C_LN_PLUS_ACTINIDES|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,DECOY,178,19,69,0.13797430951585338,0.36907478142648303,0.4928079809125718,0.6903828141405356,0.30910674537333993,0.6044905050051647,0.7110610444152874,0.8469192187331733,0.3420746459732107,0.681031643364481,0.7661330421732451,0.9067740344018129,0.36406177177452065,0.7444279579091511,0.8722116231624056,0.9666288500704525,0.14318114980559749,0.3796069092510853,0.482815253781634,0.6798559291718757,0.36473086943668565,0.7595792204857794,0.8167245559122872,1.0101428836539932,0.017268566471618174,0.05008663179574353,0.0716130969305406,0.11110871252863874,1.0377377521077273
C_LN_PLUS_ACTINIDES|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,DENSITY,267,19,69,0.0142768489446089,0.0763383005802588,0.13047031049726615,0.36699797112947796,0.02305488807153399,0.12916978055559286,0.2884951501592619,0.9286332486189846,0.02347148031218191,0.14450223496519482,0.36635227885617466,1.0578602764452494,0.025052382244262317,0.14880319594804203,0.46110871759274014,1.1870873042715144,0.003408282287984288,0.02042702829481831,0.08466579370104434,0.32862660132234,0.00750601787200833,0.05646232764891329,0.430332949551633,0.9789408524021781,0.014537622107465648,0.08889315016471248,0.12664392419112588,0.29317861393318023,0.23872790846269296
C_LN_PLUS_ACTINIDES|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,EXTEND,534,19,69,0.08065972084022094,0.29371574394333727,0.3869029167745141,0.8205133957196681,0.20554452201371434,0.5142330030255757,0.6176168221831716,1.0927229520235007,0.23972319714454277,0.5701871976015752,0.6855031735354435,1.1460705719619668,0.2736491753410601,0.6305874263469513,0.773240086004902,1.199418191900433,0.08981960902102588,0.29017737913785785,0.3707966572871128,0.7136824350054379,0.22166985207514261,0.550464345543575,0.6583097915314903,1.0420305941425623,0.05035532057482775,0.14425680951212938,0.16870244743508006,0.2701302292349378,1.1135621111180114
C_LN_PLUS_ACTINIDES|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,NESTED,970,49,145,0.03567348216046262,0.1600521296924628,0.21154884939146737,0.5495502379296394,0.09363042467363106,0.3359749834528662,0.43896111161899765,0.9288477344261716,0.10907797075811218,0.37151769554230957,0.4789234988056131,1.0053445727338275,0.12846689984508555,0.4063608996696966,0.5157920186703554,1.100947113657583,0.029676472806725685,0.1356072857904852,0.19522291261324387,0.46175763235411604,0.09612095622542341,0.2986229774612932,0.37617226910315105,0.8327643144447096,0.02347729379739663,0.1395280222876119,0.19602484209005672,0.49555443845045943,0.8318916744162559
C_LN_PLUS_ACTINIDES|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,PERMUTE,194,49,145,0.0,2.220446049250313e-16,2.220446049250313e-16,4.996003610813204e-16,5.551115123125783e-17,2.220446049250313e-16,3.747002708109901e-16,7.216449660063518e-16,5.551115123125783e-17,2.220446049250313e-16,4.1522341120980827e-16,8.049116928532385e-16,5.551115123125783e-17,2.220446049250313e-16,4.440892098500626e-16,8.881784197001252e-16,0.0,1.1102230246251565e-16,2.220446049250313e-16,4.440892098500626e-16,5.551115123125783e-17,2.220446049250313e-16,4.440892098500626e-16,8.881784197001252e-16,0.0,2.220446049250313e-16,2.220446049250313e-16,6.661338147750939e-16,
C_LN_PLUS_ACTINIDES|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,SPARSE,791,49,145,0.035140079061352414,0.3101123673656785,0.4583807704773639,0.9707495353608411,0.050014023562873905,0.41896479826556526,0.6158183679454388,1.1210513627888123,0.05179501152075888,0.42466461996390353,0.6508427349504804,1.18165868710682,0.0540350921300603,0.43036444166224175,0.6809289710659474,1.242266011424828,0.010445792034925128,0.2984037642459544,0.463353744723778,0.9833042102833529,0.019777624738150923,0.34478505727471664,0.5261332796945495,1.089650211707974,0.027912567295429902,0.11800452551307825,0.17097835995546334,0.6361927682447488,0.2972614835808257
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,CONTEXT,194,49,145,0.0,1.1102230246251565e-16,1.859623566247134e-16,5.551115123125783e-16,5.5511151231257815e-18,2.220446049250313e-16,2.220446049250313e-16,6.661338147750939e-16,6.938893903907228e-18,2.220446049250313e-16,2.997602166487922e-16,6.661338147750939e-16,6.938893903907228e-18,2.220446049250313e-16,4.440892098500626e-16,6.661338147750939e-16,0.0,1.1102230246251565e-16,1.5890067039947498e-16,4.440892098500626e-16,0.0,2.220446049250313e-16,2.220446049250313e-16,6.661338147750939e-16,0.0,1.1102230246251565e-16,2.220446049250313e-16,6.661338147750939e-16,
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,DECOY,178,19,69,0.16245553674733648,0.4198513866376622,0.5531343268783013,0.7609752894345823,0.3242657408977731,0.6314997870310664,0.7434547667496646,0.9481824148801994,0.34112458780471444,0.7322889496663771,0.7944000984049001,1.0682669231892437,0.36779355730012775,0.7768452390079991,0.8832814886506716,1.188351431498288,0.17065573107629123,0.41238493721945807,0.5775770506242246,0.7609752894345821,0.3766976387272293,0.7895598348976194,0.8352617879047467,1.1159939296736017,0.015823208566800084,0.06058200498078412,0.07419745889764422,0.10697259893897174,1.050476545725298
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,DENSITY,267,19,69,0.01667124945479327,0.09197332800800757,0.14245321871325936,0.4027596585332438,0.02399698467857775,0.14272058745593813,0.25790000169578753,0.9985824289490877,0.025846219824806036,0.16233688717864045,0.3451681040413958,1.1217091989527388,0.026562751391870143,0.1718326803038848,0.4714846047422957,1.2448359689563904,0.003094305460104474,0.020753517961342314,0.08601023562746923,0.3428967332449937,0.008070445747920235,0.04480431982009726,0.44265739731197173,1.0161055973892674,0.01659364620861098,0.09240314658117717,0.13895325381411824,0.31825491176740817,0.18560729167271908
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,EXTEND,534,19,69,0.08056648866831902,0.29261598108132,0.39303220345810497,0.8082356052949203,0.21551997352411337,0.5351492043325201,0.6429236801111273,1.1917083691224892,0.24740664287512612,0.5907359977587479,0.7109434769764417,1.2958423044194853,0.2723960100000381,0.6375869538291058,0.7827043814148804,1.3999762397164814,0.0940306954784668,0.30703627714142756,0.3896918779411491,0.7786807962149938,0.2277079963969053,0.5599479272876235,0.7063057357642055,1.2292771019226565,0.054700046604587105,0.1481907505599191,0.16970420962636099,0.2666841953087514,1.1671191959919966
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,NESTED,970,49,145,0.036851409347468056,0.16029711363171628,0.23641879205805566,0.5660613689560078,0.09818171593412983,0.35495261490136537,0.4683351766808087,0.925711364298759,0.115995387877714,0.397034592741765,0.5047845104773564,1.0089560855954327,0.13447603104769032,0.4379173800412691,0.548540076840463,1.124945671383095,0.03182976743499508,0.14201469694583194,0.2088796693273199,0.4801567602255531,0.10171913714135938,0.30714620601451664,0.39239331800566274,0.8761908686134985,0.025431602419925252,0.14358969045669392,0.20443096798758462,0.49432162579084854,0.8637327038126427
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,PERMUTE,194,49,145,0.0,1.7624790515924384e-16,2.220446049250313e-16,5.551115123125783e-16,5.551115123125783e-17,2.9753977059954276e-16,4.440892098500626e-16,8.881784197001252e-16,8.049116928532381e-17,3.708144902248026e-16,4.440892098500626e-16,8.881784197001252e-16,1.1102230246251565e-16,4.440892098500626e-16,4.440892098500626e-16,8.881784197001252e-16,0.0,1.1102230246251565e-16,2.220446049250313e-16,4.440892098500626e-16,7.632783294297951e-17,2.6090241078691273e-16,4.440892098500626e-16,6.661338147750939e-16,0.0,2.220446049250313e-16,2.4147350785597123e-16,8.881784197001252e-16,
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,SPARSE,791,49,145,0.038237974270932784,0.3208854932614732,0.5058704804546459,0.9546394956544109,0.0507609995156692,0.4231149644833667,0.6044615999540306,1.1819186212785762,0.053165871848762106,0.44662135139910925,0.6217929322465205,1.2466799911618398,0.054984937030789494,0.45728727164610894,0.640842051931545,1.3114413610451037,0.010649519160154886,0.3159655560345518,0.5075474169586249,0.9890505802449634,0.019561683001179553,0.36118980651210636,0.5324200795216438,1.102087208302246,0.027495806809099577,0.12139094728065225,0.18556104053146844,0.647613698832638,0.27850636345687096
FROZEN_MONOLITH,CONTEXT,194,49,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FROZEN_MONOLITH,DECOY,178,19,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FROZEN_MONOLITH,DENSITY,267,19,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FROZEN_MONOLITH,EXTEND,534,19,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FROZEN_MONOLITH,NESTED,970,49,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FROZEN_MONOLITH,PERMUTE,194,49,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FROZEN_MONOLITH,SPARSE,791,49,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
