split_seed,fold,assignment,policy,pool,metal_category,n_surviving,n_surviving_with_target
104729,0,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,lanthanide,86,86
104729,0,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,post_transition_metal,44,44
104729,0,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,rare_earth_non_lanthanide,57,57
104729,0,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,transition_metal,109,109
104729,0,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,ALL,5259,5259
104729,0,DICT_LEGACY,LIGAND_ONLY,all_candidates,actinide,6161,6097
104729,0,DICT_LEGACY,LIGAND_ONLY,all_candidates,alkaline_earth,285,284
104729,0,DICT_LEGACY,LIGAND_ONLY,all_candidates,lanthanide,1892,1733
104729,0,DICT_LEGACY,LIGAND_ONLY,all_candidates,post_transition_metal,44,44
104729,0,DICT_LEGACY,LIGAND_ONLY,all_candidates,rare_earth_non_lanthanide,59,59
104729,0,DICT_LEGACY,LIGAND_ONLY,all_candidates,transition_metal,109,109
104729,0,DICT_LEGACY,LIGAND_ONLY,all_candidates,unknown,1918,0
104729,0,DICT_LEGACY,LIGAND_ONLY,all_candidates,ALL,10468,8326
104729,0,DICT_LEGACY,LIGAND_ONLY,model_ready,actinide,4776,4776
104729,0,DICT_LEGACY,LIGAND_ONLY,model_ready,alkaline_earth,246,246
104729,0,DICT_LEGACY,LIGAND_ONLY,model_ready,lanthanide,86,86
104729,0,DICT_LEGACY,LIGAND_ONLY,model_ready,post_transition_metal,44,44
104729,0,DICT_LEGACY,LIGAND_ONLY,model_ready,rare_earth_non_lanthanide,57,57
104729,0,DICT_LEGACY,LIGAND_ONLY,model_ready,transition_metal,109,109
104729,0,DICT_LEGACY,LIGAND_ONLY,model_ready,ALL,5318,5318
104729,0,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,actinide,6302,6235
104729,0,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,alkaline_earth,285,284
104729,0,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,lanthanide,1907,1745
104729,0,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,post_transition_metal,44,44
104729,0,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,rare_earth_non_lanthanide,59,59
104729,0,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,transition_metal,109,109
104729,0,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,unknown,1918,0
104729,0,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,ALL,10624,8476
104729,0,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,actinide,4896,4896
104729,0,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,alkaline_earth,246,246
104729,0,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,lanthanide,86,86
104729,0,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,post_transition_metal,44,44
104729,0,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,rare_earth_non_lanthanide,57,57
104729,0,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,transition_metal,109,109
104729,0,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,ALL,5438,5438
104729,0,CLOSURE,HEADLINE,all_candidates,actinide,6148,6084
104729,0,CLOSURE,HEADLINE,all_candidates,alkaline_earth,285,284
104729,0,CLOSURE,HEADLINE,all_candidates,lanthanide,1892,1733
104729,0,CLOSURE,HEADLINE,all_candidates,post_transition_metal,38,38
104729,0,CLOSURE,HEADLINE,all_candidates,rare_earth_non_lanthanide,59,59
104729,0,CLOSURE,HEADLINE,all_candidates,transition_metal,96,96
104729,0,CLOSURE,HEADLINE,all_candidates,unknown,1918,0
104729,0,CLOSURE,HEADLINE,all_candidates,ALL,10436,8294
104729,0,CLOSURE,HEADLINE,model_ready,actinide,4763,4763
104729,0,CLOSURE,HEADLINE,model_ready,alkaline_earth,246,246
104729,0,CLOSURE,HEADLINE,model_ready,lanthanide,86,86
104729,0,CLOSURE,HEADLINE,model_ready,post_transition_metal,38,38
104729,0,CLOSURE,HEADLINE,model_ready,rare_earth_non_lanthanide,57,57
104729,0,CLOSURE,HEADLINE,model_ready,transition_metal,96,96
104729,0,CLOSURE,HEADLINE,model_ready,ALL,5286,5286
104729,0,CLOSURE,PUBLICATION_BLOCKED,all_candidates,actinide,6089,6025
104729,0,CLOSURE,PUBLICATION_BLOCKED,all_candidates,alkaline_earth,285,284
104729,0,CLOSURE,PUBLICATION_BLOCKED,all_candidates,lanthanide,1892,1733
104729,0,CLOSURE,PUBLICATION_BLOCKED,all_candidates,post_transition_metal,38,38
104729,0,CLOSURE,PUBLICATION_BLOCKED,all_candidates,rare_earth_non_lanthanide,59,59
104729,0,CLOSURE,PUBLICATION_BLOCKED,all_candidates,transition_metal,96,96
104729,0,CLOSURE,PUBLICATION_BLOCKED,all_candidates,unknown,1918,0
104729,0,CLOSURE,PUBLICATION_BLOCKED,all_candidates,ALL,10377,8235
104729,0,CLOSURE,PUBLICATION_BLOCKED,model_ready,actinide,4704,4704
104729,0,CLOSURE,PUBLICATION_BLOCKED,model_ready,alkaline_earth,246,246
104729,0,CLOSURE,PUBLICATION_BLOCKED,model_ready,lanthanide,86,86
104729,0,CLOSURE,PUBLICATION_BLOCKED,model_ready,post_transition_metal,38,38
104729,0,CLOSURE,PUBLICATION_BLOCKED,model_ready,rare_earth_non_lanthanide,57,57
104729,0,CLOSURE,PUBLICATION_BLOCKED,model_ready,transition_metal,96,96
104729,0,CLOSURE,PUBLICATION_BLOCKED,model_ready,ALL,5227,5227
104729,0,CLOSURE,LIGAND_ONLY,all_candidates,actinide,6161,6097
104729,0,CLOSURE,LIGAND_ONLY,all_candidates,alkaline_earth,285,284
104729,0,CLOSURE,LIGAND_ONLY,all_candidates,lanthanide,1892,1733
104729,0,CLOSURE,LIGAND_ONLY,all_candidates,post_transition_metal,44,44
104729,0,CLOSURE,LIGAND_ONLY,all_candidates,rare_earth_non_lanthanide,59,59
104729,0,CLOSURE,LIGAND_ONLY,all_candidates,transition_metal,109,109
104729,0,CLOSURE,LIGAND_ONLY,all_candidates,unknown,1918,0
104729,0,CLOSURE,LIGAND_ONLY,all_candidates,ALL,10468,8326
104729,0,CLOSURE,LIGAND_ONLY,model_ready,actinide,4776,4776
104729,0,CLOSURE,LIGAND_ONLY,model_ready,alkaline_earth,246,246
104729,0,CLOSURE,LIGAND_ONLY,model_ready,lanthanide,86,86
104729,0,CLOSURE,LIGAND_ONLY,model_ready,post_transition_metal,44,44
104729,0,CLOSURE,LIGAND_ONLY,model_ready,rare_earth_non_lanthanide,57,57
104729,0,CLOSURE,LIGAND_ONLY,model_ready,transition_metal,109,109
104729,0,CLOSURE,LIGAND_ONLY,model_ready,ALL,5318,5318
104729,0,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,actinide,6302,6235
104729,0,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,alkaline_earth,285,284
104729,0,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,lanthanide,1907,1745
104729,0,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,post_transition_metal,44,44
104729,0,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,rare_earth_non_lanthanide,59,59
104729,0,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,transition_metal,109,109
104729,0,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,unknown,1918,0
104729,0,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,ALL,10624,8476
104729,0,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,actinide,4896,4896
104729,0,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,alkaline_earth,246,246
104729,0,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,lanthanide,86,86
104729,0,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,post_transition_metal,44,44
104729,0,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,rare_earth_non_lanthanide,57,57
104729,0,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,transition_metal,109,109
104729,0,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,ALL,5438,5438
104729,1,DICT_LEGACY,HEADLINE,all_candidates,actinide,3678,3675
104729,1,DICT_LEGACY,HEADLINE,all_candidates,lanthanide,1639,1636
104729,1,DICT_LEGACY,HEADLINE,all_candidates,post_transition_metal,6,6
104729,1,DICT_LEGACY,HEADLINE,all_candidates,transition_metal,26,26
104729,1,DICT_LEGACY,HEADLINE,all_candidates,unknown,985,0
104729,1,DICT_LEGACY,HEADLINE,all_candidates,ALL,6334,5343
104729,1,DICT_LEGACY,HEADLINE,model_ready,actinide,2585,2585
104729,1,DICT_LEGACY,HEADLINE,model_ready,lanthanide,15,15
104729,1,DICT_LEGACY,HEADLINE,model_ready,post_transition_metal,6,6
104729,1,DICT_LEGACY,HEADLINE,model_ready,transition_metal,26,26
104729,1,DICT_LEGACY,HEADLINE,model_ready,ALL,2632,2632
104729,1,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,actinide,3365,3365
104729,1,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,lanthanide,1636,1636
104729,1,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,unknown,985,0
104729,1,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,ALL,5986,5001
104729,1,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,actinide,2287,2287
104729,1,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,lanthanide,15,15
104729,1,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,ALL,2302,2302
104729,1,DICT_LEGACY,LIGAND_ONLY,all_candidates,actinide,3678,3675
104729,1,DICT_LEGACY,LIGAND_ONLY,all_candidates,lanthanide,1639,1636
104729,1,DICT_LEGACY,LIGAND_ONLY,all_candidates,post_transition_metal,6,6
104729,1,DICT_LEGACY,LIGAND_ONLY,all_candidates,transition_metal,26,26
104729,1,DICT_LEGACY,LIGAND_ONLY,all_candidates,unknown,985,0
104729,1,DICT_LEGACY,LIGAND_ONLY,all_candidates,ALL,6334,5343
104729,1,DICT_LEGACY,LIGAND_ONLY,model_ready,actinide,2585,2585
104729,1,DICT_LEGACY,LIGAND_ONLY,model_ready,lanthanide,15,15
104729,1,DICT_LEGACY,LIGAND_ONLY,model_ready,post_transition_metal,6,6
104729,1,DICT_LEGACY,LIGAND_ONLY,model_ready,transition_metal,26,26
104729,1,DICT_LEGACY,LIGAND_ONLY,model_ready,ALL,2632,2632
104729,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,actinide,6302,6235
104729,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,alkaline_earth,285,284
104729,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,lanthanide,1990,1830
104729,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,post_transition_metal,44,44
104729,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,rare_earth_non_lanthanide,59,59
104729,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,transition_metal,109,109
104729,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,unknown,1918,0
104729,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,ALL,10707,8561
104729,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,actinide,4896,4896
104729,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,alkaline_earth,246,246
104729,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,lanthanide,83,83
104729,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,post_transition_metal,44,44
104729,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,rare_earth_non_lanthanide,57,57
104729,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,transition_metal,109,109
104729,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,ALL,5435,5435
104729,1,CLOSURE,HEADLINE,all_candidates,actinide,2699,2696
104729,1,CLOSURE,HEADLINE,all_candidates,lanthanide,1639,1636
104729,1,CLOSURE,HEADLINE,all_candidates,post_transition_metal,6,6
104729,1,CLOSURE,HEADLINE,all_candidates,transition_metal,26,26
104729,1,CLOSURE,HEADLINE,all_candidates,unknown,948,0
104729,1,CLOSURE,HEADLINE,all_candidates,ALL,5318,4364
104729,1,CLOSURE,HEADLINE,model_ready,actinide,1812,1812
104729,1,CLOSURE,HEADLINE,model_ready,lanthanide,15,15
104729,1,CLOSURE,HEADLINE,model_ready,post_transition_metal,6,6
104729,1,CLOSURE,HEADLINE,model_ready,transition_metal,26,26
104729,1,CLOSURE,HEADLINE,model_ready,ALL,1859,1859
104729,1,CLOSURE,PUBLICATION_BLOCKED,all_candidates,actinide,2448,2448
104729,1,CLOSURE,PUBLICATION_BLOCKED,all_candidates,lanthanide,1636,1636
104729,1,CLOSURE,PUBLICATION_BLOCKED,all_candidates,unknown,948,0
104729,1,CLOSURE,PUBLICATION_BLOCKED,all_candidates,ALL,5032,4084
104729,1,CLOSURE,PUBLICATION_BLOCKED,model_ready,actinide,1576,1576
104729,1,CLOSURE,PUBLICATION_BLOCKED,model_ready,lanthanide,15,15
104729,1,CLOSURE,PUBLICATION_BLOCKED,model_ready,ALL,1591,1591
104729,1,CLOSURE,LIGAND_ONLY,all_candidates,actinide,3678,3675
104729,1,CLOSURE,LIGAND_ONLY,all_candidates,lanthanide,1639,1636
104729,1,CLOSURE,LIGAND_ONLY,all_candidates,post_transition_metal,6,6
104729,1,CLOSURE,LIGAND_ONLY,all_candidates,transition_metal,26,26
104729,1,CLOSURE,LIGAND_ONLY,all_candidates,unknown,985,0
104729,1,CLOSURE,LIGAND_ONLY,all_candidates,ALL,6334,5343
104729,1,CLOSURE,LIGAND_ONLY,model_ready,actinide,2585,2585
104729,1,CLOSURE,LIGAND_ONLY,model_ready,lanthanide,15,15
104729,1,CLOSURE,LIGAND_ONLY,model_ready,post_transition_metal,6,6
104729,1,CLOSURE,LIGAND_ONLY,model_ready,transition_metal,26,26
104729,1,CLOSURE,LIGAND_ONLY,model_ready,ALL,2632,2632
104729,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,actinide,6302,6235
104729,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,alkaline_earth,285,284
104729,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,lanthanide,1990,1830
104729,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,post_transition_metal,44,44
104729,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,rare_earth_non_lanthanide,59,59
104729,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,transition_metal,109,109
104729,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,unknown,1918,0
104729,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,ALL,10707,8561
104729,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,actinide,4896,4896
104729,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,alkaline_earth,246,246
104729,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,lanthanide,83,83
104729,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,post_transition_metal,44,44
104729,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,rare_earth_non_lanthanide,57,57
104729,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,transition_metal,109,109
104729,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,ALL,5435,5435
104729,2,DICT_LEGACY,HEADLINE,all_candidates,actinide,6240,6173
104729,2,DICT_LEGACY,HEADLINE,all_candidates,alkaline_earth,285,284
104729,2,DICT_LEGACY,HEADLINE,all_candidates,lanthanide,1962,1800
104729,2,DICT_LEGACY,HEADLINE,all_candidates,post_transition_metal,44,44
104729,2,DICT_LEGACY,HEADLINE,all_candidates,rare_earth_non_lanthanide,59,59
104729,2,DICT_LEGACY,HEADLINE,all_candidates,transition_metal,109,109
104729,2,DICT_LEGACY,HEADLINE,all_candidates,unknown,1918,0
104729,2,DICT_LEGACY,HEADLINE,all_candidates,ALL,10617,8469
104729,2,DICT_LEGACY,HEADLINE,model_ready,actinide,4838,4838
104729,2,DICT_LEGACY,HEADLINE,model_ready,alkaline_earth,246,246
104729,2,DICT_LEGACY,HEADLINE,model_ready,lanthanide,82,82
104729,2,DICT_LEGACY,HEADLINE,model_ready,post_transition_metal,44,44
104729,2,DICT_LEGACY,HEADLINE,model_ready,rare_earth_non_lanthanide,57,57
104729,2,DICT_LEGACY,HEADLINE,model_ready,transition_metal,109,109
104729,2,DICT_LEGACY,HEADLINE,model_ready,ALL,5376,5376
104729,2,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,actinide,5513,5446
104729,2,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,alkaline_earth,285,284
104729,2,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,lanthanide,1901,1740
104729,2,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,post_transition_metal,44,44
104729,2,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,rare_earth_non_lanthanide,59,59
104729,2,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,transition_metal,109,109
104729,2,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,unknown,1918,0
104729,2,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,ALL,9829,7682
104729,2,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,actinide,4135,4135
104729,2,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,alkaline_earth,246,246
104729,2,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,lanthanide,82,82
104729,2,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,post_transition_metal,44,44
104729,2,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,rare_earth_non_lanthanide,57,57
104729,2,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,transition_metal,109,109
104729,2,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,ALL,4673,4673
104729,2,DICT_LEGACY,LIGAND_ONLY,all_candidates,actinide,6240,6173
104729,2,DICT_LEGACY,LIGAND_ONLY,all_candidates,alkaline_earth,285,284
104729,2,DICT_LEGACY,LIGAND_ONLY,all_candidates,lanthanide,1962,1800
104729,2,DICT_LEGACY,LIGAND_ONLY,all_candidates,post_transition_metal,44,44
104729,2,DICT_LEGACY,LIGAND_ONLY,all_candidates,rare_earth_non_lanthanide,59,59
104729,2,DICT_LEGACY,LIGAND_ONLY,all_candidates,transition_metal,109,109
104729,2,DICT_LEGACY,LIGAND_ONLY,all_candidates,unknown,1918,0
104729,2,DICT_LEGACY,LIGAND_ONLY,all_candidates,ALL,10617,8469
104729,2,DICT_LEGACY,LIGAND_ONLY,model_ready,actinide,4838,4838
104729,2,DICT_LEGACY,LIGAND_ONLY,model_ready,alkaline_earth,246,246
104729,2,DICT_LEGACY,LIGAND_ONLY,model_ready,lanthanide,82,82
104729,2,DICT_LEGACY,LIGAND_ONLY,model_ready,post_transition_metal,44,44
104729,2,DICT_LEGACY,LIGAND_ONLY,model_ready,rare_earth_non_lanthanide,57,57
104729,2,DICT_LEGACY,LIGAND_ONLY,model_ready,transition_metal,109,109
104729,2,DICT_LEGACY,LIGAND_ONLY,model_ready,ALL,5376,5376
104729,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,actinide,6302,6235
104729,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,alkaline_earth,285,284
104729,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,lanthanide,1966,1804
104729,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,post_transition_metal,44,44
104729,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,rare_earth_non_lanthanide,59,59
104729,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,transition_metal,109,109
104729,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,unknown,1918,0
104729,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,ALL,10683,8535
104729,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,actinide,4896,4896
104729,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,alkaline_earth,246,246
104729,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,lanthanide,86,86
104729,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,post_transition_metal,44,44
104729,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,rare_earth_non_lanthanide,57,57
104729,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,transition_metal,109,109
104729,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,ALL,5438,5438
104729,2,CLOSURE,HEADLINE,all_candidates,actinide,6240,6173
104729,2,CLOSURE,HEADLINE,all_candidates,alkaline_earth,285,284
104729,2,CLOSURE,HEADLINE,all_candidates,lanthanide,1962,1800
104729,2,CLOSURE,HEADLINE,all_candidates,post_transition_metal,44,44
104729,2,CLOSURE,HEADLINE,all_candidates,rare_earth_non_lanthanide,59,59
104729,2,CLOSURE,HEADLINE,all_candidates,transition_metal,109,109
104729,2,CLOSURE,HEADLINE,all_candidates,unknown,1918,0
104729,2,CLOSURE,HEADLINE,all_candidates,ALL,10617,8469
104729,2,CLOSURE,HEADLINE,model_ready,actinide,4838,4838
104729,2,CLOSURE,HEADLINE,model_ready,alkaline_earth,246,246
104729,2,CLOSURE,HEADLINE,model_ready,lanthanide,82,82
104729,2,CLOSURE,HEADLINE,model_ready,post_transition_metal,44,44
104729,2,CLOSURE,HEADLINE,model_ready,rare_earth_non_lanthanide,57,57
104729,2,CLOSURE,HEADLINE,model_ready,transition_metal,109,109
104729,2,CLOSURE,HEADLINE,model_ready,ALL,5376,5376
104729,2,CLOSURE,PUBLICATION_BLOCKED,all_candidates,actinide,5513,5446
104729,2,CLOSURE,PUBLICATION_BLOCKED,all_candidates,alkaline_earth,285,284
104729,2,CLOSURE,PUBLICATION_BLOCKED,all_candidates,lanthanide,1901,1740
104729,2,CLOSURE,PUBLICATION_BLOCKED,all_candidates,post_transition_metal,44,44
104729,2,CLOSURE,PUBLICATION_BLOCKED,all_candidates,rare_earth_non_lanthanide,59,59
104729,2,CLOSURE,PUBLICATION_BLOCKED,all_candidates,transition_metal,109,109
104729,2,CLOSURE,PUBLICATION_BLOCKED,all_candidates,unknown,1918,0
104729,2,CLOSURE,PUBLICATION_BLOCKED,all_candidates,ALL,9829,7682
104729,2,CLOSURE,PUBLICATION_BLOCKED,model_ready,actinide,4135,4135
104729,2,CLOSURE,PUBLICATION_BLOCKED,model_ready,alkaline_earth,246,246
104729,2,CLOSURE,PUBLICATION_BLOCKED,model_ready,lanthanide,82,82
104729,2,CLOSURE,PUBLICATION_BLOCKED,model_ready,post_transition_metal,44,44
104729,2,CLOSURE,PUBLICATION_BLOCKED,model_ready,rare_earth_non_lanthanide,57,57
104729,2,CLOSURE,PUBLICATION_BLOCKED,model_ready,transition_metal,109,109
104729,2,CLOSURE,PUBLICATION_BLOCKED,model_ready,ALL,4673,4673
104729,2,CLOSURE,LIGAND_ONLY,all_candidates,actinide,6240,6173
104729,2,CLOSURE,LIGAND_ONLY,all_candidates,alkaline_earth,285,284
104729,2,CLOSURE,LIGAND_ONLY,all_candidates,lanthanide,1962,1800
104729,2,CLOSURE,LIGAND_ONLY,all_candidates,post_transition_metal,44,44
104729,2,CLOSURE,LIGAND_ONLY,all_candidates,rare_earth_non_lanthanide,59,59
104729,2,CLOSURE,LIGAND_ONLY,all_candidates,transition_metal,109,109
104729,2,CLOSURE,LIGAND_ONLY,all_candidates,unknown,1918,0
104729,2,CLOSURE,LIGAND_ONLY,all_candidates,ALL,10617,8469
104729,2,CLOSURE,LIGAND_ONLY,model_ready,actinide,4838,4838
104729,2,CLOSURE,LIGAND_ONLY,model_ready,alkaline_earth,246,246
104729,2,CLOSURE,LIGAND_ONLY,model_ready,lanthanide,82,82
104729,2,CLOSURE,LIGAND_ONLY,model_ready,post_transition_metal,44,44
104729,2,CLOSURE,LIGAND_ONLY,model_ready,rare_earth_non_lanthanide,57,57
104729,2,CLOSURE,LIGAND_ONLY,model_ready,transition_metal,109,109
104729,2,CLOSURE,LIGAND_ONLY,model_ready,ALL,5376,5376
104729,2,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,actinide,6302,6235
104729,2,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,alkaline_earth,285,284
104729,2,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,lanthanide,1966,1804
104729,2,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,post_transition_metal,44,44
104729,2,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,rare_earth_non_lanthanide,59,59
