band,comparison,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
far,X_S3_EXT_LEVEL_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,S3_EXT_LEVEL,0.03323796142940186,-0.041662164137484164,0.10943068447501626,-0.032697039794847386,0.1217087371615673,0.402,0.03858689466307254,0.1080433050566031,0.006185941773121861,29,17,5,5,0.003939575402676959,0.047372860641508065,True,0.02,False,False
far,X_S4_CENTRED_ROW@lean_vs_B1_MEAN_CURVE,mae_all,B1_MEAN_CURVE,S4_CENTRED_ROW@lean,0.07210643759027831,-0.027795419154462077,0.1654748642131999,-0.02109025696355155,0.17218188728109288,0.152,0.04966188900553473,0.13905328921549726,0.04806695692815297,29,18,4,5,0.045045591912898794,0.08599003978189802,True,0.02,False,False
mid,X_V2_BAG_MIX3_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,V2_BAG_MIX3,0.038673680647376425,-0.021356358267452198,0.10140986566758574,-0.014820826340121657,0.10959655063933717,0.217,0.03125068064558205,0.08750190580762973,0.013830963513888062,49,29,5,5,0.017489994884670953,0.050687416137545814,True,0.02,False,False
mid,X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,mae_all,B1_MEAN_CURVE,V2_BAG_MIX3,0.09337591993579607,0.030936732765965067,0.1436183366731212,0.02630065446843802,0.14031560365925205,0.003,0.02869968730087871,0.08035912444246038,0.08709854315184967,49,38,5,5,0.08325546482486748,0.11057509334700313,True,0.02,True,True
mid,X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,mae_all,B1_MEAN_CURVE,V2_BAG_MIX5,0.10627024763610715,0.04302000181783712,0.15914366785351988,0.03950129310750621,0.15662480692012887,0.003,0.02924979201120637,0.08189941763137783,0.09957639938623976,49,39,5,5,0.09631445709926557,0.12302312017435542,True,0.02,True,True
mid,X_V2_DIRECT@cond_vs_B1_MEAN_CURVE,mae_all,B1_MEAN_CURVE,V2_DIRECT@cond,0.046580732585704464,-0.018797615061437116,0.10639439584999219,-0.01391824711989761,0.10960334981365037,0.184,0.03296937374320095,0.09231424648096265,0.05803743701999318,49,28,5,5,0.020239344531817055,0.06390062388273918,True,0.02,False,False
mid,X_V2_BAG4@lean_vs_B1_MEAN_CURVE,mae_all,B1_MEAN_CURVE,V2_BAG4@lean,0.10962357729218941,0.03749732713903794,0.17472521468974733,0.03553632637050333,0.1738179022493602,0.003,0.03477399267253697,0.0973671794831035,0.09567880234298314,49,38,5,5,0.09280405823826517,0.12759905059248228,True,0.02,True,True
mid,X_V2_BAG_MIX3_vs_V2_DIRECT@cond,mae_all,V2_DIRECT@cond,V2_BAG_MIX3,0.046795187350091624,-0.011074976197542418,0.11529236433335978,-0.003577906059932817,0.12473413799513733,0.117,0.03275719516627697,0.0917201464655755,0.029061106131856494,49,29,4,5,0.02274187365279912,0.06437403305544605,True,0.02,False,False
mid,X_S4_BAG_MIX3C_vs_V2_BAG_MIX3,mae_all,V2_BAG_MIX3,S4_BAG_MIX3C,-0.0033016546102213277,-0.019037268290052776,0.017111375752207246,-0.021780361311500365,0.013815568258705356,0.782,0.009582162982220064,0.026830056350216177,0.0030424578037311634,49,22,2,5,-0.006179360362616263,0.005658056513896395,False,0.02,False,False
mid,X_S4_CENTRED_ROW@lean_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,S4_CENTRED_ROW@lean,0.04905013004325974,-0.008033965401108083,0.10026081452292843,-0.007060162071262558,0.10165153490806715,0.105,0.0273434708971643,0.07656171851206003,0.019728963670485822,49,34,5,5,0.03338887708129511,0.05896266012439427,True,0.02,False,False
mid,X_S2_CENTRED_ROW_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,S2_CENTRED_ROW,0.013415672546668105,-0.03508186308389517,0.06393839094695938,-0.030590602636303435,0.06895098993071622,0.611,0.02618291847436108,0.07331217172821103,-0.013839409436097506,49,26,3,5,-0.005252698788667952,0.027517982238693926,False,0.02,False,False
mid,X_S2_CENTRED_ROW_basic_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,S2_CENTRED_ROW_basic,0.02103764703068759,-0.02564705430059234,0.07000101811834937,-0.02193930464419849,0.07597674168423033,0.418,0.025332392695407702,0.07093069954714157,-0.005087298221162967,49,28,4,5,0.003793168430313288,0.03468639171778219,True,0.02,False,False
mid,X_S3_EXT_LEVEL_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,S3_EXT_LEVEL,-0.012046280335586966,-0.07193872189335755,0.057115675375353815,-0.07233832443316376,0.056527576796016714,0.738,0.03371606690601019,0.09440498733682853,-0.04089453345200443,49,21,2,5,-0.03248692280555642,0.012681655552215553,False,0.02,False,False
mid,X_S4_CENTRED_ROW@lean_vs_B1_MEAN_CURVE,mae_all,B1_MEAN_CURVE,S4_CENTRED_ROW@lean,0.10375236933167938,0.022570181203988637,0.17484956908334826,0.02185773777248762,0.17421285910686515,0.012,0.03831453550745594,0.10728069942087663,0.09299654330844744,49,36,5,5,0.08558675283733562,0.12420153704023854,True,0.02,True,True
near,X_V2_BAG_MIX3_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,V2_BAG_MIX3,-0.0040322446422277735,-0.07640251815363011,0.03477781375166547,-0.07973488565804104,0.033488794323930836,0.892,0.027731149106896395,0.0776472174993099,-0.03455143228322515,32,15,3,5,-0.01515870883391109,0.008618639625387453,False,0.02,False,False
near,X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,mae_all,B1_MEAN_CURVE,V2_BAG_MIX3,0.06544990061363125,-0.008879018141268707,0.11363287912037551,-0.015856733851964074,0.10935773711017387,0.078,0.030017568052280248,0.08404919054638468,0.05619278012243752,32,25,5,5,0.05227234155308234,0.08213898157649578,True,0.02,False,False
near,X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,mae_all,B1_MEAN_CURVE,V2_BAG_MIX5,0.07499660128606243,-0.007500982417464445,0.12463575510148453,-0.013596887782045363,0.12056013178550264,0.079,0.03296166951324016,0.09229267463707244,0.06525153657158618,32,24,5,5,0.05653725343815199,0.09558141166880564,True,0.02,False,False
near,X_V2_DIRECT@cond_vs_B1_MEAN_CURVE,mae_all,B1_MEAN_CURVE,V2_DIRECT@cond,0.025447857220611082,-0.06203062785804069,0.08319451186864323,-0.04938543626944835,0.09610144279404798,0.511,0.03665320390061458,0.10262897092172081,0.009063657115336942,32,18,5,5,-0.0033035275270533377,0.03891472394574857,False,0.02,False,False
near,X_V2_BAG4@lean_vs_B1_MEAN_CURVE,mae_all,B1_MEAN_CURVE,V2_BAG4@lean,0.07945388419535242,-0.014769326869689918,0.13509385382585426,-0.03032444079336802,0.12926513661398228,0.08,0.036901065123343194,0.10332298234536094,0.07135948833747716,32,26,5,5,0.06375647013938893,0.10486890675112868,True,0.02,False,False
near,X_V2_BAG_MIX3_vs_V2_DIRECT@cond,mae_all,V2_DIRECT@cond,V2_BAG_MIX3,0.04000204339302017,-0.008591083089481593,0.10567936865292717,-0.011177109143730534,0.10337423244900326,0.114,0.029837400778021533,0.08354472217846029,0.04712912300710057,32,18,5,5,0.02677477766321055,0.055575869080135676,True,0.02,False,False
near,X_S4_BAG_MIX3C_vs_V2_BAG_MIX3,mae_all,V2_BAG_MIX3,S4_BAG_MIX3C,-0.00725469567196285,-0.023779548254882307,0.01695620059594471,-0.02742660612750687,0.013393002904494475,0.622,0.011231659365366409,0.03144864622302594,-0.0024595448828957267,32,17,1,5,-0.012334584951863842,0.006896523210167688,False,0.02,False,False
near,X_S4_CENTRED_ROW@lean_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,S4_CENTRED_ROW@lean,0.002962763263998646,-0.06699033109087556,0.05446565820756182,-0.06418916138581872,0.05663193337584589,0.918,0.03030346274763189,0.08484969569336928,-0.016270054570126986,32,16,3,5,-0.012293243444964342,0.015058919445519021,False,0.02,False,False
near,X_S2_CENTRED_ROW_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,S2_CENTRED_ROW,-0.010954780006768916,-0.0481007392045114,0.045089143169695256,-0.051971747537060346,0.03910842996604845,0.702,0.024441039035758904,0.06843490930012493,-0.0037787272564396754,32,15,2,5,-0.021959139139824297,0.011080055189781255,False,0.02,False,False
near,X_S2_CENTRED_ROW_basic_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,S2_CENTRED_ROW_basic,-0.0018873142019773352,-0.037240985745238195,0.051112063054256376,-0.039896885436426596,0.04625379982837935,0.967,0.023062762066588437,0.06457573378644763,0.0018583907846804414,32,14,2,5,-0.013636337498373776,0.01879031590052137,False,0.02,False,False
near,X_S3_EXT_LEVEL_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,S3_EXT_LEVEL,-0.031112003997253605,-0.08015420194655516,0.03328408549589176,-0.0828381156815116,0.030386219074106297,0.325,0.02871241359044471,0.08039475805324518,-0.029925494657715494,32,16,1,5,-0.04218923469931406,-0.010503898163243127,True,0.02,False,False
near,X_S4_CENTRED_ROW@lean_vs_B1_MEAN_CURVE,mae_all,B1_MEAN_CURVE,S4_CENTRED_ROW@lean,0.07244490851985766,-0.021913669805460306,0.1438314067343187,-0.05022123204069582,0.1312115270580384,0.096,0.04040637733308567,0.11313785653263987,0.07447415783553568,32,22,5,5,0.06051039620146949,0.10033928571537135,True,0.02,False,False
