design,arm,dir_macro_acc,loco_min,loco_max,n_chemotypes
B,ISO_PRIOR,0.7483085207475452,0.7049820236260914,0.7670162337662337,40
B,MAG_MED,0.8400158378207159,0.8273855092276144,0.8610162337662338,40
B,SYM_DIR,0.8024548622109599,0.779558294812532,0.8225162337662338,40
B,TP_ALL,0.8048938866012038,0.7829481253210067,0.8250162337662339,40
B,TP_CURV,0.8400158378207159,0.8273855092276144,0.8610162337662338,40
B,TP_DIR209,0.7066940602306456,0.6581715459681561,0.7493278018278018,40
B,TP_DIR39,0.8048938866012038,0.7829481253210067,0.8250162337662339,40
B,TP_MAG,0.8400158378207159,0.8273855092276144,0.8610162337662338,40
B,TP_MAG_MEAN,0.8400158378207159,0.8273855092276144,0.8610162337662338,40
B,TP_MAG_SHUF,0.8400158378207159,0.8273855092276144,0.8610162337662338,40
B,XGB_FREE,0.8097719353816915,0.7897277863379558,0.8300162337662339,40
B,XGB_MONO,0.8097719353816915,0.7897277863379558,0.8300162337662339,40
BP,CB_CURV,0.8205036426987645,0.806332877648667,0.8410162337662339,40
BP,CB_DIR,0.7609914475768134,0.7219311761684643,0.7800162337662339,40
BP,CB_DIR209,0.6594133553889652,0.6325249360775677,0.7030303030303031,40
BP,CB_DIR_ES,0.7250205891669306,0.7033116883116882,0.7431461038961039,40
BP,CB_MAG,0.8205036426987645,0.806332877648667,0.8410162337662339,40
BP,CB_MAG_LEVEL,0.8205036426987645,0.806332877648667,0.8410162337662339,40
BP,CB_MAG_RANK,0.8205036426987645,0.806332877648667,0.8410162337662339,40
BP,CB_MAG_SHUF,0.8205036426987645,0.806332877648667,0.8410162337662339,40
BP,FLAT,0.44144757681343044,0.4128038628038628,0.556034925526451,40
BP,G14,0.8205036426987645,0.806332877648667,0.8410162337662339,40
BP,GAM_DIR,0.773186569528033,0.7388803287108372,0.7925162337662337,40
BP,GAM_DIR_K,0.7564322669200717,0.73720323536113,0.7753430735930735,40
BP,GAM_MAG,0.8180646183085206,0.8032871083718541,0.8385162337662339,40
BP,ISO_PICK,0.7136743744060817,0.6575243965074474,0.7319151734341609,40
BP,ISO_PRIOR,0.7136743744060817,0.6575243965074474,0.7319151734341609,40
BP,MAG_MED,0.8205036426987645,0.806332877648667,0.8410162337662339,40
BP,SYM_DIR,0.7853816914792524,0.7558294812532098,0.8050162337662338,40
BP,TP_ALL,0.7217981205786083,0.7024663932558669,0.7398430735930737,40
BP,TP_CURV,0.8205036426987645,0.806332877648667,0.8410162337662339,40
BP,TP_DIR209,0.6887733314562583,0.6598151001540832,0.7059926647426648,40
BP,TP_DIR39,0.7217981205786083,0.7024663932558669,0.7398430735930737,40
BP,TP_MAG,0.8205036426987645,0.806332877648667,0.8410162337662339,40
BP,TP_MAG_MEAN,0.8205036426987645,0.806332877648667,0.8410162337662339,40
BP,TP_MAG_SHUF,0.8205036426987645,0.806332877648667,0.8410162337662339,40
BP,XGB_FREE,0.7707475451377891,0.7354904982023626,0.7900162337662338,40
BP,XGB_MONO,0.7707475451377891,0.7354904982023626,0.7900162337662338,40
BQ,CB_CURV,0.8400158378207159,0.8273855092276144,0.8610162337662338,40
BQ,CB_DIR,0.8268451061133989,0.813174982911825,0.8475162337662339,40
BQ,CB_DIR209,0.710374124520466,0.6515356959424755,0.7322457659299765,40
BQ,CB_DIR_ES,0.8117231548938867,0.7931176168464303,0.8320162337662339,40
BQ,CB_MAG,0.8400158378207159,0.8273855092276144,0.8610162337662338,40
BQ,CB_MAG_LEVEL,0.8400158378207159,0.8273855092276144,0.8610162337662338,40
BQ,CB_MAG_RANK,0.8400158378207159,0.8273855092276144,0.8610162337662338,40
BQ,CB_MAG_SHUF,0.8400158378207159,0.8273855092276144,0.8610162337662338,40
BQ,FLAT,0.44144757681343044,0.4128038628038628,0.556034925526451,40
BQ,G14,0.8400158378207159,0.8273855092276144,0.8610162337662338,40
BQ,GAM_DIR,0.8287963256255939,0.8152802460697198,0.8495162337662338,40
BQ,GAM_DIR_K,0.8258694963573013,0.8121223513328776,0.8465162337662339,40
BQ,GAM_MAG,0.832698764649984,0.8194907723855093,0.8535162337662336,40
BQ,ISO_PICK,0.7624548622109597,0.7253210066769389,0.7815162337662338,40
BQ,ISO_PRIOR,0.7624548622109597,0.7253210066769389,0.7815162337662338,40
BQ,MAG_MED,0.8400158378207159,0.8273855092276144,0.8610162337662338,40
BQ,SYM_DIR,0.7946499841621794,0.7693888032871085,0.8145162337662338,40
BQ,TP_ALL,0.8097719353816915,0.7897277863379558,0.8300162337662338,40
BQ,TP_CURV,0.8400158378207159,0.8273855092276144,0.8610162337662338,40
BQ,TP_DIR209,0.7233269982050471,0.6729429892141756,0.7541159717475507,40
BQ,TP_DIR39,0.8097719353816915,0.7897277863379558,0.8300162337662338,40
BQ,TP_MAG,0.8400158378207159,0.8273855092276144,0.8610162337662338,40
BQ,TP_MAG_MEAN,0.8400158378207159,0.8273855092276144,0.8610162337662338,40
BQ,TP_MAG_SHUF,0.8400158378207159,0.8273855092276144,0.8610162337662338,40
BQ,XGB_FREE,0.8146499841621792,0.796507447354905,0.8350162337662338,40
BQ,XGB_MONO,0.8146499841621792,0.796507447354905,0.8350162337662338,40
BR,CB_CURV,0.8346499841621794,0.821596035543404,0.8555162337662339,40
BR,CB_DIR,0.8122109597719354,0.7931176168464305,0.8325162337662337,40
BR,CB_DIR209,0.7030736517321883,0.6670570107858242,0.720650493025493,40
BR,CB_DIR_ES,0.8146499841621792,0.7965074473549049,0.8350162337662338,40
BR,CB_MAG,0.8346499841621794,0.821596035543404,0.8555162337662339,40
BR,CB_MAG_LEVEL,0.8346499841621794,0.821596035543404,0.8555162337662339,40
BR,CB_MAG_RANK,0.8346499841621794,0.821596035543404,0.8555162337662339,40
BR,CB_MAG_SHUF,0.8346499841621794,0.821596035543404,0.8555162337662339,40
BR,FLAT,0.44144757681343044,0.4128038628038628,0.556034925526451,40
BR,G14,0.8346499841621794,0.821596035543404,0.8555162337662339,40
BR,GAM_DIR,0.8185524231865696,0.8032871083718542,0.8390162337662337,40
BR,GAM_DIR_K,0.8161133987963256,0.7998972778633796,0.8365162337662337,40
BR,GAM_MAG,0.8346499841621794,0.821596035543404,0.8555162337662339,40
BR,ISO_PICK,0.7551377890402281,0.7151515151515153,0.7740162337662337,40
BR,ISO_PRIOR,0.7551377890402281,0.7151515151515153,0.7740162337662337,40
BR,MAG_MED,0.8346499841621794,0.821596035543404,0.8555162337662339,40
BR,SYM_DIR,0.7926987646499842,0.7659989727786338,0.8125162337662338,40
BR,TP_ALL,0.801967057332911,0.779558294812532,0.8220162337662338,40
BR,TP_CURV,0.8346499841621794,0.821596035543404,0.8555162337662339,40
BR,TP_DIR209,0.7085613686223442,0.671623009758603,0.7381846345662135,40
BR,TP_DIR39,0.801967057332911,0.779558294812532,0.8220162337662338,40
BR,TP_MAG,0.8346499841621794,0.821596035543404,0.8555162337662339,40
BR,TP_MAG_MEAN,0.8346499841621794,0.821596035543404,0.8555162337662339,40
BR,TP_MAG_SHUF,0.8346499841621794,0.821596035543404,0.8555162337662339,40
BR,XGB_FREE,0.8112353500158377,0.7931176168464305,0.8315162337662338,40
BR,XGB_MONO,0.8092841305036426,0.7897277863379558,0.8295162337662336,40
