design,split_seed,fold,n_terms,winner,inner_cv_acc,outer_acc,oracle_best_outer_acc,bite_outer_acc,oracle_winner
BP,155921,4,4602,(coord__dist__n_donor_pairs_beyond_6/coord__dist__donor_pair_median)*coord__arm__core_donor_eccentricity,0.9098735297476307,0.3181818181818182,0.7272727272727273,0.36363636363636365,coord__arm__local_donor_cluster_count*coord__dist__n_donor_pairs_within_2
BP,196613,0,4602,coord__arm__estimated_denticity_per_pocket/coord__dist__donor_pair_median,0.9274278215223092,0.3,0.75,0.3,coord__arm__core_branch_degree*coord__arm__n_clusters_with_3plus_donors
BP,196613,1,4602,coord__dist__donor_pair_sd/coord__dist__donor_eccentricity_mean,0.865,0.8297872340425532,0.8297872340425532,0.7978723404255319,coord__arm__core_donor_eccentricity/coord__dist__donor_pair_sd
BP,196613,2,4602,coord__dist__n_donor_pairs_beyond_6/coord__dist__donor_eccentricity_min,0.9095598845598842,0.631578947368421,0.7894736842105263,0.42105263157894735,coord__arm__n_clusters_with_3plus_donors
BP,196613,3,4602,(coord__dist__donor_pair_max/coord__dist__donor_eccentricity_min)*coord__arm__core_donor_eccentricity,0.8575111339499832,0.896551724137931,0.9310344827586207,0.8620689655172413,coord__dist__donor_eccentricity_min
BP,196613,4,4602,(coord__dist__donor_network_diameter/coord__arm__core_donor_eccentricity)*coord__arm__n_clusters_with_2plus_donors,0.8743915343915348,0.7878787878787878,0.9090909090909091,0.8181818181818182,coord__arm__local_donor_cluster_count*coord__dist__frac_donor_pairs_within_3
BP,262147,0,4602,coord__dist__donor_pair_sd/coord__dist__donor_pair_mean,0.8993948228642109,0.8333333333333334,0.9333333333333333,0.8666666666666667,coord__arm__has_repeated_arms*coord__dist__frac_donor_pairs_within_3
BP,262147,1,4602,(coord__dist__n_donor_pairs_beyond_6/coord__dist__donor_eccentricity_min)*coord__arm__n_clusters_with_3plus_donors,0.8671422064222695,0.75,0.9166666666666666,0.9166666666666666,coord__arm__n_clusters_with_3plus_donors
BP,262147,2,4602,coord__dist__donor_pair_sd/coord__dist__donor_eccentricity_mean,0.9041666666666666,0.8142076502732241,0.8142076502732241,0.7923497267759563,coord__dist__donor_eccentricity_mean*coord__dist__donor_pair_min
BP,262147,3,4602,coord__dist__donor_eccentricity_max/coord__dist__donor_eccentricity_min,0.8736111111111107,0.3877551020408163,0.7551020408163265,0.2857142857142857,coord__arm__has_repeated_arms*coord__dist__n_donor_pairs_within_2
BP,262147,4,4602,(coord__dist__frac_donor_pairs_within_3/coord__dist__donor_pair_min)*coord__arm__has_repeated_arms,0.8671837421837423,0.6,0.8,0.5333333333333333,coord__arm__n_amide_branches*coord__dist__donor_pair_sd
