design,split_seed,fold,order,spearman_pos_vs_cells,spearman_pos_vs_rich_cells
BP,130363,0,RANDOM,0.2802285184506797,0.2836612772429013
BP,130363,1,AOPT,-0.5146122967119249,-0.6326060500167208
BP,130363,1,UNCERT,-0.11489866990969143,-0.11999182207198099
BP,130363,1,MAXMIN,0.39454622630364933,0.32160099328600156
BP,130363,1,RANDOM,-0.27204843801368733,-0.2302468375796485
BP,130363,2,AOPT,-0.5617583707079291,-0.7501711202355151
BP,130363,2,UNCERT,-0.31442333598580613,-0.26881480465773483
BP,130363,2,MAXMIN,0.21570162684779137,0.11547530908254444
BP,130363,2,RANDOM,0.01825820857176187,0.13158327792195731
BP,130363,3,AOPT,-0.5062926570519088,-0.6382966823616912
BP,130363,3,UNCERT,-0.0589543319785215,-0.11367894453565518
BP,130363,3,MAXMIN,0.1936560480749009,0.2015859544405562
BP,130363,3,RANDOM,0.18508087251438868,0.16310457259463565
BP,130363,4,AOPT,-0.348409755357855,-0.5486843583246813
BP,130363,4,UNCERT,-0.47454028993844344,-0.38248536181969484
BP,130363,4,MAXMIN,0.1829926608259357,0.1932664129829675
BP,130363,4,RANDOM,-0.4293090531523718,-0.32126746660781247
BP,155921,0,AOPT,-0.10697695005560856,-0.25040123188441754
BP,155921,0,UNCERT,-0.2847345396685581,-0.19439814606483471
BP,155921,0,MAXMIN,0.3219566565372219,0.2616898120103544
BP,155921,0,RANDOM,-0.13569952842670344,-0.03195987620070435
BP,155921,1,AOPT,-0.6131351236656076,-0.8009326967788771
BP,155921,1,UNCERT,-0.3411301742117542,-0.37558489182515203
BP,155921,1,MAXMIN,0.08991899155499286,0.040310739685156964
BP,155921,1,RANDOM,0.11717568587010006,0.14901073428444225
BP,155921,2,AOPT,-0.4572653553426735,-0.7066402192190575
BP,155921,2,UNCERT,-0.534964741895042,-0.36029259666988595
BP,155921,2,MAXMIN,0.5313923563064272,0.4331479716679039
BP,155921,2,RANDOM,0.3113929438075759,0.24759443846982682
BP,155921,3,AOPT,-0.46315479570735657,-0.608109116994275
BP,155921,3,UNCERT,-0.6016237552487311,-0.5116840753189205
BP,155921,3,MAXMIN,0.22859315303597624,0.17505736732728067
BP,155921,3,RANDOM,0.2712678539291154,0.23991468702558463
BP,155921,4,AOPT,-0.5373403852430545,-0.7402842239678606
BP,155921,4,UNCERT,0.05671264376401195,0.14126861275223115
BP,155921,4,MAXMIN,0.1796694680590967,0.1375992981352901
BP,155921,4,RANDOM,-0.2435307643984043,-0.11329008879805551
BP,196613,0,AOPT,-0.5680443734726106,-0.7506235566883698
BP,196613,0,UNCERT,-0.0844218299634425,-0.1491690323006503
BP,196613,0,MAXMIN,0.324960410814055,0.2634350041186972
BP,196613,0,RANDOM,0.03521111500987802,0.059626061657780824
BP,196613,1,AOPT,-0.3270022386894578,-0.40934206385064453
BP,196613,1,UNCERT,-0.09697860510153038,-0.22400218099713945
BP,196613,1,MAXMIN,0.11461107875635408,0.06417144331056843
BP,196613,1,RANDOM,0.30215648035766074,0.22639366335653952
BP,196613,2,AOPT,-0.4188310942933352,-0.6614991948664932
BP,196613,2,UNCERT,-0.19318777412054206,-0.07521983532119904
BP,196613,2,MAXMIN,0.31888861914830813,0.26121357603503204
BP,196613,2,RANDOM,-0.08165403252828245,-0.09360153141255316
BP,196613,3,AOPT,-0.5428824830426952,-0.7849217721317359
BP,196613,3,UNCERT,-0.3043102290672365,-0.2747330663703042
BP,196613,3,MAXMIN,0.36504166963215706,0.20286373189776832
BP,196613,3,RANDOM,-0.0792338507728713,-0.06372135759919602
BP,196613,4,AOPT,-0.3553271626262667,-0.6395789933214785
BP,196613,4,UNCERT,-0.6488450587459934,-0.466060925626638
BP,196613,4,MAXMIN,0.2280548798689578,0.11558310955540622
BP,196613,4,RANDOM,-0.428402157510846,-0.24837462251856518
BP,262147,0,AOPT,-0.599706276626681,-0.8021112623209252
BP,262147,0,UNCERT,-0.3675737038391512,-0.39206888371354537
BP,262147,0,MAXMIN,0.3774439077214557,0.24828092456286988
BP,262147,0,RANDOM,-0.03783578154883357,0.03964741520698773
BP,262147,1,AOPT,-0.4439799502495921,-0.6048273229290027
BP,262147,1,UNCERT,-0.21676960616889376,-0.1975111423632822
BP,262147,1,MAXMIN,0.3771923728137631,0.3308028551457101
BP,262147,1,RANDOM,0.01491533987400645,-0.1527031272653058
BP,262147,2,AOPT,-0.6257541947799712,-0.6806049819995149
BP,262147,2,UNCERT,-0.15751004560386261,-0.2565926602256069
BP,262147,2,MAXMIN,0.13215128542727703,0.06767278951005018
BP,262147,2,RANDOM,0.05571783926123031,-0.010221410915580494
BP,262147,3,AOPT,-0.32112735681260296,-0.44254277430270916
BP,262147,3,UNCERT,-0.29580655409546824,-0.3166346227026513
BP,262147,3,MAXMIN,0.412282246594288,0.32036311010766433
BP,262147,3,RANDOM,0.1176672596855085,0.06940722707793623
BP,262147,4,AOPT,-0.44839578992747164,-0.6784960890743127
BP,262147,4,UNCERT,-0.20641513020255595,0.014449650503305125
BP,262147,4,MAXMIN,0.24040497170810224,0.18168310559302767
BP,262147,4,RANDOM,-0.4211588970654113,-0.2760308235851964
