feature,importance
delta3d__feat3d__polyhedron__donor_angle_01_04_deg,0.005832140476429011
delta3d__feat3d__polyhedron__donor_angle_04_07_deg,0.00572733159500087
base__ecfp_950,0.005645312372235474
delta3d__feat3d__polyhedron__donor_angle_01_02_deg,0.005573233384398497
base__ecfp_1407,0.005537625811668225
base__ecfp_656,0.005507993762539063
base__ecfp_1669,0.005496301559923343
base__cond__diluent__toluene,0.005409879570608267
delta3d__feat3d__polyhedron__donor_angle_03_07_deg,0.005363136955026707
delta3d__feat3d__polyhedron__ln_donor_distance_01,0.0053479552737415725
delta3d__feat3d__polyhedron_scalars__coreCN_donor_gap,0.005329838224504902
base__ecfp_13,0.005236162087257079
base__ecfp_523,0.0052265589308203705
delta3d__feat3d__polyhedron__donor_angle_03_09_deg,0.005213195197357134
delta3d__feat3d__polyhedron__ln_donor_distance_03,0.005164047016981172
base__ecfp_1209,0.005158093778592657
delta3d__feat3d__polyhedron__donor_angle_02_03_deg,0.00504786095926655
delta3d__feat3d__polyhedron__donor_angle_02_06_deg,0.005018353511615638
base__TPSA,0.004968946223239634
base__cond__metal_concentration_mM,0.004877870098447126
delta3d__feat3d__polyhedron__donor_angle_02_05_deg,0.00483011039598943
delta3d__feat3d__complex_physical__ln_donor_distance_min,0.004790437160696364
delta3d__feat3d__polyhedron__ln_donor_distance_09,0.004744082775317551
delta3d__feat3d__complex_physical__donor_partial_charge_03,0.004743135259367942
delta3d__feat3d__polyhedron__donor_angle_03_06_deg,0.00468090545020014
delta3d__feat3d__complex_physical__donor_partial_charge_04,0.004654536323683386
delta3d__feat3d__polyhedron__donor_angle_01_09_deg,0.004532348754545082
delta3d__feat3d__polyhedron__ln_donor_distance_05,0.004530852326312157
delta3d__feat3d__polyhedron__donor_angle_05_08_deg,0.004457952931258282
base__NumHAcceptors,0.004420903621837106
delta3d__feat3d__polyhedron__donor_angle_02_08_deg,0.00429929899221718
delta3d__feat3d__polyhedron_scalars__next_donor_dist,0.004237335882277015
delta3d__feat3d__polyhedron__donor_angle_03_04_deg,0.004178275131593726
delta3d__feat3d__polyhedron__donor_angle_01_05_deg,0.004173780203265724
base__ecfp_1135,0.004145341873009454
delta3d__feat3d__polyhedron__donor_angle_04_08_deg,0.0040800264785127
delta3d__feat3d__complex_physical__ln_donor_distance_max,0.004066669495115325
delta3d__feat3d__polyhedron__ln_donor_distance_07,0.003970612593984104
delta3d__feat3d__polyhedron__donor_angle_05_09_deg,0.0039058924049618303
base__ecfp_1096,0.0039027070850273667
delta3d__feat3d__polyhedron__donor_angle_02_09_deg,0.003878372928240239
delta3d__feat3d__polyhedron__ln_donor_distance_06,0.003871357695436226
delta3d__feat3d__complex_physical__dipole_magnitude,0.0038665668145297202
delta3d__feat3d__complex_physical__metal_partial_charge,0.0038458891270512006
delta3d__feat3d__polyhedron__ln_donor_distance_04,0.0038159541987005585
delta3d__feat3d__polyhedron__ln_donor_distance_08,0.0037956393989965506
delta3d__feat3d__complex_physical__ln_donor_distance_std,0.0034777246342983913
base__cond__acid__hcl,0.003472986353293661
delta3d__feat3d__polyhedron__donor_angle_01_07_deg,0.003396558385104141
delta3d__feat3d__polyhedron__donor_angle_04_06_deg,0.0033867338568598564
base__ecfp_1143,0.003379648501711818
delta3d__feat3d__complex_physical__donor_partial_charge_07,0.0033668639451817353
base__ecfp_1444,0.003344319522378326
delta3d__feat3d__polyhedron_scalars__coreCN_max_donor_dist,0.0033264785677612164
base__ecfp_1598,0.003236580555685373
delta3d__feat3d__polyhedron__donor_angle_06_07_deg,0.0032361342707053283
delta3d__feat3d__polyhedron__donor_angle_06_09_deg,0.0032334489628111688
delta3d__feat3d__complex_physical__donor_partial_charge_05,0.0030541010137264527
base__ecfp_1352,0.0030375113320901728
delta3d__feat3d__polyhedron__donor_angle_08_09_deg,0.0029756668065432975
delta3d__feat3d__complex_physical__donor_partial_charge_09,0.002947116988875043
base__NumHDonors,0.0029407507511317933
base__ecfp_283,0.0029356744388903326
delta3d__feat3d__complex_physical__donor_partial_charge_08,0.002924749508265009
delta3d__feat3d__complex_physical__donor_partial_charge_01,0.002906306404945398
delta3d__feat3d__polyhedron__donor_angle_07_09_deg,0.0027976169118785993
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_min,0.00279655610652787
base__cond__acid__hno3,0.002751202813661499
base__ecfp_807,0.0027469981905274684
base__ecfp_1257,0.0027087248003985834
base__FractionCSP3,0.002684138170892231
delta3d__feat3d__complex_physical__donor_partial_charge_02,0.0026800030287860628
delta3d__feat3d__complex_physical__donor_partial_charge_max,0.002652208141437704
base__cond__temperature_C,0.0025949069590364515
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_02,0.0025907732689381007
delta3d__feat3d__complex_physical__donor_partial_charge_mean,0.0024550089343255616
base__ecfp_24,0.0024379247175355953
base__ecfp_1442,0.0024228235435854294
base__cond__diluent__isopar_l_with_30_vol_exxal_13,0.002407444678830377
base__ecfp_1838,0.002354261916252763
base__ecfp_874,0.0023155071636811147
base__ecfp_1190,0.002295770846244577
base__ecfp_650,0.0022948389701572037
base__ecfp_591,0.002269569822779107
base__ecfp_1716,0.0022243617358274057
missingindicator_base__cond__metal_concentration_mM,0.0022089961771757593
base__ecfp_739,0.002204219122683001
base__ecfp_1917,0.0021913255973992365
base__ecfp_896,0.0021668014116353372
base__NumAromaticRings,0.0021191188696196347
delta3d__feat3d__complex_physical__observed_donors_within_3p10A,0.002117866378590682
delta3d__feat3d__complex_physical__donor_partial_charge_std,0.0021127189903839493
base__ecfp_130,0.0021075808935553217
base__ecfp_1,0.0020964290181971447
base__ecfp_1269,0.0020403188960372394
base__ecfp_1271,0.0019712262301662996
base__cond__diluent__n_dodecane,0.0019645803192579283
base__ecfp_1384,0.0019639309626617715
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_07,0.0019151379776285106
base__ecfp_1238,0.0018866492794182683
delta3d__feat3d__complex_physical__donor_partial_charge_06,0.001831524150516562
base__ecfp_348,0.0018295164475519788
base__ecfp_1911,0.0018220488932968524
base__cond__contact_time_min,0.0017817516664657483
missingindicator_base__cond__contact_time_min,0.0017732544099395107
base__ecfp_1951,0.0017680950941718805
base__ecfp_1512,0.0017485450775711127
base__ecfp_1385,0.0017377054045633147
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_08,0.0017367504936723697
base__ecfp_1275,0.0017077747492794143
delta3d__feat3d__polyhedron__donor_atomic_number_04,0.0016817266232921004
base__ecfp_618,0.00166924646123213
base__ecfp_794,0.0016629964389544287
base__ecfp_1039,0.0016472659841531602
missingindicator_delta3d__feat3d__polyhedron__donor_angle_07_09_deg,0.001621269988379918
base__ecfp_1163,0.0016129786789825641
missingindicator_delta3d__feat3d__polyhedron__donor_angle_02_09_deg,0.0015991713286675968
missingindicator_delta3d__feat3d__polyhedron__donor_atomic_number_09,0.0015487967337305284
base__ecfp_1724,0.0015063660505918756
missingindicator_delta3d__feat3d__polyhedron__donor_angle_06_09_deg,0.0015032335833779944
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_09,0.0014370169168710495
base__cond__diluent__other,0.001426475697261443
base__ecfp_1164,0.001410795966059164
base__ecfp_1950,0.0013809396547499629
base__ecfp_593,0.0013629861066971098
base__ecfp_1649,0.001305996780690898
missingindicator_delta3d__feat3d__polyhedron__donor_angle_04_09_deg,0.0012916994493722756
base__ecfp_755,0.001270055865264974
delta3d__feat3d__polyhedron__donor_atomic_number_07,0.0012642082213425074
missingindicator_delta3d__feat3d__polyhedron__donor_angle_08_09_deg,0.001246487143935662
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_01,0.001236643402350931
missingindicator_delta3d__feat3d__complex_physical__metal_partial_charge,0.00120030192631481
missingindicator_delta3d__feat3d__polyhedron__donor_angle_03_09_deg,0.0011596080718385908
base__ecfp_1019,0.0011336945009546746
delta3d__feat3d__polyhedron__donor_atomic_number_06,0.0011309415066350834
base__ecfp_463,0.0011095249504020134
base__ecfp_294,0.0010852090915022025
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_06,0.0010793923616374758
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_mean,0.001079314796228697
base__ecfp_235,0.0010745851585742326
base__ecfp_419,0.0010437510733590006
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_03,0.000995402877214393
base__ecfp_855,0.0009927268354008331
base__ecfp_1992,0.0009911312975397126
base__RingCount,0.0009624031625208616
missingindicator_delta3d__feat3d__polyhedron__donor_angle_05_09_deg,0.0009547272810192807
base__ecfp_978,0.0009451684737829068
base__ecfp_241,0.0009294457550853862
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_std,0.0009280021656636254
missingindicator_delta3d__feat3d__polyhedron__ln_donor_distance_09,0.0009252236527386805
delta3d__feat3d__polyhedron__donor_atomic_number_05,0.0009079817945807049
missingindicator_delta3d__feat3d__polyhedron__donor_angle_01_09_deg,0.0009077532634793173
base__ecfp_1873,0.0008847931802618769
base__ecfp_1059,0.0008785458924383614
base__ecfp_1935,0.0008677379480965372
base__ecfp_908,0.0008437557667425546
base__cond__diluent__chcl3,0.0008361258529004357
base__ecfp_438,0.0008094518959777635
base__ecfp_1237,0.000804408567812654
base__ecfp_1088,0.0008013572794820445
base__ecfp_599,0.0007992836069439916
delta3d__feat3d__polyhedron__donor_atomic_number_08,0.0007905880825987276
base__ecfp_145,0.0007759211168234977
base__ecfp_334,0.0007707671187112615
base__ecfp_1283,0.0007363611316135872
base__ecfp_298,0.0007310235048175778
base__ecfp_1799,0.000718648565042413
base__ecfp_254,0.0007148720002771025
base__ecfp_59,0.0007096980729462552
base__ecfp_736,0.0007052921134110263
base__ecfp_1750,0.000702329873067501
base__ecfp_1691,0.000690788523818537
base__ecfp_1747,0.0006790913292256446
base__ecfp_773,0.0006607741985193292
base__ecfp_1653,0.0006587425708899587
base__ecfp_1587,0.0006515243742677243
base__ecfp_1652,0.0006471262049377692
base__ecfp_460,0.0006457636759478535
base__ecfp_1824,0.0006409877872596473
base__ecfp_157,0.0006377723842829148
base__ecfp_1914,0.0006309590311743225
base__ecfp_980,0.0006309197988988374
base__ecfp_2018,0.0006262169119053511
base__ecfp_288,0.0006190009962884808
base__ecfp_289,0.0006174371667019651
base__ecfp_890,0.000614463864848338
base__ecfp_1055,0.000610112473614587
base__ecfp_1380,0.0006082088672401527
base__ecfp_282,0.0006068345592746377
base__ecfp_1860,0.0006011648308015687
base__ecfp_1160,0.0005949145713484977
base__ecfp_779,0.0005921915304877598
base__ecfp_1952,0.0005865971847884792
base__ecfp_1957,0.000585875835380745
base__cond__diluent__isopar_l_0_7_exxal_13_0_3,0.0005724577122542027
base__ecfp_715,0.0005665652793857913
base__ecfp_1896,0.0005644310294145588
base__ecfp_850,0.0005528119713121948
base__cond__diluent__chloroform,0.0005335296126756466
base__ecfp_605,0.0005333820084245597
base__ecfp_1502,0.0005314450672672689
base__ecfp_1391,0.0005301252101970065
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_04,0.0005198844870685352
base__ecfp_1737,0.000519196148764733
base__ecfp_1427,0.0005136342633405008
base__ecfp_932,0.0005090106353332062
base__ecfp_1429,0.0004927947064700856
base__ecfp_1897,0.0004906189655655348
base__ecfp_1722,0.0004885732959804229
base__ecfp_504,0.0004883540701679665
base__ecfp_148,0.0004861019390889649
base__ecfp_1920,0.00048456810700327446
base__ecfp_203,0.00047644476199146685
base__ecfp_449,0.0004729455162462705
base__ecfp_926,0.0004692766443457558
base__ecfp_389,0.00046446248648934773
base__ecfp_351,0.00044951233322249647
base__ecfp_1874,0.00044718989652239714
base__ecfp_1800,0.00043307390340197716
base__ecfp_875,0.00040889274640337953
base__ecfp_1295,0.0004017374638261513
base__cond__diluent__kerosene_with_40_vol_1_octanol,0.0003976296326861318
base__ecfp_553,0.00039650406935245395
base__ecfp_1013,0.00039529933868772484
base__ecfp_1325,0.0003895066038918982
base__ecfp_1203,0.00038676736091463015
base__ecfp_806,0.00038082646961984585
base__cond__diluent__phenyl_trifluoromethyl_sulfone,0.0003801053405298219
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_05,0.0003727794471258022
base__ecfp_893,0.0003681177765724536
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_max,0.0003624430047516578
base__ecfp_1221,0.00036177204075875705
base__ecfp_487,0.00035953123451048277
delta3d__feat3d__polyhedron__donor_atomic_number_03,0.00035633444188332315
base__ecfp_471,0.0003555242083149845
base__ecfp_1413,0.0003520207402092805
base__ecfp_1180,0.00035195572495317034
base__ecfp_1018,0.00034746807200851555
base__cond__diluent__kerosene_0_7_1_octanol_0_3,0.0003430900716662289
base__cond__diluent__dichloromethane,0.0003408346095060194
base__ecfp_1100,0.0003373706270563627
base__ecfp_1225,0.0003320181657594877
base__ecfp_802,0.00033117608209437766
base__cond__acid__malonic_acid,0.00032987126881064163
base__ecfp_1544,0.00031988533468692206
base__ecfp_624,0.00031614816928700486
base__ecfp_823,0.00031218507620662763
base__ecfp_1589,0.0002966118820936544
base__ecfp_1823,0.0002962537446549061
base__ecfp_1855,0.00029577948649359744
base__ecfp_378,0.00029200641949941826
base__ecfp_1620,0.0002908497986027335
base__ecfp_1879,0.0002889595462187974
base__ecfp_244,0.00028419120113522256
base__ecfp_1726,0.0002822466970640132
base__ecfp_1199,0.00027501840456395984
base__ecfp_881,0.0002748758127742795
base__ecfp_555,0.0002738609578710845
base__ecfp_1123,0.0002719024969509093
base__ecfp_381,0.00026732806119426287
base__ecfp_868,0.0002654059099383245
base__ecfp_697,0.0002617806855910663
base__cond__diluent__meta_nitrobenzotrifluoride,0.0002616366252902505
base__ecfp_1642,0.00026115978854639003
base__cond__diluent__1_octanol_0_5_kerosene_0_5,0.0002608648420244993
base__ecfp_1847,0.00025758359877479654
base__ecfp_1603,0.0002527484133692962
base__ecfp_192,0.0002521819357757121
base__ecfp_5,0.0002515660756511338
base__ecfp_1706,0.00024877194148967003
base__ecfp_1721,0.0002453379719967041
base__ecfp_273,0.00024276679107499506
base__NumAliphaticRings,0.0002421252392518761
base__cond__diluent__nitrobenzene,0.0002414897904887431
base__ecfp_310,0.00023378116297671032
base__ecfp_741,0.0002305793307880067
base__ecfp_54,0.00022463166169724494
base__ecfp_1328,0.00022257595049459135
base__ecfp_603,0.00022242388833029804
base__ecfp_207,0.0002198520181328193
base__ecfp_314,0.00021878882383063506
base__ecfp_1142,0.00021343104338929366
base__ecfp_1045,0.00020480449127607218
base__ecfp_1008,0.00019634135491185232
base__ecfp_406,0.0001952840448093607
base__ecfp_1761,0.0001920661635804383
base__ecfp_1089,0.00019195373810515973
base__ecfp_1495,0.00019094372541312508
base__cond__diluent__ch3cl,0.00018932547820817467
base__ecfp_486,0.00018861444633783616
base__ecfp_222,0.00018585665701600465
base__ecfp_205,0.0001853532013922022
base__ecfp_670,0.00018350850755931235
missingindicator_base__cond__temperature_C,0.0001772854188533114
base__ecfp_448,0.0001719871746619904
base__ecfp_1754,0.00016772675810339396
base__ecfp_1635,0.0001667905051938192
base__ecfp_1004,0.0001638735617167497
base__ecfp_1184,0.00015980668500818255
base__ecfp_418,0.00015867510862440764
base__ecfp_146,0.00015826888345980733
base__ecfp_783,0.00015766757747585322
base__ecfp_904,0.00015139202969311966
base__ecfp_1866,0.00014571638551456957
base__ecfp_49,0.000141717339222629
base__ecfp_1939,0.00014165297843413602
base__ecfp_1057,0.00014074346415889793
base__ecfp_352,0.00013822334304446993
base__ecfp_9,0.00013604902786505416
base__ecfp_1683,0.00013435728841657715
base__ecfp_969,0.00013408500074024124
base__ecfp_1420,0.00013396873600629567
base__ecfp_1145,0.00013379525045692067
base__ecfp_80,0.00013311238873730454
base__ecfp_1218,0.00013236012958800904
base__cond__diluent__1_2_dichloroethane,0.00013187895961334174
base__ecfp_1028,0.00012976993581114774
base__ecfp_747,0.00012964408705395714
base__ecfp_877,0.00012848822518535044
base__ecfp_1304,0.0001282203746218408
base__ecfp_764,0.00012621637167210413
base__ecfp_960,0.0001255860684977527
base__ecfp_473,0.00012451677309178116
base__ecfp_1274,0.00012427241484176574
base__ecfp_1514,0.00011724204534328733
base__ecfp_935,0.00011680952716480596
base__ecfp_1130,0.00011640450198896332
base__ecfp_1357,0.00011293490685309827
base__ecfp_1249,0.00011121215771426147
base__cond__diluent__1_octanol,0.00010873558156226167
base__ecfp_943,0.00010852097154986024
base__ecfp_1087,0.00010465941399897523
base__ecfp_446,0.00010124179239664678
base__ecfp_1912,0.00010110098432585675
base__ecfp_488,0.00010064106236197211
base__ecfp_677,0.00010056048266299539
base__ecfp_1851,9.842016165994728e-05
base__cond__diluent__hydrogenated_tetrapropene,9.705585989583342e-05
delta3d__feat3d__polyhedron__donor_atomic_number_02,9.685342105579547e-05
base__ecfp_1999,9.629968082021219e-05
base__ecfp_392,9.54300462956512e-05
missingindicator_delta3d__feat3d__complex_physical__dipole_magnitude,9.424119618147832e-05
base__ecfp_798,9.329799222970804e-05
base__ecfp_1085,9.263116892052026e-05
base__ecfp_1103,9.207435271172091e-05
base__ecfp_1529,8.877743815777617e-05
base__ecfp_1480,8.749451617258238e-05
base__ecfp_951,8.377909655993358e-05
base__ecfp_1043,8.35462621979483e-05
base__ecfp_1362,7.872558846587935e-05
base__ecfp_1243,7.610789287619463e-05
base__ecfp_1066,7.567104784551283e-05
base__ecfp_1248,7.368708861353907e-05
base__ecfp_1060,7.249766829792577e-05
base__ecfp_970,7.208783209428959e-05
base__ecfp_1073,6.963589490983732e-05
base__ecfp_1492,6.864871547426865e-05
base__ecfp_369,6.853102299642144e-05
base__ecfp_748,6.734923814510862e-05
base__ecfp_185,6.563687329598214e-05
base__ecfp_1129,6.518185866400451e-05
base__ecfp_1520,6.327870111434728e-05
base__ecfp_172,6.195788249451428e-05
base__ecfp_1678,6.156720285588648e-05
base__ecfp_1162,6.0711866381911426e-05
base__ecfp_1895,6.04642665622735e-05
base__ecfp_36,5.8646003578371324e-05
base__ecfp_475,5.7180126198674596e-05
base__cond__acid__lactic_acid,5.5726649595833783e-05
base__cond__acid__citric_acid,5.423529454383274e-05
base__ecfp_1314,5.371028612282181e-05
base__ecfp_1254,5.273190650508164e-05
base__ecfp_1386,5.1947113564927816e-05
base__ecfp_243,5.0821106625818824e-05
base__ecfp_636,5.018181227352804e-05
base__ecfp_780,4.924017865302318e-05
base__ecfp_1292,4.781278411769868e-05
base__ecfp_953,4.736606826009769e-05
base__ecfp_2037,4.621835788518275e-05
base__ecfp_574,4.602018608378604e-05
base__ecfp_1481,4.5986297208765557e-05
base__ecfp_1504,4.4766303778224985e-05
base__ecfp_1995,4.3589040701340666e-05
base__ecfp_114,4.120918418909955e-05
base__ecfp_1905,4.020939482788993e-05
base__ecfp_1410,3.893556574454114e-05
base__ecfp_1687,3.887745060812652e-05
base__ecfp_388,3.880494048802431e-05
delta3d__feat3d__polyhedron__donor_atomic_number_01,3.8346004759924085e-05
base__ecfp_1021,3.782710204591321e-05
base__ecfp_1765,3.726337938870909e-05
base__ecfp_691,3.5391747991335605e-05
base__ecfp_255,3.471990242123623e-05
base__cond__acid__h2so4,3.380493650072769e-05
base__ecfp_860,3.372070043271787e-05
base__cond__additive__1_octanol,3.3020098918333335e-05
base__ecfp_1455,3.283206670666111e-05
base__ecfp_1326,3.21812998045955e-05
base__cond__diluent__kerosene,3.199408347985327e-05
base__ecfp_2009,3.020891252921722e-05
base__cond__diluent__cyclohexanone,3.0062462503656556e-05
base__ecfp_640,2.9645141767904045e-05
base__ecfp_760,2.8106836504049075e-05
base__cond__diluent__1_4_diisopropylbenzene,2.795417922137961e-05
base__cond__acid__tartaric_acid,2.7939736126767386e-05
base__ecfp_1998,2.7467992919624714e-05
base__ecfp_561,2.6719707564142886e-05
base__ecfp_1534,2.6432926382745634e-05
base__ecfp_344,2.5694519742059444e-05
base__ecfp_204,2.273151775845374e-05
base__ecfp_1953,2.1872032333601552e-05
base__ecfp_942,2.137223440445431e-05
base__cond__diluent__tbub,2.1031591524965134e-05
base__cond__diluent__tert_butylbenzene,2.05220403560471e-05
base__ecfp_699,2.0231787320521343e-05
base__ecfp_843,1.982703132621397e-05
base__ecfp_1845,1.9423077857020507e-05
base__ecfp_1452,1.9291154536108216e-05
base__ecfp_1289,1.8987549997735546e-05
base__ecfp_1009,1.860809338351732e-05
base__ecfp_888,1.836933700283028e-05
base__ecfp_1017,1.7600487079529587e-05
base__ecfp_96,1.7082159509652072e-05
base__ecfp_1034,1.7027898552862722e-05
base__ecfp_28,1.6989448661063694e-05
base__ecfp_897,1.556691402159681e-05
base__ecfp_1539,1.228155352153723e-05
base__ecfp_1214,1.2138120664628317e-05
base__ecfp_507,1.1478437350397723e-05
base__ecfp_1923,1.112898121506001e-05
base__ecfp_1005,1.032415457303723e-05
base__ecfp_46,1.0272002166742691e-05
base__ecfp_50,9.96700562215797e-06
base__ecfp_466,9.855586143392936e-06
base__ecfp_366,9.584689982914921e-06
base__cond__diluent__hydrogenated_tetrapropylene,9.346709434900398e-06
base__ecfp_759,9.05901290848723e-06
base__ecfp_1787,8.966006569239266e-06
base__ecfp_116,8.058953767915889e-06
base__ecfp_1733,6.146659002941887e-06
base__ecfp_1051,6.012132961691521e-06
base__ecfp_479,5.877764486143017e-06
base__ecfp_1630,5.594745142934509e-06
base__ecfp_560,5.444660300023377e-06
base__ecfp_701,5.4393869596286465e-06
base__ecfp_625,5.437028823478345e-06
base__ecfp_663,5.216970267420614e-06
base__ecfp_846,5.145040755644476e-06
base__ecfp_180,5.066367073524965e-06
base__ecfp_401,4.711292949711262e-06
base__ecfp_723,4.040879995802644e-06
base__ecfp_1308,3.7139754046453003e-06
base__ecfp_1189,3.240792244021016e-06
base__cond__diluent__avkerosene,3.045183975578506e-06
base__ecfp_1614,2.7384647982073335e-06
base__ecfp_226,2.65985188376056e-06
base__ecfp_67,2.6044374310726165e-06
base__cond__diluent__dipb,2.4727454720612107e-06
base__ecfp_1575,2.1803821940887194e-06
base__ecfp_841,2.1595532127905597e-06
base__ecfp_1025,1.8394100112524034e-06
base__ecfp_694,1.658739897690344e-06
base__ecfp_1666,1.4548683048105e-06
base__ecfp_997,1.4403491761380724e-06
base__ecfp_1582,6.956381790165201e-07
base__ecfp_556,5.823842269786571e-07
base__ecfp_1858,5.737011286732823e-07
base__ecfp_1680,5.736755267681375e-07
base__ecfp_853,4.210910408677676e-07
base__ecfp_1574,3.1457018914162194e-07
base__ecfp_2,1.9977021586595874e-07
base__ecfp_1309,1.6580382319261467e-07
base__ecfp_933,8.301126785079686e-08
base__ecfp_1377,5.8680490372893236e-08
base__ecfp_825,4.679659493900893e-08
base__ecfp_1516,0.0
base__ecfp_1515,0.0
base__ecfp_1246,0.0
base__ecfp_1365,0.0
base__ecfp_1245,0.0
base__ecfp_1247,0.0
base__ecfp_1517,0.0
base__ecfp_1376,0.0
base__ecfp_1518,0.0
base__ecfp_1524,0.0
base__ecfp_1530,0.0
base__ecfp_1239,0.0
base__ecfp_1528,0.0
base__ecfp_1240,0.0
base__ecfp_1527,0.0
base__ecfp_1526,0.0
base__ecfp_1525,0.0
base__ecfp_1523,0.0
base__ecfp_1519,0.0
base__ecfp_1522,0.0
base__ecfp_1241,0.0
base__ecfp_1521,0.0
base__ecfp_1350,0.0
base__ecfp_56,0.0
base__ecfp_1242,0.0
base__ecfp_1244,0.0
base__ecfp_1513,0.0
base__ecfp_1507,0.0
base__ecfp_1511,0.0
base__ecfp_1496,0.0
base__ecfp_1348,0.0
base__ecfp_1260,0.0
base__ecfp_1261,0.0
base__ecfp_1262,0.0
base__ecfp_1494,0.0
base__ecfp_1263,0.0
base__ecfp_1264,0.0
base__ecfp_1493,0.0
base__ecfp_1491,0.0
base__ecfp_1347,0.0
base__ecfp_1265,0.0
base__ecfp_1490,0.0
base__ecfp_1489,0.0
base__ecfp_1266,0.0
base__ecfp_1488,0.0
base__ecfp_1487,0.0
base__ecfp_1486,0.0
base__ecfp_1259,0.0
base__ecfp_1497,0.0
base__ecfp_1510,0.0
base__ecfp_1258,0.0
base__ecfp_1250,0.0
base__ecfp_1509,0.0
base__ecfp_1508,0.0
base__ecfp_1251,0.0
base__ecfp_1252,0.0
base__ecfp_1506,0.0
base__ecfp_1505,0.0
base__ecfp_1253,0.0
base__ecfp_1349,0.0
base__ecfp_1503,0.0
base__ecfp_1255,0.0
base__ecfp_1501,0.0
base__ecfp_1256,0.0
base__ecfp_1500,0.0
base__ecfp_1499,0.0
base__ecfp_1498,0.0
base__ecfp_69,0.0
base__ecfp_1531,0.0
base__ecfp_70,0.0
base__ecfp_1532,0.0
base__ecfp_1561,0.0
base__ecfp_1577,0.0
base__ecfp_1576,0.0
base__ecfp_1354,0.0
base__ecfp_1227,0.0
base__ecfp_1573,0.0
base__ecfp_1228,0.0
base__ecfp_1572,0.0
base__ecfp_1571,0.0
base__ecfp_1570,0.0
base__ecfp_1569,0.0
base__ecfp_1568,0.0
base__ecfp_1567,0.0
base__ecfp_1566,0.0
base__ecfp_1565,0.0
base__ecfp_1564,0.0
base__ecfp_1353,0.0
base__ecfp_1563,0.0
base__ecfp_1226,0.0
base__ecfp_1578,0.0
base__ecfp_1579,0.0
base__ecfp_1585,0.0
base__ecfp_1591,0.0
base__ecfp_1590,0.0
base__ecfp_1217,0.0
base__ecfp_1358,0.0
base__ecfp_1588,0.0
base__ecfp_1359,0.0
base__ecfp_1586,0.0
base__ecfp_1219,0.0
base__ecfp_1580,0.0
