design,comparison,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1,family,lead,p_bh_lead
BQ,PLATT_vs_RAW,brier,RAW,PLATT,-0.0491686103049511,-0.0889396522536086,-0.0241865654802979,-0.0833626502441913,-0.0210623263431552,0.0,0.0168178336735517,0.0470899342859449,-0.0614463397172584,82,26,1,5,-0.0637681211992588,-0.0406083524153587,True,0.02,False,False,exploratory,L5,0.0
BQ,RAW_vs_CONSTCELL,brier,CONSTCELL,RAW,0.1608480316769647,0.0862880046973628,0.2459045789877158,0.0788388728053546,0.2396760745347249,0.0006,0.0398964598797756,0.1117100876633716,0.1712233349950061,82,67,5,5,0.1440839292980743,0.1819716080755269,True,0.02,True,True,exploratory,L5,0.0014516129032258063
BQ,PLATT_vs_CONSTCELL,brier,CONSTCELL,PLATT,0.1116794213720135,0.0303432484783848,0.1878665927013976,0.0227954647791516,0.1821716166508204,0.012,0.0391852023716408,0.1097185666405944,0.1097769952777476,82,60,5,5,0.0961923743117566,0.1332103751091397,True,0.02,True,True,exploratory,L5,0.023376623376623377
A,PLATT_vs_CONST,brier,CONST,PLATT,0.0745187547958833,0.0182774667459514,0.1338890331577671,0.0145262440072777,0.1299085039267466,0.0128,0.0286163988334074,0.0801259167335408,0.0729603666698427,82,63,4,5,0.0634541732279648,0.0862713849847672,True,0.02,True,True,registered,L5,0.053894736842105266
A,RAW_vs_CONST,brier,CONST,RAW,0.1250770180207263,0.057853398772697,0.1687053352883288,0.0549277285747372,0.1667707227041019,0.0004,0.0276390302563437,0.0773892847177625,0.1090536823422564,82,67,5,5,0.114018575921821,0.1369112078977198,True,0.02,True,True,exploratory,L5,0.001
A,PLATT_vs_RAW,brier,RAW,PLATT,-0.050558263224843,-0.0750564685337951,-0.017198402485651,-0.0829169572404274,-0.0243686119665476,0.0,0.0159379260276903,0.0446261928775331,-0.0360933156724136,82,9,0,5,-0.0547813929146833,-0.0303211200278621,True,0.02,False,False,exploratory,L5,0.0
A,RAW_vs_CONSTCELL,brier,CONSTCELL,RAW,0.132273240392061,0.0616505100198623,0.2441270616127251,0.0458833024477685,0.2232702644630051,0.0002,0.0473719024373385,0.1326413268245478,0.1680959203802098,82,66,5,5,0.1140660588891203,0.1773375960448259,True,0.02,True,True,exploratory,L5,0.0005357142857142857
A,PLATT_vs_CONSTCELL,brier,CONSTCELL,PLATT,0.081714977167218,-0.0090716651770165,0.2203784838108317,-0.0350176210308591,0.1885476520579098,0.0796,0.0600479537336757,0.1681342704542921,0.1320026047077962,82,40,4,5,0.0611894979980829,0.1470164760169638,True,0.02,False,False,exploratory,L5,0.11055555555555557
BP,PLATT_vs_CONST,brier,CONST,PLATT,0.057816098399788,-0.00178651134146,0.1065076522815477,-0.0075418031523019,0.102512425535178,0.0564,0.0268635936730624,0.0752180622845749,0.0425953141612363,82,59,3,5,0.0508566736323732,0.0684271907746526,True,0.02,False,False,registered,L5,0.12533333333333332
BP,RAW_vs_CONST,brier,CONST,RAW,0.1461920232469286,0.0385976336576698,0.207768082707349,0.0537687025627349,0.2155809853834666,0.0076,0.0440429097573938,0.1233201473207029,0.1012827111620267,82,67,5,5,0.107146006371645,0.1625042219044458,True,0.02,True,True,exploratory,L5,0.015199999999999998
BP,PLATT_vs_RAW,brier,RAW,PLATT,-0.0883759248471406,-0.1322710711407436,-0.017559919192451,-0.1453980189658296,-0.0345671805625158,0.0096,0.0305090484518576,0.0854253356652013,-0.0586873970007903,82,10,1,5,-0.0997253363374797,-0.0524456364649515,True,0.02,False,False,exploratory,L5,0.01894736842105263
BP,RAW_vs_CONSTCELL,brier,CONSTCELL,RAW,0.1274556603819961,0.0457272757515666,0.2424536368497723,0.0345507122977497,0.2289237673604868,0.0034,0.0497421566421843,0.1392780385981161,0.1467584092838373,82,60,5,5,0.1085135093439552,0.161774013133851,True,0.02,True,True,exploratory,L5,0.007083333333333334
BP,PLATT_vs_CONSTCELL,brier,CONSTCELL,PLATT,0.0390797355348554,-0.0578439316639204,0.1899481364055554,-0.0827677468291487,0.1565293648227586,0.465,0.064982673791401,0.1819514866159229,0.088071012283047,82,34,3,5,0.0158408305311208,0.1093283766688994,True,0.02,False,False,exploratory,L5,0.5050359712230216
