comparison,reference,candidate,stratum,n_extractants,n_pairs,macro_delta_mae,median_delta_mae,extractants_improved,fraction_improved,ci95_low,ci95_high
A2_vs_A5,A2,A5,max_train_tanimoto_lt_0.8,20,2075,-0.008854600072237262,-0.00016387952275215278,10,0.5,-0.022607822777140497,0.0030249841038778318
A2_vs_A5,A2,A5,max_train_tanimoto_ge_0.8,14,4624,-0.019488198417808484,-0.025646132444255024,4,0.2857142857142857,-0.03292680829237796,-0.0055524218060103965
A2_vs_A5,A2,A5,max_train_tanimoto_lt_0.7,15,1637,-0.007929143668127735,0.0026321364770205413,8,0.5333333333333333,-0.024065384063118537,0.007015222483831515
A2_vs_A5,A2,A5,max_train_tanimoto_ge_0.7,19,5062,-0.017420506540639372,-0.023626983113168604,6,0.3157894736842105,-0.029163563994729032,-0.005143568583154541
A2_vs_A6,A2,A6,all,34,6699,-0.015154401287564942,-0.010948239400575849,14,0.4117647058823529,-0.028736142720010658,-0.003058146851107366
A2_vs_A6,A2,A6,max_train_tanimoto_lt_0.9,28,3274,-0.016398605598767404,-0.008700830853253988,12,0.42857142857142855,-0.029834961092489797,-0.002288746583877353
A2_vs_A6,A2,A6,max_train_tanimoto_ge_0.9,6,3425,-0.009348114501953475,-0.019517519124935948,2,0.3333333333333333,-0.03669360551616466,0.018025196507269525
A2_vs_A6,A2,A6,max_train_tanimoto_lt_0.8,20,2075,-0.010712981965406576,0.0025622488780990826,11,0.55,-0.029463934024013778,0.00579874139704883
A2_vs_A6,A2,A6,max_train_tanimoto_ge_0.8,14,4624,-0.021499286033505472,-0.021477021228728757,3,0.21428571428571427,-0.03821064138026181,-0.003640730838839457
A2_vs_A6,A2,A6,max_train_tanimoto_lt_0.7,15,1637,-0.012496644677370187,0.003116757277038751,8,0.5333333333333333,-0.03451058819152055,0.008734735264378348
A2_vs_A6,A2,A6,max_train_tanimoto_ge_0.7,19,5062,-0.01725263019035028,-0.020414737930160243,6,0.3157894736842105,-0.03143690344810163,-0.0029936100446105595
A2_vs_A2+D1,A2,A2+D1,all,34,6699,-0.005220939889059187,-0.0030145372916953184,16,0.47058823529411764,-0.01257931596953076,0.0018764512756618832
A2_vs_A2+D1,A2,A2+D1,max_train_tanimoto_lt_0.9,28,3274,-0.0045921064657794735,-0.0011331161248491206,14,0.5,-0.013610915045443414,0.002923634655056791
A2_vs_A2+D1,A2,A2+D1,max_train_tanimoto_ge_0.9,6,3425,-0.008155495864364518,-0.012169209173943707,2,0.3333333333333333,-0.023723788726445587,0.009137304818905909
A2_vs_A2+D1,A2,A2+D1,max_train_tanimoto_lt_0.8,20,2075,-0.0012657891045202332,0.001169316627691236,12,0.6,-0.01124829317748099,0.008106894073053485
A2_vs_A2+D1,A2,A2+D1,max_train_tanimoto_ge_0.8,14,4624,-0.010871155295543404,-0.014737824438302245,4,0.2857142857142857,-0.018712246461320005,-0.0017634265123356878
A2_vs_A2+D1,A2,A2+D1,max_train_tanimoto_lt_0.7,15,1637,-0.0016752646830895483,0.0018628454147988638,10,0.6666666666666666,-0.014564421158632983,0.009152726240753245
A2_vs_A2+D1,A2,A2+D1,max_train_tanimoto_ge_0.7,19,5062,-0.008020157156929953,-0.009735772051939678,6,0.3157894736842105,-0.015185229054497238,0.00044983499153590343
A2_vs_A2+D2,A2,A2+D2,all,34,6699,-0.006053200578311763,-0.005885707553363456,14,0.4117647058823529,-0.011118212565161847,-0.0009121075142651722
A2_vs_A2+D2,A2,A2+D2,max_train_tanimoto_lt_0.9,28,3274,-0.006842634071880986,-0.005885707553363456,11,0.39285714285714285,-0.012513913571259866,-0.0008172597169269499
A2_vs_A2+D2,A2,A2+D2,max_train_tanimoto_ge_0.9,6,3425,-0.0023691776083220616,-0.0020716174444759955,3,0.5,-0.012186154592687515,0.007362914239044699
A2_vs_A2+D2,A2,A2+D2,max_train_tanimoto_lt_0.8,20,2075,-0.007512126090046892,-0.007092967452695234,8,0.4,-0.014931285499114419,0.00039222471827966187
A2_vs_A2+D2,A2,A2+D2,max_train_tanimoto_ge_0.8,14,4624,-0.00396902127583301,-0.004643644001823821,6,0.42857142857142855,-0.00996132567875488,0.0017497748911042001
A2_vs_A2+D2,A2,A2+D2,max_train_tanimoto_lt_0.7,15,1637,-0.00663652782536876,-0.003125047090928257,6,0.4,-0.015860656767114744,0.0026195265368401345
A2_vs_A2+D2,A2,A2+D2,max_train_tanimoto_ge_0.7,19,5062,-0.0055926790674772926,-0.008646368015798656,8,0.42105263157894735,-0.010555407566375893,-0.00024974381515745464
A2_vs_A2+D3,A2,A2+D3,all,34,6699,-0.0031073170034887974,-0.001633830891494853,15,0.4411764705882353,-0.010221934570191209,0.003555341407758601
A2_vs_A2+D3,A2,A2+D3,max_train_tanimoto_lt_0.9,28,3274,-0.004440115162234811,-0.004001763006838466,12,0.42857142857142855,-0.012516258230583343,0.003050626254486383
A2_vs_A2+D3,A2,A2+D3,max_train_tanimoto_ge_0.9,6,3425,0.0031124077373259292,0.0010623329665386538,3,0.5,-0.0008660415902441895,0.008029467625363653
A2_vs_A2+D3,A2,A2+D3,max_train_tanimoto_lt_0.8,20,2075,-0.004425817373057815,-0.007015760575668328,7,0.35,-0.013482731798550422,0.006258388090587067
A2_vs_A2+D3,A2,A2+D3,max_train_tanimoto_ge_0.8,14,4624,-0.0012237450469616304,0.0022021161771773115,8,0.5714285714285714,-0.010859518799975902,0.004899672265453594
A2_vs_A2+D3,A2,A2+D3,max_train_tanimoto_lt_0.7,15,1637,-0.006380968595324664,-0.007399667878838279,5,0.3333333333333333,-0.01844985099562003,0.005958174314884635
A2_vs_A2+D3,A2,A2+D3,max_train_tanimoto_ge_0.7,19,5062,-0.0005228552204604829,0.0021074469858111816,10,0.5263157894736842,-0.007888956400706582,0.004868507234451317
A2_vs_A2+D4,A2,A2+D4,all,34,6699,-0.005959090446919349,-0.0041656705033669625,13,0.38235294117647056,-0.011227762469029642,-0.0006730754207142654
A2_vs_A2+D4,A2,A2+D4,max_train_tanimoto_lt_0.9,28,3274,-0.006159783115129021,-0.0041656705033669625,10,0.35714285714285715,-0.012401217154959484,8.53995664744355e-05
A2_vs_A2+D4,A2,A2+D4,max_train_tanimoto_ge_0.9,6,3425,-0.00502252466194088,-0.0034507872584786867,3,0.5,-0.013467632446103519,0.004529770039911636
A2_vs_A2+D4,A2,A2+D4,max_train_tanimoto_lt_0.8,20,2075,-0.005894883169501763,-0.005390657533503859,8,0.4,-0.013010666636907767,0.0017134984793705532
A2_vs_A2+D4,A2,A2+D4,max_train_tanimoto_ge_0.8,14,4624,-0.006050815128944472,-0.0023184502522979947,5,0.35714285714285715,-0.012993074264981058,0.0012681651048003315
A2_vs_A2+D4,A2,A2+D4,max_train_tanimoto_lt_0.7,15,1637,-0.008340685984018817,-0.005919856012044367,6,0.4,-0.016811834454758208,9.576530153914324e-06
A2_vs_A2+D4,A2,A2+D4,max_train_tanimoto_ge_0.7,19,5062,-0.004078883443946086,-0.0034427246522799326,7,0.3684210526315789,-0.010437598661591862,0.0019103022078217377
A2_vs_A2+D5,A2,A2+D5,all,34,6699,-0.001858049680458293,-0.0019224999204986645,15,0.4411764705882353,-0.006568706030742667,0.002602056380268964
A2_vs_A2+D5,A2,A2+D5,max_train_tanimoto_lt_0.9,28,3274,-0.0012594427379264775,-0.0012404905862683085,13,0.4642857142857143,-0.006721039894686416,0.0043285813954231115
A2_vs_A2+D5,A2,A2+D5,max_train_tanimoto_ge_0.9,6,3425,-0.004651548745606767,-0.004223061456865906,2,0.3333333333333333,-0.01119293541097643,0.001290424301847587
A2_vs_A2+D5,A2,A2+D5,max_train_tanimoto_lt_0.8,20,2075,-0.003220955313513782,-0.0022802791057447563,9,0.45,-0.010256430704899799,0.003173853534320052
A2_vs_A2+D5,A2,A2+D5,max_train_tanimoto_ge_0.8,14,4624,8.895836676383368e-05,-0.0016048105378493396,6,0.42857142857142855,-0.004831466043311401,0.005222117349326325
A2_vs_A2+D5,A2,A2+D5,max_train_tanimoto_lt_0.7,15,1637,-0.006704779417907384,-0.0030023782425718792,6,0.4,-0.013777603325166254,0.00027072804521283486
A2_vs_A2+D5,A2,A2+D5,max_train_tanimoto_ge_0.7,19,5062,0.0019683159017383576,-0.0009228012036189837,9,0.47368421052631576,-0.0028819233090446677,0.007195799236771784
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,all,34,6699,-0.011940250571503311,-0.009945217276848828,11,0.3235294117647059,-0.01967416400489013,-0.004503805432478711
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,max_train_tanimoto_lt_0.9,28,3274,-0.011900525220465084,-0.009945217276848828,8,0.2857142857142857,-0.019191550128773414,-0.005151023501903829
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,max_train_tanimoto_ge_0.9,6,3425,-0.012125635543015031,-0.019982147205140993,3,0.5,-0.03669511647565616,0.01739020614532846
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,max_train_tanimoto_lt_0.8,20,2075,-0.01105227282411935,-0.007323862737100673,6,0.3,-0.019378977395483155,-0.0033751208225793207
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,max_train_tanimoto_ge_0.8,14,4624,-0.013208790210623253,-0.02069424448596078,5,0.35714285714285715,-0.027020103236039445,0.0020347779669082685
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,max_train_tanimoto_lt_0.7,15,1637,-0.012806071592397016,-0.00830786433472841,3,0.2,-0.023351295321779902,-0.003942330270343446
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,max_train_tanimoto_ge_0.7,19,5062,-0.011256707660271438,-0.017612065429411627,8,0.42105263157894735,-0.023062768638658113,-0.00023140757197705067
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,all,34,6699,-0.010944484180500222,-0.010849461003898025,14,0.4117647058823529,-0.018440558814369807,-0.003892603649491126
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,max_train_tanimoto_lt_0.9,28,3274,-0.010618916060868011,-0.010849461003898025,11,0.39285714285714285,-0.018895077887219884,-0.0023231186870487195
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,max_train_tanimoto_ge_0.9,6,3425,-0.01246380207211721,-0.012056391434918642,3,0.5,-0.02898315106872094,0.004763993419972295
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,max_train_tanimoto_lt_0.8,20,2075,-0.00883880646022708,-0.00652217016006873,9,0.45,-0.019691320706348367,0.00013687145841402503
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,max_train_tanimoto_ge_0.8,14,4624,-0.013952595209461852,-0.021974582109107667,5,0.35714285714285715,-0.023739516428984683,-0.003190764682571776
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,max_train_tanimoto_lt_0.7,15,1637,-0.0110050735180876,-0.009411877941915114,6,0.4,-0.025861599012392152,0.0013145558531953976
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,max_train_tanimoto_ge_0.7,19,5062,-0.01089665049293124,-0.01331285342955206,8,0.42105263157894735,-0.01930409269085952,-0.0019235991339891713
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,all,34,6699,-0.013053208559097614,-0.011225007425367362,14,0.4117647058823529,-0.02248618096021347,-0.003963234103029986
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,max_train_tanimoto_lt_0.9,28,3274,-0.01311163416216113,-0.011225007425367362,12,0.42857142857142855,-0.022459133633616436,-0.004465286616100994
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,max_train_tanimoto_ge_0.9,6,3425,-0.012780555744801206,-0.019691922699832956,2,0.3333333333333333,-0.03477760544693299,0.012597637673852649
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,max_train_tanimoto_lt_0.8,20,2075,-0.013196894777301108,-0.012016943411631072,9,0.45,-0.025429303247537643,-0.002099562403267602
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,max_train_tanimoto_ge_0.8,14,4624,-0.012847942533092625,-0.006362782201404703,5,0.35714285714285715,-0.026389586048880767,0.0003007254740791134
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,max_train_tanimoto_lt_0.7,15,1637,-0.01760757558693289,-0.013855537323634953,6,0.4,-0.03339614074599648,-0.004611188811544717
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,max_train_tanimoto_ge_0.7,19,5062,-0.009457655642385553,-0.0011166981028357115,8,0.42105263157894735,-0.01973657278404228,0.0009253510048073595
A2_vs_A5s,A2,A5s,all,34,6699,-0.015009769387899568,-0.02010568961152434,15,0.4411764705882353,-0.027121279704933415,-0.002346571468771168
A2_vs_A5s,A2,A5s,max_train_tanimoto_lt_0.9,28,3274,-0.015145662521281956,-0.012954865730972265,13,0.4642857142857143,-0.02718655163682824,-0.0029566478165028677
A2_vs_A5s,A2,A5s,max_train_tanimoto_ge_0.9,6,3425,-0.014375601432115094,-0.028054898540111263,2,0.3333333333333333,-0.042770884851614115,0.01758202133403881
A2_vs_A5s,A2,A5s,max_train_tanimoto_lt_0.8,20,2075,-0.00787288144409785,0.003759620024567617,11,0.55,-0.021716847447284342,0.006770807118233811
A2_vs_A5s,A2,A5s,max_train_tanimoto_ge_0.8,14,4624,-0.02520532359333059,-0.034123730819153604,4,0.2857142857142857,-0.04118976880744194,-0.007192296403985178
A2_vs_A5s,A2,A5s,max_train_tanimoto_lt_0.7,15,1637,-0.010991534215254097,0.004984488286199684,8,0.5333333333333333,-0.02745888294504748,0.005661072898869971
A2_vs_A5s,A2,A5s,max_train_tanimoto_ge_0.7,19,5062,-0.018182060313672307,-0.02497544086140191,7,0.3684210526315789,-0.034180511557191096,-0.0018016780935778721
A2_vs_A6s,A2,A6s,all,34,6699,-0.01614414293047618,-0.011404031962114758,15,0.4411764705882353,-0.030846228833621505,-0.002537675987089399
A2_vs_A6s,A2,A6s,max_train_tanimoto_lt_0.9,28,3274,-0.016830955575090838,-0.003616822821807697,13,0.4642857142857143,-0.034169829589939735,2.091089923137581e-06
A2_vs_A6s,A2,A6s,max_train_tanimoto_ge_0.9,6,3425,-0.012939017255607768,-0.027261947375516307,2,0.3333333333333333,-0.04317509466793074,0.02113051225191621
A2_vs_A6s,A2,A6s,max_train_tanimoto_lt_0.8,20,2075,-0.008364744881869519,0.01213402637002739,12,0.6,-0.02948554785260492,0.010362645073832168
A2_vs_A6s,A2,A6s,max_train_tanimoto_ge_0.8,14,4624,-0.02725756871419997,-0.032211177698739595,3,0.21428571428571427,-0.04491123656920878,-0.0063141196247243035
A2_vs_A6s,A2,A6s,max_train_tanimoto_lt_0.7,15,1637,-0.01054222680179741,0.011901833040234538,9,0.6,-0.03785567750136244,0.013111279644755076
A2_vs_A6s,A2,A6s,max_train_tanimoto_ge_0.7,19,5062,-0.020566708295222568,-0.02746525438268413,6,0.3157894736842105,-0.037163738866988566,-0.0041594998908468725
A2_vs_C1,A2,C1,all,34,6699,-0.021213268768440492,-0.010194063504919748,13,0.38235294117647056,-0.03369217998171227,-0.00823966107254371
A2_vs_C1,A2,C1,max_train_tanimoto_lt_0.9,28,3274,-0.021599957832999974,-0.006453751531739688,11,0.39285714285714285,-0.03497752009733361,-0.008554175875421005
A2_vs_C1,A2,C1,max_train_tanimoto_ge_0.9,6,3425,-0.019408719800496268,-0.03917961391046292,2,0.3333333333333333,-0.056593757090740986,0.02048337359172733
A2_vs_C1,A2,C1,max_train_tanimoto_lt_0.8,20,2075,-0.01901106959000525,-0.0042241484104987015,9,0.45,-0.038297474198505474,-0.0018729972112437598
A2_vs_C1,A2,C1,max_train_tanimoto_ge_0.8,14,4624,-0.02435926759477655,-0.02445182394309524,4,0.2857142857142857,-0.04223645837894494,-0.0036092643929075173
A2_vs_C1,A2,C1,max_train_tanimoto_lt_0.7,15,1637,-0.020833278309054418,-0.003916397830037777,7,0.4666666666666667,-0.04391844122284208,0.0001328057401227394
A2_vs_C1,A2,C1,max_train_tanimoto_ge_0.7,19,5062,-0.021513261236376865,-0.024130559972939072,6,0.3157894736842105,-0.037569618180687415,-0.004735574868331941
A2_vs_C2,A2,C2,all,34,6699,-0.0052028258501615595,-0.0019074397673421173,17,0.5,-0.014530561952552321,0.004067812138026377
A2_vs_C2,A2,C2,max_train_tanimoto_lt_0.9,28,3274,-0.004976900446799522,-0.0005868495600387935,14,0.5,-0.016210057821117542,0.006167795442044261
A2_vs_C2,A2,C2,max_train_tanimoto_ge_0.9,6,3425,-0.006257144399184403,-0.00877175688291252,3,0.5,-0.022897880242598773,0.012138530529835274
A2_vs_C2,A2,C2,max_train_tanimoto_lt_0.8,20,2075,-0.0013988276293916122,0.003873476278589083,11,0.55,-0.014978701971922956,0.011951259965477138
A2_vs_C2,A2,C2,max_train_tanimoto_ge_0.8,14,4624,-0.010637109022690059,-0.0105424118557687,6,0.42857142857142855,-0.02144404732198374,0.0004175774726830954
A2_vs_C2,A2,C2,max_train_tanimoto_lt_0.7,15,1637,-0.0019155161743896402,0.004281405081036138,9,0.6,-0.019476328779353517,0.014706184656260944
A2_vs_C2,A2,C2,max_train_tanimoto_ge_0.7,19,5062,-0.007798070331034129,-0.008671206351927849,8,0.42105263157894735,-0.016629419073795056,0.001310368307726719
A2_vs_C3,A2,C3,all,34,6699,-0.01751711247176058,-0.011416232871340193,10,0.29411764705882354,-0.03139587427844282,-0.004275699247467309
A2_vs_C3,A2,C3,max_train_tanimoto_lt_0.9,28,3274,-0.01881688005200714,-0.00874316965349542,8,0.2857142857142857,-0.03460221934965175,-0.0058744388828435865
A2_vs_C3,A2,C3,max_train_tanimoto_ge_0.9,6,3425,-0.011451530430609964,-0.027598997235217977,2,0.3333333333333333,-0.047530509812960094,0.02621938509589777
A2_vs_C3,A2,C3,max_train_tanimoto_lt_0.8,20,2075,-0.01342472754766506,-0.005385583706996544,7,0.35,-0.031099774381520562,0.0014716244714705548
A2_vs_C3,A2,C3,max_train_tanimoto_ge_0.8,14,4624,-0.023363376649039893,-0.026057104977972388,3,0.21428571428571427,-0.044654397823615966,-0.0009578178895070998
A2_vs_C3,A2,C3,max_train_tanimoto_lt_0.7,15,1637,-0.013335841920589002,-0.008357746736001093,6,0.4,-0.03946462224577003,0.006143851104066491
A2_vs_C3,A2,C3,max_train_tanimoto_ge_0.7,19,5062,-0.020818115538474985,-0.01860448899796789,4,0.21052631578947367,-0.03646824518146267,-0.0037095050700067626
A2_vs_E2,A2,E2,all,34,6699,-0.0033488044046275593,-0.0037253434735820545,11,0.3235294117647059,-0.00739538352947251,0.0008433728104104589
A2_vs_E2,A2,E2,max_train_tanimoto_lt_0.9,28,3274,-0.0038548698790012896,-0.0037253434735820545,8,0.2857142857142857,-0.008497082431446238,0.001588911002720036
A2_vs_E2,A2,E2,max_train_tanimoto_ge_0.9,6,3425,-0.0009871655242168164,-0.0018118587348074089,3,0.5,-0.006786393195935168,0.005286752718314756
A2_vs_E2,A2,E2,max_train_tanimoto_lt_0.8,20,2075,-0.004982942177571895,-0.004517549105928109,5,0.25,-0.010846710325741452,0.0024989035693846937
A2_vs_E2,A2,E2,max_train_tanimoto_ge_0.8,14,4624,-0.001014321871849936,-0.0022795426887979517,6,0.42857142857142855,-0.004942221500179378,0.002783683680144411
A2_vs_E2,A2,E2,max_train_tanimoto_lt_0.7,15,1637,-0.006632184642667647,-0.006642156647994335,3,0.2,-0.014055835258097005,0.003094325066213189
A2_vs_E2,A2,E2,max_train_tanimoto_ge_0.7,19,5062,-0.000756662111438016,-0.001832432666372577,8,0.42105263157894735,-0.00355288775719209,0.0021579901364101395
A2_vs_E3,A2,E3,all,34,6699,-0.0023701152295012118,-0.002954190027706277,16,0.47058823529411764,-0.010542584826109964,0.006628665880459815
A2_vs_E3,A2,E3,max_train_tanimoto_lt_0.9,28,3274,-0.001811653655890978,-0.002954190027706277,13,0.4642857142857143,-0.011896461339747115,0.007706445131845818
A2_vs_E3,A2,E3,max_train_tanimoto_ge_0.9,6,3425,-0.004976269239682303,-0.007519670804909423,3,0.5,-0.02241338165992408,0.013120102945586479
A2_vs_E3,A2,E3,max_train_tanimoto_lt_0.8,20,2075,0.0016787733118606366,0.003310668605256639,11,0.55,-0.009614509188767448,0.012915176161914236
A2_vs_E3,A2,E3,max_train_tanimoto_ge_0.8,14,4624,-0.008154241717160993,-0.01236111424948537,5,0.35714285714285715,-0.01894589074134282,0.003694376846359939
A2_vs_E3,A2,E3,max_train_tanimoto_lt_0.7,15,1637,0.0023292792693832072,0.004849053028722905,9,0.6,-0.011954517331304185,0.01848846706626019
A2_vs_E3,A2,E3,max_train_tanimoto_ge_0.7,19,5062,-0.006080163518094174,-0.008041251179103592,7,0.3684210526315789,-0.015980286450777786,0.0033503009186676923
A2_vs_E4,A2,E4,all,34,6699,-0.0022388072969137716,-0.001532089784534306,16,0.47058823529411764,-0.0064347428501055695,0.0020492663742665883
A2_vs_E4,A2,E4,max_train_tanimoto_lt_0.9,28,3274,-0.0029257263460212837,-0.0033758354729265527,12,0.42857142857142855,-0.007816858792503292,0.0017331568531185652
A2_vs_E4,A2,E4,max_train_tanimoto_ge_0.9,6,3425,0.0009668149322546171,0.0006920080559085426,4,0.6666666666666666,-0.0009653268601563688,0.003098743214239076
A2_vs_E4,A2,E4,max_train_tanimoto_lt_0.8,20,2075,-0.004692189476131604,-0.006595588967245769,8,0.4,-0.010734267169923045,0.0015998063795455517
A2_vs_E4,A2,E4,max_train_tanimoto_ge_0.8,14,4624,0.0012660243876831312,0.0005499499793542584,8,0.5714285714285714,-0.001975614935043597,0.004998406175254925
A2_vs_E4,A2,E4,max_train_tanimoto_lt_0.7,15,1637,-0.008663479834871481,-0.010114070211137999,4,0.26666666666666666,-0.015257314274433938,-0.0026684715884683833
A2_vs_E4,A2,E4,max_train_tanimoto_ge_0.7,19,5062,0.0028333026014738935,0.0011952558640692529,12,0.631578947368421,-0.0009026275428344731,0.007534182867339615
A2_vs_G2,A2,G2,all,34,6699,-0.01850328281888252,-0.014283749929464684,10,0.29411764705882354,-0.030774047848498406,-0.007333746749906592
