arm,policy,form,lam,k,n_draws,delta_mean,delta_sd,delta_q10,frac_harmful,delta_free_mean,frac_harmful_free
A2_refit,adjacent,trend,1.0,1,100,0.005126873284424456,0.0059455495647298216,-0.003113841002370776,0.22,0.00997446233040897,0.05
A2_refit,adjacent,trend,1.0,2,100,0.014535708559413062,0.010154041748437977,0.0011120002731095204,0.08,0.026691746211831666,0.01
A2_refit,adjacent,trend,1.0,3,100,0.023556915004187995,0.01213565911173963,0.007184333244695607,0.03,0.038380423904753026,0.0
A2_refit,adjacent,trend,1.0,5,100,0.043579621990552056,0.011863393726822635,0.02963866434615341,0.0,0.05867245568239191,0.0
A2_refit,adjacent,trend,1.0,10,100,0.07600752441477965,0.009652289765629693,0.06247928458029668,0.0,0.09488073496119816,0.0
A2_refit,adjacent,trend,3.0,1,100,0.002606628577859678,0.0020767640485960925,-0.0002704743122824149,0.14,0.003993890531507333,0.05
A2_refit,adjacent,trend,3.0,2,100,0.00743972469174465,0.004751650536781607,0.0015909555702376843,0.06,0.012331713081483332,0.01
A2_refit,adjacent,trend,3.0,3,100,0.012463115754412035,0.006147504616745331,0.004866917671679743,0.02,0.01872261724930016,0.0
A2_refit,adjacent,trend,3.0,5,100,0.024220345299987983,0.0068821091994807826,0.015689070236472036,0.0,0.03148481988736582,0.0
A2_refit,adjacent,trend,3.0,10,100,0.04502607024269218,0.006502110445127988,0.03736637960745185,0.0,0.05718625998015642,0.0
A2_refit,adjacent,trend,10.0,1,100,0.0010602636928246506,0.0007562793519187585,8.299246472586731e-05,0.08,0.0012756598798070373,0.05
A2_refit,adjacent,trend,10.0,2,100,0.003119869497802739,0.0016679588876298524,0.0013792853619720824,0.03,0.004227676049365126,0.01
A2_refit,adjacent,trend,10.0,3,100,0.00508401142522416,0.002195093457983064,0.0023863034599135692,0.0,0.006653133992833962,0.0
A2_refit,adjacent,trend,10.0,5,100,0.009423941213108022,0.0026962179533498816,0.006121924864165901,0.0,0.011802833945401318,0.0
A2_refit,adjacent,trend,10.0,10,100,0.01846501346800097,0.0031365802810578193,0.014389179317354877,0.0,0.023598681702361363,0.0
A2_refit,cross_condition,affine,0.03,1,100,-0.022266578494426398,0.07461417718153268,-0.12395186960099544,0.58,-0.02226657849442639,0.58
A2_refit,cross_condition,affine,0.03,2,100,0.011101760125199027,0.08919743749748141,-0.08369438045369026,0.36,0.011101760125199029,0.36
A2_refit,cross_condition,affine,0.03,3,100,0.03491071029988559,0.08374818128104304,-0.07161974921690484,0.29,0.03491071029988559,0.29
A2_refit,cross_condition,affine,0.03,5,100,0.0694244586943259,0.070279328326714,-0.013354978432656081,0.12,0.06942445869432591,0.12
A2_refit,cross_condition,affine,0.03,10,100,0.0892073373409604,0.06209781960486778,0.004836471211241328,0.07,0.0892073373409604,0.07
A2_refit,cross_condition,affine,0.1,1,100,-0.014784127417145026,0.07127738856781504,-0.11088347670019164,0.55,-0.014784127417145023,0.55
A2_refit,cross_condition,affine,0.1,2,100,0.031277338170710565,0.07341362633444394,-0.06652223652078618,0.28,0.031277338170710565,0.28
A2_refit,cross_condition,affine,0.1,3,100,0.05070407800827403,0.06947272494667961,-0.029369167379799117,0.24,0.05070407800827403,0.24
A2_refit,cross_condition,affine,0.1,5,100,0.07685106396320593,0.06533206022571951,0.004742589079627365,0.1,0.07685106396320593,0.1
A2_refit,cross_condition,affine,0.1,10,100,0.09276291722484194,0.06087160195662137,0.009529953580890961,0.07,0.09276291722484194,0.07
A2_refit,cross_condition,affine,0.3,1,100,0.0007956275171841338,0.06325441390779511,-0.08563682108752409,0.45,0.0007956275171841376,0.45
A2_refit,cross_condition,affine,0.3,2,100,0.0378451483685051,0.06358871238311055,-0.051466045957720565,0.22,0.0378451483685051,0.22
A2_refit,cross_condition,affine,0.3,3,100,0.055119627139761,0.059193444927247534,-0.022178808775853095,0.18,0.05511962713976099,0.18
A2_refit,cross_condition,affine,0.3,5,100,0.07865931168880622,0.060790903227108346,0.004662146034384282,0.09,0.07865931168880622,0.09
A2_refit,cross_condition,affine,0.3,10,100,0.09569679760309026,0.05894834383047052,0.014980791380943607,0.07,0.09569679760309026,0.07
A2_refit,cross_condition,affine,1.0,1,100,0.023954309697221312,0.04722180099450103,-0.04280848603688227,0.27,0.023954309697221315,0.27
A2_refit,cross_condition,affine,1.0,2,100,0.04640962948366086,0.05188674996661827,-0.017714516860756844,0.15,0.04640962948366086,0.15
A2_refit,cross_condition,affine,1.0,3,100,0.05831411995351637,0.04998607438692748,-0.0069061697247224324,0.15,0.05831411995351637,0.15
A2_refit,cross_condition,affine,1.0,5,100,0.07566269927977197,0.054464774175933144,0.013516168814627262,0.08,0.07566269927977197,0.08
A2_refit,cross_condition,affine,1.0,10,100,0.09505977925786356,0.055015921627428396,0.012020416065278917,0.05,0.09505977925786356,0.05
A2_refit,cross_condition,affine,3.0,1,100,0.03128124169088236,0.031070712760339545,-0.002613280247441495,0.12,0.03128124169088235,0.12
A2_refit,cross_condition,affine,3.0,2,100,0.05028216969019561,0.03610393045341877,0.009490637459097145,0.06,0.05028216969019562,0.06
A2_refit,cross_condition,affine,3.0,3,100,0.05981108823548916,0.038230198029828605,0.014085131488159036,0.06,0.059811088235489154,0.06
A2_refit,cross_condition,affine,3.0,5,100,0.07201281605646989,0.04541263574503564,0.016734421663266337,0.07,0.07201281605646989,0.07
A2_refit,cross_condition,affine,3.0,10,100,0.09018027445996361,0.04852609347771202,0.018202106511562115,0.05,0.09018027445996361,0.05
A2_refit,cross_condition,affine,10.0,1,100,0.018873706414412807,0.014847752285020365,0.0019402685942535413,0.06,0.018873706414412807,0.06
A2_refit,cross_condition,affine,10.0,2,100,0.03347149019912723,0.017387138489058894,0.013796588639260138,0.03,0.033471490199127235,0.03
A2_refit,cross_condition,affine,10.0,3,100,0.043185132656206784,0.020568088232316286,0.022520531703139945,0.03,0.043185132656206784,0.03
A2_refit,cross_condition,affine,10.0,5,100,0.05619112296348134,0.028097286743857017,0.020405267501541945,0.03,0.05619112296348134,0.03
A2_refit,cross_condition,affine,10.0,10,100,0.07707151406735888,0.03550530333872694,0.024027277908510763,0.03,0.07707151406735888,0.03
A2_refit,cross_condition,offset,0.03,1,100,-0.08548518898106351,0.09432059082447682,-0.21937384388463121,0.86,-0.08548518898106351,0.86
A2_refit,cross_condition,offset,0.03,2,100,-0.03247090678327292,0.08192286987378782,-0.13995737356138793,0.6,-0.03247090678327292,0.6
A2_refit,cross_condition,offset,0.03,3,100,-0.009255119789912147,0.06822565604070896,-0.1104106055357085,0.5,-0.009255119789912149,0.5
A2_refit,cross_condition,offset,0.03,5,100,0.01116703681387073,0.06461872870504079,-0.07574776816932717,0.39,0.011167036813870735,0.39
A2_refit,cross_condition,offset,0.03,10,100,0.02952407508581405,0.059883557309840296,-0.0589227312972914,0.29,0.029524075085814058,0.29
A2_refit,cross_condition,offset,0.1,1,100,-0.07066492057765389,0.08758297902888143,-0.19579038543796665,0.8,-0.07066492057765389,0.8
A2_refit,cross_condition,offset,0.1,2,100,-0.026633829123613603,0.07913588292743125,-0.12970210281873534,0.6,-0.026633829123613596,0.6
A2_refit,cross_condition,offset,0.1,3,100,-0.006010106917897742,0.06668568421005783,-0.10417865564246719,0.47,-0.006010106917897737,0.47
A2_refit,cross_condition,offset,0.1,5,100,0.012766744400435999,0.06373598001444133,-0.07322426941039652,0.39,0.012766744400436004,0.39
A2_refit,cross_condition,offset,0.1,10,100,0.030206964061649893,0.05945038709771958,-0.05747227341352686,0.29,0.0302069640616499,0.29
A2_refit,cross_condition,offset,0.3,1,100,-0.039789193795871904,0.07292975458865619,-0.1437102408727953,0.65,-0.0397891937958719,0.65
A2_refit,cross_condition,offset,0.3,2,100,-0.012915058030681787,0.0722229462225139,-0.10539613955417837,0.54,-0.012915058030681787,0.54
A2_refit,cross_condition,offset,0.3,3,100,0.0020860438237494516,0.06262627689054583,-0.0880629068348521,0.44,0.0020860438237494516,0.44
A2_refit,cross_condition,offset,0.3,5,100,0.016905905769298152,0.06133742101988292,-0.06653045502569346,0.35,0.016905905769298152,0.35
A2_refit,cross_condition,offset,0.3,10,100,0.03205479511105977,0.058236438399984845,-0.05341532315084545,0.27,0.032054795111059776,0.27
A2_refit,cross_condition,offset,1.0,1,100,0.004262141493506356,0.04813293042649594,-0.06716568784973034,0.44,0.0042621414935063604,0.44
A2_refit,cross_condition,offset,1.0,2,100,0.014040179108403758,0.054958853155396906,-0.05682827229355964,0.39,0.014040179108403758,0.39
A2_refit,cross_condition,offset,1.0,3,100,0.020588884148739096,0.051715092271796374,-0.045665507962547376,0.33,0.020588884148739096,0.33
A2_refit,cross_condition,offset,1.0,5,100,0.027676525167189384,0.05417923227391292,-0.042130300513325204,0.29,0.027676525167189384,0.29
A2_refit,cross_condition,offset,1.0,10,100,0.03750372825439981,0.05437318687196207,-0.04034929199064404,0.23,0.03750372825439981,0.23
A2_refit,cross_condition,offset,3.0,1,100,0.021486133125284534,0.02642326015917968,-0.008929124464453337,0.18,0.021486133125284534,0.18
A2_refit,cross_condition,offset,3.0,2,100,0.03152270328430185,0.031958692579545575,-0.004249356645436129,0.18,0.03152270328430185,0.18
A2_refit,cross_condition,offset,3.0,3,100,0.036785255389802825,0.03444456246763028,-0.006860639920653144,0.17,0.036785255389802825,0.17
A2_refit,cross_condition,offset,3.0,5,100,0.04077419932535399,0.04072501165695982,-0.013366658901131997,0.18,0.04077419932535399,0.18
A2_refit,cross_condition,offset,3.0,10,100,0.04689281954640773,0.04558759202587329,-0.016550970924495315,0.18,0.04689281954640773,0.18
A2_refit,cross_condition,offset,10.0,1,100,0.013938101528525617,0.010512661820415749,0.0025398049961404714,0.08,0.013938101528525615,0.08
A2_refit,cross_condition,offset,10.0,2,100,0.02365795213234689,0.012472120775248379,0.0068663365246874,0.03,0.023657952132346883,0.03
A2_refit,cross_condition,offset,10.0,3,100,0.030673198242385204,0.015407775797132213,0.012162330081480578,0.03,0.030673198242385215,0.03
A2_refit,cross_condition,offset,10.0,5,100,0.038892326818062276,0.021611421899810003,0.011005300732280144,0.05,0.038892326818062276,0.05
A2_refit,cross_condition,offset,10.0,10,100,0.05104401441596909,0.029208499933302483,0.012431093620415962,0.05,0.05104401441596909,0.05
A2_refit,cross_condition,scale,0.03,1,100,0.03882710526466462,0.07788943434958724,-0.06350287227083591,0.29,0.03882710526466462,0.29
A2_refit,cross_condition,scale,0.03,2,100,0.06669184041763998,0.06703723601681988,-0.0019704338036885204,0.11,0.06669184041763998,0.11
A2_refit,cross_condition,scale,0.03,3,100,0.07815445287858785,0.06109814855777645,0.01628632914223107,0.04,0.07815445287858785,0.04
A2_refit,cross_condition,scale,0.03,5,100,0.09443605496898373,0.0603765646615611,0.029612977674272636,0.04,0.09443605496898373,0.04
A2_refit,cross_condition,scale,0.03,10,100,0.10284675367343875,0.05884244408464367,0.0297015970607458,0.06,0.10284675367343875,0.06
A2_refit,cross_condition,scale,0.1,1,100,0.04795249780833395,0.05394967793667588,-0.010685030739809719,0.12,0.04795249780833395,0.12
A2_refit,cross_condition,scale,0.1,2,100,0.07490761801184609,0.056058135104940426,0.017633586083600866,0.03,0.07490761801184609,0.03
A2_refit,cross_condition,scale,0.1,3,100,0.08441852388718046,0.05504100106602928,0.033563024938313465,0.03,0.08441852388718046,0.03
A2_refit,cross_condition,scale,0.1,5,100,0.09791766784154719,0.056873299110706946,0.030783640155072494,0.03,0.09791766784154719,0.03
A2_refit,cross_condition,scale,0.1,10,100,0.1057178821056432,0.05702119398848541,0.03213895658129452,0.06,0.1057178821056432,0.06
A2_refit,cross_condition,scale,0.3,1,100,0.04358128711469647,0.03983143997676714,-0.002702981163615303,0.11,0.04358128711469647,0.11
A2_refit,cross_condition,scale,0.3,2,100,0.07232724004663811,0.04371954646064328,0.027242276146991984,0.03,0.07232724004663811,0.03
A2_refit,cross_condition,scale,0.3,3,100,0.08303891169792062,0.045741847145909405,0.03394840220649669,0.03,0.08303891169792063,0.03
A2_refit,cross_condition,scale,0.3,5,100,0.0974714460238073,0.050823594844687826,0.034241050313134,0.03,0.0974714460238073,0.03
A2_refit,cross_condition,scale,0.3,10,100,0.10819357102569775,0.05364653382150424,0.03772466561618973,0.04,0.10819357102569775,0.04
A2_refit,cross_condition,scale,1.0,1,100,0.031237730344051813,0.029464413644681373,-0.002223541665927425,0.12,0.031237730344051817,0.12
A2_refit,cross_condition,scale,1.0,2,100,0.05719785885238811,0.03300062166279548,0.020927263796010228,0.03,0.0571978588523881,0.03
A2_refit,cross_condition,scale,1.0,3,100,0.06906056621461402,0.034543556537329365,0.02910349726725038,0.03,0.06906056621461401,0.03
A2_refit,cross_condition,scale,1.0,5,100,0.08601415013308987,0.042004488391926074,0.034483686559507204,0.03,0.08601415013308987,0.03
A2_refit,cross_condition,scale,1.0,10,100,0.10548918913289956,0.046672440611609634,0.04815808970290891,0.03,0.10548918913289956,0.03
A2_refit,cross_condition,scale,3.0,1,100,0.017168409199587786,0.01755666352333642,-0.001641315643515523,0.11,0.01716840919958779,0.11
A2_refit,cross_condition,scale,3.0,2,100,0.03402885049959178,0.020694714968529742,0.00905834386928261,0.03,0.034028850499591784,0.03
A2_refit,cross_condition,scale,3.0,3,100,0.044037192918442596,0.022992118613206342,0.01887673451927179,0.03,0.0440371929184426,0.03
A2_refit,cross_condition,scale,3.0,5,100,0.05965380056154455,0.029851417946431123,0.021562058639281824,0.03,0.05965380056154456,0.03
A2_refit,cross_condition,scale,3.0,10,100,0.08662906960722427,0.03737197117242109,0.03860632695356059,0.02,0.08662906960722427,0.02
