full_arm,global_model,arm,k,mae,n_ligands
GEN9_A0_ROW_ONLY | NEAREST_OBSERVED@CENTRAL,GEN9_A0_ROW_ONLY,NEAREST_OBSERVED@CENTRAL,1,0.8318047597214827,99
REC_ecfp_plus_recovered | NEAREST_OBSERVED@RANDOM,REC_ecfp_plus_recovered,NEAREST_OBSERVED@RANDOM,2,0.7630663154930473,99
REC_ecfp_plus_recovered | NEAREST_OBSERVED@RANDOM,REC_ecfp_plus_recovered,NEAREST_OBSERVED@RANDOM,3,0.6700591572967497,99
REC_ecfp_plus_recovered | NEAREST_OBSERVED@RANDOM,REC_ecfp_plus_recovered,NEAREST_OBSERVED@RANDOM,5,0.5619447134754055,99
REC_ecfp_plus_recovered | NO_MODEL@CENTRAL,REC_ecfp_plus_recovered,NO_MODEL@CENTRAL,1,0.8318047597214827,99
REC_ecfp_plus_recovered | NO_MODEL@CENTRAL,REC_ecfp_plus_recovered,NO_MODEL@CENTRAL,2,0.7918850754543143,99
REC_ecfp_plus_recovered | NO_MODEL@CENTRAL,REC_ecfp_plus_recovered,NO_MODEL@CENTRAL,3,0.7713157574750913,99
REC_ecfp_plus_recovered | NO_MODEL@CENTRAL,REC_ecfp_plus_recovered,NO_MODEL@CENTRAL,5,0.7612714879985231,99
REC_ecfp_plus_recovered | NO_MODEL@CENTRAL_THEN_SPREAD,REC_ecfp_plus_recovered,NO_MODEL@CENTRAL_THEN_SPREAD,1,0.8252974768084728,99
REC_ecfp_plus_recovered | NO_MODEL@CENTRAL_THEN_SPREAD,REC_ecfp_plus_recovered,NO_MODEL@CENTRAL_THEN_SPREAD,2,0.8172571360213573,99
REC_ecfp_plus_recovered | NO_MODEL@CENTRAL_THEN_SPREAD,REC_ecfp_plus_recovered,NO_MODEL@CENTRAL_THEN_SPREAD,3,0.7879096274409648,99
REC_ecfp_plus_recovered | NO_MODEL@CENTRAL_THEN_SPREAD,REC_ecfp_plus_recovered,NO_MODEL@CENTRAL_THEN_SPREAD,5,0.7615849126435005,99
REC_ecfp_plus_recovered | NO_MODEL@D_OPTIMAL,REC_ecfp_plus_recovered,NO_MODEL@D_OPTIMAL,1,1.199971537757043,99
REC_ecfp_plus_recovered | NO_MODEL@D_OPTIMAL,REC_ecfp_plus_recovered,NO_MODEL@D_OPTIMAL,2,0.8623267800819991,99
REC_ecfp_plus_recovered | NO_MODEL@D_OPTIMAL,REC_ecfp_plus_recovered,NO_MODEL@D_OPTIMAL,3,0.825175852676328,99
REC_ecfp_plus_recovered | NO_MODEL@D_OPTIMAL,REC_ecfp_plus_recovered,NO_MODEL@D_OPTIMAL,5,0.7761169849969408,99
REC_ecfp_plus_recovered | NO_MODEL@LEARNED_BLEND,REC_ecfp_plus_recovered,NO_MODEL@LEARNED_BLEND,1,0.9005181668111438,99
REC_ecfp_plus_recovered | NO_MODEL@LEARNED_BLEND,REC_ecfp_plus_recovered,NO_MODEL@LEARNED_BLEND,2,0.8205656622192552,99
REC_ecfp_plus_recovered | NO_MODEL@LEARNED_BLEND,REC_ecfp_plus_recovered,NO_MODEL@LEARNED_BLEND,3,0.782633049116031,99
REC_ecfp_plus_recovered | NO_MODEL@LEARNED_BLEND,REC_ecfp_plus_recovered,NO_MODEL@LEARNED_BLEND,5,0.7587378203952536,99
REC_ecfp_plus_recovered | NO_MODEL@LEARNED_RANK,REC_ecfp_plus_recovered,NO_MODEL@LEARNED_RANK,1,0.9005181668111438,99
REC_ecfp_plus_recovered | NO_MODEL@LEARNED_RANK,REC_ecfp_plus_recovered,NO_MODEL@LEARNED_RANK,2,0.8205656622192552,99
REC_ecfp_plus_recovered | NO_MODEL@LEARNED_RANK,REC_ecfp_plus_recovered,NO_MODEL@LEARNED_RANK,3,0.782633049116031,99
REC_ecfp_plus_recovered | NO_MODEL@LEARNED_RANK,REC_ecfp_plus_recovered,NO_MODEL@LEARNED_RANK,5,0.7587378203952536,99
REC_ecfp_plus_recovered | NO_MODEL@LEARNED_SCALAR,REC_ecfp_plus_recovered,NO_MODEL@LEARNED_SCALAR,1,0.9011427819430401,99
REC_ecfp_plus_recovered | NO_MODEL@LEARNED_SCALAR,REC_ecfp_plus_recovered,NO_MODEL@LEARNED_SCALAR,2,0.8299866859502467,99
REC_ecfp_plus_recovered | NO_MODEL@LEARNED_SCALAR,REC_ecfp_plus_recovered,NO_MODEL@LEARNED_SCALAR,3,0.7891772598481902,99
REC_ecfp_plus_recovered | NO_MODEL@LEARNED_SCALAR,REC_ecfp_plus_recovered,NO_MODEL@LEARNED_SCALAR,5,0.7626394342825807,99
REC_ecfp_plus_recovered | NO_MODEL@MAX_PREDICTIVE_VARIANCE,REC_ecfp_plus_recovered,NO_MODEL@MAX_PREDICTIVE_VARIANCE,1,0.9933416796226432,99
REC_ecfp_plus_recovered | NO_MODEL@MAX_PREDICTIVE_VARIANCE,REC_ecfp_plus_recovered,NO_MODEL@MAX_PREDICTIVE_VARIANCE,2,0.8284704648508263,99
REC_ecfp_plus_recovered | NO_MODEL@MAX_PREDICTIVE_VARIANCE,REC_ecfp_plus_recovered,NO_MODEL@MAX_PREDICTIVE_VARIANCE,3,0.7822647993093259,99
REC_ecfp_plus_recovered | NO_MODEL@MAX_PREDICTIVE_VARIANCE,REC_ecfp_plus_recovered,NO_MODEL@MAX_PREDICTIVE_VARIANCE,5,0.7620576859005267,99
REC_ecfp_plus_recovered | NO_MODEL@MEDOID,REC_ecfp_plus_recovered,NO_MODEL@MEDOID,1,0.8252974768084728,99
REC_ecfp_plus_recovered | NO_MODEL@MEDOID,REC_ecfp_plus_recovered,NO_MODEL@MEDOID,2,0.7958143257403774,99
REC_ecfp_plus_recovered | NO_MODEL@MEDOID,REC_ecfp_plus_recovered,NO_MODEL@MEDOID,3,0.7792362829525142,99
REC_ecfp_plus_recovered | NO_MODEL@MEDOID,REC_ecfp_plus_recovered,NO_MODEL@MEDOID,5,0.7657437731812652,99
REC_ecfp_plus_recovered | NO_MODEL@ORACLE[OFFSET_K1],REC_ecfp_plus_recovered,NO_MODEL@ORACLE[OFFSET_K1],1,0.7047070623608078,99
REC_ecfp_plus_recovered | NO_MODEL@ORACLE[OFFSET_K1],REC_ecfp_plus_recovered,NO_MODEL@ORACLE[OFFSET_K1],2,0.6834089729571867,99
REC_ecfp_plus_recovered | NO_MODEL@ORACLE[OFFSET_K1],REC_ecfp_plus_recovered,NO_MODEL@ORACLE[OFFSET_K1],3,0.6792907175027946,99
REC_ecfp_plus_recovered | NO_MODEL@ORACLE[OFFSET_K1],REC_ecfp_plus_recovered,NO_MODEL@ORACLE[OFFSET_K1],5,0.6966788295404794,99
REC_ecfp_plus_recovered | NO_MODEL@RANDOM,REC_ecfp_plus_recovered,NO_MODEL@RANDOM,1,0.9459775028894392,99
REC_ecfp_plus_recovered | NO_MODEL@RANDOM,REC_ecfp_plus_recovered,NO_MODEL@RANDOM,2,0.8466128596341697,99
REC_ecfp_plus_recovered | NO_MODEL@RANDOM,REC_ecfp_plus_recovered,NO_MODEL@RANDOM,3,0.8014821783216913,99
REC_ecfp_plus_recovered | NO_MODEL@RANDOM,REC_ecfp_plus_recovered,NO_MODEL@RANDOM,5,0.7687039885593794,99
REC_ecfp_plus_recovered | OFFSET_K1@CENTRAL,REC_ecfp_plus_recovered,OFFSET_K1@CENTRAL,1,0.6963986244888282,99
REC_ecfp_plus_recovered | OFFSET_K1@CENTRAL,REC_ecfp_plus_recovered,OFFSET_K1@CENTRAL,2,0.6567169245096419,99
REC_ecfp_plus_recovered | OFFSET_K1@CENTRAL,REC_ecfp_plus_recovered,OFFSET_K1@CENTRAL,3,0.6365765117197968,99
REC_ecfp_plus_recovered | OFFSET_K1@CENTRAL,REC_ecfp_plus_recovered,OFFSET_K1@CENTRAL,5,0.6213969632933662,99
REC_ecfp_plus_recovered | OFFSET_K1@CENTRAL_THEN_SPREAD,REC_ecfp_plus_recovered,OFFSET_K1@CENTRAL_THEN_SPREAD,1,0.6915825683739637,99
REC_ecfp_plus_recovered | OFFSET_K1@CENTRAL_THEN_SPREAD,REC_ecfp_plus_recovered,OFFSET_K1@CENTRAL_THEN_SPREAD,2,0.6848444045337214,99
REC_ecfp_plus_recovered | OFFSET_K1@CENTRAL_THEN_SPREAD,REC_ecfp_plus_recovered,OFFSET_K1@CENTRAL_THEN_SPREAD,3,0.6552510602154135,99
REC_ecfp_plus_recovered | OFFSET_K1@CENTRAL_THEN_SPREAD,REC_ecfp_plus_recovered,OFFSET_K1@CENTRAL_THEN_SPREAD,5,0.6291681975021587,99
REC_ecfp_plus_recovered | OFFSET_K1@D_OPTIMAL,REC_ecfp_plus_recovered,OFFSET_K1@D_OPTIMAL,1,1.006522161877242,99
REC_ecfp_plus_recovered | OFFSET_K1@D_OPTIMAL,REC_ecfp_plus_recovered,OFFSET_K1@D_OPTIMAL,2,0.7258908190054971,99
REC_ecfp_plus_recovered | OFFSET_K1@D_OPTIMAL,REC_ecfp_plus_recovered,OFFSET_K1@D_OPTIMAL,3,0.6822634384617656,99
REC_ecfp_plus_recovered | OFFSET_K1@D_OPTIMAL,REC_ecfp_plus_recovered,OFFSET_K1@D_OPTIMAL,5,0.6365558797520365,99
REC_ecfp_plus_recovered | OFFSET_K1@LEARNED_BLEND,REC_ecfp_plus_recovered,OFFSET_K1@LEARNED_BLEND,1,0.7402611190712463,99
REC_ecfp_plus_recovered | OFFSET_K1@LEARNED_BLEND,REC_ecfp_plus_recovered,OFFSET_K1@LEARNED_BLEND,2,0.6865209366147383,99
REC_ecfp_plus_recovered | OFFSET_K1@LEARNED_BLEND,REC_ecfp_plus_recovered,OFFSET_K1@LEARNED_BLEND,3,0.6517382588913793,99
REC_ecfp_plus_recovered | OFFSET_K1@LEARNED_BLEND,REC_ecfp_plus_recovered,OFFSET_K1@LEARNED_BLEND,5,0.6261052725841832,99
REC_ecfp_plus_recovered | OFFSET_K1@LEARNED_RANK,REC_ecfp_plus_recovered,OFFSET_K1@LEARNED_RANK,1,0.7402611190712463,99
REC_ecfp_plus_recovered | OFFSET_K1@LEARNED_RANK,REC_ecfp_plus_recovered,OFFSET_K1@LEARNED_RANK,2,0.6865209366147383,99
REC_ecfp_plus_recovered | OFFSET_K1@LEARNED_RANK,REC_ecfp_plus_recovered,OFFSET_K1@LEARNED_RANK,3,0.6517382588913793,99
REC_ecfp_plus_recovered | OFFSET_K1@LEARNED_RANK,REC_ecfp_plus_recovered,OFFSET_K1@LEARNED_RANK,5,0.6261052725841832,99
REC_ecfp_plus_recovered | OFFSET_K1@LEARNED_SCALAR,REC_ecfp_plus_recovered,OFFSET_K1@LEARNED_SCALAR,1,0.7518374148190201,99
REC_ecfp_plus_recovered | OFFSET_K1@LEARNED_SCALAR,REC_ecfp_plus_recovered,OFFSET_K1@LEARNED_SCALAR,2,0.6950775166525675,99
REC_ecfp_plus_recovered | OFFSET_K1@LEARNED_SCALAR,REC_ecfp_plus_recovered,OFFSET_K1@LEARNED_SCALAR,3,0.6585233109859903,99
REC_ecfp_plus_recovered | OFFSET_K1@LEARNED_SCALAR,REC_ecfp_plus_recovered,OFFSET_K1@LEARNED_SCALAR,5,0.6308561955062163,99
REC_ecfp_plus_recovered | OFFSET_K1@MAX_PREDICTIVE_VARIANCE,REC_ecfp_plus_recovered,OFFSET_K1@MAX_PREDICTIVE_VARIANCE,1,0.8056222274887606,99
REC_ecfp_plus_recovered | OFFSET_K1@MAX_PREDICTIVE_VARIANCE,REC_ecfp_plus_recovered,OFFSET_K1@MAX_PREDICTIVE_VARIANCE,2,0.6935275449393514,99
REC_ecfp_plus_recovered | OFFSET_K1@MAX_PREDICTIVE_VARIANCE,REC_ecfp_plus_recovered,OFFSET_K1@MAX_PREDICTIVE_VARIANCE,3,0.6536551476805529,99
REC_ecfp_plus_recovered | OFFSET_K1@MAX_PREDICTIVE_VARIANCE,REC_ecfp_plus_recovered,OFFSET_K1@MAX_PREDICTIVE_VARIANCE,5,0.6308991383369692,99
REC_ecfp_plus_recovered | OFFSET_K1@MEDOID,REC_ecfp_plus_recovered,OFFSET_K1@MEDOID,1,0.6915825683739637,99
REC_ecfp_plus_recovered | OFFSET_K1@MEDOID,REC_ecfp_plus_recovered,OFFSET_K1@MEDOID,2,0.6639552369957701,99
REC_ecfp_plus_recovered | OFFSET_K1@MEDOID,REC_ecfp_plus_recovered,OFFSET_K1@MEDOID,3,0.6430141225423184,99
REC_ecfp_plus_recovered | OFFSET_K1@MEDOID,REC_ecfp_plus_recovered,OFFSET_K1@MEDOID,5,0.6253502061741872,99
REC_ecfp_plus_recovered | OFFSET_K1@ORACLE[OFFSET_K1],REC_ecfp_plus_recovered,OFFSET_K1@ORACLE[OFFSET_K1],1,0.5325625770147346,99
REC_ecfp_plus_recovered | OFFSET_K1@ORACLE[OFFSET_K1],REC_ecfp_plus_recovered,OFFSET_K1@ORACLE[OFFSET_K1],2,0.5297856616666907,99
REC_ecfp_plus_recovered | OFFSET_K1@ORACLE[OFFSET_K1],REC_ecfp_plus_recovered,OFFSET_K1@ORACLE[OFFSET_K1],3,0.532559700223363,99
REC_ecfp_plus_recovered | OFFSET_K1@ORACLE[OFFSET_K1],REC_ecfp_plus_recovered,OFFSET_K1@ORACLE[OFFSET_K1],5,0.5526911695202367,99
REC_ecfp_plus_recovered | OFFSET_K1@RANDOM,REC_ecfp_plus_recovered,OFFSET_K1@RANDOM,1,0.792732533836449,99
REC_ecfp_plus_recovered | OFFSET_K1@RANDOM,REC_ecfp_plus_recovered,OFFSET_K1@RANDOM,2,0.7017984791740542,99
REC_ecfp_plus_recovered | OFFSET_K1@RANDOM,REC_ecfp_plus_recovered,OFFSET_K1@RANDOM,3,0.6628050204092164,99
REC_ecfp_plus_recovered | OFFSET_K1@RANDOM,REC_ecfp_plus_recovered,OFFSET_K1@RANDOM,5,0.6282295111176981,99
REC_ecfp_plus_recovered | OFFSET_K2@CENTRAL,REC_ecfp_plus_recovered,OFFSET_K2@CENTRAL,1,0.6963986244888282,99
REC_ecfp_plus_recovered | OFFSET_K2@CENTRAL,REC_ecfp_plus_recovered,OFFSET_K2@CENTRAL,2,0.6527925884825678,99
REC_ecfp_plus_recovered | OFFSET_K2@CENTRAL,REC_ecfp_plus_recovered,OFFSET_K2@CENTRAL,3,0.6218977122367075,99
REC_ecfp_plus_recovered | OFFSET_K2@CENTRAL,REC_ecfp_plus_recovered,OFFSET_K2@CENTRAL,5,0.5778910584904942,99
REC_ecfp_plus_recovered | OFFSET_K2@CENTRAL_THEN_SPREAD,REC_ecfp_plus_recovered,OFFSET_K2@CENTRAL_THEN_SPREAD,1,0.6915825683739637,99
REC_ecfp_plus_recovered | OFFSET_K2@CENTRAL_THEN_SPREAD,REC_ecfp_plus_recovered,OFFSET_K2@CENTRAL_THEN_SPREAD,2,0.6446869982281948,99
REC_ecfp_plus_recovered | OFFSET_K2@CENTRAL_THEN_SPREAD,REC_ecfp_plus_recovered,OFFSET_K2@CENTRAL_THEN_SPREAD,3,0.5990448534528938,99
REC_ecfp_plus_recovered | OFFSET_K2@CENTRAL_THEN_SPREAD,REC_ecfp_plus_recovered,OFFSET_K2@CENTRAL_THEN_SPREAD,5,0.560738646247599,99
REC_ecfp_plus_recovered | OFFSET_K2@D_OPTIMAL,REC_ecfp_plus_recovered,OFFSET_K2@D_OPTIMAL,1,1.006522161877242,99
REC_ecfp_plus_recovered | OFFSET_K2@D_OPTIMAL,REC_ecfp_plus_recovered,OFFSET_K2@D_OPTIMAL,2,0.6850959174637642,99
REC_ecfp_plus_recovered | OFFSET_K2@D_OPTIMAL,REC_ecfp_plus_recovered,OFFSET_K2@D_OPTIMAL,3,0.6187558788440307,99
REC_ecfp_plus_recovered | OFFSET_K2@D_OPTIMAL,REC_ecfp_plus_recovered,OFFSET_K2@D_OPTIMAL,5,0.5591630400647805,99
REC_ecfp_plus_recovered | OFFSET_K2@LEARNED_BLEND,REC_ecfp_plus_recovered,OFFSET_K2@LEARNED_BLEND,1,0.7402611190712463,99
REC_ecfp_plus_recovered | OFFSET_K2@LEARNED_BLEND,REC_ecfp_plus_recovered,OFFSET_K2@LEARNED_BLEND,2,0.6423425834968649,99
REC_ecfp_plus_recovered | OFFSET_K2@LEARNED_BLEND,REC_ecfp_plus_recovered,OFFSET_K2@LEARNED_BLEND,3,0.5943502743139498,99
REC_ecfp_plus_recovered | OFFSET_K2@LEARNED_BLEND,REC_ecfp_plus_recovered,OFFSET_K2@LEARNED_BLEND,5,0.5567422664168813,99
REC_ecfp_plus_recovered | OFFSET_K2@LEARNED_RANK,REC_ecfp_plus_recovered,OFFSET_K2@LEARNED_RANK,1,0.7402611190712463,99
REC_ecfp_plus_recovered | OFFSET_K2@LEARNED_RANK,REC_ecfp_plus_recovered,OFFSET_K2@LEARNED_RANK,2,0.6423425834968649,99
REC_ecfp_plus_recovered | OFFSET_K2@LEARNED_RANK,REC_ecfp_plus_recovered,OFFSET_K2@LEARNED_RANK,3,0.5943502743139498,99
REC_ecfp_plus_recovered | OFFSET_K2@LEARNED_RANK,REC_ecfp_plus_recovered,OFFSET_K2@LEARNED_RANK,5,0.5567422664168813,99
REC_ecfp_plus_recovered | OFFSET_K2@LEARNED_SCALAR,REC_ecfp_plus_recovered,OFFSET_K2@LEARNED_SCALAR,1,0.7518374148190201,99
REC_ecfp_plus_recovered | OFFSET_K2@LEARNED_SCALAR,REC_ecfp_plus_recovered,OFFSET_K2@LEARNED_SCALAR,2,0.6502946117209892,99
REC_ecfp_plus_recovered | OFFSET_K2@LEARNED_SCALAR,REC_ecfp_plus_recovered,OFFSET_K2@LEARNED_SCALAR,3,0.6045556866861459,99
REC_ecfp_plus_recovered | OFFSET_K2@LEARNED_SCALAR,REC_ecfp_plus_recovered,OFFSET_K2@LEARNED_SCALAR,5,0.5624234986156116,99
REC_ecfp_plus_recovered | OFFSET_K2@MAX_PREDICTIVE_VARIANCE,REC_ecfp_plus_recovered,OFFSET_K2@MAX_PREDICTIVE_VARIANCE,1,0.8056222274887606,99
REC_ecfp_plus_recovered | OFFSET_K2@MAX_PREDICTIVE_VARIANCE,REC_ecfp_plus_recovered,OFFSET_K2@MAX_PREDICTIVE_VARIANCE,2,0.6448219587077749,99
REC_ecfp_plus_recovered | OFFSET_K2@MAX_PREDICTIVE_VARIANCE,REC_ecfp_plus_recovered,OFFSET_K2@MAX_PREDICTIVE_VARIANCE,3,0.6028198209513169,99
REC_ecfp_plus_recovered | OFFSET_K2@MAX_PREDICTIVE_VARIANCE,REC_ecfp_plus_recovered,OFFSET_K2@MAX_PREDICTIVE_VARIANCE,5,0.5600139740848025,99
REC_ecfp_plus_recovered | OFFSET_K2@MEDOID,REC_ecfp_plus_recovered,OFFSET_K2@MEDOID,1,0.6915825683739637,99
REC_ecfp_plus_recovered | OFFSET_K2@MEDOID,REC_ecfp_plus_recovered,OFFSET_K2@MEDOID,2,0.6615938077604236,99
REC_ecfp_plus_recovered | OFFSET_K2@MEDOID,REC_ecfp_plus_recovered,OFFSET_K2@MEDOID,3,0.6293950689132448,99
REC_ecfp_plus_recovered | OFFSET_K2@MEDOID,REC_ecfp_plus_recovered,OFFSET_K2@MEDOID,5,0.5831146283380099,99
REC_ecfp_plus_recovered | OFFSET_K2@ORACLE[OFFSET_K1],REC_ecfp_plus_recovered,OFFSET_K2@ORACLE[OFFSET_K1],1,0.5325625770147346,99
REC_ecfp_plus_recovered | OFFSET_K2@ORACLE[OFFSET_K1],REC_ecfp_plus_recovered,OFFSET_K2@ORACLE[OFFSET_K1],2,0.52352269420756,99
REC_ecfp_plus_recovered | OFFSET_K2@ORACLE[OFFSET_K1],REC_ecfp_plus_recovered,OFFSET_K2@ORACLE[OFFSET_K1],3,0.5176250434535389,99
REC_ecfp_plus_recovered | OFFSET_K2@ORACLE[OFFSET_K1],REC_ecfp_plus_recovered,OFFSET_K2@ORACLE[OFFSET_K1],5,0.513356110085499,99
REC_ecfp_plus_recovered | OFFSET_K2@RANDOM,REC_ecfp_plus_recovered,OFFSET_K2@RANDOM,1,0.792732533836449,99
REC_ecfp_plus_recovered | OFFSET_K2@RANDOM,REC_ecfp_plus_recovered,OFFSET_K2@RANDOM,2,0.68203099425949,99
REC_ecfp_plus_recovered | OFFSET_K2@RANDOM,REC_ecfp_plus_recovered,OFFSET_K2@RANDOM,3,0.6217032608616843,99
REC_ecfp_plus_recovered | OFFSET_K2@RANDOM,REC_ecfp_plus_recovered,OFFSET_K2@RANDOM,5,0.5652111413858665,99
REC_ecfp_plus_recovered | OFFSET_K3@CENTRAL,REC_ecfp_plus_recovered,OFFSET_K3@CENTRAL,1,0.6963986244888282,99
REC_ecfp_plus_recovered | OFFSET_K3@CENTRAL,REC_ecfp_plus_recovered,OFFSET_K3@CENTRAL,2,0.6509837877209218,99
REC_ecfp_plus_recovered | OFFSET_K3@CENTRAL,REC_ecfp_plus_recovered,OFFSET_K3@CENTRAL,3,0.6153033067265127,99
REC_ecfp_plus_recovered | OFFSET_K3@CENTRAL,REC_ecfp_plus_recovered,OFFSET_K3@CENTRAL,5,0.5583063255986472,99
REC_ecfp_plus_recovered | OFFSET_K3@CENTRAL_THEN_SPREAD,REC_ecfp_plus_recovered,OFFSET_K3@CENTRAL_THEN_SPREAD,1,0.6915825683739637,99
REC_ecfp_plus_recovered | OFFSET_K3@CENTRAL_THEN_SPREAD,REC_ecfp_plus_recovered,OFFSET_K3@CENTRAL_THEN_SPREAD,2,0.6081386324191498,99
REC_ecfp_plus_recovered | OFFSET_K3@CENTRAL_THEN_SPREAD,REC_ecfp_plus_recovered,OFFSET_K3@CENTRAL_THEN_SPREAD,3,0.5378096827543072,99
REC_ecfp_plus_recovered | OFFSET_K3@CENTRAL_THEN_SPREAD,REC_ecfp_plus_recovered,OFFSET_K3@CENTRAL_THEN_SPREAD,5,0.4903840661580898,99
REC_ecfp_plus_recovered | OFFSET_K3@D_OPTIMAL,REC_ecfp_plus_recovered,OFFSET_K3@D_OPTIMAL,1,1.006522161877242,99
REC_ecfp_plus_recovered | OFFSET_K3@D_OPTIMAL,REC_ecfp_plus_recovered,OFFSET_K3@D_OPTIMAL,2,0.6437683087996524,99
REC_ecfp_plus_recovered | OFFSET_K3@D_OPTIMAL,REC_ecfp_plus_recovered,OFFSET_K3@D_OPTIMAL,3,0.5601956608204153,99
REC_ecfp_plus_recovered | OFFSET_K3@D_OPTIMAL,REC_ecfp_plus_recovered,OFFSET_K3@D_OPTIMAL,5,0.4865291963234963,99
REC_ecfp_plus_recovered | OFFSET_K3@LEARNED_BLEND,REC_ecfp_plus_recovered,OFFSET_K3@LEARNED_BLEND,1,0.7402611190712463,99
REC_ecfp_plus_recovered | OFFSET_K3@LEARNED_BLEND,REC_ecfp_plus_recovered,OFFSET_K3@LEARNED_BLEND,2,0.6064726889324121,99
REC_ecfp_plus_recovered | OFFSET_K3@LEARNED_BLEND,REC_ecfp_plus_recovered,OFFSET_K3@LEARNED_BLEND,3,0.5387472622608502,99
REC_ecfp_plus_recovered | OFFSET_K3@LEARNED_BLEND,REC_ecfp_plus_recovered,OFFSET_K3@LEARNED_BLEND,5,0.48760116281077254,99
REC_ecfp_plus_recovered | OFFSET_K3@LEARNED_RANK,REC_ecfp_plus_recovered,OFFSET_K3@LEARNED_RANK,1,0.7402611190712463,99
REC_ecfp_plus_recovered | OFFSET_K3@LEARNED_RANK,REC_ecfp_plus_recovered,OFFSET_K3@LEARNED_RANK,2,0.6064726889324121,99
REC_ecfp_plus_recovered | OFFSET_K3@LEARNED_RANK,REC_ecfp_plus_recovered,OFFSET_K3@LEARNED_RANK,3,0.5387472622608502,99
REC_ecfp_plus_recovered | OFFSET_K3@LEARNED_RANK,REC_ecfp_plus_recovered,OFFSET_K3@LEARNED_RANK,5,0.48760116281077254,99
REC_ecfp_plus_recovered | OFFSET_K3@LEARNED_SCALAR,REC_ecfp_plus_recovered,OFFSET_K3@LEARNED_SCALAR,1,0.7518374148190201,99
REC_ecfp_plus_recovered | OFFSET_K3@LEARNED_SCALAR,REC_ecfp_plus_recovered,OFFSET_K3@LEARNED_SCALAR,2,0.6149019355172165,99
REC_ecfp_plus_recovered | OFFSET_K3@LEARNED_SCALAR,REC_ecfp_plus_recovered,OFFSET_K3@LEARNED_SCALAR,3,0.5458011169894711,99
REC_ecfp_plus_recovered | OFFSET_K3@LEARNED_SCALAR,REC_ecfp_plus_recovered,OFFSET_K3@LEARNED_SCALAR,5,0.4929807130137755,99
REC_ecfp_plus_recovered | OFFSET_K3@MAX_PREDICTIVE_VARIANCE,REC_ecfp_plus_recovered,OFFSET_K3@MAX_PREDICTIVE_VARIANCE,1,0.8056222274887606,99
REC_ecfp_plus_recovered | OFFSET_K3@MAX_PREDICTIVE_VARIANCE,REC_ecfp_plus_recovered,OFFSET_K3@MAX_PREDICTIVE_VARIANCE,2,0.6026953688102148,99
REC_ecfp_plus_recovered | OFFSET_K3@MAX_PREDICTIVE_VARIANCE,REC_ecfp_plus_recovered,OFFSET_K3@MAX_PREDICTIVE_VARIANCE,3,0.5424215746736366,99
REC_ecfp_plus_recovered | OFFSET_K3@MAX_PREDICTIVE_VARIANCE,REC_ecfp_plus_recovered,OFFSET_K3@MAX_PREDICTIVE_VARIANCE,5,0.48877616135682317,99
REC_ecfp_plus_recovered | OFFSET_K3@MEDOID,REC_ecfp_plus_recovered,OFFSET_K3@MEDOID,1,0.6915825683739637,99
REC_ecfp_plus_recovered | OFFSET_K3@MEDOID,REC_ecfp_plus_recovered,OFFSET_K3@MEDOID,2,0.6597461832370273,99
REC_ecfp_plus_recovered | OFFSET_K3@MEDOID,REC_ecfp_plus_recovered,OFFSET_K3@MEDOID,3,0.6251443879681035,99
REC_ecfp_plus_recovered | OFFSET_K3@MEDOID,REC_ecfp_plus_recovered,OFFSET_K3@MEDOID,5,0.5664847580064398,99
REC_ecfp_plus_recovered | OFFSET_K3@ORACLE[OFFSET_K1],REC_ecfp_plus_recovered,OFFSET_K3@ORACLE[OFFSET_K1],1,0.5325625770147346,99
REC_ecfp_plus_recovered | OFFSET_K3@ORACLE[OFFSET_K1],REC_ecfp_plus_recovered,OFFSET_K3@ORACLE[OFFSET_K1],2,0.519798523641161,99
REC_ecfp_plus_recovered | OFFSET_K3@ORACLE[OFFSET_K1],REC_ecfp_plus_recovered,OFFSET_K3@ORACLE[OFFSET_K1],3,0.5116298140751379,99
REC_ecfp_plus_recovered | OFFSET_K3@ORACLE[OFFSET_K1],REC_ecfp_plus_recovered,OFFSET_K3@ORACLE[OFFSET_K1],5,0.49417475853126025,99
REC_ecfp_plus_recovered | OFFSET_K3@RANDOM,REC_ecfp_plus_recovered,OFFSET_K3@RANDOM,1,0.792732533836449,99
REC_ecfp_plus_recovered | OFFSET_K3@RANDOM,REC_ecfp_plus_recovered,OFFSET_K3@RANDOM,2,0.6573520916465249,99
REC_ecfp_plus_recovered | OFFSET_K3@RANDOM,REC_ecfp_plus_recovered,OFFSET_K3@RANDOM,3,0.588797306845211,99
REC_ecfp_plus_recovered | OFFSET_K3@RANDOM,REC_ecfp_plus_recovered,OFFSET_K3@RANDOM,5,0.5135614760035455,99
REC_ecfp_plus_recovered | SERIES_MAP@CENTRAL,REC_ecfp_plus_recovered,SERIES_MAP@CENTRAL,1,0.6963986244888282,99
REC_ecfp_plus_recovered | SERIES_MAP@CENTRAL,REC_ecfp_plus_recovered,SERIES_MAP@CENTRAL,2,0.6466794784967627,99
REC_ecfp_plus_recovered | SERIES_MAP@CENTRAL,REC_ecfp_plus_recovered,SERIES_MAP@CENTRAL,3,0.6194206971644945,99
REC_ecfp_plus_recovered | SERIES_MAP@CENTRAL,REC_ecfp_plus_recovered,SERIES_MAP@CENTRAL,5,0.5891347359943672,99
