design,seed,fold,order,draw,k,cells_at_k,cell_share_at_k,overlap_top_k_by_cells,overlap_top_k_by_richcells
BR,130363,1,UNCERT,0,6,324.0,0.8244274809160306,0.16666666666666666,0.16666666666666666
BR,130363,1,UNCERT,0,9,327.0,0.8320610687022901,0.2222222222222222,0.2222222222222222
BR,130363,1,UNCERT,0,12,331.0,0.8422391857506362,0.3333333333333333,0.3333333333333333
BR,130363,1,UNCERT,0,16,354.0,0.9007633587786259,0.4375,0.4375
BR,130363,1,UNCERT,0,20,369.0,0.9389312977099237,0.65,0.65
BR,130363,1,UNCERT,0,24,379.0,0.9643765903307888,0.75,0.7083333333333334
BR,130363,2,AOPT,0,6,368.0,0.8232662192393736,0.3333333333333333,0.5
BR,130363,2,AOPT,0,9,372.0,0.8322147651006712,0.4444444444444444,0.4444444444444444
BR,130363,2,AOPT,0,12,391.0,0.8747203579418344,0.5833333333333334,0.6666666666666666
BR,130363,2,AOPT,0,16,420.0,0.9395973154362416,0.75,0.75
BR,130363,2,AOPT,0,20,429.0,0.959731543624161,0.8,0.8
BR,130363,2,AOPT,0,24,434.0,0.970917225950783,0.8333333333333334,0.8333333333333334
BR,130363,2,MAXMIN,0,6,9.0,0.020134228187919462,0.0,0.16666666666666666
BR,130363,2,MAXMIN,0,9,13.0,0.029082774049217,0.1111111111111111,0.1111111111111111
BR,130363,2,MAXMIN,0,12,18.0,0.040268456375838924,0.08333333333333333,0.16666666666666666
BR,130363,2,MAXMIN,0,16,40.0,0.0894854586129754,0.375,0.5
BR,130363,2,MAXMIN,0,20,46.0,0.1029082774049217,0.5,0.5
BR,130363,2,MAXMIN,0,24,76.0,0.17002237136465326,0.7083333333333334,0.7083333333333334
BR,130363,2,RANDOM,0,6,354.0,0.7919463087248322,0.3333333333333333,0.16666666666666666
BR,130363,2,RANDOM,0,9,361.0,0.8076062639821029,0.3333333333333333,0.3333333333333333
BR,130363,2,RANDOM,0,12,364.0,0.814317673378076,0.3333333333333333,0.3333333333333333
BR,130363,2,RANDOM,0,16,370.0,0.8277404921700223,0.5,0.4375
BR,130363,2,RANDOM,0,20,402.0,0.8993288590604027,0.6,0.55
BR,130363,2,RANDOM,0,24,409.0,0.9149888143176734,0.6666666666666666,0.625
BR,130363,2,UNCERT,0,6,364.0,0.814317673378076,0.3333333333333333,0.3333333333333333
BR,130363,2,UNCERT,0,9,385.0,0.8612975391498882,0.4444444444444444,0.4444444444444444
BR,130363,2,UNCERT,0,12,398.0,0.8903803131991052,0.5,0.5833333333333334
BR,130363,2,UNCERT,0,16,412.0,0.9217002237136466,0.5625,0.5
BR,130363,2,UNCERT,0,20,425.0,0.9507829977628636,0.7,0.65
BR,130363,2,UNCERT,0,24,431.0,0.9642058165548099,0.75,0.75
BR,130363,3,AOPT,0,6,23.0,0.23469387755102042,0.16666666666666666,0.16666666666666666
BR,130363,3,AOPT,0,9,32.0,0.32653061224489793,0.3333333333333333,0.3333333333333333
BR,130363,3,AOPT,0,12,47.0,0.47959183673469385,0.4166666666666667,0.5
BR,130363,3,AOPT,0,16,62.0,0.6326530612244898,0.625,0.625
BR,130363,3,AOPT,0,20,74.0,0.7551020408163265,0.7,0.75
BR,130363,3,AOPT,0,24,85.0,0.8673469387755102,0.8333333333333334,0.8333333333333334
BR,130363,3,MAXMIN,0,6,21.0,0.21428571428571427,0.16666666666666666,0.16666666666666666
BR,130363,3,MAXMIN,0,9,32.0,0.32653061224489793,0.2222222222222222,0.3333333333333333
BR,130363,3,MAXMIN,0,12,35.0,0.35714285714285715,0.25,0.3333333333333333
BR,130363,3,MAXMIN,0,16,43.0,0.4387755102040816,0.375,0.4375
BR,130363,3,MAXMIN,0,20,49.0,0.5,0.55,0.6
BR,130363,3,MAXMIN,0,24,71.0,0.7244897959183674,0.75,0.75
BR,130363,3,RANDOM,0,6,17.0,0.17346938775510204,0.16666666666666666,0.16666666666666666
BR,130363,3,RANDOM,0,9,22.0,0.22448979591836735,0.2222222222222222,0.2222222222222222
BR,130363,3,RANDOM,0,12,31.0,0.3163265306122449,0.3333333333333333,0.3333333333333333
BR,130363,3,RANDOM,0,16,35.0,0.35714285714285715,0.4375,0.4375
BR,130363,3,RANDOM,0,20,58.0,0.5918367346938775,0.6,0.65
BR,130363,3,RANDOM,0,24,74.0,0.7551020408163265,0.75,0.75
BR,130363,3,UNCERT,0,6,24.0,0.24489795918367346,0.16666666666666666,0.16666666666666666
BR,130363,3,UNCERT,0,9,27.0,0.2755102040816326,0.2222222222222222,0.2222222222222222
BR,130363,3,UNCERT,0,12,41.0,0.41836734693877553,0.25,0.3333333333333333
BR,130363,3,UNCERT,0,16,49.0,0.5,0.375,0.5
BR,130363,3,UNCERT,0,20,63.0,0.6428571428571429,0.65,0.7
BR,130363,3,UNCERT,0,24,69.0,0.7040816326530612,0.75,0.75
BR,130363,4,AOPT,0,6,390.0,0.7926829268292683,0.3333333333333333,0.3333333333333333
BR,130363,4,AOPT,0,9,394.0,0.8008130081300813,0.2222222222222222,0.3333333333333333
BR,130363,4,AOPT,0,12,399.0,0.8109756097560976,0.3333333333333333,0.4166666666666667
BR,130363,4,AOPT,0,16,408.0,0.8292682926829268,0.4375,0.5
BR,130363,4,AOPT,0,20,444.0,0.9024390243902439,0.65,0.65
BR,130363,4,AOPT,0,24,475.0,0.9654471544715447,0.75,0.7916666666666666
BR,130363,4,MAXMIN,0,6,18.0,0.036585365853658534,0.16666666666666666,0.16666666666666666
BR,130363,4,MAXMIN,0,9,32.0,0.06504065040650407,0.2222222222222222,0.2222222222222222
BR,130363,4,MAXMIN,0,12,35.0,0.07113821138211382,0.16666666666666666,0.25
BR,130363,4,MAXMIN,0,16,39.0,0.07926829268292683,0.25,0.3125
BR,130363,4,MAXMIN,0,20,51.0,0.10365853658536585,0.45,0.45
BR,130363,4,MAXMIN,0,24,86.0,0.17479674796747968,0.625,0.625
BR,130363,4,RANDOM,0,6,18.0,0.036585365853658534,0.0,0.0
BR,130363,4,RANDOM,0,9,38.0,0.07723577235772358,0.1111111111111111,0.2222222222222222
BR,130363,4,RANDOM,0,12,54.0,0.10975609756097561,0.5,0.4166666666666667
BR,130363,4,RANDOM,0,16,58.0,0.11788617886178862,0.5625,0.5
BR,130363,4,RANDOM,0,20,62.0,0.12601626016260162,0.6,0.55
BR,130363,4,RANDOM,0,24,429.0,0.8719512195121951,0.6666666666666666,0.6666666666666666
BR,130363,4,UNCERT,0,6,387.0,0.7865853658536586,0.3333333333333333,0.3333333333333333
BR,130363,4,UNCERT,0,9,395.0,0.8028455284552846,0.2222222222222222,0.2222222222222222
BR,130363,4,UNCERT,0,12,425.0,0.8638211382113821,0.5,0.5
BR,130363,4,UNCERT,0,16,441.0,0.8963414634146342,0.625,0.5625
BR,130363,4,UNCERT,0,20,468.0,0.9512195121951219,0.8,0.75
BR,130363,4,UNCERT,0,24,472.0,0.959349593495935,0.75,0.75
BR,155921,0,AOPT,0,6,400.0,0.814663951120163,0.3333333333333333,0.3333333333333333
BR,155921,0,AOPT,0,9,404.0,0.8228105906313645,0.3333333333333333,0.3333333333333333
BR,155921,0,AOPT,0,12,411.0,0.8370672097759674,0.5,0.5
BR,155921,0,AOPT,0,16,420.0,0.8553971486761711,0.5625,0.625
BR,155921,0,AOPT,0,20,425.0,0.8655804480651731,0.6,0.65
BR,155921,0,AOPT,0,24,440.0,0.8961303462321792,0.6666666666666666,0.6666666666666666
BR,155921,0,MAXMIN,0,6,28.0,0.05702647657841141,0.16666666666666666,0.16666666666666666
BR,155921,0,MAXMIN,0,9,33.0,0.06720977596741344,0.2222222222222222,0.2222222222222222
BR,155921,0,MAXMIN,0,12,48.0,0.09775967413441955,0.4166666666666667,0.4166666666666667
BR,155921,0,MAXMIN,0,16,68.0,0.1384928716904277,0.4375,0.5
BR,155921,0,MAXMIN,0,20,79.0,0.16089613034623218,0.6,0.55
BR,155921,0,MAXMIN,0,24,95.0,0.1934826883910387,0.7083333333333334,0.7083333333333334
BR,155921,0,RANDOM,0,6,418.0,0.8513238289205702,0.6666666666666666,0.6666666666666666
BR,155921,0,RANDOM,0,9,422.0,0.8594704684317719,0.5555555555555556,0.4444444444444444
BR,155921,0,RANDOM,0,12,425.0,0.8655804480651731,0.4166666666666667,0.3333333333333333
BR,155921,0,RANDOM,0,16,445.0,0.9063136456211812,0.5625,0.5
BR,155921,0,RANDOM,0,20,453.0,0.9226069246435845,0.7,0.7
BR,155921,0,RANDOM,0,24,462.0,0.9409368635437881,0.75,0.7083333333333334
BR,155921,0,UNCERT,0,6,25.0,0.05091649694501019,0.16666666666666666,0.16666666666666666
BR,155921,0,UNCERT,0,9,28.0,0.05702647657841141,0.1111111111111111,0.1111111111111111
BR,155921,0,UNCERT,0,12,36.0,0.07331975560081466,0.25,0.16666666666666666
BR,155921,0,UNCERT,0,16,430.0,0.8757637474541752,0.5,0.5
BR,155921,0,UNCERT,0,20,444.0,0.9042769857433809,0.65,0.6
BR,155921,0,UNCERT,0,24,469.0,0.955193482688391,0.75,0.75
BR,155921,1,AOPT,0,6,383.0,0.7946058091286307,0.3333333333333333,0.3333333333333333
BR,155921,1,AOPT,0,9,387.0,0.8029045643153527,0.2222222222222222,0.3333333333333333
BR,155921,1,AOPT,0,12,395.0,0.8195020746887967,0.4166666666666667,0.4166666666666667
BR,155921,1,AOPT,0,16,413.0,0.8568464730290456,0.5625,0.625
BR,155921,1,AOPT,0,20,446.0,0.9253112033195021,0.75,0.8
BR,155921,1,AOPT,0,24,467.0,0.9688796680497925,0.8333333333333334,0.8333333333333334
BR,155921,1,MAXMIN,0,6,38.0,0.07883817427385892,0.3333333333333333,0.3333333333333333
BR,155921,1,MAXMIN,0,9,51.0,0.10580912863070539,0.3333333333333333,0.3333333333333333
BR,155921,1,MAXMIN,0,12,56.0,0.11618257261410789,0.25,0.3333333333333333
BR,155921,1,MAXMIN,0,16,62.0,0.12863070539419086,0.375,0.4375
BR,155921,1,MAXMIN,0,20,73.0,0.15145228215767634,0.6,0.6
BR,155921,1,MAXMIN,0,24,89.0,0.18464730290456433,0.7083333333333334,0.7083333333333334
BR,155921,1,RANDOM,0,6,13.0,0.026970954356846474,0.0,0.0
BR,155921,1,RANDOM,0,9,28.0,0.058091286307053944,0.2222222222222222,0.1111111111111111
BR,155921,1,RANDOM,0,12,45.0,0.09336099585062241,0.4166666666666667,0.4166666666666667
BR,155921,1,RANDOM,0,16,58.0,0.12033195020746888,0.5625,0.5
BR,155921,1,RANDOM,0,20,80.0,0.16597510373443983,0.65,0.65
BR,155921,1,RANDOM,0,24,455.0,0.9439834024896265,0.7083333333333334,0.7083333333333334
BR,155921,1,UNCERT,0,6,379.0,0.7863070539419087,0.3333333333333333,0.3333333333333333
BR,155921,1,UNCERT,0,9,387.0,0.8029045643153527,0.3333333333333333,0.2222222222222222
BR,155921,1,UNCERT,0,12,408.0,0.8464730290456431,0.4166666666666667,0.3333333333333333
BR,155921,1,UNCERT,0,16,422.0,0.8755186721991701,0.5,0.5
BR,155921,1,UNCERT,0,20,456.0,0.946058091286307,0.65,0.65
BR,155921,1,UNCERT,0,24,462.0,0.9585062240663901,0.7916666666666666,0.7916666666666666
BR,155921,2,AOPT,0,6,383.0,0.8417582417582418,0.3333333333333333,0.3333333333333333
BR,155921,2,AOPT,0,9,386.0,0.8483516483516483,0.3333333333333333,0.4444444444444444
BR,155921,2,AOPT,0,12,395.0,0.8681318681318682,0.5,0.5833333333333334
BR,155921,2,AOPT,0,16,412.0,0.9054945054945055,0.625,0.625
BR,155921,2,AOPT,0,20,434.0,0.9538461538461539,0.7,0.75
BR,155921,2,AOPT,0,24,440.0,0.967032967032967,0.75,0.7916666666666666
BR,155921,2,MAXMIN,0,6,10.0,0.02197802197802198,0.0,0.0
BR,155921,2,MAXMIN,0,9,15.0,0.03296703296703297,0.0,0.1111111111111111
BR,155921,2,MAXMIN,0,12,18.0,0.03956043956043956,0.16666666666666666,0.25
BR,155921,2,MAXMIN,0,16,31.0,0.06813186813186813,0.375,0.4375
BR,155921,2,MAXMIN,0,20,54.0,0.11868131868131868,0.5,0.55
BR,155921,2,MAXMIN,0,24,59.0,0.12967032967032968,0.625,0.6666666666666666
BR,155921,2,RANDOM,0,6,365.0,0.8021978021978022,0.16666666666666666,0.16666666666666666
BR,155921,2,RANDOM,0,9,385.0,0.8461538461538461,0.4444444444444444,0.3333333333333333
BR,155921,2,RANDOM,0,12,398.0,0.8747252747252747,0.4166666666666667,0.4166666666666667
BR,155921,2,RANDOM,0,16,406.0,0.8923076923076924,0.5625,0.5
BR,155921,2,RANDOM,0,20,411.0,0.9032967032967033,0.55,0.55
BR,155921,2,RANDOM,0,24,431.0,0.9472527472527472,0.6666666666666666,0.7083333333333334
BR,155921,2,UNCERT,0,6,381.0,0.8373626373626374,0.3333333333333333,0.3333333333333333
BR,155921,2,UNCERT,0,9,384.0,0.843956043956044,0.3333333333333333,0.3333333333333333
BR,155921,2,UNCERT,0,12,387.0,0.8505494505494505,0.25,0.3333333333333333
BR,155921,2,UNCERT,0,16,392.0,0.8615384615384616,0.4375,0.5
BR,155921,2,UNCERT,0,20,422.0,0.9274725274725275,0.6,0.6
BR,155921,2,UNCERT,0,24,435.0,0.9560439560439561,0.7083333333333334,0.7083333333333334
BR,155921,3,AOPT,0,6,13.0,0.15853658536585366,0.0,0.16666666666666666
BR,155921,3,AOPT,0,9,24.0,0.2926829268292683,0.3333333333333333,0.3333333333333333
BR,155921,3,AOPT,0,12,44.0,0.5365853658536586,0.5833333333333334,0.5833333333333334
BR,155921,3,AOPT,0,16,60.0,0.7317073170731707,0.6875,0.75
BR,155921,3,AOPT,0,20,72.0,0.8780487804878049,0.75,0.8
BR,155921,3,AOPT,0,24,76.0,0.926829268292683,0.7916666666666666,0.9166666666666666
BR,155921,3,MAXMIN,0,6,6.0,0.07317073170731707,0.0,0.0
BR,155921,3,MAXMIN,0,9,10.0,0.12195121951219512,0.0,0.0
BR,155921,3,MAXMIN,0,12,15.0,0.18292682926829268,0.16666666666666666,0.16666666666666666
BR,155921,3,MAXMIN,0,16,23.0,0.2804878048780488,0.375,0.375
BR,155921,3,MAXMIN,0,20,31.0,0.3780487804878049,0.55,0.6
BR,155921,3,MAXMIN,0,24,55.0,0.6707317073170732,0.7916666666666666,0.7916666666666666
BR,155921,3,RANDOM,0,6,7.0,0.08536585365853659,0.0,0.0
BR,155921,3,RANDOM,0,9,13.0,0.15853658536585366,0.1111111111111111,0.1111111111111111
BR,155921,3,RANDOM,0,12,30.0,0.36585365853658536,0.3333333333333333,0.3333333333333333
BR,155921,3,RANDOM,0,16,35.0,0.4268292682926829,0.4375,0.5
BR,155921,3,RANDOM,0,20,58.0,0.7073170731707317,0.6,0.7
BR,155921,3,RANDOM,0,24,66.0,0.8048780487804879,0.75,0.8333333333333334
BR,155921,3,UNCERT,0,6,13.0,0.15853658536585366,0.0,0.16666666666666666
BR,155921,3,UNCERT,0,9,28.0,0.34146341463414637,0.3333333333333333,0.3333333333333333
BR,155921,3,UNCERT,0,12,33.0,0.4024390243902439,0.4166666666666667,0.5
BR,155921,3,UNCERT,0,16,40.0,0.4878048780487805,0.625,0.625
BR,155921,3,UNCERT,0,20,52.0,0.6341463414634146,0.75,0.65
BR,155921,3,UNCERT,0,24,70.0,0.8536585365853658,0.8333333333333334,0.8333333333333334
BR,155921,4,AOPT,0,6,358.0,0.8026905829596412,0.3333333333333333,0.3333333333333333
BR,155921,4,AOPT,0,9,365.0,0.8183856502242153,0.2222222222222222,0.4444444444444444
BR,155921,4,AOPT,0,12,376.0,0.8430493273542601,0.5,0.5833333333333334
BR,155921,4,AOPT,0,16,414.0,0.9282511210762332,0.75,0.8125
BR,155921,4,AOPT,0,20,428.0,0.9596412556053812,0.75,0.8
BR,155921,4,AOPT,0,24,433.0,0.9708520179372198,0.8333333333333334,0.8333333333333334
BR,155921,4,MAXMIN,0,6,7.0,0.01569506726457399,0.0,0.0
BR,155921,4,MAXMIN,0,9,11.0,0.02466367713004484,0.0,0.0
BR,155921,4,MAXMIN,0,12,21.0,0.04708520179372197,0.08333333333333333,0.16666666666666666
BR,155921,4,MAXMIN,0,16,36.0,0.08071748878923767,0.4375,0.5
BR,155921,4,MAXMIN,0,20,76.0,0.17040358744394618,0.65,0.7
BR,155921,4,MAXMIN,0,24,84.0,0.18834080717488788,0.75,0.7083333333333334
BR,155921,4,RANDOM,0,6,21.0,0.04708520179372197,0.16666666666666666,0.16666666666666666
BR,155921,4,RANDOM,0,9,26.0,0.05829596412556054,0.1111111111111111,0.3333333333333333
BR,155921,4,RANDOM,0,12,33.0,0.07399103139013453,0.3333333333333333,0.3333333333333333
BR,155921,4,RANDOM,0,16,53.0,0.11883408071748879,0.5,0.4375
BR,155921,4,RANDOM,0,20,391.0,0.8766816143497758,0.65,0.6
BR,155921,4,RANDOM,0,24,411.0,0.92152466367713,0.75,0.75
BR,155921,4,UNCERT,0,6,25.0,0.05605381165919283,0.16666666666666666,0.16666666666666666
BR,155921,4,UNCERT,0,9,28.0,0.06278026905829596,0.1111111111111111,0.2222222222222222
BR,155921,4,UNCERT,0,12,31.0,0.06950672645739911,0.16666666666666666,0.16666666666666666
BR,155921,4,UNCERT,0,16,374.0,0.8385650224215246,0.4375,0.4375
BR,155921,4,UNCERT,0,20,404.0,0.905829596412556,0.65,0.65
BR,155921,4,UNCERT,0,24,424.0,0.9506726457399103,0.75,0.75
BR,196613,0,AOPT,0,6,359.0,0.8103837471783296,0.3333333333333333,0.3333333333333333
BR,196613,0,AOPT,0,9,362.0,0.8171557562076749,0.3333333333333333,0.3333333333333333
BR,196613,0,AOPT,0,12,369.0,0.8329571106094809,0.4166666666666667,0.4166666666666667
BR,196613,0,AOPT,0,16,379.0,0.8555304740406321,0.5625,0.5625
BR,196613,0,AOPT,0,20,410.0,0.9255079006772009,0.75,0.75
BR,196613,0,AOPT,0,24,430.0,0.9706546275395034,0.7916666666666666,0.8333333333333334
BR,196613,0,MAXMIN,0,6,22.0,0.04966139954853273,0.16666666666666666,0.16666666666666666
BR,196613,0,MAXMIN,0,9,33.0,0.0744920993227991,0.2222222222222222,0.2222222222222222
BR,196613,0,MAXMIN,0,12,38.0,0.08577878103837472,0.25,0.25
BR,196613,0,MAXMIN,0,16,53.0,0.11963882618510158,0.375,0.4375
BR,196613,0,MAXMIN,0,20,60.0,0.13544018058690746,0.55,0.55
BR,196613,0,MAXMIN,0,24,78.0,0.17607223476297967,0.6666666666666666,0.7083333333333334
BR,196613,0,RANDOM,0,6,350.0,0.7900677200902935,0.3333333333333333,0.3333333333333333
BR,196613,0,RANDOM,0,9,365.0,0.8239277652370203,0.4444444444444444,0.4444444444444444
BR,196613,0,RANDOM,0,12,368.0,0.8306997742663657,0.3333333333333333,0.4166666666666667
BR,196613,0,RANDOM,0,16,378.0,0.8532731376975169,0.5,0.5625
BR,196613,0,RANDOM,0,20,416.0,0.9390519187358917,0.75,0.75
BR,196613,0,RANDOM,0,24,423.0,0.9548532731376975,0.8333333333333334,0.8333333333333334
BR,196613,0,UNCERT,0,6,355.0,0.801354401805869,0.3333333333333333,0.3333333333333333
BR,196613,0,UNCERT,0,9,362.0,0.8171557562076749,0.3333333333333333,0.3333333333333333
BR,196613,0,UNCERT,0,12,388.0,0.8758465011286681,0.5,0.5
BR,196613,0,UNCERT,0,16,409.0,0.9232505643340858,0.625,0.5625
BR,196613,0,UNCERT,0,20,420.0,0.9480812641083521,0.75,0.7
BR,196613,0,UNCERT,0,24,424.0,0.9571106094808126,0.75,0.7083333333333334
BR,196613,1,AOPT,0,6,14.0,0.16470588235294117,0.16666666666666666,0.16666666666666666
BR,196613,1,AOPT,0,9,20.0,0.23529411764705882,0.2222222222222222,0.3333333333333333
BR,196613,1,AOPT,0,12,45.0,0.5294117647058824,0.5,0.6666666666666666
BR,196613,1,AOPT,0,16,57.0,0.6705882352941176,0.75,0.75
BR,196613,1,AOPT,0,20,73.0,0.8588235294117647,0.85,0.85
BR,196613,1,AOPT,0,24,77.0,0.9058823529411765,0.8333333333333334,0.875
BR,196613,1,MAXMIN,0,6,9.0,0.10588235294117647,0.0,0.0
BR,196613,1,MAXMIN,0,9,13.0,0.15294117647058825,0.1111111111111111,0.1111111111111111
BR,196613,1,MAXMIN,0,12,16.0,0.18823529411764706,0.08333333333333333,0.25
BR,196613,1,MAXMIN,0,16,27.0,0.3176470588235294,0.375,0.4375
BR,196613,1,MAXMIN,0,20,48.0,0.5647058823529412,0.65,0.6
BR,196613,1,MAXMIN,0,24,61.0,0.7176470588235294,0.7916666666666666,0.75
BR,196613,1,RANDOM,0,6,9.0,0.10588235294117647,0.0,0.0
BR,196613,1,RANDOM,0,9,21.0,0.24705882352941178,0.2222222222222222,0.2222222222222222
BR,196613,1,RANDOM,0,12,27.0,0.3176470588235294,0.3333333333333333,0.3333333333333333
BR,196613,1,RANDOM,0,16,47.0,0.5529411764705883,0.6875,0.625
BR,196613,1,RANDOM,0,20,58.0,0.6823529411764706,0.7,0.7
BR,196613,1,RANDOM,0,24,76.0,0.8941176470588236,0.7916666666666666,0.75
BR,196613,1,UNCERT,0,6,27.0,0.3176470588235294,0.3333333333333333,0.3333333333333333
BR,196613,1,UNCERT,0,9,32.0,0.3764705882352941,0.3333333333333333,0.4444444444444444
BR,196613,1,UNCERT,0,12,43.0,0.5058823529411764,0.5833333333333334,0.5833333333333334
BR,196613,1,UNCERT,0,16,47.0,0.5529411764705883,0.5,0.5
BR,196613,1,UNCERT,0,20,56.0,0.6588235294117647,0.65,0.65
BR,196613,1,UNCERT,0,24,75.0,0.8823529411764706,0.8333333333333334,0.8333333333333334
BR,196613,2,AOPT,0,6,387.0,0.8029045643153527,0.3333333333333333,0.3333333333333333
BR,196613,2,AOPT,0,9,392.0,0.8132780082987552,0.2222222222222222,0.4444444444444444
BR,196613,2,AOPT,0,12,408.0,0.8464730290456431,0.5,0.5833333333333334
BR,196613,2,AOPT,0,16,440.0,0.9128630705394191,0.75,0.75
BR,196613,2,AOPT,0,20,459.0,0.9522821576763485,0.75,0.85
BR,196613,2,AOPT,0,24,467.0,0.9688796680497925,0.75,0.8333333333333334
BR,196613,2,MAXMIN,0,6,11.0,0.022821576763485476,0.0,0.0
BR,196613,2,MAXMIN,0,9,14.0,0.029045643153526972,0.1111111111111111,0.0
BR,196613,2,MAXMIN,0,12,17.0,0.035269709543568464,0.08333333333333333,0.0
BR,196613,2,MAXMIN,0,16,23.0,0.04771784232365145,0.25,0.1875
BR,196613,2,MAXMIN,0,20,56.0,0.11618257261410789,0.45,0.5
BR,196613,2,MAXMIN,0,24,64.0,0.13278008298755187,0.625,0.625
BR,196613,2,RANDOM,0,6,19.0,0.03941908713692946,0.16666666666666666,0.16666666666666666
BR,196613,2,RANDOM,0,9,46.0,0.0954356846473029,0.4444444444444444,0.4444444444444444
BR,196613,2,RANDOM,0,12,59.0,0.12240663900414937,0.5,0.5833333333333334
BR,196613,2,RANDOM,0,16,77.0,0.15975103734439833,0.5625,0.625
BR,196613,2,RANDOM,0,20,81.0,0.16804979253112035,0.6,0.6
BR,196613,2,RANDOM,0,24,448.0,0.9294605809128631,0.7083333333333334,0.75
BR,196613,2,UNCERT,0,6,24.0,0.04979253112033195,0.16666666666666666,0.16666666666666666
BR,196613,2,UNCERT,0,9,27.0,0.056016597510373446,0.1111111111111111,0.2222222222222222
BR,196613,2,UNCERT,0,12,36.0,0.07468879668049792,0.3333333333333333,0.25
BR,196613,2,UNCERT,0,16,417.0,0.8651452282157677,0.5,0.5
BR,196613,2,UNCERT,0,20,430.0,0.8921161825726142,0.65,0.6
BR,196613,2,UNCERT,0,24,463.0,0.9605809128630706,0.7916666666666666,0.7916666666666666
BR,196613,3,AOPT,0,6,353.0,0.8364928909952607,0.3333333333333333,0.5
BR,196613,3,AOPT,0,9,357.0,0.8459715639810427,0.4444444444444444,0.3333333333333333
BR,196613,3,AOPT,0,12,374.0,0.8862559241706162,0.6666666666666666,0.6666666666666666
BR,196613,3,AOPT,0,16,399.0,0.9454976303317536,0.8125,0.8125
BR,196613,3,AOPT,0,20,408.0,0.966824644549763,0.8,0.8
BR,196613,3,AOPT,0,24,413.0,0.9786729857819905,0.7916666666666666,0.7916666666666666
BR,196613,3,MAXMIN,0,6,7.0,0.016587677725118485,0.0,0.0
BR,196613,3,MAXMIN,0,9,12.0,0.02843601895734597,0.0,0.1111111111111111
BR,196613,3,MAXMIN,0,12,17.0,0.04028436018957346,0.16666666666666666,0.16666666666666666
BR,196613,3,MAXMIN,0,16,24.0,0.05687203791469194,0.4375,0.4375
BR,196613,3,MAXMIN,0,20,46.0,0.10900473933649289,0.65,0.6
BR,196613,3,MAXMIN,0,24,64.0,0.15165876777251186,0.7083333333333334,0.6666666666666666
BR,196613,3,RANDOM,0,6,7.0,0.016587677725118485,0.0,0.0
BR,196613,3,RANDOM,0,9,14.0,0.03317535545023697,0.1111111111111111,0.1111111111111111
BR,196613,3,RANDOM,0,12,19.0,0.045023696682464455,0.16666666666666666,0.16666666666666666
BR,196613,3,RANDOM,0,16,27.0,0.06398104265402843,0.4375,0.4375
BR,196613,3,RANDOM,0,20,43.0,0.1018957345971564,0.5,0.55
BR,196613,3,RANDOM,0,24,64.0,0.15165876777251186,0.7083333333333334,0.75
BR,196613,3,UNCERT,0,6,21.0,0.04976303317535545,0.16666666666666666,0.16666666666666666
BR,196613,3,UNCERT,0,9,25.0,0.05924170616113744,0.2222222222222222,0.1111111111111111
BR,196613,3,UNCERT,0,12,41.0,0.0971563981042654,0.3333333333333333,0.3333333333333333
BR,196613,3,UNCERT,0,16,51.0,0.12085308056872038,0.5625,0.5625
BR,196613,3,UNCERT,0,20,59.0,0.13981042654028436,0.65,0.65
BR,196613,3,UNCERT,0,24,408.0,0.966824644549763,0.8333333333333334,0.8333333333333334
BR,196613,4,AOPT,0,6,330.0,0.8527131782945736,0.5,0.5
BR,196613,4,AOPT,0,9,335.0,0.8656330749354005,0.3333333333333333,0.5555555555555556
BR,196613,4,AOPT,0,12,355.0,0.917312661498708,0.6666666666666666,0.6666666666666666
BR,196613,4,AOPT,0,16,370.0,0.9560723514211886,0.6875,0.75
BR,196613,4,AOPT,0,20,375.0,0.9689922480620154,0.85,0.85
BR,196613,4,AOPT,0,24,379.0,0.979328165374677,0.875,0.9583333333333334
BR,196613,4,MAXMIN,0,6,6.0,0.015503875968992248,0.0,0.0
BR,196613,4,MAXMIN,0,9,10.0,0.025839793281653745,0.0,0.0
BR,196613,4,MAXMIN,0,12,14.0,0.03617571059431524,0.08333333333333333,0.25
BR,196613,4,MAXMIN,0,16,22.0,0.056847545219638244,0.4375,0.5
BR,196613,4,MAXMIN,0,20,56.0,0.14470284237726097,0.7,0.65
BR,196613,4,MAXMIN,0,24,68.0,0.17571059431524547,0.8333333333333334,0.875
BR,196613,4,RANDOM,0,6,18.0,0.046511627906976744,0.16666666666666666,0.16666666666666666
BR,196613,4,RANDOM,0,9,24.0,0.06201550387596899,0.2222222222222222,0.3333333333333333
BR,196613,4,RANDOM,0,12,34.0,0.08785529715762273,0.5,0.4166666666666667
BR,196613,4,RANDOM,0,16,53.0,0.13695090439276486,0.5625,0.5
BR,196613,4,RANDOM,0,20,57.0,0.14728682170542637,0.7,0.7
BR,196613,4,RANDOM,0,24,376.0,0.9715762273901809,0.875,0.8333333333333334
BR,196613,4,UNCERT,0,6,328.0,0.8475452196382429,0.3333333333333333,0.3333333333333333
BR,196613,4,UNCERT,0,9,332.0,0.8578811369509044,0.2222222222222222,0.4444444444444444
BR,196613,4,UNCERT,0,12,335.0,0.8656330749354005,0.4166666666666667,0.5
BR,196613,4,UNCERT,0,16,348.0,0.8992248062015504,0.6875,0.6875
