design,seed,fold,order,draw,rho_pos_vs_cells,rho_pos_vs_richcells,rho_pos_vs_metals,n_chemotypes,n_train_cells
B,104729,3,MAXMIN,13,0.31321101818120034,0.33528423242414007,0.29349040435764656,36,507
B,104729,3,MAXMIN,14,0.32230157543711907,0.3470557127392733,0.30507897844275333,36,507
B,104729,3,MAXMIN,15,0.48868632036363174,0.45665225360430706,0.4148449105073035,36,507
B,104729,3,MAXMIN,16,0.4393769340360725,0.4783009530344372,0.435808510818564,36,507
B,104729,3,MAXMIN,17,0.3874505691045367,0.40253050502898174,0.37435000555822273,36,507
B,104729,3,MAXMIN,18,0.31321101818120034,0.33528423242414007,0.29349040435764656,36,507
B,104729,3,MAXMIN,19,0.30026386087731605,0.31363553299401004,0.28020911720392877,36,507
B,104729,3,RANDOM,0,0.1652828591985226,0.14612872115337827,0.20481828130194238,36,507
B,104729,3,RANDOM,1,0.09462443689115417,0.09768975617846212,0.02760424388811938,36,507
B,104729,3,RANDOM,2,-0.09627726548313942,-0.05155096551799734,-0.12044304526655861,36,507
B,104729,3,RANDOM,3,-0.04104524336763311,-0.039508876459987456,-0.012500034968205002,36,507
B,104729,3,RANDOM,4,-0.24654693163779617,-0.19348525115678786,-0.14114622818264816,36,507
B,104729,3,RANDOM,5,-0.12933383732284393,-0.12786263100920597,-0.05182306163901657,36,507
B,104729,3,RANDOM,6,-0.19889037390222217,-0.15641185338269006,-0.13307328893234907,36,507
B,104729,3,RANDOM,7,0.08484520105524158,0.026249048059032762,0.11119822773799032,36,507
B,104729,3,RANDOM,8,0.01597734305585718,0.006494609829039034,0.013932330641645159,36,507
B,104729,3,RANDOM,9,0.03649996473967374,-0.00933600162924361,-0.02773445258570485,36,507
B,104729,3,RANDOM,10,0.24530731019380728,0.16737150746919344,0.15000041961846003,36,507
B,104729,3,RANDOM,11,0.3071506466772545,0.3397492766816045,0.3292977961936505,36,507
B,104729,3,RANDOM,12,-0.35893927589279156,-0.3434024947104389,-0.3122404568099541,36,507
B,104729,3,RANDOM,13,0.046416936291585095,0.06900522943353973,0.052474105126943914,36,507
B,104729,3,RANDOM,14,0.1939318881262665,0.11013775835078694,0.15546918491704972,36,507
B,104729,3,RANDOM,15,0.19641113101424434,0.12475063046612478,0.09648464491083236,36,507
B,104729,3,RANDOM,16,-0.11597347287096334,-0.0676521857191566,-0.059635583494144696,36,507
B,104729,3,RANDOM,17,-0.1833262379943613,-0.1833374232989144,-0.14700561957399422,36,507
B,104729,3,RANDOM,18,0.0914565154231825,0.02367826500170481,-0.0634116357241233,36,507
B,104729,3,RANDOM,19,0.033745250419698364,-0.05709844474696817,-0.09453151444705034,36,507
B,104729,3,UNCERT,0,-0.34585438287290854,-0.33108979690955237,-0.38893337968779523,36,507
B,104729,4,AOPT,0,-0.21356240968837242,-0.4537771905568241,-0.4053035533704925,36,481
B,104729,4,MAXMIN,0,0.36084683016311203,0.28586741349466693,0.24409001198184546,36,481
B,104729,4,MAXMIN,1,0.23919556363638,0.17021734877602676,0.1425371536493348,36,481
B,104729,4,MAXMIN,2,0.36084683016311203,0.28586741349466693,0.24409001198184546,36,481
B,104729,4,MAXMIN,3,0.33507205658003264,0.2630631753811322,0.22891544694365415,36,481
B,104729,4,MAXMIN,4,0.29485208021962295,0.23211456651276371,0.2622476111728435,36,481
B,104729,4,MAXMIN,5,0.3289824122719424,0.2508466192488815,0.21062815061557755,36,481
B,104729,4,MAXMIN,6,0.41522877003070824,0.3457285385426955,0.34992287583794845,36,481
B,104729,4,MAXMIN,7,0.37373421695465175,0.30256337354207624,0.2823506674200199,36,481
B,104729,4,MAXMIN,8,0.37019372607785517,0.2993056252401427,0.2693809537121642,36,481
B,104729,4,MAXMIN,9,0.23919556363638,0.17021734877602676,0.1425371536493348,36,481
B,104729,4,MAXMIN,10,0.23919556363638,0.17021734877602676,0.1425371536493348,36,481
B,104729,4,MAXMIN,11,0.37373421695465175,0.30541390330626805,0.2801458160896845,36,481
B,104729,4,MAXMIN,12,0.34215303833362587,0.2695786719849993,0.24434940625600254,36,481
B,104729,4,MAXMIN,13,0.4531828322299681,0.3693472137317136,0.3160719230604449,36,481
B,104729,4,MAXMIN,14,0.3471097255611411,0.2760941685888664,0.27703308479979905,36,481
B,104729,4,MAXMIN,15,0.2819646934280832,0.18894940151214454,0.19726934549648611,36,481
B,104729,4,MAXMIN,16,0.37373421695465175,0.30256337354207624,0.2823506674200199,36,481
B,104729,4,MAXMIN,17,0.23919556363638,0.17021734877602676,0.1425371536493348,36,481
B,104729,4,MAXMIN,18,0.2427360545131766,0.17347509707796027,0.16666082114594655,36,481
B,104729,4,MAXMIN,19,0.347251345196213,0.29726953255143423,0.31983314003572305,36,481
B,104729,4,RANDOM,0,-0.424858905215595,-0.3583523132126879,-0.3228161741885299,36,481
B,104729,4,RANDOM,1,-0.161588003616998,-0.3284896204449639,-0.18741236307851575,36,481
B,104729,4,RANDOM,2,-0.10918873864040793,-0.2341506592014722,-0.317498591568309,36,481
B,104729,4,RANDOM,3,-0.10876387973519235,-0.012895253695153543,-0.10038558409880359,36,481
B,104729,4,RANDOM,4,-0.24443549013403898,-0.18216242588311635,-0.2177614931548982,36,481
B,104729,4,RANDOM,5,0.008638797739383766,0.03284896204449639,0.04085459817974565,36,481
B,104729,4,RANDOM,6,-0.1380791441950684,-0.17836171953086055,-0.1508377704223625,36,481
B,104729,4,RANDOM,7,0.13751266565478093,-0.0006786975629028179,-0.048766123541537656,36,481
B,104729,4,RANDOM,8,0.28139821488779576,0.3199380311523884,0.2029760195279427,36,481
B,104729,4,RANDOM,9,0.027474209203941814,0.11225657690412609,0.04383763233255247,36,481
B,104729,4,RANDOM,10,-0.0490003937348653,-0.03203452496901301,-0.06575644849882871,36,481
B,104729,4,RANDOM,11,-0.23126486407235555,-0.21908357330502964,-0.09714315567183965,36,481
B,104729,4,RANDOM,12,0.10380719250767706,0.04655865281513331,0.07989343644039149,36,481
B,104729,4,RANDOM,13,-0.3030660190537911,-0.20374500838342596,-0.14798443340663425,36,481
B,104729,4,RANDOM,14,0.05452355950266803,0.007329933679350434,-0.057844923137036694,36,481
B,104729,4,RANDOM,15,0.15677293602455455,0.10261907151090607,0.05576976894377977,36,481
B,104729,4,RANDOM,16,0.04673447957371546,-0.1304456715899216,-0.10453589248531744,36,481
B,104729,4,RANDOM,17,-0.20846410282578529,-0.044386820613844295,-0.10297952684037473,36,481
B,104729,4,RANDOM,18,0.07704108147909457,-0.0518524938057753,-0.06783160269208563,36,481
B,104729,4,RANDOM,19,0.2867797610205266,0.18935662004988618,0.18611539170773017,36,481
B,104729,4,UNCERT,0,-0.297967712191204,-0.10234759248574495,-0.2530391144402659,36,481
B,130363,0,AOPT,0,-0.4374321692713765,-0.631436902109419,-0.4864004913165042,36,499
B,130363,0,MAXMIN,0,0.1618254490070038,0.10011425877515577,0.18784130771884347,36,499
B,130363,0,MAXMIN,1,0.5037446421533576,0.3905283482799464,0.44025714989357323,36,499
B,130363,0,MAXMIN,2,0.5608510450473847,0.46278712458598176,0.4918906339220653,36,499
B,130363,0,MAXMIN,3,0.3787434730981698,0.28986249579253087,0.32627133198763625,36,499
B,130363,0,MAXMIN,4,0.31214331052906513,0.24807927208885017,0.3250948728578731,36,499
B,130363,0,MAXMIN,5,0.41599928758067106,0.3251644933771588,0.39529026760040537,36,499
B,130363,0,MAXMIN,6,0.5405689221051736,0.4371380169659005,0.46849216900788787,36,499
B,130363,0,MAXMIN,7,0.37644195560118127,0.2821401838208935,0.3688852960212778,36,499
B,130363,0,MAXMIN,8,0.3022180163233022,0.1973326505609475,0.2640497157912761,36,499
B,130363,0,MAXMIN,9,0.37629811075761954,0.28145069168056874,0.37071534355646485,36,499
B,130363,0,MAXMIN,10,0.26021532200326214,0.1552736300011369,0.26208895057500425,36,499
B,130363,0,MAXMIN,11,0.37644195560118127,0.2821401838208935,0.3688852960212778,36,499
B,130363,0,MAXMIN,12,0.46260501689468825,0.39121784042027125,0.4537210710453066,36,499
B,130363,0,MAXMIN,13,0.4298083925626021,0.34088491417656347,0.3879700774596572,36,499
B,130363,0,MAXMIN,14,0.42448613335081625,0.3342657896294457,0.3892772542705051,36,499
B,130363,0,MAXMIN,15,0.1426940848132869,0.11059453930809218,0.22483441146583905,36,499
B,130363,0,MAXMIN,16,0.5608510450473847,0.46278712458598176,0.4918906339220653,36,499
B,130363,0,MAXMIN,17,0.18786136569168616,0.13638154535623837,0.2639189981101913,36,499
B,130363,0,MAXMIN,18,0.3975871476047632,0.30185965903418177,0.37450615630792383,36,499
B,130363,0,MAXMIN,19,0.29531346383233675,0.24573499881174596,0.3223498015550925,36,499
B,130363,0,RANDOM,0,-0.19203286615497783,-0.19747054898901245,-0.20731824220047718,36,499
B,130363,0,RANDOM,1,0.08903995816474256,0.20450336882032505,0.26208895057500425,36,499
B,130363,0,RANDOM,2,0.17836760601660864,0.09776998549805156,0.13346275238757074,36,499
B,130363,0,RANDOM,3,0.297758826172887,0.15210196615564298,0.14666523817713456,36,499
B,130363,0,RANDOM,4,-0.05480488539703863,-0.07901579928121798,-0.14378944919326916,36,499
B,130363,0,RANDOM,5,-0.0786831294282943,-0.1816122297615429,-0.17999824685375604,36,499
B,130363,0,RANDOM,6,-0.036248900577568854,-0.02564910762008123,0.10431270950566254,36,499
B,130363,0,RANDOM,7,0.005753793742471246,0.06233008948535869,0.07189472459663458,36,499
B,130363,0,RANDOM,8,-0.1862790724125066,-0.17278673036538592,-0.18248188279436706,36,499
B,130363,0,RANDOM,9,-0.22569255954843467,-0.242701233394317,-0.34940836153964405,36,499
B,130363,0,RANDOM,10,-0.036536590264692415,0.054194082229526465,0.07111041851012585,36,499
B,130363,0,RANDOM,11,0.15146862027055558,0.006619124547117737,0.0265356892602124,36,499
B,130363,0,RANDOM,12,0.16988076024646354,0.17513100364249012,0.19620723930827003,36,499
B,130363,0,RANDOM,13,-0.04761264321894957,-0.13472676421945895,-0.1380378712255384,36,499
B,130363,0,RANDOM,14,0.19577283208758417,0.10769867231872818,0.10548916863542565,36,499
B,130363,0,RANDOM,15,-0.06918936975321674,-0.1070091801784034,-0.09777682545142304,36,499
B,130363,0,RANDOM,16,0.09292376894091063,0.03695677872140736,0.09934543762444052,36,499
B,130363,0,RANDOM,17,0.18498446882045055,0.15858319227469578,0.07150257155338022,36,499
B,130363,0,RANDOM,18,-0.23015174969884986,-0.2387021789804334,-0.20117451118949203,36,499
B,130363,0,RANDOM,19,-0.2579138045062736,-0.07239667473410025,-0.09006448226742042,36,499
B,130363,0,UNCERT,0,0.044160366973466814,0.17650998792313963,0.13568495296601218,36,499
B,130363,1,AOPT,0,-0.4726092963497595,-0.5794846875523336,-0.46084936204276317,36,461
B,130363,1,MAXMIN,0,0.31546413758211206,0.25684221122906387,0.2861030214156576,36,461
B,130363,1,MAXMIN,1,0.036388421451332,0.0047000189353004155,0.0492740242456386,36,461
B,130363,1,MAXMIN,2,0.31047540238313914,0.3222277687701549,0.31211238699889915,36,461
B,130363,1,MAXMIN,3,0.38207842523898594,0.3209836461108107,0.3255745209439941,36,461
B,130363,1,MAXMIN,4,0.3142903175352949,0.2634775320788998,0.2547349423202908,36,461
B,130363,1,MAXMIN,5,0.31546413758211206,0.25988339995190535,0.27760749999399575,36,461
B,130363,1,MAXMIN,6,0.4058482811870335,0.3447602124893893,0.33720685027519254,36,461
B,130363,1,MAXMIN,7,0.38207842523898594,0.3209836461108107,0.32714292489876234,36,461
B,130363,1,MAXMIN,8,0.3106221298889913,0.264721654738244,0.255780544956803,36,461
B,130363,1,MAXMIN,9,0.38207842523898594,0.3209836461108107,0.3242675176483538,36,461
B,130363,1,MAXMIN,10,0.3106221298889913,0.264721654738244,0.255780544956803,36,461
B,130363,1,MAXMIN,11,0.036388421451332,0.00774120765814186,0.05724674434904432,36,461
B,130363,1,MAXMIN,12,0.036388421451332,0.00774120765814186,0.05724674434904432,36,461
B,130363,1,MAXMIN,13,0.35830856929093846,0.30024826845507363,0.28558022009740147,36,461
B,130363,1,MAXMIN,14,0.3106221298889913,0.25559808856971966,0.2444096162847326,36,461
B,130363,1,MAXMIN,15,0.31546413758211206,0.25988339995190535,0.27760749999399575,36,461
B,130363,1,MAXMIN,16,0.236524739433658,0.25352455080414593,0.22924837805530535,36,461
B,130363,1,MAXMIN,17,0.036388421451332,0.0047000189353004155,0.0492740242456386,36,461
B,130363,1,MAXMIN,18,0.1985223154179524,0.21343615400305416,0.1831111617192034,36,461
B,130363,1,MAXMIN,19,0.1985223154179524,0.21343615400305416,0.1831111617192034,36,461
B,130363,1,RANDOM,0,-0.22786781658838143,-0.15786534188567866,-0.08260260828446578,36,461
B,130363,1,RANDOM,1,-0.19778867788869164,-0.1888301725182461,-0.1133171857320124,36,461
B,130363,1,RANDOM,2,-0.20351105061692532,-0.22034794655496656,-0.3224377130344574,36,461
B,130363,1,RANDOM,3,0.056783544764780175,0.04741489690611889,-0.009933225046866138,36,461
B,130363,1,RANDOM,4,0.0,-0.00041470755311474254,0.028100570856266046,36,461
B,130363,1,RANDOM,5,0.04357806923808711,0.00041470755311474254,0.02731636887888188,36,461
B,130363,1,RANDOM,6,-0.23769855948047514,-0.276471702076495,-0.21487134180326226,36,461
B,130363,1,RANDOM,7,-0.0007336375292607257,0.04299134967289498,0.001045602636512225,36,461
B,130363,1,RANDOM,8,0.2834775413063444,0.1661594929479735,0.11919870056239366,36,461
B,130363,1,RANDOM,9,0.08627577344106135,0.08059150115529831,0.18101995644617896,36,461
B,130363,1,RANDOM,10,0.32705561054443155,0.20389788028141506,0.21800814971279892,36,461
B,130363,1,RANDOM,11,0.06338628252812671,-0.01838536818808692,0.049796825563894725,36,461
B,130363,1,RANDOM,12,-0.07101611283243825,-0.030273651377376205,-0.11776099693718935,36,461
B,130363,1,RANDOM,13,-0.38105133269802094,-0.29596295707288794,-0.3545899941072083,36,461
B,130363,1,RANDOM,14,-0.3500918289632183,-0.2441245129335451,-0.19226018478868537,36,461
B,130363,1,RANDOM,15,-0.04592570933172144,0.0047000189353004155,0.06535016478201407,36,461
B,130363,1,RANDOM,16,0.17915428464546923,0.12220049231781079,0.01816734580939991,36,461
B,130363,1,RANDOM,17,0.13410894034886067,-0.024053038080655068,-0.031106678436238697,36,461
B,130363,1,RANDOM,18,0.057517182294040896,0.13754467178305627,0.15919300140898626,36,461
B,130363,1,RANDOM,19,0.0045485526814165,-0.05736787818087272,-0.06221335687247739,36,461
