model,set,target,held_out_chemotype,rho
NAIVE,S14,a,sc027,-0.040336134453781515
NAIVE,S14,a,sc028,-0.08195645037750302
NAIVE,S14,a,sc029,-0.04942084942084943
NAIVE,S14,a,sc030,-0.04149797570850203
NAIVE,S14,a,sc031,-0.04149797570850203
NAIVE,S14,a,sc033,-0.07210854579275632
NAIVE,S14,a,sc036,-0.04149797570850203
NAIVE,S14,a,sc055,-0.04149797570850203
NAIVE,S14,a,sc057,-0.018273334062807747
NAIVE,S14,a,sc058,-0.04149797570850203
NAIVE,S14,a,sc059,-0.05613305613305613
NAIVE,S14,a,sc060,-0.07407812670970566
NAIVE,S14,a,sc061,-0.04149797570850203
NAIVE,S14,a,sc068,0.04504504504504505
NAIVE,S14,a,sc069,-0.05263157894736842
NAIVE,S14,a,sc070,-0.04149797570850203
NAIVE,S14,a,sc071,-0.05241273662326294
NAIVE,S14,a,sc075,-0.032716927453769556
NAIVE,S14,a,sc076,-0.04278367436262173
NAIVE,S14,a,sc077,-0.04149797570850203
NAIVE,S14,a,sc078,-0.04149797570850203
NAIVE,S14,a,sc083,-0.00886311412627202
NAIVE,S14,a,sc084,-0.04149797570850203
NAIVE,S14,a,sc085,-0.04149797570850203
NAIVE,S14,a,sc086,0.004705109968267863
NAIVE,S14,a,sc096,-0.04149797570850203
NAIVE,S14,a,sc097,-0.04149797570850203
NAIVE,S14,abs_a,sc000,-0.08846153846153848
NAIVE,S14,abs_a,sc001,-0.08846153846153848
NAIVE,S14,abs_a,sc007,-0.06795054163475216
NAIVE,S14,abs_a,sc008,-0.08846153846153848
NAIVE,S14,abs_a,sc009,-0.023846153846153843
NAIVE,S14,abs_a,sc010,-0.08846153846153848
NAIVE,S14,abs_a,sc012,-0.08846153846153848
NAIVE,S14,abs_a,sc015,-0.08846153846153848
NAIVE,S14,abs_a,sc017,-0.08846153846153848
NAIVE,S14,abs_a,sc018,-0.08846153846153848
NAIVE,S14,abs_a,sc019,-0.08523908523908524
NAIVE,S14,abs_a,sc020,-0.08846153846153848
NAIVE,S14,abs_a,sc021,-0.1721194879089616
NAIVE,S14,abs_a,sc027,0.012044817927170869
NAIVE,S14,abs_a,sc028,-0.08502024291497975
NAIVE,S14,abs_a,sc029,-0.06486486486486488
NAIVE,S14,abs_a,sc030,-0.08846153846153848
NAIVE,S14,abs_a,sc031,-0.08846153846153848
NAIVE,S14,abs_a,sc033,-0.06838822628296312
NAIVE,S14,abs_a,sc036,-0.08846153846153848
NAIVE,S14,abs_a,sc055,-0.08846153846153848
NAIVE,S14,abs_a,sc057,-0.12047269942006783
NAIVE,S14,abs_a,sc058,-0.08846153846153848
NAIVE,S14,abs_a,sc059,-0.09136667031403872
NAIVE,S14,abs_a,sc060,-0.12134806871648977
NAIVE,S14,abs_a,sc061,-0.08846153846153848
NAIVE,S14,abs_a,sc068,-0.06640926640926641
NAIVE,S14,abs_a,sc069,-0.08985301090564247
NAIVE,S14,abs_a,sc070,-0.08846153846153848
NAIVE,S14,abs_a,sc071,-0.050005471058102643
NAIVE,S14,abs_a,sc075,-0.08961593172119488
NAIVE,S14,abs_a,sc076,-0.05131852500273554
NAIVE,S14,abs_a,sc077,-0.08846153846153848
NAIVE,S14,abs_a,sc078,-0.08846153846153848
NAIVE,S14,abs_a,sc083,-0.16270926797242588
NAIVE,S14,abs_a,sc084,-0.08846153846153848
NAIVE,S14,abs_a,sc085,-0.08846153846153848
NAIVE,S14,abs_a,sc086,-0.12156691104059525
NAIVE,S14,abs_a,sc096,-0.08846153846153848
NAIVE,S14,abs_a,sc097,-0.08846153846153848
NAIVE,S14,b,sc000,-0.1348178137651822
NAIVE,S14,b,sc001,-0.1348178137651822
NAIVE,S14,b,sc007,-0.1622715833242149
NAIVE,S14,b,sc008,-0.1348178137651822
NAIVE,S14,b,sc009,-0.3476923076923077
NAIVE,S14,b,sc010,-0.1348178137651822
NAIVE,S14,b,sc012,-0.1348178137651822
NAIVE,S14,b,sc015,-0.1348178137651822
NAIVE,S14,b,sc017,-0.1348178137651822
NAIVE,S14,b,sc018,-0.1348178137651822
NAIVE,S14,b,sc019,-0.1366670314038735
NAIVE,S14,b,sc020,-0.1348178137651822
NAIVE,S14,b,sc021,-0.12484954590217748
NAIVE,S14,b,sc027,0.021848739495798318
NAIVE,S14,b,sc028,-0.12069154174417333
NAIVE,S14,b,sc029,-0.17065637065637068
NAIVE,S14,b,sc030,-0.1348178137651822
NAIVE,S14,b,sc031,-0.1348178137651822
NAIVE,S14,b,sc033,-0.16161505635189843
NAIVE,S14,b,sc036,-0.1348178137651822
NAIVE,S14,b,sc055,-0.1348178137651822
NAIVE,S14,b,sc057,-0.1329467118940803
NAIVE,S14,b,sc058,-0.1348178137651822
NAIVE,S14,b,sc059,-0.12856986541197066
NAIVE,S14,b,sc060,-0.17146296093664515
NAIVE,S14,b,sc061,-0.1348178137651822
NAIVE,S14,b,sc068,-0.07670527670527671
NAIVE,S14,b,sc069,-0.13323850165955428
NAIVE,S14,b,sc070,-0.1348178137651822
NAIVE,S14,b,sc071,-0.12747565379144327
NAIVE,S14,b,sc075,-0.13097713097713098
NAIVE,S14,b,sc076,-0.19290950869898238
NAIVE,S14,b,sc077,-0.1348178137651822
NAIVE,S14,b,sc078,-0.1348178137651822
NAIVE,S14,b,sc083,-0.09377393587919904
NAIVE,S14,b,sc084,-0.1348178137651822
NAIVE,S14,b,sc085,-0.1348178137651822
NAIVE,S14,b,sc086,-0.09071014334172228
NAIVE,S14,b,sc096,-0.1348178137651822
NAIVE,S14,b,sc097,-0.1348178137651822
NAIVE,S3,a,sc000,-0.189873417721519
NAIVE,S3,a,sc001,-0.18347398030942336
NAIVE,S3,a,sc007,-0.2102437880918894
NAIVE,S3,a,sc008,-0.1819863680623174
NAIVE,S3,a,sc009,-0.2922575286843644
NAIVE,S3,a,sc010,-0.1926160337552743
NAIVE,S3,a,sc012,-0.19575714955461793
NAIVE,S3,a,sc015,-0.1996952648851383
NAIVE,S3,a,sc017,-0.19643694327238637
NAIVE,S3,a,sc018,-0.22060478199718708
NAIVE,S3,a,sc019,-0.20344585091420536
NAIVE,S3,a,sc020,-0.19643694327238637
NAIVE,S3,a,sc021,-0.17358180965775905
NAIVE,S3,a,sc027,-0.17769559032716925
NAIVE,S3,a,sc028,-0.2535783836416748
NAIVE,S3,a,sc029,-0.19594329720912002
NAIVE,S3,a,sc030,-0.23157254138266797
NAIVE,S3,a,sc031,-0.15365141187925999
NAIVE,S3,a,sc033,-0.21080637599624943
NAIVE,S3,a,sc036,-0.12800357537199641
NAIVE,S3,a,sc055,-0.19812470698546647
NAIVE,S3,a,sc057,-0.19360056258790437
NAIVE,S3,a,sc058,-0.19518970189701898
NAIVE,S3,a,sc059,-0.2052742616033755
NAIVE,S3,a,sc060,-0.21012658227848102
NAIVE,S3,a,sc061,-0.20092502434274587
NAIVE,S3,a,sc068,-0.16289815447710188
NAIVE,S3,a,sc069,-0.1941333982473223
NAIVE,S3,a,sc070,-0.19946085325832164
NAIVE,S3,a,sc071,-0.19547585560243788
NAIVE,S3,a,sc075,-0.19294421003281764
NAIVE,S3,a,sc076,-0.19353023909985936
NAIVE,S3,a,sc077,-0.19137365213314583
NAIVE,S3,a,sc078,-0.19231129864041255
NAIVE,S3,a,sc083,-0.18565400843881857
NAIVE,S3,a,sc084,-0.18227848101265823
NAIVE,S3,a,sc085,-0.18537271448663858
NAIVE,S3,a,sc086,-0.17972339428035633
NAIVE,S3,a,sc096,-0.18258321612751993
NAIVE,S3,a,sc097,-0.18127051101734645
NAIVE,S3,abs_a,sc000,0.06669010782934834
NAIVE,S3,abs_a,sc001,0.05548523206751055
NAIVE,S3,abs_a,sc007,0.08094233473980308
NAIVE,S3,abs_a,sc008,0.0645813047711782
NAIVE,S3,abs_a,sc009,0.1546956227506229
NAIVE,S3,abs_a,sc010,0.06697140178152837
NAIVE,S3,abs_a,sc012,0.0695968120018753
NAIVE,S3,abs_a,sc015,0.07196436943272386
NAIVE,S3,abs_a,sc017,0.08382559774964839
NAIVE,S3,abs_a,sc018,0.08778715424285047
NAIVE,S3,abs_a,sc019,0.07541022034692922
NAIVE,S3,abs_a,sc020,0.08382559774964839
NAIVE,S3,abs_a,sc021,0.04343647444913268
NAIVE,S3,abs_a,sc027,0.10219061166429586
NAIVE,S3,abs_a,sc028,0.06041869522882182
NAIVE,S3,abs_a,sc029,0.07201659100393276
NAIVE,S3,abs_a,sc030,0.061684518013631943
NAIVE,S3,abs_a,sc031,0.07159201557935735
NAIVE,S3,abs_a,sc033,0.08143459915611814
NAIVE,S3,abs_a,sc036,-0.00212944949787055
NAIVE,S3,abs_a,sc055,0.07088607594936709
NAIVE,S3,abs_a,sc057,0.06624472573839663
NAIVE,S3,abs_a,sc058,0.06946702800361336
NAIVE,S3,abs_a,sc059,0.07004219409282701
NAIVE,S3,abs_a,sc060,0.06511954992967652
NAIVE,S3,abs_a,sc061,0.07178675754625122
NAIVE,S3,abs_a,sc068,0.0813943950786056
NAIVE,S3,abs_a,sc069,0.06859785783836417
NAIVE,S3,abs_a,sc070,0.07088607594936709
NAIVE,S3,abs_a,sc071,0.0873652133145804
NAIVE,S3,abs_a,sc075,0.06582278481012659
NAIVE,S3,abs_a,sc076,0.08398968588842007
NAIVE,S3,abs_a,sc077,0.06908110642287858
NAIVE,S3,abs_a,sc078,0.08391936240037506
NAIVE,S3,abs_a,sc083,0.04421003281762776
NAIVE,S3,abs_a,sc084,0.04439756211908111
NAIVE,S3,abs_a,sc085,0.0515939990623535
NAIVE,S3,abs_a,sc086,0.05632911392405064
NAIVE,S3,abs_a,sc096,0.057407407407407414
NAIVE,S3,abs_a,sc097,0.05996249413970933
NAIVE,S3,b,sc000,-0.1493436474449133
NAIVE,S3,b,sc001,-0.13968588842006563
NAIVE,S3,b,sc007,-0.163244256915143
NAIVE,S3,b,sc008,-0.16733203505355404
NAIVE,S3,b,sc009,-0.28678212187394264
NAIVE,S3,b,sc010,-0.153047351148617
NAIVE,S3,b,sc012,-0.15344585091420535
NAIVE,S3,b,sc015,-0.15714955461790905
NAIVE,S3,b,sc017,-0.1529535864978903
NAIVE,S3,b,sc018,-0.1307079231129864
NAIVE,S3,b,sc019,-0.15379746835443037
NAIVE,S3,b,sc020,-0.14620253164556962
NAIVE,S3,b,sc021,-0.15107829348335677
NAIVE,S3,b,sc027,-0.09248933143669985
NAIVE,S3,b,sc028,-0.135856864654333
NAIVE,S3,b,sc029,-0.15831004438599375
NAIVE,S3,b,sc030,-0.14123661148977606
NAIVE,S3,b,sc031,-0.12650925024342746
NAIVE,S3,b,sc033,-0.16357243319268636
NAIVE,S3,b,sc036,-0.07334770492665228
NAIVE,S3,b,sc055,-0.15996249413970937
NAIVE,S3,b,sc057,-0.1559774964838256
NAIVE,S3,b,sc058,-0.15397470641373082
NAIVE,S3,b,sc059,-0.1523441162681669
NAIVE,S3,b,sc060,-0.16835443037974687
NAIVE,S3,b,sc061,-0.1524829600778968
NAIVE,S3,b,sc068,-0.1701161995898838
NAIVE,S3,b,sc069,-0.14622687439143137
NAIVE,S3,b,sc070,-0.1549226441631505
NAIVE,S3,b,sc071,-0.15241443975621194
NAIVE,S3,b,sc075,-0.15082044069385844
NAIVE,S3,b,sc076,-0.17090951711204877
NAIVE,S3,b,sc077,-0.1890998593530239
NAIVE,S3,b,sc078,-0.15684481950304738
NAIVE,S3,b,sc083,-0.13928738865447726
NAIVE,S3,b,sc084,-0.19409282700421945
NAIVE,S3,b,sc085,-0.17625410220346932
NAIVE,S3,b,sc086,-0.13924050632911392
NAIVE,S3,b,sc096,-0.13968588842006563
NAIVE,S3,b,sc097,-0.14376465072667605
ELEM,S8,a,sc000,0.243584900909068
ELEM,S8,a,sc001,0.243584900909068
ELEM,S8,a,sc007,0.22517186673717607
ELEM,S8,a,sc008,0.25156002115282916
ELEM,S8,a,sc009,-0.0012080942313500453
ELEM,S8,a,sc010,0.25832892649391853
ELEM,S8,a,sc012,0.24294024325753563
ELEM,S8,a,sc015,0.20851401374933895
ELEM,S8,a,sc017,0.243584900909068
ELEM,S8,a,sc018,0.243584900909068
ELEM,S8,a,sc019,0.2478582760444209
ELEM,S8,a,sc020,0.243584900909068
ELEM,S8,a,sc021,0.2802749867794817
ELEM,S8,a,sc027,0.28742310321257697
ELEM,S8,a,sc028,0.25946096137816066
ELEM,S8,a,sc029,0.2603156049094097
ELEM,S8,a,sc030,0.22490745637228973
ELEM,S8,a,sc031,0.25946096137816066
ELEM,S8,a,sc033,0.2159703860391327
ELEM,S8,a,sc036,0.25679355376493473
ELEM,S8,a,sc055,0.27361184558434687
ELEM,S8,a,sc057,0.23495505023796928
ELEM,S8,a,sc058,0.243584900909068
ELEM,S8,a,sc059,0.23934426229508196
ELEM,S8,a,sc060,0.26985721840296134
ELEM,S8,a,sc061,0.17938316198944154
ELEM,S8,a,sc068,0.2812451936386847
ELEM,S8,a,sc069,0.25412614615170886
ELEM,S8,a,sc070,0.243584900909068
ELEM,S8,a,sc071,0.24019037546271813
ELEM,S8,a,sc075,0.24743521946060285
ELEM,S8,a,sc076,0.24616604970914857
ELEM,S8,a,sc077,0.2552617662612374
ELEM,S8,a,sc078,0.26425171866737174
ELEM,S8,a,sc083,0.24748810153358006
ELEM,S8,a,sc084,0.243584900909068
ELEM,S8,a,sc085,0.243584900909068
ELEM,S8,a,sc086,0.25441565309360126
ELEM,S8,a,sc096,0.243584900909068
ELEM,S8,a,sc097,0.243584900909068
ELEM,S8,abs_a,sc000,-0.38928760293117776
ELEM,S8,abs_a,sc001,-0.38928760293117776
ELEM,S8,abs_a,sc007,-0.3808038075092543
ELEM,S8,abs_a,sc008,-0.3986779481755684
ELEM,S8,abs_a,sc009,-0.28254303835699185
ELEM,S8,abs_a,sc010,-0.39740877842411415
ELEM,S8,abs_a,sc012,-0.4078265468006345
ELEM,S8,abs_a,sc015,-0.36287678476996293
ELEM,S8,abs_a,sc017,-0.38928760293117776
ELEM,S8,abs_a,sc018,-0.38928760293117776
ELEM,S8,abs_a,sc019,-0.39180327868852455
ELEM,S8,abs_a,sc020,-0.38928760293117776
ELEM,S8,abs_a,sc021,-0.4296668429402432
ELEM,S8,abs_a,sc027,-0.39371155160628846
ELEM,S8,abs_a,sc028,-0.38460683523200895
ELEM,S8,abs_a,sc029,-0.39772063120981893
ELEM,S8,abs_a,sc030,-0.4004759386567953
ELEM,S8,abs_a,sc031,-0.4000000000000001
ELEM,S8,abs_a,sc033,-0.3718667371760973
ELEM,S8,abs_a,sc036,-0.40266740761322595
ELEM,S8,abs_a,sc055,-0.39079851930195664
ELEM,S8,abs_a,sc057,-0.3853516657852988
ELEM,S8,abs_a,sc058,-0.38928760293117776
ELEM,S8,abs_a,sc059,-0.39407720782654676
ELEM,S8,abs_a,sc060,-0.37683765203595976
ELEM,S8,abs_a,sc061,-0.3448180050013893
ELEM,S8,abs_a,sc068,-0.39426005106278267
ELEM,S8,abs_a,sc069,-0.3876076687968881
ELEM,S8,abs_a,sc070,-0.38928760293117776
ELEM,S8,abs_a,sc071,-0.3656266525647805
ELEM,S8,abs_a,sc075,-0.39148598625066094
ELEM,S8,abs_a,sc076,-0.3690111052353252
ELEM,S8,abs_a,sc077,-0.3936012691697514
ELEM,S8,abs_a,sc078,-0.4567953463775779
ELEM,S8,abs_a,sc083,-0.3842940243257535
ELEM,S8,abs_a,sc084,-0.38928760293117776
ELEM,S8,abs_a,sc085,-0.38928760293117776
ELEM,S8,abs_a,sc086,-0.4042834479111581
ELEM,S8,abs_a,sc096,-0.38928760293117776
ELEM,S8,abs_a,sc097,-0.38928760293117776
ELEM,S8,b,sc000,0.2183022336380348
ELEM,S8,b,sc001,0.2183022336380348
ELEM,S8,b,sc007,0.20650449497620305
ELEM,S8,b,sc008,0.2151771549444738
ELEM,S8,b,sc009,0.18136514648142557
ELEM,S8,b,sc010,0.22078265468006342
ELEM,S8,b,sc012,0.19434161819143306
ELEM,S8,b,sc015,0.18503437334743517
ELEM,S8,b,sc017,0.2183022336380348
ELEM,S8,b,sc018,0.2183022336380348
ELEM,S8,b,sc019,0.2195134849286092
ELEM,S8,b,sc020,0.2183022336380348
ELEM,S8,b,sc021,0.22247488101533575
ELEM,S8,b,sc027,0.2911141490088859
ELEM,S8,b,sc028,0.21455959988885803
ELEM,S8,b,sc029,0.22647574517825836
ELEM,S8,b,sc030,0.23997884717080903
ELEM,S8,b,sc031,0.230175048624618
ELEM,S8,b,sc033,0.2050237969328397
ELEM,S8,b,sc036,0.22973048068908034
ELEM,S8,b,sc055,0.19762030671602324
ELEM,S8,b,sc057,0.21322051824431515
ELEM,S8,b,sc058,0.2183022336380348
ELEM,S8,b,sc059,0.22078265468006342
ELEM,S8,b,sc060,0.24632469592808034
ELEM,S8,b,sc061,0.20716865796054465
ELEM,S8,b,sc068,0.21609400473714974
ELEM,S8,b,sc069,0.21644901361489305
ELEM,S8,b,sc070,0.2183022336380348
ELEM,S8,b,sc071,0.22067689053410888
ELEM,S8,b,sc075,0.22273929138022208
ELEM,S8,b,sc076,0.18852459016393439
ELEM,S8,b,sc077,0.1820729772607086
ELEM,S8,b,sc078,0.2522474881015336
ELEM,S8,b,sc083,0.21184558434690637
ELEM,S8,b,sc084,0.2183022336380348
ELEM,S8,b,sc085,0.2183022336380348
ELEM,S8,b,sc086,0.23130618720253832
ELEM,S8,b,sc096,0.2183022336380348
ELEM,S8,b,sc097,0.2183022336380348
ELEM,S14,a,sc000,0.2878542510121458
ELEM,S14,a,sc001,0.2878542510121458
ELEM,S14,a,sc007,0.2655651603020024
ELEM,S14,a,sc008,0.2878542510121458
ELEM,S14,a,sc009,-0.1376923076923077
ELEM,S14,a,sc010,0.2878542510121458
ELEM,S14,a,sc012,0.2878542510121458
ELEM,S14,a,sc015,0.2878542510121458
ELEM,S14,a,sc017,0.2878542510121458
ELEM,S14,a,sc018,0.2878542510121458
ELEM,S14,a,sc019,0.294890031732137
ELEM,S14,a,sc020,0.2878542510121458
ELEM,S14,a,sc021,0.3780501148922202
ELEM,S14,a,sc027,0.3050420168067227
ELEM,S14,a,sc028,0.30320604004814533
ELEM,S14,a,sc029,0.3045045045045045
ELEM,S14,a,sc030,0.2878542510121458
ELEM,S14,a,sc031,0.2878542510121458
ELEM,S14,a,sc033,0.252653463179779
ELEM,S14,a,sc036,0.2878542510121458
ELEM,S14,a,sc055,0.2878542510121458
ELEM,S14,a,sc057,0.2841667578509684
ELEM,S14,a,sc058,0.2878542510121458
ELEM,S14,a,sc059,0.2719115877010614
ELEM,S14,a,sc060,0.3401903928219718
ELEM,S14,a,sc061,0.2878542510121458
ELEM,S14,a,sc068,0.3181467181467182
ELEM,S14,a,sc069,0.28496917970602176
ELEM,S14,a,sc070,0.2878542510121458
ELEM,S14,a,sc071,0.2800087536929642
ELEM,S14,a,sc075,0.28920013130539446
ELEM,S14,a,sc076,0.2861363387679177
ELEM,S14,a,sc077,0.2878542510121458
ELEM,S14,a,sc078,0.2878542510121458
ELEM,S14,a,sc083,0.288543604333078
ELEM,S14,a,sc084,0.2878542510121458
ELEM,S14,a,sc085,0.2878542510121458
ELEM,S14,a,sc086,0.3086770981507823
ELEM,S14,a,sc096,0.2878542510121458
ELEM,S14,a,sc097,0.2878542510121458
ELEM,S14,abs_a,sc000,-0.4793522267206478
ELEM,S14,abs_a,sc001,-0.4793522267206478
ELEM,S14,abs_a,sc007,-0.47827989933253096
ELEM,S14,abs_a,sc008,-0.4793522267206478
ELEM,S14,abs_a,sc009,-0.44076923076923075
ELEM,S14,abs_a,sc010,-0.4793522267206478
ELEM,S14,abs_a,sc012,-0.4793522267206478
ELEM,S14,abs_a,sc015,-0.4793522267206478
ELEM,S14,abs_a,sc017,-0.4793522267206478
ELEM,S14,abs_a,sc018,-0.4793522267206478
ELEM,S14,abs_a,sc019,-0.48659590764853916
ELEM,S14,abs_a,sc020,-0.4793522267206478
ELEM,S14,abs_a,sc021,-0.5798227377174745
ELEM,S14,abs_a,sc027,-0.461624649859944
ELEM,S14,abs_a,sc028,-0.4747784221468432
ELEM,S14,abs_a,sc029,-0.47490347490347495
ELEM,S14,abs_a,sc030,-0.4793522267206478
ELEM,S14,abs_a,sc031,-0.4793522267206478
ELEM,S14,abs_a,sc033,-0.46449283291388554
ELEM,S14,abs_a,sc036,-0.4793522267206478
ELEM,S14,abs_a,sc055,-0.4793522267206478
ELEM,S14,abs_a,sc057,-0.48156253419411316
ELEM,S14,abs_a,sc058,-0.4793522267206478
ELEM,S14,abs_a,sc059,-0.4859393806762227
ELEM,S14,abs_a,sc060,-0.4706204179888391
ELEM,S14,abs_a,sc061,-0.4793522267206478
ELEM,S14,abs_a,sc068,-0.4728442728442729
ELEM,S14,abs_a,sc069,-0.46088193456614507
ELEM,S14,abs_a,sc070,-0.4793522267206478
ELEM,S14,abs_a,sc071,-0.44304628515154826
