extractant,n_metals,slope_full,slope_odd,slope_even,jk_se
CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,14,1.1321800953073287,1.4785268017598556,0.65820491416625,0.3881768697827591
CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,14,1.1243914017370245,1.3406259208212825,0.869807763211441,0.279529603296339
CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,14,1.6226434199121313,1.5271277379941324,1.7441512812086057,0.3930086203513446
CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C,14,2.0188001070912183,2.2946363534416867,1.5236880158438908,0.41701004133863084
CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC,15,5.141633199022537,5.45462350402919,4.935900169932613,0.5338008002527934
CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC,7,1.2422701150833793,1.170445613044368,1.2535026943891,0.46877185222437145
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,7,1.4667881298118592,1.8657008767981227,1.4732929274043922,0.9759031479379487
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,28,3.160870534660665,3.1049637890632775,3.2167772802580603,0.5708772293597748
CCCCCCCCN(CCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCC)CCCCCCCC,14,1.433261291477032,1.5231149120104246,1.2757903424161319,0.2682516453025447
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,14,4.66615896342384,4.67077666024554,4.558954758769039,0.23266344681662832
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCC)CCCCCCCC,12,5.543911659727517,5.197077297360805,6.294155408721087,1.076831012443159
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,14,4.842721564795347,4.690964878607382,4.934272418238206,0.3877716813881985
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC,14,4.552372396011796,4.9460336134332925,4.0925167464109125,0.5249756911291242
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,23,1.6289410660644967,1.8055887758098488,1.4878586954637918,0.26454338156377655
CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,12,0.9764092556633348,0.7329156237086529,0.9954764862705686,0.22191726975671172
CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],24,2.878430390482195,3.6026016126559197,2.22788850625513,0.5698257601644126
CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC,9,1.5752020136856637,1.2569417237162979,1.6585723914286477,0.7149140517734551
CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C,14,2.085896575804121,2.8042868101669574,1.1941632226505632,0.4864627211476979
CCCCCCN(CCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCCC(C)C,14,1.619284685953333,1.5499551631843804,1.7234117752547866,0.10822365458852301
CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC,9,1.7304195182521778,1.6457529728929432,1.7646459205214224,0.5867244164843766
CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,7,4.22578640330316,5.753904069623998,3.9248683428514233,1.3508729923062617
CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1,14,1.8050782781256558,1.5319578751652592,2.017189638097679,0.22119315449296642
CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,28,1.7922082524618235,0.27558905074395257,3.308827454179699,1.4137978301798164
CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,14,1.9896018455561806,1.979272816000562,2.267344865417924,0.3429385299398321
CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC,9,1.2735919954628427,0.8564755437635269,1.4215886924986676,0.4773454640185911
CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,14,2.97190102631407,1.8067269016855607,4.217248656894089,0.918005539741202
CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCC)CCCC)nc3c2n1,14,1.6388384531753952,1.761095618980463,1.4792238049784003,0.16049100727865315
CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,13,4.606507728467819,4.96882456120974,4.35367182760785,0.32836260906559095
CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,13,1.6375205326150806,1.425401314550693,1.771653354544669,0.2168190674240925
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)cc(C)c3)n2)n1)c1cc(C)cc(C)c1,14,1.5508571518614231,1.6981727429565532,1.36622524717611,0.26601111843202724
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C,14,1.3391472362264834,1.4581103837974574,1.1676222861081256,0.24752348728882606
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C,14,1.787541321787313,2.04399351359686,1.5250044124475506,0.19421517924451825
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1,14,1.4984455390234515,1.5992444577540903,1.3642566236615417,0.1813811113469297
CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1,12,4.231341598641886,3.805931906625405,4.555660596400851,0.3855541878259831
CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,7,2.4756718041461396,2.0011859093801756,2.695696491202334,0.5501363552723543
CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,7,2.2829514072475643,2.272777004446645,2.2976381989889356,0.5228394784703162
CCN(CC)C(=O)COCC(=O)N(CC)CC,14,4.5486363485478725,4.607611542916735,4.418312154480165,0.2656508660435747
CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,14,1.0267618696343968,1.1357726678321507,0.9042724593128857,0.3559220393313044
CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,14,1.4795434941916563,1.7099419663676518,1.2249645812730383,0.2746667728155023
CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,14,4.626101106321923,4.535088070373264,4.663055137832483,0.250586629641368
CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,8,3.4317717404520187,1.9479807782579455,4.43184353742803,1.5126534908257059
COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,13,1.874211104681746,1.225386589609258,2.2760198713509094,0.6040724593314932
O=C(COCC(=O)N1CCCCC1)N1CCCCC1,14,1.0157979406653346,1.220714472846723,0.7901634349455867,0.3566971242226058
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,7,2.0551510141577123,1.711580299528317,2.2080506407901956,0.33594421585794343
O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,14,1.0760267145260138,0.7235204947362582,1.352800578720067,0.5176503067618424
