design,arm,macro_mae_extractant,macro_mae_extractant_seed_sd,macro_mae_chemotype,macro_mae_adjacent,macro_mae_far,macro_sign_acc_strong,macro_pair_spearman,pooled_mae,pooled_mae_adjacent,pooled_mae_far,pooled_sign_acc_strong,n_units_mae_all,n_units_adjacent,n_units_far,n_units_sign,n_seeds,family
BP,STRAW209_chemotype_2,0.6131672116773718,0.01714264160775527,0.6309126944158681,0.20848358315584284,0.8403408821898294,0.553698190853539,0.22058444824785917,0.6548270346854271,0.18748015843045157,1.016465127393393,0.571647509578544,90,83,88,86,5,STRAW209_chemotype
BP,MEAN_CURVE,0.6217330292820759,0.011436410641341679,0.6416951823369196,0.20771349630614133,0.855764037026175,0.5117685801091951,0.17095014672657893,0.6657650872886433,0.18796843242466912,1.0347955766847072,0.5011247064639723,90,83,88,86,5,MEAN_CURVE
BP,STRAW209_chemotype_1,0.6272223170068483,0.008739590478117565,0.64529850491683,0.20860264569466844,0.8626468567031459,0.4987835793573131,0.12605352520190385,0.6654348990487932,0.18840201690462716,1.0347651758863707,0.49588431590656284,90,83,88,86,5,STRAW209_chemotype
BP,STRAW209_chemotype_0,0.6288317465819686,0.015514983394649894,0.6524630038295159,0.20952254833657413,0.8651284394540903,0.5022517214368867,0.15393255951925533,0.6888812204731852,0.19215023924405042,1.0695192618253273,0.45433197379804724,90,83,88,86,5,STRAW209_chemotype
BP,STRAW209_chemotype_3,0.6312157967552927,0.010318641215822969,0.6538530480293165,0.2093508472019324,0.8656810210933086,0.49899574717030265,0.13888809648020284,0.6751890757910487,0.19023787391279853,1.05051121271207,0.471462118403164,90,83,88,86,5,STRAW209_chemotype
BP,STRAW1BIT_chemotype_0,0.6605796126379527,0.05537310815708726,0.7252404775426285,0.21604772553805515,0.9315822940693644,0.524420374164813,0.10983362660261317,0.6914254181376014,0.19218202283032407,1.0771452236135857,0.506983067605982,90,83,88,86,5,STRAW1BIT_chemotype
BP,STRAW1BIT_chemotype_3,0.6742126424243536,0.05538761379074326,0.7090472396345626,0.21814215956451974,0.9395564113241661,0.49691065582054617,0.06891488877418205,0.6973683752534312,0.19352205876743644,1.088392452244934,0.5243851192683229,90,83,88,86,5,STRAW1BIT_chemotype
BP,STRAW1BIT_publication_id_3,0.687491460848912,0.036497489412328755,0.7029901489044567,0.22127365011394923,0.9757228875692248,0.44518206934055016,0.020693519560695227,0.6971814340120405,0.19348554426093015,1.086167850896267,0.5125942405141515,90,83,88,86,5,STRAW1BIT_publication_id
BP,STRAW1BIT_publication_id_0,0.694348923665326,0.034594700847252684,0.7097388058785633,0.22210242758837576,0.9741371113250012,0.4715655334003821,0.028450999754398666,0.717780387424952,0.19745618776079937,1.121224522364845,0.4771474477814856,90,83,88,86,5,STRAW1BIT_publication_id
BP,STRAW1BIT_publication_id_2,0.6994828063444993,0.05160403239546538,0.7420104228375038,0.22210025876153558,0.9778290779082409,0.4732718607766798,0.038245286543278134,0.7324208416443603,0.1991053395272069,1.1457657357110653,0.4269929551353356,90,83,88,86,5,STRAW1BIT_publication_id
BP,STRAW1BIT_chemotype_2,0.7107637574225809,0.062286731832294204,0.755326703476758,0.22283701760639185,0.9979213962742204,0.4231300416989474,0.002987136256513623,0.725050738454472,0.19943567253015618,1.1302797412923455,0.4300580892349524,90,83,88,86,5,STRAW1BIT_chemotype
BP,STRAW1BIT_publication_id_1,0.7464437731739075,0.027194647176306385,0.7391712075110269,0.2320267887870716,1.065510192445523,0.3688998878950899,-0.1227516524430368,0.778571893507038,0.2090774288373901,1.2180988042536651,0.3442096156222964,90,83,88,86,5,STRAW1BIT_publication_id
BP,STRAW1BIT_chemotype_1,0.7492917684675067,0.029481873476412596,0.7653527351674609,0.23343254905086272,1.063775840299034,0.3542157943774288,-0.1570681257580722,0.8152368743161783,0.216146544096516,1.2788148913621167,0.260734149054505,90,83,88,86,5,STRAW1BIT_chemotype
