feature_set,split_seed,fold,n_blocks,n_candidates,n_ligands,skipped_ligands,identity_exact_share,identity_max_gap,identity_mean_gap,identity_spearman_median,blend_alpha,blend_anchor,blend_selection
geometry,155921,0,712,5480,89,7,0.6067415730337079,0.7847369936491801,0.022436054653689173,0.942857142857143,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6068428371735135, ""dist_medoid_l1@0.25"": 0.5982931183916589, ""dist_medoid_l1@0.5"": 0.593787182064267, ""dist_medoid_l1@0.75"": 0.6044624402652973, ""dist_medoid_l1@1.0"": 0.604288905756475, ""dist_centre_l2@0.0"": 0.6068428371735135, ""dist_centre_l2@0.25"": 0.5831702020557539, ""dist_centre_l2@0.5"": 0.5879116628003962, ""dist_centre_l2@0.75"": 0.5805388873620626, ""dist_centre_l2@1.0"": 0.5801737741590958}"
geometry,155921,1,984,10192,123,7,0.6158536585365854,0.7847369936491801,0.019454613037706896,0.9549937104572924,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6530523302371952, ""dist_medoid_l1@0.25"": 0.6337645312214621, ""dist_medoid_l1@0.5"": 0.6344734056188338, ""dist_medoid_l1@0.75"": 0.636251577814582, ""dist_medoid_l1@1.0"": 0.6212186542763936, ""dist_centre_l2@0.0"": 0.6530523302371952, ""dist_centre_l2@0.25"": 0.6345431021878728, ""dist_centre_l2@0.5"": 0.6307814959127765, ""dist_centre_l2@0.75"": 0.6305048584959082, ""dist_centre_l2@1.0"": 0.612677301984172}"
geometry,155921,2,992,10896,124,8,0.592741935483871,0.7847369936491801,0.021056791877339883,0.9520565433899697,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7444706805542063, ""dist_medoid_l1@0.25"": 0.6916084487275445, ""dist_medoid_l1@0.5"": 0.680329168612099, ""dist_medoid_l1@0.75"": 0.6820318007785763, ""dist_medoid_l1@1.0"": 0.674021296869758, ""dist_centre_l2@0.0"": 0.7444706805542063, ""dist_centre_l2@0.25"": 0.6934311238075249, ""dist_centre_l2@0.5"": 0.6758764655330671, ""dist_centre_l2@0.75"": 0.6745741669307184, ""dist_centre_l2@1.0"": 0.6599994606209236}"
geometry,155921,3,1008,10496,126,7,0.5773809523809523,0.7847369936491801,0.0209115817914237,0.942857142857143,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6936877270991896, ""dist_medoid_l1@0.25"": 0.662421092043613, ""dist_medoid_l1@0.5"": 0.6470872804974356, ""dist_medoid_l1@0.75"": 0.6409370626811202, ""dist_medoid_l1@1.0"": 0.6332628084724429, ""dist_centre_l2@0.0"": 0.6936877270991896, ""dist_centre_l2@0.25"": 0.6518661629172958, ""dist_centre_l2@0.5"": 0.6371101181048552, ""dist_centre_l2@0.75"": 0.6304931572013454, ""dist_centre_l2@1.0"": 0.6182338120088265}"
geometry,155921,4,880,10360,110,7,0.5818181818181818,0.6910479720599525,0.01981422530342022,0.9486832980505139,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6723202357654804, ""dist_medoid_l1@0.25"": 0.6365363684257213, ""dist_medoid_l1@0.5"": 0.6184093228066839, ""dist_medoid_l1@0.75"": 0.6253698881092902, ""dist_medoid_l1@1.0"": 0.614543070575775, ""dist_centre_l2@0.0"": 0.6723202357654804, ""dist_centre_l2@0.25"": 0.6258919185983421, ""dist_centre_l2@0.5"": 0.6273341525992088, ""dist_centre_l2@0.75"": 0.6195203002949253, ""dist_centre_l2@1.0"": 0.6103391366401597}"
geometry,196613,0,664,5264,83,5,0.588855421686747,0.8037118412603295,0.022695159381292455,0.9367168130262633,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6855836804611275, ""dist_medoid_l1@0.25"": 0.6831858340655228, ""dist_medoid_l1@0.5"": 0.6833366765689564, ""dist_medoid_l1@0.75"": 0.6957207947796115, ""dist_medoid_l1@1.0"": 0.6984211158877415, ""dist_centre_l2@0.0"": 0.6855836804611275, ""dist_centre_l2@0.25"": 0.685315415659854, ""dist_centre_l2@0.5"": 0.6783166297912785, ""dist_centre_l2@0.75"": 0.6743073739676775, ""dist_centre_l2@1.0"": 0.6675291185734608}"
geometry,196613,1,984,10560,123,8,0.5640243902439024,0.8037118412603295,0.021766117664307753,0.9369749612033815,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6997927465142817, ""dist_medoid_l1@0.25"": 0.6894269102542965, ""dist_medoid_l1@0.5"": 0.6732121899681471, ""dist_medoid_l1@0.75"": 0.6787899873997262, ""dist_medoid_l1@1.0"": 0.6703094468194105, ""dist_centre_l2@0.0"": 0.6997927465142817, ""dist_centre_l2@0.25"": 0.6845740219330259, ""dist_centre_l2@0.5"": 0.6705417123618174, ""dist_centre_l2@0.75"": 0.6681776359987668, ""dist_centre_l2@1.0"": 0.6554522825556374}"
geometry,196613,2,1024,10664,128,7,0.583984375,0.7375201974975009,0.01903703457685039,0.942857142857143,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6422520997975714, ""dist_medoid_l1@0.25"": 0.6435711922596516, ""dist_medoid_l1@0.5"": 0.6516910011012498, ""dist_medoid_l1@0.75"": 0.6457941012268559, ""dist_medoid_l1@1.0"": 0.6366671672297043, ""dist_centre_l2@0.0"": 0.6422520997975714, ""dist_centre_l2@0.25"": 0.6448242086672796, ""dist_centre_l2@0.5"": 0.6463106605814019, ""dist_centre_l2@0.75"": 0.6289724886585678, ""dist_centre_l2@1.0"": 0.6217398341522156}"
geometry,196613,3,992,11216,124,8,0.5514112903225806,0.8037118412603295,0.01987825167904471,0.9410225392886683,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.643878194093383, ""dist_medoid_l1@0.25"": 0.6401108613950031, ""dist_medoid_l1@0.5"": 0.6461836115714737, ""dist_medoid_l1@0.75"": 0.6494781471330947, ""dist_medoid_l1@1.0"": 0.6395876202050016, ""dist_centre_l2@0.0"": 0.643878194093383, ""dist_centre_l2@0.25"": 0.6418838376173076, ""dist_centre_l2@0.5"": 0.6475640930106373, ""dist_centre_l2@0.75"": 0.6361961130759095, ""dist_centre_l2@1.0"": 0.6202412001197771}"
geometry,196613,4,912,9720,114,8,0.5625,0.8037118412603295,0.02259447943834141,0.9285714285714288,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6305958716281052, ""dist_medoid_l1@0.25"": 0.6206642253738441, ""dist_medoid_l1@0.5"": 0.6177645144707206, ""dist_medoid_l1@0.75"": 0.6192492301343077, ""dist_medoid_l1@1.0"": 0.6106795405267003, ""dist_centre_l2@0.0"": 0.6305958716281052, ""dist_centre_l2@0.25"": 0.62249724829331, ""dist_centre_l2@0.5"": 0.6237193651019735, ""dist_centre_l2@0.75"": 0.6224387397295327, ""dist_centre_l2@1.0"": 0.6105227337033174}"
geometry,262147,0,992,10560,124,9,0.592741935483871,0.8552051164644332,0.02065120404874549,0.9503105590062113,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7183795432570478, ""dist_medoid_l1@0.25"": 0.7050264312281153, ""dist_medoid_l1@0.5"": 0.6931582402620018, ""dist_medoid_l1@0.75"": 0.6826546127178289, ""dist_medoid_l1@1.0"": 0.6765728640170663, ""dist_centre_l2@0.0"": 0.7183795432570478, ""dist_centre_l2@0.25"": 0.7052848505593915, ""dist_centre_l2@0.5"": 0.6921246836761459, ""dist_centre_l2@0.75"": 0.6679561455780892, ""dist_centre_l2@1.0"": 0.6623364238044626}"
geometry,262147,1,648,4792,81,7,0.6095679012345679,0.8552051164644332,0.016960685316587204,0.942857142857143,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.47010497769284193, ""dist_medoid_l1@0.25"": 0.4556290987241671, ""dist_medoid_l1@0.5"": 0.44042047324455863, ""dist_medoid_l1@0.75"": 0.4439573417482687, ""dist_medoid_l1@1.0"": 0.4379343473954465, ""dist_centre_l2@0.0"": 0.47010497769284193, ""dist_centre_l2@0.25"": 0.45093089211446014, ""dist_centre_l2@0.5"": 0.43841640037036683, ""dist_centre_l2@0.75"": 0.43687613268332076, ""dist_centre_l2@1.0"": 0.43066598084560426}"
geometry,262147,2,968,10792,121,7,0.5909090909090909,0.6874078351143574,0.020389617567089686,0.9503105590062113,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7546598137569895, ""dist_medoid_l1@0.25"": 0.7134297560937699, ""dist_medoid_l1@0.5"": 0.702735489795368, ""dist_medoid_l1@0.75"": 0.6989354191259146, ""dist_medoid_l1@1.0"": 0.6953620327931013, ""dist_centre_l2@0.0"": 0.7546598137569895, ""dist_centre_l2@0.25"": 0.7157043878532646, ""dist_centre_l2@0.5"": 0.7116754129488891, ""dist_centre_l2@0.75"": 0.700352978464723, ""dist_centre_l2@1.0"": 0.6823191380374132}"
geometry,262147,3,1024,11096,128,5,0.5888671875,0.8552051164644332,0.019917086836194323,0.9486832980505139,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6902460407642422, ""dist_medoid_l1@0.25"": 0.6561532744937305, ""dist_medoid_l1@0.5"": 0.6490197872357075, ""dist_medoid_l1@0.75"": 0.6482541389434033, ""dist_medoid_l1@1.0"": 0.6438979272942096, ""dist_centre_l2@0.0"": 0.6902460407642422, ""dist_centre_l2@0.25"": 0.6606072557568882, ""dist_centre_l2@0.5"": 0.6501663157806719, ""dist_centre_l2@0.75"": 0.6401177916193916, ""dist_centre_l2@1.0"": 0.6330149388953812}"
geometry,262147,4,944,10184,118,8,0.586864406779661,0.8552051164644332,0.021985728363601947,0.9455342902711323,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6933578620776695, ""dist_medoid_l1@0.25"": 0.6774656308319397, ""dist_medoid_l1@0.5"": 0.6720742273335724, ""dist_medoid_l1@0.75"": 0.6774976826076281, ""dist_medoid_l1@1.0"": 0.6716141865758894, ""dist_centre_l2@0.0"": 0.6933578620776695, ""dist_centre_l2@0.25"": 0.6788842739718995, ""dist_centre_l2@0.5"": 0.6790387661474646, ""dist_centre_l2@0.75"": 0.6691827192084845, ""dist_centre_l2@1.0"": 0.6562657671904929}"
geometry+prediction,104729,0,992,10368,124,6,0.5715725806451613,0.8776509226582214,0.021905291741791507,0.9369085332332696,0.75,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6749979191983405, ""dist_medoid_l1@0.25"": 0.6712172897122485, ""dist_medoid_l1@0.5"": 0.6582201492842426, ""dist_medoid_l1@0.75"": 0.6642318175947652, ""dist_medoid_l1@1.0"": 0.6603803606032117, ""dist_centre_l2@0.0"": 0.6749979191983405, ""dist_centre_l2@0.25"": 0.6640069948783692, ""dist_centre_l2@0.5"": 0.6551500149323758, ""dist_centre_l2@0.75"": 0.6440956042803166, ""dist_centre_l2@1.0"": 0.6446604644539575}"
geometry+prediction,104729,1,600,5232,75,7,0.61,0.8776509226582214,0.020699055719659156,0.9285714285714288,0.75,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.5527352263604106, ""dist_medoid_l1@0.25"": 0.5373286604229869, ""dist_medoid_l1@0.5"": 0.5341430388944522, ""dist_medoid_l1@0.75"": 0.5355593235079908, ""dist_medoid_l1@1.0"": 0.5447911601086958, ""dist_centre_l2@0.0"": 0.5527352263604106, ""dist_centre_l2@0.25"": 0.5297630499447007, ""dist_centre_l2@0.5"": 0.5266971434322028, ""dist_centre_l2@0.75"": 0.5262718375977656, ""dist_centre_l2@1.0"": 0.5373395935290247}"
geometry+prediction,104729,2,1000,10704,125,9,0.586,0.6503816123103956,0.0205228936249421,0.9419540335376921,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7033780601939487, ""dist_medoid_l1@0.25"": 0.6752857154422666, ""dist_medoid_l1@0.5"": 0.6434038529007503, ""dist_medoid_l1@0.75"": 0.6415965935958062, ""dist_medoid_l1@1.0"": 0.6377051170450229, ""dist_centre_l2@0.0"": 0.7033780601939487, ""dist_centre_l2@0.25"": 0.657487009154585, ""dist_centre_l2@0.5"": 0.6415925053870212, ""dist_centre_l2@0.75"": 0.637701509275165, ""dist_centre_l2@1.0"": 0.6279633985702714}"
geometry+prediction,104729,3,1016,10568,127,7,0.577755905511811,0.8776509226582214,0.02125956825850542,0.9414380376656593,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7365039660416015, ""dist_medoid_l1@0.25"": 0.709841560092095, ""dist_medoid_l1@0.5"": 0.6802457625623868, ""dist_medoid_l1@0.75"": 0.677230703998703, ""dist_medoid_l1@1.0"": 0.671321819006109, ""dist_centre_l2@0.0"": 0.7365039660416015, ""dist_centre_l2@0.25"": 0.6916784516105685, ""dist_centre_l2@0.5"": 0.6743056892002481, ""dist_centre_l2@0.75"": 0.6647855013094854, ""dist_centre_l2@1.0"": 0.6549234777211863}"
geometry+prediction,104729,4,968,10552,121,7,0.5929752066115702,0.8776509226582214,0.02193170657521587,0.9456140350877192,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7027535860123667, ""dist_medoid_l1@0.25"": 0.6896694142960466, ""dist_medoid_l1@0.5"": 0.6729536053098951, ""dist_medoid_l1@0.75"": 0.6753361881312476, ""dist_medoid_l1@1.0"": 0.6732147831137413, ""dist_centre_l2@0.0"": 0.7027535860123667, ""dist_centre_l2@0.25"": 0.6936531819933364, ""dist_centre_l2@0.5"": 0.6660646306929096, ""dist_centre_l2@0.75"": 0.6679835713030985, ""dist_centre_l2@1.0"": 0.6576701998245855}"
geometry+prediction,130363,0,728,5552,91,7,0.6236263736263736,0.789823827524619,0.018505217021607775,0.9330033256567918,0.75,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6167114994536752, ""dist_medoid_l1@0.25"": 0.6088575407056777, ""dist_medoid_l1@0.5"": 0.59406022616753, ""dist_medoid_l1@0.75"": 0.6050566230431342, ""dist_medoid_l1@1.0"": 0.6053504280184655, ""dist_centre_l2@0.0"": 0.6167114994536752, ""dist_centre_l2@0.25"": 0.5868561164417395, ""dist_centre_l2@0.5"": 0.5817968213072816, ""dist_centre_l2@0.75"": 0.5813448051440269, ""dist_centre_l2@1.0"": 0.583857592993078}"
geometry+prediction,130363,1,992,10640,124,7,0.5655241935483871,0.789823827524619,0.02167336552746028,0.942857142857143,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.717656640732625, ""dist_medoid_l1@0.25"": 0.6906167159678605, ""dist_medoid_l1@0.5"": 0.6732350714844461, ""dist_medoid_l1@0.75"": 0.666798546239035, ""dist_medoid_l1@1.0"": 0.657117638234924, ""dist_centre_l2@0.0"": 0.717656640732625, ""dist_centre_l2@0.25"": 0.6815505988853292, ""dist_centre_l2@0.5"": 0.6642603668085213, ""dist_centre_l2@0.75"": 0.6561478628947001, ""dist_centre_l2@1.0"": 0.6361831926909562}"
geometry+prediction,130363,2,936,10088,117,8,0.5758547008547008,0.6636447666496708,0.02136101485452406,0.9326733179802502,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7300313832686505, ""dist_medoid_l1@0.25"": 0.7066566575838283, ""dist_medoid_l1@0.5"": 0.698086243467811, ""dist_medoid_l1@0.75"": 0.6911744742406765, ""dist_medoid_l1@1.0"": 0.695595317576683, ""dist_centre_l2@0.0"": 0.7300313832686505, ""dist_centre_l2@0.25"": 0.7013792118555956, ""dist_centre_l2@0.5"": 0.6943539549495266, ""dist_centre_l2@0.75"": 0.6880382888517211, ""dist_centre_l2@1.0"": 0.679704731825823}"
geometry+prediction,130363,3,952,10232,119,5,0.5882352941176471,0.789823827524619,0.02028403738590916,0.942857142857143,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7021207398198605, ""dist_medoid_l1@0.25"": 0.6888908835773592, ""dist_medoid_l1@0.5"": 0.6802599318691692, ""dist_medoid_l1@0.75"": 0.6840493755314747, ""dist_medoid_l1@1.0"": 0.6739456521721923, ""dist_centre_l2@0.0"": 0.7021207398198605, ""dist_centre_l2@0.25"": 0.691465532317635, ""dist_centre_l2@0.5"": 0.6702731842899443, ""dist_centre_l2@0.75"": 0.6639396636309454, ""dist_centre_l2@1.0"": 0.6511831163627556}"
geometry+prediction,130363,4,968,10912,121,9,0.5640495867768595,0.789823827524619,0.020872680488828826,0.942857142857143,0.75,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.717439930759788, ""dist_medoid_l1@0.25"": 0.6852230665751772, ""dist_medoid_l1@0.5"": 0.6697367957295222, ""dist_medoid_l1@0.75"": 0.677483259357275, ""dist_medoid_l1@1.0"": 0.6753320979733168, ""dist_centre_l2@0.0"": 0.717439930759788, ""dist_centre_l2@0.25"": 0.6824706366228381, ""dist_centre_l2@0.5"": 0.6694044942735582, ""dist_centre_l2@0.75"": 0.6674414757097915, ""dist_centre_l2@1.0"": 0.6711262797092673}"
geometry+prediction,155921,0,712,5480,89,7,0.6067415730337079,0.7847369936491801,0.022436054653689173,0.942857142857143,0.75,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6064618609588796, ""dist_medoid_l1@0.25"": 0.5936041743974808, ""dist_medoid_l1@0.5"": 0.5787761607444699, ""dist_medoid_l1@0.75"": 0.5934321159435514, ""dist_medoid_l1@1.0"": 0.604288905756475, ""dist_centre_l2@0.0"": 0.6064618609588796, ""dist_centre_l2@0.25"": 0.5760467788948032, ""dist_centre_l2@0.5"": 0.5783226978158809, ""dist_centre_l2@0.75"": 0.5719487702243864, ""dist_centre_l2@1.0"": 0.5801737741590958}"
geometry+prediction,155921,1,984,10192,123,7,0.6158536585365854,0.7847369936491801,0.019454613037706896,0.9549937104572924,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6501566384397499, ""dist_medoid_l1@0.25"": 0.6308507496785015, ""dist_medoid_l1@0.5"": 0.6287180666703723, ""dist_medoid_l1@0.75"": 0.6311504662908896, ""dist_medoid_l1@1.0"": 0.6212186542763936, ""dist_centre_l2@0.0"": 0.6501566384397499, ""dist_centre_l2@0.25"": 0.6272407677193923, ""dist_centre_l2@0.5"": 0.6199249045250167, ""dist_centre_l2@0.75"": 0.6241343381378249, ""dist_centre_l2@1.0"": 0.612677301984172}"
geometry+prediction,155921,2,992,10896,124,8,0.592741935483871,0.7847369936491801,0.021056791877339883,0.9520565433899697,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7158055221690768, ""dist_medoid_l1@0.25"": 0.6832557488401532, ""dist_medoid_l1@0.5"": 0.6775164425279578, ""dist_medoid_l1@0.75"": 0.6725604080020088, ""dist_medoid_l1@1.0"": 0.674021296869758, ""dist_centre_l2@0.0"": 0.7158055221690768, ""dist_centre_l2@0.25"": 0.6782533449041747, ""dist_centre_l2@0.5"": 0.6641553838523592, ""dist_centre_l2@0.75"": 0.6644364939874342, ""dist_centre_l2@1.0"": 0.6599994606209236}"
geometry+prediction,155921,3,1008,10496,126,7,0.5773809523809523,0.7847369936491801,0.0209115817914237,0.942857142857143,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6802485987541159, ""dist_medoid_l1@0.25"": 0.6394427082481023, ""dist_medoid_l1@0.5"": 0.6399099949991602, ""dist_medoid_l1@0.75"": 0.6331835640463966, ""dist_medoid_l1@1.0"": 0.6332628084724429, ""dist_centre_l2@0.0"": 0.6802485987541159, ""dist_centre_l2@0.25"": 0.6379386195149581, ""dist_centre_l2@0.5"": 0.6291171365220971, ""dist_centre_l2@0.75"": 0.6244304450715966, ""dist_centre_l2@1.0"": 0.6182338120088265}"
geometry+prediction,155921,4,880,10360,110,7,0.5818181818181818,0.6910479720599525,0.01981422530342022,0.9486832980505139,0.25,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6487887328432338, ""dist_medoid_l1@0.25"": 0.6152002901117294, ""dist_medoid_l1@0.5"": 0.6157217793330781, ""dist_medoid_l1@0.75"": 0.6131603150333745, ""dist_medoid_l1@1.0"": 0.614543070575775, ""dist_centre_l2@0.0"": 0.6487887328432338, ""dist_centre_l2@0.25"": 0.6082767498596812, ""dist_centre_l2@0.5"": 0.6126653604744489, ""dist_centre_l2@0.75"": 0.6115824996942018, ""dist_centre_l2@1.0"": 0.6103391366401597}"
geometry+prediction,196613,0,664,5264,83,5,0.588855421686747,0.8037118412603295,0.022695159381292455,0.9367168130262633,0.75,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6766202470151625, ""dist_medoid_l1@0.25"": 0.6781443382610757, ""dist_medoid_l1@0.5"": 0.6775138701475759, ""dist_medoid_l1@0.75"": 0.6840616790653633, ""dist_medoid_l1@1.0"": 0.6984211158877415, ""dist_centre_l2@0.0"": 0.6766202470151625, ""dist_centre_l2@0.25"": 0.6764445639037839, ""dist_centre_l2@0.5"": 0.6738271154156635, ""dist_centre_l2@0.75"": 0.6664133573085953, ""dist_centre_l2@1.0"": 0.6675291185734608}"
