feature_set,split_seed,fold,n_blocks,n_candidates,n_ligands,skipped_ligands,identity_exact_share,identity_max_gap,identity_mean_gap,identity_spearman_median,blend_alpha,blend_anchor,blend_selection
full_shuffled,130363,2,936,10088,117,8,0.5758547008547008,0.6636447666496708,0.02136101485452406,0.9326733179802502,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7325451164970456, ""dist_medoid_l1@0.25"": 0.7078251335200564, ""dist_medoid_l1@0.5"": 0.695785597166936, ""dist_medoid_l1@0.75"": 0.6903867481505126, ""dist_medoid_l1@1.0"": 0.695595317576683, ""dist_centre_l2@0.0"": 0.7325451164970456, ""dist_centre_l2@0.25"": 0.7066589639300878, ""dist_centre_l2@0.5"": 0.6943835849521249, ""dist_centre_l2@0.75"": 0.6914147327179533, ""dist_centre_l2@1.0"": 0.679704731825823}"
full_shuffled,130363,3,952,10232,119,5,0.5882352941176471,0.789823827524619,0.02028403738590916,0.942857142857143,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6996935298974872, ""dist_medoid_l1@0.25"": 0.6858120368391454, ""dist_medoid_l1@0.5"": 0.6803747130272555, ""dist_medoid_l1@0.75"": 0.674197804864324, ""dist_medoid_l1@1.0"": 0.6739456521721923, ""dist_centre_l2@0.0"": 0.6996935298974872, ""dist_centre_l2@0.25"": 0.6899376362070956, ""dist_centre_l2@0.5"": 0.6762718307975438, ""dist_centre_l2@0.75"": 0.6621101220111535, ""dist_centre_l2@1.0"": 0.6511831163627556}"
full_shuffled,130363,4,968,10912,121,9,0.5640495867768595,0.789823827524619,0.020872680488828826,0.942857142857143,0.5,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7138838111794297, ""dist_medoid_l1@0.25"": 0.6768053007044241, ""dist_medoid_l1@0.5"": 0.6705470152895672, ""dist_medoid_l1@0.75"": 0.6736089088282752, ""dist_medoid_l1@1.0"": 0.6753320979733168, ""dist_centre_l2@0.0"": 0.7138838111794297, ""dist_centre_l2@0.25"": 0.6787503091484406, ""dist_centre_l2@0.5"": 0.6660420117898763, ""dist_centre_l2@0.75"": 0.6731764351662307, ""dist_centre_l2@1.0"": 0.6711262797092673}"
full_shuffled,155921,0,712,5480,89,7,0.6067415730337079,0.7847369936491801,0.022436054653689173,0.942857142857143,0.75,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6054929007331235, ""dist_medoid_l1@0.25"": 0.5993663373482532, ""dist_medoid_l1@0.5"": 0.5756424246352765, ""dist_medoid_l1@0.75"": 0.5916183750447461, ""dist_medoid_l1@1.0"": 0.604288905756475, ""dist_centre_l2@0.0"": 0.6054929007331235, ""dist_centre_l2@0.25"": 0.5734254803024338, ""dist_centre_l2@0.5"": 0.575308416656586, ""dist_centre_l2@0.75"": 0.5719180741210247, ""dist_centre_l2@1.0"": 0.5801737741590958}"
full_shuffled,155921,1,984,10192,123,7,0.6158536585365854,0.7847369936491801,0.019454613037706896,0.9549937104572924,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6532032506395751, ""dist_medoid_l1@0.25"": 0.6340556792174963, ""dist_medoid_l1@0.5"": 0.6302694184738248, ""dist_medoid_l1@0.75"": 0.6315843694179326, ""dist_medoid_l1@1.0"": 0.6212186542763936, ""dist_centre_l2@0.0"": 0.6532032506395751, ""dist_centre_l2@0.25"": 0.6346121219481352, ""dist_centre_l2@0.5"": 0.6207439996760555, ""dist_centre_l2@0.75"": 0.6216433187390054, ""dist_centre_l2@1.0"": 0.612677301984172}"
full_shuffled,155921,2,992,10896,124,8,0.592741935483871,0.7847369936491801,0.021056791877339883,0.9520565433899697,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7144253574948436, ""dist_medoid_l1@0.25"": 0.685120067400676, ""dist_medoid_l1@0.5"": 0.675145806469084, ""dist_medoid_l1@0.75"": 0.6690958861483017, ""dist_medoid_l1@1.0"": 0.674021296869758, ""dist_centre_l2@0.0"": 0.7144253574948436, ""dist_centre_l2@0.25"": 0.6884276847257079, ""dist_centre_l2@0.5"": 0.6710824024066614, ""dist_centre_l2@0.75"": 0.6625914173871778, ""dist_centre_l2@1.0"": 0.6599994606209236}"
full_shuffled,155921,3,1008,10496,126,7,0.5773809523809523,0.7847369936491801,0.0209115817914237,0.942857142857143,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.684119275121761, ""dist_medoid_l1@0.25"": 0.6454260416997707, ""dist_medoid_l1@0.5"": 0.6389352241248877, ""dist_medoid_l1@0.75"": 0.6394046406485778, ""dist_medoid_l1@1.0"": 0.6332628084724429, ""dist_centre_l2@0.0"": 0.684119275121761, ""dist_centre_l2@0.25"": 0.6453939474273668, ""dist_centre_l2@0.5"": 0.6264208913164607, ""dist_centre_l2@0.75"": 0.6313517518936238, ""dist_centre_l2@1.0"": 0.6182338120088265}"
full_shuffled,155921,4,880,10360,110,7,0.5818181818181818,0.6910479720599525,0.01981422530342022,0.9486832980505139,0.5,dist_medoid_l1,"{""dist_medoid_l1@0.0"": 0.6439155390326974, ""dist_medoid_l1@0.25"": 0.619788633755187, ""dist_medoid_l1@0.5"": 0.6050621190190021, ""dist_medoid_l1@0.75"": 0.6162319802299372, ""dist_medoid_l1@1.0"": 0.614543070575775, ""dist_centre_l2@0.0"": 0.6439155390326974, ""dist_centre_l2@0.25"": 0.6129111399614489, ""dist_centre_l2@0.5"": 0.6085892605850306, ""dist_centre_l2@0.75"": 0.6060017357683977, ""dist_centre_l2@1.0"": 0.6103391366401597}"
full_shuffled,196613,0,664,5264,83,5,0.588855421686747,0.8037118412603295,0.022695159381292455,0.9367168130262633,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6736248544905109, ""dist_medoid_l1@0.25"": 0.6767954681424385, ""dist_medoid_l1@0.5"": 0.6887649744770661, ""dist_medoid_l1@0.75"": 0.6892246260212862, ""dist_medoid_l1@1.0"": 0.6984211158877415, ""dist_centre_l2@0.0"": 0.6736248544905109, ""dist_centre_l2@0.25"": 0.6772755610722044, ""dist_centre_l2@0.5"": 0.6828404713233988, ""dist_centre_l2@0.75"": 0.6713924950002522, ""dist_centre_l2@1.0"": 0.6675291185734608}"
full_shuffled,196613,1,984,10560,123,8,0.5640243902439024,0.8037118412603295,0.021766117664307753,0.9369749612033815,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6897011080927076, ""dist_medoid_l1@0.25"": 0.6877545188278401, ""dist_medoid_l1@0.5"": 0.6698258243664392, ""dist_medoid_l1@0.75"": 0.6701815729183903, ""dist_medoid_l1@1.0"": 0.6703094468194105, ""dist_centre_l2@0.0"": 0.6897011080927076, ""dist_centre_l2@0.25"": 0.6909040367701941, ""dist_centre_l2@0.5"": 0.6603712221932819, ""dist_centre_l2@0.75"": 0.6629783052195902, ""dist_centre_l2@1.0"": 0.6554522825556374}"
full_shuffled,196613,2,1024,10664,128,7,0.583984375,0.7375201974975009,0.01903703457685039,0.942857142857143,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6530191928162679, ""dist_medoid_l1@0.25"": 0.6517657212253974, ""dist_medoid_l1@0.5"": 0.6430392167316639, ""dist_medoid_l1@0.75"": 0.6385311647148261, ""dist_medoid_l1@1.0"": 0.6366671672297043, ""dist_centre_l2@0.0"": 0.6530191928162679, ""dist_centre_l2@0.25"": 0.6545985109736826, ""dist_centre_l2@0.5"": 0.6373421759335005, ""dist_centre_l2@0.75"": 0.6266305807961394, ""dist_centre_l2@1.0"": 0.6217398341522156}"
full_shuffled,196613,3,992,11216,124,8,0.5514112903225806,0.8037118412603295,0.01987825167904471,0.9410225392886683,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6450452832374428, ""dist_medoid_l1@0.25"": 0.6451805001127938, ""dist_medoid_l1@0.5"": 0.6386767304317903, ""dist_medoid_l1@0.75"": 0.6400059928572412, ""dist_medoid_l1@1.0"": 0.6395876202050016, ""dist_centre_l2@0.0"": 0.6450452832374428, ""dist_centre_l2@0.25"": 0.6464471329232103, ""dist_centre_l2@0.5"": 0.6325621594454203, ""dist_centre_l2@0.75"": 0.6339464183325765, ""dist_centre_l2@1.0"": 0.6202412001197771}"
full_shuffled,196613,4,912,9720,114,8,0.5625,0.8037118412603295,0.02259447943834141,0.9285714285714288,0.5,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6223837045363475, ""dist_medoid_l1@0.25"": 0.6175297455772927, ""dist_medoid_l1@0.5"": 0.6122091120216709, ""dist_medoid_l1@0.75"": 0.6117285714053291, ""dist_medoid_l1@1.0"": 0.6106795405267003, ""dist_centre_l2@0.0"": 0.6223837045363475, ""dist_centre_l2@0.25"": 0.6135425402137289, ""dist_centre_l2@0.5"": 0.6104581176016173, ""dist_centre_l2@0.75"": 0.6156069444906371, ""dist_centre_l2@1.0"": 0.6105227337033174}"
full_shuffled,262147,0,992,10560,124,9,0.592741935483871,0.8552051164644332,0.02065120404874549,0.9503105590062113,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7256215385436197, ""dist_medoid_l1@0.25"": 0.7027484724178337, ""dist_medoid_l1@0.5"": 0.6827199977061364, ""dist_medoid_l1@0.75"": 0.682888925329547, ""dist_medoid_l1@1.0"": 0.6765728640170663, ""dist_centre_l2@0.0"": 0.7256215385436197, ""dist_centre_l2@0.25"": 0.7088298357964335, ""dist_centre_l2@0.5"": 0.6840633896317153, ""dist_centre_l2@0.75"": 0.6728220411783434, ""dist_centre_l2@1.0"": 0.6623364238044626}"
full_shuffled,262147,1,648,4792,81,7,0.6095679012345679,0.8552051164644332,0.016960685316587204,0.942857142857143,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.46170154815625813, ""dist_medoid_l1@0.25"": 0.4550747862759857, ""dist_medoid_l1@0.5"": 0.44183955601663377, ""dist_medoid_l1@0.75"": 0.4418342428149753, ""dist_medoid_l1@1.0"": 0.4379343473954465, ""dist_centre_l2@0.0"": 0.46170154815625813, ""dist_centre_l2@0.25"": 0.4378146787893935, ""dist_centre_l2@0.5"": 0.4380342188262355, ""dist_centre_l2@0.75"": 0.43648665507699813, ""dist_centre_l2@1.0"": 0.43066598084560426}"
full_shuffled,262147,2,968,10792,121,7,0.5909090909090909,0.6874078351143574,0.020389617567089686,0.9503105590062113,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7567703756543613, ""dist_medoid_l1@0.25"": 0.7209002340930859, ""dist_medoid_l1@0.5"": 0.6989002352736865, ""dist_medoid_l1@0.75"": 0.6979866517903783, ""dist_medoid_l1@1.0"": 0.6953620327931013, ""dist_centre_l2@0.0"": 0.7567703756543613, ""dist_centre_l2@0.25"": 0.721733292646293, ""dist_centre_l2@0.5"": 0.6975663911785701, ""dist_centre_l2@0.75"": 0.6918045787002964, ""dist_centre_l2@1.0"": 0.6823191380374132}"
full_shuffled,262147,3,1024,11096,128,5,0.5888671875,0.8552051164644332,0.019917086836194323,0.9486832980505139,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.689891135169062, ""dist_medoid_l1@0.25"": 0.6527998147599333, ""dist_medoid_l1@0.5"": 0.6472091333368959, ""dist_medoid_l1@0.75"": 0.648693478190359, ""dist_medoid_l1@1.0"": 0.6438979272942096, ""dist_centre_l2@0.0"": 0.689891135169062, ""dist_centre_l2@0.25"": 0.6488489553298401, ""dist_centre_l2@0.5"": 0.6415563059960733, ""dist_centre_l2@0.75"": 0.6373632724550788, ""dist_centre_l2@1.0"": 0.6330149388953812}"
full_shuffled,262147,4,944,10184,118,8,0.586864406779661,0.8552051164644332,0.021985728363601947,0.9455342902711323,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.690727242012479, ""dist_medoid_l1@0.25"": 0.6782255727834173, ""dist_medoid_l1@0.5"": 0.6734742083648029, ""dist_medoid_l1@0.75"": 0.6761672258819589, ""dist_medoid_l1@1.0"": 0.6716141865758894, ""dist_centre_l2@0.0"": 0.690727242012479, ""dist_centre_l2@0.25"": 0.6760204852423941, ""dist_centre_l2@0.5"": 0.671780498024541, ""dist_centre_l2@0.75"": 0.668790554681302, ""dist_centre_l2@1.0"": 0.6562657671904929}"
