arm,mode,anchor,clip_lo,clip_hi,n_eval_pairs,n_groups,frac_groups_calibratable,frac_gains_clipped,median_fitted_gain,macro_mae_g1,macro_mae_calibrated,macro_mae_gain,macro_mae_gain_sd_over_reps
C_DIRECT_ROW,per_extractant,widest_gap,0.5,2.0,70300.0,450,0.9333333333333333,0.6644444444444444,1.0,0.47359115243121164,0.38412612551042546,0.08946502692078617,
C_DIRECT_ROW,per_extractant,widest_gap,0.7,1.5,70300.0,450,0.9333333333333333,0.7755555555555556,1.0,0.47359115243121164,0.4156631002468896,0.05792805218432201,
C_DIRECT_ROW,per_extractant,widest_gap,0.8,1.25,70300.0,450,0.9333333333333333,0.8377777777777777,1.0,0.47359115243121164,0.4376204195103249,0.03597073292088676,
M_LOWRANK_K2,per_cell,random,0.25,4.0,68145.0,2605,0.7902751119641716,0.34420985284708894,1.0,0.47842640365959904,0.4059877062737069,0.07243869738589209,0.005455666509637949
M_LOWRANK_K2,per_cell,random,0.5,2.0,68145.0,2605,0.7896545105566218,0.5547024952015355,1.0,0.47754732589012183,0.4082263259610861,0.06932099992903575,0.004597785792867595
M_LOWRANK_K2,per_cell,random,0.7,1.5,68145.0,2605,0.7902751119641716,0.6651311580294306,1.0,0.47842640365959904,0.42737256114862937,0.05105384251096965,0.0020741065868001536
M_LOWRANK_K2,per_cell,random,0.8,1.25,68145.0,2605,0.7902751119641716,0.7170825335892514,1.0,0.47842640365959904,0.4459892366626148,0.032437166996984144,0.0014063147889730378
M_LOWRANK_K2,per_cell,widest_gap,0.25,4.0,68145.0,2605,0.8967370441458733,0.38733205374280233,1.0993074461579833,0.46886043953150985,0.34874899006723464,0.12011144946427521,
M_LOWRANK_K2,per_cell,widest_gap,0.5,2.0,68145.0,2605,0.8967370441458733,0.6107485604606526,1.0993074461579833,0.46886043953150985,0.36723322482371334,0.10162721470779651,
M_LOWRANK_K2,per_cell,widest_gap,0.7,1.5,68145.0,2605,0.8967370441458733,0.7508637236084453,1.0993074461579833,0.46886043953150985,0.39926343417169574,0.06959700535981411,
M_LOWRANK_K2,per_cell,widest_gap,0.8,1.25,68145.0,2605,0.8967370441458733,0.8211132437619961,1.0993074461579833,0.46886043953150985,0.42545223920229286,0.043408200329216995,
M_LOWRANK_K2,per_extractant,random,0.25,4.0,70300.0,450,0.7711111111111112,0.3637037037037037,1.0,0.47873726597824035,0.42141111247578333,0.05732615350245701,0.01248275634625464
M_LOWRANK_K2,per_extractant,random,0.5,2.0,70300.0,450,0.7738888888888888,0.5334444444444444,1.0,0.4779436772211462,0.41458039074122005,0.06336328647992616,0.005687127158922636
M_LOWRANK_K2,per_extractant,random,0.7,1.5,70300.0,450,0.7711111111111112,0.6422222222222222,1.0,0.47873726597824035,0.4316401734113471,0.04709709256689324,0.0044056318025907796
M_LOWRANK_K2,per_extractant,random,0.8,1.25,70300.0,450,0.7711111111111112,0.6992592592592594,1.0,0.47873726597824035,0.448979433140785,0.02975783283745535,0.0023799130904706926
M_LOWRANK_K2,per_extractant,widest_gap,0.25,4.0,70300.0,450,0.94,0.4577777777777778,1.0,0.4736816046685884,0.36682679017285064,0.10685481449573775,
M_LOWRANK_K2,per_extractant,widest_gap,0.5,2.0,70300.0,450,0.94,0.6777777777777778,1.0,0.4736816046685884,0.37947022667482144,0.09421137799376694,
M_LOWRANK_K2,per_extractant,widest_gap,0.7,1.5,70300.0,450,0.94,0.82,1.0,0.4736816046685884,0.4075582056490962,0.06612339901949221,
M_LOWRANK_K2,per_extractant,widest_gap,0.8,1.25,70300.0,450,0.94,0.8777777777777778,1.0,0.4736816046685884,0.43208391875594987,0.041597685912638516,
M_PHYSICS_radius+radius_sq,per_cell,random,0.25,4.0,68145.0,2605,0.819193857965451,0.34612923864363404,1.0,0.48142189101024285,0.40378490053954685,0.07763699047069604,0.0041819704275955225
M_PHYSICS_radius+radius_sq,per_cell,random,0.5,2.0,68145.0,2605,0.8159309021113244,0.5653742802303263,1.0,0.4805417590826145,0.4165380885665203,0.06400367051609415,0.0038778500008552507
M_PHYSICS_radius+radius_sq,per_cell,random,0.7,1.5,68145.0,2605,0.819193857965451,0.6835572616762636,1.0,0.48142189101024285,0.4348535769777713,0.046568314032471636,0.001156504327547261
M_PHYSICS_radius+radius_sq,per_cell,random,0.8,1.25,68145.0,2605,0.819193857965451,0.7404990403071018,1.0,0.48142189101024285,0.4524116821834408,0.02901020882680207,0.0007891609840327571
M_PHYSICS_radius+radius_sq,per_cell,widest_gap,0.25,4.0,68145.0,2605,0.9213051823416507,0.37658349328214974,1.2043407472944194,0.4715863687687124,0.33942764296832945,0.13215872580038296,
M_PHYSICS_radius+radius_sq,per_cell,widest_gap,0.5,2.0,68145.0,2605,0.9213051823416507,0.619193857965451,1.2043407472944194,0.4715863687687124,0.3749571412858717,0.0966292274828407,
M_PHYSICS_radius+radius_sq,per_cell,widest_gap,0.7,1.5,68145.0,2605,0.9213051823416507,0.7573896353166987,1.2043407472944194,0.4715863687687124,0.406406099459759,0.06518026930895343,
M_PHYSICS_radius+radius_sq,per_cell,widest_gap,0.8,1.25,68145.0,2605,0.9213051823416507,0.8272552783109405,1.2043407472944194,0.4715863687687124,0.43128010383016935,0.04030626493854306,
M_PHYSICS_radius+radius_sq,per_extractant,random,0.25,4.0,70300.0,450,0.7859259259259259,0.37777777777777777,1.0,0.4821944904645629,0.41603747385580775,0.06615701660875511,0.013949577091967133
M_PHYSICS_radius+radius_sq,per_extractant,random,0.5,2.0,70300.0,450,0.778,0.5443333333333333,1.0,0.4812802368684186,0.42252317555260993,0.05875706131580867,0.004977903685635211
M_PHYSICS_radius+radius_sq,per_extractant,random,0.7,1.5,70300.0,450,0.7859259259259259,0.654074074074074,1.0,0.4821944904645629,0.4390066845743383,0.04318780589022464,0.0051117351530384995
M_PHYSICS_radius+radius_sq,per_extractant,random,0.8,1.25,70300.0,450,0.7859259259259259,0.7074074074074074,1.0,0.4821944904645629,0.4546571686813787,0.027537321783184226,0.002705927031177777
M_PHYSICS_radius+radius_sq,per_extractant,widest_gap,0.25,4.0,70300.0,450,0.9422222222222222,0.4533333333333333,1.0,0.4767214503962416,0.35825712302952384,0.11846432736671775,
M_PHYSICS_radius+radius_sq,per_extractant,widest_gap,0.5,2.0,70300.0,450,0.9422222222222222,0.6666666666666666,1.0,0.4767214503962416,0.38804731238370616,0.08867413801253543,
M_PHYSICS_radius+radius_sq,per_extractant,widest_gap,0.7,1.5,70300.0,450,0.9422222222222222,0.7933333333333333,1.0,0.4767214503962416,0.41560590908765305,0.06111554130858854,
M_PHYSICS_radius+radius_sq,per_extractant,widest_gap,0.8,1.25,70300.0,450,0.9422222222222222,0.8466666666666667,1.0,0.4767214503962416,0.4386219607645342,0.038099489631707395,
M_SELECTED,per_cell,random,0.25,4.0,68145.0,2605,0.8083173384516954,0.35329494561740243,1.0,0.48558566113065255,0.40235707738586196,0.08322858374479054,0.004389275218234718
M_SELECTED,per_cell,random,0.5,2.0,68145.0,2605,0.8073704414587333,0.571151631477927,1.0,0.48486867307437825,0.41983690811976004,0.06503176495461822,0.0051426262476995215
M_SELECTED,per_cell,random,0.7,1.5,68145.0,2605,0.8083173384516954,0.6857325655790149,1.0,0.48558566113065255,0.43673352501729945,0.04885213611335302,0.0019231962055631744
M_SELECTED,per_cell,random,0.8,1.25,68145.0,2605,0.8083173384516954,0.7343570057581573,1.0,0.48558566113065255,0.45456248381255154,0.03102317731810091,0.0009485354690488906
M_SELECTED,per_cell,widest_gap,0.25,4.0,68145.0,2605,0.9017274472168906,0.38426103646833015,1.1421340603479637,0.4751977938580736,0.34304784479222156,0.13214994906585203,
M_SELECTED,per_cell,widest_gap,0.5,2.0,68145.0,2605,0.9017274472168906,0.6218809980806143,1.1421340603479637,0.4751977938580736,0.3764698699451398,0.09872792391293378,
M_SELECTED,per_cell,widest_gap,0.7,1.5,68145.0,2605,0.9017274472168906,0.7577735124760077,1.1421340603479637,0.4751977938580736,0.4082993810426664,0.0668984128154072,
M_SELECTED,per_cell,widest_gap,0.8,1.25,68145.0,2605,0.9017274472168906,0.8168905950095969,1.1421340603479637,0.4751977938580736,0.4331493561302768,0.04204843772779682,
M_SELECTED,per_extractant,random,0.25,4.0,70300.0,450,0.7977777777777778,0.3874074074074074,1.0,0.48671144760050716,0.4277907816224992,0.05892066597800788,0.008365589082821439
M_SELECTED,per_extractant,random,0.5,2.0,70300.0,450,0.8006666666666666,0.5526666666666666,1.0,0.4853316000862882,0.4246536016946469,0.0606779983916413,0.004902778578774115
M_SELECTED,per_extractant,random,0.7,1.5,70300.0,450,0.7977777777777778,0.6637037037037037,1.0,0.48671144760050716,0.4441159451334488,0.04259550246705831,0.004407514731628375
M_SELECTED,per_extractant,random,0.8,1.25,70300.0,450,0.7977777777777778,0.7207407407407408,1.0,0.48671144760050716,0.4590251653904677,0.027686282210039454,0.00263797170655999
M_SELECTED,per_extractant,widest_gap,0.25,4.0,70300.0,450,0.9444444444444444,0.4488888888888889,1.0,0.48023611490120477,0.359888694263809,0.12034742063739579,
M_SELECTED,per_extractant,widest_gap,0.5,2.0,70300.0,450,0.9444444444444444,0.6511111111111111,1.0,0.48023611490120477,0.3880409695335515,0.09219514536765328,
M_SELECTED,per_extractant,widest_gap,0.7,1.5,70300.0,450,0.9444444444444444,0.8022222222222222,1.0,0.48023611490120477,0.4168673182005357,0.06336879670066908,
M_SELECTED,per_extractant,widest_gap,0.8,1.25,70300.0,450,0.9444444444444444,0.8777777777777778,1.0,0.48023611490120477,0.4402561695329007,0.03997994536830407,
X_ENS_DIRECT+LOWRANK_K2,per_cell,random,0.25,4.0,68145.0,2605,0.74638515674984,0.3151631477927063,1.0,0.4648478205962429,0.3892572844297397,0.07559053616650323,0.006805971022508228
X_ENS_DIRECT+LOWRANK_K2,per_cell,random,0.5,2.0,68145.0,2605,0.7455278310940499,0.5389827255278311,1.0,0.46362429128514454,0.39803790780042453,0.06558638348472004,0.0030886517165713404
X_ENS_DIRECT+LOWRANK_K2,per_cell,random,0.7,1.5,68145.0,2605,0.74638515674984,0.6330134357005758,1.0,0.4648478205962429,0.4204306250610246,0.04441719553521837,0.0010412702046688385
X_ENS_DIRECT+LOWRANK_K2,per_cell,random,0.8,1.25,68145.0,2605,0.74638515674984,0.6825335892514395,1.0,0.4648478205962429,0.4370078076893163,0.027840012906926614,0.0008369926525567098
X_ENS_DIRECT+LOWRANK_K2,per_cell,widest_gap,0.25,4.0,68145.0,2605,0.8621880998080614,0.3658349328214971,1.3097770506499746,0.4547960491453833,0.32638486233563435,0.12841118680974895,
X_ENS_DIRECT+LOWRANK_K2,per_cell,widest_gap,0.5,2.0,68145.0,2605,0.8621880998080614,0.618809980806142,1.3097770506499746,0.4547960491453833,0.35777843201257187,0.09701761713281143,
X_ENS_DIRECT+LOWRANK_K2,per_cell,widest_gap,0.7,1.5,68145.0,2605,0.8621880998080614,0.7431861804222649,1.3097770506499746,0.4547960491453833,0.3903289589950027,0.0644670901503806,
X_ENS_DIRECT+LOWRANK_K2,per_cell,widest_gap,0.8,1.25,68145.0,2605,0.8621880998080614,0.799616122840691,1.25,0.4547960491453833,0.41522141890321906,0.03957463024216423,
X_ENS_DIRECT+LOWRANK_K2,per_extractant,random,0.25,4.0,70300.0,450,0.7548148148148148,0.3333333333333333,1.0,0.46476667345039013,0.3986545720078518,0.06611210144253828,0.005318111338729596
X_ENS_DIRECT+LOWRANK_K2,per_extractant,random,0.5,2.0,70300.0,450,0.7538888888888888,0.5115555555555555,1.0,0.463238881763424,0.4031246420543102,0.06011423970911378,0.00428013551979737
X_ENS_DIRECT+LOWRANK_K2,per_extractant,random,0.7,1.5,70300.0,450,0.7548148148148148,0.6148148148148148,1.0,0.46476667345039013,0.4225004476402667,0.04226622581012346,0.002613158984037172
X_ENS_DIRECT+LOWRANK_K2,per_extractant,random,0.8,1.25,70300.0,450,0.7548148148148148,0.6844444444444444,1.0,0.46476667345039013,0.4386155258583222,0.026151147592067974,0.0017567153862023154
X_ENS_DIRECT+LOWRANK_K2,per_extractant,widest_gap,0.25,4.0,70300.0,450,0.9266666666666666,0.4088888888888889,1.0,0.459282341977674,0.3425479374802059,0.11673440449746808,
X_ENS_DIRECT+LOWRANK_K2,per_extractant,widest_gap,0.5,2.0,70300.0,450,0.9266666666666666,0.6488888888888888,1.0,0.459282341977674,0.36909608595215226,0.09018625602552172,
X_ENS_DIRECT+LOWRANK_K2,per_extractant,widest_gap,0.7,1.5,70300.0,450,0.9266666666666666,0.7888888888888889,1.0,0.459282341977674,0.3981815155887123,0.06110082638896169,
X_ENS_DIRECT+LOWRANK_K2,per_extractant,widest_gap,0.8,1.25,70300.0,450,0.9266666666666666,0.8711111111111111,1.0,0.459282341977674,0.4214357526885289,0.03784658928914508,
