context,candidate_index,max_features,min_samples_leaf,inner_macro_group_mae,inner_r2,inner_mae,selected,delta3d_weight
outer_4:2d_second_unshrunk,0.0,0.35,2.0,0.1457238360267477,-0.04958288664222654,0.13477849971827394,False,
outer_4:2d_second_unshrunk,1.0,0.7,2.0,0.1526358575528727,-0.16534658929015045,0.146872016658832,False,
outer_4:2d_second_unshrunk,2.0,1.0,4.0,0.14155272249419723,-0.08680805567966732,0.1411852726199124,True,
outer_4:delta3d_unshrunk,0.0,0.35,2.0,0.14701950464833252,0.05233417045495825,0.12862093783069098,False,
outer_4:delta3d_unshrunk,1.0,0.7,2.0,0.14421997136891587,0.07174658241741283,0.12605694517097557,False,
outer_4:delta3d_unshrunk,2.0,1.0,4.0,0.14049050565757565,0.10476310886210893,0.12220482816831305,True,
outer_4:2d_ensemble_weight,,,,0.14151396753406162,-0.0826043918718522,0.14153926314273757,False,0.0
outer_4:2d_ensemble_weight,,,,0.14136058057441742,-0.07755587897101246,0.14088090185351423,False,0.25
outer_4:2d_ensemble_weight,,,,0.14126829598657384,-0.07293887201482208,0.1402489511574761,False,0.5
outer_4:2d_ensemble_weight,,,,0.1411852321231611,-0.06875337100328083,0.13963542220919725,False,0.75
outer_4:2d_ensemble_weight,,,,0.14113169328181852,-0.06499937593638916,0.13905331898885898,True,1.0
outer_4:delta3d_weight,,,,0.14151396753406162,-0.0826043918718522,0.14153926314273757,False,0.0
outer_4:delta3d_weight,,,,0.14045278141020795,-0.01001337058356433,0.13497500650938327,False,0.25
outer_4:delta3d_weight,,,,0.14005565295390426,0.04601893022885517,0.1291994277661805,True,0.5
outer_4:delta3d_weight,,,,0.14046072507981244,0.08549251056540641,0.12461023653645639,False,0.75
outer_4:delta3d_weight,,,,0.14176388054669414,0.10840737042608906,0.12158134451903813,False,1.0
full_data_deployment_model:baseline,0.0,0.35,2.0,0.13557641942239523,0.0335980886776206,0.12510503747884555,True,
full_data_deployment_model:baseline,1.0,0.7,2.0,0.145409174021677,-0.13238600496620134,0.13786755914941218,False,
full_data_deployment_model:baseline,2.0,1.0,4.0,0.1471024680352054,-0.11378161605501447,0.13732925171035862,False,
full_data_deployment_model:delta3d,0.0,0.35,2.0,0.1320960281323021,0.1046253556486012,0.12078929281685782,True,
full_data_deployment_model:delta3d,1.0,0.7,2.0,0.13670364190812648,0.07475035317849699,0.122871830250048,False,
full_data_deployment_model:delta3d,2.0,1.0,4.0,0.14836842184525992,0.03217190887007193,0.12753905946891528,False,
full_data_deployment_model:delta3d_weight,,,,0.13535412466967878,-0.005618753657410158,0.12810001154326112,False,0.0
full_data_deployment_model:delta3d_weight,,,,0.13292717432676399,0.035385588650727495,0.12504532909341126,False,0.25
full_data_deployment_model:delta3d_weight,,,,0.13180682419692155,0.06728181140491796,0.1229680233968845,True,0.5
full_data_deployment_model:delta3d_weight,,,,0.1319939964423046,0.09006991460516123,0.12179014668009458,False,0.75
full_data_deployment_model:delta3d_weight,,,,0.13275451668944138,0.1037498982514572,0.12134256345455373,False,1.0
