arm,n_rows,n_extractants,equal_extractant_macro_mae,pooled_micro_mae,median_extractant_mae,worst_quartile_extractant_mae,fraction_extractants_improved_vs_A2,extractants_improved_vs_A2,pooled_r2,equal_extractant_macro_r2,median_extractant_r2,extractants_in_r2_metrics,pearson_squared_scale_free,prediction_dispersion_ratio,adjacent_ln_mae,nonadjacent_ln_mae,sign_accuracy,pooled_statistics_are_row_weighted,split_seed,within_pair_r2,median_pair_level_r2
PAIRMEAN_baseline,6699,34,0.453040823865695,0.3860344773582971,0.3655566360358,0.7868713025621753,0.3235294117647059,11,0.43695091389346363,-1.488606282355384,0.27662618232334923,31,0.4379207234358589,0.6878057324677831,0.12117705394929565,0.436997609203283,0.8508732646663681,True,104729,0.0,-0.11457598550603754
A2_refit,6699,34,0.3103453516775655,0.41585534342754854,0.2677531922768207,0.5507460752989823,0.0,0,0.3293963478164008,-0.8699892750166257,0.5554678416123533,31,0.3745228223634445,0.7411364654736348,0.11872562223929796,0.47302822142763723,0.8475891924167787,True,130363,-0.04432924968643892,-0.15663799086847607
PRIOR,6699,34,0.3084286720304825,0.404514145163486,0.26751871516699355,0.5518444315741168,0.5,17,0.36237015466409217,-0.7470798997057625,0.6000417490411123,31,0.3968395840678839,0.7298493477605117,0.1157929416171899,0.4600690794877199,0.8528138528138528,True,130363,-0.034947894151425185,-0.13823429099677376
PRIOR_TRENDONLY,6699,34,0.31402897647751066,0.4225206737034104,0.2734751924609164,0.5538337371342755,0.38235294117647056,13,0.30471826826009907,-0.8663661273674576,0.567933423689448,31,0.356245180970569,0.7392151994620597,0.12005254586106683,0.4807207531262607,0.8477384684281236,True,130363,-0.07331667120556151,-0.16560907224980626
A2_lig2d,6699,34,0.32761517149246006,0.41558756913967204,0.3049063106444931,0.5695931993105345,0.2647058823529412,9,0.3504783485221825,-1.0773921357351604,0.48400940734887565,31,0.3897797120702755,0.6859471420396995,0.11690281261945898,0.47305966273140404,0.8534109568592327,True,130363,0.06861273374025723,-0.1602909047846195
A2_lig2d_SHUF,6699,34,0.35267638836336257,0.4071078737913626,0.31955960372643455,0.6026925765377747,0.4117647058823529,14,0.35232658188363,-0.582250376263893,0.34178593734133544,31,0.3835510564132567,0.6706018621098607,0.11705468378065642,0.4629191052619167,0.851619644723093,True,130363,-0.05360944786987698,-0.2096428437099156
SCALE_s50,6699,34,0.3463510821740363,0.48351274406385164,0.30457802815790247,0.6165229751806804,0.2647058823529412,9,0.07884424077588936,-1.2029093427337363,0.47802538808979866,31,0.2450950472656776,0.8107275418238329,0.12747492909415695,0.5520205543134492,0.773996118823705,True,130363,-0.29519939640319626,-0.4960764107067679
HIER,6699,34,0.31055666550949007,0.3694376634332908,0.2729545090699872,0.5380255241739281,0.4411764705882353,15,0.49104995691178066,-0.7524024121010938,0.5906931833798482,31,0.5080957570532789,0.7249823199433053,0.11611073649731687,0.4181821290825945,0.8508732646663681,True,130363,0.19536102100142794,0.023728949827347745
A2_ens,6699,34,0.3101393069899248,0.4179832421634622,0.2682184232855056,0.5518288274285639,0.5882352941176471,20,0.32004998035504517,-0.8487085622140291,0.5773791994401949,31,0.36750537338225686,0.7365177869027979,0.11950758704897764,0.4754151010418456,0.8469920883713987,True,130363,-0.049929090393805886,-0.16556585576085436
A2_refit_TP,6699,34,0.3077976520864011,0.4154153258078628,0.2703677776747045,0.5504722548070283,0.6176470588235294,21,0.3332580468922952,-0.8605111277251856,0.5609025843721165,31,0.3781371509259417,0.7403575185191273,0.1214538050005342,0.47197858746552057,0.8477384684281236,True,130363,-0.04038020278915777,-0.20740078084641045
PRIOR_TP,6699,34,0.30647333217824857,0.4052085652269602,0.26144996645401863,0.5499279423988048,0.5882352941176471,20,0.36524631848063127,-0.7378316806344827,0.6025009674226416,31,0.40152400369082963,0.7332305196347471,0.11895970159084694,0.46028777875323973,0.851321092700403,True,130363,-0.030777206449600802,-0.11955818950299735
PRIOR_TRENDONLY_TP,6699,34,0.3112987065894358,0.42182477893447834,0.2762703452693799,0.5540710848665467,0.4411764705882353,15,0.30842694791374936,-0.8568063751354202,0.5767819245698187,31,0.3599034741991215,0.7389087530488808,0.12220798118780106,0.4794762133175609,0.844752948201224,True,130363,-0.06920671642428489,-0.2441244945084058
A2_lig2d_TP,6699,34,0.3256934533748299,0.4156272983137085,0.3047981434503144,0.5660155259558535,0.2647058823529412,9,0.3530461801650937,-1.065146788399317,0.48631949525908,31,0.39406615621299856,0.6884952688477937,0.1188605021613125,0.47273034328358027,0.8575906851768921,True,130363,0.07207780027947452,-0.1783902831091686
A2_lig2d_SHUF_TP,6699,34,0.3499121710104087,0.40879185205791724,0.3174755656116789,0.6014057177403072,0.4117647058823529,14,0.35604819404746846,-0.570545334376542,0.34659957953393117,31,0.38993467261183684,0.6753915880931407,0.11962953628491699,0.4644316639750788,0.8508732646663681,True,130363,-0.04880973995408566,-0.23035359863199023
SCALE_s50_TP,6699,34,0.3450934373127375,0.48012652650329846,0.303821256830208,0.6151083028636951,0.2647058823529412,9,0.08246227131488493,-1.195249138167623,0.4859505705118289,31,0.2429703387801524,0.804274013894027,0.12802629931540024,0.5478766770177376,0.7832512315270936,True,130363,-0.2926762162052856,-0.5180690657498863
HIER_TP,6699,34,0.30792389419881216,0.366889272242459,0.2643173412036812,0.5380468927999561,0.5,17,0.4959694944377726,-0.7392722146699731,0.5974029673820669,31,0.511898847093531,0.7178983071689792,0.11715227459348937,0.4149429736412728,0.851470368711748,True,130363,0.19608212275700798,0.003949295590871871
A2_ens_TP,6699,34,0.30788358376063496,0.4177657154898884,0.2711674379178623,0.5516154472568986,0.5588235294117647,19,0.3235136759536741,-0.8399425807076197,0.5831767033141073,31,0.3711572668586932,0.7365538916721237,0.1215426105072446,0.4747641449107211,0.8489326765188834,True,130363,-0.04599045485311204,-0.22849704436439455
A2_run,6699,34,0.3103453516775655,0.41585534342754854,0.2677531922768207,0.5507460752989823,0.35294117647058826,12,0.3293963478164008,-0.8699892750166257,0.5554678416123533,31,0.3745228223634445,0.7411364654736348,0.11872562223929796,0.47302822142763723,0.8475891924167787,True,130363,-0.04432924968643892,-0.15663799086847607
A2_run_TP,6699,34,0.3077976520864012,0.4154153258078628,0.27036777767470455,0.5504722548070284,0.6176470588235294,21,0.3332580468922951,-0.8605111277251859,0.5609025843721167,31,0.3781371509259417,0.7403575185191273,0.12145380500053422,0.4719785874655207,0.8477384684281236,True,130363,-0.04038020278915799,-0.20740078084641045
PAIRMEAN_baseline,6699,34,0.45071441935848994,0.38573934722004,0.3572546913425108,0.7915104019326513,0.29411764705882354,10,0.4392303110597373,-1.573894427871252,0.24290038097712796,31,0.44023044124751876,0.6906251931338918,0.12239510631871088,0.4364113166779141,0.8480370204508135,True,130363,0.0,-0.10866271046562459
A2_refit,6699,34,0.3156683646262463,0.41750937549837064,0.27616830675302695,0.562324229607458,0.0,0,0.3280161803287064,-0.8127258516405144,0.5382644687345803,31,0.3740434340467791,0.7327823822554466,0.11714194170799275,0.47530524518996875,0.8469920883713987,True,155921,-0.053853317360125885,-0.16470304432401384
PRIOR,6699,34,0.319543428516237,0.4093849538438246,0.310946798443925,0.5594136445734271,0.4411764705882353,15,0.3568338752835365,-0.6765365909555897,0.5475730822108555,31,0.3939369610290777,0.7286840528991936,0.11550694304997934,0.46593214673598315,0.8496790565756083,True,155921,-0.04567843442939501,-0.1528072336584847
PRIOR_TRENDONLY,6699,34,0.3180869419421185,0.4232834454565147,0.28374558912888104,0.5654133138761666,0.47058823529411764,16,0.3073382980315946,-0.8378525510210258,0.5347069337581034,31,0.35868889261743325,0.729401543842191,0.11721519415717019,0.48217625066381115,0.8463949843260188,True,155921,-0.07368954023068608,-0.15305324319170288
A2_lig2d,6699,34,0.3244274041002847,0.41003241969887544,0.2544979001448205,0.5689424549885708,0.35294117647058826,12,0.36464383638633113,-1.0167500026730925,0.3889424979863618,31,0.4020984745569949,0.6835250811705503,0.11764223548567959,0.4662933291211725,0.8501268846096433,True,155921,0.088331881660214,-0.1381793678970895
A2_lig2d_SHUF,6699,34,0.3335443675705971,0.39307854267094855,0.2744141594638228,0.6023315938525061,0.4117647058823529,14,0.3841617166105814,-0.3123843139127337,0.36754383903775967,31,0.41888840455541,0.6740217704293769,0.11377071409520625,0.4468221814552806,0.8432601880877743,True,155921,-0.0037030714095540596,-0.17181681839937202
SCALE_s50,6699,34,0.35418877584512226,0.4884489474413972,0.3006379089366432,0.6518902742917572,0.35294117647058826,12,0.059130034322869784,-1.7087930672013987,0.47211084018349836,31,0.2289799962160837,0.8068982160289221,0.12800074757359867,0.5578053917377822,0.7731004627556352,True,155921,-0.27910233924882677,-0.5386527010484927
HIER,6699,34,0.31242345929708326,0.36754321676280566,0.2891471651799433,0.5418781528700344,0.5,17,0.5004378661906527,-0.7094165932774338,0.4289544518260465,31,0.5200919468875075,0.7222566141538522,0.11499067670252792,0.4161386770342832,0.8460964323033289,True,155921,0.1948471317765902,0.01922787283270433
A2_ens,6699,34,0.3168133750335707,0.4197431947534108,0.2732031687999542,0.5640206355924249,0.47058823529411764,16,0.3196351492529267,-0.8202752372984419,0.5363728928791447,31,0.3674472048840076,0.7299222328442982,0.1178627138776759,0.4778302007745339,0.8475891924167787,True,155921,-0.05975517665097674,-0.14777461317034435
A2_refit_TP,6699,34,0.31321187004224255,0.416929480800106,0.27657467075609016,0.5621891376046253,0.7058823529411765,24,0.331797445906829,-0.8013778784019912,0.5516225243942412,31,0.3779677651821328,0.7325725503817995,0.12101664582828313,0.47386820892480164,0.845350052246604,True,155921,-0.050565325910555625,-0.21144647083347556
PRIOR_TP,6699,34,0.31674268849870085,0.40937952822546103,0.3094404599055033,0.5569479238010386,0.4411764705882353,15,0.35999965108960996,-0.6615466890574389,0.5514901826658186,31,0.39904889440464353,0.7321087995405827,0.11853834364629734,0.46534238342839374,0.8466935363487088,True,155921,-0.04156126581573871,-0.13415354978382865
PRIOR_TRENDONLY_TP,6699,34,0.31598011262982645,0.4227274559384959,0.2830130124116229,0.5643836679890344,0.47058823529411764,16,0.31074466414647284,-0.8276843655854603,0.5467065574161918,31,0.3626860502101172,0.7300614090173531,0.12162753593622673,0.4806642685982419,0.8441558441558441,True,155921,-0.07070927140244532,-0.2142547491043829
A2_lig2d_TP,6699,34,0.3227706588510025,0.40990347726933707,0.2540801827217817,0.5674522475742061,0.3235294117647059,11,0.3667067477998882,-1.008149553952786,0.39269967355345037,31,0.40642064079752255,0.6874110896511463,0.11772828464861067,0.46612301860486666,0.8520674727571279,True,155921,0.09121479380437247,-0.17376883549825073
A2_lig2d_SHUF_TP,6699,34,0.3310151942349768,0.39519606691590353,0.27975162673942505,0.5998666359405374,0.4117647058823529,14,0.3875479370551027,-0.3007052341740327,0.3698031987443937,31,0.4262646029833667,0.681191666551652,0.1172580704646141,0.4486761263968298,0.8462457083146738,True,155921,0.0007028484335834806,-0.2011213913459915
SCALE_s50_TP,6699,34,0.35337578534922975,0.4852533337511211,0.2993995208339813,0.6517787928740868,0.38235294117647056,13,0.06275377409315619,-1.6994011493592742,0.49170614144264024,31,0.2274151831698527,0.801066072946023,0.12824648462638705,0.5539476028689277,0.781012091356919,True,155921,-0.2769677292465187,-0.5637113001694138
HIER_TP,6699,34,0.3101308421522566,0.3649562781437024,0.28468169075438743,0.5401714129104849,0.5,17,0.5049167996689192,-0.6977355947033684,0.4351076959469433,31,0.5235413261571201,0.7153520568714442,0.11580876348922714,0.41289655285738835,0.8493805045529184,True,155921,0.19511451283802095,0.019586179995479402
A2_ens_TP,6699,34,0.3148278970242918,0.4194486246858077,0.2739011797356142,0.563859747849266,0.7058823529411765,24,0.32309459119673234,-0.8095770226092389,0.5477749674559371,31,0.37161988619310377,0.730794225265462,0.12134040023659542,0.47680978357324055,0.8468428123600538,True,155921,-0.05619835652352423,-0.2113495931319309
A2_run,6699,34,0.3156683646262463,0.41750937549837064,0.276168306753027,0.562324229607458,0.20588235294117646,7,0.3280161803287064,-0.8127258516405144,0.5382644687345801,31,0.374043434046779,0.7327823822554468,0.11714194170799275,0.47530524518996875,0.8469920883713987,True,155921,-0.053853317360125885,-0.16470304432401406
A2_run_TP,6699,34,0.31321187004224255,0.416929480800106,0.27657467075609,0.5621891376046253,0.7058823529411765,24,0.331797445906829,-0.8013778784019912,0.5516225243942416,31,0.37796776518213265,0.7325725503817995,0.12101664582828313,0.47386820892480164,0.845350052246604,True,155921,-0.050565325910555625,-0.21144647083347556
PAIRMEAN_baseline,6699,34,0.4438067778710484,0.37993058497086607,0.3842840090168575,0.7796903328140056,0.2647058823529412,9,0.4522910534505761,-1.455093744290145,0.21560628838518525,31,0.45291274550800753,0.6941599279791666,0.12126201329508969,0.429702875106415,0.8504254366323332,True,155921,0.0,-0.08247792142292654
A2_refit,6699,34,0.32306540158028524,0.42052920066916644,0.2797408850048996,0.5783324533164736,0.0,0,0.318234067818556,-0.8345748259884462,0.49517913968003513,31,0.36487787149681744,0.7492547868690927,0.11589487417296543,0.479146094037339,0.8474399164054337,True,196613,-0.06060239095220199,-0.17089304876104983
PRIOR,6699,34,0.3190070461406249,0.408479988361746,0.27468626718195166,0.5689079457052112,0.6470588235294118,22,0.35177731505844656,-0.7127051766127008,0.5637124873793529,31,0.38772849170468887,0.7270398239475382,0.1135943999892905,0.46522105654092444,0.851768920734438,True,196613,-0.041090114379775944,-0.12818187945970516
PRIOR_TRENDONLY,6699,34,0.32269920854909967,0.42665288450452954,0.2842160022225961,0.583424532594341,0.4411764705882353,15,0.2917576610881343,-0.8534744259165459,0.5153662612132213,31,0.3448409025902242,0.7471753470368858,0.11610164229138425,0.4864082944070589,0.8469920883713987,True,196613,-0.09084616475169471,-0.17797326856237916
A2_lig2d,6699,34,0.3187317928000257,0.4092471843355453,0.24455775130498714,0.5911763725477074,0.5294117647058824,18,0.35299844546454073,-0.8689928527435827,0.5460266071476265,31,0.389874849831667,0.6732420908370303,0.11398511944661233,0.466060693083309,0.8553515450067174,True,196613,0.0570491702573076,-0.11229850077066406
A2_lig2d_SHUF,6699,34,0.3464386441419573,0.4042390090119984,0.29038945895339296,0.6177304848262141,0.4117647058823529,14,0.352263201885194,-0.415983985696245,0.3048941455983789,31,0.388663001973452,0.6608075415175045,0.11419957758389247,0.46004759309419535,0.851619644723093,True,196613,-0.05870004537679163,-0.1609693573178672
SCALE_s50,6699,34,0.3385316318195154,0.4790614478182612,0.26702522191576306,0.6255333289997095,0.47058823529411764,16,0.08052102637667202,-1.3590244255063835,0.5205741286949117,31,0.24313845290635028,0.791532075606976,0.12506749438904077,0.5471759838910607,0.7769816390506046,True,196613,-0.26650613451704475,-0.46736815624145733
HIER,6699,34,0.32682120779589985,0.3762866292803627,0.3058651738150051,0.5469167263684256,0.47058823529411764,16,0.4801981213145057,-0.7043263872461409,0.42895445182604663,31,0.49664360649161793,0.73234780518536,0.11374628005498803,0.42680391612846347,0.844902224212569,True,196613,0.19397174371108505,0.009590871770498555
A2_ens,6699,34,0.3242589383918735,0.423804183032471,0.28789377137719624,0.5819121515138705,0.5294117647058824,18,0.30416625993516766,-0.8448580630024275,0.4978648790777561,31,0.35382834258723417,0.7456488826730302,0.11667909892363311,0.4829003410818932,0.8468428123600538,True,196613,-0.07200939146903629,-0.17772227548930886
A2_refit_TP,6699,34,0.32178751796279714,0.4204038461382743,0.2814109095217755,0.5754646445848626,0.5294117647058824,18,0.3214419027937354,-0.8267338738248391,0.49571893642985554,31,0.3675341455853596,0.7481821288925817,0.12026742009389996,0.47815526595920155,0.8471413643827437,True,196613,-0.05640632362565068,-0.22617447284124648
PRIOR_TP,6699,34,0.31704291759467296,0.40897807503877065,0.2771232351832128,0.5642197370101327,0.5882352941176471,20,0.3543703525153423,-0.7030455009383157,0.5689404945759606,31,0.3922086722910587,0.7306052872950539,0.11756338108547706,0.4650512833270423,0.8493805045529184,True,196613,-0.03587082379391293,-0.16676538238645233
PRIOR_TRENDONLY_TP,6699,34,0.32168068903645014,0.42674445088761703,0.28676166438033035,0.5805096165937373,0.6470588235294118,22,0.29497097041334897,-0.8452517142850658,0.5159727675943862,31,0.3476463215712017,0.7465049094980095,0.12105352453117516,0.4855646522744653,0.8438572921331542,True,196613,-0.08661418114034825,-0.251420795522735
A2_lig2d_TP,6699,34,0.31670380657497477,0.40907594048660106,0.2505997568371471,0.5884614601563353,0.5588235294117647,19,0.355081450033634,-0.8593500186572824,0.5487254925108493,31,0.39473049791585885,0.6783044373093251,0.11513329552259315,0.465635570106767,0.8599791013584117,True,196613,0.06182429526769806,-0.1753622210321244
A2_lig2d_SHUF_TP,6699,34,0.34428946674974437,0.4065510851160631,0.28519525536909696,0.6147044265360226,0.4117647058823529,14,0.35562893723788414,-0.4045797012227246,0.30736675945698844,31,0.3961611547404217,0.6682354674159184,0.11793807323937383,0.4620852014988863,0.8522167487684729,True,196613,-0.053083497930329404,-0.21462298045017825
SCALE_s50_TP,6699,34,0.33780873588603844,0.4760521370890672,0.26766430027287336,0.6255739837332731,0.4411764705882353,15,0.0840882191648974,-1.351857100639452,0.5240180214461895,31,0.24083457886697263,0.78488953789617,0.12517461128210483,0.5435670187902645,0.7842961636065084,True,196613,-0.26392774286304865,-0.4743795121614318
HIER_TP,6699,34,0.32487113374356885,0.3735441092205131,0.30603386914256564,0.543104382550604,0.47058823529411764,16,0.48480566386084456,-0.6935536729582856,0.4351076959469433,31,0.4999415511537807,0.7257007370856166,0.11529337804612791,0.4232359996440644,0.8496790565756083,True,196613,0.19686072866909654,0.0023175051737412966
A2_ens_TP,6699,34,0.3233393415595256,0.42414102335726045,0.2894817495015418,0.5783578850684056,0.5588235294117647,19,0.3070538442911712,-0.8372149704958654,0.49831176396276133,31,0.3567880675204535,0.745785993598744,0.12055075708827229,0.48255702154821384,0.8480370204508135,True,196613,-0.06797571263620239,-0.2378454360522122
A2_run,6699,34,0.3230654015802852,0.42052920066916644,0.2797408850048996,0.5783324533164736,0.20588235294117646,7,0.318234067818556,-0.8345748259884465,0.49517913968003513,31,0.36487787149681744,0.7492547868690927,0.11589487417296541,0.479146094037339,0.8474399164054337,True,196613,-0.06060239095220177,-0.17089304876104983
A2_run_TP,6699,34,0.32178751796279714,0.4204038461382743,0.2814109095217755,0.5754646445848627,0.5294117647058824,18,0.3214419027937354,-0.8267338738248393,0.4957189364298553,31,0.3675341455853596,0.7481821288925815,0.12026742009389996,0.47815526595920144,0.8471413643827437,True,196613,-0.0564063236256509,-0.22617447284124537
PAIRMEAN_baseline,6699,34,0.44861553587482295,0.3853717875788185,0.3356823229674911,0.8068441557063759,0.3235294117647059,11,0.433235547927474,-1.6087128959788815,0.298715666583277,31,0.43444734733816914,0.6897688069264482,0.12140049110365018,0.4361644133334744,0.8499776085982983,True,196613,0.0,-0.11972920292507516
A2_refit,6699,34,0.330582056998995,0.42510201722194346,0.29180069675728526,0.5673955221675961,0.0,0,0.3156842389672063,-0.8918206925995193,0.5101124279706201,31,0.36568026579934854,0.7313008971723349,0.11964143308351237,0.48387789679717375,0.8481862964621585,True,262147,-0.04784729873588245,-0.19955328275751483
PRIOR,6699,34,0.329452068250526,0.414367602557212,0.32789898530706985,0.5482590668771281,0.5294117647058824,18,0.35100651193511156,-0.6649075240074412,0.44820805846548173,31,0.38875387591464466,0.7172304515180224,0.1173048303456318,0.47152759842063635,0.8528138528138528,True,262147,-0.023355879780505573,-0.1314798839622915
PRIOR_TRENDONLY,6699,34,0.3335837411782105,0.4307688128291274,0.31357547103094274,0.5667433733297949,0.47058823529411764,16,0.2939023555296596,-0.8991329260693111,0.4968879345194326,31,0.3486599344523327,0.730601810331729,0.12078491676207032,0.4904150555575874,0.8510225406777131,True,262147,-0.07483331971086415,-0.18769479612159556
A2_lig2d,6699,34,0.35019395361579986,0.4264224236229714,0.3098437678346877,0.5806128606193435,0.3235294117647059,11,0.3292831376520363,-1.0610290108274443,0.38357786127413807,31,0.37242519569907,0.6654615851424169,0.11765224264106089,0.4858351266563365,0.8563964770861323,True,262147,0.04301340391527764,-0.18281636762811626
A2_lig2d_SHUF,6699,34,0.35628223366650635,0.40119413033194407,0.3085738563474583,0.6145342250350997,0.4117647058823529,14,0.3826100213367486,-0.34646327655279757,0.2779856381054272,31,0.4165329394204252,0.6548536114313761,0.1159572711644892,0.4560786167612817,0.8463949843260188,True,262147,0.021161757448332597,-0.1672812003331392
SCALE_s50,6699,34,0.3767493722887905,0.4964559936005618,0.36439745631614506,0.6635329771349151,0.3235294117647059,11,0.04210430347959637,-1.6616206529811413,0.27286940826483475,31,0.22027360557896192,0.8016454581792603,0.13110336964030245,0.566756133597187,0.7720555306762203,True,262147,-0.2871967027325635,-0.5718877969175986
HIER,6699,34,0.33592394035520085,0.3793036419560959,0.30822719875697957,0.5490551427241717,0.47058823529411764,16,0.47872272034985164,-0.7305561121696099,0.5272125830739208,31,0.4998319020468264,0.7017970456450224,0.11804603743638693,0.4295741066207106,0.8456486042692939,True,262147,0.17645225041405632,-0.00332128304699153
A2_ens,6699,34,0.3313271616682208,0.4276133683960097,0.30893513647986043,0.5670250161296354,0.5882352941176471,20,0.30626987281394835,-0.9013290336378083,0.49750701843159917,31,0.35791272457833095,0.7294879266922527,0.1205200790984303,0.48670340857591066,0.8483355724735036,True,262147,-0.05637679639644633,-0.18747413011534775
A2_refit_TP,6699,34,0.32834884893200866,0.4245258421123958,0.2917616848767656,0.565137932609168,0.6176470588235294,21,0.31941823399679337,-0.8801019429611399,0.5125044974386908,31,0.3682696075637658,0.7287764088743207,0.12291850312112841,0.4825602909286222,0.8493805045529184,True,262147,-0.04213390552415741,-0.22586332776598916
