comparison,checkpoint,statistic,n_foldseeds,point_delta,n_positive,ci95_low,ci95_high,bca_low,bca_high
diversity_x_uncertainty_vs_random,25,hard,15,0.30363932106278857,13,0.1787147420521544,0.4418911955022976,0.1889435476031295,0.4554845389203085
diversity_x_uncertainty_vs_random,25,offset,15,0.21269212698828283,13,0.12089473753756678,0.29638193118535605,0.1142035114967372,0.2921324234090248
diversity_x_uncertainty_vs_random,30,macro_mae,15,0.20194620641841357,14,0.13551352319989293,0.2651794659071584,0.13803824582250895,0.26710295160133896
diversity_x_uncertainty_vs_random,30,hard,15,0.2860035708492342,14,0.18629316905521132,0.39514988479983476,0.19798340114828936,0.4123451639848732
diversity_x_uncertainty_vs_random,30,offset,15,0.22128579949409483,15,0.14892781928892992,0.28966849705163433,0.1523491845678889,0.29208690539224336
same_chemotype_first_vs_random,5,macro_mae,15,-0.3147743434733244,1,-0.4264470098823506,-0.18202949909222277,-0.4187482137229457,-0.16843162797870156
same_chemotype_first_vs_random,5,hard,15,-0.3677724480338397,1,-0.49059212033018873,-0.226004120561726,-0.4770209621103336,-0.20007650221097031
same_chemotype_first_vs_random,5,offset,15,-0.3381402604475362,1,-0.49195276371283325,-0.17359686708856653,-0.4837267416474171,-0.163825831552078
same_chemotype_first_vs_random,8,macro_mae,15,-0.3569027096015705,0,-0.42989891691780463,-0.28691890918416907,-0.4373497607617179,-0.29321621200419495
same_chemotype_first_vs_random,8,hard,15,-0.4042096556838981,0,-0.4850972618293344,-0.3201395767173698,-0.48566809689564383,-0.3205405807247696
same_chemotype_first_vs_random,8,offset,15,-0.39234914454678055,0,-0.4893237619200646,-0.30799157821391937,-0.5153101854700268,-0.32192827150868997
same_chemotype_first_vs_random,12,macro_mae,15,-0.38653512827221753,0,-0.45025875492692957,-0.31912332683405953,-0.4496834503797432,-0.31865328356400524
same_chemotype_first_vs_random,12,hard,15,-0.43734268885093924,0,-0.5236201323879551,-0.34910365015712697,-0.5232325574483349,-0.34867696362177
same_chemotype_first_vs_random,12,offset,15,-0.4193804762980091,0,-0.4762270305285233,-0.3590828637573593,-0.4758789855686305,-0.35854012880592356
same_chemotype_first_vs_random,16,macro_mae,15,-0.4421734943530443,0,-0.5531072211202126,-0.3455951635667978,-0.5679931772602971,-0.35534006703329607
same_chemotype_first_vs_random,16,hard,15,-0.5064448310051253,0,-0.6323054627053418,-0.3901794731512898,-0.6357720101395529,-0.393607532292466
same_chemotype_first_vs_random,16,offset,15,-0.4911382450359822,0,-0.6303708520968416,-0.3868982242832634,-0.6672209564399172,-0.40237233197685635
same_chemotype_first_vs_random,20,macro_mae,15,-0.5398883531179508,0,-0.6895470648452008,-0.42805446145155324,-0.7379921548878147,-0.44538488492966544
same_chemotype_first_vs_random,20,hard,15,-0.6144450180331251,0,-0.7818577596044604,-0.47707816970439887,-0.7996474971853671,-0.48694730495077865
same_chemotype_first_vs_random,20,offset,15,-0.6056772373937486,0,-0.7989719996917253,-0.4655411644868085,-0.8763990764941063,-0.487790117851044
same_chemotype_first_vs_random,25,macro_mae,15,-0.6035919947350503,0,-0.7278725489099098,-0.4924616385358739,-0.7337927265686356,-0.49799577439694315
same_chemotype_first_vs_random,25,hard,15,-0.6858880922403047,0,-0.833574116766005,-0.5480715901729265,-0.8348497495370801,-0.549487499807311
same_chemotype_first_vs_random,25,offset,15,-0.6841608855561496,0,-0.8507027276194477,-0.5348479982335206,-0.8697578809113227,-0.5457699246340043
same_chemotype_first_vs_random,30,macro_mae,15,-0.5508052151235889,0,-0.6752860409259523,-0.4477262595537109,-0.6930907373155252,-0.46016547784546874
same_chemotype_first_vs_random,30,hard,15,-0.6503644051357574,0,-0.8414853873725093,-0.489412137765835,-0.8660516951212621,-0.501878605061241
same_chemotype_first_vs_random,30,offset,15,-0.6173722727715898,0,-0.7539564098676471,-0.50212534048587,-0.7775940735943458,-0.5160582124228149
diversity_x_uncertainty_vs_maxmin,5,macro_mae,15,-0.006714207528956898,7,-0.10983599594202358,0.08544300690726704,-0.11588593840612739,0.08165617243329702
diversity_x_uncertainty_vs_maxmin,5,hard,15,-0.01792592232475802,9,-0.13800302681563492,0.086970639128056,-0.14683713000853849,0.07992155474940323
diversity_x_uncertainty_vs_maxmin,5,offset,15,-0.017865206969531058,7,-0.14125091489320538,0.08988191094747389,-0.15369416427949406,0.07916398470414851
diversity_x_uncertainty_vs_maxmin,8,macro_mae,15,0.04490077265737087,10,-0.03640415662401575,0.11309235367496731,-0.054495770278650595,0.10298478779632472
diversity_x_uncertainty_vs_maxmin,8,hard,15,0.0409908784947605,9,-0.04830816148053967,0.11923529488317797,-0.05921893661886819,0.1131024391922141
diversity_x_uncertainty_vs_maxmin,8,offset,15,0.05461631289952596,11,-0.047405085163072416,0.13275621376632715,-0.09390992606964195,0.11863001052024988
diversity_x_uncertainty_vs_maxmin,12,macro_mae,15,0.07427471122870749,14,-0.004537839236205783,0.13734468496612198,-0.030666888190129325,0.12449754584466695
diversity_x_uncertainty_vs_maxmin,12,hard,15,0.08163579244515956,13,-0.000525853796860456,0.15087428268123923,-0.022516902450014975,0.13979195698001223
diversity_x_uncertainty_vs_maxmin,12,offset,15,0.10000011478413101,14,-0.00782963529276138,0.18579479216172518,-0.046699215259630146,0.16954695022522961
diversity_x_uncertainty_vs_maxmin,16,macro_mae,15,0.10637189005312951,13,0.03526243095655081,0.17228794420856694,0.030935505641290346,0.1674217849373751
diversity_x_uncertainty_vs_maxmin,16,hard,15,0.10898947723242913,12,0.03648811363389289,0.1768855051257952,0.03311873372957845,0.17383929030867878
diversity_x_uncertainty_vs_maxmin,16,offset,15,0.12922857633604978,13,0.04512101323063043,0.20558906641517946,0.029630806937186456,0.19654525112626092
diversity_x_uncertainty_vs_maxmin,20,macro_mae,15,0.07205322677744393,12,-0.021679676629920274,0.15973155734523092,-0.027457806924078,0.15383260242586236
diversity_x_uncertainty_vs_maxmin,20,hard,15,0.058649025383649175,11,-0.03295052430850303,0.14473836177157415,-0.04047941413056681,0.13978484651412704
diversity_x_uncertainty_vs_maxmin,20,offset,15,0.09536455834527556,13,-0.03049211706195399,0.2099942468444376,-0.05030176522247953,0.19677512557974178
diversity_x_uncertainty_vs_maxmin,25,macro_mae,15,0.06617605336347047,10,-0.012030361393974466,0.14925995354255953,-0.009982059974229655,0.15101082821132553
diversity_x_uncertainty_vs_maxmin,25,hard,15,0.05329090565647537,9,-0.02273977526777904,0.13544606648277177,-0.02139076884458274,0.13636394564377993
diversity_x_uncertainty_vs_maxmin,25,offset,15,0.09796558158086664,12,-0.0018607308255677824,0.20092968645597575,-0.004169196910066267,0.19833660125072247
diversity_x_uncertainty_vs_maxmin,30,macro_mae,15,0.10872504437204432,13,0.05193223866812554,0.1731290347615805,0.05779649170144026,0.1865076112288234
diversity_x_uncertainty_vs_maxmin,30,hard,15,0.10767443585514812,12,0.05008365239044002,0.1724221051027622,0.05389815337294644,0.17966554732710785
diversity_x_uncertainty_vs_maxmin,30,offset,15,0.15735802159088416,14,0.09461516748913965,0.22525469394598993,0.10088094463856244,0.2379834114222257
