feature,deployment_delta3d_blend_weight,component,interpretation,importance
pair__ionic_radius_B,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0048758062950254085
base__cond__temperature_C,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.004817819926997396
base__ecfp_1143,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.004757931750124479
base__ecfp_591,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.004688918780876386
base__FractionCSP3,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0046001906776159405
base__ecfp_348,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00456618035657878
delta3d__feat3d__polyhedron__donor_angle_01_05_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.004519406076902852
base__ecfp_1444,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0044636610938109675
delta3d__feat3d__polyhedron__donor_angle_03_09_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.004427808579266507
delta3d__feat3d__polyhedron__donor_angle_08_09_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.004420724579496007
base__ecfp_1669,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.004184481167501361
delta3d__feat3d__complex_physical__ln_donor_distance_min,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.004166444822036175
delta3d__feat3d__polyhedron__donor_angle_05_08_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0038022372963485962
delta3d__feat3d__polyhedron__ln_donor_distance_08,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0035751272323835443
base__ecfp_1442,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0032787167613075488
delta3d__feat3d__polyhedron__donor_angle_02_05_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.003227704832334972
delta3d__feat3d__polyhedron__ln_donor_distance_03,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0032250837528101446
base__cond__contact_time_min,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0031512999040937155
base__cond__diluent__toluene,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.003087766220207644
delta3d__feat3d__polyhedron__donor_angle_03_04_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.002996386538079027
delta3d__feat3d__complex_physical__dipole_magnitude,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0028636836477893804
delta3d__feat3d__polyhedron__donor_angle_01_04_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0028600634628807814
delta3d__feat3d__polyhedron__donor_angle_03_08_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.002704822401129664
base__ecfp_358,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0026927986064742356
delta3d__feat3d__polyhedron__donor_angle_04_07_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0026687304589319352
delta3d__feat3d__polyhedron__ln_donor_distance_02,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.002625739723337125
delta3d__feat3d__polyhedron__donor_angle_01_06_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0025236398204851553
delta3d__feat3d__polyhedron__ln_donor_distance_07,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0024167130708017998
delta3d__feat3d__complex_physical__donor_partial_charge_min,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.002403377904374325
delta3d__feat3d__complex_physical__donor_partial_charge_01,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0023803246260196494
delta3d__feat3d__polyhedron__donor_angle_02_06_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.002362121911431725
delta3d__feat3d__polyhedron__ln_donor_distance_05,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.002343237532083689
base__ecfp_1283,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0023271680617128416
delta3d__feat3d__polyhedron__donor_angle_02_03_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.002263389914840002
delta3d__feat3d__polyhedron__donor_angle_05_07_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0021806848521898833
delta3d__feat3d__complex_physical__donor_partial_charge_06,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0021208149490718905
delta3d__feat3d__complex_physical__metal_partial_charge,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.002108069224572638
delta3d__feat3d__complex_physical__ln_donor_distance_max,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0021072472752773474
base__ecfp_13,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.002087230975966243
delta3d__feat3d__polyhedron__ln_donor_distance_06,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.002062972162316434
base__cond__acid__hno3,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0020395407957704407
delta3d__feat3d__polyhedron__donor_angle_01_07_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0020376945849008613
delta3d__feat3d__polyhedron__donor_angle_02_08_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0020102148758606537
delta3d__feat3d__polyhedron__ln_donor_distance_04,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0019943210696950356
base__ecfp_1275,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.001945642679076657
base__ecfp_1163,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0018990737591065676
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_02,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0018896206885635892
delta3d__feat3d__polyhedron__donor_angle_01_03_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0018744075459353963
base__cond__diluent__isopar_l_with_30_vol_exxal_13,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.001865168949802685
delta3d__feat3d__polyhedron__donor_angle_01_02_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0018638268794482272
delta3d__feat3d__polyhedron__donor_angle_01_08_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.001858838985577815
base__ecfp_1190,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0018517638237306774
delta3d__feat3d__complex_physical__donor_partial_charge_07,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.001848831072573545
missingindicator_delta3d__feat3d__complex_physical__metal_partial_charge,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.001801850400613068
delta3d__feat3d__polyhedron__donor_angle_04_05_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0017958513981161423
delta3d__feat3d__polyhedron__donor_angle_04_06_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0017858967527178073
delta3d__feat3d__polyhedron__donor_angle_02_07_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0017766427801829327
delta3d__feat3d__polyhedron__donor_angle_02_04_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0017678801326747413
delta3d__feat3d__complex_physical__donor_partial_charge_02,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0017603047031540427
delta3d__feat3d__complex_physical__donor_partial_charge_mean,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0017397770611266696
delta3d__feat3d__polyhedron__ln_donor_distance_09,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.001714613387530272
base__ecfp_1649,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0017042338883120581
delta3d__feat3d__polyhedron__donor_angle_04_08_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.001703373398370948
delta3d__feat3d__polyhedron_scalars__next_donor_dist,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.001693312131199857
base__ecfp_1992,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0016907493098403015
delta3d__feat3d__complex_physical__ln_donor_distance_std,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0015950815492978942
delta3d__feat3d__polyhedron__donor_angle_03_07_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0015765943185468746
base__ecfp_1,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0015723988494660722
delta3d__feat3d__complex_physical__donor_partial_charge_08,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0015681570674193
base__cond__acid__hcl,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0015584116000636724
delta3d__feat3d__polyhedron__ln_donor_distance_01,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0015496422256629
base__cond__diluent__n_dodecane,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.001532377893758832
delta3d__feat3d__complex_physical__ln_donor_distance_mean,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.001528925950845641
delta3d__feat3d__complex_physical__donor_partial_charge_04,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0015234135759672402
delta3d__feat3d__complex_physical__donor_partial_charge_max,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0014498211871376001
delta3d__feat3d__polyhedron__donor_angle_03_06_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0014188419265828479
delta3d__feat3d__complex_physical__donor_partial_charge_03,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0013939819071434355
base__ecfp_1271,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0013823887103814679
base__ecfp_739,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0013749126053411924
delta3d__feat3d__polyhedron_scalars__coreCN_max_donor_dist,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0013638669607691641
delta3d__feat3d__complex_physical__donor_partial_charge_05,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0013584104883877031
delta3d__feat3d__complex_physical__donor_partial_charge_09,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0012995241411954115
delta3d__feat3d__polyhedron_scalars__coreCN_donor_gap,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0012869958340759149
delta3d__feat3d__polyhedron__donor_angle_06_07_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0012456265731814627
base__ecfp_553,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.001238579623859084
delta3d__feat3d__polyhedron__donor_angle_07_08_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0012021048553569895
delta3d__feat3d__complex_physical__donor_partial_charge_std,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.001200384686809157
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_max,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0010150934951991635
base__ecfp_1951,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0009622159590812468
base__cond__diluent__kerosene_with_40_vol_1_octanol,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0009567794482848224
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_04,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0008375920540577384
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_min,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0008361503001185208
base__ecfp_1860,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0008329951281154209
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_mean,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0008154442224259408
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_06,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0008149802861604368
base__ecfp_794,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0007786813464690022
base__cond__acid__malonic_acid,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.000730517913336286
base__ecfp_599,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0007171177059976233
base__ecfp_283,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0006847254894760588
base__ecfp_294,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.000634026975105054
base__ecfp_273,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0005816036476426174
base__ecfp_978,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0005456040081057188
base__NumHAcceptors,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0005286130098867058
base__ecfp_670,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0005049834378418879
base__cond__diluent__1_4_diisopropylbenzene,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0004833584039232399
missingindicator_delta3d__feat3d__polyhedron__donor_angle_08_09_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00044721976925162166
base__ecfp_1238,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0004461963978237887
base__ecfp_438,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0004332683327162384
base__ecfp_192,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00041625659929924987
base__RingCount,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00041558221381780104
base__ecfp_207,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00040359305850744807
base__ecfp_1237,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00039940720617236147
base__ecfp_877,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0003957828603256528
base__ecfp_1652,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0003868574667135032
base__ecfp_1957,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00036782727146653977
base__ecfp_1847,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00035366683456617657
base__ecfp_1761,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00035340112732628085
delta3d__feat3d__polyhedron__donor_atomic_number_07,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0003292608729218175
base__ecfp_1598,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0003288864357187374
base__ecfp_334,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0003178028703724976
delta3d__feat3d__complex_physical__observed_donors_within_3p10A,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0003080786138825419
missingindicator_delta3d__feat3d__polyhedron__donor_atomic_number_09,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0002865975041495169
base__ecfp_298,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0002832867575226417
base__cond__diluent__1_2_dichloroethane,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0002802425508947807
base__ecfp_755,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0002691726648521643
base__ecfp_2004,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0002689303142861104
base__ecfp_1004,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00026384586716451366
base__ecfp_904,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0002552081839497154
missingindicator_delta3d__feat3d__polyhedron__donor_angle_03_09_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0002525278967122992
base__ecfp_1008,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00024507666894336847
base__ecfp_146,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0002317296978616608
missingindicator_delta3d__feat3d__polyhedron__ln_donor_distance_09,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00022870695288850512
base__ecfp_1142,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00021940426776280778
base__ecfp_695,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00021228770453447988
base__cond__diluent__chloroform,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00020237467093052358
base__ecfp_1544,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00020156757972753065
base__ecfp_603,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00020123681641002865
base__ecfp_406,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00020047517120753768
base__ecfp_381,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0001953690144910628
base__ecfp_1512,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00019513659798509728
base__ecfp_932,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00019303750697917597
base__ecfp_618,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00019243287965766553
base__ecfp_1180,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00017547860178191956
delta3d__feat3d__polyhedron__donor_atomic_number_06,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00017015476610518854
missingindicator_delta3d__feat3d__polyhedron__donor_angle_01_09_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0001661334733408495
base__ecfp_392,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00016399821905111093
base__ecfp_460,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00016110080524945892
base__ecfp_487,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00015051098836362518
base__cond__diluent__nitrobenzene,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0001472895564315298
base__ecfp_1328,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00014658492404274199
missingindicator_delta3d__feat3d__polyhedron__donor_angle_02_09_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00013788458602143525
missingindicator_delta3d__feat3d__polyhedron__donor_angle_04_09_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00013694898431017562
base__cond__acid__citric_acid,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00013464072933146854
base__ecfp_1218,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00013098250741374896
base__ecfp_114,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00013050574066436182
base__cond__acid__lactic_acid,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00012980806387264312
base__ecfp_205,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00012486508915715295
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_09,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0001190004066644938
base__ecfp_1642,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00011753235511309704
delta3d__feat3d__polyhedron__donor_atomic_number_08,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00010821711852603382
missingindicator_delta3d__feat3d__polyhedron__donor_angle_07_09_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00010344050466077197
base__ecfp_1269,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0001026041140754776
base__ecfp_1199,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,9.49115250310698e-05
base__ecfp_80,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,9.422961793307139e-05
base__ecfp_54,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,9.266167663058305e-05
missingindicator_delta3d__feat3d__polyhedron__donor_angle_06_09_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,8.919193353262277e-05
base__ecfp_1873,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,8.539854892180556e-05
base__ecfp_288,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,8.04703012960613e-05
base__ecfp_1380,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,7.99728831373157e-05
base__ecfp_1653,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,7.738460951129166e-05
base__cond__diluent__hydrogenated_tetrapropene,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,7.700515593026047e-05
base__NumAromaticRings,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,7.481072171526276e-05
base__ecfp_1589,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,7.22184982982287e-05
base__ecfp_1765,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,7.21757724335638e-05
base__ecfp_9,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,6.787549279745633e-05
base__ecfp_243,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,6.67987287837674e-05
base__ecfp_1420,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,6.246428443305251e-05
base__cond__diluent__1_octanol,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,6.146199224105759e-05
base__ecfp_1706,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,6.051500225235194e-05
base__cond__acid__tartaric_acid,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,6.021016114725217e-05
missingindicator_delta3d__feat3d__polyhedron__donor_angle_05_09_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,6.013081467300696e-05
base__ecfp_1750,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,5.976828854603058e-05
