global_model,adapter,policy,k,mae,n_ligands
GEN9_REL_MONOLITH,SERIES_MAP_LEVELONLY,MEDOID,2,0.5980650814434167,143
GEN9_REL_MONOLITH,SERIES_MAP_LEVELONLY,MEDOID,3,0.5760297779848979,140
GEN9_REL_MONOLITH,SERIES_MAP_LEVELONLY,MEDOID,5,0.575162558186937,99
GEN9_REL_MONOLITH,SERIES_MAP_NOSERIES,CENTRAL_THEN_SPREAD,1,0.63015227199747,143
GEN9_REL_MONOLITH,SERIES_MAP_NOSERIES,CENTRAL_THEN_SPREAD,2,0.6015498012014285,143
GEN9_REL_MONOLITH,SERIES_MAP_NOSERIES,CENTRAL_THEN_SPREAD,3,0.5871074842312133,140
GEN9_REL_MONOLITH,SERIES_MAP_NOSERIES,CENTRAL_THEN_SPREAD,5,0.6045553218157254,99
GEN9_REL_MONOLITH,SERIES_MAP_NOSERIES,D_OPTIMAL,1,0.865597574160022,143
GEN9_REL_MONOLITH,SERIES_MAP_NOSERIES,D_OPTIMAL,2,0.6306073832183192,143
GEN9_REL_MONOLITH,SERIES_MAP_NOSERIES,D_OPTIMAL,3,0.609905000577249,140
GEN9_REL_MONOLITH,SERIES_MAP_NOSERIES,D_OPTIMAL,5,0.6114185086582328,99
GEN9_REL_MONOLITH,SERIES_MAP_NOSERIES,MEDOID,1,0.63015227199747,143
GEN9_REL_MONOLITH,SERIES_MAP_NOSERIES,MEDOID,2,0.6053637461194683,143
GEN9_REL_MONOLITH,SERIES_MAP_NOSERIES,MEDOID,3,0.5876563282566903,140
GEN9_REL_MONOLITH,SERIES_MAP_NOSERIES,MEDOID,5,0.6054847824997671,99
GEN9_REL_MONOLITH,SERIES_ML,CENTRAL_THEN_SPREAD,1,0.63015227199747,143
GEN9_REL_MONOLITH,SERIES_ML,CENTRAL_THEN_SPREAD,2,0.5132178461485684,143
GEN9_REL_MONOLITH,SERIES_ML,CENTRAL_THEN_SPREAD,3,0.4557087917198228,140
GEN9_REL_MONOLITH,SERIES_ML,CENTRAL_THEN_SPREAD,5,0.43412606857658304,99
GEN9_REL_MONOLITH,SERIES_ML,D_OPTIMAL,1,0.865597574160022,143
GEN9_REL_MONOLITH,SERIES_ML,D_OPTIMAL,2,0.5371769152862753,143
GEN9_REL_MONOLITH,SERIES_ML,D_OPTIMAL,3,0.4774922299357427,140
GEN9_REL_MONOLITH,SERIES_ML,D_OPTIMAL,5,0.4358187837004989,99
GEN9_REL_MONOLITH,SERIES_ML,MEDOID,1,0.63015227199747,143
GEN9_REL_MONOLITH,SERIES_ML,MEDOID,2,0.5865475877907416,143
GEN9_REL_MONOLITH,SERIES_ML,MEDOID,3,0.5252146671161774,140
GEN9_REL_MONOLITH,SERIES_ML,MEDOID,5,0.5031089701717582,99
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,CENTRAL_THEN_SPREAD,1,0.63015227199747,143
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,CENTRAL_THEN_SPREAD,2,0.5234331042667755,143
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,CENTRAL_THEN_SPREAD,3,0.4693578513604766,140
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,CENTRAL_THEN_SPREAD,5,0.46188309162051777,99
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,D_OPTIMAL,1,0.865597574160022,143
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,D_OPTIMAL,2,0.5428447718446208,143
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,D_OPTIMAL,3,0.48708553436399515,140
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,D_OPTIMAL,5,0.46009185808199327,99
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,MEDOID,1,0.63015227199747,143
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,MEDOID,2,0.5951560405649816,143
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,MEDOID,3,0.5425767839922148,140
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,MEDOID,5,0.5358957264055985,99
GEN9_REL_MONOLITH,SLOPE_L_s1_K3,CENTRAL_THEN_SPREAD,1,0.6199394394879013,143
GEN9_REL_MONOLITH,SLOPE_L_s1_K3,CENTRAL_THEN_SPREAD,2,0.5308014706299407,143
GEN9_REL_MONOLITH,SLOPE_L_s1_K3,CENTRAL_THEN_SPREAD,3,0.4794940025385192,140
GEN9_REL_MONOLITH,SLOPE_L_s1_K3,CENTRAL_THEN_SPREAD,5,0.46774426448101103,99
GEN9_REL_MONOLITH,SLOPE_L_s1_K3,D_OPTIMAL,1,0.8418968627197984,143
GEN9_REL_MONOLITH,SLOPE_L_s1_K3,D_OPTIMAL,2,0.5477359648551512,143
GEN9_REL_MONOLITH,SLOPE_L_s1_K3,D_OPTIMAL,3,0.49575674598545477,140
GEN9_REL_MONOLITH,SLOPE_L_s1_K3,D_OPTIMAL,5,0.4674988587972319,99
GEN9_REL_MONOLITH,SLOPE_L_s1_K3,MEDOID,1,0.6199394394879013,143
GEN9_REL_MONOLITH,SLOPE_L_s1_K3,MEDOID,2,0.5881981688800668,143
GEN9_REL_MONOLITH,SLOPE_L_s1_K3,MEDOID,3,0.5450418843025224,140
GEN9_REL_MONOLITH,SLOPE_L_s1_K3,MEDOID,5,0.537464887857582,99
GEN9_REL_MONOLITH,ZERO_SHOT,CENTRAL_THEN_SPREAD,1,0.9959303212615686,143
GEN9_REL_MONOLITH,ZERO_SHOT,CENTRAL_THEN_SPREAD,2,0.9959303212615686,143
GEN9_REL_MONOLITH,ZERO_SHOT,CENTRAL_THEN_SPREAD,3,1.000224661023479,140
GEN9_REL_MONOLITH,ZERO_SHOT,CENTRAL_THEN_SPREAD,5,1.0651898881419934,99
GEN9_REL_MONOLITH,ZERO_SHOT,D_OPTIMAL,1,0.9959303212615686,143
GEN9_REL_MONOLITH,ZERO_SHOT,D_OPTIMAL,2,0.9959303212615686,143
GEN9_REL_MONOLITH,ZERO_SHOT,D_OPTIMAL,3,1.000224661023479,140
GEN9_REL_MONOLITH,ZERO_SHOT,D_OPTIMAL,5,1.0651898881419934,99
GEN9_REL_MONOLITH,ZERO_SHOT,MEDOID,1,0.9959303212615686,143
GEN9_REL_MONOLITH,ZERO_SHOT,MEDOID,2,0.9959303212615686,143
GEN9_REL_MONOLITH,ZERO_SHOT,MEDOID,3,1.000224661023479,140
GEN9_REL_MONOLITH,ZERO_SHOT,MEDOID,5,1.0651898881419934,99
GEN9_REL_MONOLITH,ZERO_SHOT_REF,NONE,0,0.9959303212615686,143
GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED,CENTRAL_THEN_SPREAD,1,0.7538848498932323,143
GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED,CENTRAL_THEN_SPREAD,2,0.6178749916954337,143
GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED,CENTRAL_THEN_SPREAD,3,0.5392852737342606,140
GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED,CENTRAL_THEN_SPREAD,5,0.5191199199517904,99
GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED,D_OPTIMAL,1,1.0636892959958917,143
GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED,D_OPTIMAL,2,0.6825644627491755,143
GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED,D_OPTIMAL,3,0.5815156022922564,140
GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED,D_OPTIMAL,5,0.5533122148454758,99
GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED,MEDOID,1,0.7538848498932323,143
GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED,MEDOID,2,0.6981585258122832,143
GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED,MEDOID,3,0.6238363810167294,140
GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED,MEDOID,5,0.6217730265965451,99
GEN9_SHAPE_RECOMPOSED,NO_MODEL,CENTRAL_THEN_SPREAD,1,0.7538848498932323,143
GEN9_SHAPE_RECOMPOSED,NO_MODEL,CENTRAL_THEN_SPREAD,2,0.7281122188801588,143
GEN9_SHAPE_RECOMPOSED,NO_MODEL,CENTRAL_THEN_SPREAD,3,0.7172105407461676,140
GEN9_SHAPE_RECOMPOSED,NO_MODEL,CENTRAL_THEN_SPREAD,5,0.7615849126435005,99
GEN9_SHAPE_RECOMPOSED,NO_MODEL,D_OPTIMAL,1,1.0636892959958917,143
GEN9_SHAPE_RECOMPOSED,NO_MODEL,D_OPTIMAL,2,0.7561055897239792,143
GEN9_SHAPE_RECOMPOSED,NO_MODEL,D_OPTIMAL,3,0.74581503755955,140
GEN9_SHAPE_RECOMPOSED,NO_MODEL,D_OPTIMAL,5,0.7761169849969408,99
GEN9_SHAPE_RECOMPOSED,NO_MODEL,MEDOID,1,0.7538848498932323,143
GEN9_SHAPE_RECOMPOSED,NO_MODEL,MEDOID,2,0.7318114593322019,143
GEN9_SHAPE_RECOMPOSED,NO_MODEL,MEDOID,3,0.7192407977421663,140
GEN9_SHAPE_RECOMPOSED,NO_MODEL,MEDOID,5,0.7657437731812652,99
GEN9_SHAPE_RECOMPOSED,OFFSET_K1,CENTRAL_THEN_SPREAD,1,0.6310880648872855,143
GEN9_SHAPE_RECOMPOSED,OFFSET_K1,CENTRAL_THEN_SPREAD,2,0.5993774425151784,143
GEN9_SHAPE_RECOMPOSED,OFFSET_K1,CENTRAL_THEN_SPREAD,3,0.584398361469161,140
GEN9_SHAPE_RECOMPOSED,OFFSET_K1,CENTRAL_THEN_SPREAD,5,0.5943048948700314,99
GEN9_SHAPE_RECOMPOSED,OFFSET_K1,D_OPTIMAL,1,0.8431967626956909,143
GEN9_SHAPE_RECOMPOSED,OFFSET_K1,D_OPTIMAL,2,0.62201865261359,143
GEN9_SHAPE_RECOMPOSED,OFFSET_K1,D_OPTIMAL,3,0.6057030500233646,140
GEN9_SHAPE_RECOMPOSED,OFFSET_K1,D_OPTIMAL,5,0.6016775103087725,99
GEN9_SHAPE_RECOMPOSED,OFFSET_K1,MEDOID,1,0.6310880648872855,143
GEN9_SHAPE_RECOMPOSED,OFFSET_K1,MEDOID,2,0.6026441639041983,143
GEN9_SHAPE_RECOMPOSED,OFFSET_K1,MEDOID,3,0.5848205549122728,140
GEN9_SHAPE_RECOMPOSED,OFFSET_K1,MEDOID,5,0.5936669471494052,99
GEN9_SHAPE_RECOMPOSED,OFFSET_K2,CENTRAL_THEN_SPREAD,1,0.6310880648872855,143
GEN9_SHAPE_RECOMPOSED,OFFSET_K2,CENTRAL_THEN_SPREAD,2,0.5740844007108284,143
GEN9_SHAPE_RECOMPOSED,OFFSET_K2,CENTRAL_THEN_SPREAD,3,0.5456680121010898,140
GEN9_SHAPE_RECOMPOSED,OFFSET_K2,CENTRAL_THEN_SPREAD,5,0.5335982120096423,99
GEN9_SHAPE_RECOMPOSED,OFFSET_K2,D_OPTIMAL,1,0.8431967626956909,143
GEN9_SHAPE_RECOMPOSED,OFFSET_K2,D_OPTIMAL,2,0.5927282253940334,143
GEN9_SHAPE_RECOMPOSED,OFFSET_K2,D_OPTIMAL,3,0.5620005827102362,140
GEN9_SHAPE_RECOMPOSED,OFFSET_K2,D_OPTIMAL,5,0.5328146395614537,99
GEN9_SHAPE_RECOMPOSED,OFFSET_K2,MEDOID,1,0.6310880648872855,143
GEN9_SHAPE_RECOMPOSED,OFFSET_K2,MEDOID,2,0.6007715227636354,143
GEN9_SHAPE_RECOMPOSED,OFFSET_K2,MEDOID,3,0.5750003423823585,140
GEN9_SHAPE_RECOMPOSED,OFFSET_K2,MEDOID,5,0.556443373587923,99
GEN9_SHAPE_RECOMPOSED,OFFSET_K3,CENTRAL_THEN_SPREAD,1,0.6310880648872855,143
GEN9_SHAPE_RECOMPOSED,OFFSET_K3,CENTRAL_THEN_SPREAD,2,0.5447314212909511,143
GEN9_SHAPE_RECOMPOSED,OFFSET_K3,CENTRAL_THEN_SPREAD,3,0.49154096428455724,140
GEN9_SHAPE_RECOMPOSED,OFFSET_K3,CENTRAL_THEN_SPREAD,5,0.47885150752550726,99
GEN9_SHAPE_RECOMPOSED,OFFSET_K3,D_OPTIMAL,1,0.8431967626956909,143
GEN9_SHAPE_RECOMPOSED,OFFSET_K3,D_OPTIMAL,2,0.5541671743384909,143
GEN9_SHAPE_RECOMPOSED,OFFSET_K3,D_OPTIMAL,3,0.507521932197272,140
GEN9_SHAPE_RECOMPOSED,OFFSET_K3,D_OPTIMAL,5,0.47736581804072165,99
GEN9_SHAPE_RECOMPOSED,OFFSET_K3,MEDOID,1,0.6310880648872855,143
GEN9_SHAPE_RECOMPOSED,OFFSET_K3,MEDOID,2,0.5961572066245808,143
GEN9_SHAPE_RECOMPOSED,OFFSET_K3,MEDOID,3,0.5533984260261886,140
GEN9_SHAPE_RECOMPOSED,OFFSET_K3,MEDOID,5,0.5422677824213566,99
GEN9_SHAPE_RECOMPOSED,SERIES_FIXED,CENTRAL_THEN_SPREAD,1,0.6310880648872855,143
GEN9_SHAPE_RECOMPOSED,SERIES_FIXED,CENTRAL_THEN_SPREAD,2,0.5424892789359403,143
GEN9_SHAPE_RECOMPOSED,SERIES_FIXED,CENTRAL_THEN_SPREAD,3,0.486789008363596,140
GEN9_SHAPE_RECOMPOSED,SERIES_FIXED,CENTRAL_THEN_SPREAD,5,0.46426819434539424,99
GEN9_SHAPE_RECOMPOSED,SERIES_FIXED,D_OPTIMAL,1,0.8431967626956909,143
GEN9_SHAPE_RECOMPOSED,SERIES_FIXED,D_OPTIMAL,2,0.5533770120675546,143
GEN9_SHAPE_RECOMPOSED,SERIES_FIXED,D_OPTIMAL,3,0.5039366321913311,140
GEN9_SHAPE_RECOMPOSED,SERIES_FIXED,D_OPTIMAL,5,0.46382599909801026,99
GEN9_SHAPE_RECOMPOSED,SERIES_FIXED,MEDOID,1,0.6310880648872855,143
GEN9_SHAPE_RECOMPOSED,SERIES_FIXED,MEDOID,2,0.5930065447374522,143
GEN9_SHAPE_RECOMPOSED,SERIES_FIXED,MEDOID,3,0.5475280113858629,140
GEN9_SHAPE_RECOMPOSED,SERIES_FIXED,MEDOID,5,0.525754685599258,99
GEN9_SHAPE_RECOMPOSED,SERIES_INNER,CENTRAL_THEN_SPREAD,1,0.6310880648872855,143
GEN9_SHAPE_RECOMPOSED,SERIES_INNER,CENTRAL_THEN_SPREAD,2,0.534950108283962,143
GEN9_SHAPE_RECOMPOSED,SERIES_INNER,CENTRAL_THEN_SPREAD,3,0.5231015888468116,140
GEN9_SHAPE_RECOMPOSED,SERIES_INNER,CENTRAL_THEN_SPREAD,5,0.4650778592530279,99
GEN9_SHAPE_RECOMPOSED,SERIES_INNER,D_OPTIMAL,1,0.8431967626956909,143
GEN9_SHAPE_RECOMPOSED,SERIES_INNER,D_OPTIMAL,2,0.5464000330501206,143
GEN9_SHAPE_RECOMPOSED,SERIES_INNER,D_OPTIMAL,3,0.5429860681164007,140
GEN9_SHAPE_RECOMPOSED,SERIES_INNER,D_OPTIMAL,5,0.46259300523293473,99
GEN9_SHAPE_RECOMPOSED,SERIES_INNER,MEDOID,1,0.6310880648872855,143
GEN9_SHAPE_RECOMPOSED,SERIES_INNER,MEDOID,2,0.5886088335678811,143
GEN9_SHAPE_RECOMPOSED,SERIES_INNER,MEDOID,3,0.55872936723939,140
GEN9_SHAPE_RECOMPOSED,SERIES_INNER,MEDOID,5,0.5210910792931459,99
GEN9_SHAPE_RECOMPOSED,SERIES_MAP,CENTRAL_THEN_SPREAD,1,0.6310880648872855,143
GEN9_SHAPE_RECOMPOSED,SERIES_MAP,CENTRAL_THEN_SPREAD,2,0.5914812280659696,143
GEN9_SHAPE_RECOMPOSED,SERIES_MAP,CENTRAL_THEN_SPREAD,3,0.5660488981861401,140
GEN9_SHAPE_RECOMPOSED,SERIES_MAP,CENTRAL_THEN_SPREAD,5,0.5572251343914435,99
GEN9_SHAPE_RECOMPOSED,SERIES_MAP,D_OPTIMAL,1,0.8431967626956909,143
GEN9_SHAPE_RECOMPOSED,SERIES_MAP,D_OPTIMAL,2,0.6161622255238105,143
GEN9_SHAPE_RECOMPOSED,SERIES_MAP,D_OPTIMAL,3,0.5908828847889885,140
GEN9_SHAPE_RECOMPOSED,SERIES_MAP,D_OPTIMAL,5,0.5658430186097196,99
GEN9_SHAPE_RECOMPOSED,SERIES_MAP,MEDOID,1,0.6310880648872855,143
GEN9_SHAPE_RECOMPOSED,SERIES_MAP,MEDOID,2,0.5957587792348241,143
GEN9_SHAPE_RECOMPOSED,SERIES_MAP,MEDOID,3,0.5727422354127842,140
GEN9_SHAPE_RECOMPOSED,SERIES_MAP,MEDOID,5,0.5614973490357318,99
GEN9_SHAPE_RECOMPOSED,SERIES_MAP_LEVELONLY,CENTRAL_THEN_SPREAD,1,0.6310880648872855,143
GEN9_SHAPE_RECOMPOSED,SERIES_MAP_LEVELONLY,CENTRAL_THEN_SPREAD,2,0.5925294425490847,143
GEN9_SHAPE_RECOMPOSED,SERIES_MAP_LEVELONLY,CENTRAL_THEN_SPREAD,3,0.5679683054188986,140
GEN9_SHAPE_RECOMPOSED,SERIES_MAP_LEVELONLY,CENTRAL_THEN_SPREAD,5,0.560222234562002,99
GEN9_SHAPE_RECOMPOSED,SERIES_MAP_LEVELONLY,D_OPTIMAL,1,0.8431967626956909,143
GEN9_SHAPE_RECOMPOSED,SERIES_MAP_LEVELONLY,D_OPTIMAL,2,0.6176430311510753,143
