adapter,policy,k,mae,n_ligands,offset,shape_mae,spearman
OFFSET_K2,RANDOM,3,0.5852521399199587,140,0.3651830056648743,0.4564735045660502,0.4963406691572886
SLOPE_L_s05_K3,RANDOM,2,0.5870225597405384,143,0.41221624000581186,0.43304034358245563,0.5135707393010687
NEAREST_OBSERVED,RANDOM,3,0.5889279207130579,140,0.3775865668566888,0.4929326537345037,0.5028845329327867
SLOPE_LHM_s05_K3,RANDOM,3,0.589774029451198,140,0.3819169600193913,0.45635360439120987,0.4337339830695678
SLOPE_L_s1_K1,MEDOID,3,0.590376074911244,140,0.38158802551970067,0.4669263278449774,0.45198178432816805
SLOPE_L_s05_K1,MEDOID,3,0.5937514653595365,140,0.3839711763011247,0.4693331150363937,0.4504453061899189
OFFSET_K2,MEDOID,3,0.595177334713556,140,0.3861789498141792,0.47109556820696097,0.459128181065672
OFFSET_K3,RANDOM,2,0.5983510778120484,143,0.41806052548867606,0.4425576237310821,0.4935134373852401
SLOPE_LH_s05_K3,MEDOID,3,0.6001225278873416,140,0.3975449453436245,0.4728492466355556,0.4512890765884753
SLOPE_L_s1_K3,MEDOID,2,0.6006378274644466,143,0.4161710965207219,0.45404879931369485,0.4679808738033302
SLOPE_L_s1_K1,RANDOM,3,0.6023910675186759,140,0.37553080160469987,0.4669263278449774,0.45198178432816805
SLOPE_L_s05_K3,MEDOID,2,0.6040984050486403,143,0.4192914729801008,0.4564329480825577,0.4669100731910761
SLOPE_L_s05_K1,RANDOM,3,0.6047901841027745,140,0.3766071920298943,0.4693331150363937,0.4504453061899189
OFFSET_K1,MEDOID,3,0.6067286789426453,140,0.3923189221634049,0.4800889751402574,0.43026582846849104
SLOPE_LH_s05_K1,MEDOID,5,0.6068717844755919,99,0.34339883981736313,0.5254603937923634,0.4318837688503131
SLOPE_L_s1_K1,MEDOID,2,0.6076063713626273,143,0.4200441474588574,0.45919223533044995,0.45198178432816805
SLOPE_L_s1_K1,MEDOID,5,0.6076469838814175,99,0.33528386573817914,0.5272198208331079,0.41831564938230875
SLOPE_LH_s05_K1,RANDOM,5,0.60981960528892,99,0.31386324313467306,0.5254603937923634,0.4318837688503131
SLOPE_L_s05_K1,MEDOID,2,0.6105821302511529,143,0.4227670596041612,0.46154853048288547,0.4504453061899189
SLOPE_L_s05_K1,MEDOID,5,0.6106860778279558,99,0.33990122976347725,0.5297803396124432,0.4171008724925506
SLOPE_L_s1_K1,RANDOM,5,0.6127806227712135,99,0.3147556448669322,0.5272198208331079,0.41831564938230875
SLOPE_L_s05_K1,RANDOM,5,0.6146820625756961,99,0.31453333311748555,0.5297803396124432,0.4171008724925506
OFFSET_K1,RANDOM,3,0.6162227315031253,140,0.38203583542796976,0.4800889751402574,0.43026582846849104
OFFSET_K3,MEDOID,2,0.6174107974547157,143,0.4284870875859745,0.466808920873647,0.4473485109489663
NEAREST_OBSERVED,MEDOID,5,0.6217730265965451,99,0.35767506658584447,0.566192883218579,0.4478158246552923
OFFSET_K2,MEDOID,2,0.6218482447344944,143,0.4306156007774942,0.4702703362998654,0.437042567402759
SLOPE_LHM_s05_K3,MEDOID,3,0.6229390253071428,140,0.40964285360750874,0.4905932066558736,0.3624679651871828
SLOPE_LHM_s1_K3,MEDOID,5,0.6234218949291094,99,0.35827793729269664,0.5425764554412174,0.3878337336402816
NEAREST_OBSERVED,MEDOID,3,0.6238363810167294,140,0.4139148039147982,0.5175822567044399,0.4436573054420069
OFFSET_K1,MEDOID,2,0.62384938344272,143,0.4316354376925446,0.47207874317198284,0.43026582846849104
OFFSET_K2,RANDOM,2,0.6252193995990294,143,0.4339742976559103,0.4594219549618619,0.46505797548969663
OFFSET_K1,MEDOID,5,0.6253502061741872,99,0.3487404275644943,0.5434224256528417,0.39366239799936853
SLOPE_L_s1_K1,RANDOM,2,0.6264330400806221,143,0.43435236165249297,0.45919223533044995,0.45198178432816805
SLOPE_L_s05_K1,RANDOM,2,0.627941775655715,143,0.43424541490549884,0.46154853048288547,0.4504453061899189
OFFSET_K1,RANDOM,5,0.6282295111176981,99,0.31801825309187204,0.5434224256528417,0.39366239799936853
SLOPE_LH_s1_K1,MEDOID,5,0.6295833551653713,99,0.35915743051860954,0.5458461308427004,0.4335890356439089
SLOPE_LH_s05_K3,RANDOM,2,0.6314749047707259,143,0.44500152757832107,0.4638881324445035,0.4455810236470448
SLOPE_L_s1_K1,MEDOID,1,0.6329026202836592,143,0.4618068091765062,0.45919223533044995,0.45198178432816805
SLOPE_L_s1_K3,MEDOID,1,0.6329026202836592,143,0.4618068091765062,0.45919223533044995,0.45198179045978437
SLOPE_LH_s1_K1,RANDOM,5,0.6337668918225293,99,0.32849029704781313,0.5458461308427005,0.4335890356439089
SLOPE_L_s05_K1,MEDOID,1,0.6351838000210348,143,0.46186860326799484,0.46154853048288547,0.4504453061899189
SLOPE_L_s05_K3,MEDOID,1,0.6351838000210348,143,0.46186860326799484,0.46154853048288547,0.45044531232471924
SLOPE_LHM_s05_K1,MEDOID,5,0.6383291318316242,99,0.3593893500655389,0.5498549666926495,0.3313898913596513
SLOPE_LHM_s05_K1,RANDOM,5,0.6396309717365517,99,0.3294991819106765,0.5498549666926495,0.3313898913596513
OFFSET_K1,RANDOM,2,0.6398054726822178,143,0.440545721653665,0.47207874317198284,0.43026582846849104
OFFSET_K1,MEDOID,1,0.648454039599939,143,0.4705851575438406,0.47207874317198284,0.43026582846849104
OFFSET_K3,MEDOID,1,0.648454039599939,143,0.4705851575438406,0.47207874317198284,0.4302658344612855
OFFSET_K2,MEDOID,1,0.648454039599939,143,0.4705851575438406,0.47207874317198284,0.43026582846849104
SLOPE_LH_s05_K1,MEDOID,3,0.6501776347129761,140,0.4261305571919066,0.5084754427272308,0.38838793790428977
SLOPE_LH_s1_K3,RANDOM,3,0.6502112487970356,140,0.42811398341811424,0.49922099670607817,0.47818281914420735
SLOPE_LHM_s05_K3,RANDOM,2,0.6556731011709527,143,0.46140338020816796,0.481180676859441,0.3666855077261611
SLOPE_LH_s05_K1,RANDOM,3,0.6634037385460235,140,0.4204847500158096,0.5084754427272308,0.38838793790428977
SLOPE_LH_s05_K3,MEDOID,2,0.6653276326814923,143,0.4718080287054299,0.49321319531243807,0.39470481937081464
NEAREST_OBSERVED,RANDOM,2,0.6719450572324007,143,0.47549627879229545,0.5172248212849271,0.4180653228144937
SLOPE_LH_s05_K1,MEDOID,2,0.6747395022905336,143,0.4774925758379527,0.49986969045992874,0.38838793790428977
SLOPE_LHM_s05_K1,MEDOID,3,0.6772580654959429,140,0.4409004396600935,0.529437977629328,0.3038067696113623
SLOPE_LH_s1_K3,MEDOID,3,0.6821451659483343,140,0.4559598281379305,0.532572714708401,0.4278760325100521
SLOPE_LH_s05_K1,RANDOM,2,0.6830374397178587,143,0.4739021570177315,0.49986969045992874,0.38838793790428977
SLOPE_LHM_s05_K1,RANDOM,3,0.6902588744368472,140,0.43650269110218465,0.529437977629328,0.3038067696113623
SLOPE_LHM_s05_K3,MEDOID,2,0.6917597125048524,143,0.4875201380420471,0.5134428373002535,0.30875741658657524
SLOPE_LH_s05_K3,MEDOID,1,0.693605644179182,143,0.5052999607564449,0.49986969045992874,0.38838793790428977
SLOPE_LH_s05_K1,MEDOID,1,0.693605644179182,143,0.5052999607564449,0.49986969045992874,0.38838793790428977
NEAREST_OBSERVED,MEDOID,2,0.6981585258122832,143,0.49127731404988945,0.5359715238546036,0.35090533377815036
SLOPE_LHM_s05_K1,MEDOID,2,0.7022769974976129,143,0.49386032672057617,0.5209963599456265,0.3038067696113623
SLOPE_LHM_s1_K3,RANDOM,3,0.7035510396361866,140,0.4607509653580414,0.5393343920782043,0.3567881789658849
SLOPE_L_s1_K3,RANDOM,1,0.7075548333407111,143,0.5727378508427449,0.45919223533044995,0.45198889460983377
SLOPE_L_s1_K1,RANDOM,1,0.7075548333407111,143,0.5727378508427449,0.45919223533044995,0.45198178432816805
SLOPE_L_s05_K1,RANDOM,1,0.7092598665461516,143,0.572529037711825,0.46154853048288547,0.4504453061899189
SLOPE_L_s05_K3,RANDOM,1,0.7092598665461516,143,0.572529037711825,0.46154853048288547,0.45045241647545403
SLOPE_LHM_s05_K1,RANDOM,2,0.7122240839624525,143,0.4932864184817462,0.5209963599456265,0.3038067696113623
NO_MODEL,MEDOID,3,0.7192407977421663,140,0.45714949070395666,0.5767709937978235,
SLOPE_LHM_s1_K1,MEDOID,5,0.7195226847971752,99,0.40777476110380817,0.6164498558672044,0.29298782704602516
SLOPE_LHM_s1_K1,RANDOM,5,0.719761904719398,99,0.3742306423925515,0.6164498558672044,0.29298782704602516
SLOPE_LHM_s05_K1,MEDOID,1,0.7214307168208857,143,0.5215001999915393,0.5209963599456265,0.3038067696113623
SLOPE_LHM_s05_K3,MEDOID,1,0.7214307168208857,143,0.5215001999915393,0.5209963599456265,0.3038067696113623
OFFSET_K2,RANDOM,1,0.7231899498047505,143,0.5828443431305679,0.47207874317198284,0.43027281191403305
OFFSET_K1,RANDOM,1,0.7231899498047505,143,0.5828443431305679,0.47207874317198284,0.43026582846849104
OFFSET_K3,RANDOM,1,0.7231899498047505,143,0.5828443431305679,0.47207874317198284,0.4302729395923791
SLOPE_LH_s1_K3,RANDOM,2,0.7250387166331516,143,0.5119777426763528,0.5309931098059887,0.4356928424120281
NO_MODEL,RANDOM,3,0.7293150496401231,140,0.44497798575487,0.5767709937978235,
NO_MODEL,MEDOID,2,0.7318114593322019,143,0.4961961580735121,0.5658756496902655,
SLOPE_LHM_s1_K3,MEDOID,3,0.7460816750255388,140,0.4899804966159052,0.5836514195659839,0.29596124733705426
NO_MODEL,RANDOM,2,0.7538060274474901,143,0.5116581994103008,0.5658756496902655,
NEAREST_OBSERVED,MEDOID,1,0.7538848498932323,143,0.5345829927170395,0.5658756496902655,
NO_MODEL,MEDOID,1,0.7538848498932323,143,0.5345829927170395,0.5658756496902655,
SLOPE_LH_s1_K1,MEDOID,3,0.7622524885452389,140,0.5008597102555056,0.5906303573446025,0.3899394305966124
NO_MODEL,MEDOID,5,0.7657437731812652,99,0.4192561496141663,0.6655962564241901,
NO_MODEL,RANDOM,5,0.7687039885593794,99,0.3865663134388471,0.6655962564241901,
SLOPE_LH_s05_K3,RANDOM,1,0.7748878467872108,143,0.6181234478001346,0.49986969045992874,0.3883950450616847
SLOPE_LH_s05_K1,RANDOM,1,0.7748878467872108,143,0.6181234478001346,0.49986969045992874,0.38838793790428977
SLOPE_LH_s1_K3,MEDOID,2,0.7751715975789204,143,0.560872281965148,0.5707216588628035,0.3955452455596449
SLOPE_LH_s1_K1,RANDOM,3,0.7776608128660545,140,0.4955558873802171,0.5906303573446025,0.3899394305966124
SLOPE_LH_s1_K1,MEDOID,2,0.7901788956592651,143,0.5705870591145236,0.580301075400013,0.3899394305966124
SLOPE_LHM_s1_K3,RANDOM,2,0.7936813450390199,143,0.5582111527820378,0.5800533349627545,0.30906942349003996
SLOPE_LH_s1_K1,RANDOM,2,0.7956551682289297,143,0.5538890623655297,0.580301075400013,0.3899394305966124
SLOPE_LH_s1_K3,MEDOID,1,0.8090429793926167,143,0.5916093758646888,0.580301075400013,0.3899394305966124
SLOPE_LH_s1_K1,MEDOID,1,0.8090429793926167,143,0.5916093758646888,0.580301075400013,0.3899394305966124
SLOPE_LHM_s05_K1,RANDOM,1,0.8094419535392601,143,0.6443415429039944,0.5209963599456265,0.3038067696113623
SLOPE_LHM_s05_K3,RANDOM,1,0.8094419535392601,143,0.6443415429039944,0.5209963599456265,0.3038067696113623
SLOPE_LHM_s1_K1,MEDOID,3,0.8371632627709181,140,0.5418802278462984,0.6500906558013483,0.270604618550127
NEAREST_OBSERVED,RANDOM,1,0.84589642363874,143,0.6813933688780722,0.5658756496902655,
NO_MODEL,RANDOM,1,0.84589642363874,143,0.6813933688780722,0.5658756496902655,
SLOPE_LHM_s1_K3,MEDOID,2,0.8484405855650949,143,0.6033640862008308,0.6281939374401415,0.27333169857983236
SLOPE_LHM_s1_K1,RANDOM,3,0.8545849980823389,140,0.5428934327615611,0.6500906558013483,0.270604618550127
SLOPE_LHM_s1_K1,MEDOID,2,0.8664885731573593,143,0.6148349185673174,0.6397668799356399,0.270604618550127
SLOPE_LHM_s1_K1,RANDOM,2,0.8771252495100309,143,0.6082111992056453,0.6397668799356399,0.270604618550127
SLOPE_LHM_s1_K3,MEDOID,1,0.8845177160995048,143,0.6343381606844571,0.6397668799356399,0.270604618550127
SLOPE_LHM_s1_K1,MEDOID,1,0.8845177160995048,143,0.6343381606844571,0.6397668799356399,0.270604618550127
SLOPE_LH_s1_K1,RANDOM,1,0.9075331789714733,143,0.716915792488324,0.580301075400013,0.3899394305966124
SLOPE_LH_s1_K3,RANDOM,1,0.9075331789714733,143,0.716915792488324,0.580301075400013,0.3899465366283556
SLOPE_L_s1,RANDOM,2,0.9881778520680115,143,0.833288501878484,0.45919223533044995,0.45198178432816805
SLOPE_L_s1,RANDOM,1,0.9881778520680115,143,0.833288501878484,0.45919223533044995,0.45198178432816805
SLOPE_L_s1,MEDOID,1,0.9881778520680115,143,0.833288501878484,0.45919223533044995,0.45198178432816805
SLOPE_L_s1,MEDOID,2,0.9881778520680115,143,0.833288501878484,0.45919223533044995,0.45198178432816805
SLOPE_L_s05,RANDOM,1,0.9905555856272148,143,0.8328355927378928,0.46154853048288547,0.4504453061899189
SLOPE_L_s05,RANDOM,2,0.9905555856272148,143,0.8328355927378928,0.46154853048288547,0.4504453061899189
SLOPE_L_s05,MEDOID,2,0.9905555856272148,143,0.8328355927378928,0.46154853048288547,0.4504453061899189
SLOPE_L_s05,MEDOID,1,0.9905555856272148,143,0.8328355927378928,0.46154853048288547,0.4504453061899189
SLOPE_L_s1,RANDOM,3,0.9920360673182007,140,0.8338855798987815,0.4669263278449774,0.45198178432816805
SLOPE_L_s1,MEDOID,3,0.9920360673182007,140,0.8338855798987815,0.4669263278449774,0.45198178432816805
SLOPE_L_s05,RANDOM,3,0.9944647523108153,140,0.8334229655623203,0.4693331150363937,0.4504453061899189
SLOPE_L_s05,MEDOID,3,0.9944647523108153,140,0.8334229655623203,0.4693331150363937,0.4504453061899189
ZERO_SHOT,MEDOID,1,0.994987794041208,143,0.8325950251901757,0.47207874317198284,0.43026582846849104
ZERO_SHOT,MEDOID,2,0.994987794041208,143,0.8325950251901757,0.47207874317198284,0.43026582846849104
ZERO_SHOT,RANDOM,1,0.994987794041208,143,0.8325950251901757,0.47207874317198284,0.43026582846849104
ZERO_SHOT,RANDOM,2,0.994987794041208,143,0.8325950251901757,0.47207874317198284,0.43026582846849104
ZERO_SHOT_REF,NONE,0,0.994987794041208,143,0.8325950251901757,0.47207874317198284,0.43026582846849104
ZERO_SHOT,RANDOM,3,0.9989919366193941,140,0.8331772429957237,0.4800889751402574,0.43026582846849104
ZERO_SHOT,MEDOID,3,0.9989919366193941,140,0.8331772429957237,0.4800889751402574,0.43026582846849104
SLOPE_LHM_s1_K1,RANDOM,1,1.0029074744680513,143,0.787952114930056,0.6397668799356399,0.270604618550127
SLOPE_LHM_s1_K3,RANDOM,1,1.0029074744680513,143,0.787952114930056,0.6397668799356399,0.270604618550127
SLOPE_LH_s05,RANDOM,1,1.022178145450728,143,0.8425513635830522,0.49986969045992874,0.38838793790428977
SLOPE_LH_s05,RANDOM,2,1.022178145450728,143,0.8425513635830522,0.49986969045992874,0.38838793790428977
SLOPE_LH_s05,MEDOID,2,1.022178145450728,143,0.8425513635830522,0.49986969045992874,0.38838793790428977
SLOPE_LH_s05,MEDOID,1,1.022178145450728,143,0.8425513635830522,0.49986969045992874,0.38838793790428977
SLOPE_LH_s05,RANDOM,3,1.0267649384162612,140,0.8433469314970189,0.5084754427272308,0.38838793790428977
SLOPE_LH_s05,MEDOID,3,1.0267649384162612,140,0.8433469314970189,0.5084754427272308,0.38838793790428977
SLOPE_LHM_s05,MEDOID,2,1.0323613143272925,143,0.844104067680711,0.5209963599456265,0.3038067696113623
SLOPE_LHM_s05,MEDOID,1,1.0323613143272925,143,0.844104067680711,0.5209963599456265,0.3038067696113623
SLOPE_LHM_s05,RANDOM,1,1.0323613143272925,143,0.844104067680711,0.5209963599456265,0.3038067696113623
SLOPE_LHM_s05,RANDOM,2,1.0323613143272925,143,0.844104067680711,0.5209963599456265,0.3038067696113623
SLOPE_LHM_s05,MEDOID,3,1.0371663180544661,140,0.8449329078253418,0.529437977629328,0.3038067696113623
SLOPE_LHM_s05,RANDOM,3,1.0371663180544661,140,0.8449329078253418,0.529437977629328,0.3038067696113623
SLOPE_LH_s05,RANDOM,5,1.051960252071558,99,0.8645963306004621,0.5254603937923634,0.4318837688503131
SLOPE_LH_s05,MEDOID,5,1.051960252071558,99,0.8645963306004621,0.5254603937923634,0.4318837688503131
SLOPE_L_s1,RANDOM,5,1.052288145232052,99,0.8637160804977189,0.5272198208331079,0.41831564938230875
SLOPE_L_s1,MEDOID,5,1.052288145232052,99,0.8637160804977189,0.5272198208331079,0.41831564938230875
SLOPE_L_s05,MEDOID,5,1.0550573082524473,99,0.8633858244869473,0.5297803396124432,0.4171008724925506
SLOPE_L_s05,RANDOM,5,1.0550573082524473,99,0.8633858244869473,0.5297803396124432,0.4171008724925506
ZERO_SHOT,RANDOM,5,1.0605303772612387,99,0.8632441383335447,0.5434224256528417,0.39366239799936853
ZERO_SHOT,MEDOID,5,1.0605303772612387,99,0.8632441383335447,0.5434224256528417,0.39366239799936853
SLOPE_LHM_s05,RANDOM,5,1.0635492240129085,99,0.8660500251811668,0.5498549666926495,0.3313898913596513
SLOPE_LHM_s05,MEDOID,5,1.0635492240129085,99,0.8660500251811668,0.5498549666926495,0.3313898913596513
SLOPE_LH_s1,RANDOM,5,1.073119975135758,99,0.8683928208698756,0.5458461308427005,0.4335890356439089
SLOPE_LH_s1,MEDOID,5,1.073119975135758,99,0.8683928208698756,0.5458461308427005,0.4335890356439089
SLOPE_LH_s1,RANDOM,2,1.0985828984103063,143,0.8652508207022426,0.580301075400013,0.3899394305966124
SLOPE_LH_s1,MEDOID,1,1.0985828984103063,143,0.8652508207022426,0.580301075400013,0.3899394305966124
SLOPE_LH_s1,MEDOID,2,1.0985828984103063,143,0.8652508207022426,0.580301075400013,0.3899394305966124
SLOPE_LH_s1,RANDOM,1,1.0985828984103063,143,0.8652508207022426,0.580301075400013,0.3899394305966124
SLOPE_LH_s1,RANDOM,3,1.1048069360821162,140,0.8665328055544776,0.5906303573446025,0.3899394305966124
SLOPE_LH_s1,MEDOID,3,1.1048069360821162,140,0.8665328055544776,0.5906303573446025,0.3899394305966124
SLOPE_LHM_s1,RANDOM,5,1.1094088316086528,99,0.8735830006362757,0.6164498558672044,0.29298782704602516
SLOPE_LHM_s1,MEDOID,5,1.1094088316086528,99,0.8735830006362757,0.6164498558672044,0.29298782704602516
SLOPE_LHM_s1,RANDOM,1,1.1294801778435415,143,0.8704508593753345,0.6397668799356399,0.270604618550127
SLOPE_LHM_s1,RANDOM,2,1.1294801778435415,143,0.8704508593753345,0.6397668799356399,0.270604618550127
SLOPE_LHM_s1,MEDOID,2,1.1294801778435415,143,0.8704508593753345,0.6397668799356399,0.270604618550127
SLOPE_LHM_s1,MEDOID,1,1.1294801778435415,143,0.8704508593753345,0.6397668799356399,0.270604618550127
SLOPE_LHM_s1,RANDOM,3,1.1363663000746351,140,0.8718442736277073,0.6500906558013483,0.270604618550127
SLOPE_LHM_s1,MEDOID,3,1.1363663000746351,140,0.8718442736277073,0.6500906558013483,0.270604618550127
