adapter,policy,k,mae,n_ligands,offset,shape_mae,spearman
SLOPE_LHM_s1_K3,MEDOID,5,0.6050783161150416,99,0.36246907827663644,0.5198402603050944,0.38916238371014755
SLOPE_L_s05_K1,MEDOID,2,0.6054333566936412,143,0.4159309799077141,0.4507654471832597,0.4796032562847942
SLOPE_L_s05_K1,MEDOID,5,0.6055720118796676,99,0.3432281815195892,0.5131215592768156,0.4487928407984419
SLOPE_L_s1_K1,RANDOM,2,0.6074357062192272,143,0.4114816152551261,0.4465030439765262,0.4828874704300526
OFFSET_K3,MEDOID,2,0.6099253208791965,143,0.41766668162301746,0.4557123383874303,0.46165948548283686
OFFSET_K1,RANDOM,5,0.6107646568451088,99,0.3124307189885426,0.5256054273565296,0.42329922727246
SLOPE_L_s05_K1,RANDOM,2,0.6113246483123309,143,0.41166596696588986,0.4507654471832597,0.4796032562847942
SLOPE_LH_s05_K3,RANDOM,2,0.6132784183446296,143,0.4311046175661781,0.44935695522716185,0.4739084122638507
OFFSET_K2,MEDOID,2,0.6146659008577638,143,0.4200668418301773,0.45890008631567475,0.46526908583209203
OFFSET_K1,MEDOID,2,0.616769191880466,143,0.4209150842913523,0.46079633219711424,0.4603662107366021
SLOPE_LHM_s05_K3,MEDOID,3,0.6172777996745926,140,0.3969879273046088,0.47838999982249175,0.3699941700932999
NEAREST_OBSERVED,MEDOID,5,0.6175310293936958,99,0.3610757759508155,0.5533640405263005,0.44115758483830886
SLOPE_LH_s1_K1,RANDOM,5,0.6178100384811765,99,0.32614419448911125,0.5257730311963819,0.46565916714185235
OFFSET_K1,MEDOID,5,0.6191992969377854,99,0.3507432329183992,0.5256054273565296,0.42329922727246
SLOPE_LHM_s05_K1,RANDOM,5,0.6205671481468955,99,0.31995723507105406,0.5320221197145205,0.36303992988393874
SLOPE_LH_s1_K3,RANDOM,3,0.6218085067309367,140,0.4018248678520945,0.47706645339886394,0.4908738964221277
OFFSET_K1,RANDOM,2,0.6246022953335298,143,0.4222593587689408,0.46079633219711424,0.4603662107366021
SLOPE_LH_s1_K1,MEDOID,5,0.6252027518865534,99,0.3787298687644294,0.5257730311963819,0.46565916714185235
NEAREST_OBSERVED,MEDOID,3,0.6278087802898992,140,0.4145345682888468,0.5122625837252264,0.44244330983762414
SLOPE_LHM_s05_K1,MEDOID,5,0.6310066347457781,99,0.3673524929874188,0.5320221197145205,0.36303992988393874
SLOPE_LHM_s05_K3,RANDOM,2,0.636970589531172,143,0.4475760783028995,0.46633643347641196,0.39561241959504023
SLOPE_L_s1_K1,MEDOID,1,0.6380719461664592,143,0.48514931652654597,0.4465030439765262,0.4828874704300526
SLOPE_L_s1_K3,MEDOID,1,0.6380719461664592,143,0.48514931652654597,0.4465030439765262,0.4828874704300526
SLOPE_L_s05_K1,MEDOID,1,0.6382041988335821,143,0.4780512958295526,0.4507654471832597,0.4796032562847942
SLOPE_L_s05_K3,MEDOID,1,0.6382041988335821,143,0.4780512958295526,0.4507654471832597,0.4796032562847942
SLOPE_LH_s05_K1,MEDOID,3,0.6441940837846792,140,0.4147173165177413,0.4988636565530374,0.4041534545662568
SLOPE_LH_s05_K1,RANDOM,3,0.6491640745427817,140,0.4020328469095586,0.4988636565530374,0.4041534545662568
OFFSET_K3,MEDOID,1,0.6492449374225814,143,0.4819331640187139,0.46079633219711424,0.4603662107366021
OFFSET_K1,MEDOID,1,0.6492449374225814,143,0.4819331640187139,0.46079633219711424,0.4603662107366021
OFFSET_K2,MEDOID,1,0.6492449374225814,143,0.4819331640187139,0.46079633219711424,0.4603662107366021
SLOPE_LH_s05_K3,MEDOID,2,0.6556001138560446,143,0.4592895277928989,0.48475787237412715,0.4068678622976607
SLOPE_LH_s05_K1,MEDOID,2,0.665686488194568,143,0.46617752872657725,0.4904827702248442,0.4041534545662568
SLOPE_LHM_s1_K3,RANDOM,3,0.6679377445097204,140,0.43207697820850555,0.5121140488353698,0.35988361252923845
SLOPE_LHM_s05_K1,MEDOID,3,0.6686659920190822,140,0.42670067300329756,0.518875686213174,0.31822965176709245
SLOPE_LH_s05_K1,RANDOM,2,0.6693345073811121,143,0.4548541538603203,0.4904827702248442,0.4041534545662568
SLOPE_LH_s1_K3,MEDOID,3,0.6719599571214983,140,0.4452708484377566,0.5170084830821811,0.4289857824248363
NEAREST_OBSERVED,RANDOM,2,0.6742445556808546,143,0.4742306115011993,0.5236090132526063,0.43258645489408154
SLOPE_LHM_s05_K1,RANDOM,3,0.6753873070264645,140,0.4189994227765668,0.518875686213174,0.31822965176709245
SLOPE_LHM_s05_K3,MEDOID,2,0.6794056256258081,143,0.4718203002711788,0.5050981982116253,0.3232224111854371
SLOPE_LHM_s1_K1,RANDOM,5,0.6896403796394964,99,0.3591377980631655,0.5883782733032632,0.33163720385359885
SLOPE_LHM_s05_K1,MEDOID,2,0.6898954729513174,143,0.4793405224237732,0.5112404002417662,0.31822965176709245
NEAREST_OBSERVED,MEDOID,2,0.6918782226741442,143,0.4789744315151319,0.5338918747527753,0.32678053014154246
SLOPE_LH_s05_K3,MEDOID,1,0.6957196855884648,143,0.5180997503691419,0.4904827702248442,0.4041534545662568
SLOPE_LH_s05_K1,MEDOID,1,0.6957196855884648,143,0.5180997503691419,0.4904827702248442,0.4041534545662568
SLOPE_LH_s1_K3,RANDOM,2,0.6957346067777135,143,0.48973268682692395,0.5079034980680506,0.4680813189710745
SLOPE_LHM_s05_K1,RANDOM,2,0.6978582922477793,143,0.4746797506531036,0.5112404002417662,0.31822965176709245
SLOPE_L_s1_K1,RANDOM,1,0.7002540785168344,143,0.5654180838789494,0.4465030439765262,0.4828874704300526
SLOPE_L_s1_K3,RANDOM,1,0.7002540785168344,143,0.5654180838789494,0.4465030439765262,0.48300107681525806
SLOPE_LHM_s1_K1,MEDOID,5,0.7007563973645051,99,0.4178888228851255,0.5883782733032633,0.33163720385359885
SLOPE_L_s05_K1,RANDOM,1,0.7046423121873099,143,0.5673055584353632,0.4507654471832597,0.4796032562847942
SLOPE_L_s05_K3,RANDOM,1,0.7046423121873099,143,0.5673055584353632,0.4507654471832597,0.47971686273084646
NO_MODEL,MEDOID,3,0.715718147071776,140,0.4442048132796333,0.5716865099662598,
SLOPE_LHM_s05_K3,MEDOID,1,0.7204410741824194,143,0.530814839019994,0.5112404002417662,0.31822965176709245
SLOPE_LHM_s05_K1,MEDOID,1,0.7204410741824194,143,0.530814839019994,0.5112404002417662,0.31822965176709245
OFFSET_K3,RANDOM,1,0.7204787279985374,143,0.5830215528245207,0.46079633219711424,0.46047981732409116
OFFSET_K2,RANDOM,1,0.7204787279985374,143,0.5830215528245207,0.46079633219711424,0.4604799361856495
OFFSET_K1,RANDOM,1,0.7204787279985374,143,0.5830215528245208,0.46079633219711424,0.4603662107366021
NO_MODEL,MEDOID,2,0.7231945881712434,143,0.47955282935396654,0.5610421984737086,
SLOPE_LHM_s1_K3,MEDOID,3,0.7272326748565181,140,0.47263467709839774,0.562922509597915,0.3122660311277491
NO_MODEL,RANDOM,3,0.7276076378200679,140,0.4372363910085138,0.5716865099662598,
SLOPE_LH_s1_K1,MEDOID,3,0.7507124977492657,140,0.4917230894887936,0.5776265514888593,0.4052082588189451
NEAREST_OBSERVED,MEDOID,1,0.7522230923158627,143,0.5405035001073,0.5610421984737086,
NO_MODEL,MEDOID,1,0.7522230923158627,143,0.5405035001073,0.5610421984737086,
NO_MODEL,RANDOM,2,0.7541684894747395,143,0.5079506218031408,0.5610421984737086,
SLOPE_LHM_s1_K3,RANDOM,2,0.7555685704217784,143,0.5310168652944961,0.5515939220318364,0.3413820654787865
SLOPE_LH_s1_K1,RANDOM,3,0.7577605226872929,140,0.47498951528084876,0.5776265514888593,0.4052082588189451
NO_MODEL,RANDOM,5,0.7622411592133196,99,0.39048705529993866,0.6530979907697432,
NO_MODEL,MEDOID,5,0.7674678248201297,99,0.43176919125111557,0.6530979907697432,
SLOPE_LH_s1_K3,MEDOID,2,0.7674961377866092,143,0.549958707443989,0.5586789833069643,0.4085990503352827
SLOPE_LH_s1_K1,RANDOM,2,0.7751798576403965,143,0.5292671640796068,0.5675932967354391,0.4052082588189451
SLOPE_LH_s05_K3,RANDOM,1,0.7765483604361827,143,0.6258300761947527,0.4904827702248442,0.40426718001530415
SLOPE_LH_s05_K1,RANDOM,1,0.7765483604361827,143,0.6258300761947527,0.4904827702248442,0.4041534545662568
SLOPE_LH_s1_K1,MEDOID,2,0.7834887996618628,143,0.5613810618119986,0.5675932967354391,0.4052082588189451
SLOPE_LHM_s05_K3,RANDOM,1,0.8081398252509402,143,0.6511246458325629,0.5112404002417662,0.31822965176709245
SLOPE_LHM_s05_K1,RANDOM,1,0.8081398252509402,143,0.6511246458325629,0.5112404002417662,0.31822965176709245
SLOPE_LH_s1_K1,MEDOID,1,0.8097729027022899,143,0.607084155676551,0.5675932967354391,0.4052082588189451
SLOPE_LH_s1_K3,MEDOID,1,0.8097729027022899,143,0.607084155676551,0.5675932967354391,0.4052082588189451
SLOPE_LHM_s1_K1,MEDOID,3,0.815560585508937,140,0.5252810800136581,0.630856363982597,0.2907783035369047
SLOPE_LHM_s1_K1,RANDOM,3,0.8258640034450793,140,0.5180546354512723,0.630856363982597,0.2907783035369047
SLOPE_LHM_s1_K3,MEDOID,2,0.8308260099418254,143,0.5833698438813709,0.6117236184593684,0.29550079186349065
SLOPE_LHM_s1_K1,RANDOM,2,0.848034962445029,143,0.5781789501065621,0.6220372661698779,0.2907783035369047
SLOPE_LHM_s1_K1,MEDOID,2,0.8486542939770121,143,0.5962803084166415,0.6220372661698779,0.2907783035369047
NEAREST_OBSERVED,RANDOM,1,0.8586512932926426,143,0.6999811953623369,0.5610421984737086,
NO_MODEL,RANDOM,1,0.8586512932926426,143,0.6999811953623369,0.5610421984737086,
SLOPE_LHM_s1_K1,MEDOID,1,0.8748425227152471,143,0.6406636090358901,0.6220372661698779,0.2907783035369047
SLOPE_LHM_s1_K3,MEDOID,1,0.8748425227152471,143,0.6406636090358901,0.6220372661698779,0.2907783035369047
SLOPE_LH_s1_K1,RANDOM,1,0.9069376543013277,143,0.7347711145151001,0.5675932967354391,0.4052082588189451
SLOPE_LH_s1_K3,RANDOM,1,0.9069376543013277,143,0.7347711145151001,0.5675932967354391,0.4053219842679925
SLOPE_LHM_s1_K3,RANDOM,1,0.9890221500924405,143,0.8000248727845627,0.6220372661698779,0.2907783035369047
SLOPE_LHM_s1_K1,RANDOM,1,0.9890221500924405,143,0.8000248727845627,0.6220372661698779,0.2907783035369047
SLOPE_L_s1,RANDOM,3,0.9917085537527518,140,0.8501509137730116,0.45394150759939833,0.4828874704300526
SLOPE_L_s1,MEDOID,3,0.9917085537527518,140,0.8501509137730116,0.45394150759939833,0.4828874704300526
SLOPE_L_s05,MEDOID,3,0.9942538960857393,140,0.8508713024199775,0.4582952480177047,0.4796032562847942
SLOPE_L_s05,RANDOM,3,0.9942538960857393,140,0.8508713024199775,0.4582952480177047,0.4796032562847942
SLOPE_L_s1,RANDOM,2,0.9962457652445674,143,0.8576578659637026,0.4465030439765262,0.4828874704300526
SLOPE_L_s1,RANDOM,1,0.9962457652445674,143,0.8576578659637026,0.4465030439765262,0.4828874704300526
SLOPE_L_s1,MEDOID,2,0.9962457652445674,143,0.8576578659637026,0.4465030439765262,0.4828874704300526
SLOPE_L_s1,MEDOID,1,0.9962457652445674,143,0.8576578659637026,0.4465030439765262,0.4828874704300526
SLOPE_L_s05,RANDOM,2,0.9987377087873524,143,0.858363141562131,0.4507654471832597,0.4796032562847942
SLOPE_L_s05,RANDOM,1,0.9987377087873524,143,0.858363141562131,0.4507654471832597,0.4796032562847942
SLOPE_L_s05,MEDOID,1,0.9987377087873524,143,0.858363141562131,0.4507654471832597,0.4796032562847942
SLOPE_L_s05,MEDOID,2,0.9987377087873524,143,0.858363141562131,0.4507654471832597,0.4796032562847942
ZERO_SHOT,RANDOM,3,0.9990104539960699,140,0.8515916910669435,0.4685410805675703,0.4603662107366021
ZERO_SHOT,MEDOID,3,0.9990104539960699,140,0.8515916910669435,0.4685410805675703,0.4603662107366021
ZERO_SHOT_REF,NONE,0,1.0033944787694942,143,0.8590684171605593,0.46079633219711424,0.4603662107366021
ZERO_SHOT,RANDOM,2,1.0033944787694942,143,0.8590684171605593,0.46079633219711424,0.4603662107366021
ZERO_SHOT,RANDOM,1,1.0033944787694942,143,0.8590684171605593,0.46079633219711424,0.4603662107366021
ZERO_SHOT,MEDOID,2,1.0033944787694942,143,0.8590684171605593,0.46079633219711424,0.4603662107366021
ZERO_SHOT,MEDOID,1,1.0033944787694942,143,0.8590684171605593,0.46079633219711424,0.4603662107366021
SLOPE_LH_s05,RANDOM,3,1.0197580328138067,140,0.8494092948996885,0.4988636565530374,0.4041534545662568
SLOPE_LH_s05,MEDOID,3,1.0197580328138067,140,0.8494092948996885,0.4988636565530374,0.4041534545662568
SLOPE_LH_s05,MEDOID,1,1.0237067936959499,143,0.8569318055282816,0.4904827702248442,0.4041534545662568
SLOPE_LH_s05,RANDOM,2,1.0237067936959499,143,0.8569318055282816,0.4904827702248442,0.4041534545662568
SLOPE_LH_s05,RANDOM,1,1.0237067936959499,143,0.8569318055282816,0.4904827702248442,0.4041534545662568
SLOPE_LH_s05,MEDOID,2,1.0237067936959499,143,0.8569318055282816,0.4904827702248442,0.4041534545662568
SLOPE_LHM_s05,MEDOID,3,1.0287988278210838,140,0.8505800741815952,0.518875686213174,0.31822965176709245
SLOPE_LHM_s05,RANDOM,3,1.0287988278210838,140,0.8505800741815952,0.518875686213174,0.31822965176709245
SLOPE_L_s1,MEDOID,5,1.0310558648022465,99,0.8571995400237941,0.5085245390563127,0.45145759819543735
SLOPE_L_s1,RANDOM,5,1.0310558648022465,99,0.8571995400237941,0.5085245390563127,0.45145759819543735
SLOPE_LHM_s05,RANDOM,2,1.0321694439594828,143,0.857689545291452,0.5112404002417662,0.31822965176709245
SLOPE_LHM_s05,RANDOM,1,1.0321694439594828,143,0.857689545291452,0.5112404002417662,0.31822965176709245
SLOPE_LHM_s05,MEDOID,1,1.0321694439594828,143,0.857689545291452,0.5112404002417662,0.31822965176709245
SLOPE_LHM_s05,MEDOID,2,1.0321694439594828,143,0.857689545291452,0.5112404002417662,0.31822965176709245
SLOPE_LH_s05,RANDOM,5,1.032878083008476,99,0.8591140053124421,0.5081356715110052,0.46684194152731967
SLOPE_LH_s05,MEDOID,5,1.032878083008476,99,0.8591140053124421,0.5081356715110052,0.46684194152731967
SLOPE_L_s05,MEDOID,5,1.034010084407874,99,0.8573854782021896,0.5131215592768156,0.4487928407984419
SLOPE_L_s05,RANDOM,5,1.034010084407874,99,0.8573854782021896,0.5131215592768156,0.4487928407984419
ZERO_SHOT,RANDOM,5,1.03952569582375,99,0.8575714163805849,0.5256054273565296,0.42329922727246
ZERO_SHOT,MEDOID,5,1.03952569582375,99,0.8575714163805849,0.5256054273565296,0.42329922727246
SLOPE_LHM_s05,RANDOM,5,1.0425031425390787,99,0.8605023804537425,0.5320221197145204,0.36303992988393874
SLOPE_LHM_s05,MEDOID,5,1.0425031425390787,99,0.8605023804537425,0.5320221197145204,0.36303992988393874
SLOPE_LH_s1,RANDOM,5,1.0543588303430589,99,0.8647072117645674,0.5257730311963819,0.46565916714185235
SLOPE_LH_s1,MEDOID,5,1.0543588303430589,99,0.8647072117645674,0.5257730311963819,0.46565916714185235
SLOPE_LHM_s1,MEDOID,5,1.0830346109044933,99,0.8685711087938215,0.5883782733032632,0.33163720385359885
SLOPE_LHM_s1,RANDOM,5,1.0830346109044933,99,0.8685711087938215,0.5883782733032632,0.33163720385359885
SLOPE_LH_s1,RANDOM,3,1.0881161441444651,140,0.8637133948489626,0.5776265514888593,0.4052082588189451
SLOPE_LH_s1,MEDOID,3,1.0881161441444651,140,0.8637133948489626,0.5776265514888593,0.4052082588189451
SLOPE_LH_s1,MEDOID,1,1.090630818774916,143,0.8709358194646338,0.5675932967354391,0.4052082588189451
SLOPE_LH_s1,RANDOM,1,1.090630818774916,143,0.8709358194646338,0.5675932967354391,0.4052082588189451
SLOPE_LH_s1,RANDOM,2,1.090630818774916,143,0.8709358194646338,0.5675932967354391,0.4052082588189451
SLOPE_LH_s1,MEDOID,2,1.090630818774916,143,0.8709358194646338,0.5675932967354391,0.4052082588189451
SLOPE_LHM_s1,MEDOID,3,1.1138499444035392,140,0.8675630190662609,0.630856363982597,0.2907783035369047
SLOPE_LHM_s1,RANDOM,3,1.1138499444035392,140,0.8675630190662609,0.630856363982597,0.2907783035369047
SLOPE_LHM_s1,MEDOID,1,1.1150477936672465,143,0.8739277269034773,0.6220372661698779,0.2907783035369047
SLOPE_LHM_s1,MEDOID,2,1.1150477936672465,143,0.8739277269034773,0.6220372661698779,0.2907783035369047
SLOPE_LHM_s1,RANDOM,1,1.1150477936672465,143,0.8739277269034773,0.6220372661698779,0.2907783035369047
SLOPE_LHM_s1,RANDOM,2,1.1150477936672465,143,0.8739277269034773,0.6220372661698779,0.2907783035369047
