design,dropped_chemotype,arm,n_extractants_dropped,n_extractants_left,sign_acc,cell_spearman,cell_top1,cross_spearman,cross_regret
B,sc028,G14_TIED,2,88,0.8258500205685666,0.5259244601687924,0.29781248223321394,0.549392300203466,1.3415834833177138
B,sc061,FLAT,2,88,0.5,0.0,0.03990795617682958,0.0,1.7515001279472515
B,sc061,MEAN_CURVE,2,88,0.5739021238653204,0.2463070695764658,0.13397270074099343,-0.2548701891764457,2.0302058616543524
B,sc061,G14,2,88,0.8052194413092284,0.49777722235555544,0.36656248223321397,0.3473959571622185,1.524596532626799
B,sc061,G13_FULL,2,88,0.768706785510699,0.47993801480386383,0.3083952565050126,0.502886731388503,1.3057323541883652
B,sc061,O_BOTH,2,88,0.9730990446917227,0.7626473543256365,0.3650153031250592,0.8846665612138844,0.1951951051934282
B,sc061,HEAVIER_ALWAYS,2,88,0.6226182209315381,0.24715854703742415,0.420952726135653,0.0,1.7515001279472515
B,sc061,G14_TIED,2,88,0.8067266930373684,0.5021014548181065,0.2970502871112627,0.5092576087143772,1.3544804656609868
B,sc008,FLAT,2,88,0.5,0.0,0.038427500656739916,0.0,1.7832561353232588
B,sc008,MEAN_CURVE,2,88,0.5707061985118669,0.24366533821378464,0.12177757878977391,-0.2500089428485429,2.0810647969527705
B,sc008,G14,2,88,0.8212008524994221,0.5156132829709662,0.35756857979418954,0.33774704708273984,1.5435371289781727
B,sc008,G13_FULL,2,88,0.765150120032,0.47493781103280314,0.2962001345537931,0.49789949784593013,1.3374883615643725
B,sc008,O_BOTH,2,88,0.9715205183021178,0.7626879022599419,0.3413872543445714,0.8831206741504773,0.202840911063111
B,sc008,HEAVIER_ALWAYS,2,88,0.6252322851829563,0.25878144722722546,0.4095197993063847,0.0,1.7832561353232588
B,sc008,G14_TIED,2,88,0.8214155872207594,0.5185517792273423,0.29781248223321394,0.5053734711856864,1.3658178850039848
B,sc069,FLAT,2,88,0.5,0.0,0.03994183997595728,0.0,1.782826681608973
B,sc069,MEAN_CURVE,2,88,0.5730109135013111,0.2593157688872652,0.13397270074099343,-0.2612713310207174,2.0977163700594232
B,sc069,G14,2,88,0.8267942246445183,0.5263192540816483,0.36000760418443345,0.34709859705494495,1.537975992436618
B,sc069,G13_FULL,2,88,0.7889596438415237,0.5062870836459654,0.2962001345537931,0.5181091999972125,1.321763531778634
B,sc069,O_BOTH,2,88,0.9715205183021178,0.7756182616542618,0.36577749824701045,0.8873752060073097,0.2024114573488253
B,sc069,HEAVIER_ALWAYS,2,88,0.6209805845026841,0.25940087621345115,0.4095197993063847,0.0,1.782826681608973
B,sc069,G14_TIED,2,88,0.8288985804180381,0.5304756604010862,0.29781248223321394,0.5282838955789819,1.34433814121692
B,sc007,FLAT,1,89,0.5,0.0,0.03959301071105431,0.0,1.7832561353232588
B,sc007,MEAN_CURVE,1,89,0.5744361856122076,0.24894194033179703,0.13235857181640315,-0.24865897393461472,2.077322317774759
B,sc007,G14,1,89,0.8058926071758995,0.5005905382031507,0.3628990788328138,0.3517591264487151,1.5522014702450453
B,sc007,G13_FULL,1,89,0.7679130597963294,0.4799428570878864,0.3046796510049522,0.5052592655299675,1.3355177487425276
B,sc007,O_BOTH,1,89,0.9718555710279752,0.7639604813596338,0.3613705404368055,0.8834331003681113,0.202840911063111
B,sc007,HEAVIER_ALWAYS,1,89,0.6254396364497113,0.25399623504763347,0.4166340185918499,0.0,1.7832561353232588
B,sc007,G14_TIED,1,89,0.8073821265307671,0.5047748376623592,0.29422438003763307,0.5100014040400452,1.3698221960882955
B,sc000,FLAT,1,89,0.5,0.0,0.038520589156705046,0.0,1.7832561353232588
B,sc000,MEAN_CURVE,1,89,0.5853365457562651,0.27024802031781414,0.12512965615375252,-0.2500343476032314,2.0777540462619566
B,sc000,G14,1,89,0.8058926071758995,0.5038224241799293,0.3556701631701632,0.3460823990127472,1.5519966742071367
B,sc000,G13_FULL,1,89,0.7679130597963294,0.48198876996669615,0.2974507353423016,0.5020802276067103,1.3374883615643725
B,sc000,O_BOTH,1,89,0.9718555710279752,0.7645859079672501,0.3493223476657212,0.8838555430793941,0.202840911063111
B,sc000,HEAVIER_ALWAYS,1,89,0.6372043423320644,0.27519008855809307,0.40458582582076563,0.0,1.7832561353232588
B,sc000,G14_TIED,1,89,0.8073821265307671,0.5082571419827987,0.29422438003763307,0.5089718168906535,1.3709426701416532
B,sc020,FLAT,1,89,0.5,0.0,0.03915168496852375,0.0,1.7832561353232588
B,sc020,MEAN_CURVE,1,89,0.5735718398739122,0.24779144075280085,0.13235857181640315,-0.24984210852964078,2.0770116511399905
B,sc020,G14,1,89,0.8176573130582525,0.521772666708485,0.3628990788328138,0.3535520664887651,1.544304008461849
B,sc020,G13_FULL,1,89,0.7679130597963294,0.48010382759982606,0.3046796510049522,0.5027176392184116,1.3374883615643725
B,sc020,O_BOTH,1,89,0.9718555710279752,0.7651074747538771,0.3613705404368055,0.8837759065429973,0.202840911063111
B,sc020,HEAVIER_ALWAYS,1,89,0.6254396364497113,0.25311738214803725,0.4166340185918499,0.0,1.7832561353232588
B,sc020,G14_TIED,1,89,0.8186666403362892,0.5248533971332707,0.29422438003763307,0.5164941576394861,1.3664009488950506
B,sc019,FLAT,1,89,0.5,0.0,0.03959301071105431,0.0,1.7832561353232588
B,sc019,MEAN_CURVE,1,89,0.5761904356993391,0.25097480183034737,0.13235857181640315,-0.24739967249481784,2.0708719347541993
B,sc019,G14,1,89,0.8082455483523701,0.5049501073924738,0.35085088606172943,0.35080188180058464,1.5576147405862084
B,sc019,G13_FULL,1,89,0.7680269117887393,0.48051408610332713,0.2974507353423016,0.501973711499887,1.3374883615643725
B,sc019,O_BOTH,1,89,0.9718555710279752,0.7641325983992209,0.3493223476657212,0.883313486640527,0.202840911063111
B,sc019,HEAVIER_ALWAYS,1,89,0.6254396364497113,0.2530740451112676,0.40458582582076563,0.0,1.7832561353232588
B,sc019,G14_TIED,1,89,0.8097350677072377,0.5090768042482441,0.2845858258207656,0.5146058630575323,1.36662769557919
B,sc018,FLAT,1,89,0.5,0.0,0.03864416036461361,0.0,1.7832561353232588
B,sc018,MEAN_CURVE,1,89,0.5784768172494779,0.25651960014361086,0.13143178775708894,-0.24943398866461183,2.0765106106801063
B,sc018,G14,1,89,0.8085170415650399,0.5072114849183877,0.3527044541803578,0.34773649716116134,1.5532680075224634
B,sc018,G13_FULL,1,89,0.7706460914705374,0.48616002040300677,0.298192162589753,0.5033379837678594,1.3374883615643725
B,sc018,O_BOTH,1,89,0.9722175619782016,0.7660836070553106,0.35117591578434953,0.8837788359513503,0.202840911063111
B,sc018,HEAVIER_ALWAYS,1,89,0.6258921251374943,0.2554448739333604,0.40643939393939393,0.0,1.7832561353232588
B,sc018,G14_TIED,1,89,0.8100065609199074,0.5116518195943438,0.28402975538517705,0.5111049283675585,1.3700862200626374
B,sc017,FLAT,1,89,0.5,0.0,0.03811898273100224,0.0,1.7832561353232588
B,sc017,MEAN_CURVE,1,89,0.5735718398739122,0.2500161810570563,0.1203103790453188,-0.2495502341859542,2.0773666324578466
B,sc017,G14,1,89,0.8158926071758996,0.513064890757725,0.3580798017243801,0.3472796474162196,1.550130136137478
B,sc017,G13_FULL,1,89,0.7679130597963294,0.4812338836752411,0.29263145823386794,0.5027398723085914,1.3374883615643725
B,sc017,O_BOTH,1,89,0.9718555710279752,0.7655229692736273,0.3493223476657212,0.884234751960418,0.202840911063111
B,sc017,HEAVIER_ALWAYS,1,89,0.6254396364497113,0.2571219010217991,0.40458582582076563,0.0,1.7832561353232588
B,sc017,G14_TIED,1,89,0.81914683241312,0.5169378802591001,0.29422438003763307,0.5104228799198882,1.3699782560682472
B,sc016,FLAT,1,89,0.5,0.0,0.03925248690483951,0.0,1.7790819968632579
B,sc016,MEAN_CURVE,1,89,0.5853365457562651,0.25619384114375654,0.13078287453287454,-0.2493254296502327,2.07281160464541
B,sc016,G14,1,89,0.8153043718817818,0.5062372365904857,0.35857885170385173,0.34790540226538536,1.5463155105068689
B,sc016,G13_FULL,1,89,0.7796777656786823,0.4859044880731533,0.30105251230251234,0.5031429331486846,1.3333142231043715
B,sc016,O_BOTH,1,89,0.9718555710279752,0.766666955960425,0.3570685101935102,0.8840628369225747,0.20317855871463436
B,sc016,HEAVIER_ALWAYS,1,89,0.6372043423320644,0.26145225561349816,0.41167408979908976,0.0,1.7790819968632579
B,sc016,G14_TIED,1,89,0.8167938912366495,0.5105037200183571,0.29072170884670884,0.510397713645724,1.3662471416052469
B,sc015,FLAT,1,89,0.5,0.0,0.03959301071105431,0.0,1.7750936732359441
B,sc015,MEAN_CURVE,1,89,0.5760904811332328,0.24944125243928097,0.13235857181640315,-0.24241197019480526,2.0405440703469457
B,sc015,G14,1,89,0.8062240073415998,0.5008441278124239,0.3628990788328138,0.35378701804206913,1.5457589690739688
B,sc015,G13_FULL,1,89,0.7685427201111595,0.480599626545075,0.2998603738965185,0.5026724996090255,1.3293258994770576
B,sc015,O_BOTH,1,89,0.9721869711936753,0.7643770544844312,0.3613705404368055,0.8855413745301888,0.19467844897579625
B,sc015,HEAVIER_ALWAYS,1,89,0.6257710366154114,0.2542355132104816,0.4166340185918499,0.0,1.7750936732359441
B,sc015,G14_TIED,1,89,0.8077135266964671,0.5051797060609416,0.29422438003763307,0.5095126164604562,1.3743433683287898
B,sc012,FLAT,1,89,0.5,0.0,0.03959301071105431,0.0,1.7828061127738084
B,sc012,MEAN_CURVE,1,89,0.5742492017277447,0.24869574601689043,0.12512965615375254,-0.25203493752116957,2.0786934729021818
B,sc012,G14,1,89,0.808744657086773,0.5033471816738923,0.3628990788328138,0.3587795683105792,1.5487107495925572
B,sc012,G13_FULL,1,89,0.7701946997250282,0.48257291447515416,0.3022700124507353,0.5171265283318324,1.2200552169291947
B,sc012,O_BOTH,1,89,0.972390330386264,0.7649816362293889,0.3613705404368055,0.8832883149641159,0.20239088851366044
B,sc012,HEAVIER_ALWAYS,1,89,0.6282916863605849,0.25776972548852384,0.4166340185918499,0.0,1.7828061127738084
B,sc012,G14_TIED,1,89,0.8102341764416403,0.5074355380126285,0.29422438003763307,0.5166236577299881,1.3659878995022938
B,sc010,FLAT,1,89,0.5,0.0,0.039295115834846184,0.0,1.7832561353232588
B,sc010,MEAN_CURVE,1,89,0.574412176008366,0.251103305917595,0.13235857181640315,-0.24971560222850048,2.0771472983550003
B,sc010,G14,1,89,0.8058926071758995,0.5013579191977675,0.3628990788328138,0.3482591835756408,1.5499499251720856
B,sc010,G13_FULL,1,89,0.7679130597963294,0.4809041748314155,0.3046796510049522,0.5025784118531527,1.3374883615643725
B,sc010,O_BOTH,1,89,0.9718555710279752,0.764871270944761,0.3613705404368055,0.8842216363195767,0.202840911063111
B,sc010,HEAVIER_ALWAYS,1,89,0.6254396364497113,0.25412358639478994,0.4166340185918499,0.0,1.7832561353232588
B,sc010,G14_TIED,1,89,0.8073821265307671,0.5057140542714518,0.29422438003763307,0.5104057819170333,1.3698001228710883
B,sc001,FLAT,1,89,0.5,0.0,0.038520589156705046,0.0,1.7832561353232588
B,sc001,MEAN_CURVE,1,89,0.5853365457562651,0.27007277387750744,0.1275392947079694,-0.24904430999493138,2.0769094269477906
B,sc001,G14,1,89,0.8065648760834625,0.5044649944610539,0.3580798017243801,0.346403821424372,1.5504896489668696
B,sc001,G13_FULL,1,89,0.7779970934097747,0.49711837931317293,0.3022700124507353,0.5027293912511741,1.3374883615643725
B,sc001,O_BOTH,1,89,0.9718555710279752,0.7654621401687834,0.3613705404368055,0.8838279377917615,0.202840911063111
B,sc001,HEAVIER_ALWAYS,1,89,0.6372043423320644,0.27519008855809307,0.40458582582076563,0.0,1.7832561353232588
B,sc001,G14_TIED,1,89,0.8073821265307671,0.5082571419827987,0.29422438003763307,0.5089216372416036,1.371066109011301
B,sc032,FLAT,1,89,0.5,0.0,0.03771737630529943,0.0,1.745536218103356
B,sc032,MEAN_CURVE,1,89,0.575630663403324,0.2528777600559876,0.13235857181640315,-0.24951978006417058,2.0378150077202304
B,sc032,G14,1,89,0.8111867248229585,0.5104776163772902,0.3628990788328138,0.3478615520487953,1.512429161921648
B,sc032,G13_FULL,1,89,0.7773248245022117,0.49692227020140134,0.3046796510049522,0.5063688910389252,1.2835260313063201
B,sc032,O_BOTH,1,89,0.9733261592632694,0.7693634597327537,0.3613705404368055,0.8839642601242914,0.18438319842349365
B,sc032,HEAVIER_ALWAYS,1,89,0.6313219893908879,0.267700389502129,0.4166340185918499,0.0,1.745536218103356
B,sc032,G14_TIED,1,89,0.8120880088837084,0.5147955032199552,0.29422438003763307,0.5109181481540767,1.332925694843404
B,sc033,FLAT,1,89,0.5,0.0,0.03959301071105431,0.0,1.7832561353232588
B,sc033,MEAN_CURVE,1,89,0.5761975858244662,0.24991208944233376,0.13235857181640315,-0.25065919090862976,2.066369606985484
B,sc033,G14,1,89,0.8058926071758995,0.5006360523188587,0.35085088606172943,0.34794559029732736,1.5509520430404033
B,sc033,G13_FULL,1,89,0.7679130597963294,0.4800391044759097,0.29263145823386794,0.49721448632592147,1.3694032935792904
B,sc033,O_BOTH,1,89,0.9718555710279752,0.7641911220302955,0.3493223476657212,0.8834972801917649,0.202840911063111
B,sc033,HEAVIER_ALWAYS,1,89,0.6254396364497113,0.25339324256427315,0.40458582582076563,0.0,1.7832561353232588
B,sc033,G14_TIED,1,89,0.8073821265307671,0.504940430756187,0.2821761872665487,0.5079944885797236,1.3749859791361294
B,sc055,FLAT,1,89,0.5,0.0,0.039460612988295146,0.0,1.7832561353232588
B,sc055,MEAN_CURVE,1,89,0.5830707505492935,0.2597456129481547,0.13235857181640315,-0.22706599058737162,2.057802039294018
B,sc055,G14,1,89,0.8076137400735031,0.5046605575938118,0.36169425955570533,0.3308625214557134,1.5448261146920477
B,sc055,G13_FULL,1,89,0.7761701404063512,0.49194304439074654,0.3034748317278438,0.505290335748934,1.3377364502591056
B,sc055,O_BOTH,1,89,0.9718555710279752,0.7656658916156008,0.3553464440512633,0.8822364605363566,0.19384399758234178
B,sc055,HEAVIER_ALWAYS,1,89,0.6353524904802125,0.2693803137101025,0.4166340185918499,0.0,1.7832561353232588
B,sc055,G14_TIED,1,89,0.8090161134588716,0.5080906516489787,0.29422438003763307,0.4981022736029225,1.3737102217084813
B,sc058,FLAT,1,89,0.5,0.0,0.039457670816678274,0.0,1.7786916502481431
B,sc058,MEAN_CURVE,1,89,0.5748071339915592,0.25528441112633166,0.13235857181640315,-0.24747284970553393,2.0671118585925923
B,sc058,G14,1,89,0.8082455483523703,0.5085934302247389,0.3628990788328138,0.3514490717568402,1.5459251638917542
B,sc058,G13_FULL,1,89,0.7752660009727999,0.4973306822882849,0.3046796510049522,0.5192395198521981,1.3287215096826634
B,sc058,O_BOTH,1,89,0.9718555710279752,0.7679175791886746,0.3613705404368055,0.8845638911058181,0.19827642598799566
B,sc058,HEAVIER_ALWAYS,1,89,0.6254396364497113,0.2548950160258105,0.4166340185918499,0.0,1.7786916502481431
B,sc058,G14_TIED,1,89,0.8097350677072377,0.5129397517311665,0.2918147414834162,0.5133159867644009,1.3651326311174252
B,sc059,FLAT,1,89,0.5,0.0,0.03959301071105431,0.0,1.7832561353232588
B,sc059,MEAN_CURVE,1,89,0.582162811146142,0.2608349035641591,0.13235857181640315,-0.23953809099921103,2.0764181230359355
B,sc059,G14,1,89,0.8058926071758995,0.502147367163409,0.35326052461594626,0.32652980302431717,1.5708396499222428
B,sc059,G13_FULL,1,89,0.7696640857881214,0.48855421393569837,0.3022700124507353,0.4962394703315298,1.3442378413572293
B,sc059,O_BOTH,1,89,0.9718555710279752,0.7656163786935558,0.3613705404368055,0.882379040141118,0.202840911063111
B,sc059,HEAVIER_ALWAYS,1,89,0.6372043423320644,0.2731771495940116,0.40458582582076563,0.0,1.7832561353232588
B,sc059,G14_TIED,1,89,0.8073821265307671,0.5063935256470076,0.29422438003763307,0.49536919604926116,1.3727751811708926
B,sc057,FLAT,1,89,0.5,0.0,0.03959301071105431,0.0,1.7832561353232588
B,sc057,MEAN_CURVE,1,89,0.5762188986974417,0.24992743990294355,0.13235857181640315,-0.24897113223522727,2.077854554478723
B,sc057,G14,1,89,0.8058926071758995,0.5006751192411105,0.3628990788328138,0.34952616707067535,1.5504896489668696
B,sc057,G13_FULL,1,89,0.7679130597963294,0.48012153644938405,0.3046796510049522,0.49634405320736724,1.3374883615643725
B,sc057,O_BOTH,1,89,0.9718555710279752,0.7642273874934861,0.3613705404368055,0.8830438144738941,0.202840911063111
B,sc057,HEAVIER_ALWAYS,1,89,0.6254396364497113,0.25353206995065697,0.4166340185918499,0.0,1.7832561353232588
B,sc057,G14_TIED,1,89,0.8073821265307671,0.505001832598626,0.29422438003763307,0.5074860067558887,1.3774985973009488
B,sc021,FLAT,1,89,0.5,0.0,0.03959301071105431,0.0,1.7823384491205725
B,sc021,MEAN_CURVE,1,89,0.5760176603073488,0.25038423123453846,0.13235857181640315,-0.252214762605221,2.0711648598621313
B,sc021,G14,1,89,0.8058926071758995,0.5008682280355813,0.35326052461594626,0.3456643431725809,1.5695654216521429
B,sc021,G13_FULL,1,89,0.7728047006632025,0.4856729154004487,0.3046796510049522,0.5347768580750799,1.3365706753616862
B,sc021,O_BOTH,1,89,0.9718555710279752,0.764146221933012,0.3493223476657212,0.8811199345911493,0.20209533198618793
B,sc021,HEAVIER_ALWAYS,1,89,0.6254396364497113,0.252946059117186,0.40458582582076563,0.0,1.7823384491205725
B,sc021,G14_TIED,1,89,0.8073821265307671,0.5052134770742831,0.2821761872665487,0.5067139576209627,1.3801397993095517
B,sc062,FLAT,1,89,0.5,0.0,0.03771737630529943,0.0,1.7832561353232588
B,sc062,MEAN_CURVE,1,89,0.5785303068521226,0.2561824072160565,0.13235857181640315,-0.24933056159981817,2.077379069063476
B,sc062,G14,1,89,0.8081496698831565,0.5068975819538822,0.3628990788328138,0.34744654085256876,1.5507587175330233
B,sc062,G13_FULL,1,89,0.7706117451475348,0.4853560051411602,0.2998603738965185,0.5027492878802041,1.3374883615643725
B,sc062,O_BOTH,1,89,0.9721828318299754,0.7659211189410152,0.3493223476657212,0.8840892406432408,0.202840911063111
B,sc062,HEAVIER_ALWAYS,1,89,0.6297949895142496,0.26494651686873827,0.4166340185918499,0.0,1.7832561353232588
B,sc062,G14_TIED,1,89,0.8096218692455256,0.5108023879015386,0.29422438003763307,0.5100027130707714,1.3703364300406964
B,sc060,FLAT,1,89,0.5,0.0,0.03919581754277681,0.0,1.6424949952358183
B,sc060,MEAN_CURVE,1,89,0.5837198990976017,0.2698881593371288,0.12633447543086096,-0.23218840338144114,1.9003167216814152
B,sc060,G14,1,89,0.8108385855672561,0.513433975371317,0.3580798017243801,0.3507706021032138,1.3786480045831484
B,sc060,G13_FULL,1,89,0.7740435119772017,0.49369140282843144,0.3010651931736269,0.4991370852152158,1.1967272214769318
B,sc060,O_BOTH,1,89,0.9720956670663906,0.7644591078047395,0.3553464440512633,0.8804139174638828,0.21344160596815226
B,sc060,HEAVIER_ALWAYS,1,89,0.637044278306454,0.27491193897850497,0.41060992220630776,0.0,1.6424949952358183
B,sc060,G14_TIED,1,89,0.8121680408965133,0.5172908519487509,0.2882002836520909,0.511358492845131,1.238616762631371
B,sc063,FLAT,1,89,0.5,0.0,0.03925248690483951,0.0,1.7695027672570867
B,sc063,MEAN_CURVE,1,89,0.5774934085013632,0.25619384114375654,0.13078287453287454,-0.24934770516173507,2.062633590214886
B,sc063,G14,1,89,0.8113828032543309,0.5062372365904857,0.35857885170385173,0.3482750060181309,1.535386162909535
B,sc063,G13_FULL,1,89,0.7694816872473098,0.4859044880731533,0.30105251230251234,0.5032525900497256,1.3237349934982
B,sc063,O_BOTH,1,89,0.9718555710279752,0.766666955960425,0.3570685101935102,0.8840320891622577,0.19992255001342213
B,sc063,HEAVIER_ALWAYS,1,89,0.6293612050771623,0.26145225561349816,0.41167408979908976,0.0,1.7695027672570867
B,sc063,G14_TIED,1,89,0.8128723226091985,0.5105037200183571,0.29072170884670884,0.5105859889438987,1.3565773962679761
B,sc070,FLAT,1,89,0.5,0.0,0.03959301071105431,0.0,1.7832561353232588
B,sc070,MEAN_CURVE,1,89,0.5765463126819033,0.25652505956399535,0.13235857181640315,-0.25441122289813445,2.0804267126932836
B,sc070,G14,1,89,0.8058926071758995,0.505738299836349,0.35326052461594626,0.34890187757300695,1.577638870624423
B,sc070,G13_FULL,1,89,0.771242693536618,0.48792965704893704,0.3046796510049522,0.5007001647628202,1.3387224167925893
B,sc070,O_BOTH,1,89,0.9718555710279752,0.7671961955559282,0.3493223476657212,0.8850985668136715,0.202840911063111
B,sc070,HEAVIER_ALWAYS,1,89,0.6254396364497113,0.25648684073270084,0.40458582582076563,0.0,1.7832561353232588
B,sc070,G14_TIED,1,89,0.8073821265307671,0.510132002690676,0.2821761872665487,0.509658379166625,1.3673493933231922
B,sc071,FLAT,1,89,0.5,0.0,0.039108655708627024,0.0,1.7832561353232588
B,sc071,MEAN_CURVE,1,89,0.5771369022625039,0.25269888227222786,0.1309529493264433,-0.25314937947510496,2.0789474509692365
