design,arm,metric,observed,null_mean,null_sd,null_min,null_max,n_rep,z_vs_null,p_emp
BR,G14,cross_top1,0.018696083830699217,0.011987455599269375,0.0041473135469642375,0.003384792456221,0.0184362462933891,20,1.6175840469887894,0.047619047619047616
BR,G14,cross_regret,1.4648590566972206,1.8502737708364723,0.07988215472714304,1.6540150070589952,1.998010017754637,20,-4.824791162127881,0.047619047619047616
BR,G14,calib_slope,1.152171903553546,-0.2200088195729079,0.15838839838823754,-0.4829563526893354,0.0258924643362297,20,8.66339161889244,0.047619047619047616
BR,G13_FULL,macro_mae,0.48456207068775603,0.5987795440576806,0.013935619151833372,0.5724603227492967,0.6216410811943094,20,-8.196081718758663,0.047619047619047616
BR,G13_FULL,sign_acc,0.7618002576105113,0.5739339822784932,0.0234562956451853,0.5161474020565066,0.6154132260063396,20,8.009204785521195,0.047619047619047616
BR,G13_FULL,cell_spearman,0.4704984105091903,0.20047371192846178,0.04444535882664764,0.0812468030319615,0.2850451863918655,20,6.075430724587438,0.047619047619047616
BR,G13_FULL,cell_top1,0.30399952560666843,0.2507688977688977,0.019176129644231755,0.2125277764563478,0.283436272721987,20,2.7758796391837426,0.047619047619047616
BR,G13_FULL,cross_spearman,0.4695317487312137,0.09216655377324115,0.06925661292370763,-0.0756169109140018,0.2005335725597964,20,5.448796570136547,0.047619047619047616
BR,G13_FULL,cross_top1,0.013186813186813187,0.007197802197802109,0.009662406712799927,0.0,0.0395604395604395,20,0.619826008884241,0.23809523809523808
BR,G13_FULL,cross_regret,1.3892562982679937,1.6431023173723136,0.1140894825169087,1.4699035899958124,1.8793581733098697,20,-2.224973008065827,0.047619047619047616
BR,G13_FULL,calib_slope,1.0793775790838984,0.46230280350217595,0.12393571697445883,0.2025209708695771,0.6505068068073724,20,4.978990646488871,0.047619047619047616
BQ,G14,macro_mae,0.49054320488997477,0.7061941916509198,0.031990707013483236,0.6327204754418536,0.7616659490638369,20,-6.741050976774407,0.047619047619047616
BQ,G14,sign_acc,0.8101769497198481,0.4204663729654311,0.05729256851137055,0.3171327475795621,0.5643242213992237,20,6.80211390203379,0.047619047619047616
BQ,G14,cell_spearman,0.5078459215681232,-0.03394262643906348,0.08458716616717382,-0.1673011859492277,0.1798612925725697,20,6.405091606171355,0.047619047619047616
BQ,G14,cell_top1,0.3392298772655915,0.2777952568265068,0.019938150781851703,0.2486351115815401,0.323867537885395,20,3.081259697113151,0.047619047619047616
BQ,G14,cross_spearman,0.360131074360628,-0.023189175382380703,0.08084711189166364,-0.1748003175822298,0.1240932224859562,20,4.741297997838979,0.047619047619047616
BQ,G14,cross_top1,0.0062017751055018135,0.00651884473178604,0.0018227107033206224,0.0031143863038272,0.0113040235675209,20,-0.17395499225773325,0.5238095238095238
BQ,G14,cross_regret,1.5551311067766567,1.8084446659309812,0.0765922096266174,1.6751347537501196,1.9496234172660176,20,-3.3073018834319243,0.047619047619047616
BQ,G14,calib_slope,1.1909041481205611,-0.12718266201973763,0.20918695319086553,-0.5381480844822107,0.2788157551126394,20,6.300999130369546,0.047619047619047616
BQ,G13_FULL,macro_mae,0.4803309845035805,0.5812146214217787,0.017004884319228652,0.5581075002114956,0.6175210498878421,20,-5.932627063162186,0.047619047619047616
BQ,G13_FULL,sign_acc,0.7738031850858691,0.6061103504053703,0.025466147320500218,0.5406912514759379,0.6344671755332981,20,6.584931460971572,0.047619047619047616
BQ,G13_FULL,cell_spearman,0.4852542865772914,0.25465823654729436,0.03837025423208987,0.1652326019549175,0.3109721102425123,20,6.00976080677476,0.047619047619047616
BQ,G13_FULL,cell_top1,0.32543526579240867,0.24354520793360074,0.025422882736851088,0.1866310210953068,0.2765679624608196,20,3.221116138025775,0.047619047619047616
BQ,G13_FULL,cross_spearman,0.5003999974363029,0.1668216172063594,0.08432734629978578,0.0112352162379499,0.282511931231772,20,3.9557556933437015,0.047619047619047616
BQ,G13_FULL,cross_top1,0.005494505494505494,0.006208791208791124,0.006430165453186739,0.0,0.023076923076923,20,-0.11108356689821033,0.38095238095238093
BQ,G13_FULL,cross_regret,1.353271053895646,1.6198880346877735,0.12934956826652524,1.4429376203156532,1.9287191904155183,20,-2.061212761396793,0.047619047619047616
BQ,G13_FULL,calib_slope,1.082438934181243,0.5971502931215968,0.15821215432985442,0.3256856820180959,0.864530666547326,20,3.0673284433500245,0.047619047619047616
A,G14,macro_mae,0.49213393784744824,0.7078406126208607,0.01824324818830348,0.6734497312077484,0.7435436576019648,20,-11.823918227002535,0.047619047619047616
A,G14,sign_acc,0.8084723143535989,0.41242462290603105,0.03725616184516673,0.3307285007312796,0.4810422664548427,20,10.630394324930908,0.047619047619047616
A,G14,cell_spearman,0.5111303834901167,-0.04923258491579705,0.052167638431202715,-0.1499367183780602,0.0410618619649618,20,10.741582046979287,0.047619047619047616
A,G14,cell_top1,0.3487475024975025,0.3181339584687799,0.010258254153332704,0.3034909402766546,0.3339274482131625,20,2.9842840283672336,0.047619047619047616
A,G14,cross_spearman,0.3804566614767976,-0.04707142424000158,0.036842211130445245,-0.1320800027520625,0.0222752658418959,20,11.604300409741244,0.047619047619047616
A,G14,cross_top1,0.018138485446177754,0.015861486346376404,0.007567603126833324,0.0049206745635317,0.0323545624095074,20,0.30088775291710673,0.38095238095238093
A,G14,cross_regret,1.4894135540443751,1.8239205585659028,0.07845147487740683,1.701779168465216,1.9904749168824063,20,-4.263871457410446,0.047619047619047616
A,G14,calib_slope,1.1758080160631534,-0.15470474087509464,0.11660339899719484,-0.4169574105887356,0.0758021054343538,20,11.410582953677505,0.047619047619047616
A,G13_FULL,macro_mae,0.437349005100162,0.5451614095232153,0.01069830644676336,0.5247652555427071,0.564121162574967,20,-10.077520676711467,0.047619047619047616
A,G13_FULL,sign_acc,0.8262294758258903,0.6573445267192061,0.021081635215625675,0.632040196612708,0.7041983766528951,20,8.010998548229647,0.047619047619047616
A,G13_FULL,cell_spearman,0.5384798984237295,0.3224322970815124,0.02501175806693896,0.2813140823912267,0.3746496459110403,20,8.637841480955036,0.047619047619047616
A,G13_FULL,cell_top1,0.288585508406937,0.28641112227719373,0.016133417545525462,0.2574811861419004,0.3130736822701109,20,0.13477529628223758,0.42857142857142855
A,G13_FULL,cross_spearman,0.5834838328172518,0.3111665156953391,0.025962732001839073,0.2659289621472082,0.3524030249887267,20,10.488777417670185,0.047619047619047616
A,G13_FULL,cross_top1,0.03186813186813187,0.01214285714285706,0.011665008769593657,0.0,0.0351648351648351,20,1.6909781308258656,0.14285714285714285
A,G13_FULL,cross_regret,1.3315135681210821,1.4436671044269036,0.11581483201527655,1.2286697523218364,1.6426138803885677,20,-0.9683866423173491,0.23809523809523808
A,G13_FULL,calib_slope,1.1294014360603404,0.7436979581509239,0.07399593616880959,0.5812290555234456,0.9290571994364072,20,5.212495413660249,0.047619047619047616
BP,G14,macro_mae,0.5000794414203691,0.7228757562240204,0.02417781599278052,0.6784384910761496,0.7611550813650979,20,-9.214906543675335,0.047619047619047616
BP,G14,sign_acc,0.8122458223013377,0.400602143676467,0.04313529042475929,0.3314998535466883,0.4911428307438601,20,9.543083507062484,0.047619047619047616
BP,G14,cell_spearman,0.5037694544333655,-0.06212110109465394,0.06042829314968654,-0.1596183848356676,0.0759617589532048,20,9.364662247306168,0.047619047619047616
BP,G14,cell_top1,0.2499053393696251,0.2342761098028955,0.009085425040685527,0.2204791901220472,0.2586020427984714,20,1.7202529872559844,0.09523809523809523
BP,G14,cross_spearman,0.35132197303745605,-0.06419167988953241,0.07960332805835835,-0.2108264728087731,0.0866151567722728,20,5.219802526627648,0.047619047619047616
BP,G14,cross_top1,0.02263478584907156,0.015143070299663658,0.009136035132008308,0.004233385661957,0.0421660482374768,20,0.8200182509325633,0.23809523809523808
BP,G14,cross_regret,1.4754805356749967,1.749118276461294,0.12393840279964671,1.549718263325995,1.942829007073115,20,-2.207852728493265,0.047619047619047616
BP,G14,calib_slope,1.123566250369922,-0.22596935569809484,0.16157615079339052,-0.4498570569304825,0.0933007917737528,20,8.352319320898324,0.047619047619047616
BP,G13_FULL,macro_mae,0.5522751764799076,0.6665914187723652,0.013663578381922942,0.6297251926536627,0.6929439441747409,20,-8.366493688337098,0.047619047619047616
BP,G13_FULL,sign_acc,0.6892316659389282,0.4917282508929769,0.03131870823283099,0.4404541334363032,0.5461148941334197,20,6.306243973335753,0.047619047619047616
BP,G13_FULL,cell_spearman,0.3803532115157259,0.06933723818788139,0.05333523837611389,-0.0240985149650691,0.1771160458437936,20,5.831341207000821,0.047619047619047616
BP,G13_FULL,cell_top1,0.18064350332207474,0.20136820239945236,0.012889194635006146,0.1741642484499627,0.2312511463404321,20,-1.6079126480944583,0.9523809523809523
BP,G13_FULL,cross_spearman,0.30444385907918836,-0.131856654972978,0.06241764579180017,-0.2557525869861478,0.0085436157106366,20,6.990018744178323,0.047619047619047616
BP,G13_FULL,cross_top1,0.09670329670329672,0.01461538461538453,0.01320174593104685,0.001098901098901,0.0461538461538461,20,6.217958784895576,0.047619047619047616
BP,G13_FULL,cross_regret,1.2315652976674403,1.9498531549546017,0.1639260890597388,1.472057926814372,2.298037023528615,20,-4.381778772416141,0.047619047619047616
BP,G13_FULL,calib_slope,0.8128606585157756,-0.057943248952281076,0.10951828210750589,-0.2541176005108816,0.1477180558159791,20,7.951219565453499,0.047619047619047616
