design,arm,n_pair_tasks,n_distinct_pairs,median_n_units,spearman,spearman_sd,top1,top1_sd,regret,regret_sd,top1_up,top1_up_sd,top1_down,top1_down_sd
BQ,HEAVIER_ALWAYS,455,91,153.0,0.0,0.0,0.006926351966605701,0.0,2.049017133210616,2.220446049250313e-16,0.006762762642177215,0.0,0.007089941291034187,9.69739903612216e-19
BQ,MEAN_CURVE,455,91,153.0,-0.2446410675728435,0.0620382657069672,0.0028839535827982453,0.0023505065093005774,2.331622829118697,0.09038988279217318,0.004327616686844474,0.004661193566546919,0.0014402904787520173,0.0015835954129310515
BQ,O_BOTH,455,91,153.0,0.8684425185450968,1.2412670766236366e-16,0.532967032967033,0.0,0.2213715389163396,3.1031676915590914e-17,0.7032967032967034,0.0,0.3626373626373626,0.0
BQ,_RANDOM,455,91,153.0,0.0,0.0,0.006926351966605701,0.0,2.049017133210616,2.220446049250313e-16,0.006762762642177215,0.0,0.007089941291034187,9.69739903612216e-19
A,FLAT,455,91,153.0,0.0,0.0,0.006926351966605701,0.0,2.049017133210616,2.220446049250313e-16,0.006762762642177215,0.0,0.007089941291034187,9.69739903612216e-19
A,G13_FULL,455,91,153.0,0.3936845159965997,0.061344847281451335,0.025274725274725275,0.05059720629987402,1.5694683817160353,0.2751114881267825,0.002197802197802198,0.004914435115384153,0.04835164835164835,0.10208548714280082
A,G14,455,91,153.0,0.20041148134586478,0.061902799588006784,0.007256013221165644,0.003366205808980603,1.7833766302378034,0.13011774568150397,0.00380952380952381,0.004498192361321246,0.01070250263280748,0.0064255241768344604
A,G14_TIED,455,91,153.0,0.42664483342221776,0.041406694249604165,0.02445480209193414,0.001754871190630942,1.568045484255563,0.018172916388111277,0.04093170935515636,0.0036454266666590606,0.007977894828711914,0.00015433961207502218
A,HEAVIER_ALWAYS,455,91,153.0,0.0,0.0,0.006926351966605701,0.0,2.049017133210616,2.220446049250313e-16,0.006762762642177215,0.0,0.007089941291034187,9.69739903612216e-19
A,MEAN_CURVE,455,91,153.0,-0.005102726109815323,0.04124381163877447,0.003972366889434968,0.001775990385584034,2.099307097968202,0.10470969550404707,0.00233746563374009,0.001832649159608504,0.005607268145129846,0.0026459819818468026
A,O_BOTH,455,91,153.0,0.8684425185450968,1.2412670766236366e-16,0.532967032967033,0.0,0.2213715389163396,3.1031676915590914e-17,0.7032967032967034,0.0,0.3626373626373626,0.0
A,_RANDOM,455,91,153.0,0.0,0.0,0.006926351966605701,0.0,2.049017133210616,2.220446049250313e-16,0.006762762642177215,0.0,0.007089941291034187,9.69739903612216e-19
BP,FLAT,455,91,153.0,0.0,0.0,0.006926351966605701,0.0,2.049017133210616,2.220446049250313e-16,0.006762762642177215,0.0,0.007089941291034187,9.69739903612216e-19
BP,G13_FULL,455,91,153.0,0.20800921348515974,0.0398934145857414,0.06813186813186814,0.06088745132832997,1.4856112804172639,0.3563653850109808,0.013186813186813187,0.014327917374071755,0.12307692307692308,0.11614090189551955
BP,G14,455,91,153.0,0.19675024788251144,0.04755775743145873,0.00825338430880553,0.006743930145237175,1.7429444840063322,0.07148645696167472,0.011302372840834383,0.011093823237263153,0.005204395776776682,0.008015224907545719
BP,G14_TIED,455,91,153.0,0.4254550044668581,0.014198435492808227,0.02370445150231467,0.0029065872306423338,1.577538361384305,0.03198887899259461,0.039376180769333705,0.00599081546718278,0.00803272223529564,0.0001947244798458205
BP,HEAVIER_ALWAYS,455,91,153.0,0.0,0.0,0.006926351966605701,0.0,2.049017133210616,2.220446049250313e-16,0.006762762642177215,0.0,0.007089941291034187,9.69739903612216e-19
BP,MEAN_CURVE,455,91,153.0,-0.34904222997569373,0.05039358622236154,0.0024035913205176706,0.0025718241730891393,2.442322692229376,0.10226125052676262,0.0032386870340781956,0.0027343306137618934,0.0015684956069571456,0.003137449578274966
BP,O_BOTH,455,91,153.0,0.8684425185450968,1.2412670766236366e-16,0.532967032967033,0.0,0.2213715389163396,3.1031676915590914e-17,0.7032967032967034,0.0,0.3626373626373626,0.0
BP,_RANDOM,455,91,153.0,0.0,0.0,0.006926351966605701,0.0,2.049017133210616,2.220446049250313e-16,0.006762762642177215,0.0,0.007089941291034187,9.69739903612216e-19
