design,arm,bin,n,pred_mean,obs_mean,obs_sd,obs_median
BR,G14,"(-0.118, -0.0541]",8830,-0.07983134754631314,-0.20740223285215326,0.31052102306184504,-0.17609125905568113
BR,G14,"(-0.0541, 0.0742]",8854,-0.016224865531697212,-0.0551142385242675,0.24343786801934006,-0.041392685000000096
BR,G14,"(0.0742, 1.064]",8832,0.35385298363091594,0.21677046006910541,0.625381747291995,0.15261016300000002
BR,G13_FULL,"(-3.049, -0.814]",8846,-1.2435318192488105,-1.4203126244374389,0.9991916550114079,-1.4473929756173043
BR,G13_FULL,"(-0.814, -0.464]",8842,-0.622285230700719,-0.9793228401683974,0.9069006354809354,-0.9204952753339856
BR,G13_FULL,"(-0.464, -0.263]",8843,-0.35407387548129193,-0.6460942642578043,0.756056748532579,-0.5869962448920865
BR,G13_FULL,"(-0.263, -0.148]",8844,-0.20045594526008573,-0.42047496545407936,0.6114617727519118,-0.36797678514729726
BR,G13_FULL,"(-0.148, -0.0736]",8844,-0.10799854515127554,-0.26603422502306573,0.513435288601075,-0.21109607577807848
BR,G13_FULL,"(-0.0736, -0.021]",8843,-0.04631201830843125,-0.15070048692950377,0.4190649300681694,-0.10000000000000031
BR,G13_FULL,"(-0.021, 0.0418]",8844,0.006450444416052579,-0.0774538238574251,0.4309931455853816,-0.03376319060172239
BR,G13_FULL,"(0.0418, 1.213]",8844,0.1841630557266262,0.010186887919180942,0.6013850561455484,0.024823583999999843
BR,O_BOTH,"(-4.2940000000000005, -1.344]",8845,-2.0095246399816515,-2.0928916342358295,0.5712668602551442,-2.000055675210884
BR,O_BOTH,"(-1.344, -0.756]",8845,-1.0071351424732353,-1.0902257784708844,0.3081348182769513,-1.0871501749999999
BR,O_BOTH,"(-0.756, -0.443]",8845,-0.5862938930031346,-0.6489294705217389,0.27170096074514344,-0.6432779452499124
BR,O_BOTH,"(-0.443, -0.249]",8840,-0.34173036309400967,-0.36457459257525454,0.24117077438056933,-0.36000000000000004
BR,O_BOTH,"(-0.249, -0.117]",8845,-0.17738179144585767,-0.19372022309504486,0.195086673927375,-0.17609125905568124
BR,O_BOTH,"(-0.117, -0.0194]",8845,-0.06692153236231266,-0.08271873176729883,0.18029843229520207,-0.067114093959731
BR,O_BOTH,"(-0.0194, 0.107]",8845,0.03068260181632983,0.0394686828447413,0.193637652297563,0.022276394000000088
BR,O_BOTH,"(0.107, 4.553]",8840,0.44753370063378367,0.4838898259283919,0.5986713803911115,0.3012153650838223
BR,HEAVIER_ALWAYS,"(-3.1479999999999997, -2.201]",9010,-2.583458995656994,-1.180301877245032,1.3337504475551853,-1.330271315679299
BR,HEAVIER_ALWAYS,"(-2.201, -1.617]",9620,-1.8328591845034385,-0.8751756902461543,1.0357868928810217,-0.9526345451906436
BR,HEAVIER_ALWAYS,"(-1.617, -1.255]",8295,-1.3917315535953116,-0.6140507226776221,0.7737370754626517,-0.6472456655033265
BR,HEAVIER_ALWAYS,"(-1.255, -0.894]",9370,-1.0544897572731167,-0.4497099787050724,0.6169385002361522,-0.4583167641997222
BR,HEAVIER_ALWAYS,"(-0.894, -0.671]",8110,-0.8003768319724397,-0.3340929871820887,0.473654793703886,-0.31306852781809497
BR,HEAVIER_ALWAYS,"(-0.671, -0.447]",10550,-0.555352348864196,-0.23324786296784045,0.36963610622458604,-0.19433227756106788
BR,HEAVIER_ALWAYS,"(-0.447, -0.292]",7005,-0.3579038646997427,-0.10773522576454976,0.2839199267010459,-0.08438818565400719
BR,HEAVIER_ALWAYS,"(-0.292, -0.138]",8790,-0.20654435643044272,-0.07391609092700197,0.21187977499259622,-0.0503306901600723
BR,G14_TIED,"(-1.0499999999999998, -0.718]",8854,-0.8872477781072513,-1.4208694797226242,1.148623395203621,-1.5006995951928221
BR,G14_TIED,"(-0.718, -0.506]",9123,-0.6060941925983315,-1.0360298127994463,0.9087180542770088,-1.1031815224513912
BR,G14_TIED,"(-0.506, -0.3]",8955,-0.3873075081433108,-0.6029439475211128,0.6176926225074476,-0.5513361462728533
BR,G14_TIED,"(-0.3, -0.196]",8792,-0.24266672275181456,-0.546559392146847,0.5000618756872874,-0.5992998778669527
BR,G14_TIED,"(-0.196, -0.117]",8742,-0.15191037771745,-0.2952716943889941,0.3652164179617195,-0.2892464246424657
BR,G14_TIED,"(-0.117, -0.0592]",8805,-0.08205745835183784,-0.19085416412907477,0.27943291361845046,-0.18452442600000007
BR,G14_TIED,"(-0.0592, 0.0718]",8662,-0.02064113121047545,-0.048674279676195406,0.20965179136162862,-0.037583892617448544
BR,G14_TIED,"(0.0718, 0.797]",8817,0.3395275723040459,0.2250690920030373,0.6289640077911678,0.15490196
BQ,FLAT,constant,70750,0.0,-0.4937909551280511,0.827085833332054,
BQ,MEAN_CURVE,"(-0.766, -0.296]",8849,-0.39186078950517633,-0.7907166246977373,1.2331035256740885,-0.654358412
BQ,MEAN_CURVE,"(-0.296, -0.196]",8849,-0.248418501241768,-0.7935526707190131,1.0717291821553356,-0.6683417085427144
BQ,MEAN_CURVE,"(-0.196, -0.115]",8891,-0.15401483777736938,-0.6752906959595845,0.9183920186524832,-0.511883361
BQ,MEAN_CURVE,"(-0.115, -0.0491]",8786,-0.0851132710129989,-0.4639959587271066,0.7816883495893275,-0.24107965098935064
BQ,MEAN_CURVE,"(-0.0491, -0.00438]",8891,-0.023187120887187895,-0.33983668617245294,0.581143528356061,-0.2160804020100472
BQ,MEAN_CURVE,"(-0.00438, 0.0243]",8807,0.011458096885685214,-0.2882701857900526,0.45378418406525123,-0.16885553470919445
BQ,MEAN_CURVE,"(0.0243, 0.0595]",8834,0.040598822833990814,-0.2452580010243319,0.45492650153422887,-0.10551891159547593
BQ,MEAN_CURVE,"(0.0595, 0.145]",8843,0.09151567260075481,-0.35157077066069814,0.4858886579573109,-0.27300127200000013
BQ,G14,"(-1.2069999999999999, -0.715]",8922,-0.8735154569677442,-1.376874627363334,1.1241706032359609,-1.4305405405405405
BQ,G14,"(-0.715, -0.49]",8830,-0.5898049519376739,-1.0438285587456213,0.9335693116814406,-1.0868183312432442
BQ,G14,"(-0.49, -0.298]",8804,-0.3817074169491209,-0.6481685282704014,0.6781077962672079,-0.6093592300694621
BQ,G14,"(-0.298, -0.182]",8832,-0.23449981675874643,-0.521214974261124,0.5094028939817496,-0.5281600993317215
BQ,G14,"(-0.182, -0.112]",8831,-0.14559942248272167,-0.32733957299225375,0.39104937361187886,-0.30414320706566517
BQ,G14,"(-0.112, -0.0489]",8864,-0.0753324252297084,-0.20108831873288052,0.28473326246953523,-0.18532241148521988
BQ,G14,"(-0.0489, 0.0706]",8826,-0.015613517578251407,-0.05044644958848055,0.22549781429937063,-0.0399999999999997
BQ,G14,"(0.0706, 0.945]",8841,0.3424603710279835,0.22554472228565933,0.6212826476451313,0.15038585900000007
BQ,G13_FULL,"(-3.053, -0.888]",8844,-1.2862010756120348,-1.4843731510688603,0.9710577056304315,-1.5255157437567886
BQ,G13_FULL,"(-0.888, -0.507]",8844,-0.6807181571635735,-0.9998163499964678,0.8718260692721771,-0.9490061909416732
BQ,G13_FULL,"(-0.507, -0.287]",8843,-0.3848590706632969,-0.6442776858758863,0.6846412014731752,-0.5988700564971761
BQ,G13_FULL,"(-0.287, -0.162]",8844,-0.22021758589678578,-0.402173437767491,0.5823871027733428,-0.35439639792710753
BQ,G13_FULL,"(-0.162, -0.0794]",8844,-0.11754522765837046,-0.24783467928762848,0.5182815119744144,-0.19629464500000005
BQ,G13_FULL,"(-0.0794, -0.0212]",8845,-0.04907632998958599,-0.1315305476601011,0.4264855334228959,-0.07999999999999996
BQ,G13_FULL,"(-0.0212, 0.0542]",8842,0.01089788361759764,-0.02820195414157798,0.47338109883434365,-0.017408123791103236
BQ,G13_FULL,"(0.0542, 1.186]",8844,0.20421819081209105,-0.0120725228266048,0.6151532703391593,0.0075096017787457114
BQ,O_BOTH,"(-4.2940000000000005, -1.344]",8845,-2.0095246399816515,-2.0928916342358295,0.5712668602551442,-2.000055675210884
BQ,O_BOTH,"(-1.344, -0.756]",8845,-1.0071351424732353,-1.0902257784708844,0.3081348182769513,-1.0871501749999999
BQ,O_BOTH,"(-0.756, -0.443]",8845,-0.5862938930031346,-0.6489294705217389,0.27170096074514344,-0.6432779452499124
BQ,O_BOTH,"(-0.443, -0.249]",8840,-0.34173036309400967,-0.36457459257525454,0.24117077438056933,-0.36000000000000004
BQ,O_BOTH,"(-0.249, -0.117]",8845,-0.17738179144585767,-0.19372022309504486,0.195086673927375,-0.17609125905568124
BQ,O_BOTH,"(-0.117, -0.0194]",8845,-0.06692153236231266,-0.08271873176729883,0.18029843229520207,-0.067114093959731
BQ,O_BOTH,"(-0.0194, 0.107]",8845,0.03068260181632983,0.0394686828447413,0.193637652297563,0.022276394000000088
BQ,O_BOTH,"(0.107, 4.553]",8840,0.44753370063378367,0.4838898259283919,0.5986713803911115,0.3012153650838223
BQ,HEAVIER_ALWAYS,"(-3.1479999999999997, -2.201]",9010,-2.583458995656994,-1.180301877245032,1.3337504475551853,-1.330271315679299
BQ,HEAVIER_ALWAYS,"(-2.201, -1.617]",9620,-1.8328591845034385,-0.8751756902461543,1.0357868928810217,-0.9526345451906436
BQ,HEAVIER_ALWAYS,"(-1.617, -1.255]",8295,-1.3917315535953116,-0.6140507226776221,0.7737370754626517,-0.6472456655033265
BQ,HEAVIER_ALWAYS,"(-1.255, -0.894]",9370,-1.0544897572731167,-0.4497099787050724,0.6169385002361522,-0.4583167641997222
BQ,HEAVIER_ALWAYS,"(-0.894, -0.671]",8110,-0.8003768319724397,-0.3340929871820887,0.473654793703886,-0.31306852781809497
BQ,HEAVIER_ALWAYS,"(-0.671, -0.447]",10550,-0.555352348864196,-0.23324786296784045,0.36963610622458604,-0.19433227756106788
BQ,HEAVIER_ALWAYS,"(-0.447, -0.292]",7005,-0.3579038646997427,-0.10773522576454976,0.2839199267010459,-0.08438818565400719
BQ,HEAVIER_ALWAYS,"(-0.292, -0.138]",8790,-0.20654435643044272,-0.07391609092700197,0.21187977499259622,-0.0503306901600723
BQ,G14_TIED,"(-1.0159999999999998, -0.702]",8995,-0.8630147526025146,-1.405672478025115,1.1416118874616785,-1.4635135135135138
BQ,G14_TIED,"(-0.702, -0.49]",8920,-0.5873703267137168,-1.0240241420477916,0.9136222291873753,-1.0776972019512066
BQ,G14_TIED,"(-0.49, -0.297]",9054,-0.37734729389811117,-0.6301683368614782,0.6405644234159665,-0.5612343297974922
BQ,G14_TIED,"(-0.297, -0.18]",8796,-0.22903583326841456,-0.5468389923173266,0.5003981131513093,-0.5992998778669527
BQ,G14_TIED,"(-0.18, -0.107]",8713,-0.14360769764921952,-0.2974679153673776,0.3636262580474967,-0.29313351481794736
BQ,G14_TIED,"(-0.107, -0.0526]",8771,-0.07451742366134567,-0.19295025387994766,0.2779214993748274,-0.1856866537717674
BQ,G14_TIED,"(-0.0526, 0.0693]",8670,-0.01786481097373291,-0.04822898947244264,0.21026509666463236,-0.03732432299999999
BQ,G14_TIED,"(0.0693, 0.761]",8831,0.31908303277411737,0.23332567909213892,0.6206197934245133,0.15490196000000056
A,FLAT,constant,70750,0.0,-0.4937909551280511,0.827085833332054,
A,MEAN_CURVE,"(-0.615, -0.323]",8905,-0.4136462815556253,-0.995491387000127,1.2623382504472571,-0.976112026359143
A,MEAN_CURVE,"(-0.323, -0.22]",8785,-0.268726729429629,-0.8307086797574895,1.058760720408416,-0.698240866035182
A,MEAN_CURVE,"(-0.22, -0.137]",8855,-0.1768851277966093,-0.6533388994237043,0.897333960880766,-0.511883361
A,MEAN_CURVE,"(-0.137, -0.0638]",8839,-0.10087169171936274,-0.44719941989812473,0.6874300723966839,-0.2787536009528291
A,MEAN_CURVE,"(-0.0638, -0.0204]",8849,-0.03998205022022857,-0.3552406290462131,0.5360824307678375,-0.29503916449086176
A,MEAN_CURVE,"(-0.0204, 0.00673]",8871,-0.006507371320758668,-0.2622510050596292,0.41419128854692333,-0.18243243243243384
A,MEAN_CURVE,"(0.00673, 0.0327]",8811,0.018765725356817396,-0.18694411576638473,0.4111583241687784,-0.07918124600000014
A,MEAN_CURVE,"(0.0327, 0.115]",8835,0.057934025698875465,-0.21707462356491145,0.4598182604829045,-0.1406469760900173
A,G14,"(-1.2169999999999999, -0.716]",8870,-0.8727064964975986,-1.3979307731073873,1.1043324486887802,-1.4473929756173043
A,G14,"(-0.716, -0.492]",8836,-0.5953503567292601,-1.0427343108784088,0.8820897863464041,-1.0776972019512066
A,G14,"(-0.492, -0.301]",8856,-0.38933972239308473,-0.6699119254336741,0.6499369868588105,-0.6235109924135949
A,G14,"(-0.301, -0.191]",8843,-0.24532420081408948,-0.5401334328450863,0.48847141074030226,-0.5440680443502752
A,G14,"(-0.191, -0.12]",8860,-0.1540973698768521,-0.3215540073019333,0.38363790992188623,-0.3008801211217354
A,G14,"(-0.12, -0.056]",8811,-0.08431742227239211,-0.19624746988671007,0.28631842865287566,-0.1760912590556404
A,G14,"(-0.056, 0.069]",8833,-0.021860934711531017,-0.05301293201747453,0.23349541160471338,-0.04169808461352931
A,G14,"(0.069, 0.986]",8841,0.33738959982701633,0.2752001359282348,0.6855448789948168,0.1638568029999996
A,G13_FULL,"(-3.925, -0.776]",8844,-1.3475080577281322,-1.514709313078454,0.9630466100337091,-1.5196405150411416
A,G13_FULL,"(-0.776, -0.436]",8844,-0.5840239131907984,-0.9784495051479375,0.8806556433148063,-0.8862903278074392
A,G13_FULL,"(-0.436, -0.251]",8843,-0.3349149123619364,-0.6497005437643755,0.7145980337231025,-0.544068044
A,G13_FULL,"(-0.251, -0.142]",8845,-0.19210615332632555,-0.4451246270585336,0.5682961506597092,-0.346787486
A,G13_FULL,"(-0.142, -0.0705]",8843,-0.10437117876311812,-0.3039914198234415,0.4467693880568216,-0.23044892100000014
A,G13_FULL,"(-0.0705, -0.0176]",8843,-0.04264445124084319,-0.1605563394972644,0.35177223006875513,-0.11111111111110983
A,G13_FULL,"(-0.0176, 0.0436]",8844,0.009368094627975231,-0.041958112683693344,0.3686992787219681,-0.024357239512855955
A,G13_FULL,"(0.0436, 1.142]",8844,0.18081564790169996,0.14419822842302948,0.6440433643690892,0.09691001300000024
A,O_BOTH,"(-4.2940000000000005, -1.344]",8845,-2.0095246399816515,-2.0928916342358295,0.5712668602551442,-2.000055675210884
A,O_BOTH,"(-1.344, -0.756]",8845,-1.0071351424732353,-1.0902257784708842,0.3081348182769513,-1.0871501749999999
A,O_BOTH,"(-0.756, -0.443]",8845,-0.5862938930031347,-0.6489294705217389,0.27170096074514344,-0.6432779452499124
A,O_BOTH,"(-0.443, -0.249]",8840,-0.34173036309400967,-0.3645745925752546,0.24117077438056933,-0.36000000000000004
A,O_BOTH,"(-0.249, -0.117]",8845,-0.17738179144585764,-0.19372022309504486,0.195086673927375,-0.17609125905568124
A,O_BOTH,"(-0.117, -0.0194]",8845,-0.06692153236231266,-0.08271873176729884,0.18029843229520207,-0.067114093959731
A,O_BOTH,"(-0.0194, 0.107]",8845,0.03068260181632983,0.0394686828447413,0.193637652297563,0.022276394000000088
A,O_BOTH,"(0.107, 4.553]",8840,0.4475337006337836,0.4838898259283919,0.5986713803911115,0.3012153650838223
A,HEAVIER_ALWAYS,"(-3.1479999999999997, -2.201]",9010,-2.583458995656994,-1.180301877245032,1.3337504475551853,-1.330271315679299
A,HEAVIER_ALWAYS,"(-2.201, -1.617]",9620,-1.8328591845034388,-0.8751756902461543,1.0357868928810217,-0.9526345451906436
A,HEAVIER_ALWAYS,"(-1.617, -1.255]",8295,-1.3917315535953116,-0.6140507226776221,0.7737370754626517,-0.6472456655033265
A,HEAVIER_ALWAYS,"(-1.255, -0.894]",9370,-1.0544897572731167,-0.4497099787050724,0.6169385002361522,-0.4583167641997222
A,HEAVIER_ALWAYS,"(-0.894, -0.671]",8110,-0.8003768319724397,-0.3340929871820887,0.4736547937038861,-0.31306852781809497
A,HEAVIER_ALWAYS,"(-0.671, -0.447]",10550,-0.5553523488641962,-0.23324786296784042,0.36963610622458604,-0.19433227756106788
A,HEAVIER_ALWAYS,"(-0.447, -0.292]",7005,-0.3579038646997427,-0.10773522576454976,0.28391992670104593,-0.08438818565400719
A,HEAVIER_ALWAYS,"(-0.292, -0.138]",8790,-0.20654435643044272,-0.07391609092700197,0.21187977499259622,-0.0503306901600723
A,G14_TIED,"(-1.0259999999999998, -0.708]",8890,-0.8636591401040237,-1.4372041544742011,1.0947349750008772,-1.5006023505691855
A,G14_TIED,"(-0.708, -0.495]",9155,-0.591371229062113,-1.049395188491363,0.8726859140560445,-1.1031815224513912
A,G14_TIED,"(-0.495, -0.29]",8765,-0.3799805440478329,-0.6475509298145682,0.6101967354121973,-0.6235109924135949
A,G14_TIED,"(-0.29, -0.197]",9022,-0.24210954394529283,-0.515707172747892,0.4763803019589487,-0.5416204217536102
A,G14_TIED,"(-0.197, -0.118]",8747,-0.15071143192671949,-0.2982044718219638,0.36119669556702205,-0.2914572864321565
A,G14_TIED,"(-0.118, -0.0585]",8802,-0.08339789831826232,-0.19311054359749452,0.2772309731326556,-0.18527865540703936
A,G14_TIED,"(-0.0585, 0.0618]",8529,-0.02275455365028418,-0.04582603804416212,0.21643059590880678,-0.03699691744082623
A,G14_TIED,"(0.0618, 0.788]",8840,0.33059085727317533,0.28006172163022053,0.6860146932722666,0.16840443000000102
BP,FLAT,constant,70750,0.0,-0.4937909551280511,0.827085833332054,
BP,MEAN_CURVE,"(-0.828, -0.233]",8851,-0.38134720373031833,-0.39431299472947096,1.0954417148172584,-0.190331698
BP,MEAN_CURVE,"(-0.233, -0.133]",8838,-0.1792198285785496,-0.6940990630936622,0.9689761246151711,-0.5342065314669407
BP,MEAN_CURVE,"(-0.133, -0.0636]",8894,-0.09450639655243985,-0.6106681041669709,0.913183074835539,-0.3729030023594614
BP,MEAN_CURVE,"(-0.0636, -0.00561]",8905,-0.03325326543658517,-0.50403050578667,0.8316721776854559,-0.22222222222222138
BP,MEAN_CURVE,"(-0.00561, 0.03]",8748,0.01330351792821033,-0.3790791388702831,0.6770263571291567,-0.18032831199893595
BP,MEAN_CURVE,"(0.03, 0.0634]",8899,0.04485061736251778,-0.3210421005761317,0.5924368013468505,-0.11814345991561326
BP,MEAN_CURVE,"(0.0634, 0.119]",8785,0.08919303887485856,-0.4585056270633211,0.6726816740422923,-0.26324143499999986
BP,MEAN_CURVE,"(0.119, 0.291]",8830,0.17181195481268902,-0.5878159199581475,0.6529497243198182,-0.4777777777777774
BP,G14,"(-1.529, -0.671]",8869,-0.8515850190912814,-1.288420392060491,1.0866935303825003,-1.2937143625742453
BP,G14,"(-0.671, -0.449]",8820,-0.5597076164096095,-1.064668355289524,0.9220956229363154,-1.0630498533724333
BP,G14,"(-0.449, -0.271]",8912,-0.35450617975209764,-0.7090912098036752,0.6971907228236147,-0.6320232150000001
BP,G14,"(-0.271, -0.162]",8779,-0.21265755194514974,-0.522027679251251,0.5039593772345473,-0.49054054054054097
BP,G14,"(-0.162, -0.0856]",8854,-0.12471563375049921,-0.3468569980310436,0.4068193041411719,-0.30974522756219347
BP,G14,"(-0.0856, -0.0337]",8893,-0.05786064110684741,-0.1938742246000523,0.29903815807173356,-0.16600668524749485
BP,G14,"(-0.0337, 0.079]",8788,0.0008549488397165461,-0.06834079308855105,0.29354825915557076,-0.041392685000000096
BP,G14,"(0.079, 1.153]",8835,0.3602410488288182,0.24671662286846344,0.715864561253933,0.16749108799999984
BP,G13_FULL,"(-3.0469999999999997, -0.537]",8844,-0.87694932925136,-1.284168707125532,1.0420616681629484,-1.291402946153446
