arm,macro_mae,offset_mae,shape_mae,shape_r2,macro_mae_ligand,pooled_mae,pooled_r2,offset_share_of_sse,median_ligand_mae,worst_quartile_ligand_mae,rank_spearman,sign_accuracy,frac_within_0_5_log,frac_within_1_log,prediction_dispersion_ratio,n_rows,n_ligands,n_ecfp_clusters,n_superclusters,n_eff_pooled_rows,n_macro_units,split_seed,nn_lt_0_4__macro_mae,nn_lt_0_6__macro_mae
ENS_nnls,0.9517626344889545,0.7973266315902854,0.47727513153153167,0.20001479826883162,0.9619360022532196,1.1043218842112843,0.3066646005563103,0.4304981834707615,0.8556518115630131,1.868337549551074,0.5157188501915151,0.6338664481032189,0.29573170731707316,0.5200076219512195,0.4924292930394774,5248,152,131,79,6.256051615740402,131,155921,0.8540860726698679,1.0892217080691668
REC_ecfp_plus_recovered,0.997252604577614,0.8199395233705498,0.5048669616100125,0.20214585570352406,0.99502079193792,1.1622228281854723,0.2048854113712406,0.504720539380858,0.9148777949816607,1.933743265478526,0.39798409555375475,0.6428408433115712,0.2856326219512195,0.500952743902439,0.4661961821016163,5248,152,131,79,6.256051615740402,131,196613,0.8866758090349205,1.120766377836063
GEN7_everything_EXPLORATORY,0.991729998075893,0.8158921972374843,0.4980075766139419,0.20738108929990762,0.993723425543655,1.139777148354111,0.24685287428072544,0.48055312077703266,0.9046271265188062,1.9274911124839345,0.4412895254288463,0.6371825831729174,0.2924923780487805,0.5093368902439024,0.4581035964496294,5248,152,131,79,6.256051615740402,131,196613,0.9328451889082338,1.1251340683927504
GEN7_metalphys_ecfp_EXPLORATORY,1.002109511263696,0.818815362678173,0.5062767498011906,0.1748872921221475,0.9986449604555495,1.1302886358968034,0.25918725970074386,0.45025489887275555,0.8953509530168419,1.937638829502811,0.41770717513255806,0.629203656541359,0.2810594512195122,0.5142911585365854,0.5030212646060214,5248,152,131,79,6.256051615740402,131,196613,0.921204975322407,1.1376228132682071
TREE_MC_ecfp_massaction,1.0029915703627876,0.8203041280727126,0.5068744942223261,0.16515480416751982,0.9981127987686772,1.1263086425053819,0.25869932795559425,0.44413658248860355,0.8993818246640854,1.9467207981407657,0.40191218535407186,0.625789649429673,0.2919207317073171,0.5118140243902439,0.4972399080021518,5248,152,131,79,6.256051615740402,131,196613,0.8952647982278217,1.1412048536783568
TREE_MC_donors,1.0626387066652443,0.8962952451692928,0.5064343489096,0.061201021664514355,1.0598955387324793,1.2120311546516602,0.147170518739844,0.45666593060840704,0.952523082227813,2.0348072234312924,0.3671202996312662,0.5826233684939952,0.2728658536585366,0.4961890243902439,0.5256405829548356,5248,152,131,79,6.256051615740402,131,196613,1.1617234580272802,1.1834330484709559
SELECT_inner,1.025771056908888,0.837124215574307,0.5135063119216626,0.1689740070163387,1.0202808040887998,1.1385648039494183,0.2509267101163265,0.4524209409328879,0.9212587212929899,1.981898646994668,0.3660464298833131,0.6280276218977965,0.2785823170731707,0.5104801829268293,0.5180552628080658,5248,152,131,79,6.256051615740402,131,196613,0.7786986840841724,1.164426177299603
ENS_mean,0.9807507842109717,0.8106834203812708,0.49361669083100407,0.19484133665565717,0.980390592499618,1.1341325824862474,0.25619565053798943,0.46570723749255966,0.9201880110860902,1.9088511281487874,0.4358323263235986,0.6330190960391656,0.2842987804878049,0.5078125,0.46625098129048176,5248,152,131,79,6.256051615740402,131,196613,0.8520091624167251,1.1008564625338637
ENS_inverse_mae,0.9812642243050348,0.8107770578838697,0.49377617122498174,0.1942434157777938,0.980781817226603,1.1342978000695088,0.2558613641643598,0.46555066142080764,0.913216569888825,1.9097875654179814,0.43517386397129654,0.632890344582861,0.2848704268292683,0.5076219512195121,0.4667220351270099,5248,152,131,79,6.256051615740402,131,196613,0.8530150374841633,1.1018777866946796
ENS_nnls,0.9997035811377195,0.8244542896659856,0.4954224439577585,0.15769436923576263,0.9971553253424057,1.1576036111836847,0.22375928071929285,0.4644132580607235,0.928094333282136,1.9431002467774068,0.41921806274261236,0.6205118864809924,0.2860137195121951,0.5080030487804879,0.4773918291677476,5248,152,131,79,6.256051615740402,131,196613,0.9001892674497739,1.1345512170436518
REC_ecfp_plus_recovered,0.9960466136480602,0.8569169661896682,0.5002102898527081,0.2076914964607366,1.0311827093729162,1.169021805081929,0.23053893943811665,0.491765426884524,0.912165166721822,2.0324282110514984,0.4149415858767934,0.6381456021956834,0.2761051829268293,0.4929496951219512,0.4668842545856897,5248,152,131,79,6.256051615740402,131,262147,0.8960773266802654,1.1217861563976173
GEN7_everything_EXPLORATORY,1.019384610073943,0.8753416679683748,0.49112970476284074,0.2022160538350668,1.0463467634596086,1.1640170104684786,0.23750687649427948,0.48357661972929894,0.9788083892243857,2.0263364855522625,0.47326455154188507,0.633123772019901,0.2774390243902439,0.4921875,0.4718400722090753,5248,152,131,79,6.256051615740402,131,262147,0.9890079122015466,1.1591774402440989
GEN7_metalphys_ecfp_EXPLORATORY,1.016638130063672,0.8897681022498659,0.49997401448014717,0.1681699937931187,1.0540892679938036,1.1833900798692758,0.20364818678293783,0.4844317745647845,0.915294428040023,2.1393332610237534,0.40817242505545515,0.6293685212110174,0.2730564024390244,0.4897103658536585,0.4951367421526498,5248,152,131,79,6.256051615740402,131,262147,0.929040809051434,1.182405599553077
TREE_MC_ecfp_massaction,1.0198543595747716,0.8943676539727994,0.499580426240766,0.17014204751781303,1.0568883008199839,1.1790624447147469,0.2114118155940511,0.48059033185071603,0.9169808842209817,2.119897378636605,0.408255188970091,0.6273629294201265,0.2734375,0.4885670731707317,0.49512428150598137,5248,152,131,79,6.256051615740402,131,262147,0.9314755095092715,1.1780015851736896
TREE_MC_donors,0.9914370313031616,0.8444387985588309,0.4895285401495245,0.1067132386444497,1.0051617900665912,1.1375934295779777,0.24567450860514617,0.41549443810603415,0.8961131489468604,1.9448159684596926,0.4260809837276217,0.5942251308188069,0.29858993902439024,0.506859756097561,0.5622723672880132,5248,152,131,79,6.256051615740402,131,262147,0.9945508157586893,1.1203599176575638
SELECT_inner,1.0704830406414794,0.9289124093777142,0.5028306265232774,0.17506078718439255,1.0844928941244303,1.1627163484393808,0.223124802597922,0.47588423121001844,0.9360599999808132,2.1561379464432666,0.45004240613876434,0.638729694168187,0.28010670731707316,0.4958079268292683,0.5151359813023345,5248,152,131,79,6.256051615740402,131,262147,1.1357532759436173,1.2762149795971973
ENS_mean,0.9944139320755069,0.8516849411543407,0.4858209963589201,0.20121177517766864,1.0154132635992124,1.1441747367984072,0.2565622232601018,0.4696732136754987,0.9384135517025514,2.00355657732357,0.47117937073786026,0.6379760271068919,0.2820121951219512,0.5019054878048781,0.4707154766062387,5248,152,131,79,6.256051615740402,131,262147,0.9641154000819233,1.151441849978088
ENS_inverse_mae,0.9943186056799561,0.8515697154511811,0.4857277460391159,0.20127622850171623,1.015205465426228,1.1439928483549775,0.25670955443286614,0.46961089500772807,0.9365111964266695,2.0027069446599675,0.47122040518125485,0.6379990558226538,0.2818216463414634,0.5022865853658537,0.4706567544373587,5248,152,131,79,6.256051615740402,131,262147,0.9644040613753312,1.1513516522742389
ENS_nnls,0.9863249465596923,0.8459309938397922,0.48076434688276054,0.20064091605978174,1.002939126848309,1.1418422000229225,0.25645983377761705,0.469367293286182,0.9168277215356623,1.9456401199891196,0.47850737911267033,0.6352340397915274,0.29058689024390244,0.5076219512195121,0.4697965848968585,5248,152,131,79,6.256051615740402,131,262147,0.968623520074426,1.1304528146321267
