k,statistic,comparison,point,ci95_low,ci95_high,bca_low,bca_high,block_macro,n_units,units_improved,seeds_positive,n_seeds
1,shape_mae,absolute CNP: adding a ligand representation (RANDOM),0.010307122065925864,-0.01540646169291622,0.05334095182643536,-0.02185801872711523,0.04415406554966059,0.02461597358855801,99,52,3,5
1,shape_mae,mass-action curve baseline vs offset (RANDOM),0.015127418733953077,-0.008595811915618513,0.037127428827532345,-0.002790722445031117,0.04823303693791184,-0.0005110018759128193,99,29,5,5
1,shape_mae,spline residual baseline vs offset (RANDOM),0.013676751657026818,-0.002241508806929123,0.03556047556836697,0.0005235953520892614,0.04219563910514338,0.006338192219392626,99,32,5,5
1,shape_mae,local GP curve vs offset (RANDOM),5.68695478658647e-06,2.839064321392691e-06,7.612315880676601e-06,3.2567816823569458e-06,8.042806620108106e-06,5.631019521262992e-06,99,75,5,5
1,offset,CENTRAL vs RANDOM,0.1574988520428259,0.07093584525450854,0.21163035438902003,0.08910404416837293,0.22635539843562938,0.11630595561154686,99,76,5,5
1,offset,MEDOID vs RANDOM,0.15474262498298966,0.0698357771053709,0.21183025898567445,0.08591272063417155,0.22754135956984503,0.11826929883584315,99,78,5,5
1,offset,MAX_ENSEMBLE_SD vs RANDOM,0.04463132175647041,-0.012599254105600956,0.08077923522962208,1.1417590005655146e-05,0.09029120478630259,0.01477937470826564,99,50,5,5
1,offset,FARTHEST vs RANDOM,-0.14256074592945317,-0.20620476629038506,-0.08065874814805367,-0.2086636340020465,-0.08254434720604249,-0.15508507723835127,99,34,0,5
1,offset,ORACLE vs RANDOM,0.4268075927379922,0.30618193252860126,0.510764851898172,0.32455231385204036,0.5355002001930999,0.35923890611947323,99,99,5,5
1,offset,ORACLE vs CENTRAL,0.2693087406951663,0.19098505152854725,0.31709549867035225,0.20301758383113525,0.32700887132280104,0.24293295050792635,99,99,5,5
1,offset,one measurement vs zero,0.23161144336850784,0.08245096967644998,0.44929170925587053,0.08156665267245086,0.4469865372702122,0.22497292844529135,99,53,5,5
1,offset,offset vs no model,0.12384083650731945,0.05904722959524136,0.18123019716520872,0.059518240339867655,0.1821671660572692,0.14979197676336142,99,69,5,5
1,offset,slope repair + medoid vs random offset,0.16304147727712778,0.07354287485284358,0.22184132723611366,0.09216882992581539,0.23874119116865364,0.12196427736798288,99,80,5,5
1,offset,"slope repair vs offset, both at medoid",0.008298852294138175,-0.006521803769182013,0.020391909156930826,-0.004765943149088366,0.022229603043315626,0.0036949785321397075,99,13,5,5
1,offset,"physics-latent residual vs offset, both at CENTRAL",0.044115435045560515,0.006500738321206138,0.06727679569801572,0.012029279103727709,0.07133239489087922,0.04261496271383774,99,72,5,5
1,offset,"physics-latent residual vs slope repair, both at CENTRAL",0.03857280981125862,-0.008016858901804822,0.07589321249461727,-0.005501491605745953,0.07761371540661778,0.03695664095740175,99,61,5,5
1,offset,physics law on the absolute value vs offset (RANDOM),0.013023716424790787,-0.07317159060054494,0.061332873064850905,-0.05307310183860153,0.07300649685935284,-0.02905426699943684,99,48,5,5
1,offset,residual CNP vs offset (RANDOM),0.051297976509372366,-0.001066344525301994,0.08871286573379045,0.0069624969446078966,0.0990506490492397,0.018325139573864526,99,62,5,5
1,offset,absolute CNP vs offset (RANDOM),-0.05144265044946318,-0.22701882519512795,0.05782866952019876,-0.18990856759402372,0.08202117053009435,-0.1021330002537495,99,43,0,5
1,offset,CNP: adding a ligand representation (RANDOM),-0.0246027737224887,-0.04129411602979268,0.004297356873631614,-0.04599781831524905,-0.0018707578886148514,-0.01086539365503398,99,24,1,5
1,offset,absolute CNP: adding a ligand representation (RANDOM),-0.15678382875943933,-0.22131560877055947,-0.04728968125619622,-0.24015184719507174,-0.07101696173256605,-0.09068623144282258,99,32,0,5
1,offset,mass-action curve baseline vs offset (RANDOM),0.017486437057378356,-0.015669531850964077,0.03752988494564945,-0.008892786884084968,0.0435871608240983,-0.007865807466504714,99,29,5,5
1,offset,spline residual baseline vs offset (RANDOM),0.024964343124283733,-0.005484059077968768,0.042371386308801814,0.0010821822111086539,0.04823425824153804,0.0014855042297495452,99,31,5,5
1,offset,local GP curve vs offset (RANDOM),5.2268712595916995e-05,3.210791959244781e-05,6.414450915955481e-05,3.613122528973976e-05,6.660355078096573e-05,4.913414087399811e-05,99,88,5,5
2,mae,K3 vs K1 at RANDOM,0.044446387527529344,0.02928788074930588,0.054422124428490024,0.03141032063374573,0.05624446760210139,0.04617376885880851,99,86,5,5
2,mae,K2 vs K1 at RANDOM,0.019767484914564138,0.012636590065101481,0.02883351948241258,0.013389037121108283,0.030351258325430314,0.0229430316507865,99,54,5,5
2,mae,MEDOID vs RANDOM,0.03784324217828416,-0.004981788046923126,0.06548067028992458,0.0032312087595339576,0.07282212234429025,0.022248226442147426,99,66,5,5
2,mae,FARTHEST vs RANDOM (K3),0.04051267762951779,0.019537868635274413,0.0700242529476492,0.018138324403839178,0.06742577833175267,0.04645034106801436,99,73,5,5
2,mae,MAX_PRED_VAR vs RANDOM (K3),0.05465672283631013,0.03287690946548884,0.07374640929399101,0.03296200033462806,0.07375078536660758,0.045862930997959364,99,72,5,5
2,mae,best deployable vs random offset,0.11388347815057687,0.08054736159686704,0.13466299431229634,0.08352954393736248,0.13638420266542095,0.10275637160419193,99,81,5,5
2,mae,"slope repair vs offset, both K3 + max predictive variance",0.014780367786737409,0.0016584753015958834,0.024332680538283056,0.00350346535326783,0.026384146033807836,0.010719671747424058,99,20,5,5
2,mae,ORACLE vs RANDOM,0.1720128175073635,0.12468537371119189,0.20269723696938569,0.13354152796773341,0.21291744192159118,0.14957466862844795,99,99,5,5
2,mae,offset vs no model,0.1448143804601154,0.06540581795299702,0.20338551801891505,0.07315230756165611,0.21223599296849274,0.16123025336889624,99,70,5,5
2,shape_mae,K3 vs K1 at RANDOM,0.031578203088503384,0.02069200291666545,0.04025213050859688,0.0215952436722881,0.04140595627814596,0.03452279956833774,99,78,5,5
2,shape_mae,K2 vs K1 at RANDOM,0.016844370192480335,0.01102363038388787,0.023750784503805425,0.011829473357055307,0.025040745026950993,0.019702763579717505,99,50,5,5
2,shape_mae,MEDOID vs RANDOM,-1.1214373986112693e-18,-7.569702440626067e-18,6.938893903907228e-18,-6.457980465022569e-18,9.319223124291399e-18,-7.492454037501451e-19,99,8,0,5
2,shape_mae,FARTHEST vs RANDOM (K3),0.04045001579326329,0.028448069375441292,0.053395165505015704,0.028572315471621285,0.05356687865641333,0.044097297199671925,99,72,5,5
2,shape_mae,MAX_PRED_VAR vs RANDOM (K3),0.03195095704983231,0.02255862993401035,0.04679766029198044,0.021586689975765808,0.045132268474364065,0.03964585179020262,99,70,5,5
2,shape_mae,best deployable vs random offset,0.07828953997067249,0.05608956876009277,0.0998660386492403,0.05553048593215472,0.09954409868450295,0.08307691278554515,99,85,5,5
2,shape_mae,"slope repair vs offset, both K3 + max predictive variance",0.014760379832336792,0.004044364433353114,0.025348515598943817,0.006282840156176611,0.03281952086930393,0.008908261427004767,99,20,5,5
2,shape_mae,ORACLE vs RANDOM,-5.747366667882755e-18,-1.0366743205542063e-17,0.0,-1.0527976957652346e-17,-2.0713116131066353e-19,-5.718946093565815e-18,99,3,0,5
2,shape_mae,offset vs no model,0.12217383077134832,0.05711304522400381,0.16839134362140198,0.06465946443322917,0.17591256161485055,0.13536590442276988,99,71,5,5
2,offset,K3 vs K1 at RANDOM,0.023310579286907284,0.01546480060033347,0.02933814162547042,0.015398868465965143,0.02926994110145963,0.023251216715932416,99,78,5,5
2,offset,K2 vs K1 at RANDOM,0.0087042781860217,0.003366702130431671,0.015368688200937428,0.0037503099340228155,0.016023287217065373,0.009226724369429918,99,52,5,5
2,offset,MEDOID vs RANDOM,0.03702547571530674,-0.01256829004026614,0.0667825252066707,-0.00491248294696919,0.07125703783835435,0.019592905853282418,99,59,5,5
2,offset,FARTHEST vs RANDOM (K3),0.03710911193827928,0.006704496550247785,0.08660044143749279,0.0021664290226649425,0.08016016690145798,0.054544080485852076,99,62,5,5
2,offset,MAX_PRED_VAR vs RANDOM (K3),0.05608826698308941,0.029154627121822565,0.08608367800403705,0.028263465693287575,0.08548520823987249,0.047844508703144314,99,65,5,5
2,offset,best deployable vs random offset,0.08189552394237985,0.05599723924790403,0.11012060609181243,0.05668864205934324,0.11090452990735385,0.07734064174015824,99,70,5,5
2,offset,"slope repair vs offset, both K3 + max predictive variance",0.0024966776723831675,-0.005375675753692391,0.010629348297980195,-0.004042140956475235,0.012185823157987795,0.0062449163210815195,99,14,5,5
2,offset,ORACLE vs RANDOM,0.27154524723545176,0.19654900392263144,0.3204090157985872,0.20967706130764066,0.3338412039001244,0.22358724805157887,99,99,5,5
2,offset,offset vs no model,0.08850445180372962,0.0415805844053416,0.1259255095201959,0.04354415182268638,0.12872924843893835,0.09676646401036786,99,65,5,5
5,mae,K3 vs K1 at RANDOM,0.11466803511415262,0.08353429962384898,0.1374913973836118,0.08480184507230448,0.13863007856255238,0.11955895097020144,99,83,5,5
5,mae,offset vs no model,0.1404744774416812,0.06426119658377479,0.197719989985901,0.07152442724453137,0.20672657789528467,0.16018603052960761,99,69,5,5
5,mae,best deployable vs random offset,0.15392994132007223,0.11152856677727359,0.1843391989131432,0.11381451701952314,0.18603206030885558,0.15404194694762977,99,85,5,5
5,mae,best deployable vs the 1-shot oracle,0.07839173583435406,0.05199092924727673,0.11218564528367114,0.0530374776416645,0.11463980776317888,0.08564943794062185,99,71,5,5
5,shape_mae,K3 vs K1 at RANDOM,0.09112080753661764,0.06200280253230402,0.11215651361426887,0.06333381491644208,0.11301967787343412,0.09434305415284683,99,82,5,5
5,shape_mae,offset vs no model,0.12217383077134832,0.05711304522400381,0.16839134362140198,0.06465946443322917,0.17591256161485053,0.13536590442276988,99,71,5,5
5,shape_mae,best deployable vs random offset,0.12904661901091538,0.09388228961815287,0.15922857001007795,0.0931026614616995,0.1587435930831779,0.1342819413868961,99,86,5,5
5,shape_mae,best deployable vs the 1-shot oracle,0.12904661901091538,0.09388228961815287,0.15922857001007795,0.0931026614616995,0.15874359308317787,0.1342819413868961,99,85,5,5
5,offset,K3 vs K1 at RANDOM,0.048244669651914526,0.0358499002040454,0.061038923984696895,0.0352229858992009,0.06040503833392372,0.052782692766364846,99,78,5,5
5,offset,offset vs no model,0.06854806034697508,0.028258202822419285,0.10142913556968401,0.030375570786329433,0.10433360720480536,0.08201135200342487,99,66,5,5
5,offset,best deployable vs random offset,0.06856183967401962,0.0387414452326751,0.08734896071442076,0.043481537421505206,0.09040750947491674,0.060232723518957684,99,78,5,5
5,offset,best deployable vs the 1-shot oracle,-0.043766325085102885,-0.06342817700682224,-0.011555286032664423,-0.06992622169142773,-0.018519018340523833,-0.030867813535080033,99,39,0,5
