comparison,reference,candidate,stratum,n_extractants,n_pairs,macro_delta_mae,median_delta_mae,extractants_improved,fraction_improved,ci95_low,ci95_high
A2_vs_A2+D5,A2,A2+D5,max_train_tanimoto_lt_0.7,15,1637,-0.0061744707587026125,-0.0023167713115654354,7,0.4666666666666667,-0.016830375559932238,0.0037360092565001846
A2_vs_A2+D5,A2,A2+D5,max_train_tanimoto_ge_0.7,19,5062,-0.0026426846173770637,-0.0033298089606053627,7,0.3684210526315789,-0.006131582183365158,0.0007806991817708161
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,all,34,6699,-0.014371132006989328,-0.006171293205477851,14,0.4117647058823529,-0.024727031803128373,-0.004460489940708848
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,max_train_tanimoto_lt_0.9,28,3274,-0.014093104025847862,-0.006171293205477851,11,0.39285714285714285,-0.024828851557878093,-0.0036303218428279157
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,max_train_tanimoto_ge_0.9,6,3425,-0.015668595918982838,-0.01779559439487037,3,0.5,-0.03768110110688995,0.006869080764976865
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,max_train_tanimoto_lt_0.8,20,2075,-0.013686179642362992,-0.00536352516097674,8,0.4,-0.028924322387321694,-0.000314645404380606
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,max_train_tanimoto_ge_0.8,14,4624,-0.015349635385026952,-0.019899718990613866,6,0.42857142857142855,-0.02807529751284624,-0.0027156571796374744
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,max_train_tanimoto_lt_0.7,15,1637,-0.01498701123751573,-0.005019751383556592,7,0.4666666666666667,-0.032923818152762054,0.0024291730204386384
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,max_train_tanimoto_ge_0.7,19,5062,-0.013884911561836905,-0.014310975419291494,7,0.3684210526315789,-0.0237743898980618,-0.00379907020165249
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,all,34,6699,-0.01221824155545452,-0.01147827195217374,11,0.3235294117647059,-0.020615946487607725,-0.0037247581773217605
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,max_train_tanimoto_lt_0.9,28,3274,-0.010833330558633824,-0.01147827195217374,9,0.32142857142857145,-0.020085859804500967,-0.0017779841306375921
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,max_train_tanimoto_ge_0.9,6,3425,-0.018681159540617765,-0.017900469453540846,2,0.3333333333333333,-0.034312752576405293,-0.0035492121988079293
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,max_train_tanimoto_lt_0.8,20,2075,-0.009918424432831441,-0.01147827195217374,8,0.4,-0.022800254088114504,0.0026206917707552657
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,max_train_tanimoto_ge_0.8,14,4624,-0.015503694587773205,-0.014924266635358556,3,0.21428571428571427,-0.024496666539375777,-0.006757801504938975
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,max_train_tanimoto_lt_0.7,15,1637,-0.01201861652129061,-0.011773393001399901,6,0.4,-0.028223886239311494,0.003282057750828846
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,max_train_tanimoto_ge_0.7,19,5062,-0.012375840266636552,-0.01118315090294758,5,0.2631578947368421,-0.020872614879987036,-0.004183157199282141
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,all,34,6699,-0.015698339160451696,-0.007209436550131371,11,0.3235294117647059,-0.0279109255703925,-0.00640379179678802
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,max_train_tanimoto_lt_0.9,28,3274,-0.016308629242172367,-0.007209436550131371,9,0.32142857142857145,-0.028391585556804842,-0.0056191157147870395
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,max_train_tanimoto_ge_0.9,6,3425,-0.012850318779088557,-0.016467204189223733,2,0.3333333333333333,-0.03138943231823835,0.009091785145321421
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,max_train_tanimoto_lt_0.8,20,2075,-0.017836911952100312,-0.0020139469967024037,7,0.35,-0.03393656390661438,-0.004464233678373255
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,max_train_tanimoto_ge_0.8,14,4624,-0.01264323517238225,-0.013646144539725617,4,0.2857142857142857,-0.023194722776264186,-0.002226851393634369
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,max_train_tanimoto_lt_0.7,15,1637,-0.021736741844820003,-0.0005025954888482342,6,0.4,-0.04353887561729752,-0.004224838205442339
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,max_train_tanimoto_ge_0.7,19,5062,-0.010931179146476717,-0.013046975578895892,5,0.2631578947368421,-0.01972811382228861,-0.0020972792497718066
A2_vs_A5s,A2,A5s,all,34,6699,-0.018941365808551037,-0.01587651130403471,12,0.35294117647058826,-0.03219755555233973,-0.006339036078543352
A2_vs_A5s,A2,A5s,max_train_tanimoto_lt_0.9,28,3274,-0.02008893523055279,-0.014408098332652164,10,0.35714285714285715,-0.035092877468474684,-0.005282611699311633
A2_vs_A5s,A2,A5s,max_train_tanimoto_ge_0.9,6,3425,-0.013586041839209516,-0.02060975132786002,2,0.3333333333333333,-0.03827820365085307,0.015589512763239576
A2_vs_A5s,A2,A5s,max_train_tanimoto_lt_0.8,20,2075,-0.014359903116844217,-0.008739080537960131,9,0.45,-0.03202142066131703,0.003148545485814433
A2_vs_A5s,A2,A5s,max_train_tanimoto_ge_0.8,14,4624,-0.025486312510989356,-0.025475567875158513,3,0.21428571428571427,-0.04152611066452883,-0.00810402927995126
A2_vs_A5s,A2,A5s,max_train_tanimoto_lt_0.7,15,1637,-0.017039289164105943,-0.012998752804307623,6,0.4,-0.04199852612589669,0.007222745164373377
A2_vs_A5s,A2,A5s,max_train_tanimoto_ge_0.7,19,5062,-0.020443005264691904,-0.021151963741906185,6,0.3157894736842105,-0.034057383240472444,-0.006709537356800694
A2_vs_A6s,A2,A6s,all,34,6699,-0.018848468531841828,-0.014309556364867138,14,0.4117647058823529,-0.033547063230403726,-0.005811212355606009
A2_vs_A6s,A2,A6s,max_train_tanimoto_lt_0.9,28,3274,-0.01888747428309037,-0.010554201750550274,12,0.42857142857142855,-0.03493002844742921,-0.004288336795959921
A2_vs_A6s,A2,A6s,max_train_tanimoto_ge_0.9,6,3425,-0.01866644169268198,-0.026406331699832274,2,0.3333333333333333,-0.04329120689939467,0.012293469709677412
A2_vs_A6s,A2,A6s,max_train_tanimoto_lt_0.8,20,2075,-0.012218220792324532,0.007574956706626473,11,0.55,-0.03242344535827451,0.006027131441250785
A2_vs_A6s,A2,A6s,max_train_tanimoto_ge_0.8,14,4624,-0.028320251016866534,-0.026406331699832274,3,0.21428571428571427,-0.04468312679099363,-0.01010265682230817
A2_vs_A6s,A2,A6s,max_train_tanimoto_lt_0.7,15,1637,-0.01483871655755042,0.005778180863198479,8,0.5333333333333333,-0.039035608280266296,0.007984704565362164
A2_vs_A6s,A2,A6s,max_train_tanimoto_ge_0.7,19,5062,-0.022014062195756096,-0.02613666081306798,6,0.3157894736842105,-0.037159141416224936,-0.006725726392904699
A2_vs_C1,A2,C1,all,34,6699,-0.024151568622061432,-0.014168972995851264,13,0.38235294117647056,-0.03770245340066938,-0.011305768786833677
A2_vs_C1,A2,C1,max_train_tanimoto_lt_0.9,28,3274,-0.024833222908066475,-0.012809463723600284,11,0.39285714285714285,-0.04006433985227301,-0.008699134836674617
A2_vs_C1,A2,C1,max_train_tanimoto_ge_0.9,6,3425,-0.020970515287371202,-0.028447364522969643,2,0.3333333333333333,-0.0495920316048728,0.010426200260548676
A2_vs_C1,A2,C1,max_train_tanimoto_lt_0.8,20,2075,-0.024153752060955314,-0.004786101100626272,9,0.45,-0.04546461556583846,-0.004623341246506371
A2_vs_C1,A2,C1,max_train_tanimoto_ge_0.8,14,4624,-0.024148449423641583,-0.026824378853281428,4,0.2857142857142857,-0.03883446845882124,-0.007158057065292111
A2_vs_C1,A2,C1,max_train_tanimoto_lt_0.7,15,1637,-0.02374601091119812,0.0008663483855252396,8,0.5333333333333333,-0.05115546224471065,0.002261150401162167
A2_vs_C1,A2,C1,max_train_tanimoto_ge_0.7,19,5062,-0.024471745762216668,-0.0278654069759543,5,0.2631578947368421,-0.03731638948872592,-0.010336659220270059
A2_vs_C2,A2,C2,all,34,6699,-0.0012158695057281025,-0.0021384358610782306,16,0.47058823529411764,-0.0103027721211194,0.009267739348113374
A2_vs_C2,A2,C2,max_train_tanimoto_lt_0.9,28,3274,-0.00023509157981252516,0.0012981591637317436,14,0.5,-0.011611109704997367,0.010273859582639265
A2_vs_C2,A2,C2,max_train_tanimoto_ge_0.9,6,3425,-0.005792833160000797,-0.01222937874252232,2,0.3333333333333333,-0.02527598972433663,0.016470004624378993
A2_vs_C2,A2,C2,max_train_tanimoto_lt_0.8,20,2075,0.00353609887172774,0.0059758742845333335,11,0.55,-0.009815798172627836,0.017996656012583528
A2_vs_C2,A2,C2,max_train_tanimoto_ge_0.8,14,4624,-0.008004395759236449,-0.007995975971835156,5,0.35714285714285715,-0.019474112441621932,0.004219672064131471
A2_vs_C2,A2,C2,max_train_tanimoto_lt_0.7,15,1637,0.005048432038523704,0.011794312904483184,9,0.6,-0.013213996437797196,0.024421705228622925
A2_vs_C2,A2,C2,max_train_tanimoto_ge_0.7,19,5062,-0.006161370724874265,-0.006897196825728313,7,0.3684210526315789,-0.015063368345046726,0.0034185688680461713
A2_vs_C3,A2,C3,all,34,6699,-0.01707988549243824,-0.003263021573750552,16,0.47058823529411764,-0.033705341097644954,-0.0003122389395723644
A2_vs_C3,A2,C3,max_train_tanimoto_lt_0.9,28,3274,-0.016018388996583435,-0.0003120290043112095,14,0.5,-0.035061962640035214,0.0010898265081883281
A2_vs_C3,A2,C3,max_train_tanimoto_ge_0.9,6,3425,-0.022033535806427317,-0.037599868278350136,2,0.3333333333333333,-0.05739522148173459,0.01597534442849551
A2_vs_C3,A2,C3,max_train_tanimoto_lt_0.8,20,2075,-0.01018429851185459,0.003973249846166191,12,0.6,-0.03364527546897648,0.014374821761924108
A2_vs_C3,A2,C3,max_train_tanimoto_ge_0.8,14,4624,-0.026930724036129165,-0.03239206212882379,4,0.2857142857142857,-0.04838915951724546,-0.006359873129791922
A2_vs_C3,A2,C3,max_train_tanimoto_lt_0.7,15,1637,-0.009883976373352288,0.006125113664185333,11,0.7333333333333333,-0.04319554581206575,0.022901829114378162
A2_vs_C3,A2,C3,max_train_tanimoto_ge_0.7,19,5062,-0.02276086637592714,-0.028439199140307528,5,0.2631578947368421,-0.03915917022722988,-0.004615642218642547
A2_vs_E2,A2,E2,all,34,6699,-0.002011717511320641,0.00045474786633308006,18,0.5294117647058824,-0.006552172642611802,0.0023899960933774396
A2_vs_E2,A2,E2,max_train_tanimoto_lt_0.9,28,3274,-0.002284394791516147,0.001151510030160792,16,0.5714285714285714,-0.0075692205089179935,0.002993999996851025
A2_vs_E2,A2,E2,max_train_tanimoto_ge_0.9,6,3425,-0.0007392235370749465,-0.0010450002171489906,2,0.3333333333333333,-0.006014556743722535,0.005432499158369536
A2_vs_E2,A2,E2,max_train_tanimoto_lt_0.8,20,2075,-0.0024114119982923906,0.0019683664676121634,12,0.6,-0.009793558081114498,0.004075715154629831
A2_vs_E2,A2,E2,max_train_tanimoto_ge_0.8,14,4624,-0.0014407253870752843,-0.0005002823266135673,6,0.42857142857142855,-0.004729439419137708,0.001866509216907177
A2_vs_E2,A2,E2,max_train_tanimoto_lt_0.7,15,1637,-0.0041307099684075,0.0024207964945792138,8,0.5333333333333333,-0.013654545647134133,0.004476024307023018
A2_vs_E2,A2,E2,max_train_tanimoto_ge_0.7,19,5062,-0.00033882872940996304,0.00012241211298968935,10,0.5263157894736842,-0.0034321241304527384,0.0028159801428815903
A2_vs_E3,A2,E3,all,34,6699,-0.004336615449745867,-0.004669798357347432,15,0.4411764705882353,-0.012781266595544044,0.004880613003289144
A2_vs_E3,A2,E3,max_train_tanimoto_lt_0.9,28,3274,-0.0037388315350259083,-0.003181651203881891,13,0.4642857142857143,-0.014139062418344438,0.006843787192142445
A2_vs_E3,A2,E3,max_train_tanimoto_ge_0.9,6,3425,-0.007126273718439005,-0.00975507199284359,2,0.3333333333333333,-0.02160707330201427,0.008582391189110507
A2_vs_E3,A2,E3,max_train_tanimoto_lt_0.8,20,2075,-0.002120928002301617,0.0015884273985788677,11,0.55,-0.014647584415243579,0.011093097747386416
A2_vs_E3,A2,E3,max_train_tanimoto_ge_0.8,14,4624,-0.007501883231809081,-0.008806407400246324,4,0.2857142857142857,-0.016380438601660455,0.0025977041339453185
A2_vs_E3,A2,E3,max_train_tanimoto_lt_0.7,15,1637,-0.0017766017220292641,0.004251927812901235,9,0.6,-0.018829762763322412,0.017138597448710744
A2_vs_E3,A2,E3,max_train_tanimoto_ge_0.7,19,5062,-0.0063576789189958155,-0.006905502657662099,6,0.3157894736842105,-0.013656948494242562,0.0015057004109531968
A2_vs_E4,A2,E4,all,34,6699,-0.004911028444377184,-0.002738139359320102,11,0.3235294117647059,-0.010448317177448247,0.0004984656636417356
A2_vs_E4,A2,E4,max_train_tanimoto_lt_0.9,28,3274,-0.005859251449943942,-0.005068802708389053,9,0.32142857142857145,-0.012107977125050868,0.000868407992640539
A2_vs_E4,A2,E4,max_train_tanimoto_ge_0.9,6,3425,-0.0004859877517323109,-0.0004982532783023644,2,0.3333333333333333,-0.0029472213971002276,0.0015937986068005896
A2_vs_E4,A2,E4,max_train_tanimoto_lt_0.8,20,2075,-0.008066801679084796,-0.0076293161058186565,5,0.25,-0.016513021205140265,0.0011558105470007663
A2_vs_E4,A2,E4,max_train_tanimoto_ge_0.8,14,4624,-0.00040278096622345285,-0.0004982532783023644,6,0.42857142857142855,-0.002743813736227459,0.0018322631064619482
A2_vs_E4,A2,E4,max_train_tanimoto_lt_0.7,15,1637,-0.010226344230069108,-0.0076842561733326264,4,0.26666666666666666,-0.020572081874748526,0.0015382400213594769
A2_vs_E4,A2,E4,max_train_tanimoto_ge_0.7,19,5062,-0.0007147265083046115,-0.0005589113959045822,7,0.3684210526315789,-0.003480060789846519,0.002179668861418815
A2_vs_G2,A2,G2,all,34,6699,-0.023516777950822604,-0.01908593649191538,12,0.35294117647058826,-0.03748080194108656,-0.010718709255227714
