arm,outer_fold,inner_fold,scope,shuffle_seed,validation_rows_touched,validation_labels_used,training_rows,shuffle_unit_columns,training_complex_pair_groups,repeated_complex_pair_groups,moved_groups,fixed_groups,moved_rows,fixed_rows,donors_from_training_only,complete_block_moved_together,test_rows_touched,test_labels_used,hyperparameters_selected_on,shuffled_labels_used_for_hyperparameter_selection,moved_label_rows,fixed_label_rows,stratification,training_only,outer_test_labels_touched,outer_test_labels_used_for_selection
H2_E3_STABLE_SHUFFLED,0,,outer_training_only,1040134,,,5743,"geometry_key_A,geometry_key_B",1789.0,551.0,1789.0,0.0,5743.0,0.0,True,True,0.0,0.0,,,,,,,,
H3_A2_LABEL_SHUFFLED,0,,outer_training_labels_only,73277,,,5743,,,,,,,,,,,,H3_A2,False,5675.0,68.0,pair_label,True,0.0,0.0
H3_A2_ELEC_LABEL_SHUFFLED,0,,outer_training_labels_only,73277,,,5743,,,,,,,,,,,,H3_A2_ELEC,False,5675.0,68.0,pair_label,True,0.0,0.0
H2_E3_RAW_SHUFFLED,1,0.0,correction_inner_training_only,1040154,0.0,0.0,4265,"geometry_key_A,geometry_key_B",923.0,338.0,923.0,0.0,4265.0,0.0,True,True,,,,,,,,,,
H2_E3_RAW_SHUFFLED,1,1.0,correction_inner_training_only,1050163,0.0,0.0,4361,"geometry_key_A,geometry_key_B",928.0,410.0,928.0,0.0,4361.0,0.0,True,True,,,,,,,,,,
H2_E3_RAW_SHUFFLED,1,2.0,correction_inner_training_only,1060172,0.0,0.0,2784,"geometry_key_A,geometry_key_B",1487.0,384.0,1487.0,0.0,2784.0,0.0,True,True,,,,,,,,,,
H2_E3_RAW_SHUFFLED,1,,outer_training_only,2040137,,,5705,"geometry_key_A,geometry_key_B",1669.0,566.0,1669.0,0.0,5705.0,0.0,True,True,0.0,0.0,,,,,,,,
H2_E3_COMPACT_SHUFFLED,1,0.0,correction_inner_training_only,1040154,0.0,0.0,4265,"geometry_key_A,geometry_key_B",923.0,338.0,923.0,0.0,4265.0,0.0,True,True,,,,,,,,,,
H2_E3_COMPACT_SHUFFLED,1,1.0,correction_inner_training_only,1050163,0.0,0.0,4361,"geometry_key_A,geometry_key_B",928.0,410.0,928.0,0.0,4361.0,0.0,True,True,,,,,,,,,,
H2_E3_COMPACT_SHUFFLED,1,2.0,correction_inner_training_only,1060172,0.0,0.0,2784,"geometry_key_A,geometry_key_B",1487.0,384.0,1487.0,0.0,2784.0,0.0,True,True,,,,,,,,,,
H2_E3_COMPACT_SHUFFLED,1,,outer_training_only,2040137,,,5705,"geometry_key_A,geometry_key_B",1669.0,566.0,1669.0,0.0,5705.0,0.0,True,True,0.0,0.0,,,,,,,,
H2_E3_STABLE_SHUFFLED,1,0.0,correction_inner_training_only,1040154,0.0,0.0,4265,"geometry_key_A,geometry_key_B",923.0,338.0,923.0,0.0,4265.0,0.0,True,True,,,,,,,,,,
H2_E3_STABLE_SHUFFLED,1,1.0,correction_inner_training_only,1050163,0.0,0.0,4361,"geometry_key_A,geometry_key_B",928.0,410.0,928.0,0.0,4361.0,0.0,True,True,,,,,,,,,,
H2_E3_STABLE_SHUFFLED,1,2.0,correction_inner_training_only,1060172,0.0,0.0,2784,"geometry_key_A,geometry_key_B",1487.0,384.0,1487.0,0.0,2784.0,0.0,True,True,,,,,,,,,,
H2_E3_STABLE_SHUFFLED,1,,outer_training_only,2040137,,,5705,"geometry_key_A,geometry_key_B",1669.0,566.0,1669.0,0.0,5705.0,0.0,True,True,0.0,0.0,,,,,,,,
H3_A2_LABEL_SHUFFLED,1,,outer_training_labels_only,1073280,,,5705,,,,,,,,,,,,H3_A2,False,5616.0,89.0,pair_label,True,0.0,0.0
H3_A2_ELEC_LABEL_SHUFFLED,1,,outer_training_labels_only,1073280,,,5705,,,,,,,,,,,,H3_A2_ELEC,False,5616.0,89.0,pair_label,True,0.0,0.0
H2_E3_RAW_SHUFFLED,2,0.0,correction_inner_training_only,2040157,0.0,0.0,2954,"geometry_key_A,geometry_key_B",1651.0,354.0,1651.0,0.0,2954.0,0.0,True,True,,,,,,,,,,
H2_E3_RAW_SHUFFLED,2,1.0,correction_inner_training_only,2050166,0.0,0.0,4384,"geometry_key_A,geometry_key_B",992.0,399.0,992.0,0.0,4384.0,0.0,True,True,,,,,,,,,,
H2_E3_RAW_SHUFFLED,2,2.0,correction_inner_training_only,2060175,0.0,0.0,4412,"geometry_key_A,geometry_key_B",1023.0,319.0,1023.0,0.0,4412.0,0.0,True,True,,,,,,,,,,
H2_E3_RAW_SHUFFLED,2,,outer_training_only,3040140,,,5875,"geometry_key_A,geometry_key_B",1833.0,536.0,1833.0,0.0,5875.0,0.0,True,True,0.0,0.0,,,,,,,,
H2_E3_COMPACT_SHUFFLED,2,0.0,correction_inner_training_only,2040157,0.0,0.0,2954,"geometry_key_A,geometry_key_B",1651.0,354.0,1651.0,0.0,2954.0,0.0,True,True,,,,,,,,,,
H2_E3_COMPACT_SHUFFLED,2,1.0,correction_inner_training_only,2050166,0.0,0.0,4384,"geometry_key_A,geometry_key_B",992.0,399.0,992.0,0.0,4384.0,0.0,True,True,,,,,,,,,,
H2_E3_COMPACT_SHUFFLED,2,2.0,correction_inner_training_only,2060175,0.0,0.0,4412,"geometry_key_A,geometry_key_B",1023.0,319.0,1023.0,0.0,4412.0,0.0,True,True,,,,,,,,,,
H2_E3_COMPACT_SHUFFLED,2,,outer_training_only,3040140,,,5875,"geometry_key_A,geometry_key_B",1833.0,536.0,1833.0,0.0,5875.0,0.0,True,True,0.0,0.0,,,,,,,,
H2_E3_STABLE_SHUFFLED,2,0.0,correction_inner_training_only,2040157,0.0,0.0,2954,"geometry_key_A,geometry_key_B",1651.0,354.0,1651.0,0.0,2954.0,0.0,True,True,,,,,,,,,,
H2_E3_STABLE_SHUFFLED,2,1.0,correction_inner_training_only,2050166,0.0,0.0,4384,"geometry_key_A,geometry_key_B",992.0,399.0,992.0,0.0,4384.0,0.0,True,True,,,,,,,,,,
H2_E3_STABLE_SHUFFLED,2,2.0,correction_inner_training_only,2060175,0.0,0.0,4412,"geometry_key_A,geometry_key_B",1023.0,319.0,1023.0,0.0,4412.0,0.0,True,True,,,,,,,,,,
H2_E3_STABLE_SHUFFLED,2,,outer_training_only,3040140,,,5875,"geometry_key_A,geometry_key_B",1833.0,536.0,1833.0,0.0,5875.0,0.0,True,True,0.0,0.0,,,,,,,,
H3_A2_LABEL_SHUFFLED,2,,outer_training_labels_only,2073283,,,5875,,,,,,,,,,,,H3_A2,False,5781.0,94.0,pair_label,True,0.0,0.0
H3_A2_ELEC_LABEL_SHUFFLED,2,,outer_training_labels_only,2073283,,,5875,,,,,,,,,,,,H3_A2_ELEC,False,5781.0,94.0,pair_label,True,0.0,0.0
H2_E3_RAW_SHUFFLED,3,0.0,correction_inner_training_only,3040160,0.0,0.0,2444,"geometry_key_A,geometry_key_B",1417.0,241.0,1417.0,0.0,2444.0,0.0,True,True,,,,,,,,,,
H2_E3_RAW_SHUFFLED,3,1.0,correction_inner_training_only,3050169,0.0,0.0,2510,"geometry_key_A,geometry_key_B",1382.0,343.0,1382.0,0.0,2510.0,0.0,True,True,,,,,,,,,,
H2_E3_RAW_SHUFFLED,3,2.0,correction_inner_training_only,3060178,0.0,0.0,2602,"geometry_key_A,geometry_key_B",1377.0,354.0,1377.0,0.0,2602.0,0.0,True,True,,,,,,,,,,
H2_E3_RAW_SHUFFLED,3,,outer_training_only,4040143,,,3778,"geometry_key_A,geometry_key_B",2088.0,469.0,2088.0,0.0,3778.0,0.0,True,True,0.0,0.0,,,,,,,,
H2_E3_COMPACT_SHUFFLED,3,0.0,correction_inner_training_only,3040160,0.0,0.0,2444,"geometry_key_A,geometry_key_B",1417.0,241.0,1417.0,0.0,2444.0,0.0,True,True,,,,,,,,,,
H2_E3_COMPACT_SHUFFLED,3,1.0,correction_inner_training_only,3050169,0.0,0.0,2510,"geometry_key_A,geometry_key_B",1382.0,343.0,1382.0,0.0,2510.0,0.0,True,True,,,,,,,,,,
H2_E3_COMPACT_SHUFFLED,3,2.0,correction_inner_training_only,3060178,0.0,0.0,2602,"geometry_key_A,geometry_key_B",1377.0,354.0,1377.0,0.0,2602.0,0.0,True,True,,,,,,,,,,
H2_E3_COMPACT_SHUFFLED,3,,outer_training_only,4040143,,,3778,"geometry_key_A,geometry_key_B",2088.0,469.0,2088.0,0.0,3778.0,0.0,True,True,0.0,0.0,,,,,,,,
H2_E3_STABLE_SHUFFLED,3,0.0,correction_inner_training_only,3040160,0.0,0.0,2444,"geometry_key_A,geometry_key_B",1417.0,241.0,1417.0,0.0,2444.0,0.0,True,True,,,,,,,,,,
H2_E3_STABLE_SHUFFLED,3,1.0,correction_inner_training_only,3050169,0.0,0.0,2510,"geometry_key_A,geometry_key_B",1382.0,343.0,1382.0,0.0,2510.0,0.0,True,True,,,,,,,,,,
H2_E3_STABLE_SHUFFLED,3,2.0,correction_inner_training_only,3060178,0.0,0.0,2602,"geometry_key_A,geometry_key_B",1377.0,354.0,1377.0,0.0,2602.0,0.0,True,True,,,,,,,,,,
H2_E3_STABLE_SHUFFLED,3,,outer_training_only,4040143,,,3778,"geometry_key_A,geometry_key_B",2088.0,469.0,2088.0,0.0,3778.0,0.0,True,True,0.0,0.0,,,,,,,,
H3_A2_LABEL_SHUFFLED,3,,outer_training_labels_only,3073286,,,3778,,,,,,,,,,,,H3_A2,False,3686.0,92.0,pair_label,True,0.0,0.0
H3_A2_ELEC_LABEL_SHUFFLED,3,,outer_training_labels_only,3073286,,,3778,,,,,,,,,,,,H3_A2_ELEC,False,3686.0,92.0,pair_label,True,0.0,0.0
H2_E3_RAW_SHUFFLED,4,0.0,correction_inner_training_only,4040163,0.0,0.0,2774,"geometry_key_A,geometry_key_B",1519.0,300.0,1519.0,0.0,2774.0,0.0,True,True,,,,,,,,,,
H2_E3_RAW_SHUFFLED,4,1.0,correction_inner_training_only,4050172,0.0,0.0,4316,"geometry_key_A,geometry_key_B",979.0,347.0,979.0,0.0,4316.0,0.0,True,True,,,,,,,,,,
H2_E3_RAW_SHUFFLED,4,2.0,correction_inner_training_only,4060181,0.0,0.0,4300,"geometry_key_A,geometry_key_B",904.0,317.0,904.0,0.0,4300.0,0.0,True,True,,,,,,,,,,
H2_E3_RAW_SHUFFLED,4,,outer_training_only,5040146,,,5695,"geometry_key_A,geometry_key_B",1701.0,482.0,1701.0,0.0,5695.0,0.0,True,True,0.0,0.0,,,,,,,,
H2_E3_COMPACT_SHUFFLED,4,0.0,correction_inner_training_only,4040163,0.0,0.0,2774,"geometry_key_A,geometry_key_B",1519.0,300.0,1519.0,0.0,2774.0,0.0,True,True,,,,,,,,,,
H2_E3_COMPACT_SHUFFLED,4,1.0,correction_inner_training_only,4050172,0.0,0.0,4316,"geometry_key_A,geometry_key_B",979.0,347.0,979.0,0.0,4316.0,0.0,True,True,,,,,,,,,,
H2_E3_COMPACT_SHUFFLED,4,2.0,correction_inner_training_only,4060181,0.0,0.0,4300,"geometry_key_A,geometry_key_B",904.0,317.0,904.0,0.0,4300.0,0.0,True,True,,,,,,,,,,
H2_E3_COMPACT_SHUFFLED,4,,outer_training_only,5040146,,,5695,"geometry_key_A,geometry_key_B",1701.0,482.0,1701.0,0.0,5695.0,0.0,True,True,0.0,0.0,,,,,,,,
H2_E3_STABLE_SHUFFLED,4,0.0,correction_inner_training_only,4040163,0.0,0.0,2774,"geometry_key_A,geometry_key_B",1519.0,300.0,1519.0,0.0,2774.0,0.0,True,True,,,,,,,,,,
H2_E3_STABLE_SHUFFLED,4,1.0,correction_inner_training_only,4050172,0.0,0.0,4316,"geometry_key_A,geometry_key_B",979.0,347.0,979.0,0.0,4316.0,0.0,True,True,,,,,,,,,,
H2_E3_STABLE_SHUFFLED,4,2.0,correction_inner_training_only,4060181,0.0,0.0,4300,"geometry_key_A,geometry_key_B",904.0,317.0,904.0,0.0,4300.0,0.0,True,True,,,,,,,,,,
H2_E3_STABLE_SHUFFLED,4,,outer_training_only,5040146,,,5695,"geometry_key_A,geometry_key_B",1701.0,482.0,1701.0,0.0,5695.0,0.0,True,True,0.0,0.0,,,,,,,,
H3_A2_LABEL_SHUFFLED,4,,outer_training_labels_only,4073289,,,5695,,,,,,,,,,,,H3_A2,False,5612.0,83.0,pair_label,True,0.0,0.0
H3_A2_ELEC_LABEL_SHUFFLED,4,,outer_training_labels_only,4073289,,,5695,,,,,,,,,,,,H3_A2_ELEC,False,5612.0,83.0,pair_label,True,0.0,0.0
