variant,design,mode,mae,mae_far,sign_acc,spearman
dopt_empirical,BP,FLAT@k3,0.1731557411271631,0.19218160819835087,0.9591731070725803,0.7543502184894975
dopt_empirical,BP,G14@k2,0.20160371870759067,0.22554509456531707,0.9271846325952386,0.6348155753558563
dopt_empirical,BP,FLAT@k2,0.20501088141313445,0.23012972340006072,0.9441996885509765,0.6651615702418484
dopt_empirical,BP,G14@k1,0.2270982212684106,0.26174147336784925,0.9114913505912284,0.592413911437429
dopt_empirical,BP,NAIVE_LINE@k3,0.22919790366541296,0.25670128507746903,0.9275267143322468,0.5937082504180913
dopt_empirical,BP,FLAT@k1,0.23049890399348252,0.26610133886987164,0.9262594617230852,0.5697109496143532
dopt_empirical,BP,NAIVE_LINE@k2,0.2306621998631086,0.2598062664988096,0.933924533622295,0.5919912682084603
dopt_empirical,BP,LINE_PLUS_CURV@k3,0.23241686211667584,0.2594712086468629,0.9080051914730978,0.585130193357031
dopt_empirical,BP,LINE_PLUS_CURV@k2,0.23294059706411868,0.2621238991753552,0.9047781704109108,0.5825482802456154
dopt_empirical,BP,NAIVE_LINE@k1,0.23750886823353196,0.26818116037394446,0.9310760980841319,0.5878932493037432
dopt_empirical,BP,LINE_PLUS_CURV@k1,0.24271160606009778,0.27893495895340154,0.8965129343997095,0.5715018434156518
dopt_empirical,BP,G14@k0,0.43950958517015437,0.6429806627531727,0.8089394969856738,0.4891192936327278
dopt_empirical,BP,FLAT@k0,0.527332380028702,0.799606757026256,0.0,
dopt_blend,BP,OBOTH@k3,0.15351336302820356,0.15087759774814571,0.9652701111531943,0.7885471189663308
dopt_blend,BP,G14@k3,0.16368489280477533,0.1732146441045418,0.9549316729886866,0.7599882361354415
dopt_blend,BP,OBOTH@k2,0.16394058753828322,0.16272341068176538,0.9613450368622674,0.7561750591474702
dopt_blend,BP,OBOTH@k0,0.1661999289850099,0.15881326263082593,0.9600508814434481,0.7276394901922216
dopt_blend,BP,FLAT@k3,0.16715398323399264,0.17919593728519684,0.9603977736560172,0.7812345471501148
dopt_blend,BP,OBOTH@k1,0.17036012830135555,0.16708822258387637,0.96205007296896,0.7369697634015948
dopt_blend,BP,G14@k2,0.1833519313427152,0.20023192275437465,0.9484564892215921,0.7028986344219675
dopt_blend,BP,FLAT@k2,0.18712374105777982,0.20831517046116818,0.9528163758114075,0.7414903156778679
dopt_blend,BP,G14@k1,0.22632337176784828,0.2629221694308341,0.9125576923195988,0.617015803334388
dopt_blend,BP,NAIVE_LINE@k3,0.22746178197223407,0.25125788899221335,0.9294170443859308,0.5938059914281018
dopt_blend,BP,FLAT@k1,0.2283913905817537,0.26672069514267793,0.9170769279540633,0.5971140721144768
dopt_blend,BP,LINE_PLUS_CURV@k2,0.22850879764063176,0.25288887813827193,0.9073893148999668,0.5781253187927691
dopt_blend,BP,NAIVE_LINE@k2,0.22943252765407304,0.2599302854269986,0.9295149895771015,0.5920585146265946
dopt_blend,BP,LINE_PLUS_CURV@k3,0.22962557593382843,0.2514954944376756,0.9051029058098361,0.5772636502901912
dopt_blend,BP,NAIVE_LINE@k1,0.23842010566017308,0.27473338749190673,0.926673958311355,0.5961510861231349
dopt_blend,BP,LINE_PLUS_CURV@k1,0.24724337488089482,0.2898044373861874,0.8959883970391905,0.5626408782402741
dopt_blend,BP,G14@k0,0.443894449902385,0.6516708113352344,0.8081674576551412,0.4882232708911486
dopt_blend,BP,FLAT@k0,0.5312248109136691,0.807393057379406,0.0,
random_empirical,BP,OBOTH@k3,0.15932160993792296,0.16451239436157433,0.9705091425416835,0.8144684167998953
random_empirical,BP,OBOTH@k0,0.16682691521500165,0.15902445926892436,0.9688758475304331,0.7693386660946097
random_empirical,BP,OBOTH@k2,0.16849593955854242,0.1707552384358373,0.9615543537819216,0.7879549373245721
random_empirical,BP,OBOTH@k1,0.17493569029968123,0.17678344397631032,0.9600169448285992,0.7707551244558062
random_empirical,BP,G14@k3,0.23088910382800715,0.2798487932039929,0.9321794053648912,0.7118987738075492
random_empirical,BP,FLAT@k3,0.25566005827572746,0.3171107848433912,0.9315644293357073,0.7205039327352464
random_empirical,BP,NAIVE_LINE@k3,0.2608538810932527,0.3064740789114665,0.9123450330642047,0.6047662554798848
random_empirical,BP,LINE_PLUS_CURV@k3,0.2690983780342523,0.32354247819202764,0.8934322923448434,0.5912922099458532
random_empirical,BP,G14@k2,0.2817155822874011,0.3547517530911421,0.9021565590898813,0.6532202853141709
random_empirical,BP,NAIVE_LINE@k2,0.3012659913668091,0.37846391632406357,0.8724714889727274,0.5667214213665213
random_empirical,BP,LINE_PLUS_CURV@k2,0.30779631237052407,0.392492810667988,0.8652906492055388,0.5656659880907607
random_empirical,BP,FLAT@k2,0.3197741899661419,0.41374477492803213,0.8741773437734354,0.6207857543176201
random_empirical,BP,G14@k1,0.3514968383187905,0.4662710731855532,0.8705292781780667,0.5828187362643314
random_empirical,BP,FLAT@k1,0.4083262248353245,0.55652699193168,0.7867595478164169,0.46062529690616544
random_empirical,BP,NAIVE_LINE@k1,0.42447139405909,0.5728625575603132,0.8170015496074001,0.4970228334750651
random_empirical,BP,LINE_PLUS_CURV@k1,0.43015707193424707,0.5834172054621789,0.8211295252003632,0.5119874697303748
random_empirical,BP,G14@k0,0.4596882021906687,0.6471670321245898,0.8122100599733526,0.494145818910785
random_empirical,BP,FLAT@k0,0.5563931234042199,0.8041344263693924,0.0,
