design,K,cell,chemotype,nats,post_max,collapsed
BP,4,26,sc018,6.3781407862845745,0.49374785140161725,False
BP,6,26,sc018,1.1336472929012857,0.25746353855626225,False
BP,2,29,sc018,0.21039766605454746,0.7119360561496471,False
BP,4,29,sc018,5.6440435613823645,0.4777822712848145,False
BP,6,29,sc018,0.9487854198072516,0.26679188691332223,False
BP,2,30,sc018,0.4757241272619821,0.7631688884462137,False
BP,4,30,sc018,8.971154750897636,0.618945304234911,False
BP,6,30,sc018,1.3370501445537681,0.28820405458734916,False
BP,2,31,sc018,0.7919186228125443,0.8155262709356685,False
BP,4,31,sc018,12.009165078811913,0.6951967409790849,False
BP,6,31,sc018,1.7419402976899234,0.3108314947794962,False
BP,2,32,sc018,0.8141321904357182,0.8188447549270934,False
BP,4,32,sc018,12.19772402497788,0.6951586445815207,False
BP,6,32,sc018,1.7688339285439845,0.312328932552685,False
BP,2,33,sc009,0.48190243794847054,0.5529273506548428,False
BP,4,33,sc009,6.007748780550272,0.5439793285124208,False
BP,6,33,sc009,0.9266408634667471,0.33514486467537324,False
BP,2,34,sc019,0.4331602573791007,0.5649429774624158,False
BP,4,34,sc019,7.670363283269253,0.5225568968623738,False
BP,6,34,sc019,1.0682096417836284,0.35736044972689557,False
BP,2,38,sc009,0.35869297618579044,0.7413699173523335,False
BP,4,38,sc009,18.588709656392986,0.5270276255009011,False
BP,6,38,sc009,1.8910692786024659,0.503515001417108,False
BP,2,42,sc009,0.32704098162782796,0.5908225922306997,False
BP,4,42,sc009,1.571716225679093,0.5798529795970269,False
BP,6,42,sc009,0.23040169302476304,0.23748681436299635,False
BP,2,43,sc009,0.27887547640202986,0.6024137173050416,False
BP,4,43,sc009,2.147342499780601,0.6265679915075124,False
BP,6,43,sc009,0.1841430046379009,0.23297189806080548,False
BP,2,44,sc009,0.16110366166284612,0.7017220491468625,False
BP,4,44,sc009,0.827948937710367,0.6275947493452266,False
BP,6,44,sc009,0.29460060524469556,0.2216240846874067,False
BP,2,52,sc009,0.17638312987728139,0.626685787278185,False
BP,4,52,sc009,3.2197230828911647,0.6834804319701256,False
BP,6,52,sc009,0.10098879503345992,0.23951631631580325,False
BP,2,53,sc009,0.8166667262301943,0.8192204191699983,False
BP,4,53,sc009,5.282587620913023,0.44298462280196543,False
BP,6,53,sc009,1.0975091410219076,0.2985726991637306,False
BP,2,54,sc009,1.6847253636866746,0.7291506129767851,False
BP,4,54,sc009,2.8918910991090354,0.6224373410899392,False
BP,6,54,sc009,1.308044170297622,0.419350306893601,False
BP,2,55,sc009,0.6371815441366684,0.7911034341757707,False
BP,4,55,sc009,4.150608659397001,0.578795246885445,False
BP,6,55,sc009,0.8732205861094984,0.2809111604099935,False
BP,2,56,sc009,2.3265700091589636,0.8364656040041156,False
BP,4,56,sc009,4.436071308940923,0.7659180444118768,False
BP,6,56,sc009,1.6629585321197502,0.48794104173176545,False
BP,2,57,sc009,0.2817101889921068,0.6017345745280049,False
BP,4,57,sc009,4.478294908645506,0.6484453995329563,False
BP,6,57,sc009,0.42059389524738655,0.28382438394293735,False
BP,2,58,sc009,1.8578098300290875,0.7619503045655455,False
BP,4,58,sc009,3.238755324155953,0.663242956875106,False
BP,6,58,sc009,1.407731655548718,0.43885774067055433,False
BP,2,59,sc009,0.16227358083469123,0.6299807819144372,False
BP,4,59,sc009,3.39122754655578,0.7361457778597711,False
BP,6,59,sc009,0.3534742103233705,0.2710780221462851,False
BP,2,60,sc009,0.4401912575123602,0.5632140989992079,False
BP,4,60,sc009,0.9367213761237255,0.3819421061689876,False
BP,6,60,sc009,0.6758210759431676,0.276161447346482,False
BP,2,61,sc009,0.09123289620727035,0.6463823720583862,False
BP,4,61,sc009,2.8750013162413772,0.7650310127422096,False
BP,6,61,sc009,0.3274462905472426,0.26311846089682184,False
BP,2,62,sc009,2.0775130079041704,0.9411394900319754,True
BP,4,62,sc009,1.4033585982512076,0.7980535362749245,False
BP,6,62,sc009,1.4859424243787973,0.2869051123278134,False
BP,2,63,sc009,0.018387090386985397,0.6710184671040753,False
BP,4,63,sc009,2.1532787046669424,0.7870518071195588,False
BP,6,63,sc009,0.35178098514455536,0.25053800030004675,False
BP,2,64,sc009,1.937014231852524,0.9328566827463692,True
BP,4,64,sc009,1.35839459898602,0.7892456641658286,False
BP,6,64,sc009,1.4068366122860592,0.2798128351509546,False
BP,2,65,sc009,0.08909283736972272,0.6468713766419009,False
BP,4,65,sc009,2.860107245887889,0.7656996171843586,False
BP,6,65,sc009,0.3266062429674722,0.2628757619310946,False
BP,2,66,sc009,1.719421482857036,0.9178758060916372,True
BP,4,66,sc009,1.2865990208425533,0.7733325601045473,False
BP,6,66,sc009,1.28259723375521,0.2688590281655156,False
BP,2,67,sc009,0.41971409944260296,0.5682448734864499,False
BP,4,67,sc009,6.9207678175404155,0.44628209746289993,False
BP,6,67,sc009,0.5667067575615927,0.2965440559345356,False
BP,2,68,sc009,2.5958386030663343,0.9640926902547197,True
BP,4,68,sc009,1.6990634252508667,0.8221188786878642,False
BP,6,68,sc009,1.7706957904514964,0.3131330028945402,False
BP,2,69,sc009,1.116185768514447,0.8594336151841503,False
BP,4,69,sc009,10.916228116340033,0.3888245366423637,False
BP,6,69,sc009,0.8627559108056195,0.27456578889875316,False
BP,2,70,sc009,1.9526043260885304,0.9338266047892053,True
BP,4,70,sc009,1.3629635084031126,0.7902771597002697,False
BP,6,70,sc009,1.4156567663643302,0.28059916318043054,False
BP,2,76,sc009,0.13216873703718868,0.6369704924319181,False
BP,4,76,sc009,3.465447865553502,0.7182575388752682,False
BP,6,76,sc009,0.2112611092109558,0.2542193110518441,False
BP,2,77,sc009,0.08881916759365577,0.6469338881870996,False
BP,4,77,sc009,4.459325118833356,0.6919852773781818,False
BP,6,77,sc009,0.2389299495498126,0.24587554943390588,False
BP,2,78,sc009,0.12831861445988213,0.6378603208976944,False
BP,4,78,sc009,3.6507056921309378,0.6979499946389246,False
BP,6,78,sc009,0.12283991952031176,0.24212553974072057,False
BP,2,79,sc009,0.1661902405695806,0.6290673250968344,False
BP,4,79,sc009,2.2040380414121437,0.7161611884311502,False
BP,6,79,sc009,0.2064329565078418,0.2621831757642584,False
BP,2,80,sc009,0.15391628535826543,0.6319267840010653,False
BP,4,80,sc009,2.7658066080448105,0.7223288624806695,False
BP,6,80,sc009,0.19468018369174833,0.2590149064990583,False
BP,2,81,sc009,0.13486877487476626,0.6363459075470642,False
BP,4,81,sc009,3.3897696020892925,0.7192862925976093,False
BP,6,81,sc009,0.20912564697009528,0.25478223740158357,False
BP,2,82,sc009,0.14982155682497325,0.6328786831594719,False
BP,4,82,sc009,2.917149170254018,0.7225042069101403,False
BP,6,82,sc009,0.1941589125282987,0.258056133892023,False
BP,2,83,sc009,0.14737913802000088,0.6334459783010267,False
BP,4,83,sc009,3.001992976505256,0.7223414873340754,False
BP,6,83,sc009,0.1970522624052474,0.2574994486566254,False
BP,2,84,sc009,0.009891695814502915,0.6647459319526119,False
BP,4,84,sc009,6.0937605618556425,0.6209409560894372,False
BP,6,84,sc009,0.33578506142398984,0.23251025594267394,False
BP,2,85,sc009,0.09736292778988531,0.6449799632164706,False
BP,4,85,sc009,4.287574661616373,0.6982188575402644,False
BP,6,85,sc009,0.2297848364656704,0.24744046754716664,False
BP,2,86,sc009,0.13368838460045748,0.6366190174302926,False
BP,4,86,sc009,3.423146558082692,0.7188497407628371,False
BP,6,86,sc009,0.21007637111975516,0.25453526536280763,False
BP,2,87,sc009,0.16939880203795066,0.6283183246141495,False
BP,4,87,sc009,2.0076304095361963,0.7117950871878044,False
BP,6,87,sc009,0.20975073245297848,0.2631428540984546,False
BP,2,88,sc009,0.1624550756340308,0.6299384735719298,False
BP,4,88,sc009,2.3988254624447753,0.7193241538886399,False
BP,6,88,sc009,0.2026591463789668,0.26115509724610314,False
BP,2,89,sc009,0.15121429275373532,0.632555030515212,False
BP,4,89,sc009,2.867046474139139,0.7225127618990327,False
BP,6,89,sc009,0.1934928620162237,0.25837841306182424,False
BP,2,90,sc009,0.13368838460044907,0.6366190174302945,False
BP,4,90,sc009,3.4231465580829283,0.718849740762834,False
BP,6,90,sc009,0.2100763711197618,0.2545352653628059,False
BP,2,91,sc009,0.10785565494674416,0.6425736916221169,False
BP,4,91,sc009,4.063296838530248,0.7052891134668735,False
BP,6,91,sc009,0.22558348365222988,0.24940798826477095,False
BP,2,92,sc009,0.13891312923358026,0.6354094892462351,False
BP,4,92,sc009,3.2716785467587903,0.7206121361033305,False
BP,6,92,sc009,0.2056491752538524,0.2556395013495296,False
BP,2,93,sc009,0.1366315904093633,0.635937876802612,False
BP,4,93,sc009,3.3390331607615216,0.7198978219141606,False
BP,6,93,sc009,0.207653546879547,0.2551537192730231,False
BP,2,94,sc009,0.12690062508223632,0.6381878046174,False
BP,4,94,sc009,3.606752928298423,0.7159655081884201,False
BP,6,94,sc009,0.21505485017481266,0.25314013966191984,False
BP,2,95,sc009,0.12659931389875098,0.6382573757169843,False
BP,4,95,sc009,3.614602517188233,0.7158240790734061,False
BP,6,95,sc009,0.21525819601417356,0.2530791249696602,False
BP,2,96,sc009,0.27887547640202986,0.6024137173050416,False
BP,4,96,sc009,2.147342499780601,0.6265679915075124,False
BP,6,96,sc009,0.1841430046379009,0.23297189806080548,False
BP,2,112,sc029,0.062140586943030374,0.6806039151651436,False
BP,4,112,sc029,5.073261702328464,0.7152902806044782,False
BP,6,112,sc029,0.2394343508757899,0.25061190782802706,False
BP,2,116,sc009,0.5061882907322358,0.5469164886816951,False
BP,4,116,sc009,4.177331546192812,0.6246622264477043,False
BP,6,116,sc009,0.764132597076609,0.31091382156381,False
BP,2,119,sc009,0.47521948672344827,0.5545787772062264,False
BP,4,119,sc009,6.294428045327701,0.5309128584075,False
BP,6,119,sc009,0.951440902444337,0.33896321438763155,False
BP,2,123,sc009,0.971948701858441,0.5689432037119247,False
BP,4,123,sc009,4.233376623961794,0.6589319808219943,False
BP,6,123,sc009,0.9580341163254102,0.37405836925922786,False
BP,2,124,sc009,0.06205261365837589,0.6805847910328742,False
BP,4,124,sc009,7.463081486449575,0.5586463898918667,False
BP,6,124,sc009,0.9387146784674527,0.2567536214070586,False
BP,2,126,sc009,1.2522891631108135,0.6359621523316924,False
BP,4,126,sc009,6.374422935415007,0.727245902378422,False
BP,6,126,sc009,1.4132044496544554,0.44528050939816183,False
BP,2,127,sc009,0.2576009023476338,0.6074979516366319,False
BP,4,127,sc009,6.754048006246476,0.5505346208672983,False
BP,6,127,sc009,1.0976651813115463,0.2983784835406884,False
BP,2,128,sc009,0.49174356078416626,0.5504933898067351,False
BP,4,128,sc009,5.508282374455766,0.5672033077761721,False
BP,6,128,sc009,0.8830249728424583,0.32850634544106955,False
BP,2,129,sc009,1.1796450141021744,0.618983766301762,False
BP,4,129,sc009,5.267652375168264,0.705751214831382,False
BP,6,129,sc009,1.2296433832982507,0.4130553584130436,False
BP,2,131,sc009,1.2522891631108135,0.6359621523316924,False
BP,4,131,sc009,6.374422935415003,0.727245902378422,False
BP,6,131,sc009,1.413204449654455,0.44528050939816183,False
BP,2,133,sc009,0.35322685229951656,0.5844773970790298,False
BP,4,133,sc009,9.50633132281089,0.5788684568097434,False
BP,6,133,sc009,1.2186274501937837,0.3820446068780972,False
BP,2,134,sc009,0.38288509938960313,0.5772569280536418,False
BP,4,134,sc009,8.890930073729354,0.5632431918813069,False
BP,6,134,sc009,1.1688574069855537,0.3737578850199092,False
BP,2,135,sc009,0.35699175549242845,0.583562749428634,False
BP,4,135,sc009,9.431302455070888,0.5771278246756277,False
BP,6,135,sc009,1.2125932951066305,0.38103377970944174,False
BP,2,138,sc009,0.3222011382800489,0.5919921140761905,False
BP,4,138,sc009,10.096567059095811,0.5910381031527799,False
BP,6,138,sc009,1.2657780174436877,0.3900004775426644,False
BP,2,139,sc009,0.04210291973867808,0.6575297077771544,False
BP,4,139,sc009,1.4424585850369134,0.6981247380535966,False
BP,6,139,sc009,0.5820952142784411,0.3065185401389183,False
BP,2,143,sc009,0.04210291973867808,0.6575297077771544,False
BP,4,143,sc009,1.4424585850369134,0.6981247380535966,False
BP,6,143,sc009,0.5820952142784411,0.3065185401389183,False
BP,2,145,sc009,0.15683768304280635,0.6312470190559225,False
BP,4,145,sc009,0.9232404140746079,0.6822548803391495,False
BP,6,145,sc009,0.41829877001793947,0.28279732448813466,False
BP,2,152,sc009,0.04210291973867808,0.6575297077771544,False
BP,4,152,sc009,1.4424585850369134,0.6981247380535966,False
BP,6,152,sc009,0.5820952142784411,0.3065185401389183,False
BP,2,153,sc009,1.7217322455348296,0.7363968260142998,False
BP,4,153,sc009,2.088552195209775,0.5894063180568799,False
BP,6,153,sc009,1.2261099606084134,0.4285613398162068,False
BP,2,154,sc009,0.13356616422692788,0.6366472908381,False
BP,4,154,sc009,0.9388329041636174,0.6858603905204819,False
BP,6,154,sc009,0.4120996466221967,0.27959916848255484,False
BP,2,155,sc009,0.04210291973867808,0.6575297077771544,False
BP,4,155,sc009,1.4424585850369134,0.6981247380535966,False
BP,6,155,sc009,0.5820952142784411,0.3065185401389183,False
BP,2,156,sc009,2.028200508705952,0.7914672765430614,False
BP,4,156,sc009,2.6608672468058128,0.6681069875689214,False
BP,6,156,sc009,1.4085881369036422,0.444071335316088,False
BP,2,159,sc009,0.33678039622309,0.5884660106051756,False
BP,4,159,sc009,9.825066469062405,0.5857712354679689,False
BP,6,159,sc009,1.2441590863472318,0.38634010247972617,False
BP,2,161,sc009,1.2888440587307846,0.6443823464837916,False
BP,4,161,sc009,7.1920299646045125,0.7436534196987973,False
BP,6,161,sc009,1.54254643441409,0.46798904321239626,False
BP,2,162,sc009,1.136535259052558,0.8618740515031021,False
BP,4,162,sc009,7.045088173940603,0.35957346509660865,False
BP,6,162,sc009,1.8250991469419229,0.33589236068900363,False
BP,2,163,sc009,0.31857795520265864,0.5928669559354552,False
BP,4,163,sc009,10.162582683045093,0.5922354950437849,False
BP,6,163,sc009,1.271016969360342,0.3908906667305942,False
BP,2,164,sc009,0.3273207660012951,0.5907549522884578,False
BP,4,164,sc009,10.002323022533053,0.5892726247648878,False
BP,6,164,sc009,1.2582869159580854,0.3887297474078714,False
BP,2,168,sc009,0.5275934522839456,0.5416071852353174,False
BP,4,168,sc009,9.746702991714782,0.5008879976593371,False
BP,6,168,sc009,1.2226427976062,0.41314855343429235,False
BP,2,169,sc009,0.3273207660012951,0.5907549522884578,False
BP,4,169,sc009,10.002323022533053,0.5892726247648878,False
BP,6,169,sc009,1.2582869159580854,0.3887297474078714,False
BP,2,170,sc009,0.4381739210406479,0.5637103083486462,False
BP,4,170,sc009,7.53022284882775,0.5170008819523596,False
BP,6,170,sc009,1.0564818883732858,0.35548189486300746,False
BP,2,171,sc009,0.26853137941978006,0.6048886028649212,False
BP,4,171,sc009,2.267572781157412,0.6345295448398043,False
BP,6,171,sc009,0.17479537179432209,0.23370860666285218,False
BP,2,172,sc009,0.8736636874598668,0.8275085311239425,False
BP,4,172,sc009,6.283877520803937,0.4067174723698353,False
BP,6,172,sc009,1.3716746718345294,0.30522837134776937,False
BP,2,173,sc009,0.9581195209901795,0.8392323527986095,False
BP,4,173,sc009,6.927084395634181,0.35334581357772266,False
BP,6,173,sc009,1.4962513914196638,0.3141758210077189,False
BP,2,183,sc009,1.1061379770411057,0.8582153774205882,False
BP,4,183,sc009,8.001744530700131,0.46218781608489684,False
BP,6,183,sc009,1.7138910385297699,0.32951744270101074,False
BP,2,184,sc009,0.4149755572269412,0.5694070619257922,False
BP,4,184,sc009,0.681006302143007,0.45625970814187455,False
BP,6,184,sc009,0.2548481873190307,0.2521298005957511,False
BP,2,185,sc009,0.5249835493493777,0.7719564468516201,False
BP,4,185,sc009,3.0149475191349295,0.43921974392463664,False
BP,6,185,sc009,0.7596385574125348,0.2735218305872852,False
BP,2,186,sc009,0.4007042241042772,0.5729026235473557,False
BP,4,186,sc009,0.3438831193377453,0.4648710078759559,False
BP,6,186,sc009,0.22664620014722547,0.25352421860675567,False
BP,2,190,sc009,0.3918063579106823,0.5750783740671644,False
BP,4,190,sc009,8.693379401303302,0.5575582248189278,False
BP,6,190,sc009,1.1527449556027185,0.3711001032402001,False
BP,2,191,sc009,0.19991930648078532,0.6211632704688486,False
BP,4,191,sc009,2.9940886745936193,0.674061011628935,False
BP,6,191,sc009,0.11681255481037,0.23814491887279163,False
BP,2,192,sc009,0.2532698601016181,0.6085301813014065,False
BP,4,192,sc009,2.4393026664757045,0.6451869075038381,False
BP,6,192,sc009,0.16132438557054057,0.23475974057934204,False
BP,2,193,sc009,0.4194009164664092,0.5683217089809257,False
BP,4,193,sc009,8.03418880044372,0.5361057398782874,False
BP,6,193,sc009,1.0984883824118483,0.3622417947882034,False
BP,2,195,sc009,0.3667716374012291,0.5811841443386072,False
BP,4,195,sc009,9.23244296163737,0.5722963355631229,False
BP,6,195,sc009,1.1965551249352768,0.37835529930874384,False
BP,2,196,sc009,0.20269303254445092,0.6205103397298685,False
BP,4,196,sc009,5.6564682003532045,0.5127966889582302,False
BP,6,196,sc009,1.046304334611121,0.28828223430386635,False
BP,2,197,sc009,0.2538236782375858,0.6083982421536549,False
BP,4,197,sc009,11.262660533896373,0.6076236505932544,False
BP,6,197,sc009,1.3573270832175066,0.4057297344158589,False
BP,2,205,sc009,1.125571421305766,0.6061514604351322,False
BP,4,205,sc009,4.643559145305078,0.6920500627233653,False
BP,6,205,sc009,1.1213385546450343,0.39415490356396643,False
BP,2,206,sc009,0.35356906100060126,0.5843942846505327,False
BP,4,206,sc009,9.499545113974643,0.5787128561142757,False
BP,6,206,sc009,1.2180820536951027,0.38195317432991405,False
BP,2,207,sc009,0.5036875622299277,0.5475360932931908,False
BP,4,207,sc009,3.016345155199004,0.6503180778880051,False
BP,6,207,sc009,0.6570037630355432,0.29570040413324705,False
BP,2,208,sc009,0.3754588159954343,0.7445715775394085,False
BP,4,208,sc009,7.028229014109468,0.6715921644147745,False
BP,6,208,sc009,0.4447066212492952,0.2606170731978576,False
BP,2,209,sc009,0.1868195177269455,0.7070765179321724,False
BP,4,209,sc009,5.834688353971245,0.7057926879219737,False
BP,6,209,sc009,0.31174700571461844,0.2550464605902932,False
BP,2,210,sc009,0.23997280157586776,0.6116932112612762,False
BP,4,210,sc009,2.583847707831612,0.6535160618464275,False
BP,6,210,sc009,0.1498751113816888,0.23564336015056006,False
BP,2,211,sc009,0.15967531186070755,0.6305862465728936,False
BP,4,211,sc009,3.3738085137866225,0.6891751389253511,False
BP,6,211,sc009,0.10201966054630374,0.24045079908101105,False
BP,2,212,sc009,0.5043319462524738,0.5473764485047139,False
BP,4,212,sc009,3.0952097686564763,0.6498694345759183,False
BP,6,212,sc009,0.6643883556987928,0.29672955148123076,False
BP,2,213,sc009,0.5022692895670501,0.5478874328703985,False
BP,4,213,sc009,4.736873073315638,0.6022774901653203,False
BP,6,213,sc009,0.8146034698389735,0.31829148338907454,False
BP,2,214,sc009,0.5030828902455524,0.5476858906136948,False
BP,4,214,sc009,4.650467985207545,0.605977720595643,False
BP,6,214,sc009,0.8068568879834377,0.31715040777196685,False
BP,2,215,sc009,0.5055375613378393,0.5470777337442994,False
BP,4,215,sc009,3.2752696013442075,0.6480161948658759,False
BP,6,215,sc009,0.6811883561759083,0.299081663570515,False
BP,2,220,sc009,0.30079314393191325,0.5971525865120947,False
BP,4,220,sc009,0.8108635430561626,0.421398193810152,False
BP,6,220,sc009,0.6472278530169029,0.26113728748876075,False
BP,2,221,sc009,0.13995465757720973,0.63516817033052,False
BP,4,221,sc009,0.935734990384669,0.6850655572767705,False
BP,6,221,sc009,0.41291646320758546,0.2804870146626447,False
BP,2,223,sc009,0.13329387171028032,0.636710277246131,False
BP,4,223,sc009,0.9389463724935424,0.6858912131200826,False
BP,6,223,sc009,0.4120752651883578,0.27956117320919377,False
BP,2,231,sc009,0.6274434504824112,0.7894895663688808,False
BP,4,231,sc009,3.5087276979944155,0.7225823995907856,False
BP,6,231,sc009,0.8763005454506272,0.2778644032311154,False
BP,2,235,sc009,0.3728256374202139,0.5797098253240895,False
BP,4,235,sc009,0.8752775556188677,0.4011397120763533,False
BP,6,235,sc009,0.6622529073431177,0.2688532816639659,False
BP,2,237,sc009,0.13104274154582612,0.6372308264198205,False
BP,4,237,sc009,0.939827701623664,0.6861367033184458,False
BP,6,237,sc009,0.41186314383313305,0.2792465883656573,False
BP,2,247,sc009,0.5589378724267533,0.5338158190946624,False
BP,4,247,sc009,1.0667979570817216,0.3568482123224671,False
BP,6,247,sc009,0.6985634874244224,0.28924494870277145,False
BP,2,248,sc009,0.13553118224691232,0.6361926061538212,False
BP,4,248,sc009,0.9379695869167817,0.6856306448245266,False
BP,6,248,sc009,0.41226732907837604,0.27987299821639766,False
BP,2,250,sc009,0.1740969766853174,0.6272204793515241,False
BP,4,250,sc009,0.963063451730139,0.6675829098490865,False
BP,6,250,sc009,0.4356557173240141,0.289057404825007,False
BP,2,258,sc009,1.0597201600008204,0.59032575936735,False
BP,4,258,sc009,1.7691814462084101,0.46532370068505763,False
BP,6,258,sc009,0.9288307585728592,0.3478045271132681,False
BP,2,262,sc009,0.5562325035008525,0.77741070701649,False
BP,4,262,sc009,1.8002998254670857,0.7840454738136644,False
BP,6,262,sc009,0.8912620382786294,0.22951493655462674,False
BP,2,272,sc009,0.35567268783073464,0.7407903835191934,False
BP,4,272,sc009,0.9976397245770391,0.7470577512951043,False
BP,6,272,sc009,0.6101080890163373,0.26093021822409906,False
BP,2,274,sc009,0.8407225911579843,0.5365135434872781,False
BP,4,274,sc009,1.257525854280304,0.396565000545929,False
BP,6,274,sc009,0.8121488123190045,0.3259315648744324,False
BP,2,276,sc009,0.12877779175355564,0.6377542467407956,False
BP,4,276,sc009,0.9406135743071442,0.6863671210572191,False
BP,6,276,sc009,0.41163096501270213,0.2789292470173698,False
BP,2,287,sc009,1.7559328922745645,0.7429818559242164,False
BP,4,287,sc009,2.9678907506644774,0.6122237984400631,False
BP,6,287,sc009,1.3400956799757373,0.42937415621156777,False
BP,2,301,sc009,2.2630525729486366,0.8275903027303851,False
BP,4,301,sc009,4.236457445597362,0.752774326073964,False
BP,6,301,sc009,1.6297937297848493,0.4817145116715227,False
BP,2,302,sc009,0.17083273897369658,0.6279833894305575,False
BP,4,302,sc009,0.9075742340514493,0.6790453180793851,False
BP,6,302,sc009,0.42197414581123105,0.2846671318605815,False
BP,2,303,sc009,0.1146455716916745,0.6410127277071522,False
BP,4,303,sc009,0.9433413947124859,0.6874473826810732,False
BP,6,303,sc009,0.40977773579096294,0.2769315852295564,False
BP,2,304,sc009,0.14003648115871084,0.6351492091778136,False
BP,4,304,sc009,0.9356897879630761,0.6850544678859749,False
BP,6,304,sc009,0.41294482226605544,0.28049834041477995,False
BP,2,305,sc009,0.11464557169167464,0.6410127277071521,False
BP,4,305,sc009,0.943341394712486,0.6874473826810732,False
BP,6,305,sc009,0.409777735790963,0.27693158522955647,False
BP,2,311,sc009,2.7888352628939552,0.9702072089414346,True
BP,4,311,sc009,1.7972300332594844,0.8281607727187293,False
BP,6,311,sc009,1.874047363451779,0.32289699787722453,False
BP,2,312,sc009,1.20506035775962,0.8698313367124595,False
BP,4,312,sc009,1.1098229328879088,0.73704836383659,False
BP,6,312,sc009,1.1222595548681595,0.24613517172012578,False
BP,2,313,sc009,0.06286274822231758,0.6807608797124943,False
BP,4,313,sc009,5.077992276188427,0.715272585105567,False
BP,6,313,sc009,0.23983864163428165,0.25063972792435374,False
BP,2,314,sc009,0.479409001518185,0.553543643235812,False
BP,4,314,sc009,1.7809837601489378,0.6137413777725317,False
BP,6,314,sc009,0.5213229500868913,0.27730738355279383,False
BP,2,315,sc009,0.41807560462474336,0.5686468210909202,False
BP,4,315,sc009,8.067817222228944,0.5372953726250344,False
BP,6,315,sc009,1.1012749272606943,0.3626932774318265,False
BP,2,316,sc009,0.44207747827811006,0.5627500259915359,False
BP,4,316,sc009,7.417853396013009,0.512407724500625,False
BP,6,316,sc009,1.0470517749233064,0.35397631550853476,False
BP,2,318,sc009,0.512190667173946,0.7696965602600839,False
BP,4,318,sc009,3.2988571040406156,0.6604652529551629,False
BP,6,318,sc009,0.7289769626075793,0.2684294461497057,False
BP,2,319,sc009,0.0634182327483577,0.6808815885438211,False
BP,4,319,sc009,0.6645634370839715,0.5173636747930597,False
BP,6,319,sc009,0.5635480385428144,0.22386449598334313,False
BP,2,321,sc009,1.6599382032552232,0.724227686613434,False
BP,4,321,sc009,2.843935546693013,0.6164953854556824,False
BP,6,321,sc009,1.2935571422778227,0.41651684109875187,False
BP,2,322,sc009,0.7230548677649853,0.8049403580844284,False
BP,4,322,sc009,4.704487855665662,0.5152688062043677,False
BP,6,322,sc009,0.9808623452348986,0.289407047861391,False
BP,2,323,sc009,1.9205530138657005,0.773143158219853,False
BP,4,323,sc009,3.3699338580903286,0.6776962025470328,False
