arm,macro_mae,offset_mae,shape_mae,shape_r2,macro_mae_ligand,pooled_mae,pooled_r2,offset_share_of_sse,median_ligand_mae,worst_quartile_ligand_mae,rank_spearman,sign_accuracy,frac_within_0_5_log,frac_within_1_log,prediction_dispersion_ratio,n_rows,n_ligands,n_ecfp_clusters,n_superclusters,n_eff_pooled_rows,n_macro_units,split_seed,nn_lt_0_4__macro_mae,nn_lt_0_6__macro_mae
LP_ecfp_ligphys,1.0116486454486209,0.8485237636638018,0.5183488607729013,0.14142575538250712,1.0265528909399302,1.1204599797543697,0.2761727971337825,0.4145369506590751,0.9431293250715445,2.002150332426893,0.41685121831455846,0.6129903938852479,0.29134908536585363,0.5152439024390244,0.5240003237939138,5248,152,131,79,6.256051615740402,131,130363,0.8062685468756474,1.0937918961406885
MET_continuous,1.0087111340776418,0.8486769823062468,0.514119811630311,0.1393828470812759,1.02273261626883,1.1227806044597102,0.2730313310934408,0.41567988296054326,0.8930438615225726,2.0059073255034114,0.4153520682403705,0.6119912616491282,0.2848704268292683,0.5144817073170732,0.5367617224745052,5248,152,131,79,6.256051615740402,131,130363,0.8106629173563873,1.0914216345475947
ENS_mean,0.9977033875058314,0.8318501792670729,0.5101519841356355,0.16072252076305815,1.011184926945844,1.1104574809652001,0.29212670627531945,0.4147969559688148,0.9200663124061446,1.9777815040667914,0.4481681623023341,0.620293637061159,0.2924923780487805,0.5148628048780488,0.5247909052757759,5248,152,131,79,6.256051615740402,131,130363,0.8062432720604578,1.07566637832283
ENS_inverse_mae,0.9974597404205602,0.831612126137211,0.5101027428811281,0.16121469084201323,1.010967571191456,1.11034564433871,0.29235916788522,0.4149480036345623,0.9199451346857738,1.9771252992199913,0.448143025316327,0.6204433237136107,0.2923018292682927,0.514672256097561,0.524403205278247,5248,152,131,79,6.256051615740402,131,130363,0.8062344347805801,1.0752676086102064
ENS_nnls,0.9657514656191185,0.7982874037679201,0.5061285468175373,0.21299606971331897,0.986084827236526,1.1063693894454938,0.30543293331004895,0.4407329296912888,0.9043726183072831,1.8906967111132464,0.4609109605884076,0.6394373037979586,0.2837271341463415,0.5245807926829268,0.49265427159133096,5248,152,131,79,6.256051615740402,131,130363,0.8030983164972479,1.017707576683698
LP_everything,0.965343506814879,0.8038439305056869,0.4915155607138813,0.22362338029864315,0.9830228389178503,1.0935828507212861,0.320316341240066,0.43620378696759204,0.8814877495668124,1.9378800093967279,0.48925790806275943,0.6503597190077973,0.2943978658536585,0.5253429878048781,0.5138802483766031,5248,152,131,79,6.256051615740402,131,155921,0.8716616304435597,1.1119242592861742
MET_physical,0.9624528334093512,0.8029849956013542,0.49625448760929164,0.20041228666216582,0.9802455964029847,1.1109874139790958,0.306515114498629,0.43090385120505126,0.8935364910667252,1.8851315125696555,0.403376947464091,0.6380404028350443,0.28315548780487804,0.5118140243902439,0.5076905237838275,5248,152,131,79,6.256051615740402,131,155921,0.8392892097467212,1.090695966956451
MET_all,0.9568696927938971,0.8010621993404033,0.49383308547560045,0.1990146263009398,0.9780828622037487,1.1104985844940392,0.30465245903899585,0.43143621012526107,0.9165132733076249,1.8807167757845917,0.4014381983581147,0.6373165684282588,0.2844893292682927,0.5104801829268293,0.5208045588208319,5248,152,131,79,6.256051615740402,131,155921,0.8367589908077923,1.0814538995412473
MET_continuous_physical,0.9596696074711794,0.7978997687626498,0.49781696126618813,0.19319952744744562,0.9787664781105407,1.1112734230505785,0.3037763387988457,0.4280291447725678,0.884513893774014,1.886786830478485,0.40048075246074694,0.6362504435644684,0.2865853658536585,0.5100990853658537,0.5099195989157606,5248,152,131,79,6.256051615740402,131,155921,0.8447393626360423,1.0894308565488622
LP_ecfp_ligphys,0.9647971344108333,0.8058479172545785,0.495379069658962,0.18630136306797818,0.9824162947570667,1.1156484939821094,0.2899694441874766,0.4343561306975103,0.879007453634143,1.9153000758868877,0.4305949474222727,0.6349561250626747,0.2886814024390244,0.5114329268292683,0.5003505862297445,5248,152,131,79,6.256051615740402,131,155921,0.8521165524689714,1.1034206845485404
MET_continuous,0.964179554498216,0.8070301575046951,0.49702279823871065,0.20627922745346583,0.981828578555597,1.1122109752081548,0.303159604219047,0.4377998432399603,0.9187748077846681,1.886718721153475,0.4056965030928548,0.6456451128354734,0.2926829268292683,0.5083841463414634,0.4899763679286236,5248,152,131,79,6.256051615740402,131,155921,0.8312291287321019,1.0854451009640889
ENS_mean,0.9560362255501902,0.799112415749647,0.4924801021728471,0.2095216264931552,0.9743846526751687,1.103622271980599,0.3127792639382383,0.4322589821466514,0.8846342028837114,1.880285586550365,0.429340663680415,0.644895109433504,0.28810975609756095,0.5085746951219512,0.49979909646649967,5248,152,131,79,6.256051615740402,131,155921,0.8421487707290398,1.0878230581015067
ENS_inverse_mae,0.956032531625528,0.7991574943865271,0.49243176184582443,0.20994983167767012,0.9743487429374337,1.10356554439471,0.31282060417771185,0.432532393239293,0.8826220894458836,1.8804903198370297,0.42952969889810405,0.645154705865728,0.28810975609756095,0.5085746951219512,0.49957074996330136,5248,152,131,79,6.256051615740402,131,155921,0.8422747638756288,1.0879531517980454
ENS_nnls,0.9595785626255532,0.8024339750299397,0.48953734908406643,0.22683811882479077,0.9754303550579264,1.1041621377871815,0.3069413202066039,0.449373686418995,0.8925260677535172,1.9203612004964221,0.4663717972044678,0.6499336877662041,0.29592225609756095,0.5169588414634146,0.49712701040514695,5248,152,131,79,6.256051615740402,131,155921,0.8642228772695401,1.1077376844940332
