split_seed,fold,policy,budget,draw,pool_rows,budget_met,selection_sha256,n_rows,n_extractants,n_ecfp_clusters,n_superclusters,largest_extractant_share,target_sd
104729,1,diversity,500,1,1495,True,ed2e8be5a2f225b0e7e966b441b1afaad612945ee997e61cf8ff8287fa23bedf,500,28,28,28,0.206,1.753401203641221
104729,1,diversity,500,2,1495,True,d80802ea9c72aeca21d77bff72c8741ed7eed3950024bc5fc72a4382ae9f18c6,500,30,30,30,0.168,1.7583308942187719
104729,1,diversity,1000,0,1495,True,cb128cfc790ae681c5f3d9458ef2e878a103dade56809303f47186e28899b651,1000,54,54,54,0.14,1.652066286967717
104729,1,diversity,1000,1,1495,True,6d518074d50532e4d7fe7fb7280e1fdf07e23744f515017b907b9864eb3fda51,1000,47,47,47,0.23,1.9133742399616287
104729,1,diversity,1000,2,1495,True,ec9c5a26cae7e9f535582fa9a9e4f44f2e20d3327011728409d35b32011fb1fc,1000,47,47,47,0.23,1.8350797249093398
104729,1,diversity,2000,0,1495,False,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,diversity,2000,1,1495,False,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,diversity,2000,2,1495,False,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,diversity,3000,0,1495,False,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,diversity,3000,1,1495,False,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,diversity,3000,2,1495,False,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,diversity,all,0,1495,True,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,diversity,all,1,1495,True,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,diversity,all,2,1495,True,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,random,250,0,1495,True,aeb1703883a1d3eea31fc01899e7ca92934002c5cb5ca1994042a7cd2783360d,250,18,18,17,0.312,1.784177478166129
104729,1,random,250,1,1495,True,288dbbd43262f8db98bed6464f71134302002fc75abcc9d0056392b9bd4bfc3f,250,18,18,16,0.176,1.7335006260441754
104729,1,random,250,2,1495,True,e70ce21736b8c7ee4ac97f2078ad7523047f1ba4cb4935059f35e04cd3fbce7c,250,14,14,14,0.312,1.6482895436905776
104729,1,random,500,0,1495,True,45028bc6dacbab066cba3a7335258559f482af243efdf7f6df3e891f72c33f81,500,27,27,26,0.206,1.8907949624053404
104729,1,random,500,1,1495,True,bad34b9511bb018e81f8d9c3329c2c027cd832139291c8dcfcce9f7fbb85c31a,500,35,35,27,0.168,1.5790406011880584
104729,1,random,500,2,1495,True,5e482ea51bdd6dcccf228b750682741962d3a26680131e53bafaf7664634fcf7,500,20,20,20,0.28,1.625322794322778
104729,1,random,1000,0,1495,True,e79fe39ccdaf3a6070ca948efb279c6502383901af67c55b357233e103c57f19,1000,47,47,39,0.23,1.8586486807256453
104729,1,random,1000,1,1495,True,641209208e73ebeabe79dc55701e125c9837bbbb5566f7bf20ad06c9c3ca1aff,1000,57,54,45,0.133,1.761912989821858
104729,1,random,1000,2,1495,True,897761865985256073d8a2dd2f97097051514b20717564b9cd7e806a80142a71,1000,43,42,36,0.23,1.808841905648588
104729,1,random,2000,0,1495,False,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,random,2000,1,1495,False,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,random,2000,2,1495,False,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,random,3000,0,1495,False,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,random,3000,1,1495,False,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,random,3000,2,1495,False,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,random,all,0,1495,True,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,random,all,1,1495,True,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,random,all,2,1495,True,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,maxmin,250,0,1495,True,5a975319b428da396ee29241f3fd6d62ef86c6dc697693eeeb8102f12e894030,250,14,14,14,0.56,1.5372105414015655
104729,1,maxmin,250,1,1495,True,03123194a16c0c7ba2aa99703599502efa0214a235a10957c37b850773f1aa11,250,24,24,24,0.112,1.4818976896112748
104729,1,maxmin,250,2,1495,True,f0bbec1d63ad0a054269ae63f25ea3e374e8f4fc82fa8b16242b8fc49cae1ad4,250,21,21,21,0.172,1.5736666495114346
104729,1,maxmin,500,0,1495,True,aec365f270f66e922a2299bc1dd05b8d3bb34cd9c72feedc7254d62e4fad39c5,500,32,32,32,0.28,1.5599428429495714
104729,1,maxmin,500,1,1495,True,df9587e7d9b0f69b3c876a6168fca214e34270f6515b48b416476a360f6e173a,500,39,39,39,0.168,1.567090223569153
104729,1,maxmin,500,2,1495,True,78da09174a08908488a8b5f38c68aa9baab0269c97697bc08116afbb4b30e26b,500,34,34,34,0.16,1.6575068730880869
104729,1,maxmin,1000,0,1495,True,47edbaba747e95c57440dd0ea3d24fe0f05723cc77290d61e1349e5eab81df50,1000,60,60,57,0.14,1.6200271445599448
104729,1,maxmin,1000,1,1495,True,59aae7887c3b853c5f6fb0050b8a566fedc98678f6a62aa33ba5c0d0479a419f,1000,66,66,62,0.14,1.6291423929062978
104729,1,maxmin,1000,2,1495,True,439118c26a6a2d4c6db1f677b554d2a5c0bfef01f1ad5b019abd7be04b82ab76,1000,45,45,45,0.23,1.9335502477319746
104729,1,maxmin,2000,0,1495,False,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,maxmin,2000,1,1495,False,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,maxmin,2000,2,1495,False,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,maxmin,3000,0,1495,False,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,maxmin,3000,1,1495,False,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,maxmin,3000,2,1495,False,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,maxmin,all,0,1495,True,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,maxmin,all,1,1495,True,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,1,maxmin,all,2,1495,True,ae8612f86101bcdb38b318d608102ec595943e09c01192903c8bda2b9d30a90b,1495,82,79,63,0.15384615384615385,1.7679871780198284
104729,2,depth,250,0,4962,True,683fecd4a3b982a070fa9f2667aaf91f1f59ce32e7775ad8183ce2c2c888f5d7,250,1,1,1,1.0,1.3279902667623478
104729,2,depth,250,1,4962,True,d0a6a615cd1020046b95bb31096e7fec10c3d561dc6e0cf29b0bdbf3fac20ee4,250,1,1,1,1.0,1.3718936187788344
104729,2,depth,250,2,4962,True,6be0ea79d184f8af2158bb9daf4dcfb610d3918c3337f07c7adba4e555c5f1f8,250,1,1,1,1.0,1.3288747236440828
104729,2,depth,500,0,4962,True,cbfed78b6c3a82b6ce286fc602bede764cb967e4b96ad703ffc6d01c95b532cb,500,1,1,1,1.0,1.417281262978723
104729,2,depth,500,1,4962,True,c37bf015060da4f968f6c1ddf8daf49f31eeaebe46874d4dee924a541b0423ee,500,1,1,1,1.0,1.3598076614611392
104729,2,depth,500,2,4962,True,96fd8eeba8d26e4b014ad85380c2f3626e0d4ad04f67be2068924fd76eb8f0c5,500,1,1,1,1.0,1.3812920076343087
104729,2,depth,1000,0,4962,True,db93d95bf21d4991b7dd7792b13e402bba7c4ee0b9e09eec667654100de36ea0,1000,1,1,1,1.0,1.3852064553116938
104729,2,depth,1000,1,4962,True,19b799b4712273df002f8ed8828b4223d9f4d38e13b6606f886dcbad4af6f249,1000,1,1,1,1.0,1.3859719412585336
104729,2,depth,1000,2,4962,True,45d6cfa460476e84d89daea8f560be95c2223aed9e7c600f18fdec3084fceaa3,1000,1,1,1,1.0,1.3655641518693153
104729,2,depth,2000,0,4962,True,8808b673bdbdf256d74111f50fe7c73b6c5879255a043f2acc2495092b5eddb5,2000,3,3,1,0.744,1.397885251103132
104729,2,depth,2000,1,4962,True,33f07af4b1f3fcf6abaeb7b9d71ba807cd33be51aff3798d030a2d9c2fe59450,2000,3,3,1,0.744,1.3957243148901974
104729,2,depth,2000,2,4962,True,940c3fad5b3590f4e096abca9e7e7137a929b1bc8fa08f20a7e44bfe33daa186,2000,3,3,1,0.744,1.3956669144700273
104729,2,depth,3000,0,4962,True,3144eb3abe06027598745166829f9312cfc0768218fcf9105a44b456ca302022,3000,8,6,3,0.496,1.6726315110421641
104729,2,depth,3000,1,4962,True,47122b3831248e765efbbf80161829e676ea082d7f2e6d9e215cfda42fe50ecc,3000,8,6,3,0.496,1.6752021116963667
104729,2,depth,3000,2,4962,True,a2a4f10f2488c1712c51dd30fce2d07d16c9897530f42715d731feb1123a265e,3000,8,6,3,0.496,1.6751153615645493
104729,2,depth,all,0,4962,True,189866242c58c1f96dfdce755903db1e7172ac7ef90d65f169b6fe0b513e38f1,4962,134,113,63,0.2998790810157195,1.650537520906675
104729,2,depth,all,1,4962,True,189866242c58c1f96dfdce755903db1e7172ac7ef90d65f169b6fe0b513e38f1,4962,134,113,63,0.2998790810157195,1.650537520906675
104729,2,depth,all,2,4962,True,189866242c58c1f96dfdce755903db1e7172ac7ef90d65f169b6fe0b513e38f1,4962,134,113,63,0.2998790810157195,1.650537520906675
104729,2,diversity,250,0,4962,True,8e72590744ef24429b55a9c20c8ec7b7ee63b1b5d30709ceb898e504919258e3,250,23,23,23,0.172,1.6812908170856922
104729,2,diversity,250,1,4962,True,07695205593422139c3c127564029e5e9666a6767ae288d19f442438e9cf9615,250,8,8,8,0.56,1.5291197045624279
104729,2,diversity,250,2,4962,True,fdacc6c047a3ce53712399a2a87c76d1d65b72bbee5b338c25eba29e414000f3,250,10,10,10,0.56,1.451235459863867
