endpoint,comparison,reference,candidate,statistic,point_delta,ci95_low,ci95_high,p_worse_one_sided,units_improved,units_total,bootstrap_blocks,bootstrap_replicates,block_macro_delta,n_blocks_positive,largest_block_unit_share,cluster_robust_se,cluster_robust_low,cluster_robust_high,cluster_robust_p_two_sided,bca_low,bca_high,bca_z0,bca_acceleration
hard_vs_BASEtrain_nn<0.4,maxmin_vs_depth@500,depth@500,maxmin@500,mae,1.0275227532853315,0.6395618127423062,1.4711923504997797,0.0001999600079984003,31,42,37,5000,1.0892879882904205,28,0.09523809523809523,0.21329868515052555,0.5949329695145328,1.4601125370561303,2.622381690519079e-05,0.6300174135117285,1.4615831610142143,-0.02306302451252785,-0.0002593894993241552
hard_vs_BASEtrain_nn<0.4,maxmin_vs_depth@500,depth@500,maxmin@500,offset_mae,1.0121067426242472,0.5858831520085469,1.4912273041850765,0.0001999600079984003,32,42,37,5000,1.1004101249707507,30,0.09523809523809523,0.23252016643396203,0.5405339879725529,1.4836794972759413,0.00010638660944212325,0.5679222585370337,1.4787233373500765,-0.020555799371180145,-0.01259797195769689
hard_vs_BASEtrain_nn<0.4,maxmin_vs_depth@500,depth@500,maxmin@500,shape_mae,0.19284164299407294,0.10343848844820656,0.2770158596043147,0.0001999600079984003,30,42,37,5000,0.17896247761254278,26,0.09523809523809523,0.04497741089524341,0.10162322577779705,0.28406006021034885,0.00012920585888205147,0.10821938619166797,0.2814860443895404,0.02256156839022472,0.018617120351864
hard_vs_BASEtrain_nn<0.4,diversity_vs_depth@1000,depth@1000,diversity@1000,mae,0.8358464875999474,0.4889271990201279,1.215574521861638,0.0001999600079984003,30,42,37,5000,0.8682120704711662,28,0.09523809523809523,0.18476841108433512,0.4611187815091176,1.2105741936907772,6.373836255105327e-05,0.47526630552914,1.2048265944589502,-0.03359513724181863,-0.00155043783031958
hard_vs_BASEtrain_nn<0.4,diversity_vs_depth@1000,depth@1000,diversity@1000,offset_mae,0.8330858859054338,0.4621627761988584,1.2371957411157744,0.0003999200159968006,30,42,37,5000,0.8671105214925365,28,0.09523809523809523,0.1972451485230723,0.43305418346329294,1.2331175883475747,0.0001561912121832411,0.43753690601629625,1.2200135387826951,-0.02908098644911949,-0.008043979873679573
hard_vs_BASEtrain_nn<0.4,diversity_vs_depth@1000,depth@1000,diversity@1000,shape_mae,0.19651351665045952,0.12696588672628337,0.267644158463631,0.0001999600079984003,33,42,37,5000,0.20037160090706232,28,0.09523809523809523,0.03570843570292433,0.12409345241696257,0.26893358088395647,3.206283014862494e-06,0.1273211301146284,0.26804136412422086,-0.0010026514778483275,0.003371557395049582
hard_vs_BASEtrain_nn<0.4,diversity_vs_random@1000,random@1000,diversity@1000,mae,0.06013730845620184,-0.004492968403968759,0.13507927753273855,0.03259348130373925,23,42,37,5000,0.06955792698291337,21,0.09523809523809523,0.03465079607888736,-0.010137763200586528,0.13041238011299022,0.09120186380983311,-0.005064260769791659,0.13372051362258258,-0.028077925538198285,0.009003984791404662
hard_vs_BASEtrain_nn<0.4,diversity_vs_random@1000,random@1000,diversity@1000,offset_mae,0.05196142585480342,-0.02332364801330362,0.1380285959405093,0.09438112377524495,24,42,37,5000,0.061979537288454296,22,0.09523809523809523,0.04038721213474593,-0.02994763679199964,0.1338704885016065,0.20645272141250873,-0.023820936835369184,0.13767754538146668,-0.017547298372150792,0.0031430548198329556
hard_vs_BASEtrain_nn<0.4,diversity_vs_random@1000,random@1000,diversity@1000,shape_mae,0.004872744639541562,-0.00922651736826606,0.01777248894992804,0.26514697060587883,26,42,37,5000,0.0018076301149264058,22,0.09523809523809523,0.007061766513719229,-0.009449181663257035,0.01919467094234016,0.4946075521773336,-0.007579304933316062,0.020444801324188088,0.04864777006503448,0.04748113774734528
hard_vs_BASEtrain_nn<0.4,maxmin_vs_depth@1000,depth@1000,maxmin@1000,mae,1.015544218418335,0.636745218543085,1.4328619044069264,0.0001999600079984003,34,42,37,5000,1.0624756742377308,29,0.09523809523809523,0.20214277438852873,0.6055796703394152,1.4255087664972548,1.396567190345522e-05,0.6276342426177043,1.4225046040673068,-0.0195529463769622,-0.0005518784149621395
hard_vs_BASEtrain_nn<0.4,maxmin_vs_depth@1000,depth@1000,maxmin@1000,offset_mae,1.01860015973039,0.6111813082554374,1.4619099901183386,0.0001999600079984003,31,42,37,5000,1.0726432118216203,29,0.09523809523809523,0.21634492818806436,0.5798323087296303,1.4573680107311495,3.651692451793425e-05,0.5990949674180696,1.4474518433055357,-0.0195529463769622,-0.007326995551824451
hard_vs_BASEtrain_nn<0.4,maxmin_vs_depth@1000,depth@1000,maxmin@1000,shape_mae,0.1994424341510675,0.12439810987501926,0.2749022559549911,0.0001999600079984003,32,42,37,5000,0.2010822326094341,27,0.09523809523809523,0.03845044170787061,0.12146132398828662,0.27742354431384836,8.474728077995463e-06,0.12435097237916988,0.2748453817142646,-0.0025066308995717666,0.0009164977621644597
hard_vs_BASEtrain_nn<0.4,diversity_vs_depth@2000,depth@2000,diversity@2000,mae,0.8697690982642857,0.4783853434537149,1.2877490868779822,0.0001999600079984003,30,42,37,5000,0.9063131460111593,27,0.09523809523809523,0.20082528153301243,0.4624765495419732,1.2770616469865983,0.00011353030111184819,0.4580898888946198,1.2645932460837772,-0.03911337176618698,-0.009346781175136504
hard_vs_BASEtrain_nn<0.4,diversity_vs_depth@2000,depth@2000,diversity@2000,offset_mae,0.8653450261999881,0.4425035362122277,1.3072835113293653,0.0001999600079984003,29,42,37,5000,0.9107980542613273,26,0.09523809523809523,0.21611659696546276,0.4270402523820233,1.3036498000179528,0.00029792794603333535,0.41488309110343574,1.2827335138234544,-0.03058563299422953,-0.016540184348513735
hard_vs_BASEtrain_nn<0.4,diversity_vs_depth@2000,depth@2000,diversity@2000,shape_mae,0.16079465005922736,0.09953043671118432,0.21980154003187266,0.0001999600079984003,30,42,37,5000,0.159113066704404,25,0.09523809523809523,0.030957751492370407,0.09800941997370735,0.22357988014474736,8.294631660822595e-06,0.10046595217542267,0.2208929579539906,0.004010615991203968,0.004821784873451502
hard_vs_BASEtrain_nn<0.4,diversity_vs_random@2000,random@2000,diversity@2000,mae,0.05777874270696561,-0.003562521017386371,0.1251640448516525,0.03499300139972006,22,42,37,5000,0.07134716643953368,20,0.09523809523809523,0.03273641124874894,-0.008613776560251037,0.12417126197418227,0.08605180325778027,-0.0057684048624849875,0.12204976741039222,-0.029582527813948944,-0.006326572276037748
hard_vs_BASEtrain_nn<0.4,diversity_vs_random@2000,random@2000,diversity@2000,offset_mae,0.053808180371149,-0.012886865390968739,0.1278248498616385,0.05718856228754249,23,42,37,5000,0.06881027180491789,21,0.09523809523809523,0.035612173405559375,-0.0184166548745415,0.1260330156168395,0.13953029057837307,-0.015388863158960936,0.12415795884848926,-0.03510000177270885,-0.009669602992176656
hard_vs_BASEtrain_nn<0.4,diversity_vs_random@2000,random@2000,diversity@2000,shape_mae,0.005776509662381982,-0.003246549477317263,0.015014188895496822,0.11597680463907219,22,42,37,5000,0.00426293090500411,19,0.09523809523809523,0.004721035834035254,-0.0037981947910386542,0.015351214115802618,0.22906364231681475,-0.002186096881322479,0.016280937508060724,0.054169651204892186,0.0475135767561792
hard_vs_BASEtrain_nn<0.4,maxmin_vs_depth@2000,depth@2000,maxmin@2000,mae,0.9980169994739198,0.6099089790151009,1.4132532101632436,0.0001999600079984003,30,42,37,5000,1.0430077874455215,27,0.09523809523809523,0.20280910720284273,0.5867010658116334,1.4093329331362061,1.912369291998317e-05,0.5963001036725037,1.400125252436778,-0.02256156839022472,-0.008200081526405988
hard_vs_BASEtrain_nn<0.4,maxmin_vs_depth@2000,depth@2000,maxmin@2000,offset_mae,0.9997190954491811,0.5752625167185766,1.4492927300801672,0.0001999600079984003,30,42,37,5000,1.0577975773707975,27,0.09523809523809523,0.22027238943975774,0.552985983844779,1.4464522070535832,6.096092159549499e-05,0.5510997847884704,1.4258696994543163,-0.02506890825871106,-0.016986454919572905
hard_vs_BASEtrain_nn<0.4,maxmin_vs_depth@2000,depth@2000,maxmin@2000,shape_mae,0.16666654506185882,0.10212634322255681,0.22874825602067483,0.0001999600079984003,31,42,37,5000,0.16316422605319383,27,0.09523809523809523,0.032293906124563274,0.10117146778240622,0.23216162234131144,9.18005817689539e-06,0.1033269601116084,0.22959635274050197,-0.005013277548926657,0.008611163257819892
hard_vs_BASEtrain_nn<0.4,diversity_vs_depth@3000,depth@3000,diversity@3000,mae,0.6432050216015325,0.37330179881821224,0.9143977921348028,0.0001999600079984003,35,42,37,5000,0.6703611824607975,31,0.09523809523809523,0.1381491708475143,0.3630255169652654,0.9233845262377995,4.278775079085039e-05,0.35999342197396283,0.9028831577259397,-0.012533469508069276,-0.011292016328658509
hard_vs_BASEtrain_nn<0.4,diversity_vs_depth@3000,depth@3000,diversity@3000,offset_mae,0.622985205415837,0.3314099365452247,0.9137854475163314,0.0001999600079984003,30,42,37,5000,0.6486702606004376,26,0.09523809523809523,0.15006382035199983,0.31864167159573814,0.927328739235936,0.00019330894768996684,0.3225690904666046,0.904725993415185,-0.016544501343174617,-0.009519238314739125
hard_vs_BASEtrain_nn<0.4,diversity_vs_depth@3000,depth@3000,diversity@3000,shape_mae,0.10620761244363812,0.06306114802259626,0.1545462056827302,0.0001999600079984003,31,42,37,5000,0.1124463805991394,27,0.09523809523809523,0.023357217712827255,0.05883697932065885,0.1535782455666174,5.9413198126401036e-05,0.06505843678708477,0.15669305234080472,0.016043109130585573,0.012181391410481164
hard_vs_BASEtrain_nn<0.4,diversity_vs_random@3000,random@3000,diversity@3000,mae,0.1967889622875545,0.12485586903601655,0.277481165208422,0.0001999600079984003,32,42,37,5000,0.20971601165932482,28,0.09523809523809523,0.03929341733737256,0.117098218307608,0.27647970626750096,1.4652480432931464e-05,0.12709063375013674,0.2796134725480486,-0.009525331483604746,0.019051543796169083
hard_vs_BASEtrain_nn<0.4,diversity_vs_random@3000,random@3000,diversity@3000,offset_mae,0.20774751517120044,0.1274982670486587,0.3010064369019381,0.0001999600079984003,31,42,37,5000,0.2232806024619136,27,0.09523809523809523,0.043967476946384455,0.11857733893799188,0.296917691404409,3.4703580904360946e-05,0.13002249409344144,0.303773922371885,-0.007519955698540524,0.01899645268165813
hard_vs_BASEtrain_nn<0.4,diversity_vs_random@3000,random@3000,diversity@3000,shape_mae,0.0047899962151204175,-0.006055695939595034,0.014736634905769453,0.17016596680663867,24,42,37,5000,0.0057144556621672666,21,0.09523809523809523,0.005254175690405868,-0.0058659659826890385,0.015445958412929874,0.3680148918720941,-0.009213191956214454,0.012977039701485697,-0.061702184885339184,-0.058649538743817356
hard_vs_BASEtrain_nn<0.4,maxmin_vs_depth@3000,depth@3000,maxmin@3000,mae,0.5933277416828544,0.3420959655269297,0.8468158735101059,0.0001999600079984003,34,42,37,5000,0.6179905186910287,30,0.09523809523809523,0.128977038370579,0.3317501838992578,0.854905299466451,5.0616080101067304e-05,0.33642246643611456,0.8424728669800541,-0.008021296494625931,-0.011307624657365586
hard_vs_BASEtrain_nn<0.4,maxmin_vs_depth@3000,depth@3000,maxmin@3000,offset_mae,0.5823786876584787,0.31569507729375834,0.8510326419679936,0.0001999600079984003,30,42,37,5000,0.6053396270812835,26,0.09523809523809523,0.13799906369865264,0.3025036144303222,0.8622537608866352,0.00015779181687158826,0.3083798964641364,0.8417595512288908,-0.01153074557586483,-0.009188087508114205
hard_vs_BASEtrain_nn<0.4,maxmin_vs_depth@3000,depth@3000,maxmin@3000,shape_mae,0.10343093470110346,0.05878365494616852,0.15165318507357203,0.0001999600079984003,30,42,37,5000,0.10708123770162267,26,0.09523809523809523,0.02364066757536833,0.055485438612325896,0.151376430789881,9.95177695454856e-05,0.06033530823864054,0.15290633259243053,0.012533469508069276,0.012660890375550937
hard_vs_BASEtrain_nn<0.4,diversity_vs_depth@all,depth@all,diversity@all,mae,0.0,0.0,0.0,1.0,0,42,37,5000,0.0,0,0.09523809523809523,,,,,0.0,0.0,-4.753424308822899,0.0
hard_vs_BASEtrain_nn<0.4,diversity_vs_depth@all,depth@all,diversity@all,offset_mae,0.0,0.0,0.0,1.0,0,42,37,5000,0.0,0,0.09523809523809523,,,,,0.0,0.0,-4.753424308822899,0.0
hard_vs_BASEtrain_nn<0.4,diversity_vs_depth@all,depth@all,diversity@all,shape_mae,0.0,0.0,0.0,1.0,0,42,37,5000,0.0,0,0.09523809523809523,,,,,0.0,0.0,-4.753424308822899,0.0
hard_vs_BASEtrain_nn<0.4,diversity_vs_random@all,random@all,diversity@all,mae,0.0,0.0,0.0,1.0,0,42,37,5000,0.0,0,0.09523809523809523,,,,,0.0,0.0,-4.753424308822899,0.0
hard_vs_BASEtrain_nn<0.4,diversity_vs_random@all,random@all,diversity@all,offset_mae,0.0,0.0,0.0,1.0,0,42,37,5000,0.0,0,0.09523809523809523,,,,,0.0,0.0,-4.753424308822899,0.0
hard_vs_BASEtrain_nn<0.4,diversity_vs_random@all,random@all,diversity@all,shape_mae,0.0,0.0,0.0,1.0,0,42,37,5000,0.0,0,0.09523809523809523,,,,,0.0,0.0,-4.753424308822899,0.0
hard_vs_BASEtrain_nn<0.4,maxmin_vs_depth@all,depth@all,maxmin@all,mae,0.0,0.0,0.0,1.0,0,42,37,5000,0.0,0,0.09523809523809523,,,,,0.0,0.0,-4.753424308822899,0.0
hard_vs_BASEtrain_nn<0.4,maxmin_vs_depth@all,depth@all,maxmin@all,offset_mae,0.0,0.0,0.0,1.0,0,42,37,5000,0.0,0,0.09523809523809523,,,,,0.0,0.0,-4.753424308822899,0.0
hard_vs_BASEtrain_nn<0.4,maxmin_vs_depth@all,depth@all,maxmin@all,shape_mae,0.0,0.0,0.0,1.0,0,42,37,5000,0.0,0,0.09523809523809523,,,,,0.0,0.0,-4.753424308822899,0.0
hard_vs_BASEtrain_nn<0.4,depth_slope_3000_to_all,depth@3000,depth@all,mae,0.5800537262549655,0.3285789722406524,0.8289235805730736,0.0001999600079984003,34,42,37,5000,0.6006972760516786,30,0.09523809523809523,0.1284610779735836,0.31952258465725875,0.8405848678526724,6.535884553339496e-05,0.31959820273484657,0.8231345705158198,-0.007519955698540524,-0.012261055031722827
hard_vs_BASEtrain_nn<0.4,depth_slope_3000_to_all,depth@3000,depth@all,offset_mae,0.5618980992308148,0.29336913389829555,0.8306530475780666,0.0001999600079984003,29,42,37,5000,0.5803651679520556,25,0.09523809523809523,0.137824249116758,0.2823775664074828,0.8414186320541468,0.00024071274183600798,0.2866058796446604,0.8268343699668731,-0.005013277548926657,-0.00951523834416748
hard_vs_BASEtrain_nn<0.4,depth_slope_3000_to_all,depth@3000,depth@all,shape_mae,0.10152471620859278,0.05812191289784355,0.15039023183975617,0.0001999600079984003,30,42,37,5000,0.10644947614007491,26,0.09523809523809523,0.023602450908335102,0.053656727112962786,0.14939270530422277,0.00012396375733936648,0.059694233910774074,0.15269933072633504,0.018048703440788155,0.013590396997541927
hard_vs_BASEtrain_nn<0.4,diversity_slope_3000_to_all,diversity@3000,diversity@all,mae,-0.06315129534656685,-0.13731278971350636,-0.0028747304625244825,0.98000399920016,11,42,37,5000,-0.0696639064091191,10,0.09523809523809523,0.03422559712439782,-0.13256402355453184,0.006261432861398117,0.0732547788358762,-0.1496213926877538,-0.008486444341688054,-0.02356448643428617,-0.053182308389582864
hard_vs_BASEtrain_nn<0.4,diversity_slope_3000_to_all,diversity@3000,diversity@all,offset_mae,-0.0610871061850222,-0.14406552801308029,0.008789840097462717,0.9570085982803439,13,42,37,5000,-0.06830509264838212,12,0.09523809523809523,0.038332402714435755,-0.13882882217333609,0.016654609803291677,0.11976561642888267,-0.15474806991351864,0.001619455439509329,-0.018048703440788155,-0.04742835869705065
hard_vs_BASEtrain_nn<0.4,diversity_slope_3000_to_all,diversity@3000,diversity@all,shape_mae,-0.004682896235045292,-0.014596481862341344,0.0017786812575491117,0.8870225954809038,17,42,37,5000,-0.0059969044590644895,16,0.09523809523809523,0.004215764218894262,-0.01323286235693278,0.003867069886842195,0.2740160919641237,-0.01958941524282303,0.0006641220614602468,-0.10345734693318251,-0.09994494753574559
hard_vs_BASEtrain_nn<0.4,depth_slope_2000_to_3000,depth@2000,depth@3000,mae,0.42578310086223137,0.15180136619137316,0.7023083280778601,0.0003999200159968006,31,42,37,5000,0.44246965268319716,27,0.09523809523809523,0.13763280172462852,0.1466508413463805,0.7049153603780822,0.0038105826516020604,0.13652845988142664,0.6868349826222349,-0.04262558517694437,-0.013413447870951497
hard_vs_BASEtrain_nn<0.4,depth_slope_2000_to_3000,depth@2000,depth@3000,offset_mae,0.44627860665583097,0.1410360664128789,0.7695818826232196,0.0013997200559888023,31,42,37,5000,0.4774073951088349,27,0.09523809523809523,0.1591528301490517,0.12350170659147863,0.7690555067201833,0.008081376401706907,0.11273567169400242,0.7431888933133972,-0.039615085989579545,-0.022975881943837817
hard_vs_BASEtrain_nn<0.4,depth_slope_2000_to_3000,depth@2000,depth@3000,shape_mae,0.06049358386905699,0.03263756792478565,0.08839467746399773,0.0001999600079984003,33,42,37,5000,0.05310602708821439,28,0.09523809523809523,0.014507341666668838,0.031071331264712194,0.08991583647340179,0.0001830981398123912,0.03674182953817542,0.09415118931883078,0.07677819172498307,0.05305437903581165
hard_vs_BASEtrain_nn<0.4,diversity_slope_2000_to_3000,diversity@2000,diversity@3000,mae,0.19921902419947818,0.1238579174294548,0.2822679355233134,0.0001999600079984003,37,42,37,5000,0.20651768913283516,33,0.09523809523809523,0.040177659388376266,0.1177349542204764,0.28070309417847994,1.7056738684739662e-05,0.12841293166073095,0.28937187067057935,-0.0015039775317649809,0.034520300465227104
hard_vs_BASEtrain_nn<0.4,diversity_slope_2000_to_3000,diversity@2000,diversity@3000,offset_mae,0.2039187858716799,0.12787615806858135,0.29221030771220896,0.0001999600079984003,36,42,37,5000,0.21527960144794545,31,0.09523809523809523,0.04176515186756028,0.11921513191904343,0.28862243982431635,2.1502278854722836e-05,0.13211989523789458,0.29834792998808035,-0.005013277548926657,0.03237366421745515
hard_vs_BASEtrain_nn<0.4,diversity_slope_2000_to_3000,diversity@2000,diversity@3000,shape_mae,0.00590654625346773,-0.005271161342819726,0.01664819317278421,0.1375724855028994,25,42,37,5000,0.006439340982949804,21,0.09523809523809523,0.005602054154878684,-0.005454946171209335,0.017268038678144797,0.2987461931600211,-0.00781948493371656,0.014967053175313284,-0.06672579327973212,-0.04238655922524466
