g19_metal_state,e_m_00,e_m_01,e_m_02,e_m_03,e_m_04,e_m_05,e_m_06,e_m_07,e_m_08,e_m_09,e_m_10,e_m_11,e_m_12,e_m_13,e_m_14,e_m_15,n_training_rows,fold_id,fold_ordinal
Pr(III),-0.108649,-0.14846,0.343563,0.0471806,-0.184135,0.552974,0.95179,0.615621,-0.933373,0.32818,0.611864,-1.35726,-0.730885,0.525361,0.1804,-2.23321,348,s104729_S_b001,1
Pu(III),0.816123,-1.3831,0.680285,-0.949044,1.05815,-0.412278,0.298051,0.0837974,-0.26153,0.408546,0.161201,-0.600423,-1.10498,-0.714046,1.20706,0.0741502,118,s104729_S_b001,1
Pu(IV),1.12104,-1.15911,-0.804004,0.206234,1.1812,-0.414062,-0.447471,0.248701,-0.370561,-0.102612,-0.612936,0.71769,0.0620457,-1.29706,1.42778,0.112553,570,s104729_S_b001,1
Pu(VI),0.647554,-0.684453,-1.36943,0.467813,0.395225,-0.878188,0.858427,-0.421992,1.26233,-0.637854,0.249048,-0.550535,-0.678993,1.28504,0.964633,0.327598,107,s104729_S_b001,1
Sm(III),-0.303321,0.399494,0.257255,0.231322,-0.269574,0.178555,0.381593,0.82307,-1.0551,-0.413901,0.335623,-0.531913,-0.140071,-0.38996,-0.384965,-1.42423,323,s104729_S_b001,1
Sr(II),1.72308,-1.58199,-1.34599,-1.21159,-0.401494,2.4382,2.95486,-0.9167,0.187687,0.875738,-0.0462426,-1.38969,0.136408,-1.15141,-1.83573,1.30791,94,s104729_S_b001,1
Sr(III),-0.038409,-3.06918,-1.98667,-0.332753,-1.00096,2.8016,1.7392,-2.64103,2.26593,0.439944,0.989057,-1.38293,1.8502,-0.558655,-1.25489,3.43214,38,s104729_S_b001,1
Tb(III),-0.562407,-0.158472,0.387699,0.31857,-0.348228,0.0785837,-0.0790767,0.335609,-1.21728,-0.759622,0.477246,0.0698399,0.700226,-0.138837,0.321303,-0.406993,269,s104729_S_b001,1
Tc(VII),-0.203316,-1.30471,-1.19748,2.48415,0.878639,-3.99972,1.21585,0.226826,2.72018,-3.95638,0.685115,-2.91266,-0.839847,1.09945,1.59783,0.635598,21,s104729_S_b001,1
Th(IV),0.632273,-0.880601,0.749604,-1.72822,-0.228296,-0.544088,0.650498,1.10048,0.305149,-0.386477,-0.572127,0.0807673,-0.855698,-0.575546,0.418421,0.319482,773,s104729_S_b001,1
Tm(III),-0.808748,-0.556107,0.578022,0.341252,-0.0293785,-0.334461,-1.0982,-0.295759,-1.18044,-1.29982,0.488385,-0.36393,0.736313,0.0620618,-0.0989324,-0.198715,201,s104729_S_b001,1
U(IV),1.22201,-1.75011,-0.0950612,-0.272228,-0.771845,-0.196154,0.664198,0.27756,0.818653,0.159601,0.537798,-0.088181,-1.35776,0.832421,0.705675,-0.329821,15,s104729_S_b001,1
U(VI),1.21224,-0.974048,-2.35662,1.09991,-0.545735,-0.719958,0.105817,-0.596489,1.71351,-0.0797036,0.446318,0.578118,-1.06016,2.30681,-0.0155916,-0.421514,824,s104729_S_b001,1
Y(III),-1.55069,-0.0280667,-1.36599,0.623958,-0.333737,-1.52262,3.30724,2.50752,-3.3207,0.150959,-0.0454898,-0.318524,-0.89586,-0.312509,-1.50398,2.52782,28,s104729_S_b001,1
Yb(III),-0.859213,-0.617587,0.862798,0.281985,0.374923,-0.187795,-0.826128,-0.198912,-1.11466,-1.41065,0.164167,-0.372888,1.11283,0.135201,0.155208,-0.0303803,231,s104729_S_b001,1
Zr(IV),-0.907726,-1.27091,0.0729747,0.904391,2.17395,-2.68751,1.11411,0.64222,0.166237,-3.36937,0.681102,-1.39925,1.55988,-1.60385,2.84744,0.390716,13,s104729_S_b001,1
