g19_metal_state,e_m_00,e_m_01,e_m_02,e_m_03,e_m_04,e_m_05,e_m_06,e_m_07,e_m_08,e_m_09,e_m_10,e_m_11,e_m_12,e_m_13,e_m_14,e_m_15,n_training_rows,fold_id,fold_ordinal
Ho(III),-0.439439,-0.601209,0.416119,-0.485135,0.381149,0.0142254,1.15376,-1.03067,0.522725,-0.73339,-0.246087,0.15983,-0.494064,0.429816,-0.0418178,-0.623833,264,s104729_S_b011,11
In(III),3.7153,4.73392,-0.803961,-0.476192,-2.13277,2.56311,1.75787,-1.84485,0.861747,1.12833,-1.2761,-1.72373,0.988831,-2.34414,2.75331,-1.64055,5,s104729_S_b011,11
La(III),0.0951106,-0.426876,-0.625442,-0.193677,-0.88832,-0.826135,0.216922,0.46976,-0.426202,0.140827,-1.37112,-2.22143,0.256127,-1.72002,0.97604,-1.51758,344,s104729_S_b011,11
Lu(III),0.438971,-0.502695,0.283084,-0.130153,0.54004,-0.182347,1.15617,-1.11678,0.590275,-0.455643,-0.538195,0.466607,-0.713395,1.29453,0.4419,-0.106739,247,s104729_S_b011,11
Nd(III),-0.409784,-0.353608,-0.754319,-0.0440664,-0.121847,-0.352036,0.675365,0.210451,-0.856497,-0.0240378,-1.14997,-1.2433,-0.220249,-0.275996,-0.603257,-1.63336,433,s104729_S_b011,11
Np(IV),-0.0637761,0.219112,-0.517414,0.248207,-0.832457,-0.789361,-1.00749,1.06277,0.814874,1.04228,0.237178,0.420213,-0.951992,0.152691,0.804309,-0.518766,216,s104729_S_b011,11
Np(V),-1.591,1.49479,-2.55535,-0.129083,-2.00627,-0.134499,0.157626,1.63238,-0.523955,1.15561,-1.15968,-0.782453,1.27257,0.352875,-0.0124576,0.926914,187,s104729_S_b011,11
Np(VI),-0.141838,-0.55719,-1.66599,-0.723742,-0.745683,-0.877696,-1.02372,0.899962,-0.384263,-0.0378771,0.774277,-0.473912,1.32005,1.12524,-0.118359,1.82829,67,s104729_S_b011,11
Pa(V),-0.957428,0.944315,-0.149848,-1.34386,-2.73689,0.148972,-0.362452,0.594453,-0.215366,0.116048,0.339718,-0.132158,0.255743,0.120649,-0.270722,2.76398,43,s104729_S_b011,11
Pb(II),2.2878,3.34546,1.9679,-0.289848,-2.88267,2.53653,0.512003,-0.846842,0.0471008,-0.226731,-0.577785,-2.1612,1.5285,-3.71303,7.12798,-1.8979,10,s104729_S_b011,11
Pd(II),1.78556,-2.12824,1.19657,0.418063,2.07297,0.271967,-1.80304,1.8219,2.35977,-1.37014,2.80879,-1.31862,1.81691,-4.86048,-2.20436,-1.1337,18,s104729_S_b011,11
Pd(IV),-2.30491,0.811121,1.77219,4.85327,-0.864307,0.743984,-0.331244,1.77261,1.73814,0.654866,-0.802767,0.267551,1.96374,-1.93601,1.59454,0.882443,5,s104729_S_b011,11
Pm(III),0.0368089,-0.46769,1.00846,0.558888,-0.229328,-0.455822,0.942333,-0.561042,-0.264071,-0.058166,-0.2342,-0.189148,0.116492,-0.212721,0.399242,-1.04301,1,s104729_S_b011,11
Pr(III),-0.135618,-0.538885,-0.397381,0.147329,-0.584617,-0.463345,0.468403,0.15977,-0.986948,-0.0255699,-1.15513,-1.47896,-0.113576,-0.829962,-0.0676117,-1.43255,348,s104729_S_b011,11
Pu(III),0.0340618,-0.860696,-1.48779,-0.0406033,0.286344,-0.0434772,0.247208,0.797886,-1.16547,-0.400421,0.179649,0.277178,-0.472545,-0.673672,0.74325,0.647183,118,s104729_S_b011,11
Pu(IV),0.509441,-0.373614,-1.03432,-0.835881,-1.34904,-0.978805,-0.53748,1.59433,1.03114,-0.506103,0.82277,0.857269,-1.27936,0.187673,0.728343,-0.0552483,580,s104729_S_b011,11
Pu(VI),0.369698,-1.14014,-2.20706,-1.72913,-1.2652,-1.04345,-0.439137,1.42115,-0.208715,-1.6219,1.33613,-0.0554911,1.05348,1.09724,-0.151018,2.28249,107,s104729_S_b011,11
Sm(III),0.496593,-0.302164,-0.201091,0.0559263,-0.173637,-0.231796,1.01554,-0.412805,-0.456954,-0.461353,-0.560278,-0.658818,-0.259017,-0.405516,-0.722649,-1.38554,323,s104729_S_b011,11
Sr(II),1.09882,0.622819,2.2108,-1.40993,0.0982832,2.10091,2.33726,1.26095,0.983944,1.88943,-1.91837,-2.92918,-0.362425,-2.35813,0.130606,0.821883,34,s104729_S_b011,11
Sr(III),1.63083,1.85028,2.00456,-2.88318,-0.0906429,1.9583,2.34204,-0.757647,1.9888,2.12312,-1.32591,-2.23333,-0.112589,0.180044,-0.17398,3.22566,38,s104729_S_b011,11
Tb(III),-0.224018,-0.524583,0.371272,-0.348929,-0.0500654,0.139248,1.42676,-1.0301,-0.176947,-0.320877,-0.115527,0.0861545,-0.264528,0.298156,-0.0192289,-0.73184,269,s104729_S_b011,11
Tc(VII),0.358508,-2.78611,1.19723,1.65751,-0.873175,-2.09123,-0.616691,1.28576,1.12689,-1.39705,1.67455,0.252655,1.34345,0.423883,-0.0685948,1.51434,21,s104729_S_b011,11
Th(IV),-0.960351,-0.199256,-0.999496,-0.06715,-0.550359,0.38544,-0.0923915,0.631577,-0.792604,-0.340318,0.83589,0.259801,-1.43145,-1.61652,1.01628,0.210199,773,s104729_S_b011,11
Tm(III),0.0545917,-0.618891,0.346658,-0.201876,0.565092,-0.220213,1.27611,-1.07986,0.509644,-0.525757,-0.417942,0.308277,-0.563953,0.924058,0.0591673,-0.158145,201,s104729_S_b011,11
U(IV),-0.940253,0.723159,-0.654109,0.10057,-1.82716,0.806432,0.0573087,1.38241,-0.723088,0.678486,-0.0882277,-0.190297,0.183318,-1.14015,0.620052,1.08663,15,s104729_S_b011,11
U(VI),0.309678,-0.105041,-0.917009,-1.02053,-2.43892,-0.0524608,-1.9502,1.55342,0.400415,0.371706,0.807612,-0.508307,1.36279,0.796507,-1.17518,2.01441,1036,s104729_S_b011,11
Y(III),0.777562,0.70957,1.63892,-2.65798,0.213788,-1.94952,0.12449,-0.313796,0.700144,0.971359,-1.47739,2.05995,-1.58682,-2.22668,0.171736,-0.867369,28,s104729_S_b011,11
Yb(III),0.763761,-0.623002,0.365523,-0.204477,0.473772,-0.240178,1.45032,-1.17647,0.302498,-0.324964,-0.330198,0.529981,-0.38758,1.21129,0.515932,-0.074111,231,s104729_S_b011,11
Zr(IV),0.739249,-1.89709,-0.880143,-0.831986,0.240895,-0.69164,0.710385,1.38689,1.7361,-1.70286,0.509294,1.45158,-1.01595,-0.369414,0.122507,0.444033,13,s104729_S_b011,11
