g19_metal_state,e_m_00,e_m_01,e_m_02,e_m_03,e_m_04,e_m_05,e_m_06,e_m_07,e_m_08,e_m_09,e_m_10,e_m_11,e_m_12,e_m_13,e_m_14,e_m_15,n_training_rows,fold_id,fold_ordinal
Eu(III),-0.352675,0.313341,-0.544867,0.384148,0.438735,-0.0827997,-0.450726,1.09548,-0.090445,-0.0032484,-0.482558,-0.937977,-0.961299,-0.127355,-0.45652,0.393344,1692,s104729_S_b012,12
Gd(III),-0.30662,0.255576,-0.321678,0.325517,0.2263,-0.388273,-0.566445,0.61434,0.289877,-0.14637,-0.287264,-0.715427,-0.780581,0.580475,0.241644,0.989562,375,s104729_S_b012,12
Hf(IV),-0.374079,0.903764,0.525176,0.314489,-0.4081,-0.897905,-1.18472,-1.77647,-1.62011,2.37522,-0.0873449,-0.49659,0.796383,1.47004,1.40221,0.66019,5,s104729_S_b012,12
Ho(III),-0.174065,1.11581,-0.346962,-0.388564,0.232422,0.208871,-0.769013,-0.577749,0.185745,-0.12446,-0.249388,-0.838135,-0.647735,0.612176,0.325959,0.505212,264,s104729_S_b012,12
In(III),-2.31459,-2.26462,-0.497253,1.30885,3.6635,0.694774,-0.0438013,0.640087,-2.17838,-0.99325,0.608358,2.85747,2.66875,-0.532831,-1.21712,1.94746,5,s104729_S_b012,12
La(III),0.0427778,-1.3541,-0.0565546,0.994092,1.4808,-1.21243,0.8952,1.93833,0.910178,0.769366,-0.0897906,-0.243317,-1.14063,0.545995,0.607146,0.307644,344,s104729_S_b012,12
Lu(III),0.122172,1.63424,-0.197606,-0.324476,-0.0663563,0.384578,-0.65148,-0.739644,0.353111,-0.570636,-0.108438,-0.675432,-0.94315,1.04976,0.581531,0.258944,247,s104729_S_b012,12
Nd(III),0.713574,-0.59419,0.0969214,0.1241,0.486308,-1.66807,0.829466,1.30694,0.447531,-0.267162,-0.377689,-0.55472,-0.967892,0.447654,0.569473,1.22184,433,s104729_S_b012,12
Np(IV),0.292358,-0.321785,0.486877,-0.710915,-0.676476,-0.594069,-0.330357,-0.861651,-0.105888,1.58052,-0.112846,-0.135564,1.00852,-0.325635,0.715512,0.109483,216,s104729_S_b012,12
Np(V),1.94645,-0.921078,1.84249,-0.102346,-0.579566,-0.30802,0.890462,-0.0496947,2.24929,0.57624,0.557125,1.26351,-0.25312,-1.37121,0.654615,0.462031,187,s104729_S_b012,12
Np(VI),1.05262,-0.167412,1.0361,-0.410223,-1.33557,-1.03905,1.51566,-1.14085,0.959604,-0.709996,-0.401768,1.03266,0.957693,-0.627129,-0.406073,1.20321,67,s104729_S_b012,12
Pa(V),0.314389,-0.014025,-0.174176,0.495012,-0.0109271,-0.428358,0.844254,-0.962151,1.76038,0.905461,0.967462,1.98887,1.25027,-0.00758632,-0.705441,-0.420763,43,s104729_S_b012,12
Pb(II),-1.74903,-1.49756,-4.12298,2.2248,5.74797,-3.99942,0.412159,1.54559,0.236001,0.164991,1.56085,2.54642,-0.141077,-2.30553,0.43588,2.11176,10,s104729_S_b012,12
Pd(II),-4.7721,0.890642,0.244505,0.928714,0.832127,-3.14245,-4.81653,0.51818,-3.95025,0.265653,-2.67079,1.61953,6.87006,2.85141,0.0256226,-0.415388,18,s104729_S_b012,12
Pd(IV),-0.86527,-1.76836,-1.56966,3.47452,-1.81364,0.686879,-2.84172,-3.4114,0.74034,0.842833,1.22203,3.01623,4.38987,1.70504,-1.41342,-0.86388,5,s104729_S_b012,12
Pm(III),-0.192025,0.0880585,-0.560096,0.55721,0.283855,-0.215467,-0.325839,0.975463,0.176026,0.167293,-0.372277,-0.78056,-1.182,0.144133,-0.477717,0.266332,1,s104729_S_b012,12
Pr(III),0.228097,-0.782538,0.0700457,0.92434,0.660141,-1.04209,0.422534,1.35889,0.625387,0.406553,-0.154531,-0.68409,-0.865873,0.417268,0.529518,0.994606,348,s104729_S_b012,12
Pu(III),0.964439,0.486976,0.788806,-0.136799,0.71287,-1.42412,-0.0933098,0.466431,0.470144,0.34242,0.674434,-0.442945,1.4892,0.0582817,0.193399,-1.83422,118,s104729_S_b012,12
Pu(IV),-0.18581,0.435006,0.459582,-0.841712,-0.0517426,-1.70895,-0.895294,-0.567088,-0.267736,1.56094,-0.0771076,-0.20174,1.62393,0.3551,0.169715,-1.22011,476,s104729_S_b012,12
Pu(VI),0.644855,0.564636,1.00462,-0.486412,-0.67426,-2.07324,0.94782,-0.773947,0.848808,-0.837652,-0.314115,0.937696,1.46979,0.013999,-0.914144,-0.11535,107,s104729_S_b012,12
Sm(III),-0.068854,-0.0249594,-0.290647,0.551925,0.688125,-0.606275,0.157661,0.607697,-0.0387236,0.0618303,-0.431417,-0.789476,-0.837912,0.505307,0.265074,1.19776,308,s104729_S_b012,12
Sr(II),-1.16675,-1.15075,1.15734,1.84859,3.15918,0.438344,0.353109,0.848041,-1.85053,1.60255,1.98966,0.0295931,-0.928333,-0.832756,0.481883,0.673153,94,s104729_S_b012,12
Sr(III),-1.96127,0.424982,1.47935,1.49931,2.84133,2.46419,0.236557,-1.39814,-1.48512,1.21495,2.00823,1.92158,0.0198074,-0.894131,-0.942507,0.258719,38,s104729_S_b012,12
Tb(III),-0.00463087,0.830546,-0.370649,0.252436,0.0839284,0.179415,-0.405545,0.26,-0.019285,0.502294,-0.576813,-0.863048,-0.913873,0.260511,-0.283146,0.570919,269,s104729_S_b012,12
Tc(VII),-0.659728,0.684593,-1.1969,2.27811,-1.7282,-3.08124,0.135705,-2.30569,0.0233157,-1.27784,-0.413839,0.293828,2.02343,3.28222,0.00862283,-0.595241,21,s104729_S_b012,12
Th(IV),1.3208,0.236761,0.100826,0.863032,0.930741,-0.764816,0.435738,0.0473759,-0.457608,0.0423076,0.347147,-0.935468,1.63175,0.0840546,0.393444,-0.946348,773,s104729_S_b012,12
Tm(III),0.139304,1.47192,-0.211889,-0.307127,-0.0402328,0.353692,-0.528129,-0.630591,0.289718,-0.274997,-0.244615,-0.823399,-0.857346,0.885673,0.310371,0.445129,182,s104729_S_b012,12
U(IV),1.13858,-0.25407,0.824258,0.936363,0.476984,0.143024,0.193752,-0.283234,1.36323,1.40712,0.698019,0.28121,1.28324,-0.611371,0.151963,-0.0273043,15,s104729_S_b012,12
U(VI),-0.380969,-0.476935,1.09431,-0.0156758,-1.14259,-1.0746,1.02997,-1.35754,0.608035,0.927762,-0.368459,1.8836,1.42127,-0.313295,-0.959431,1.39655,1036,s104729_S_b012,12
Y(III),-2.79185,0.217927,-1.09865,1.0456,2.68106,1.42175,0.202916,-0.920053,1.26704,0.89459,-0.594663,-1.08482,0.576724,0.785635,2.19615,0.595195,28,s104729_S_b012,12
Yb(III),0.274091,1.79106,-0.32011,-0.288763,0.184044,0.424092,-0.489112,-0.47719,0.0579187,0.282142,-0.200577,-0.734834,-1.20774,0.620384,-0.152925,-0.0380706,231,s104729_S_b012,12
Zr(IV),0.517165,1.41096,0.550965,1.15997,-0.242306,-1.0539,-0.39876,-2.79296,-1.04055,1.90486,-0.889182,-0.959398,1.70904,2.94812,0.37835,-0.260714,13,s104729_S_b012,12
