g19_metal_state,e_m_00,e_m_01,e_m_02,e_m_03,e_m_04,e_m_05,e_m_06,e_m_07,e_m_08,e_m_09,e_m_10,e_m_11,e_m_12,e_m_13,e_m_14,e_m_15,n_training_rows,fold_id,fold_ordinal
Eu(III),0.208806,-0.178659,-0.265251,-0.540969,0.494721,0.255186,-0.399174,-0.186827,-0.0381316,-0.262341,-0.156611,0.366908,-0.0658029,-0.686703,0.391221,-0.544758,1190,s104729_S_b021,21
Gd(III),0.18149,0.0371199,-0.233438,-0.808963,-0.508932,-0.315259,-0.503528,0.0574808,-0.172307,0.12362,-0.112193,0.233675,0.203752,-0.570314,0.697077,-0.419694,375,s104729_S_b021,21
Hf(IV),-0.519043,0.749484,-0.147162,-2.0981,-1.9957,-0.731329,1.33152,0.385241,0.592792,2.44826,1.29711,-0.527703,-0.476314,1.72192,-1.34619,-0.943128,5,s104729_S_b021,21
Ho(III),0.419727,0.0977616,-0.612202,-1.43164,-0.725062,0.150205,0.101425,-0.180459,0.122536,0.11159,0.350347,0.338341,0.103623,-0.287954,0.387096,0.199098,264,s104729_S_b021,21
In(III),-3.3366,-1.31595,-0.0260177,0.639983,1.45715,1.37094,-1.9571,4.53059,-1.43368,0.169895,1.70362,1.43651,1.29967,1.90961,-2.71094,-1.06694,5,s104729_S_b021,21
La(III),-0.698314,1.0731,-0.565368,0.531131,0.0152867,-1.05861,-1.84843,0.0821807,0.486904,-0.592769,-0.168671,0.167356,0.0883066,0.0169767,0.466844,-1.42518,344,s104729_S_b021,21
Lu(III),0.613518,0.419292,-0.558653,-1.81615,-0.638304,0.529604,-0.154631,-0.217638,0.0259827,0.126676,0.615201,0.445103,0.211289,0.047355,0.109005,0.362805,157,s104729_S_b021,21
Nd(III),-0.144196,0.565318,0.0246407,-0.101008,-0.325194,-0.132709,-1.52811,0.0182246,0.440621,-0.0945204,-0.49726,-0.216624,0.506242,-0.211449,0.28973,-1.04543,433,s104729_S_b021,21
Np(IV),-1.04698,-0.818787,0.201533,0.0552709,-0.731071,-0.177167,0.657459,0.0600173,-0.0199192,0.0253629,-0.0174817,0.081532,-0.0583784,-0.11547,-0.221246,0.684088,216,s104729_S_b021,21
Np(V),-1.30098,1.10267,0.917189,2.00513,-0.250075,-0.825581,0.518066,0.764809,-1.95919,-1.40573,0.920209,-0.577906,1.61137,0.468918,0.406995,0.615106,187,s104729_S_b021,21
Np(VI),-0.723146,2.17382,0.696461,1.21313,-0.693839,0.428578,0.200119,0.219509,-1.37899,-0.211949,-0.144141,-0.230684,-0.436513,0.47045,-0.392504,1.20329,67,s104729_S_b021,21
Pa(V),-1.25667,-0.219751,-0.4223,0.859682,0.962426,-0.307859,0.863953,1.3333,-1.09808,0.27774,-0.64602,-1.64939,0.470017,0.0142775,0.180452,-0.466477,43,s104729_S_b021,21
Pb(II),-2.3047,0.0266901,-1.65891,1.74315,3.0892,0.785033,-0.0827166,1.88823,-1.66618,1.65921,2.46113,2.95369,-0.0876215,1.19049,0.576496,-1.64406,10,s104729_S_b021,21
Pd(II),-1.57952,2.4738,-0.375246,1.87872,-4.16646,2.63771,1.51968,0.291342,0.751751,2.11393,-0.59121,-0.445375,1.74013,-2.08086,-0.791506,-0.302608,18,s104729_S_b021,21
Pd(IV),-3.10123,3.12658,0.836941,1.23101,-1.53791,0.352282,1.84641,0.600448,-3.20732,3.0664,-2.52798,-3.46084,1.14205,-0.319592,-3.43964,-1.32379,5,s104729_S_b021,21
Pm(III),0.112058,0.181381,-0.212196,-0.52306,0.169182,0.0396051,-0.549509,-0.278915,0.00134263,-0.0139236,-0.384634,0.379424,-0.0353398,-0.808153,0.525614,-0.597207,1,s104729_S_b021,21
Pr(III),-0.40971,0.514476,-0.605086,0.104413,0.042352,-0.444443,-1.59033,0.0151203,0.30088,-0.285735,-0.522286,-0.07579,0.0269457,-0.294099,0.35819,-0.982331,348,s104729_S_b021,21
Pu(III),0.227124,1.07541,0.235039,0.265041,0.612033,-1.39558,2.08982,1.04152,0.47082,-0.205343,-0.100077,0.43051,-0.298024,0.140642,0.588797,0.760446,118,s104729_S_b021,21
Pu(IV),-0.161195,-0.864776,-0.168025,-0.456072,0.255212,-1.70513,1.47062,0.160205,0.275433,0.512312,-0.363126,0.507871,-0.443526,0.881735,-0.161852,0.584481,580,s104729_S_b021,21
Pu(VI),0.196589,2.19835,0.350612,0.73631,0.3057,-1.06448,0.942642,0.334663,-1.05811,0.225657,-0.424491,0.194917,-0.769936,1.45568,-0.288178,1.06849,107,s104729_S_b021,21
Sm(III),0.14121,0.165174,-0.311812,-0.586952,-0.156862,0.0520506,-1.09062,0.294418,0.135295,0.21188,-0.332841,0.129544,0.429159,-0.520314,0.197764,-0.498128,323,s104729_S_b021,21
Sr(II),-1.21966,0.61759,-0.917649,1.62552,1.91595,-0.0823271,-1.08555,0.850083,-0.28534,0.25983,1.64678,-0.597563,0.0451717,-0.0960342,0.0895175,0.830696,94,s104729_S_b021,21
Sr(III),-0.91112,0.832316,-2.94366,1.73836,1.76863,0.514661,0.159723,0.0620164,-0.83077,-0.681767,2.31694,-1.05333,-0.390383,0.112145,-1.39428,1.87988,38,s104729_S_b021,21
Tb(III),0.252525,-0.00517889,-0.510312,-1.21352,-0.307181,0.100431,-0.143526,0.191871,-0.250446,0.000439584,0.116965,0.399918,0.273445,-0.501018,0.256329,-0.132931,259,s104729_S_b021,21
Tc(VII),-0.52038,3.68492,0.693084,-0.553068,-2.19323,0.294859,0.861201,0.239745,-1.20886,2.09621,-0.40317,-0.930984,-0.182876,-0.647373,-1.01736,-0.623662,21,s104729_S_b021,21
Th(IV),-0.575499,-0.160671,-0.587489,0.18828,0.095243,-0.827104,0.566347,1.36213,0.977648,0.174838,-0.269119,0.163191,-0.289918,-0.645346,1.19316,0.101859,752,s104729_S_b021,21
Tm(III),0.506692,0.317434,-0.723562,-1.64059,-0.753227,0.332614,0.116067,-0.272732,0.0562458,0.0842718,0.346117,0.471118,0.202224,-0.0967878,0.161275,0.237088,201,s104729_S_b021,21
U(IV),-1.39188,-0.279751,-0.58821,0.410608,0.58385,-0.617217,0.913662,1.18634,-0.296073,0.00284055,0.237873,-0.733149,0.617641,0.27761,0.797524,-1.05344,15,s104729_S_b021,21
U(VI),-1.00125,0.443459,0.344493,0.625244,0.54769,0.168144,0.108661,0.168975,-1.58288,0.3012,-0.601968,-0.791209,-0.440369,1.46915,-0.679043,-0.767761,1036,s104729_S_b021,21
Y(III),-1.69074,1.45072,-0.548689,-0.598397,0.462068,0.782031,-0.0657341,3.87604,1.52493,1.11238,-0.622008,3.26827,-0.827897,-0.190964,-2.80913,-1.89617,28,s104729_S_b021,21
Yb(III),0.614838,0.568507,-0.414177,-1.7145,-0.384766,0.322808,-0.178559,-0.246793,-0.16518,0.127751,0.522109,0.611553,0.162607,-0.139153,0.129961,0.350472,231,s104729_S_b021,21
Zr(IV),-1.18491,0.462318,-1.08577,-2.57202,-2.91172,-0.892585,1.60303,1.51129,1.19546,2.86477,0.545064,-1.14649,-0.233884,0.33421,-0.0449483,-1.2841,13,s104729_S_b021,21
