g19_metal_state,e_m_00,e_m_01,e_m_02,e_m_03,e_m_04,e_m_05,e_m_06,e_m_07,e_m_08,e_m_09,e_m_10,e_m_11,e_m_12,e_m_13,e_m_14,e_m_15,n_training_rows,fold_id,fold_ordinal
Np(IV),0.346519,1.29977,0.689929,0.226275,0.121871,0.105385,-0.0515111,0.983663,-0.0487381,-0.600531,-0.0495117,-0.410643,-0.166371,0.616053,-0.167124,0.14468,216,s104729_S_b015,15
Np(V),0.0457282,0.152791,0.894394,-0.477625,-2.72789,0.513503,0.661928,-0.27913,-1.33254,-0.658385,-0.835552,-1.84952,-0.339354,0.36596,-0.424408,1.25502,187,s104729_S_b015,15
Np(VI),-0.232549,0.316318,-0.0464927,0.978113,-1.87853,0.878762,-0.604457,-0.158154,-0.403642,-0.845273,0.259188,-1.05561,-0.00782034,0.920737,0.371607,0.687939,67,s104729_S_b015,15
Pa(V),1.84472,-0.184345,-0.299654,0.867756,-1.70844,0.0019002,-0.173605,-0.189086,-0.181231,-1.70391,0.176962,-0.679772,1.2731,-0.840465,0.469914,-0.311054,43,s104729_S_b015,15
Pb(II),0.221708,-0.139327,1.02029,-2.80274,4.30801,3.59688,0.872791,-5.2174,0.955101,4.87243,-2.40811,-0.963478,3.02908,-1.60683,-2.39663,-1.36141,10,s104729_S_b015,15
Pd(II),3.971,-1.70426,-2.83599,1.37202,0.681596,2.53102,2.58803,-2.8873,0.16299,5.29792,-4.58775,0.266637,-1.53512,2.88675,4.76165,0.271217,18,s104729_S_b015,15
Pd(IV),2.57371,0.67562,-0.552838,0.397081,-0.625725,3.41815,1.36594,-1.30202,-0.893231,4.64775,-2.44598,-0.968943,-1.12069,-3.16446,2.29843,-1.88361,5,s104729_S_b015,15
Pm(III),0.0146329,-0.765252,0.759995,-0.139311,0.857698,0.107762,-0.256092,-0.0423495,0.20178,0.7053,0.073795,0.107986,-0.253756,-0.575363,0.204619,0.394576,1,s104729_S_b015,15
Pr(III),0.49326,-1.09148,0.763525,-0.935366,0.835736,-0.459375,-0.37761,-0.4672,-0.999651,0.271552,-0.391506,-0.692173,0.154872,0.208922,0.196889,0.220844,348,s104729_S_b015,15
Pu(III),-0.0145,0.787093,-0.558925,0.822769,-0.0250435,-0.626218,1.1031,0.123162,-1.41849,-0.273813,-0.890797,0.344152,-0.617539,-0.589967,-0.867424,1.63788,118,s104729_S_b015,15
Pu(IV),-0.017106,1.3598,-0.0826815,0.948798,0.556452,-0.522599,0.234502,1.3992,-0.751776,-0.716086,-1.24647,0.028601,0.0190023,-0.280357,-0.235833,-0.00219761,580,s104729_S_b015,15
Pu(VI),-0.580227,0.367806,-0.765297,1.67425,-1.47372,0.221825,-0.276019,0.199411,-1.10006,-0.847411,-0.943341,-0.640117,0.17517,0.0104194,0.31343,0.598781,91,s104729_S_b015,15
Sm(III),0.393605,-1.48252,0.236326,-0.599843,0.781064,0.0862645,-0.508107,0.0646154,-0.128858,0.335775,0.0347583,0.0247628,-0.238467,0.0645405,-0.226755,0.0745456,323,s104729_S_b015,15
Sr(II),1.01524,1.37639,-0.066082,-1.62879,2.32466,2.07163,1.99723,-2.69177,0.765874,0.575338,-1.20614,-0.943211,0.891473,-1.29088,0.550235,-0.685446,94,s104729_S_b015,15
Sr(III),0.0560615,1.14389,-1.34047,-0.880808,0.605042,1.33938,3.00159,-2.24599,0.905857,-0.985387,-1.4492,-0.194032,2.87449,-1.87442,1.19618,-2.29927,38,s104729_S_b015,15
Tb(III),-0.31092,-1.03615,0.0955993,-0.188024,0.799534,-0.0949086,-0.316409,0.386993,0.519962,0.365034,-0.0265369,0.650648,0.191871,-0.156978,-0.172089,0.526773,269,s104729_S_b015,15
Tc(VII),0.908607,-2.01012,-1.86625,2.75111,-1.13616,2.82144,-1.58147,-0.231524,-2.1152,2.66174,-0.146075,-0.318048,-2.03137,-0.964136,3.93646,-0.535668,21,s104729_S_b015,15
Th(IV),1.79403,0.722804,0.172462,0.454242,0.693143,-1.38903,0.0822375,0.615916,-0.316341,-0.386808,0.64845,-0.378481,-0.204099,-0.674077,-0.702021,0.744806,762,s104729_S_b015,15
Tm(III),-0.487254,-0.948751,-0.442318,-0.0337188,0.581873,-0.603886,-0.232019,1.00929,0.937647,1.01391,-0.0136732,0.969525,0.545775,0.278375,0.280797,0.133401,201,s104729_S_b015,15
U(IV),1.63287,0.371647,0.620722,0.0680258,-0.664366,-0.438569,0.605438,0.0967857,-0.433223,-0.658004,-0.698716,-0.759727,0.385741,-1.12665,-0.299014,0.180204,15,s104729_S_b015,15
U(VI),0.367385,-0.444635,0.228926,0.564978,-1.67173,1.24818,-0.549176,-0.406838,-0.277336,-2.09797,-0.109789,-1.18578,0.480395,-0.0796416,0.550109,-0.749339,1036,s104729_S_b015,15
Y(III),0.554983,-0.0552091,-1.10443,-0.488878,0.944844,-0.159931,-1.60794,-0.80753,2.36263,-0.399975,-1.54476,1.48391,0.102107,-2.22558,2.16844,1.59296,28,s104729_S_b015,15
Yb(III),-0.402971,-1.12513,-0.375907,0.176057,0.824106,-0.581359,0.0357704,1.15111,1.26402,0.908668,-0.0276834,0.996702,0.603318,0.0181596,0.605825,-0.084885,231,s104729_S_b015,15
Zr(IV),1.7065,-0.285914,-3.59617,2.50485,0.913112,0.362853,0.459624,3.96903,-1.12607,1.04011,-1.09385,1.43289,-0.974713,-1.10965,0.767986,-2.29465,13,s104729_S_b015,15
