extractant,target,cell_mean_of_donor_means,cell_pairpooled,n_donors,n_pairs
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,ad16fef01adc5432,0.39669444012544447,0.47728289624901776,14.0,75.0
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,b4fd2a49bcbf3d25,0.47979335802657713,0.4325613688120303,6.0,92.0
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,d107e225e8d2b292,0.9526022229302881,0.634472553947844,14.0,75.0
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,e0636d7b6780bb2a,0.24425453094034177,0.1605002190591244,13.0,21.0
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,e9d3da7afd6b290d,0.26773348301987954,0.28316029234254814,14.0,36.0
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,180c0a7827d406e0,0.15023431408832702,0.15023431408832702,4.0,60.0
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,372778033811af53,0.4025578152423287,0.3357547471787822,5.0,113.0
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,71f1d37fa44d6ef0,0.3455267458793648,0.26827100945208443,5.0,61.0
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,77428ad94822a7d6,0.16710554867612,0.16710554867612,4.0,60.0
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,80b108c560581bbc,0.26622880144657135,0.2662288014465713,4.0,112.0
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,818f1d78902d2a6d,0.11814641920404549,0.1181464192040455,4.0,60.0
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,a1d1bb9061317e70,0.26003258863421197,0.2600325886342119,4.0,112.0
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,b3438d0b792d8a58,0.1191329587096445,0.1191329587096445,4.0,60.0
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,bd699b6a4b2c634b,0.237596138398137,0.237596138398137,4.0,112.0
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,d5e6b9dc02e2364e,0.20262937531355468,0.20262937531355465,4.0,112.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,1d24c65c4467674c,0.0854037973178699,0.08540379731786991,4.0,112.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,24e25ef33361b113,0.08658188491222629,0.08658188491222629,4.0,112.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,26c34ebae098cb88,0.14115590259333566,0.14115590259333563,4.0,112.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,867065d232568bc2,0.11817898049518638,0.11817898049518638,4.0,112.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,bd3fc29ffabf7ddb,0.10482464691412602,0.10482464691412603,4.0,112.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,0b799dd83f93411e,0.09720677115552187,0.09720677115552187,19.0,285.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,124db139bedffacf,0.09251019914800063,0.09251019914800061,19.0,285.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,3983850cd373720d,0.09343395386140203,0.09343395386140202,19.0,285.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,4759cae892250232,0.10026324562382577,0.10026324562382576,19.0,285.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,4998005b3d3757a8,0.09720627474873583,0.09720627474873582,19.0,285.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,4c5b14e536cc1334,0.11758282407235293,0.11758282407235295,19.0,285.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,526c53b206ce2492,0.13671059182432,0.13671059182432,19.0,285.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,5b0255daf759f446,0.12470726894948789,0.12470726894948791,19.0,285.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,61603b00599eb0d5,0.11732442363872794,0.11732442363872794,19.0,285.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,63d11bbb7d28eb4c,0.11692302390353596,0.11692302390353596,19.0,285.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,73b19eb785eed129,0.09711197278688782,0.09711197278688781,19.0,285.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,80c76967ecfe2dc2,0.10554866982701319,0.10554866982701319,19.0,285.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,830861fddf3571ee,0.09901109640108202,0.09901109640108201,19.0,285.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,a00500e26347bc0e,0.1723129690509802,0.1723129690509802,19.0,285.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,c03f1b0e1f75ae1a,0.14537867995263323,0.14537867995263323,19.0,285.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,cb4273c993344634,0.09272573054731816,0.09272573054731816,19.0,285.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,d2ff63c7d43f2890,0.30036155803718073,0.30036155803718073,19.0,285.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,d4c1e23a091d0960,0.3271444421887977,0.3271444421887977,19.0,285.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,e4ee526bda3920c2,0.2033426374954911,0.20334263749549109,19.0,285.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,e4ff4ed289f6bac3,0.12072713618069916,0.12072713618069919,19.0,285.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,05a73c87538dea60,0.11268384713983132,0.11268384713983132,13.0,13.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,121733ad19650ea3,0.12398318549697959,0.12398318549697959,13.0,13.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,259e68bb986bb484,0.17369814876137435,0.17369814876137435,13.0,13.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,3036e4501bafe469,0.16462983967810382,0.16462983967810382,13.0,13.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,441f7ec26db26341,0.13364526993876003,0.13364526993876003,13.0,13.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,7116690484a80f02,0.1381159856389561,0.1381159856389561,13.0,13.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,7a1bd3c43d402b71,0.13552273367882817,0.13552273367882817,13.0,13.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,7eb305c480cbd81c,0.11891641048804652,0.11891641048804652,13.0,13.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,86b7dbca3f1859b3,0.11365675264391185,0.11365675264391185,13.0,13.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,933a525b1e59cce1,0.15783883729445905,0.15783883729445905,13.0,13.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,aecd3ccb7d054807,0.1226773474317794,0.1226773474317794,13.0,13.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,d03955e5b6e2a037,0.11268384713983132,0.11268384713983132,13.0,13.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,f05bea29ca56cbf9,0.25192013879635605,0.25192013879635605,13.0,13.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,f12454cc3399cc0a,0.2800641284713409,0.2800641284713409,13.0,13.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,03d73939b53041d6,0.1274762769742912,0.14269323729804034,33.0,83.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,05c3538c00451781,0.3467437159914191,0.3467437159914191,15.0,15.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,070747aae4dc989c,0.5667057258533957,0.5773224491475608,52.0,255.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,070f43b8e6fa53cc,0.08978927875404555,0.08978927875404555,21.0,21.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0711104e8af2bd43,0.11514094965500385,0.11514094965500385,11.0,11.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0973c72a8ec4d510,0.16714777188222257,0.16714777188222257,28.0,28.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,099cafc95a99e1db,0.5484775494836331,0.5484775494836331,16.0,16.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0abbcf420e23e3c7,0.27255139672771095,0.2885263331343827,73.0,1191.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0cf584c973b138fa,0.2813704217078732,0.19027642252864002,22.0,40.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0e0915921cb03b61,0.08938393873548123,0.08938393873548123,12.0,12.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0f586242f57f20f6,0.386332864554815,0.3652968535545694,27.0,57.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,1052c7804a84fd4c,0.3236371281005084,0.24600204451989285,31.0,57.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,10ca3ef9ac6e7fb0,0.341763293022061,0.23636982925112143,26.0,70.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,1651b0a3bd1a4142,0.3597064764598248,0.28670402139032214,29.0,55.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,2a41f3ebef788345,0.18196585047894068,0.18196585047894068,15.0,15.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,2a8b4d6487a26c27,0.3651044378654847,0.2920528222230708,29.0,55.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,2ac1b0d9b7b83726,0.25287796327969864,0.25287796327969864,14.0,14.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,2b9cc1a4fc46c0df,0.11848820605506874,0.10611711629657805,19.0,39.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,2e7197a7efd242c9,0.2958181322816841,0.3170987596329347,34.0,114.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,30c8114cc055d4b0,0.669375805689775,0.46991159488570944,30.0,99.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,37d3f22ee01322f7,0.442097730385168,0.442097730385168,14.0,14.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,3d131164e9134388,0.8887504878269216,0.8887504878269216,25.0,25.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,4315ec27cd357b25,0.1739981068891591,0.1739981068891591,28.0,28.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,44012938119033a5,0.31932461721933236,0.3147118992898833,73.0,1191.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,4481c5627928131d,0.20523716475571827,0.20523716475571827,16.0,16.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,459b90da32d12340,0.44125713318515986,0.3998511564564795,54.0,585.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,472fc6d9059f3c8e,0.11150166911429717,0.10842951721677341,28.0,46.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,4abc313a070a9a28,0.5996665808068886,0.7772045711875237,57.0,428.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,4ae2a0e0a04e22fc,0.33850362742140483,0.28711748405435994,34.0,181.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,4cb2ffb4332ca124,0.35128621374441393,0.29058388909885663,60.0,784.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,4e816bdc993aa716,0.3707752073131284,0.38255027691746757,40.0,178.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,5169c377777d282b,0.3222468828187917,0.31550869401387066,73.0,1191.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,5add2b02243710d8,0.18879885503220087,0.18879885503220087,22.0,22.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,61f97ff8feb9afab,0.29232654745748493,0.3073981866236299,48.0,466.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,652810ec40425074,0.3127250934325698,0.3057825630110974,73.0,1191.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,658588ea845cbbcd,0.11591550832474037,0.11147600166455308,16.0,30.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,6b4bf3c0659fff4c,0.4685076323597833,0.6367511166833988,70.0,1022.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,74533b00ce755709,0.3826281758594864,0.4194706679695429,52.0,255.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,76711e79e2ec01ef,0.2829039287148153,0.2793485351848363,64.0,774.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,7a8033cd695a09db,0.43841747870919734,0.4704867918221663,33.0,67.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,7aec532eedbe347b,0.1250572495165606,0.1250572495165606,16.0,16.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,8226bcd57b08d4d8,0.3819651178060198,0.30923994248806824,57.0,663.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,82698a4f2e790a6d,0.08738318571964265,0.08738318571964265,21.0,21.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,85fadbeefe51dede,0.37435250605162473,0.406279856909066,40.0,178.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,86753032d9fa008d,0.4359799116782293,0.2894022216095462,32.0,98.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,9171eebe4dc639c6,0.3649185559165417,0.4154997006504421,40.0,178.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,929b2959e4085af9,0.3757109871975855,0.2810497940064948,48.0,266.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,953982f25eb9e94b,0.7690960677187428,1.0172886974721933,63.0,452.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,9c591c4879c888e6,1.382430050730672,1.382430050730672,25.0,25.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,9dc40db146f97226,0.6447731356940852,0.4771722637996595,30.0,99.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,9f969f90406c97a4,0.29431165696391093,0.3122991783279607,73.0,1191.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,af971a0b699f29ae,0.2749586923155533,0.28911950222574295,73.0,1191.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,b05b2b6bc2a58cde,0.18879885503220087,0.18879885503220087,22.0,22.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,b7bc69fc789d9b76,0.3605203545808502,0.3029716566761104,48.0,297.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,b88c40d83066f30e,0.2870465923725319,0.2870465923725319,17.0,17.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,baac03fd9286c92d,0.6698809358212284,0.6686237925179378,52.0,255.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,babf32ba697c93fe,0.40258181925187647,0.40258181925187647,14.0,14.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,c10ed3995524f655,0.16765521486591575,0.16765521486591575,28.0,28.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,c76f680dd1db3efb,0.11374703520836726,0.11374703520836726,16.0,16.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,ca38ba3a8898a577,0.331392870308176,0.3669448857753927,34.0,114.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,cfb0cf901791360b,0.08851412936061746,0.08851412936061746,21.0,21.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,d4654555019558c8,0.5620238881921531,0.7352212882549223,55.0,265.0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,e29c1cf41e785a94,0.43690913854992447,0.45891075479167903,35.0,143.0
