g19_metal_state,e_m_00,e_m_01,e_m_02,e_m_03,e_m_04,e_m_05,e_m_06,e_m_07,e_m_08,e_m_09,e_m_10,e_m_11,e_m_12,e_m_13,e_m_14,e_m_15,n_training_rows,fold_id,fold_ordinal
Pa(V),-2.51997,-2.15827,1.40889,-1.40127,-0.61786,-0.176041,1.06302,-2.28558,0.414176,-2.30298,-2.21405,-1.08487,-1.37192,1.78504,1.37012,0.960099,43,s104729_S_b013,13
Pb(II),-2.25046,3.81483,4.18964,5.58178,-1.04949,-0.126048,-2.15055,-0.0497051,-3.23037,1.49051,0.46626,-0.965223,3.99341,0.793699,-1.30004,-0.787882,10,s104729_S_b013,13
Pd(II),1.11624,5.23777,4.41388,-4.18846,-1.13315,5.49841,1.5267,-1.9479,0.660991,-1.35699,-0.84682,4.27838,-4.58819,1.97303,-2.43007,-0.564543,18,s104729_S_b013,13
Pd(IV),-0.0151495,-0.366334,0.439226,0.153725,-0.703621,0.996808,1.79734,-1.06507,-3.07705,-1.02659,0.572491,-1.34181,-3.44105,1.04863,-0.396724,-0.793041,5,s104729_S_b013,13
Pm(III),1.69385,-0.493464,-0.210534,0.908415,0.587004,-0.267238,-0.645958,-0.265398,-0.347524,0.654321,0.744808,-0.752003,0.413869,-0.191885,-0.284792,-0.887616,1,s104729_S_b013,13
Pr(III),2.05357,0.684582,0.409191,1.67436,-0.628308,-0.428348,0.169456,0.0900359,-0.215291,-0.380268,-0.156942,-1.44983,0.276166,1.07535,-0.408723,-1.00628,348,s104729_S_b013,13
Pu(III),-0.210002,0.603673,0.501731,-0.508897,-0.373882,-0.408099,0.801515,0.809526,1.17616,-0.716396,-1.77756,0.577406,0.560287,-0.191487,0.20413,-1.49745,118,s104729_S_b013,13
Pu(IV),-0.783823,-0.872314,0.00218204,-1.04616,0.0804978,0.133955,1.35192,-1.92292,1.13444,0.0737868,-2.07341,0.521915,1.37513,-0.386375,1.27953,-0.294344,527,s104729_S_b013,13
Pu(VI),-2.20925,-1.05539,1.93436,-2.51686,-0.226345,1.23356,-0.226858,-0.702895,-1.11746,-1.56818,-1.9859,-0.36961,0.827413,1.5963,0.955791,-1.45773,107,s104729_S_b013,13
Sm(III),1.45807,0.23495,-0.159115,0.823845,0.109841,0.205258,-0.305083,0.145465,-0.341808,-0.104183,0.51356,-0.683887,0.42802,0.557514,-0.257,-0.399656,323,s104729_S_b013,13
Sr(II),-0.670207,3.34406,0.710288,0.210616,-2.40089,0.706819,-1.10663,-2.75132,0.674218,-0.290205,-0.79647,-3.07969,-0.440916,-0.410815,-1.79084,-0.489106,94,s104729_S_b013,13
Sr(III),-3.92951,2.40002,1.41805,-0.982054,-1.82938,0.356614,-1.4367,-3.60663,-0.806824,-0.779731,-0.158183,-1.90305,-3.06444,-0.994581,-0.919607,0.295946,38,s104729_S_b013,13
Tb(III),0.422698,-0.575092,-0.572002,0.407203,0.915026,-0.0225657,-0.683616,-0.495659,-0.598035,0.119972,0.35028,-0.121899,0.343037,-0.332822,-0.185047,-0.2774,269,s104729_S_b013,13
Tc(VII),-0.101112,-3.82675,-0.922686,-0.972684,-0.117405,3.98159,-1.07698,-3.12633,-2.56071,-3.24858,-0.524922,-1.65374,-2.93831,2.82668,3.0836,-2.69251,21,s104729_S_b013,13
Th(IV),0.773373,0.0787825,0.539879,-0.352896,-0.482153,-0.722816,-0.0834446,-0.302639,1.09933,0.0229822,-1.22601,-0.611758,0.091304,-0.409412,0.239409,0.634038,773,s104729_S_b013,13
Tm(III),0.119251,-0.580152,-0.949065,-0.153513,1.1407,0.437531,-0.701626,-0.517549,-0.556963,-0.163507,1.1137,0.54887,0.306186,-0.480976,-0.186303,-1.08232,201,s104729_S_b013,13
U(IV),-0.823587,-1.03058,1.13469,-1.24391,-0.69711,-0.521851,0.863263,-1.22005,-0.0980008,-0.934564,-1.70141,-1.2235,-0.217313,1.2622,-0.0193478,0.00720578,15,s104729_S_b013,13
U(VI),-3.60685,-2.60848,2.74006,-2.99656,-0.690736,1.34806,1.25647,-2.78127,-1.82232,-2.09089,-1.88722,-0.965917,0.351486,2.91192,1.22568,-0.802131,770,s104729_S_b013,13
Y(III),-0.0994701,1.11984,1.51477,-0.0658193,-1.75747,1.39799,-0.747996,-1.19603,-0.231882,3.14859,-0.719389,0.889883,1.35053,-1.49933,-0.821255,-0.791354,28,s104729_S_b013,13
Yb(III),-0.0627697,-0.911988,-0.850541,-0.0209025,1.50899,0.197351,-1.14516,-0.279702,-0.830234,0.0309165,0.873059,0.569304,0.116187,-0.629754,-0.0939734,-1.14411,231,s104729_S_b013,13
Zr(IV),0.522944,-2.17878,-2.7307,0.312024,1.11325,1.98312,-0.801419,1.24008,-0.887681,-1.30971,-1.28668,-0.441833,-1.9765,-0.272284,2.6247,-2.18666,13,s104729_S_b013,13
