g19_metal_state,e_m_00,e_m_01,e_m_02,e_m_03,e_m_04,e_m_05,e_m_06,e_m_07,e_m_08,e_m_09,e_m_10,e_m_11,e_m_12,e_m_13,e_m_14,e_m_15,n_training_rows,fold_id,fold_ordinal
La(III),-0.564524,-0.257303,0.269242,-2.66104,-0.295932,2.08961,-2.30314,1.40998,1.21202,0.201776,0.238826,0.695807,0.292426,1.53131,-2.56508,0.986355,344,s104729_S_b022,22
Lu(III),0.873434,-0.565888,-0.0389836,1.47331,0.346977,-0.703479,0.833054,-1.72297,-0.486066,0.632074,-0.748495,-0.781112,0.704418,1.28579,-0.676487,-0.786354,247,s104729_S_b022,22
Nd(III),0.321923,-0.411581,0.706267,-1.55707,-0.444677,1.30788,-1.0812,0.717128,0.348623,-0.821809,0.117064,-0.0407202,0.139291,1.02436,-1.17961,1.84212,433,s104729_S_b022,22
Np(IV),-1.06906,0.0618216,-0.222067,1.08567,0.690789,-0.222761,0.225901,1.92221,-0.728488,0.871551,-0.555645,0.432395,-1.01324,-2.13044,0.367893,0.5343,216,s104729_S_b022,22
Np(V),-2.36909,2.94356,-1.58599,-0.0735435,-0.786986,-0.543287,0.0473563,0.75519,0.710935,-0.447167,1.49252,1.67556,-3.22234,-2.6916,-1.41213,1.62054,187,s104729_S_b022,22
Np(VI),-1.72073,1.99905,0.335818,0.32002,0.933478,-1.79894,1.15363,-0.41615,-0.551412,1.32567,0.89212,-0.412813,-2.17032,-4.13056,-1.24931,2.94302,67,s104729_S_b022,22
Pa(V),-3.11721,0.783539,1.11454,1.22839,-1.99988,-3.27306,0.389318,-1.83398,-0.447808,0.756916,0.654636,1.1627,-1.05823,-3.84441,-0.316973,1.6594,43,s104729_S_b022,22
Pb(II),3.62093,-0.933845,-0.00986617,-0.202622,-0.505284,-2.02496,-3.7337,0.586915,0.904197,4.49855,4.08205,1.57601,-4.68785,-1.30065,-6.87503,-4.01036,10,s104729_S_b022,22
Pd(II),-1.94369,0.26665,-0.928105,4.13282,0.02885,-0.00142455,-0.579924,-2.44666,1.18134,5.43757,-3.44972,7.48972,-1.33522,2.75657,-3.07507,0.0525318,18,s104729_S_b022,22
Pd(IV),-1.86509,2.68463,-3.15537,2.26313,-1.02222,-6.90891,-1.56309,-2.13247,-1.32726,7.19062,0.0286777,3.19803,1.50631,-2.39561,-2.34086,-1.14567,5,s104729_S_b022,22
Pm(III),1.38946,-1.0436,-0.201788,-0.825945,-0.276246,-0.111195,-1.1586,-0.233838,-0.288569,0.301648,0.00977743,-0.573007,0.579909,0.337999,-0.443241,-0.509064,1,s104729_S_b022,22
Pr(III),-0.0251532,-0.175307,0.572292,-2.38699,-0.187612,1.45824,-1.53322,0.640924,0.616666,-0.642818,-0.152453,0.296089,0.350571,0.848675,-1.25449,1.06033,348,s104729_S_b022,22
Pu(III),-0.36446,0.325199,-2.66761,-1.25804,0.47362,-0.49323,1.5681,0.0992801,-0.0539167,1.8904,0.436679,1.72081,-0.827339,-0.115309,-0.0242264,0.969942,118,s104729_S_b022,22
Pu(IV),-1.57663,-1.05327,-0.825942,0.504097,1.41529,-0.939497,1.06703,0.24911,-0.535515,1.73347,-1.14244,0.960739,-0.413579,-2.14006,-0.0334432,1.02256,567,s104729_S_b022,22
Pu(VI),-2.12933,0.997203,-0.361497,-0.37931,1.55825,-2.4274,2.00627,-2.18177,-0.281233,2.24787,0.326383,0.167893,-1.5858,-4.07081,-1.70129,3.4904,107,s104729_S_b022,22
Sm(III),0.577237,-0.67605,0.489258,-0.36934,-0.393878,0.838349,-0.533658,0.394176,0.0173708,-1.00701,-0.0837506,-0.65622,0.194904,0.458412,-0.68437,0.566677,301,s104729_S_b022,22
Sr(II),-1.23961,1.04659,-0.892455,-1.85416,-3.615,1.32231,-1.51854,1.16252,1.14329,2.37315,0.00417017,0.193241,-2.25059,-0.441043,-1.26368,-1.44427,94,s104729_S_b022,22
Sr(III),-3.36568,0.221568,-0.472619,0.627003,-4.93062,-1.05897,0.146287,-0.233981,1.50702,1.57522,-0.104095,-0.576954,-3.13585,-2.17314,-1.31494,-1.95337,38,s104729_S_b022,22
Tb(III),1.0766,-0.659954,0.241899,0.389322,-0.597803,0.241665,-0.205606,-0.706572,-0.24878,-0.537417,-0.605484,-0.852064,0.168014,0.137765,-0.183682,-0.0287185,269,s104729_S_b022,22
Tc(VII),-0.378091,2.20168,-1.75797,2.03725,0.622714,-3.67348,0.561834,-3.36591,-5.38081,3.71167,-0.150986,0.592745,2.51071,-3.26473,-3.49374,2.15484,21,s104729_S_b022,22
Th(IV),-0.105625,-0.0770694,-0.655714,-1.20394,-0.627434,0.631162,1.06836,0.689609,-0.499136,0.530717,-0.0188759,2.072,-0.250956,-0.655711,0.777687,0.704472,773,s104729_S_b022,22
Tm(III),0.872284,-0.325063,0.18631,1.04062,0.141704,-0.417369,0.633078,-1.47196,-0.413212,0.358234,-0.746532,-1.07858,0.715794,0.732154,-0.483876,-0.543405,201,s104729_S_b022,22
U(IV),-1.59911,1.0568,0.0860797,-0.749235,-1.09788,-1.05745,-0.198614,0.961483,0.126513,1.73994,0.266284,1.55884,-1.02653,-2.4312,-0.837035,1.61447,15,s104729_S_b022,22
U(VI),-3.52855,0.88614,2.4728,1.34876,1.14978,-3.09395,-0.594322,0.123011,-0.051106,2.81993,-0.0411873,-0.889154,-1.57817,-5.52241,-1.32983,2.60694,1036,s104729_S_b022,22
Y(III),0.280458,1.73186,1.9374,-0.952808,-1.46247,-2.0412,0.698868,0.229819,-0.878219,0.62289,-1.38275,1.12428,0.938675,-1.7096,-1.2514,-3.59945,28,s104729_S_b022,22
Yb(III),1.35304,-0.875209,-0.495636,1.31912,0.257545,-0.30979,0.390534,-1.70893,-0.62922,0.291652,-0.584917,-0.957634,0.425736,0.374606,-0.68994,-0.969236,231,s104729_S_b022,22
Zr(IV),-0.882818,-0.169621,-0.0906739,1.20277,0.373013,-0.98712,1.71274,-0.941497,-3.51991,1.00005,-2.56942,2.58926,2.81587,-1.30052,-2.25959,1.17093,13,s104729_S_b022,22
