g19_metal_state,e_m_00,e_m_01,e_m_02,e_m_03,e_m_04,e_m_05,e_m_06,e_m_07,e_m_08,e_m_09,e_m_10,e_m_11,e_m_12,e_m_13,e_m_14,e_m_15,n_training_rows,fold_id,fold_ordinal
Hf(IV),-1.35,-1.30559,-1.82991,1.17137,1.20994,-1.11873,0.789794,3.02213,0.0152154,-0.524425,-1.05225,1.79889,3.26209,-0.946815,5.10003,-0.367509,5,s104729_S_b015,15
Ho(III),-0.0600536,-0.0902899,-0.822305,-0.1613,1.45327,-0.530203,-0.100506,0.182516,0.271348,0.155605,0.404812,1.03104,1.23531,0.295367,0.0777389,-0.351953,264,s104729_S_b015,15
In(III),0.91016,2.50298,-0.403176,-0.433348,-0.836781,2.62571,-0.65374,-0.0703897,1.73523,2.36376,-3.46115,-4.8196,1.73104,-1.98177,1.92748,-0.988283,5,s104729_S_b015,15
La(III),1.34806,-2.51553,0.899317,-2.00147,1.12219,1.53342,0.635337,-1.54749,-1.84078,1.39664,-0.734928,-1.05544,-0.305303,-0.0601379,0.538536,1.59653,244,s104729_S_b015,15
Lu(III),0.180954,-0.0865061,-1.65422,0.128518,1.75386,-0.875592,0.287326,0.400965,0.227894,0.190621,1.02575,1.59685,0.523932,0.0726404,0.558204,-0.204313,247,s104729_S_b015,15
Nd(III),0.187539,-1.94089,0.651603,-1.30258,1.08165,0.236312,0.335965,-0.984464,-1.47227,1.02503,-0.649211,-0.58336,-0.079393,1.12907,0.221242,0.11444,433,s104729_S_b015,15
Np(IV),0.352103,0.303139,0.428602,1.02231,-1.44963,0.548646,-0.606856,0.728549,-0.0857379,-1.59351,-1.56976,-0.252799,0.163012,0.640556,0.273403,0.0301923,216,s104729_S_b015,15
Np(V),1.45852,1.1746,1.10132,0.211717,-3.79871,1.16821,0.534248,0.366804,-1.80916,0.812496,-2.28793,-2.4602,-0.195885,0.132644,0.743527,2.05975,187,s104729_S_b015,15
Np(VI),0.86732,1.45429,0.403424,1.41873,-3.53815,1.8801,-1.12765,1.5568,-1.35369,-0.33048,-0.680417,-1.95273,-2.35689,0.913844,2.95309,0.270323,67,s104729_S_b015,15
Pa(V),3.34393,1.55091,-0.36694,1.41982,-2.14676,1.11519,-0.963185,-0.0683316,-1.2693,-0.611871,-1.79257,-1.06161,0.413235,-1.80349,2.42393,0.280805,43,s104729_S_b015,15
Pb(II),-1.23611,-1.57047,2.35308,-3.8149,1.21731,4.686,0.928272,-3.07241,3.01241,2.66139,-1.02402,-3.43917,2.06168,-2.53891,1.13563,2.65552,10,s104729_S_b015,15
Pd(II),2.16237,-3.66433,-0.347818,1.45452,0.628253,-0.177014,2.97673,0.599819,4.50515,3.40297,-5.99791,2.56788,-0.329815,0.628995,4.48381,4.87614,18,s104729_S_b015,15
Pd(IV),2.42456,1.52349,0.983186,1.63778,-1.58587,1.97894,0.4362,1.84002,1.19657,2.46872,-2.62507,0.196012,1.08396,-2.15133,5.25569,2.72834,5,s104729_S_b015,15
Pm(III),0.0973955,-0.920867,0.99516,-0.510354,1.84607,-0.185783,0.101654,-0.276527,0.165604,1.08773,0.225122,0.514794,-0.067532,0.105664,-0.410085,-0.635124,1,s104729_S_b015,15
Pr(III),0.18016,-2.01722,1.22504,-1.61198,1.17032,0.836158,0.250346,-1.02931,-1.29852,1.20282,-0.115759,-0.861921,-0.659563,0.27205,0.137961,0.49342,348,s104729_S_b015,15
Pu(III),-0.511941,-0.7267,-0.295337,0.720222,-1.25154,1.0956,0.580143,0.883132,-1.00165,-0.227005,-1.23877,0.137176,-2.46757,-1.17516,-1.34526,2.40771,118,s104729_S_b015,15
Pu(IV),-1.20456,-0.209297,-0.270633,1.41716,-1.25373,1.35758,-0.807383,1.38052,-0.795982,-1.69044,-1.46698,0.0347123,-0.528713,-0.817475,0.4235,0.534198,580,s104729_S_b015,15
Pu(VI),-0.657863,0.937146,-0.248136,1.77818,-3.35183,2.68549,-1.28069,2.15732,-2.05478,-0.34931,-0.580269,-1.7081,-3.07552,-0.555338,3.02792,0.823472,91,s104729_S_b015,15
Sm(III),-0.229532,-1.37137,0.443136,-1.08497,1.2589,-0.222672,-0.0519591,-0.732767,-0.323778,0.72279,0.228624,-0.264045,0.26957,0.564278,0.211157,-0.490658,323,s104729_S_b015,15
Sr(II),-0.248785,0.0744226,2.10819,-1.67721,1.05835,1.69319,2.12093,-1.3749,0.320284,1.05642,-1.7262,-1.89099,1.81091,-3.9267,2.13509,1.23859,94,s104729_S_b015,15
Sr(III),0.261021,2.56142,-1.69465,-0.902881,-0.640943,0.556612,2.3885,-1.06612,0.00111307,0.618041,-1.46354,-1.28261,3.34295,-4.12263,4.0382,-0.222605,38,s104729_S_b015,15
Tb(III),-0.0827055,-0.130147,0.0268796,-0.113827,1.56686,-0.338475,0.0508748,0.0851808,0.193197,0.697399,-0.103775,0.774485,0.921123,0.486228,0.146041,-0.572279,269,s104729_S_b015,15
Tc(VII),2.57088,-1.38622,-1.13696,3.03045,-1.34307,0.53594,-1.14186,2.27962,-0.859331,0.898292,-0.857899,-0.28889,2.20824,0.308169,12.1947,1.35716,21,s104729_S_b015,15
Th(IV),1.25266,-1.57556,-0.0128186,0.387757,-1.12407,-0.305787,-0.944127,0.295229,0.171569,-0.879571,-2.17676,-0.533121,-0.685381,-0.9164,-1.29953,-0.499877,762,s104729_S_b015,15
Tm(III),0.192493,0.0908287,-1.16636,0.0328443,1.71223,-0.702916,0.0334766,0.288139,0.146338,0.146602,0.889238,1.35065,0.871421,0.192828,0.444231,-0.261206,201,s104729_S_b015,15
U(IV),2.09854,0.191893,0.631711,0.33381,-1.76101,1.25588,-0.467213,-0.236701,-0.940651,-0.415316,-2.20122,-0.664367,-0.218513,-1.55497,1.12527,0.710607,15,s104729_S_b015,15
U(VI),1.15187,2.65926,0.873317,1.6496,-3.15862,3.13391,-1.4691,0.527792,-1.92332,-1.23919,-0.523335,-1.269,-1.15957,-0.722026,5.0275,-0.0887103,1036,s104729_S_b015,15
Y(III),0.497565,1.07753,-1.67558,-1.97442,1.89005,0.678297,-2.34543,0.105211,1.75025,1.17456,-1.52557,1.28014,1.15389,-1.5505,1.22928,0.133014,28,s104729_S_b015,15
Yb(III),0.747284,0.121652,-1.10007,0.329903,2.14253,-0.696756,0.069879,0.449602,0.392259,0.195928,0.842182,1.80882,0.740122,-0.127728,0.566784,-0.749281,231,s104729_S_b015,15
Zr(IV),0.787399,-3.62246,-2.6425,1.14387,1.1751,-1.44812,-0.234019,4.46737,-0.758575,-0.668241,-0.647511,2.121,2.91324,-1.29638,5.15598,-2.31441,13,s104729_S_b015,15
