extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,n_training_rows,family,fold_id,fold_ordinal
CCOP(=O)(OCC)c1ccc2ccc3ccc(P(=O)(OCC)OCC)nc3c2n1,2.72126,-0.127675,-2.39099,0.991158,6.57939,11.0045,0.864513,2.98615,3,phosphonate_phosphinate_neutral,s104729_S_b000,0
CCOP(=S)(COCP(=S)(OCC)OCC)OCC,-3.05322,-1.62172,0.870373,0.942584,1.46486,-2.40391,0.243079,1.60007,12,sulfur_donor_other,s104729_S_b000,0
CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,1.51346,0.246023,0.478121,1.27921,1.10608,-2.24505,1.67316,0.318392,14,pyridine_carboxamide,s104729_S_b000,0
CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,-0.910808,-0.817066,-0.873134,2.12953,-1.07182,-1.98558,0.207299,-0.282423,14,malonamide,s104729_S_b000,0
CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,0.113633,1.33511,-0.497624,0.202003,-0.783071,0.00638671,-0.443126,-1.11349,127,diglycolamide,s104729_S_b000,0
CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,-0.560868,0.35044,-2.24364,1.36788,-2.21433,-1.74943,0.0288589,-0.994725,140,pyridine_carboxamide,s104729_S_b000,0
COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,0.515605,0.539365,0.298425,-0.551533,0.817623,-0.26577,0.141915,-0.775161,14,diglycolamide,s104729_S_b000,0
Cc1cc(-c2cc(C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,-2.53035,1.78742,-1.72491,0.419591,3.04251,-0.680743,-2.00513,-1.36132,32,n_heterocyclic,s104729_S_b000,0
Cc1cc(C)n(-c2cccc(-n3nc(C)cc3C)n2)n1,-1.50924,-1.37475,-1.49421,0.648099,0.749182,-1.3862,0.918863,-0.692208,12,n_heterocyclic,s104729_S_b000,0
Cc1cc(C)n(-c2cncc(-n3nc(C)cc3C)n2)n1,-1.22652,-1.15563,-1.19739,0.6978,1.6557,-1.04785,0.769724,-0.53881,12,n_heterocyclic,s104729_S_b000,0
Cc1ccn(-c2cccc(-n3ccc(C)n3)n2)n1,-1.35455,-1.06598,-1.29755,0.510121,0.878578,-1.49258,0.729812,-0.507679,14,n_heterocyclic,s104729_S_b000,0
Cc1ccn(-c2cncc(-n3ccc(C)n3)n2)n1,-1.09897,-0.753475,-1.14537,0.571339,1.36093,-1.37322,0.826595,-0.414569,2,n_heterocyclic,s104729_S_b000,0
O=C(COCC(=O)N(c1ccccc1)c1ccccc1)N(c1ccccc1)c1ccccc1,0.473989,2.43361,-1.78482,-0.666767,-1.29096,-0.727454,-1.69415,-0.340406,8,diglycolamide,s104729_S_b000,0
O=C(COCC(=O)N1CCCCC1)N1CCCCC1,0.348985,1.50853,1.23348,0.223922,0.689683,-0.852114,0.377892,-0.978118,14,diglycolamide,s104729_S_b000,0
O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,-4.3716,2.10123,1.86486,-0.526033,3.20831,2.37876,-0.246998,0.361382,8,aminopolycarboxylic_acid,s104729_S_b000,0
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,-4.17289,2.84235,0.527566,-1.14536,1.20931,4.66555,1.56877,0.996386,8,aminopolycarboxylic_acid,s104729_S_b000,0
O=C(O)CSCC(=O)O,0.0651307,5.16002,0.98254,2.65343,2.10264,-0.547795,1.15424,-0.0387784,13,carboxylic_acid,s104729_S_b000,0
O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,0.0440148,1.06015,-0.447822,1.31748,-0.17906,-2.34504,0.238206,-1.12521,28,pyridine_carboxamide,s104729_S_b000,0
O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCc5ccccc54)nc3c2n1)N1CCc2ccccc21,-0.0508722,0.779728,-1.31781,1.06399,-0.223949,-1.68121,0.435231,-1.10194,1,pyridine_carboxamide,s104729_S_b000,0
O=C(c1ccc2ccc3ccc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,0.413903,1.42358,0.465706,1.52558,1.1578,-2.77713,0.500129,-0.986707,1,pyridine_carboxamide,s104729_S_b000,0
O=C(c1cccc(C(=O)N2CCCC2)n1)N1CCCC1,-0.220633,0.807431,-0.137662,1.21422,-0.180901,-2.02193,0.321832,-0.990299,1,pyridine_carboxamide,s104729_S_b000,0
O=C(c1ccccc1)c1ccc2ccccc2n1,-0.73502,-0.709869,-1.50275,0.785503,1.76948,-2.55666,0.598015,-0.340887,12,n_heterocyclic,s104729_S_b000,0
O=P(c1ccccc1)(c1ccccc1)c1ccc2ccc3ccc(P(=O)(c4ccccc4)c4ccccc4)nc3c2n1,3.26865,4.10459,1.03858,-0.647973,2.71823,-0.488716,-0.635745,-0.298134,3,phosphine_oxide,s104729_S_b000,0
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-0.555391,8.66546,-11.2928,6.5143,7.96864,13.6544,1.73988,-3.83943,3,hydroxyketone_catechol,s104729_S_b000,0
S=P(COCP(=S)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,-3.61777,-0.218215,-0.683921,1.12164,0.978917,-1.62527,0.6695,0.0855431,12,sulfur_donor_other,s104729_S_b000,0
S=P(S)(c1ccccc1Cl)c1ccccc1Cl,-5.35166,0.304355,-7.75435,3.87518,8.51417,-2.73672,-1.60769,-2.04623,1,dithiophosphinic_acid,s104729_S_b000,0
c1cc(-n2cccn2)nc(-n2cccn2)c1,-1.11671,-0.630517,-1.12535,0.287935,0.983272,-1.03227,0.323188,-0.371251,4,n_heterocyclic,s104729_S_b000,0
c1cc2nc(c1)COc1ccccc1OCCOCCOc1ccccc1OC2,-1.58889,-5.04917,-5.01375,2.42047,2.71406,0.988144,-0.31962,0.149412,5,crown_ether_calixarene,s104729_S_b000,0
c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2,-1.43078,-4.8455,-5.06271,1.67196,2.79245,2.66704,-0.373707,1.39634,5,crown_ether_calixarene,s104729_S_b000,0
